Orthogroup	Species	Pdam	Orthologs
OG0003885	Mmus	pdam_00013433-RA	ZDHC3_MOUSE, ZDHC7_MOUSE
OG0003885	Nvec	pdam_00013433-RA	NV2t005070001.1
OG0003886	Hsap	pdam_00022449-RA	ZDHC5_HUMAN, ZDHC8_HUMAN
OG0003886	Mmus	pdam_00022449-RA	ZDHC5_MOUSE, ZDHC8_MOUSE
OG0003886	Nvec	pdam_00022449-RA	NV2t015435001.1
OG0003887	Mmus	pdam_00017698-RA	ZFY16_MOUSE
OG0003887	Hsap	pdam_00017698-RA	ZFYV9_HUMAN, ZFY16_HUMAN
OG0003887	Nvec	pdam_00017698-RA	NV2t001816001.1, NV2t001816002.1
OG0003888	Hsap	pdam_00015422-RA	ZFY26_HUMAN
OG0003888	Mmus	pdam_00015422-RA	ZFY26_MOUSE
OG0003888	Nvec	pdam_00015422-RA	NV2t020573001.1, NV2t020575001.1, NV2t020575002.1
OG0003889	Hsap	pdam_00003739-RA, pdam_00003740-RA, pdam_00022090-RA	ZFYV1_HUMAN
OG0003889	Mmus	pdam_00003739-RA, pdam_00003740-RA, pdam_00022090-RA	ZFYV1_MOUSE
OG0003889	Nvec	pdam_00003739-RA, pdam_00003740-RA, pdam_00022090-RA	NV2t019416002.1
OG0003890	Hsap	pdam_00003223-RA	ZMIZ2_HUMAN, ZMIZ1_HUMAN
OG0003890	Mmus	pdam_00003223-RA	ZMIZ2_MOUSE, ZMIZ1_MOUSE
OG0003890	Nvec	pdam_00003223-RA	NV2t010330001.1
OG0003891	Hsap	pdam_00008713-RA	ZMY10_HUMAN
OG0003891	Mmus	pdam_00008713-RA	ZMY10_MOUSE
OG0003891	Nvec	pdam_00008713-RA	NV2t003187002.1, NV2t003187003.1, NV2t003187001.1
OG0003892	Hsap	pdam_00011802-RA	ZN703_HUMAN, ZN503_HUMAN
OG0003892	Mmus	pdam_00011802-RA	ZN703_MOUSE, ZN503_MOUSE
OG0003892	Nvec	pdam_00011802-RA	NV2t005550001.1
OG0003893	Hsap	pdam_00020631-RA	ZY11B_HUMAN, ZY11A_HUMAN
OG0003893	Mmus	pdam_00020631-RA	ZY11B_MOUSE, ZY11A_MOUSE
OG0003893	Nvec	pdam_00020631-RA	NV2t001140001.1
OG0003896	Nvec	pdam_00019227-RA	NV2t008267002.1, NV2t008267001.1, NV2t008267004.1, NV2t008267006.1, NV2t008267005.1
OG0003897	Nvec	pdam_00003573-RA	NV2t019168001.1
OG0003897	Nvec	pdam_00003645-RA, pdam_00010903-RA, pdam_00021178-RA	NV2t008314001.1
OG0003898	Nvec	pdam_00004598-RA	NV2t008454001.1
OG0003898	Nvec	pdam_00021972-RA, pdam_00001375-RA, pdam_00003378-RA	NV2t014505001.1
OG0003899	Nvec	pdam_00022064-RA, pdam_00011069-RA, pdam_00022381-RA	NV2t008551001.1, NV2t008524001.1, NV2t001611001.1
OG0003901	Nvec	pdam_00008081-RA, pdam_00013413-RA, pdam_00017344-RA, pdam_00006880-RA, pdam_00017348-RA	NV2t008766001.1
OG0003902	Nvec	pdam_00025207-RA, pdam_00009253-RA, pdam_00009252-RA	NV2t008770001.1, NV2t008772001.1, NV2t008772002.1
OG0003903	Nvec	pdam_00001178-RA, pdam_00021114-RA, pdam_00021134-RA, pdam_00025248-RA, pdam_00025247-RA	NV2t008839001.1
OG0003904	Nvec	pdam_00002039-RA, pdam_00021148-RA, pdam_00002036-RA, pdam_00002038-RA	NV2t008942001.1, NV2t008942002.1
OG0003907	Nvec	pdam_00007038-RA, pdam_00007022-RA, pdam_00020661-RA, pdam_00023566-RA	NV2t009252001.1, NV2t016833001.1
OG0003909	Nvec	pdam_00018850-RA	NV2t011628001.1
OG0003909	Nvec	pdam_00018845-RA, pdam_00018844-RA, pdam_00018843-RA	NV2t009556001.1
OG0003911	Nvec	pdam_00010416-RA, pdam_00011191-RA, pdam_00011197-RA, pdam_00011198-RA	NV2t009719001.1, NV2t009719002.1
OG0003913	Nvec	pdam_00018634-RA, pdam_00018635-RA, pdam_00007511-RA, pdam_00012568-RA, pdam_00012569-RA	NV2t009940001.1
OG0003914	Nvec	pdam_00018175-RA	NV2t021912001.1, NV2t002136001.1, NV2t010480001.1, NV2t000299001.1, NV2t000299002.1
OG0003915	Nvec	pdam_00001913-RA	NV2t010485001.1, NV2t010485003.1, NV2t010485002.1, NV2t010485004.1, NV2t010485005.1
OG0003918	Nvec	pdam_00013347-RA, pdam_00010154-RA, pdam_00014181-RA, pdam_00008389-RA, pdam_00008388-RA	NV2t005836001.1
OG0003919	Nvec	pdam_00014903-RA	NV2t005885001.1
OG0003919	Nvec	pdam_00014898-RA, pdam_00014899-RA, pdam_00014902-RA	NV2t005893001.1
OG0003920	Nvec	pdam_00002579-RA, pdam_00002595-RA	NV2t006126001.1, NV2t006126002.1, NV2t005996001.1, NV2t006698001.1
OG0003921	Nvec	pdam_00002323-RA, pdam_00012537-RA, pdam_00012536-RA, pdam_00010667-RA, pdam_00011281-RA	NV2t005999001.1
OG0003922	Nvec	pdam_00015472-RA	NV2t006219001.1, NV2t006219002.1, NV2t006219003.1, NV2t006219004.1, NV2t006219005.1
OG0003925	Nvec	pdam_00009456-RA, pdam_00015243-RA, pdam_00015244-RA, pdam_00015246-RA, pdam_00015245-RA	NV2t006346001.1
OG0003927	Nvec	pdam_00016514-RA, pdam_00004317-RA	NV2t002383001.1, NV2t006685001.1, NV2t003282001.1, NV2t002655001.1
OG0003928	Nvec	pdam_00017094-RA, pdam_00013611-RA	NV2t007056001.1, NV2t007056002.1, NV2t007056003.1, NV2t007056004.1
OG0003929	Nvec	pdam_00009387-RA	NV2t007114001.1, NV2t007114003.1, NV2t007114005.1, NV2t007114002.1, NV2t007114004.1
OG0003931	Nvec	pdam_00023602-RA, pdam_00008739-RA, pdam_00003127-RA, pdam_00003129-RA, pdam_00003128-RA	NV2t007186001.1
OG0003932	Nvec	pdam_00009821-RA, pdam_00012117-RA, pdam_00025305-RA, pdam_00024457-RA, pdam_00024527-RA	NV2t008073001.1
OG0003933	Nvec	pdam_00025256-RA, pdam_00007919-RA, pdam_00025257-RA, pdam_00007915-RA	NV2t002436001.1, NV2t002436002.1
OG0003934	Nvec	pdam_00000075-RA	NV2t023926001.1
OG0003934	Nvec	pdam_00004732-RA	NV2t003123001.1, NV2t002546001.1, NV2t025177001.1
OG0003938	Nvec	pdam_00006786-RA, pdam_00006791-RA, pdam_00006790-RA, pdam_00006787-RA, pdam_00006788-RA	NV2t002936001.1
OG0003939	Nvec	pdam_00002767-RA, pdam_00002770-RA, pdam_00002768-RA, pdam_00016346-RA, pdam_00016347-RA	NV2t003309001.1
OG0003941	Nvec	pdam_00004362-RA	NV2t003977004.1, NV2t003977003.1, NV2t003977001.1, NV2t003977002.1, NV2t003977005.1
OG0003942	Nvec	pdam_00008513-RA	NV2t000291001.1
OG0003942	Nvec	pdam_00003422-RA, pdam_00006127-RA, pdam_00001631-RA	NV2t003994001.1
OG0003943	Nvec	pdam_00013408-RA	NV2t004247001.1, NV2t005024003.1, NV2t005024002.1, NV2t005024001.1, NV2t005028001.1
OG0003946	Nvec	pdam_00004701-RA	NV2t004742001.1, NV2t004742005.1
OG0003946	Nvec	pdam_00004703-RA, pdam_00004702-RA	NV2t004743001.1
OG0003947	Nvec	pdam_00004688-RA, pdam_00004690-RA, pdam_00004687-RA, pdam_00004686-RA	NV2t005001001.1, NV2t005001002.1
OG0003948	Nvec	pdam_00010311-RA	NV2t005019003.1, NV2t005019005.1, NV2t005019001.1, NV2t005019002.1, NV2t005019004.1
OG0003949	Nvec	pdam_00003613-RA	NV2t005141002.1, NV2t005141001.1, NV2t005141003.1, NV2t005141004.1, NV2t005141005.1
OG0003950	Nvec	pdam_00013584-RA, pdam_00013585-RA, pdam_00013589-RA	NV2t005143001.1, NV2t005143002.1, NV2t014383001.1
OG0003951	Nvec	pdam_00017013-RA	NV2t005459001.1
OG0003951	Nvec	pdam_00017014-RA, pdam_00006544-RA, pdam_00019089-RA	NV2t020278001.1
OG0003954	Nvec	pdam_00023172-RA, pdam_00023173-RA	NV2t021799001.1, NV2t021825001.1, NV2t021803001.1, NV2t021814001.1
OG0003957	Nvec	pdam_00001937-RA	NV2t019739002.1, NV2t021141001.1, NV2t016140001.1, NV2t020591001.1, NV2t022091001.1
OG0003958	Nvec	pdam_00001237-RA	NV2t022339001.1, NV2t022338003.1, NV2t022338004.1, NV2t022338001.1, NV2t022338002.1
OG0003959	Nvec	pdam_00006205-RA, pdam_00000783-RA, pdam_00006226-RA, pdam_00006225-RA	NV2t022431001.1, NV2t022431002.1
OG0003960	Nvec	pdam_00001865-RA	NV2t022603001.1, NV2t022603002.1, NV2t022603003.1, NV2t022603005.1, NV2t022603004.1
OG0003961	Nvec	pdam_00011315-RA	NV2t011966001.1, NV2t011966002.1, NV2t022947001.1, NV2t011965001.1, NV2t016928001.1
OG0003962	Nvec	pdam_00025982-RA	NV2t023050001.1, NV2t023295001.1, NV2t023031001.1, NV2t022982001.1, NV2t022982002.1
OG0003963	Nvec	pdam_00004429-RA	NV2t023164001.1, NV2t023164002.1, NV2t024229003.1, NV2t024229002.1, NV2t024229001.1
OG0003965	Nvec	pdam_00006275-RA, pdam_00006276-RA	NV2t023225002.1, NV2t023225001.1, NV2t023228001.1, NV2t023225003.1
OG0003966	Nvec	pdam_00000216-RA, pdam_00013874-RA, pdam_00001917-RA, pdam_00013875-RA, pdam_00001916-RA	NV2t023572001.1
OG0003968	Nvec	pdam_00006073-RA, pdam_00017533-RA, pdam_00005423-RA, pdam_00023840-RA	NV2t001480001.1, NV2t024322001.1
OG0003969	Nvec	pdam_00017350-RA, pdam_00023940-RA	NV2t025553001.1, NV2t024970001.1, NV2t024544001.1, NV2t025551002.1
OG0003972	Nvec	pdam_00005864-RA	NV2t025332001.1, NV2t025332006.1, NV2t025332004.1, NV2t025332005.1, NV2t025332007.1
OG0003973	Nvec	pdam_00000453-RA	NV2t013147001.1, NV2t013147002.1, NV2t013147003.1, NV2t013147004.1, NV2t013147005.1
OG0003974	Nvec	pdam_00012034-RA, pdam_00012033-RA, pdam_00012032-RA	NV2t013249001.1, NV2t013553001.1, NV2t015875001.1
OG0003975	Nvec	pdam_00010982-RA	NV2t013270001.1
OG0003975	Nvec	pdam_00010981-RA	NV2t013934001.1, NV2t013930001.1, NV2t013930002.1
OG0003976	Nvec	pdam_00001158-RA, pdam_00001534-RA, pdam_00001532-RA, pdam_00025241-RA, pdam_00001116-RA	NV2t013457001.1
OG0003977	Nvec	pdam_00019070-RA, pdam_00011324-RA, pdam_00011319-RA	NV2t013521001.1, NV2t013461001.1, NV2t012209001.1
OG0003979	Nvec	pdam_00003206-RA	NV2t013831001.1, NV2t013834001.1
OG0003979	Nvec	pdam_00003207-RA	NV2t013832001.1, NV2t013836001.1
OG0003981	Nvec	pdam_00003144-RA, pdam_00003152-RA	NV2t014033001.1, NV2t014033002.1, NV2t014033004.1, NV2t014033003.1
OG0003982	Nvec	pdam_00000437-RA, pdam_00019177-RA	NV2t014204003.1, NV2t014204004.1, NV2t014204002.1, NV2t014204001.1
OG0003983	Nvec	pdam_00020910-RA, pdam_00011273-RA, pdam_00015907-RA, pdam_00015909-RA	NV2t014488001.1, NV2t014489001.1
OG0003984	Nvec	pdam_00003902-RA	NV2t014510004.1, NV2t014510005.1, NV2t014510002.1, NV2t014510001.1, NV2t014510003.1
OG0003985	Nvec	pdam_00011429-RA	NV2t014538003.1
OG0003985	Nvec	pdam_00016573-RA	NV2t019468001.1, NV2t019469001.1, NV2t019469002.1
OG0003987	Nvec	pdam_00006581-RA	NV2t016336001.1
OG0003987	Nvec	pdam_00008379-RA, pdam_00008380-RA	NV2t016338002.1, NV2t016338001.1
OG0003988	Nvec	pdam_00010255-RA	NV2t016483006.1, NV2t016483001.1, NV2t016483003.1, NV2t016483005.1, NV2t016483002.1
OG0003992	Nvec	pdam_00015033-RA	NV2t017705001.1
OG0003992	Nvec	pdam_00020539-RA, pdam_00007175-RA, pdam_00009404-RA	NV2t016881001.1
OG0003993	Nvec	pdam_00018865-RA, pdam_00014185-RA, pdam_00014186-RA	NV2t016892002.1, NV2t016892003.1, NV2t016892004.1
OG0003995	Nvec	pdam_00013919-RA, pdam_00013920-RA	NV2t017227001.1, NV2t017227002.1, NV2t017227004.1, NV2t017227003.1
OG0003996	Nvec	pdam_00008932-RA	NV2t017303004.1, NV2t017303002.1, NV2t017303005.1, NV2t017303003.1, NV2t017303001.1
OG0003997	Nvec	pdam_00014960-RA, pdam_00014952-RA, pdam_00014954-RA, pdam_00014957-RA, pdam_00014958-RA	NV2t017424001.1
OG0003998	Nvec	pdam_00005459-RA, pdam_00011773-RA, pdam_00008673-RA	NV2t017614001.1, NV2t017614003.1, NV2t017614002.1
OG0004000	Nvec	pdam_00003543-RA	NV2t018394001.1, NV2t018394002.1, NV2t018394003.1, NV2t018394004.1, NV2t018394005.1
OG0004001	Nvec	pdam_00003792-RA	NV2t020021001.1, NV2t019484001.1, NV2t020023002.1, NV2t020023001.1, NV2t020023003.1
OG0004003	Nvec	pdam_00016564-RA	NV2t019910001.1, NV2t019910003.1, NV2t019910004.1, NV2t019910005.1, NV2t019910002.1
OG0004004	Nvec	pdam_00007631-RA, pdam_00023832-RA, pdam_00017953-RA, pdam_00017952-RA, pdam_00017950-RA	NV2t020151001.1
OG0004005	Nvec	pdam_00012238-RA, pdam_00012240-RA, pdam_00012239-RA, pdam_00015372-RA, pdam_00019309-RA	NV2t020393001.1
OG0004007	Nvec	pdam_00000454-RA, pdam_00017182-RA	NV2t000280001.1, NV2t000280002.1, NV2t000280003.1, NV2t000280004.1
OG0004008	Nvec	pdam_00024051-RA, pdam_00017230-RA, pdam_00012265-RA, pdam_00001629-RA, pdam_00001628-RA	NV2t000371001.1
OG0004009	Nvec	pdam_00017954-RA, pdam_00024929-RA, pdam_00023225-RA	NV2t000391001.1, NV2t000687001.1, NV2t000690001.1
OG0004011	Nvec	pdam_00013728-RA	NV2t001089001.1
OG0004011	Nvec	pdam_00018156-RA, pdam_00022251-RA	NV2t002295001.1, NV2t002295002.1
OG0004013	Nvec	pdam_00005310-RA, pdam_00005309-RA	NV2t002059001.1, NV2t002059003.1, NV2t002059005.1, NV2t002059002.1
OG0004015	Nvec	pdam_00001380-RA, pdam_00001381-RA	NV2t002314001.1, NV2t002314002.1, NV2t002314003.1, NV2t002314004.1
OG0004016	Nvec	pdam_00005284-RA	NV2t010701002.1, NV2t010701005.1, NV2t010701001.1, NV2t010701004.1, NV2t010701003.1
OG0004017	Nvec	pdam_00005600-RA, pdam_00005602-RA	NV2t011123001.1, NV2t011125001.1, NV2t011127001.1, NV2t011129001.1
OG0004018	Nvec	pdam_00024503-RA	NV2t011846001.1, NV2t011846003.1, NV2t011846004.1, NV2t011846005.1, NV2t011846002.1
OG0004019	Nvec	pdam_00015305-RA	NV2t012098001.1, NV2t012098003.1, NV2t012098004.1, NV2t012098005.1, NV2t012098002.1
OG0004032	Nvec	pdam_00021369-RA, pdam_00019376-RA, pdam_00023917-RA, pdam_00009016-RA	NV2t007004001.1
OG0004033	Hsap	pdam_00010976-RA	TCF19_HUMAN
OG0004033	Mmus	pdam_00010976-RA	TCF19_MOUSE
OG0004033	Nvec	pdam_00010976-RA	NV2t001155001.1, NV2t014494001.1
OG0004034	Nvec	pdam_00007250-RA	NV2t024993001.1
OG0004034	Nvec	pdam_00013390-RA, pdam_00007257-RA	NV2t021362001.1
OG0004036	Hsap	pdam_00007678-RA, pdam_00024270-RA	ZN363_HUMAN
OG0004036	Mmus	pdam_00007678-RA, pdam_00024270-RA	ZN363_MOUSE
OG0004036	Nvec	pdam_00007678-RA, pdam_00024270-RA	NV2t024636001.1
OG0004037	Hsap	pdam_00008383-RA, pdam_00008384-RA	MAMC2_HUMAN
OG0004037	Mmus	pdam_00008383-RA, pdam_00008384-RA	MAMC2_MOUSE
OG0004037	Nvec	pdam_00008383-RA, pdam_00008384-RA	NV2t015900001.1
OG0004039	Hsap	pdam_00016804-RA	TEFF1_HUMAN, TEFF2_HUMAN
OG0004039	Mmus	pdam_00016804-RA	TEFF1_MOUSE, TEFF2_MOUSE
OG0004040	Nvec	pdam_00010539-RA, pdam_00010538-RA, pdam_00010537-RA	NV2t013894001.1, NV2t013894003.1
OG0004041	Hsap	pdam_00021926-RA, pdam_00005851-RA	CMBL_HUMAN
OG0004041	Mmus	pdam_00021926-RA, pdam_00005851-RA	CMBL_MOUSE
OG0004041	Nvec	pdam_00021926-RA, pdam_00005851-RA	NV2t024963001.1
OG0004042	Hsap	pdam_00003166-RA	B3GT1_HUMAN, B3GT2_HUMAN
OG0004042	Mmus	pdam_00003166-RA	B3GT1_MOUSE, B3GT2_MOUSE
OG0004043	Hsap	pdam_00017833-RA	PPN_HUMAN
OG0004043	Mmus	pdam_00017833-RA	PPN_MOUSE
OG0004043	Nvec	pdam_00017833-RA	NV2t020821001.1, NV2t020821002.1
OG0004044	Hsap	pdam_00013051-RA, pdam_00013049-RA	MET27_HUMAN
OG0004044	Nvec	pdam_00013051-RA, pdam_00013049-RA	NV2t020607001.1, NV2t020607002.1
OG0004045	Hsap	pdam_00005379-RA, pdam_00005380-RA	GNB1L_HUMAN
OG0004045	Mmus	pdam_00005379-RA, pdam_00005380-RA	GNB1L_MOUSE
OG0004045	Nvec	pdam_00005379-RA, pdam_00005380-RA	NV2t016130004.1
OG0004046	Hsap	pdam_00016900-RA	FZD8_HUMAN, FZD5_HUMAN
OG0004046	Mmus	pdam_00016900-RA	FZD8_MOUSE, FZD5_MOUSE
OG0004047	Hsap	pdam_00017294-RA, pdam_00017295-RA, pdam_00017291-RA	APOH_HUMAN
OG0004047	Mmus	pdam_00017294-RA, pdam_00017295-RA, pdam_00017291-RA	APOH_MOUSE
OG0004048	Hsap	pdam_00001033-RA	DYH2_HUMAN
OG0004048	Mmus	pdam_00001033-RA	DYH2_MOUSE
OG0004048	Nvec	pdam_00001033-RA	NV2t022773001.1, NV2t022772001.1
OG0004049	Hsap	pdam_00007458-RA	DYH1_HUMAN
OG0004049	Mmus	pdam_00007458-RA	DYH1_MOUSE
OG0004049	Nvec	pdam_00007458-RA	NV2t010475001.1, NV2t010477001.1
OG0004050	Hsap	pdam_00005508-RA	DYH12_HUMAN
OG0004050	Mmus	pdam_00005508-RA	DYH12_MOUSE
OG0004050	Nvec	pdam_00005508-RA	NV2t003692001.1, NV2t003691001.1
OG0004051	Hsap	pdam_00004142-RA, pdam_00004143-RA	TFPI2_HUMAN
OG0004051	Mmus	pdam_00004142-RA, pdam_00004143-RA	TFPI2_MOUSE
OG0004051	Nvec	pdam_00004142-RA, pdam_00004143-RA	NV2t008165001.1
OG0004052	Hsap	pdam_00018698-RA	PCD16_HUMAN
OG0004052	Mmus	pdam_00018698-RA	PCD16_MOUSE
OG0004052	Nvec	pdam_00018698-RA	NV2t003927001.1, NV2t003927002.1
OG0004053	Hsap	pdam_00004029-RA, pdam_00004025-RA	GABR2_HUMAN
OG0004053	Mmus	pdam_00004029-RA, pdam_00004025-RA	GABR2_MOUSE
OG0004053	Nvec	pdam_00004029-RA, pdam_00004025-RA	NV2t009060001.1
OG0004054	Hsap	pdam_00004186-RA, pdam_00004185-RA	PAR12_HUMAN
OG0004054	Mmus	pdam_00004186-RA, pdam_00004185-RA	PAR12_MOUSE
OG0004054	Nvec	pdam_00004186-RA, pdam_00004185-RA	NV2t013669001.1
OG0004055	Mmus	pdam_00004757-RA	RX_MOUSE
OG0004055	Hsap	pdam_00004757-RA	RAX2_HUMAN, RX_HUMAN
OG0004055	Nvec	pdam_00004757-RA	NV2t023101001.1
OG0004056	Hsap	pdam_00013850-RA	DRGX_HUMAN
OG0004056	Mmus	pdam_00013850-RA	DRGX_MOUSE
OG0004056	Nvec	pdam_00013850-RA	NV2t008029001.1, NV2t008029002.1
OG0004057	Hsap	pdam_00008182-RA, pdam_00014263-RA	PPIG_HUMAN
OG0004057	Mmus	pdam_00008182-RA, pdam_00014263-RA	PPIG_MOUSE
OG0004057	Nvec	pdam_00008182-RA, pdam_00014263-RA	NV2t005541001.1
OG0004060	Hsap	pdam_00015491-RA	BCL3_HUMAN
OG0004060	Mmus	pdam_00015491-RA	BCL3_MOUSE
OG0004060	Nvec	pdam_00015491-RA	NV2t021778001.1, NV2t021778002.1
OG0004061	Hsap	pdam_00013082-RA	NEK1_HUMAN
OG0004061	Mmus	pdam_00013082-RA	NEK1_MOUSE
OG0004061	Nvec	pdam_00013082-RA	NV2t003524001.1, NV2t003524002.1
OG0004062	Mmus	pdam_00004080-RA	BRDT_MOUSE
OG0004062	Hsap	pdam_00004080-RA	BRD10_HUMAN, BRDT_HUMAN
OG0004062	Nvec	pdam_00004080-RA	NV2t014915001.1
OG0004063	Hsap	pdam_00023263-RA, pdam_00023262-RA	NCKX5_HUMAN
OG0004063	Mmus	pdam_00023263-RA, pdam_00023262-RA	NCKX5_MOUSE
OG0004063	Nvec	pdam_00023263-RA, pdam_00023262-RA	NV2t007147001.1
OG0004064	Hsap	pdam_00001181-RA	RPA12_HUMAN
OG0004064	Mmus	pdam_00001181-RA	RPA12_MOUSE
OG0004064	Nvec	pdam_00001181-RA	NV2t023498001.1, NV2t023504001.1
OG0004065	Hsap	pdam_00011754-RA	ASB3_HUMAN
OG0004065	Mmus	pdam_00011754-RA	ASB3_MOUSE
OG0004065	Nvec	pdam_00011754-RA	NV2t018282001.1, NV2t018282002.1
OG0004066	Hsap	pdam_00025297-RA	ATM_HUMAN
OG0004066	Mmus	pdam_00025297-RA	ATM_MOUSE
OG0004066	Nvec	pdam_00025297-RA	NV2t008657001.1, NV2t008657002.1
OG0004067	Hsap	pdam_00014621-RA	ANXA7_HUMAN
OG0004067	Mmus	pdam_00014621-RA	ANXA7_MOUSE
OG0004067	Nvec	pdam_00014621-RA	NV2t009562001.1, NV2t009562002.1
OG0004068	Hsap	pdam_00007145-RA	DYH8_HUMAN
OG0004068	Mmus	pdam_00007145-RA	DYH8_MOUSE
OG0004068	Nvec	pdam_00007145-RA	NV2t022787001.1, NV2t022789001.1
OG0004069	Hsap	pdam_00001988-RA	CDK1_HUMAN
OG0004069	Mmus	pdam_00001988-RA	CDK1_MOUSE
OG0004069	Nvec	pdam_00001988-RA	NV2t009785002.1, NV2t009785003.1
OG0004070	Hsap	pdam_00013876-RA, pdam_00009484-RA	KCTD6_HUMAN
OG0004070	Mmus	pdam_00013876-RA, pdam_00009484-RA	KCTD6_MOUSE
OG0004070	Nvec	pdam_00013876-RA, pdam_00009484-RA	NV2t006452001.1
OG0004071	Hsap	pdam_00025063-RA	PP4C_HUMAN
OG0004071	Mmus	pdam_00025063-RA	PP4C_MOUSE
OG0004071	Nvec	pdam_00025063-RA	NV2t016327001.1, NV2t016327002.1
OG0004072	Hsap	pdam_00001087-RA	TDRKH_HUMAN
OG0004072	Mmus	pdam_00001087-RA	TDRKH_MOUSE
OG0004072	Nvec	pdam_00001087-RA	NV2t013792001.1, NV2t013792002.1
OG0004073	Hsap	pdam_00002273-RA, pdam_00009210-RA	AK1A1_HUMAN
OG0004073	Mmus	pdam_00002273-RA, pdam_00009210-RA	AK1A1_MOUSE
OG0004073	Nvec	pdam_00002273-RA, pdam_00009210-RA	NV2t000411001.1
OG0004074	Hsap	pdam_00017250-RA	CBPM_HUMAN
OG0004074	Mmus	pdam_00017250-RA	CBPM_MOUSE
OG0004074	Nvec	pdam_00017250-RA	NV2t004882001.1, NV2t004882002.1
OG0004075	Hsap	pdam_00011167-RA	IKBP1_HUMAN
OG0004075	Mmus	pdam_00011167-RA	IKBP1_MOUSE
OG0004075	Nvec	pdam_00011167-RA	NV2t008816001.1, NV2t008816002.1
OG0004076	Mmus	pdam_00015452-RA	2A5G_MOUSE
OG0004076	Hsap	pdam_00015452-RA	2A5D_HUMAN, 2A5G_HUMAN
OG0004076	Nvec	pdam_00015452-RA	NV2t020681001.1
OG0004077	Hsap	pdam_00023236-RA, pdam_00012517-RA	DDX4_HUMAN
OG0004077	Mmus	pdam_00023236-RA, pdam_00012517-RA	DDX4_MOUSE
OG0004077	Nvec	pdam_00023236-RA, pdam_00012517-RA	NV2t000574002.1
OG0004078	Hsap	pdam_00015021-RA	E2AK3_HUMAN
OG0004078	Mmus	pdam_00015021-RA	E2AK3_MOUSE
OG0004078	Nvec	pdam_00015021-RA	NV2t018791001.1, NV2t018791002.1
OG0004079	Hsap	pdam_00007540-RA	GLD2_HUMAN
OG0004079	Mmus	pdam_00007540-RA	GLD2_MOUSE
OG0004079	Nvec	pdam_00007540-RA	NV2t024142001.1, NV2t024142002.1
OG0004080	Hsap	pdam_00022743-RA	REXO1_HUMAN
OG0004080	Mmus	pdam_00022743-RA	REXO1_MOUSE
OG0004080	Nvec	pdam_00022743-RA	NV2t001869001.1, NV2t001869002.1
OG0004081	Mmus	pdam_00006278-RA	HIG2A_MOUSE
OG0004081	Hsap	pdam_00006278-RA	HIG2A_HUMAN, HIG2B_HUMAN
OG0004081	Nvec	pdam_00006278-RA	NV2t017641002.1
OG0004082	Hsap	pdam_00022439-RA	SMAD3_HUMAN, SMAD2_HUMAN
OG0004082	Mmus	pdam_00022439-RA	SMAD3_MOUSE, SMAD2_MOUSE
OG0004084	Hsap	pdam_00014496-RA	LYAG_HUMAN
OG0004084	Mmus	pdam_00014496-RA	LYAG_MOUSE
OG0004084	Nvec	pdam_00014496-RA	NV2t013892001.1, NV2t013297001.1
OG0004085	Mmus	pdam_00020402-RA	PRKX_MOUSE
OG0004085	Hsap	pdam_00020402-RA	PRKX_HUMAN, PRKY_HUMAN
OG0004085	Nvec	pdam_00020402-RA	NV2t021265001.1
OG0004086	Hsap	pdam_00015206-RA	POLK_HUMAN
OG0004086	Mmus	pdam_00015206-RA	POLK_MOUSE
OG0004086	Nvec	pdam_00015206-RA	NV2t019345001.1, NV2t019348001.1
OG0004087	Hsap	pdam_00012145-RA	TBX20_HUMAN
OG0004087	Mmus	pdam_00012145-RA	TBX20_MOUSE
OG0004087	Nvec	pdam_00012145-RA	NV2t002422001.1, NV2t002421001.1
OG0004088	Hsap	pdam_00017335-RA	ACD10_HUMAN
OG0004088	Mmus	pdam_00017335-RA	ACD10_MOUSE
OG0004088	Nvec	pdam_00017335-RA	NV2t016198001.1, NV2t016198002.1
OG0004090	Hsap	pdam_00010290-RA	E41LA_HUMAN
OG0004090	Mmus	pdam_00010290-RA	E41LA_MOUSE
OG0004090	Nvec	pdam_00010290-RA	NV2t023855001.1, NV2t023855002.1
OG0004091	Mmus	pdam_00003493-RA	SHOX2_MOUSE
OG0004091	Hsap	pdam_00003493-RA	SHOX_HUMAN, SHOX2_HUMAN
OG0004091	Nvec	pdam_00003493-RA	NV2t021664001.1
OG0004092	Hsap	pdam_00017032-RA	WSDU1_HUMAN
OG0004092	Mmus	pdam_00017032-RA	WSDU1_MOUSE
OG0004092	Nvec	pdam_00017032-RA	NV2t024747003.1, NV2t010635001.1
OG0004093	Hsap	pdam_00018146-RA	SIK3_HUMAN
OG0004093	Mmus	pdam_00018146-RA	SIK3_MOUSE
OG0004093	Nvec	pdam_00018146-RA	NV2t022112001.1, NV2t022112002.1
OG0004094	Hsap	pdam_00002689-RA	STT3A_HUMAN
OG0004094	Mmus	pdam_00002689-RA	STT3A_MOUSE
OG0004094	Nvec	pdam_00002689-RA	NV2t006188001.1, NV2t006188002.1
OG0004095	Hsap	pdam_00022133-RA	MSRB2_HUMAN
OG0004095	Mmus	pdam_00022133-RA	MSRB2_MOUSE
OG0004095	Nvec	pdam_00022133-RA	NV2t012524001.1, NV2t012524002.1
OG0004096	Hsap	pdam_00001403-RA	MSRB3_HUMAN
OG0004096	Mmus	pdam_00001403-RA	MSRB3_MOUSE
