Orthogroup	Species	Nvec	Orthologs
OG0002885	Pdam	NV2t001787003.1	pdam_00023206-RA
OG0002886	Hsap	NV2t017509001.1, NV2t017509003.1, NV2t017509002.1	AATC_HUMAN
OG0002886	Mmus	NV2t017509001.1, NV2t017509003.1, NV2t017509002.1	AATC_MOUSE
OG0002886	Pdam	NV2t017509001.1, NV2t017509003.1, NV2t017509002.1	pdam_00007258-RA
OG0002887	Hsap	NV2t018397001.1	ABCD2_HUMAN, ABCD1_HUMAN
OG0002887	Mmus	NV2t018397001.1	ABCD2_MOUSE, ABCD1_MOUSE
OG0002887	Pdam	NV2t018397001.1	pdam_00003547-RA
OG0002888	Hsap	NV2t016515001.1	BCR_HUMAN, ABR_HUMAN
OG0002888	Mmus	NV2t016515001.1	BCR_MOUSE, ABR_MOUSE
OG0002888	Pdam	NV2t016515001.1	pdam_00022703-RA
OG0002889	Hsap	NV2t017493001.1	ABTB2_HUMAN, ABTB3_HUMAN
OG0002889	Mmus	NV2t017493001.1	ABTB2_MOUSE, ABTB3_MOUSE
OG0002889	Pdam	NV2t017493001.1	pdam_00004502-RA
OG0002890	Hsap	NV2t009898001.1	ACACA_HUMAN, ACACB_HUMAN
OG0002890	Mmus	NV2t009898001.1	ACACA_MOUSE, ACACB_MOUSE
OG0002890	Pdam	NV2t009898001.1	pdam_00001946-RA
OG0002891	Hsap	NV2t022341003.1	ACAD9_HUMAN, ACADV_HUMAN
OG0002891	Mmus	NV2t022341003.1	ACAD9_MOUSE, ACADV_MOUSE
OG0002891	Pdam	NV2t022341003.1	pdam_00000914-RA
OG0002892	Hsap	NV2t012072001.1	ACBD7_HUMAN, ACBP_HUMAN
OG0002892	Mmus	NV2t012072001.1	ACBD7_MOUSE, DBIL5_MOUSE, ACBP_MOUSE
OG0002893	Hsap	NV2t023849001.1	ACBG1_HUMAN, ACBG2_HUMAN
OG0002893	Mmus	NV2t023849001.1	ACBG1_MOUSE, ACBG2_MOUSE
OG0002893	Pdam	NV2t023849001.1	pdam_00000027-RA
OG0002894	Hsap	NV2t004459003.1, NV2t004459001.1, NV2t004459002.1	ACINU_HUMAN
OG0002894	Mmus	NV2t004459003.1, NV2t004459001.1, NV2t004459002.1	ACINU_MOUSE
OG0002894	Pdam	NV2t004459003.1, NV2t004459001.1, NV2t004459002.1	pdam_00004788-RA
OG0002895	Hsap	NV2t014769001.1	ACL6A_HUMAN, ACL6B_HUMAN
OG0002895	Mmus	NV2t014769001.1	ACL6A_MOUSE, ACL6B_MOUSE
OG0002895	Pdam	NV2t014769001.1	pdam_00015905-RA
OG0002896	Hsap	NV2t024468001.1	ACO12_HUMAN, ACO11_HUMAN
OG0002896	Mmus	NV2t024468001.1	ACO12_MOUSE, ACO11_MOUSE
OG0002896	Pdam	NV2t024468001.1	pdam_00005904-RA
OG0002897	Hsap	NV2t006935001.1, NV2t006935003.1, NV2t006935002.1	ACON_HUMAN
OG0002897	Mmus	NV2t006935001.1, NV2t006935003.1, NV2t006935002.1	ACON_MOUSE
OG0002897	Pdam	NV2t006935001.1, NV2t006935003.1, NV2t006935002.1	pdam_00012716-RA
OG0002898	Hsap	NV2t021595001.1	ACSL4_HUMAN, ACSL3_HUMAN
OG0002898	Mmus	NV2t021595001.1	ACSL4_MOUSE, ACSL3_MOUSE
OG0002898	Pdam	NV2t021595001.1	pdam_00007999-RA
OG0002899	Hsap	NV2t001740001.1	ACY2_HUMAN, ACY3_HUMAN
OG0002899	Mmus	NV2t001740001.1	ACY2_MOUSE, ACY3_MOUSE
OG0002899	Pdam	NV2t001740001.1	pdam_00021198-RA
OG0002900	Hsap	NV2t006771002.1, NV2t006771001.1, NV2t006771003.1	ADA17_HUMAN
OG0002900	Mmus	NV2t006771002.1, NV2t006771001.1, NV2t006771003.1	ADA17_MOUSE
OG0002900	Pdam	NV2t006771002.1, NV2t006771001.1, NV2t006771003.1	pdam_00023013-RA
OG0002901	Hsap	NV2t005175001.1, NV2t005175002.1	ADCK5_HUMAN
OG0002901	Mmus	NV2t005175001.1, NV2t005175002.1	ADCK5_MOUSE
OG0002901	Pdam	NV2t005175001.1, NV2t005175002.1	pdam_00018810-RA, pdam_00018812-RA
OG0002902	Hsap	NV2t011250001.1	ADCY6_HUMAN, ADCY5_HUMAN
OG0002902	Mmus	NV2t011250001.1	ADCY6_MOUSE, ADCY5_MOUSE
OG0002902	Pdam	NV2t011250001.1	pdam_00013222-RA
OG0002903	Hsap	NV2t008806003.1, NV2t008806001.1, NV2t008806002.1	ADGB_HUMAN
OG0002903	Mmus	NV2t008806003.1, NV2t008806001.1, NV2t008806002.1	ADGB_MOUSE
OG0002903	Pdam	NV2t008806003.1, NV2t008806001.1, NV2t008806002.1	pdam_00004019-RA
OG0002904	Hsap	NV2t006970001.1, NV2t021454001.1	ADPGK_HUMAN
OG0002904	Mmus	NV2t006970001.1, NV2t021454001.1	ADPGK_MOUSE
OG0002904	Pdam	NV2t006970001.1	pdam_00008996-RA
OG0002904	Pdam	NV2t021454001.1	pdam_00008995-RA
OG0002905	Hsap	NV2t005740002.1, NV2t005740004.1, NV2t005740008.1	ADRM1_HUMAN
OG0002905	Mmus	NV2t005740002.1, NV2t005740004.1, NV2t005740008.1	ADRM1_MOUSE
OG0002905	Pdam	NV2t005740002.1, NV2t005740004.1, NV2t005740008.1	pdam_00009480-RA
OG0002906	Hsap	NV2t023313002.1, NV2t023313001.1, NV2t023313003.1	AGGF1_HUMAN
OG0002906	Mmus	NV2t023313002.1, NV2t023313001.1, NV2t023313003.1	AGGF1_MOUSE
OG0002906	Pdam	NV2t023313002.1, NV2t023313001.1, NV2t023313003.1	pdam_00017306-RA
OG0002909	Hsap	NV2t016923003.1, NV2t016923001.1, NV2t016923002.1	AHI1_HUMAN
OG0002909	Mmus	NV2t016923003.1, NV2t016923001.1, NV2t016923002.1	AHI1_MOUSE
OG0002909	Pdam	NV2t016923003.1, NV2t016923001.1, NV2t016923002.1	pdam_00024411-RA
OG0002910	Hsap	NV2t019736001.1	AHSA2_HUMAN, AHSA1_HUMAN
OG0002910	Mmus	NV2t019736001.1	AHSA2_MOUSE, AHSA1_MOUSE
OG0002910	Pdam	NV2t019736001.1	pdam_00003799-RA
OG0002911	Hsap	NV2t020395001.1, NV2t020395002.1	AIDA_HUMAN
OG0002911	Mmus	NV2t020395001.1, NV2t020395002.1	AIDA_MOUSE
OG0002911	Pdam	NV2t020395001.1, NV2t020395002.1	pdam_00015059-RA, pdam_00005866-RA
OG0002912	Hsap	NV2t006257001.1, NV2t006257002.1, NV2t006257003.1	AIG1_HUMAN
OG0002912	Mmus	NV2t006257001.1, NV2t006257002.1, NV2t006257003.1	AIG1_MOUSE
OG0002912	Pdam	NV2t006257001.1, NV2t006257002.1, NV2t006257003.1	pdam_00024128-RA
OG0002913	Hsap	NV2t008607001.1	SYYC_HUMAN, AIMP1_HUMAN
OG0002913	Mmus	NV2t008607001.1	SYYC_MOUSE, AIMP1_MOUSE
OG0002913	Pdam	NV2t008607001.1	pdam_00004348-RA
OG0002914	Hsap	NV2t016908002.1	AIPL1_HUMAN, AIP_HUMAN
OG0002914	Mmus	NV2t016908002.1	AIPL1_MOUSE, AIP_MOUSE
OG0002914	Pdam	NV2t016908002.1	pdam_00006587-RA
OG0002915	Hsap	NV2t002306001.1	AL1L1_HUMAN, AL1L2_HUMAN
OG0002915	Mmus	NV2t002306001.1	AL1L1_MOUSE, AL1L2_MOUSE
OG0002915	Pdam	NV2t002306001.1	pdam_00003300-RA
OG0002916	Hsap	NV2t024295001.1, NV2t024295002.1, NV2t024295003.1	AL7A1_HUMAN
OG0002916	Mmus	NV2t024295001.1, NV2t024295002.1, NV2t024295003.1	AL7A1_MOUSE
OG0002916	Pdam	NV2t024295001.1, NV2t024295002.1, NV2t024295003.1	pdam_00021400-RA
OG0002917	Hsap	NV2t007452001.1, NV2t007452002.1	ALR_HUMAN
OG0002917	Mmus	NV2t007452001.1, NV2t007452002.1	ALR_MOUSE
OG0002917	Pdam	NV2t007452001.1, NV2t007452002.1	pdam_00009320-RA, pdam_00009318-RA
OG0002918	Hsap	NV2t005085001.1, NV2t005085002.1, NV2t005085003.1	AMFR_HUMAN
OG0002918	Mmus	NV2t005085001.1, NV2t005085002.1, NV2t005085003.1	AMFR_MOUSE
OG0002918	Pdam	NV2t005085001.1, NV2t005085002.1, NV2t005085003.1	pdam_00009110-RA
OG0002919	Hsap	NV2t009901003.1, NV2t009901001.1, NV2t009901002.1	AMN1_HUMAN
OG0002919	Mmus	NV2t009901003.1, NV2t009901001.1, NV2t009901002.1	AMN1_MOUSE
OG0002919	Pdam	NV2t009901003.1, NV2t009901001.1, NV2t009901002.1	pdam_00001908-RA
OG0002920	Hsap	NV2t003112003.1, NV2t003112001.1, NV2t003112002.1	AMPO_HUMAN
OG0002920	Mmus	NV2t003112003.1, NV2t003112001.1, NV2t003112002.1	AMPO_MOUSE
OG0002920	Pdam	NV2t003112003.1, NV2t003112001.1, NV2t003112002.1	pdam_00008712-RA
OG0002921	Hsap	NV2t018705001.1, NV2t018705002.1, NV2t018705003.1	AMRA1_HUMAN
OG0002921	Mmus	NV2t018705001.1, NV2t018705002.1, NV2t018705003.1	AMRA1_MOUSE
OG0002921	Pdam	NV2t018705001.1, NV2t018705002.1, NV2t018705003.1	pdam_00010859-RA
OG0002922	Hsap	NV2t015664001.1	AN13B_HUMAN, AN13D_HUMAN
OG0002922	Mmus	NV2t015664001.1	AN13B_MOUSE, AN13D_MOUSE
OG0002922	Pdam	NV2t015664001.1	pdam_00012107-RA
OG0002923	Hsap	NV2t019545001.1	ANGE1_HUMAN, ANGE2_HUMAN
OG0002923	Mmus	NV2t019545001.1	ANGE1_MOUSE, ANGE2_MOUSE
OG0002923	Pdam	NV2t019545001.1	pdam_00016765-RA
OG0002924	Hsap	NV2t007812001.1, NV2t007812002.1, NV2t007812003.1	ANKF1_HUMAN
OG0002924	Mmus	NV2t007812001.1, NV2t007812002.1, NV2t007812003.1	ANKF1_MOUSE
OG0002924	Pdam	NV2t007812001.1, NV2t007812002.1, NV2t007812003.1	pdam_00011838-RA
OG0002925	Hsap	NV2t004278001.1, NV2t004278002.1, NV2t004278003.1	ANKS6_HUMAN
OG0002925	Mmus	NV2t004278001.1, NV2t004278002.1, NV2t004278003.1	ANKS6_MOUSE
OG0002925	Pdam	NV2t004278001.1, NV2t004278002.1, NV2t004278003.1	pdam_00013425-RA
OG0002926	Hsap	NV2t018507001.1	ANM8_HUMAN, ANM1_HUMAN
OG0002926	Mmus	NV2t018507001.1	ANM8_MOUSE, ANM1_MOUSE
OG0002926	Pdam	NV2t018507001.1	pdam_00012074-RA
OG0002927	Hsap	NV2t022943003.1, NV2t022943001.1, NV2t022943002.1	ANO8_HUMAN
OG0002927	Mmus	NV2t022943003.1, NV2t022943001.1, NV2t022943002.1	ANO8_MOUSE
OG0002927	Pdam	NV2t022943003.1, NV2t022943001.1, NV2t022943002.1	pdam_00004392-RA
OG0002928	Hsap	NV2t016995001.1	ANR39_HUMAN, ANR31_HUMAN
OG0002928	Mmus	NV2t016995001.1	ANR39_MOUSE, ANR31_MOUSE
OG0002928	Pdam	NV2t016995001.1	pdam_00008131-RA
OG0002929	Hsap	NV2t002758002.1, NV2t002758001.1, NV2t002758003.1, NV2t002758004.1	ANR46_HUMAN
OG0002929	Mmus	NV2t002758002.1, NV2t002758001.1, NV2t002758003.1, NV2t002758004.1	ANR46_MOUSE
OG0002930	Hsap	NV2t024948001.1, NV2t004828001.1, NV2t004828002.1	ANR60_HUMAN
OG0002930	Pdam	NV2t024948001.1	pdam_00022460-RA
OG0002930	Pdam	NV2t004828001.1, NV2t004828002.1	pdam_00002445-RA
OG0002931	Hsap	NV2t021568001.1, NV2t016111001.1, NV2t016111002.1	ANR66_HUMAN
OG0002931	Pdam	NV2t021568001.1	pdam_00006610-RA
OG0002931	Pdam	NV2t016111001.1, NV2t016111002.1	pdam_00008392-RA
OG0002932	Hsap	NV2t018194001.1	ANS1B_HUMAN, ANS1A_HUMAN
OG0002932	Mmus	NV2t018194001.1	ANS1B_MOUSE, ANS1A_MOUSE
OG0002932	Pdam	NV2t018194001.1	pdam_00004489-RA
OG0002933	Hsap	NV2t006856001.1	USH1G_HUMAN, ANS4B_HUMAN
OG0002933	Mmus	NV2t006856001.1	USH1G_MOUSE, ANS4B_MOUSE
OG0002933	Pdam	NV2t006856001.1	pdam_00004237-RA
OG0002934	Hsap	NV2t004966001.1	AP1G2_HUMAN, AP1G1_HUMAN
OG0002934	Mmus	NV2t004966001.1	AP1G2_MOUSE, AP1G1_MOUSE
OG0002934	Pdam	NV2t004966001.1	pdam_00004802-RA
OG0002935	Hsap	NV2t000408001.1	AP1M2_HUMAN, AP1M1_HUMAN
OG0002935	Mmus	NV2t000408001.1	AP1M2_MOUSE, AP1M1_MOUSE
OG0002935	Pdam	NV2t000408001.1	pdam_00013177-RA
OG0002936	Hsap	NV2t022855001.1	AP3B2_HUMAN, AP3B1_HUMAN
OG0002936	Mmus	NV2t022855001.1	AP3B2_MOUSE, AP3B1_MOUSE
OG0002936	Pdam	NV2t022855001.1	pdam_00014072-RA
OG0002937	Hsap	NV2t000195001.1, NV2t000195002.1, NV2t000195003.1	AP3D1_HUMAN
OG0002937	Mmus	NV2t000195001.1, NV2t000195002.1, NV2t000195003.1	AP3D1_MOUSE
OG0002937	Pdam	NV2t000195001.1, NV2t000195002.1, NV2t000195003.1	pdam_00021484-RA
OG0002938	Hsap	NV2t014979001.1	AP3S1_HUMAN, AP3S2_HUMAN
OG0002938	Mmus	NV2t014979001.1	AP3S1_MOUSE, AP3S2_MOUSE
OG0002938	Pdam	NV2t014979001.1	pdam_00014499-RA
OG0002939	Hsap	NV2t007787003.1, NV2t007787001.1, NV2t007787002.1	AP4AT_HUMAN
OG0002939	Mmus	NV2t007787003.1, NV2t007787001.1, NV2t007787002.1	AP4AT_MOUSE
OG0002939	Pdam	NV2t007787003.1, NV2t007787001.1, NV2t007787002.1	pdam_00019372-RA
OG0002940	Hsap	NV2t017849001.1	AP5B1_HUMAN
OG0002940	Mmus	NV2t017849001.1	AP5B1_MOUSE
OG0002940	Pdam	NV2t017849001.1	pdam_00019441-RA, pdam_00019442-RA, pdam_00019440-RA
OG0002941	Hsap	NV2t019532002.1, NV2t019532001.1, NV2t019532003.1	AP5M1_HUMAN
OG0002941	Mmus	NV2t019532002.1, NV2t019532001.1, NV2t019532003.1	AP5M1_MOUSE
OG0002941	Pdam	NV2t019532002.1, NV2t019532001.1, NV2t019532003.1	pdam_00018037-RA
OG0002942	Hsap	NV2t024021001.1	APBA2_HUMAN, APBA1_HUMAN
OG0002942	Mmus	NV2t024021001.1	APBA2_MOUSE, APBA1_MOUSE
OG0002942	Pdam	NV2t024021001.1	pdam_00000171-RA
OG0002943	Hsap	NV2t000914001.1, NV2t000914002.1	APOB_HUMAN
OG0002943	Mmus	NV2t000914001.1, NV2t000914002.1	APOB_MOUSE
OG0002943	Pdam	NV2t000914001.1, NV2t000914002.1	pdam_00007541-RA, pdam_00009293-RA
OG0002944	Hsap	NV2t001588003.1, NV2t001588001.1, NV2t001588002.1	AQR_HUMAN
OG0002944	Mmus	NV2t001588003.1, NV2t001588001.1, NV2t001588002.1	AQR_MOUSE
OG0002944	Pdam	NV2t001588003.1, NV2t001588001.1, NV2t001588002.1	pdam_00016680-RA
OG0002945	Hsap	NV2t016155001.1	ARBK1_HUMAN, ARBK2_HUMAN
OG0002945	Mmus	NV2t016155001.1	ARBK1_MOUSE, ARBK2_MOUSE
OG0002945	Pdam	NV2t016155001.1	pdam_00008088-RA
OG0002946	Hsap	NV2t006256001.1, NV2t006256003.1, NV2t006256004.1	ARCH_HUMAN
OG0002946	Mmus	NV2t006256001.1, NV2t006256003.1, NV2t006256004.1	ARCH_MOUSE
OG0002946	Pdam	NV2t006256001.1, NV2t006256003.1, NV2t006256004.1	pdam_00013627-RA
OG0002947	Hsap	NV2t015510001.1, NV2t015510002.1, NV2t015510003.1	ARFG1_HUMAN
OG0002947	Mmus	NV2t015510001.1, NV2t015510002.1, NV2t015510003.1	ARFG1_MOUSE
OG0002947	Pdam	NV2t015510001.1, NV2t015510002.1, NV2t015510003.1	pdam_00008949-RA
OG0002948	Hsap	NV2t020855001.1	ARGI2_HUMAN, ARGI1_HUMAN
OG0002948	Mmus	NV2t020855001.1	ARGI2_MOUSE, ARGI1_MOUSE
OG0002948	Pdam	NV2t020855001.1	pdam_00007804-RA
OG0002949	Hsap	NV2t023624001.1, NV2t023624002.1	ARL15_HUMAN
OG0002949	Mmus	NV2t023624001.1, NV2t023624002.1	ARL15_MOUSE
OG0002949	Pdam	NV2t023624001.1, NV2t023624002.1	pdam_00013952-RA, pdam_00017293-RA
OG0002950	Hsap	NV2t001216001.1	ARL8B_HUMAN, ARL8A_HUMAN
OG0002950	Mmus	NV2t001216001.1	ARL8B_MOUSE, ARL8A_MOUSE
OG0002950	Pdam	NV2t001216001.1	pdam_00018162-RA
OG0002951	Hsap	NV2t025446001.1	ARPC5_HUMAN, ARP5L_HUMAN
OG0002951	Mmus	NV2t025446001.1	ARPC5_MOUSE, ARP5L_MOUSE
OG0002951	Pdam	NV2t025446001.1	pdam_00010674-RA
OG0002952	Hsap	NV2t010393002.1, NV2t010393001.1, NV2t010393003.1	ARP6_HUMAN
OG0002952	Mmus	NV2t010393002.1, NV2t010393001.1, NV2t010393003.1	ARP6_MOUSE
OG0002952	Pdam	NV2t010393002.1, NV2t010393001.1, NV2t010393003.1	pdam_00002719-RA
OG0002953	Hsap	NV2t006429001.1	ASAP1_HUMAN, ASAP2_HUMAN
OG0002953	Mmus	NV2t006429001.1	ASAP1_MOUSE, ASAP2_MOUSE
OG0002953	Pdam	NV2t006429001.1	pdam_00002655-RA
OG0002954	Hsap	NV2t005139003.1, NV2t005139002.1, NV2t005139001.1	ASB7_HUMAN
OG0002954	Mmus	NV2t005139003.1, NV2t005139002.1, NV2t005139001.1	ASB7_MOUSE
OG0002954	Pdam	NV2t005139003.1, NV2t005139002.1, NV2t005139001.1	pdam_00000021-RA
OG0002955	Hsap	NV2t001029001.1	ASF1A_HUMAN, ASF1B_HUMAN
OG0002955	Mmus	NV2t001029001.1	ASF1A_MOUSE, ASF1B_MOUSE
OG0002955	Pdam	NV2t001029001.1	pdam_00013145-RA
OG0002956	Hsap	NV2t002245001.1, NV2t002248001.1, NV2t002248002.1	ASND1_HUMAN
OG0002956	Mmus	NV2t002245001.1, NV2t002248001.1, NV2t002248002.1	ASND1_MOUSE
OG0002956	Pdam	NV2t002245001.1, NV2t002248001.1, NV2t002248002.1	pdam_00018539-RA
OG0002957	Hsap	NV2t015697001.1	ASPH1_HUMAN, ASPH2_HUMAN
OG0002957	Mmus	NV2t015697001.1	ASPH1_MOUSE, ASPH2_MOUSE
OG0002957	Pdam	NV2t015697001.1	pdam_00000327-RA
OG0002958	Hsap	NV2t016005001.1	ASXL2_HUMAN, ASXL1_HUMAN
OG0002958	Mmus	NV2t016005001.1	ASXL2_MOUSE, ASXL1_MOUSE
OG0002958	Pdam	NV2t016005001.1	pdam_00000358-RA
OG0002959	Mmus	NV2t015980001.1, NV2t015980002.1	ATAD2_MOUSE
OG0002959	Hsap	NV2t015980001.1, NV2t015980002.1	ATD2B_HUMAN, ATAD2_HUMAN
OG0002959	Pdam	NV2t015980001.1, NV2t015980002.1	pdam_00010256-RA
OG0002960	Hsap	NV2t008674001.1, NV2t008674002.1, NV2t008674003.1	ATE1_HUMAN
OG0002960	Mmus	NV2t008674001.1, NV2t008674002.1, NV2t008674003.1	ATE1_MOUSE
OG0002960	Pdam	NV2t008674001.1, NV2t008674002.1, NV2t008674003.1	pdam_00011466-RA
OG0002961	Hsap	NV2t011500001.1	ATF7_HUMAN, ATF2_HUMAN
OG0002961	Mmus	NV2t011500001.1	ATF7_MOUSE, ATF2_MOUSE
OG0002961	Pdam	NV2t011500001.1	pdam_00001511-RA
OG0002962	Hsap	NV2t007614001.1	ATF5_HUMAN, ATF4_HUMAN
OG0002962	Mmus	NV2t007614001.1	ATF5_MOUSE, ATF4_MOUSE
OG0002962	Pdam	NV2t007614001.1	pdam_00004529-RA
OG0002963	Hsap	NV2t024395001.1	ATF6B_HUMAN, ATF6A_HUMAN
OG0002963	Mmus	NV2t024395001.1	ATF6B_MOUSE, ATF6A_MOUSE
OG0002963	Pdam	NV2t024395001.1	pdam_00016189-RA
OG0002964	Hsap	NV2t022999001.1	THSD4_HUMAN, ATL4_HUMAN
OG0002964	Mmus	NV2t022999001.1	THSD4_MOUSE, ATL4_MOUSE
OG0002964	Pdam	NV2t022999001.1	pdam_00008316-RA
OG0002965	Hsap	NV2t002902001.1	ATP7B_HUMAN, ATP7A_HUMAN
OG0002965	Mmus	NV2t002902001.1	ATP7B_MOUSE, ATP7A_MOUSE
OG0002965	Pdam	NV2t002902001.1	pdam_00001681-RA
OG0002966	Hsap	NV2t004431001.1	ATP9A_HUMAN, ATP9B_HUMAN
OG0002966	Mmus	NV2t004431001.1	ATP9A_MOUSE, ATP9B_MOUSE
OG0002966	Pdam	NV2t004431001.1	pdam_00011845-RA
OG0002967	Hsap	NV2t014456003.1, NV2t014456002.1, NV2t014456001.1	ATRAP_HUMAN
OG0002967	Mmus	NV2t014456003.1, NV2t014456002.1, NV2t014456001.1	ATRAP_MOUSE
OG0002967	Pdam	NV2t014456003.1, NV2t014456002.1, NV2t014456001.1	pdam_00013494-RA
OG0002968	Hsap	NV2t015822001.1	ATX2L_HUMAN, ATX2_HUMAN
OG0002968	Mmus	NV2t015822001.1	ATX2L_MOUSE, ATX2_MOUSE
OG0002968	Pdam	NV2t015822001.1	pdam_00013927-RA
OG0002969	Hsap	NV2t001747001.1	ECHD2_HUMAN, AUHM_HUMAN
OG0002969	Mmus	NV2t001747001.1	ECHD2_MOUSE, AUHM_MOUSE
OG0002969	Pdam	NV2t001747001.1	pdam_00019847-RA
OG0002970	Hsap	NV2t003597001.1	VILI_HUMAN, AVIL_HUMAN
OG0002970	Mmus	NV2t003597001.1	VILI_MOUSE, AVIL_MOUSE
OG0002970	Pdam	NV2t003597001.1	pdam_00001693-RA
OG0002971	Hsap	NV2t007991001.1	AXIN2_HUMAN, AXIN1_HUMAN
OG0002971	Mmus	NV2t007991001.1	AXIN2_MOUSE, AXIN1_MOUSE
OG0002971	Pdam	NV2t007991001.1	pdam_00019053-RA
OG0002972	Hsap	NV2t022331001.1	BACE2_HUMAN, BACE1_HUMAN
OG0002972	Mmus	NV2t022331001.1	BACE2_MOUSE, BACE1_MOUSE
OG0002972	Pdam	NV2t022331001.1	pdam_00020031-RA
OG0002973	Hsap	NV2t006978001.1	BAHC1_HUMAN, TNC18_HUMAN
OG0002973	Mmus	NV2t006978001.1	BAHC1_MOUSE, TNC18_MOUSE
OG0002973	Pdam	NV2t006978001.1	pdam_00010830-RA
OG0002974	Hsap	NV2t000468001.1	BAP29_HUMAN, BAP31_HUMAN
OG0002974	Mmus	NV2t000468001.1	BAP29_MOUSE, BAP31_MOUSE
OG0002974	Pdam	NV2t000468001.1	pdam_00001420-RA
OG0002975	Hsap	NV2t004268001.1, NV2t004274001.1	BAT1_HUMAN
OG0002975	Mmus	NV2t004268001.1, NV2t004274001.1	BAT1_MOUSE
OG0002975	Pdam	NV2t004268001.1	pdam_00013418-RA
OG0002975	Pdam	NV2t004274001.1	pdam_00013419-RA
OG0002976	Hsap	NV2t016697002.1, NV2t016697001.1, NV2t016697003.1	BCKD_HUMAN
OG0002976	Mmus	NV2t016697002.1, NV2t016697001.1, NV2t016697003.1	BCKD_MOUSE
OG0002976	Pdam	NV2t016697002.1, NV2t016697001.1, NV2t016697003.1	pdam_00000409-RA
OG0002977	Hsap	NV2t011451001.1	BECN1_HUMAN, BECN2_HUMAN
OG0002977	Mmus	NV2t011451001.1	BECN1_MOUSE, BECN2_MOUSE
OG0002977	Pdam	NV2t011451001.1	pdam_00016431-RA
OG0002978	Hsap	NV2t001217001.1	BICD1_HUMAN, BICD2_HUMAN
OG0002978	Mmus	NV2t001217001.1	BICD1_MOUSE, BICD2_MOUSE
OG0002978	Pdam	NV2t001217001.1	pdam_00018163-RA
OG0002979	Hsap	NV2t016249001.1, NV2t016254001.1	BIG2_HUMAN, BIG1_HUMAN
OG0002979	Mmus	NV2t016249001.1, NV2t016254001.1	BIG2_MOUSE, BIG1_MOUSE
OG0002980	Hsap	NV2t018659001.1	BMAL1_HUMAN, BMAL2_HUMAN
OG0002980	Mmus	NV2t018659001.1	BMAL1_MOUSE, BMAL2_MOUSE
OG0002980	Pdam	NV2t018659001.1	pdam_00014959-RA
OG0002981	Hsap	NV2t017498001.1	BNI3L_HUMAN, BNIP3_HUMAN
OG0002981	Mmus	NV2t017498001.1	BNI3L_MOUSE, BNIP3_MOUSE
OG0002981	Pdam	NV2t017498001.1	pdam_00008559-RA
OG0002982	Hsap	NV2t025218001.1, NV2t024727001.1	BOK_HUMAN
OG0002982	Mmus	NV2t025218001.1, NV2t024727001.1	BOK_MOUSE
OG0002982	Pdam	NV2t025218001.1	pdam_00015975-RA
OG0002982	Pdam	NV2t024727001.1	pdam_00013740-RA
OG0002983	Hsap	NV2t023545001.1, NV2t023545002.1, NV2t023545003.1	BORC8_HUMAN
OG0002983	Mmus	NV2t023545001.1, NV2t023545002.1, NV2t023545003.1	BORC8_MOUSE
OG0002983	Pdam	NV2t023545001.1, NV2t023545002.1, NV2t023545003.1	pdam_00008335-RA
OG0002984	Hsap	NV2t004686001.1, NV2t004686002.1, NV2t004686003.1	BRD7_HUMAN
OG0002984	Mmus	NV2t004686001.1, NV2t004686002.1, NV2t004686003.1	BRD7_MOUSE
OG0002984	Pdam	NV2t004686001.1, NV2t004686002.1, NV2t004686003.1	pdam_00021489-RA
OG0002985	Hsap	NV2t003190001.1	BTG1_HUMAN, BTG2_HUMAN
OG0002985	Mmus	NV2t003190001.1	BTG1_MOUSE, BTG2_MOUSE
OG0002985	Pdam	NV2t003190001.1	pdam_00008715-RA
OG0002986	Mmus	NV2t004363001.1, NV2t004363002.1	C102A_MOUSE
OG0002986	Hsap	NV2t004363001.1, NV2t004363002.1	C102B_HUMAN, C102A_HUMAN
OG0002986	Pdam	NV2t004363001.1, NV2t004363002.1	pdam_00003667-RA
OG0002987	Hsap	NV2t024394002.1, NV2t024394001.1, NV2t024394003.1	C10_HUMAN
OG0002987	Mmus	NV2t024394002.1, NV2t024394001.1, NV2t024394003.1	C10_MOUSE
OG0002987	Pdam	NV2t024394002.1, NV2t024394001.1, NV2t024394003.1	pdam_00019083-RA
OG0002988	Hsap	NV2t012086001.1	C1TM_HUMAN, C1TC_HUMAN
OG0002988	Mmus	NV2t012086001.1	C1TM_MOUSE, C1TC_MOUSE
OG0002988	Pdam	NV2t012086001.1	pdam_00008636-RA
OG0002989	Hsap	NV2t015947001.1	C2AIL_HUMAN, NKRF_HUMAN
OG0002989	Mmus	NV2t015947001.1	C2AIL_MOUSE, NKRF_MOUSE
OG0002989	Pdam	NV2t015947001.1	pdam_00016703-RA
OG0002991	Hsap	NV2t016969001.1	C2D1B_HUMAN, C2D1A_HUMAN
OG0002991	Mmus	NV2t016969001.1	C2D1B_MOUSE, C2D1A_MOUSE
OG0002991	Pdam	NV2t016969001.1	pdam_00014721-RA
OG0002992	Hsap	NV2t001275001.1	C56D1_HUMAN, C56D2_HUMAN
OG0002992	Mmus	NV2t001275001.1	C56D1_MOUSE, C56D2_MOUSE
OG0002992	Pdam	NV2t001275001.1	pdam_00025527-RA
OG0002993	Hsap	NV2t021676001.1	CB39L_HUMAN, CAB39_HUMAN
OG0002993	Mmus	NV2t021676001.1	CB39L_MOUSE, CAB39_MOUSE
