Orthogroup	Hsap	Gfas
OG0007614	SRP72_HUMAN	gfas1.m1.18176.m1
OG0007615	CC74A_HUMAN, CC74B_HUMAN	gfas1.m1.3608.m1
OG0007616	PCF11_HUMAN	gfas1.m1.4185.m1
OG0007617	QOR_HUMAN	gfas1.m1.3855.m1
OG0007618	SELH_HUMAN	gfas1.m1.1850.m1
OG0007619	LRC58_HUMAN	gfas1.m1.13609.m1
OG0007620	STK36_HUMAN	gfas1.m1.14770.m1
OG0007622	ZUP1_HUMAN	gfas1.m1.19268.m1
OG0007623	HDC_HUMAN	gfas1.m1.19002.m1
OG0007624	OAT_HUMAN	gfas1.m1.8035.m1
OG0007625	S35A3_HUMAN	gfas1.m1.539.m1
OG0007626	BUD13_HUMAN	gfas1.m1.3009.m1
OG0007627	PAF1_HUMAN	gfas1.m1.9947.m1
OG0007628	ACSF3_HUMAN	gfas1.m1.1031.m1
OG0007629	ALPK1_HUMAN	gfas1.m1.5636.m1
OG0007630	LSG1_HUMAN	gfas1.m1.16078.m1
OG0007631	CC171_HUMAN	gfas1.m1.15937.m1
OG0007632	RT28_HUMAN	gfas1.m1.3689.m1
OG0007633	CTSRQ_HUMAN	gfas1.m1.2045.m1
OG0007634	ADCY9_HUMAN	gfas1.m1.13914.m1
OG0007635	CY561_HUMAN	gfas1.m1.23274.m1
OG0007636	ZFAN1_HUMAN	gfas1.m1.16453.m1
OG0007638	CNIH4_HUMAN	gfas1.m1.459.m1
OG0007639	TTLL5_HUMAN	gfas1.m1.6505.m1
OG0007640	NUD19_HUMAN	gfas1.m1.21052.m1
OG0007641	SPB1_HUMAN	gfas1.m1.17192.m1
OG0007642	H1BP3_HUMAN	gfas1.m1.15273.m1
OG0007643	PTN9_HUMAN	gfas1.m1.2788.m1
OG0007644	FKBPL_HUMAN	gfas1.m1.19976.m1
OG0007645	EDEM2_HUMAN	gfas1.m1.11194.m1
OG0007646	LTAP1_HUMAN	gfas1.m1.20548.m1
OG0007647	CDC16_HUMAN	gfas1.m1.15455.m1
OG0007648	OXA1L_HUMAN	gfas1.m1.313.m1
OG0007650	LTOR2_HUMAN	gfas1.m1.16217.m1
OG0007651	TM242_HUMAN	gfas1.m1.18800.m1
OG0007652	CANT1_HUMAN	gfas1.m1.5641.m1
OG0007653	RL7_HUMAN	gfas1.m1.10753.m1
OG0007654	PX11C_HUMAN	gfas1.m1.18200.m1
OG0007655	TIM21_HUMAN	gfas1.m1.19796.m1
OG0007656	DCTD_HUMAN	gfas1.m1.15130.m1
OG0007657	ANM9_HUMAN	gfas1.m1.7244.m1
OG0007658	RL9_HUMAN	gfas1.m1.7809.m1
OG0007659	FABD_HUMAN	gfas1.m1.1556.m1
OG0007660	S2543_HUMAN	gfas1.m1.2084.m1
OG0007661	CHMP7_HUMAN	gfas1.m1.18470.m1
OG0007662	FTM_HUMAN	gfas1.m1.16589.m1
OG0007663	PUM3_HUMAN	gfas1.m1.4616.m1
OG0007664	DJC28_HUMAN	gfas1.m1.13745.m1
OG0007665	TOPK_HUMAN	gfas1.m1.16755.m1
OG0007666	IQCB1_HUMAN	gfas1.m1.11244.m1
OG0007667	SMCE1_HUMAN	gfas1.m1.14801.m1
OG0007668	QKI_HUMAN	gfas1.m1.20783.m1
OG0007669	SPCS_HUMAN	gfas1.m1.2491.m1
OG0007670	ACDSB_HUMAN	gfas1.m1.2492.m1
OG0007671	PDC10_HUMAN	gfas1.m1.14888.m1
OG0007672	STML2_HUMAN	gfas1.m1.8578.m1
OG0007673	NUP93_HUMAN	gfas1.m1.17211.m1
OG0007674	CENPQ_HUMAN	gfas1.m1.1982.m1
OG0007675	TM9S4_HUMAN	gfas1.m1.1081.m1
OG0007677	LSM7_HUMAN	gfas1.m1.15248.m1
OG0007678	RU17_HUMAN	gfas1.m1.3404.m1
OG0007679	TM9S2_HUMAN	gfas1.m1.8637.m1
OG0007680	ADAT3_HUMAN	gfas1.m1.5651.m1
OG0007681	PP1R7_HUMAN	gfas1.m1.5319.m1
OG0007682	PEPL1_HUMAN	gfas1.m1.18119.m1
OG0007684	TF2AA_HUMAN	gfas1.m1.15532.m1
OG0007685	MFHA1_HUMAN	gfas1.m1.13992.m1
OG0007686	TAF6L_HUMAN	gfas1.m1.14186.m1
OG0007687	NDOR1_HUMAN	gfas1.m1.5134.m1
OG0007688	DISC1_HUMAN	gfas1.m1.760.m1
OG0007689	LRC61_HUMAN	gfas1.m1.22517.m1
OG0007690	PGAM5_HUMAN	gfas1.m1.1084.m1
OG0007691	HAT1_HUMAN	gfas1.m1.8248.m1
OG0007693	CEP72_HUMAN	gfas1.m1.18208.m1
OG0007694	TRAIP_HUMAN	gfas1.m1.16074.m1
OG0007695	DGCR8_HUMAN	gfas1.m1.4688.m1
OG0007696	OSER1_HUMAN	gfas1.m1.6299.m1
OG0007697	INT12_HUMAN	gfas1.m1.10259.m1
OG0007698	EED_HUMAN	gfas1.m1.4028.m1
OG0007699	PLBL2_HUMAN	gfas1.m1.234.m1
OG0007700	OFUT2_HUMAN	gfas1.m1.15575.m1
OG0007701	SNPC3_HUMAN	gfas1.m1.19164.m1
OG0007702	CF118_HUMAN	gfas1.m1.13740.m1
OG0007703	GEMI2_HUMAN	gfas1.m1.13890.m1
OG0007704	RB27A_HUMAN	gfas1.m1.7595.m1
OG0007705	PEDS1_HUMAN	gfas1.m1.18794.m1
OG0007706	DIESL_HUMAN	gfas1.m1.2366.m1
OG0007708	TMED2_HUMAN	gfas1.m1.14761.m1
OG0007709	LRIQ1_HUMAN	gfas1.m1.14945.m1
OG0007710	THEM6_HUMAN	gfas1.m1.19674.m1
OG0007711	SPT2_HUMAN	gfas1.m1.15146.m1
OG0007712	NUP35_HUMAN	gfas1.m1.3435.m1
OG0007713	CDK9_HUMAN	gfas1.m1.2926.m1
OG0007714	ARL6_HUMAN	gfas1.m1.2583.m1
OG0007716	CY1_HUMAN	gfas1.m1.322.m1
OG0007717	DCTN6_HUMAN	gfas1.m1.6383.m1
OG0007718	RL28_HUMAN	gfas1.m1.15188.m1
OG0007719	NU153_HUMAN	gfas1.m1.5085.m1
OG0007720	PHOCN_HUMAN	gfas1.m1.5786.m1
OG0007721	UTP20_HUMAN	gfas1.m1.8649.m1
OG0007722	MICU3_HUMAN	gfas1.m1.1470.m1
OG0007723	TBC24_HUMAN	gfas1.m1.21762.m1
OG0007724	PPCE_HUMAN	gfas1.m1.20942.m1
OG0007725	NDC80_HUMAN	gfas1.m1.9553.m1
OG0007726	SP30L_HUMAN	gfas1.m1.1836.m1
OG0007727	PSME3_HUMAN	gfas1.m1.18108.m1
OG0007728	TECR_HUMAN	gfas1.m1.5588.m1
OG0007729	MED22_HUMAN	gfas1.m1.4339.m1
OG0007730	ALG8_HUMAN	gfas1.m1.23430.m1
OG0007731	MET23_HUMAN	gfas1.m1.10283.m1
OG0007732	TERB1_HUMAN	gfas1.m1.7938.m1
OG0007733	GLE1_HUMAN	gfas1.m1.4257.m1
OG0007734	NKX12_HUMAN	gfas1.m1.578.m1
OG0007735	AFG2B_HUMAN	gfas1.m1.1113.m1
OG0007736	HPS4_HUMAN	gfas1.m1.2341.m1
OG0007737	CNBD2_HUMAN	gfas1.m1.5012.m1
OG0007739	SYNRG_HUMAN	gfas1.m1.3460.m1
OG0007740	MANBA_HUMAN	gfas1.m1.23394.m1
OG0007741	DNPH1_HUMAN	gfas1.m1.1889.m1
OG0007742	MET18_HUMAN	gfas1.m1.7391.m1
OG0007743	TM129_HUMAN	gfas1.m1.16151.m1
OG0007744	HCDH_HUMAN	gfas1.m1.804.m1
OG0007745	DIK1C_HUMAN	gfas1.m1.15501.m1
OG0007746	CB076_HUMAN	gfas1.m1.23270.m1
OG0007747	MCE1_HUMAN	gfas1.m1.19158.m1
OG0007748	CC142_HUMAN	gfas1.m1.13211.m1
OG0007749	ETFR1_HUMAN	gfas1.m1.6004.m1
OG0007750	PDIP2_HUMAN	gfas1.m1.620.m1
OG0007751	CF184_HUMAN	gfas1.m1.5622.m1
OG0007752	DJC16_HUMAN	gfas1.m1.128.m1
OG0007753	DLP1_HUMAN	gfas1.m1.8555.m1
OG0007754	MAEA_HUMAN	gfas1.m1.5919.m1
OG0007755	FGOP2_HUMAN	gfas1.m1.10021.m1
OG0007756	VPS53_HUMAN	gfas1.m1.21316.m1
OG0007758	NCBP2_HUMAN	gfas1.m1.3504.m1
OG0007759	LIAS_HUMAN	gfas1.m1.15830.m1
OG0007760	CMI2B_HUMAN	gfas1.m1.1779.m1
OG0007761	RUSD4_HUMAN	gfas1.m1.7495.m1
OG0007762	SYSC_HUMAN	gfas1.m1.1422.m1
OG0007764	MAEL_HUMAN	gfas1.m1.11262.m1
OG0007765	ZCH10_HUMAN	gfas1.m1.7810.m1
OG0007766	RM15_HUMAN	gfas1.m1.2802.m1
OG0007767	UBC9_HUMAN	gfas1.m1.4773.m1
OG0007768	PLAP_HUMAN	gfas1.m1.3462.m1
OG0007769	COMD3_HUMAN	gfas1.m1.9001.m1
OG0007770	MD2L1_HUMAN	gfas1.m1.9397.m1
OG0007771	CLCN7_HUMAN	gfas1.m1.7322.m1
OG0007772	RINT1_HUMAN	gfas1.m1.16858.m1
OG0007773	TCRG1_HUMAN	gfas1.m1.13224.m1
OG0007774	TRM5_HUMAN	gfas1.m1.6860.m1
OG0007775	DNAI2_HUMAN	gfas1.m1.13411.m1
OG0007777	RNF41_HUMAN	gfas1.m1.927.m1
OG0007779	CE164_HUMAN	gfas1.m1.2593.m1
OG0007780	CEP76_HUMAN	gfas1.m1.14332.m1
OG0007782	LTMD1_HUMAN	gfas1.m1.4438.m1
OG0007783	WDR53_HUMAN	gfas1.m1.14531.m1
OG0007784	AJM1_HUMAN	gfas1.m1.18477.m1
OG0007786	SDHF3_HUMAN	gfas1.m1.7905.m1
OG0007787	RPA2_HUMAN	gfas1.m1.18266.m1
OG0007788	SE1L3_HUMAN	gfas1.m1.16099.m1
OG0007789	SLIRP_HUMAN	gfas1.m1.1586.m1
OG0007790	MET14_HUMAN	gfas1.m1.77.m1
OG0007791	WBP4_HUMAN	gfas1.m1.16072.m1
OG0007792	PCP_HUMAN	gfas1.m1.14788.m1
OG0007793	MTHFS_HUMAN	gfas1.m1.13951.m1
OG0007794	ANKAR_HUMAN	gfas1.m1.6377.m1
OG0007795	KIF24_HUMAN	gfas1.m1.14303.m1
OG0007796	TBATA_HUMAN	gfas1.m1.92.m1
OG0007797	IDS_HUMAN	gfas1.m1.2080.m1
OG0007798	RM03_HUMAN	gfas1.m1.10938.m1
OG0007799	RT63_HUMAN	gfas1.m1.6546.m1
OG0007800	WDR90_HUMAN	gfas1.m1.5076.m1
OG0007801	RNPC3_HUMAN	gfas1.m1.18105.m1
OG0007802	OVCA2_HUMAN	gfas1.m1.5881.m1
OG0007803	SPAG1_HUMAN	gfas1.m1.3546.m1
OG0007804	OSTC_HUMAN	gfas1.m1.20862.m1
OG0007805	CE152_HUMAN	gfas1.m1.4895.m1
OG0007806	NSRP1_HUMAN	gfas1.m1.263.m1
OG0007807	MDHM_HUMAN	gfas1.m1.18320.m1
OG0007808	MIX23_HUMAN	gfas1.m1.4830.m1
OG0007809	DNAI3_HUMAN	gfas1.m1.11720.m1
OG0007810	PSA6_HUMAN	gfas1.m1.20583.m1
OG0007812	CSN4_HUMAN	gfas1.m1.9135.m1
OG0007813	DNJC3_HUMAN	gfas1.m1.15093.m1
OG0007815	AT131_HUMAN	gfas1.m1.20109.m1
OG0007816	TMM60_HUMAN	gfas1.m1.19285.m1
OG0007818	BET1_HUMAN	gfas1.m1.13573.m1
OG0007819	DRC4_HUMAN	gfas1.m1.15121.m1
OG0007820	UBP53_HUMAN	gfas1.m1.5367.m1
OG0007821	TRM13_HUMAN	gfas1.m1.8315.m1
OG0007822	COPB_HUMAN	gfas1.m1.4754.m1
OG0007823	CCD25_HUMAN	gfas1.m1.206.m1
OG0007825	BCS1_HUMAN	gfas1.m1.2380.m1
OG0007826	DUSTY_HUMAN	gfas1.m1.9676.m1
OG0007827	MYO6_HUMAN	gfas1.m1.16928.m1
OG0007828	RS11_HUMAN	gfas1.m1.2750.m1
OG0007829	DDX55_HUMAN	gfas1.m1.23319.m1
OG0007830	LSM3_HUMAN	gfas1.m1.9237.m1
OG0007832	PIGV_HUMAN	gfas1.m1.4146.m1
OG0007833	SMC4_HUMAN	gfas1.m1.18302.m1
OG0007834	SRSF9_HUMAN	gfas1.m1.17314.m1
OG0007835	SH2B2_HUMAN	gfas1.m1.17817.m1
OG0007836	EPN2_HUMAN	gfas1.m1.20133.m1
OG0007837	SMD2_HUMAN	gfas1.m1.18404.m1
OG0007838	SPG17_HUMAN	gfas1.m1.22461.m1
OG0007839	NAT9_HUMAN	gfas1.m1.21612.m1
OG0007840	WDR59_HUMAN	gfas1.m1.14406.m1
OG0007841	CCD91_HUMAN	gfas1.m1.9064.m1
OG0007842	RL18_HUMAN	gfas1.m1.5637.m1
OG0007843	CHRD_HUMAN	gfas1.m1.2254.m1
OG0007844	RIOK1_HUMAN	gfas1.m1.5980.m1
OG0007845	SNX17_HUMAN	gfas1.m1.644.m1
OG0007846	OARD1_HUMAN	gfas1.m1.2629.m1
OG0007847	MED4_HUMAN	gfas1.m1.13704.m1
OG0007848	XPA_HUMAN	gfas1.m1.20545.m1
OG0007849	RM18_HUMAN	gfas1.m1.14771.m1
OG0007850	PSD11_HUMAN	gfas1.m1.15631.m1
OG0007851	SNX27_HUMAN	gfas1.m1.9395.m1
OG0007852	TTI1_HUMAN	gfas1.m1.2630.m1
OG0007853	NOP2_HUMAN	gfas1.m1.16077.m1
OG0007854	SCYL2_HUMAN	gfas1.m1.14952.m1
OG0007855	ACOX3_HUMAN	gfas1.m1.4703.m1
OG0007856	CNTRB_HUMAN	gfas1.m1.13714.m1
OG0007857	ALG6_HUMAN	gfas1.m1.4626.m1
OG0007858	NDUS4_HUMAN	gfas1.m1.18895.m1
OG0007859	KIF19_HUMAN	gfas1.m1.17151.m1
OG0007860	B3GA3_HUMAN	gfas1.m1.2398.m1
OG0007861	GLRX3_HUMAN	gfas1.m1.1171.m1
OG0007862	T2EB_HUMAN	gfas1.m1.21531.m1
OG0007863	RS15A_HUMAN	gfas1.m1.18965.m1
OG0007864	AR6P4_HUMAN	gfas1.m1.19658.m1
OG0007865	RAE1L_HUMAN	gfas1.m1.684.m1
OG0007866	DNLZ_HUMAN	gfas1.m1.8850.m1
OG0007867	SARAF_HUMAN	gfas1.m1.3831.m1
OG0007868	VATF_HUMAN	gfas1.m1.10635.m1
OG0007869	NDUS1_HUMAN	gfas1.m1.6685.m1
OG0007870	BUB3_HUMAN	gfas1.m1.4330.m1
OG0007871	RNH2A_HUMAN	gfas1.m1.3444.m1
OG0007872	NBN_HUMAN	gfas1.m1.8901.m1
OG0007873	RT17_HUMAN	gfas1.m1.15740.m1
OG0007874	RBX1_HUMAN	gfas1.m1.23225.m1
OG0007875	EXOC7_HUMAN	gfas1.m1.23306.m1
OG0007876	COG1_HUMAN	gfas1.m1.17227.m1
OG0007877	PSD13_HUMAN	gfas1.m1.13687.m1
OG0007878	DDX41_HUMAN	gfas1.m1.20900.m1
OG0007879	COG7_HUMAN	gfas1.m1.16807.m1
OG0007880	OFD1_HUMAN	gfas1.m1.7018.m1
OG0007881	TOM22_HUMAN	gfas1.m1.1386.m1
OG0007882	TM168_HUMAN	gfas1.m1.3353.m1
OG0007884	PDCD6_HUMAN	gfas1.m1.2350.m1
OG0007885	EFHC1_HUMAN	gfas1.m1.16504.m1
OG0007886	LCMT1_HUMAN	gfas1.m1.15845.m1
OG0007887	YBEY_HUMAN	gfas1.m1.4280.m1
OG0007888	GDC_HUMAN	gfas1.m1.18006.m1
OG0007889	NRBF2_HUMAN	gfas1.m1.18666.m1
OG0007891	EDEM3_HUMAN	gfas1.m1.15432.m1
OG0007892	FACC1_HUMAN	gfas1.m1.14528.m1
OG0007893	MPDZ_HUMAN	gfas1.m1.16424.m1
OG0007894	TCPR1_HUMAN	gfas1.m1.22074.m1
OG0007895	LYCHS_HUMAN	gfas1.m1.20225.m1
OG0007896	COQ7_HUMAN	gfas1.m1.21020.m1
OG0007897	MED23_HUMAN	gfas1.m1.19028.m1
OG0007899	CWC15_HUMAN	gfas1.m1.16032.m1
OG0007900	EXOC1_HUMAN	gfas1.m1.16767.m1
OG0007901	SL9A8_HUMAN	gfas1.m1.2305.m1
OG0007902	KI67_HUMAN	gfas1.m1.19615.m1
OG0007904	AFG1L_HUMAN	gfas1.m1.2577.m1
OG0007905	UB2J2_HUMAN	gfas1.m1.6887.m1
OG0007906	PAAF1_HUMAN	gfas1.m1.21300.m1
OG0007907	ANR45_HUMAN	gfas1.m1.1527.m1
OG0007908	CRYL1_HUMAN	gfas1.m1.7069.m1
OG0007909	RM53_HUMAN	gfas1.m1.16505.m1
OG0007910	ARL2_HUMAN	gfas1.m1.1444.m1
OG0007911	ECHB_HUMAN	gfas1.m1.669.m1
OG0007912	CH074_HUMAN	gfas1.m1.21922.m1
OG0007914	EAPP_HUMAN	gfas1.m1.1455.m1
OG0007915	CCD13_HUMAN	gfas1.m1.3989.m1
OG0007916	CEP43_HUMAN	gfas1.m1.3214.m1
OG0007917	CARME_HUMAN	gfas1.m1.9958.m1
OG0007919	SLBP_HUMAN	gfas1.m1.17111.m1
OG0007920	PPR35_HUMAN	gfas1.m1.2312.m1
OG0007921	PMGT2_HUMAN	gfas1.m1.14428.m1
OG0007922	PSA3_HUMAN	gfas1.m1.19686.m1
OG0007923	PSMD5_HUMAN	gfas1.m1.23440.m1
OG0007924	DGKE_HUMAN	gfas1.m1.7390.m1
OG0007925	WASC3_HUMAN	gfas1.m1.14144.m1
OG0007926	APBP2_HUMAN	gfas1.m1.7501.m1
OG0007927	GALT_HUMAN	gfas1.m1.2695.m1
OG0007928	SIR2_HUMAN	gfas1.m1.13324.m1
OG0007929	PRS6B_HUMAN	gfas1.m1.16107.m1
OG0007930	TPR_HUMAN	gfas1.m1.2806.m1
OG0007931	RS8_HUMAN	gfas1.m1.6158.m1
OG0007932	CEP83_HUMAN	gfas1.m1.20885.m1
OG0007933	DRC7_HUMAN	gfas1.m1.11810.m1
OG0007934	TM127_HUMAN	gfas1.m1.8602.m1
OG0007936	FAK1_HUMAN	gfas1.m1.15784.m1
OG0007937	NOP10_HUMAN	gfas1.m1.2356.m1
OG0007938	PCGF3_HUMAN	gfas1.m1.17079.m1
OG0007939	HEM4_HUMAN	gfas1.m1.15640.m1
OG0007940	MEN1_HUMAN	gfas1.m1.2181.m1
OG0007941	SPAG8_HUMAN	gfas1.m1.15176.m1
OG0007942	FBXL8_HUMAN	gfas1.m1.23075.m1
OG0007943	NSUN4_HUMAN	gfas1.m1.16262.m1
OG0007944	ATAT_HUMAN	gfas1.m1.15191.m1
OG0007945	NU160_HUMAN	gfas1.m1.17799.m1
OG0007946	NDUF3_HUMAN	gfas1.m1.16665.m1
OG0007947	NDUF2_HUMAN	gfas1.m1.9492.m1
OG0007948	TTC38_HUMAN	gfas1.m1.7054.m1
OG0007949	KAT8_HUMAN	gfas1.m1.6739.m1
OG0007950	ERCC3_HUMAN	gfas1.m1.5347.m1
OG0007951	MD1L1_HUMAN	gfas1.m1.9122.m1
OG0007952	CFA77_HUMAN	gfas1.m1.15361.m1
OG0007953	UBIA1_HUMAN	gfas1.m1.19473.m1
OG0007955	ERGI3_HUMAN	gfas1.m1.11078.m1
OG0007956	NAA30_HUMAN	gfas1.m1.14424.m1
OG0007958	TM41A_HUMAN	gfas1.m1.5144.m1
OG0007959	TIP_HUMAN	gfas1.m1.13813.m1
OG0007960	TOLIP_HUMAN	gfas1.m1.5943.m1
OG0007961	B3GT6_HUMAN	gfas1.m1.3502.m1
OG0007962	EF1G_HUMAN	gfas1.m1.7433.m1
OG0007963	RT12_HUMAN	gfas1.m1.9263.m1
OG0007964	CSPP1_HUMAN	gfas1.m1.22503.m1
OG0007965	AGT2_HUMAN	gfas1.m1.17425.m1
OG0007966	NRDC_HUMAN	gfas1.m1.17142.m1
OG0007967	PEX6_HUMAN	gfas1.m1.5692.m1
OG0007968	RUBIC_HUMAN	gfas1.m1.20461.m1
OG0007969	FA81A_HUMAN	gfas1.m1.7624.m1
OG0007970	CHUR_HUMAN	gfas1.m1.7342.m1
OG0007971	NC2A_HUMAN	gfas1.m1.14628.m1
OG0007972	SPMA1_HUMAN	gfas1.m1.4275.m1
OG0007973	ORN_HUMAN	gfas1.m1.13610.m1
OG0007974	MIF_HUMAN	gfas1.m1.16906.m1
OG0007975	TRDMT_HUMAN	gfas1.m1.60.m1
OG0007976	ODFP2_HUMAN	gfas1.m1.3307.m1
OG0007977	TSC1_HUMAN	gfas1.m1.15542.m1
OG0007978	YIPF4_HUMAN	gfas1.m1.5153.m1
OG0007979	PLK4_HUMAN	gfas1.m1.20626.m1
OG0007980	HINT1_HUMAN	gfas1.m1.8254.m1
OG0007981	DECR_HUMAN	gfas1.m1.16389.m1
OG0007982	RNFT2_HUMAN	gfas1.m1.20489.m1
OG0007983	KNDC1_HUMAN	gfas1.m1.5472.m1
OG0007984	SC61G_HUMAN	gfas1.m1.13631.m1
OG0007985	GPAA1_HUMAN	gfas1.m1.325.m1
OG0007986	GEMI8_HUMAN	gfas1.m1.8683.m1
OG0007987	GMPPB_HUMAN	gfas1.m1.2562.m1
OG0007988	EXOS8_HUMAN	gfas1.m1.14791.m1
OG0007989	SP5_HUMAN	gfas1.m1.2013.m1
OG0007991	GHITM_HUMAN	gfas1.m1.18484.m1
OG0007992	ADCK1_HUMAN	gfas1.m1.13307.m1
OG0007993	PCCB_HUMAN	gfas1.m1.18540.m1
OG0007994	TTLL2_HUMAN	gfas1.m1.4837.m1
OG0007995	ARPC3_HUMAN	gfas1.m1.13550.m1
OG0007996	AIRIM_HUMAN	gfas1.m1.15320.m1
OG0007997	GUF1_HUMAN	gfas1.m1.23217.m1
OG0007998	CDKAL_HUMAN	gfas1.m1.7790.m1
OG0007999	ABH15_HUMAN	gfas1.m1.1063.m1
OG0008000	KLH12_HUMAN	gfas1.m1.20544.m1
OG0008001	INPP_HUMAN	gfas1.m1.983.m1
OG0008002	FBXW4_HUMAN	gfas1.m1.16152.m1
OG0008003	FBW12_HUMAN	gfas1.m1.3759.m1
OG0008004	PELP1_HUMAN	gfas1.m1.22765.m1
OG0008005	DAAF1_HUMAN	gfas1.m1.44.m1
OG0008006	MITOK_HUMAN	gfas1.m1.4433.m1
OG0008007	LDHD_HUMAN	gfas1.m1.6977.m1
OG0008008	RFESD_HUMAN	gfas1.m1.1986.m1
OG0008009	INO80_HUMAN	gfas1.m1.16399.m1
OG0008010	HDHD2_HUMAN	gfas1.m1.15883.m1
OG0008011	RABL6_HUMAN	gfas1.m1.5984.m1
OG0008012	DUS14_HUMAN	gfas1.m1.21142.m1
OG0008013	IR3IP_HUMAN	gfas1.m1.5737.m1
OG0008015	GPTC1_HUMAN	gfas1.m1.9174.m1
OG0008016	CORO7_HUMAN	gfas1.m1.13920.m1
OG0008017	DHX34_HUMAN	gfas1.m1.7400.m1
OG0008018	SND1_HUMAN	gfas1.m1.2243.m1
OG0008019	LIS1_HUMAN	gfas1.m1.14882.m1
OG0008020	PSF1_HUMAN	gfas1.m1.9725.m1
OG0008021	IFTAP_HUMAN	gfas1.m1.15058.m1
OG0008022	DDX28_HUMAN	gfas1.m1.5101.m1
OG0008024	SC22B_HUMAN	gfas1.m1.15428.m1
OG0008025	WDR12_HUMAN	gfas1.m1.4560.m1
OG0008026	NGDN_HUMAN	gfas1.m1.19704.m1
OG0008027	RIOK2_HUMAN	gfas1.m1.6333.m1
OG0008028	INF2_HUMAN	gfas1.m1.2081.m1
OG0008029	WDR24_HUMAN	gfas1.m1.989.m1
OG0008030	TBC13_HUMAN	gfas1.m1.20902.m1
OG0008031	B4GT7_HUMAN	gfas1.m1.4737.m1
OG0008032	UB2G1_HUMAN	gfas1.m1.13371.m1
OG0008033	OS9_HUMAN	gfas1.m1.7179.m1
OG0008035	RBBP5_HUMAN	gfas1.m1.896.m1
OG0008037	CNTD1_HUMAN	gfas1.m1.13537.m1
OG0008038	CHID1_HUMAN	gfas1.m1.5894.m1
OG0008039	RM24_HUMAN	gfas1.m1.18350.m1
OG0008040	PK1IP_HUMAN	gfas1.m1.5286.m1
OG0008041	TTL11_HUMAN	gfas1.m1.15545.m1
OG0008042	PWP1_HUMAN	gfas1.m1.16992.m1
OG0008043	AKTIP_HUMAN	gfas1.m1.18498.m1
OG0008044	PFD6_HUMAN	gfas1.m1.17960.m1
OG0008045	NAT10_HUMAN	gfas1.m1.15765.m1
OG0008046	PDCD2_HUMAN	gfas1.m1.14187.m1
OG0008047	ZSWM8_HUMAN	gfas1.m1.13597.m1
OG0008048	MON1A_HUMAN	gfas1.m1.17030.m1
OG0008049	CCNH_HUMAN	gfas1.m1.7596.m1
OG0008050	ERCC2_HUMAN	gfas1.m1.18606.m1
OG0008051	ARP10_HUMAN	gfas1.m1.10293.m1
OG0008052	SDHF1_HUMAN	gfas1.m1.13486.m1
OG0008053	MPP9_HUMAN	gfas1.m1.264.m1
OG0008054	RPP29_HUMAN	gfas1.m1.21161.m1
OG0008055	TMM64_HUMAN	gfas1.m1.9430.m1
OG0008056	OFUT1_HUMAN	gfas1.m1.16325.m1
OG0008057	CPIN1_HUMAN	gfas1.m1.18506.m1
OG0008058	FNTB_HUMAN	gfas1.m1.6287.m1
OG0008059	HPRT_HUMAN	gfas1.m1.874.m1
OG0008060	BUD23_HUMAN	gfas1.m1.17980.m1
OG0008061	FBXW8_HUMAN	gfas1.m1.13552.m1
OG0008062	PUR4_HUMAN	gfas1.m1.2063.m1
OG0008063	NUDC2_HUMAN	gfas1.m1.19581.m1
OG0008064	RPC5_HUMAN	gfas1.m1.6818.m1
OG0008065	LARP7_HUMAN	gfas1.m1.15987.m1
OG0008066	SNRK_HUMAN	gfas1.m1.16489.m1
OG0008067	SRPRA_HUMAN	gfas1.m1.3999.m1
OG0008068	STYX_HUMAN	gfas1.m1.17677.m1
OG0008069	TMF1_HUMAN	gfas1.m1.19341.m1
OG0008070	LIN9_HUMAN	gfas1.m1.15660.m1
OG0008071	IF6_HUMAN	gfas1.m1.2306.m1
OG0008072	ACMSD_HUMAN	gfas1.m1.9941.m1
OG0008073	MBTP2_HUMAN	gfas1.m1.14237.m1
OG0008074	ERMP1_HUMAN	gfas1.m1.17808.m1
OG0008075	GLOD5_HUMAN	gfas1.m1.18225.m1
OG0008077	TIM10_HUMAN	gfas1.m1.7097.m1
OG0008078	SRP68_HUMAN	gfas1.m1.18548.m1
OG0008079	TIM29_HUMAN	gfas1.m1.652.m1
OG0008080	NDUV2_HUMAN	gfas1.m1.18120.m1
OG0008081	DCC1_HUMAN	gfas1.m1.1914.m1
OG0008082	PTAR1_HUMAN	gfas1.m1.14300.m1
OG0008083	UBP34_HUMAN	gfas1.m1.8548.m1
OG0008084	DHDDS_HUMAN	gfas1.m1.13760.m1
OG0008085	GCP2_HUMAN	gfas1.m1.19129.m1
OG0008086	MTNB_HUMAN	gfas1.m1.17531.m1
OG0008087	NDUF4_HUMAN	gfas1.m1.14223.m1
OG0008088	RS5_HUMAN	gfas1.m1.10471.m1
OG0008089	MED29_HUMAN	gfas1.m1.16718.m1
OG0008090	PCID2_HUMAN	gfas1.m1.10265.m1
OG0008091	ZC3HF_HUMAN	gfas1.m1.947.m1
OG0008092	PPAC_HUMAN	gfas1.m1.6388.m1
OG0008093	PLCH2_HUMAN	gfas1.m1.19866.m1
OG0008094	SEH1_HUMAN	gfas1.m1.14934.m1
OG0008095	MESD_HUMAN	gfas1.m1.1938.m1
OG0008096	RCC1L_HUMAN	gfas1.m1.7460.m1
