Orthogroup	Hsap	Nvec
OG0002523	MORC1_HUMAN, MORC2_HUMAN	NV2t016106001.1
OG0002524	ERO1A_HUMAN, ERO1B_HUMAN	NV2t020410001.1, NV2t020410002.1
OG0002525	SCOT1_HUMAN, SCOT2_HUMAN	NV2t000614001.1
OG0002526	LIMK2_HUMAN, LIMK1_HUMAN	NV2t015570001.1, NV2t015570002.1
OG0002527	HIPL2_HUMAN, HIPL1_HUMAN	NV2t020472001.1, NV2t020472002.1
OG0002528	SE1L2_HUMAN, SE1L1_HUMAN	NV2t021024001.1, NV2t021024002.1
OG0002529	LRC69_HUMAN	NV2t005308001.1, NV2t005309001.1, NV2t005308002.1, NV2t005309002.1
OG0002530	UPP_HUMAN	NV2t008575003.1, NV2t008575004.1, NV2t008575001.1, NV2t008575002.1
OG0002531	NCOR1_HUMAN, CT191_HUMAN, NCOR2_HUMAN	NV2t016539001.1
OG0002532	PTSS1_HUMAN	NV2t006546004.1, NV2t006546001.1, NV2t006546002.1, NV2t006546003.1
OG0002533	MET17_HUMAN	NV2t004227002.1, NV2t004227004.1, NV2t004227001.1, NV2t004227003.1
OG0002534	HUS1B_HUMAN, HUS1_HUMAN	NV2t012253001.1, NV2t012253002.1
OG0002535	PTPC1_HUMAN	NV2t003639002.1, NV2t003639004.1, NV2t003639001.1, NV2t003639003.1
OG0002536	HERP1_HUMAN, HERP2_HUMAN	NV2t004356001.1, NV2t004356002.1
OG0002537	NEK11_HUMAN	NV2t003987003.1, NV2t003987001.1, NV2t003987004.1, NV2t003987002.1
OG0002538	DHRS2_HUMAN, DHRS4_HUMAN, DR4L2_HUMAN, DR4L1_HUMAN	NV2t005445001.1
OG0002539	LYLAP_HUMAN	NV2t001841001.1, NV2t002309001.1, NV2t002309002.1, NV2t002309003.1
OG0002540	DEND3_HUMAN	NV2t023560001.1, NV2t023560003.1, NV2t023560005.1, NV2t023560002.1
OG0002541	AT2C2_HUMAN, AT2C1_HUMAN	NV2t004813001.1, NV2t004813002.1
OG0002542	ECD_HUMAN	NV2t008136003.1, NV2t008136001.1, NV2t008136002.1, NV2t008136004.1
OG0002543	RU2A_HUMAN	NV2t000376001.1, NV2t000376003.1, NV2t000376002.1, NV2t000376004.1
OG0002544	AMZ2_HUMAN, AMZ1_HUMAN	NV2t000219001.1, NV2t018241001.1
OG0002545	ATPF2_HUMAN	NV2t007852004.1, NV2t007852003.1, NV2t007852002.1, NV2t007852001.1
OG0002546	ATX1L_HUMAN, ATX1_HUMAN	NV2t005373001.1, NV2t005373002.1
OG0002547	TESK1_HUMAN, TESK2_HUMAN	NV2t002249001.1, NV2t002249002.1
OG0002548	DCP1B_HUMAN	NV2t025942001.1, NV2t025942002.1, NV2t025941001.1, NV2t002119001.1
OG0002549	RGS6_HUMAN, RGS7_HUMAN	NV2t011094001.1, NV2t011094002.1
OG0002550	CETN2_HUMAN, CETN1_HUMAN	NV2t002703001.1
OG0002551	GULP1_HUMAN	NV2t012107001.1, NV2t012107003.1, NV2t012107002.1, NV2t012107004.1
OG0002552	NFYC_HUMAN	NV2t016043003.1, NV2t016040001.1, NV2t016043001.1, NV2t016043002.1
OG0002554	RING2_HUMAN, RING1_HUMAN	NV2t014855002.1, NV2t014855003.1
OG0002555	API5_HUMAN	NV2t017475001.1, NV2t017475004.1, NV2t017475002.1, NV2t017475003.1
OG0002556	STRP2_HUMAN, STRP1_HUMAN	NV2t000471001.1, NV2t000471002.1
OG0002557	TT21A_HUMAN, TT21B_HUMAN	NV2t012197001.1, NV2t012197004.1
OG0002559	NXF3_HUMAN, NXF2_HUMAN, NXF5_HUMAN, NXF1_HUMAN	NV2t019889001.1
OG0002560	DEN4B_HUMAN, MYCPP_HUMAN, DEN4C_HUMAN	NV2t023585001.1
OG0002561	NSD2_HUMAN, NSD3_HUMAN	NV2t018158001.1, NV2t018158002.1
OG0002562	DGLA_HUMAN	NV2t009775003.1, NV2t009775001.1, NV2t009775002.1, NV2t009775004.1
OG0002563	MSX2_HUMAN, MSX1_HUMAN	NV2t018729001.1
OG0002564	DHR11_HUMAN	NV2t003047001.1, NV2t003047004.1, NV2t003047003.1, NV2t003047005.1
OG0002566	ATOSB_HUMAN, ATOSA_HUMAN	NV2t014166001.1, NV2t014166002.1
OG0002567	DEFI8_HUMAN	NV2t004649003.1, NV2t004649006.1, NV2t004649004.1, NV2t004649005.1
OG0002568	RB6I2_HUMAN, ERC2_HUMAN	NV2t003615001.1, NV2t003615002.1
OG0002569	CDKL5_HUMAN	NV2t003136004.1, NV2t003136003.1, NV2t003136001.1, NV2t003136002.1
OG0002570	ARI4A_HUMAN, ARI4B_HUMAN	NV2t020741001.1, NV2t020741002.1
OG0002571	SUV92_HUMAN, SUV91_HUMAN	NV2t025940001.1, NV2t002118001.1
OG0002572	DHCR7_HUMAN	NV2t010217001.1, NV2t010217002.1, NV2t010217003.1, NV2t010217004.1
OG0002573	BCAT2_HUMAN, BCAT1_HUMAN	NV2t018991001.1, NV2t018991002.1
OG0002575	CC186_HUMAN	NV2t017652003.1, NV2t017652002.1, NV2t017652001.1, NV2t017652004.1
OG0002576	DDX6_HUMAN	NV2t022525002.1, NV2t022525001.1, NV2t022525004.1, NV2t022525003.1
OG0002577	GPR45_HUMAN, GPR63_HUMAN	NV2t009240001.1, NV2t009240002.1
OG0002578	MGRN1_HUMAN, RN157_HUMAN	NV2t007528001.1, NV2t007530001.1
OG0002579	NUP37_HUMAN	NV2t010444001.1, NV2t010448001.1, NV2t010448002.1, NV2t010448003.1
OG0002580	SIAH2_HUMAN, SIAH1_HUMAN	NV2t013223001.1
OG0002581	PRKDC_HUMAN	NV2t007799001.1, NV2t007798001.1, NV2t007798003.1, NV2t007798002.1
OG0002582	CEP70_HUMAN	NV2t011036001.1, NV2t011036003.1, NV2t011036002.1, NV2t011036004.1
OG0002583	UTP15_HUMAN	NV2t024219003.1, NV2t024219004.1, NV2t024219001.1, NV2t024219002.1
OG0002584	YIPF5_HUMAN, YIPF7_HUMAN	NV2t003171001.1, NV2t001921001.1
OG0002585	TDRD7_HUMAN	NV2t005946002.1, NV2t005946003.1, NV2t005946001.1, NV2t005946004.1
OG0002586	PWP3A_HUMAN, PWWP4_HUMAN, PWP3B_HUMAN	NV2t024084001.1
OG0002587	ENSA_HUMAN, ARP19_HUMAN	NV2t023777001.1, NV2t023777002.1
OG0002588	CC14A_HUMAN, CC14B_HUMAN, CC14C_HUMAN	NV2t000181001.1
OG0002590	NSMA_HUMAN	NV2t010548001.1, NV2t014404001.1, NV2t014404002.1, NV2t014404003.1
OG0002591	P4R3A_HUMAN, P4R3B_HUMAN	NV2t019750001.1, NV2t019750003.1
OG0002592	I23O2_HUMAN, I23O1_HUMAN	NV2t007898001.1, NV2t007898002.1
OG0002593	RN103_HUMAN	NV2t017867001.1, NV2t017867002.1, NV2t017867003.1, NV2t017867004.1
OG0002595	INT7_HUMAN	NV2t019297001.1, NV2t019388001.1, NV2t019388002.1, NV2t019388003.1
OG0002596	SYVM_HUMAN, SYVC_HUMAN	NV2t025616001.1, NV2t025616002.1
OG0002597	DPH2_HUMAN	NV2t014927001.1, NV2t014927002.1, NV2t014927003.1, NV2t014927004.1
OG0002598	RUFY4_HUMAN, FYCO1_HUMAN	NV2t012992001.1, NV2t012992002.1
OG0002600	ABCG1_HUMAN, ABCG4_HUMAN	NV2t022283001.1, NV2t022283002.1
OG0002601	CATA_HUMAN	NV2t009516004.1, NV2t009516001.1, NV2t009516003.1
OG0002602	CL050_HUMAN, ZC11A_HUMAN, ZC11B_HUMAN, ZC11C_HUMAN	NV2t019035001.1
OG0002603	RSBNL_HUMAN, RSBN1_HUMAN	NV2t002630001.1, NV2t002630002.1, NV2t002630003.1
OG0002604	TTLL4_HUMAN	NV2t012822003.1, NV2t012822002.1, NV2t012822001.1, NV2t012822004.1
OG0002605	ABRX2_HUMAN, ABRX1_HUMAN	NV2t018492001.1, NV2t018492002.1
OG0002606	ARI3C_HUMAN	NV2t023307002.1, NV2t023307003.1, NV2t023307001.1, NV2t023307004.1
OG0002607	RPN2_HUMAN	NV2t006368003.1, NV2t006368004.1, NV2t006368001.1, NV2t006368002.1
OG0002608	MRM2_HUMAN	NV2t019408002.1, NV2t019408001.1, NV2t019408003.1, NV2t019408004.1
OG0002609	N42L2_HUMAN, N4BP2_HUMAN, N42L1_HUMAN	NV2t003258001.1
OG0002610	MCM7_HUMAN	NV2t022694003.1, NV2t022694001.1, NV2t022694002.1, NV2t022694004.1
OG0002616	CIAO1_HUMAN	NV2t025430004.1, NV2t025430005.1, NV2t025430001.1, NV2t025430003.1, NV2t025430002.1
OG0002631	ITA3_HUMAN, ITA6_HUMAN, ITA7_HUMAN	NV2t011909001.1
OG0002634	TM102_HUMAN, M21D2_HUMAN	NV2t009647001.1, NV2t010350001.1, NV2t010350002.1
OG0002636	MIRO1_HUMAN, MIRO2_HUMAN	NV2t007702003.1, NV2t007702004.1, NV2t007702002.1
OG0002638	NACA2_HUMAN, NACA_HUMAN, NACP4_HUMAN, NACAM_HUMAN	NV2t011252001.1
OG0002640	RHOB_HUMAN, RHOC_HUMAN, RHOA_HUMAN	NV2t001709001.1
OG0002642	SFRP2_HUMAN, SFRP5_HUMAN, SFRP1_HUMAN	NV2t014654001.1
OG0002649	U2AFL_HUMAN, U2AFM_HUMAN	NV2t022276001.1, NV2t022276002.1, NV2t022276003.1
OG0002650	ZBTB3_HUMAN, ZBT18_HUMAN, ZBT42_HUMAN	NV2t008626001.1
OG0002677	NETR_HUMAN	NV2t017200001.1, NV2t017199001.1, NV2t024546001.1
OG0002678	XBP1_HUMAN	NV2t017242001.1
OG0002679	EDIL3_HUMAN, MFGM_HUMAN	NV2t001006001.1
OG0002680	BSPH1_HUMAN	NV2t024359001.1, NV2t024359002.1
OG0002681	DYH12_HUMAN	NV2t003693001.1, NV2t003692001.1
OG0002682	DYH11_HUMAN, DYH9_HUMAN, DYH17_HUMAN	NV2t007016001.1
OG0002683	DYH3_HUMAN	NV2t003517001.1, NV2t007297001.1
OG0002684	CD63_HUMAN	NV2t012439001.1, NV2t012439002.1, NV2t012439003.1
OG0002687	WNT3_HUMAN, WNT3A_HUMAN	NV2t012463001.1
OG0002688	DYRK2_HUMAN, DYRK3_HUMAN	NV2t002265001.1
OG0002689	ACTZ_HUMAN, ACTY_HUMAN	NV2t018814001.1
OG0002692	ATS12_HUMAN, ATS7_HUMAN	NV2t024253001.1
OG0002693	AT8A1_HUMAN, AT8A2_HUMAN	NV2t002753003.1
OG0002694	FOXL1_HUMAN	NV2t007345001.1, NV2t030003001.1
OG0002695	FOXC1_HUMAN, FOXC2_HUMAN	NV2t030002001.1
OG0002696	TBX2_HUMAN, TBX3_HUMAN	NV2t016221002.1
OG0002697	TBX5_HUMAN, TBX4_HUMAN	NV2t016222001.1, NV2t016222002.1
OG0002698	CCND1_HUMAN, CCND2_HUMAN	NV2t010401001.1
OG0002699	CCNB3_HUMAN	NV2t022531001.1, NV2t022531003.1, NV2t022531002.1
OG0002700	GALT2_HUMAN	NV2t020739001.1, NV2t020739002.1
OG0002701	GLT11_HUMAN, GLTL5_HUMAN	NV2t011084001.1
OG0002702	SOX21_HUMAN, SOX14_HUMAN	NV2t021749001.1
OG0002703	SPIT3_HUMAN, TFPI1_HUMAN	NV2t016216001.1
OG0002704	HSP7C_HUMAN	NV2t012640001.1, NV2t012885001.1
OG0002705	DRGX_HUMAN	NV2t008029001.1, NV2t008029002.1
OG0002706	FLI1_HUMAN, ERG_HUMAN	NV2t022508001.1
OG0002707	DMTA2_HUMAN, DMRTA_HUMAN	NV2t001086001.1
OG0002709	MYO1E_HUMAN, MYO1F_HUMAN	NV2t022890001.1
OG0002710	MYO1C_HUMAN, MYO1H_HUMAN	NV2t016975001.1
OG0002711	IMA4_HUMAN, IMA3_HUMAN	NV2t021174001.1
OG0002712	NANG2_HUMAN, NANOG_HUMAN, NANP8_HUMAN	NV2t011804001.1
OG0002713	1433E_HUMAN	NV2t017004001.1
OG0002714	MS3L1_HUMAN, MS3L2_HUMAN	NV2t003587001.1
OG0002715	ERAP2_HUMAN, ERAP1_HUMAN	NV2t015546001.1
OG0002716	ANO4_HUMAN, ANO3_HUMAN	NV2t009919001.1
OG0002717	NCKX2_HUMAN, NCKX1_HUMAN	NV2t023861001.1
OG0002718	PRDM7_HUMAN, PRDM9_HUMAN	NV2t025726001.1
OG0002719	MPP2_HUMAN, PALS2_HUMAN	NV2t012652001.1
OG0002720	CF337_HUMAN	NV2t000066004.1, NV2t000066001.1, NV2t000066002.1, NV2t000066003.1
OG0002721	KLHL3_HUMAN, KLHL2_HUMAN	NV2t014608001.1
OG0002722	KIF3C_HUMAN, KIF3B_HUMAN	NV2t013511001.1
OG0002723	PSKH2_HUMAN, KPSH1_HUMAN	NV2t004804001.1, NV2t004804002.1
OG0002724	KCRM_HUMAN, KCRB_HUMAN	NV2t001961001.1
OG0002725	ARF5_HUMAN, ARF4_HUMAN	NV2t000792002.1
OG0002726	ARF1_HUMAN, ARF3_HUMAN	NV2t011925001.1
OG0002727	VAMP4_HUMAN, VAMP5_HUMAN	NV2t003729001.1
OG0002728	CPMD8_HUMAN, CD109_HUMAN	NV2t023810001.1
OG0002729	TES_HUMAN	NV2t003467001.1, NV2t003467002.1, NV2t003469001.1
OG0002730	DOCK3_HUMAN, DOCK4_HUMAN	NV2t002631001.1
OG0002731	PPR3C_HUMAN, PPR3B_HUMAN	NV2t019163001.1
OG0002732	CR3L3_HUMAN, CR3L4_HUMAN	NV2t023891001.1
OG0002733	STK10_HUMAN, SLK_HUMAN	NV2t018951001.1
OG0002734	PP2AB_HUMAN, PP2AA_HUMAN	NV2t009563001.1
OG0002735	CDK3_HUMAN, CDK2_HUMAN	NV2t013008001.1
OG0002736	EGFL8_HUMAN, EGFL7_HUMAN	NV2t025171001.1, NV2t025171002.1
OG0002737	RAB31_HUMAN, RB22A_HUMAN	NV2t004479001.1
OG0002738	VW5B2_HUMAN, VW5B1_HUMAN	NV2t015230001.1
OG0002739	ING4_HUMAN, ING5_HUMAN	NV2t015242001.1
OG0002740	HCLS1_HUMAN, SRC8_HUMAN	NV2t009977002.1
OG0002741	BMAL1_HUMAN, BMAL2_HUMAN	NV2t018659001.1
OG0002742	OSBP1_HUMAN, OSBP2_HUMAN	NV2t015612001.1
OG0002743	KCY_HUMAN	NV2t001818001.1, NV2t001818002.1
OG0002744	HOIL1_HUMAN, SHRPN_HUMAN	NV2t004723001.1
OG0002745	GOR_HUMAN, REXO1_HUMAN	NV2t001869001.1, NV2t001869002.1
OG0002746	KCNKD_HUMAN, KCNKC_HUMAN	NV2t021014001.1, NV2t018425001.1
OG0002747	L2GL1_HUMAN, L2GL2_HUMAN	NV2t009238003.1
OG0002748	SET1B_HUMAN, SET1A_HUMAN	NV2t016085001.1
OG0002749	SIX2_HUMAN, SIX1_HUMAN	NV2t011090001.1
OG0002750	SIX3_HUMAN, SIX6_HUMAN	NV2t012726001.1
OG0002751	PRORY_HUMAN	NV2t008220001.1, NV2t004038001.1, NV2t022534001.1, NV2t000285001.1, NV2t016509001.1
OG0002752	LORF2_HUMAN	NV2t025369001.1, NV2t022146001.1, NV2t024441001.1
OG0002753	SCRT1_HUMAN, SCRT2_HUMAN	NV2t004494001.1
OG0002754	SNAI1_HUMAN	NV2t015216001.1, NV2t000472001.1, NV2t011657001.1
OG0002755	ASB1_HUMAN, ASB12_HUMAN	NV2t021568001.1
OG0002756	STT3B_HUMAN	NV2t011795001.1, NV2t011795002.1, NV2t011795003.1
OG0002757	SIK2_HUMAN, SIK1_HUMAN	NV2t021168001.1
OG0002758	RAB38_HUMAN, RAB32_HUMAN	NV2t006095001.1
OG0002759	COPT2_HUMAN	NV2t025442001.1, NV2t025442002.1, NV2t025063001.1
OG0002760	SFXN3_HUMAN, SFXN1_HUMAN	NV2t018793001.1
OG0002761	RT30_HUMAN	NV2t023919001.1, NV2t023919002.1, NV2t023915001.1
OG0002762	CHP2_HUMAN, CHP1_HUMAN	NV2t021132001.1
OG0002763	SC24C_HUMAN, SC24D_HUMAN	NV2t003175001.1, NV2t003175002.1
OG0002764	NAT16_HUMAN	NV2t011616001.1, NV2t010806001.1
OG0002765	PIWL4_HUMAN, PIWL1_HUMAN	NV2t016321001.1
OG0002766	GBRL1_HUMAN, GBRAP_HUMAN	NV2t013455001.1
OG0002767	XRRA1_HUMAN	NV2t021186001.1
OG0002768	DCR1B_HUMAN	NV2t004870001.1, NV2t004870002.1, NV2t004870003.1
OG0002769	CCNG1_HUMAN, CCNG2_HUMAN	NV2t003242001.1
OG0002770	CDKL1_HUMAN, CDKL4_HUMAN	NV2t012148001.1
OG0002771	IMP2L_HUMAN	NV2t001523001.1, NV2t001543001.1, NV2t001543002.1, NV2t001543003.1
OG0002772	IDH3G_HUMAN	NV2t002742001.1, NV2t002742002.1
OG0002773	SYN1_HUMAN, SYN2_HUMAN	NV2t002778001.1
OG0002774	CKS1_HUMAN	NV2t024072001.1, NV2t024072002.1, NV2t023726001.1
OG0002775	WDR87_HUMAN	NV2t009712001.1, NV2t009712002.1
OG0002776	S2548_HUMAN, S2545_HUMAN	NV2t019526001.1
OG0002777	HDAC1_HUMAN, HDAC2_HUMAN	NV2t016294001.1
OG0002778	ZN219_HUMAN, ZBT8A_HUMAN	NV2t008939001.1, NV2t013923001.1
OG0002779	SLX4_HUMAN	NV2t002987002.1, NV2t002987003.1, NV2t002987001.1
OG0002780	CABL2_HUMAN, CABL1_HUMAN	NV2t015985001.1
OG0002782	RCBT2_HUMAN, RCBT1_HUMAN	NV2t021270001.1
OG0002783	EPDR1_HUMAN	NV2t019645001.1, NV2t019646001.1, NV2t019646002.1
OG0002784	TPST1_HUMAN, TPST2_HUMAN	NV2t025612001.1
OG0002785	RN3P1_HUMAN, RN3P2_HUMAN, RRN3_HUMAN	NV2t007035001.1
OG0002786	CG057_HUMAN	NV2t011561001.1, NV2t011561002.1, NV2t011562001.1
OG0002787	FANK1_HUMAN	NV2t018043001.1, NV2t014678001.1
OG0002788	BACE2_HUMAN, BACE1_HUMAN	NV2t022331001.1
OG0002789	USH1G_HUMAN, ANS4B_HUMAN	NV2t006856001.1
OG0002790	ATE1_HUMAN	NV2t008674001.1, NV2t008674002.1, NV2t008674003.1
OG0002791	COPA_HUMAN	NV2t010085002.1, NV2t010085001.1, NV2t010085003.1
OG0002792	HTR5A_HUMAN, HTR5B_HUMAN	NV2t020772001.1
OG0002793	SNX7_HUMAN, SNX30_HUMAN	NV2t000655001.1
OG0002794	DEP1B_HUMAN, DEP1A_HUMAN	NV2t002055001.1
OG0002795	DCOR_HUMAN	NV2t015563002.1, NV2t015563001.1, NV2t015563003.1
OG0002796	VATA_HUMAN	NV2t021853003.1, NV2t021853001.1, NV2t021853002.1
OG0002797	RIPP2_HUMAN, RIPP1_HUMAN	NV2t008324001.1
OG0002798	TOP1_HUMAN, TOP1M_HUMAN	NV2t005390001.1
OG0002799	ANM8_HUMAN, ANM1_HUMAN	NV2t018507001.1
OG0002800	WASC4_HUMAN	NV2t001390001.1, NV2t001390002.1, NV2t001390003.1
OG0002801	EEPD1_HUMAN	NV2t004045001.1, NV2t004045002.1
OG0002802	NCK1_HUMAN, NCK2_HUMAN	NV2t021865001.1
OG0002803	C2D1B_HUMAN, C2D1A_HUMAN	NV2t016969001.1
OG0002804	SCAF4_HUMAN, SCAF8_HUMAN	NV2t008722001.1
OG0002805	DTD1_HUMAN	NV2t011602001.1, NV2t011602002.1, NV2t011602003.1
OG0002806	ATF5_HUMAN, ATF4_HUMAN	NV2t007614001.1
OG0002807	EXOS2_HUMAN	NV2t025745002.1, NV2t025745003.1, NV2t025745004.1
OG0002808	DE10B_HUMAN, DEN10_HUMAN	NV2t017415001.1, NV2t017427001.1
OG0002809	YTDC1_HUMAN	NV2t001727003.1, NV2t001727001.1, NV2t001727002.1
OG0002810	RASF5_HUMAN, RASF1_HUMAN	NV2t003117001.1
OG0002811	SMAG2_HUMAN, SMAG1_HUMAN	NV2t020356001.1
OG0002814	MYBPP_HUMAN	NV2t015299001.1, NV2t015299002.1, NV2t015299003.1
OG0002815	HYCC2_HUMAN, HYCCI_HUMAN	NV2t012043001.1
OG0002817	DLGP5_HUMAN	NV2t017090003.1, NV2t017090001.1, NV2t017090002.1
OG0002818	RTKN_HUMAN, RTKN2_HUMAN	NV2t017342001.1
OG0002821	CP141_HUMAN	NV2t023450001.1, NV2t011880001.1
OG0002822	TUTLA_HUMAN, TUTLB_HUMAN	NV2t021328001.1
OG0002823	VKOR1_HUMAN	NV2t010830001.1, NV2t015409001.1
OG0002824	PIGO_HUMAN	NV2t023618002.1, NV2t023618004.1, NV2t023618003.1
OG0002825	CCHCR_HUMAN	NV2t016679001.1, NV2t016675001.1, NV2t016679002.1
OG0002827	ZMIZ2_HUMAN, ZMIZ1_HUMAN	NV2t010330001.1
OG0002828	TAF7_HUMAN, TAF7L_HUMAN	NV2t003209001.1
OG0002829	CAYP2_HUMAN	NV2t009916001.1, NV2t009916002.1, NV2t009916003.1
OG0002831	OSB10_HUMAN, OSB11_HUMAN	NV2t014421001.1
OG0002832	TTL_HUMAN	NV2t020912002.1, NV2t020912003.1, NV2t020912001.1
OG0002833	TWST2_HUMAN, TWST1_HUMAN	NV2t010864001.1
OG0002834	UBP13_HUMAN, UBP5_HUMAN	NV2t014747001.1
OG0002835	LYSM2_HUMAN, LYSM1_HUMAN	NV2t014560001.1
OG0002836	MPU1_HUMAN	NV2t022441001.1, NV2t022441002.1
OG0002837	CCZ1B_HUMAN, CCZ1_HUMAN	NV2t007094001.1
OG0002838	MBD3_HUMAN, MBD2_HUMAN	NV2t023685001.1
OG0002839	NTPCR_HUMAN	NV2t011107001.1, NV2t011107002.1, NV2t011107003.1
OG0002840	ACBG1_HUMAN, ACBG2_HUMAN	NV2t023849001.1
OG0002841	FBX40_HUMAN, FBX30_HUMAN	NV2t013926001.1
OG0002842	TM177_HUMAN	NV2t014381001.1, NV2t014380001.1
OG0002843	RPA1_HUMAN	NV2t001725001.1
OG0002845	LMLN_HUMAN	NV2t000118001.1, NV2t012712001.1
OG0002846	TM1L2_HUMAN, TOM1_HUMAN	NV2t007349001.1
OG0002847	PHF24_HUMAN	NV2t000670001.1, NV2t000933001.1
OG0002848	FA98B_HUMAN, FA98A_HUMAN	NV2t019670001.1
OG0002849	NOL9_HUMAN	NV2t002199001.1, NV2t002199002.1
OG0002850	DC1I1_HUMAN, DC1I2_HUMAN	NV2t011651001.1
OG0002851	CUL4A_HUMAN, CUL4B_HUMAN	NV2t022168001.1
OG0002852	RNF24_HUMAN, RN122_HUMAN	NV2t018036001.1
OG0002853	RM04_HUMAN	NV2t020355003.1, NV2t020355002.1, NV2t020355001.1
OG0002854	PGK1_HUMAN, PGK2_HUMAN	NV2t002539001.1
OG0002855	SIL1_HUMAN	NV2t018714002.1, NV2t018714001.1, NV2t018714003.1
OG0002856	HM20A_HUMAN	NV2t013643001.1, NV2t025170001.1
OG0002857	RBM26_HUMAN, RBM27_HUMAN	NV2t003115001.1
OG0002858	GDIR2_HUMAN, GDIR1_HUMAN	NV2t007717001.1
OG0002859	PK2L1_HUMAN, PKD2_HUMAN	NV2t002930001.1
OG0002860	ZDHC5_HUMAN, ZDHC8_HUMAN	NV2t015435001.1
OG0002861	PDS5A_HUMAN, PDS5B_HUMAN	NV2t003340001.1
OG0002862	CAP1_HUMAN, CAP2_HUMAN	NV2t006248002.1
OG0002865	SMAP2_HUMAN, SMAP1_HUMAN	NV2t015351001.1
OG0002866	RPC3_HUMAN	NV2t023503001.1, NV2t023503002.1, NV2t023508001.1
OG0002867	SNX3_HUMAN, SNX12_HUMAN	NV2t009039001.1
OG0002868	GUCD1_HUMAN	NV2t016467001.1, NV2t016460001.1, NV2t016460002.1
OG0002869	VILI_HUMAN, AVIL_HUMAN	NV2t003597001.1
OG0002870	G6PC1_HUMAN, G6PC2_HUMAN	NV2t019593001.1
OG0002871	P2R3B_HUMAN	NV2t022258001.1, NV2t022258003.1, NV2t022258002.1
OG0002872	KITH_HUMAN	NV2t007472001.1, NV2t007472002.1, NV2t007472003.1
OG0002873	TM216_HUMAN, TMM80_HUMAN	NV2t003050002.1
OG0002874	MABP1_HUMAN, WDR62_HUMAN	NV2t020346001.1
OG0002875	TV23C_HUMAN, TV23B_HUMAN	NV2t007547001.1, NV2t007547002.1
OG0002876	GCP3_HUMAN	NV2t021842001.1, NV2t021842002.1, NV2t021842003.1
OG0002877	LETM1_HUMAN	NV2t019046001.1, NV2t019046002.1, NV2t019046003.1
OG0002878	MCFD2_HUMAN	NV2t019878001.1
OG0002880	RS27L_HUMAN, RS27_HUMAN	NV2t014167001.1
OG0002881	CE034_HUMAN	NV2t021819001.1, NV2t021790001.1, NV2t021818001.1
OG0002882	LMAN2_HUMAN	NV2t018877002.1, NV2t018881001.1, NV2t018881002.1
OG0002883	GIT1_HUMAN, GIT2_HUMAN	NV2t015592001.1
OG0002884	CMTD1_HUMAN	NV2t003915001.1, NV2t019126001.1
OG0002885	ATP5S_HUMAN	NV2t019422002.1, NV2t019417001.1, NV2t019417002.1
OG0002886	NOM1_HUMAN	NV2t011055001.1, NV2t011055002.1, NV2t011055003.1
OG0002887	COQ8B_HUMAN, COQ8A_HUMAN	NV2t019321002.1
OG0002888	TCPZ_HUMAN, TCPW_HUMAN	NV2t016599001.1
OG0002889	ACL6A_HUMAN, ACL6B_HUMAN	NV2t014769001.1
OG0002890	LARP6_HUMAN	NV2t023310001.1, NV2t023310003.1, NV2t023310002.1
OG0002893	P20D2_HUMAN	NV2t005160002.1, NV2t005376001.1
OG0002894	C102B_HUMAN, C102A_HUMAN	NV2t004363001.1, NV2t004363002.1
OG0002895	RAB2B_HUMAN, RAB2A_HUMAN	NV2t004212001.1
OG0002896	PTK7_HUMAN	NV2t020268001.1
OG0002897	RRAGC_HUMAN, RRAGD_HUMAN	NV2t006356001.1
OG0002898	SFI1_HUMAN	NV2t018295001.1, NV2t018295002.1
OG0002899	VATB2_HUMAN, VATB1_HUMAN	NV2t017639001.1
OG0002900	BCR_HUMAN, ABR_HUMAN	NV2t016515001.1
OG0002901	SP17_HUMAN	NV2t021428001.1, NV2t022110001.1
OG0002902	SPT20_HUMAN	NV2t006857002.1, NV2t006857001.1, NV2t006857003.1
OG0002903	UBE2A_HUMAN, UBE2B_HUMAN	NV2t002580001.1
OG0002904	ODPB_HUMAN	NV2t001997001.1, NV2t001997002.1
OG0002905	AP3B2_HUMAN, AP3B1_HUMAN	NV2t022855001.1
OG0002906	CKAP2_HUMAN, CKP2L_HUMAN	NV2t002557001.1
OG0002907	T185A_HUMAN, T185B_HUMAN	NV2t002588001.1
OG0002908	SEPT3_HUMAN, SEPT9_HUMAN	NV2t007063001.1
OG0002909	GPN3_HUMAN	NV2t017077003.1, NV2t017077004.1, NV2t017077005.1
OG0002910	S35A2_HUMAN	NV2t001456001.1, NV2t000171001.1
OG0002911	G3P_HUMAN, G3PT_HUMAN	NV2t013531001.1
OG0002912	HPS5_HUMAN	NV2t018021001.1, NV2t018021003.1, NV2t018021002.1
OG0002913	DXO_HUMAN	NV2t007918001.1, NV2t007919001.1, NV2t007920001.1
OG0002914	RMD5A_HUMAN, RMD5B_HUMAN	NV2t018218001.1
OG0002915	KAT7_HUMAN	NV2t021205001.1, NV2t021205002.1, NV2t021205003.1
OG0002917	NUDT6_HUMAN	NV2t003529001.1, NV2t003529002.1, NV2t003529003.1
OG0002919	CF97D_HUMAN, C97D2_HUMAN	NV2t022481001.1
OG0002920	COQ3_HUMAN	NV2t009259003.1, NV2t009259001.1, NV2t009259002.1
OG0002921	FDXA1_HUMAN	NV2t002529001.1, NV2t002529002.1
