Orthogroup	Species	Acer	Orthologs
OG0009273	Nvec	KAK2553713.1	NV2t018101002.1, NV2t018101001.1
OG0009274	Hsap	KAK2553715.1	RN215_HUMAN
OG0009274	Mmus	KAK2553715.1	RN215_MOUSE
OG0009275	Nvec	KAK2553745.1	NV2t016349002.1, NV2t016349001.1
OG0009276	Nvec	KAK2553762.1	NV2t020107002.1, NV2t020107001.1
OG0009277	Nvec	KAK2553778.1, KAK2565010.1	NV2t008962001.1
OG0009278	Nvec	KAK2553781.1	NV2t020075002.1, NV2t020075001.1
OG0009279	Nvec	KAK2553809.1	NV2t021065001.1, NV2t021082001.1
OG0009281	Nvec	KAK2553862.1	NV2t015875001.1, NV2t013553001.1
OG0009282	Nvec	KAK2555856.1, KAK2553881.1	NV2t008172001.1
OG0009283	Nvec	KAK2553921.1	NV2t002203002.1, NV2t002203001.1
OG0009284	Nvec	KAK2553946.1	NV2t001221002.1, NV2t001221001.1
OG0009285	Nvec	KAK2553981.1, KAK2553975.1	NV2t000566001.1
OG0009286	Nvec	KAK2553997.1	NV2t002095001.1, NV2t002095002.1
OG0009287	Hsap	KAK2554013.1	PP4R2_HUMAN
OG0009287	Mmus	KAK2554013.1	PP4R2_MOUSE
OG0009288	Nvec	KAK2554079.1, KAK2570384.1	NV2t015368001.1
OG0009289	Nvec	KAK2557472.1, KAK2554103.1	NV2t012838001.1
OG0009291	Nvec	KAK2554143.1	NV2t020611001.1, NV2t020611002.1
OG0009292	Mmus	KAK2554179.1	ENOPH_MOUSE
OG0009292	Hsap	KAK2554179.1	ENOPH_HUMAN
OG0009294	Nvec	KAK2554304.1	NV2t010737001.1, NV2t010734001.1
OG0009295	Nvec	KAK2554308.1	NV2t006998001.1, NV2t006998002.1
OG0009296	Nvec	KAK2554317.1	NV2t011538001.1, NV2t011538002.1
OG0009297	Hsap	KAK2554350.1	PKHG4_HUMAN
OG0009297	Nvec	KAK2554350.1	NV2t005479001.1
OG0009298	Nvec	KAK2554365.1, KAK2556880.1	NV2t004072001.1
OG0009299	Nvec	KAK2554386.1, KAK2554443.1	NV2t004937001.1
OG0009300	Nvec	KAK2554419.1, KAK2554414.1	NV2t005275001.1
OG0009301	Nvec	KAK2554464.1, KAK2554447.1	NV2t005183001.1
OG0009302	Nvec	KAK2554452.1	NV2t004066001.1, NV2t004066002.1
OG0009303	Mmus	KAK2554459.1	D2HDH_MOUSE
OG0009303	Hsap	KAK2554459.1	D2HDH_HUMAN
OG0009304	Nvec	KAK2554472.1	NV2t004659001.1
OG0009304	Hsap	KAK2554472.1	CNBD1_HUMAN
OG0009305	Nvec	KAK2554552.1	NV2t024139001.1, NV2t024139002.1
OG0009306	Nvec	KAK2554555.1, KAK2554554.1	NV2t024137001.1
OG0009307	Hsap	KAK2554603.1	KRI1_HUMAN
OG0009307	Mmus	KAK2554603.1	KRI1_MOUSE
OG0009308	Hsap	KAK2554604.1	PIGG_HUMAN
OG0009308	Nvec	KAK2554604.1	NV2t000430001.1
OG0009310	Nvec	KAK2554626.1, KAK2554628.1	NV2t001262001.1
OG0009311	Mmus	KAK2554664.1	ELOF1_MOUSE
OG0009311	Hsap	KAK2554664.1	ELOF1_HUMAN
OG0009313	Nvec	KAK2554695.1	NV2t004921001.1, NV2t004929001.1
OG0009314	Nvec	KAK2554699.1	NV2t017523001.1, NV2t017520001.1
OG0009315	Nvec	KAK2563606.1, KAK2554759.1	NV2t002754001.1
OG0009316	Nvec	KAK2554763.1	NV2t005001001.1, NV2t005001002.1
OG0009317	Mmus	KAK2554771.1	SMIP8_MOUSE
OG0009317	Hsap	KAK2554771.1	SMIP8_HUMAN
OG0009318	Hsap	KAK2554773.1	ORC6_HUMAN
OG0009318	Mmus	KAK2554773.1	ORC6_MOUSE
OG0009319	Nvec	KAK2554796.1	NV2t004742001.1, NV2t004742005.1
OG0009321	Nvec	KAK2554849.1, KAK2564096.1	NV2t009467001.1
OG0009322	Nvec	KAK2554916.1	NV2t000740001.1, NV2t002043001.1
OG0009323	Nvec	KAK2555013.1, KAK2569786.1	NV2t020058001.1
OG0009325	Nvec	KAK2555088.1	NV2t001926001.1
OG0009325	Hsap	KAK2555088.1	WDR36_HUMAN
OG0009326	Nvec	KAK2555095.1	NV2t000251001.1
OG0009326	Hsap	KAK2555095.1	HEAT1_HUMAN
OG0009327	Hsap	KAK2555106.1	EFCB9_HUMAN
OG0009327	Mmus	KAK2555106.1	EFCB9_MOUSE
OG0009328	Nvec	KAK2555153.1	NV2t001384002.1, NV2t001384001.1
OG0009329	Nvec	KAK2555278.1	NV2t002647001.1, NV2t019328001.1
OG0009330	Nvec	KAK2555303.1	NV2t024261001.1, NV2t024261002.1
OG0009331	Nvec	KAK2555313.1	NV2t024246002.1, NV2t024246001.1
OG0009332	Nvec	KAK2555336.1	NV2t023184001.1, NV2t022835001.1
OG0009334	Nvec	KAK2555391.1, KAK2555769.1	NV2t008169001.1
OG0009335	Nvec	KAK2555392.1, KAK2570223.1	NV2t009636001.1
OG0009337	Nvec	KAK2555430.1	NV2t024389002.1, NV2t024389001.1
OG0009339	Nvec	KAK2555551.1	NV2t025723003.1, NV2t025723002.1
OG0009340	Nvec	KAK2555687.1, KAK2555628.1	NV2t002072001.1
OG0009341	Hsap	KAK2555644.1	BORC6_HUMAN
OG0009341	Mmus	KAK2555644.1	BORC6_MOUSE
OG0009342	Nvec	KAK2555659.1	NV2t001784002.1, NV2t001784001.1
OG0009344	Hsap	KAK2555835.1	MIDUO_HUMAN
OG0009344	Nvec	KAK2555835.1	NV2t012480001.1
OG0009345	Hsap	KAK2555848.1	ERIC2_HUMAN
OG0009345	Nvec	KAK2555848.1	NV2t012448002.1
OG0009346	Nvec	KAK2562764.1, KAK2555900.1	NV2t008098001.1
OG0009347	Nvec	KAK2555928.1, KAK2564486.1	NV2t010478001.1
OG0009349	Nvec	KAK2555998.1, KAK2556055.1	NV2t003632001.1
OG0009350	Nvec	KAK2556009.1	NV2t003527001.1, NV2t003527002.1
OG0009351	Nvec	KAK2556032.1	NV2t023896001.1, NV2t023896002.1
OG0009352	Hsap	KAK2556053.1	TM187_HUMAN
OG0009352	Nvec	KAK2556053.1	NV2t003400001.1
OG0009353	Nvec	KAK2556057.1, KAK2563073.1	NV2t003600001.1
OG0009354	Nvec	KAK2556071.1	NV2t003388002.1, NV2t003388001.1
OG0009355	Nvec	KAK2556141.1	NV2t016585002.1, NV2t016585001.1
OG0009357	Hsap	KAK2556247.1	HBS1L_HUMAN
OG0009357	Mmus	KAK2556247.1	HBS1L_MOUSE
OG0009359	Hsap	KAK2556481.1	MKROS_HUMAN
OG0009359	Nvec	KAK2556481.1	NV2t013105001.1
OG0009361	Nvec	KAK2556517.1	NV2t014215002.1, NV2t014215001.1
OG0009362	Nvec	KAK2563627.1, KAK2556518.1	NV2t014379001.1
OG0009363	Nvec	KAK2556535.1	NV2t010044002.1, NV2t010044001.1
OG0009364	Nvec	KAK2556541.1, KAK2556544.1	NV2t015093001.1
OG0009366	Mmus	KAK2556603.1	DYLT1_MOUSE
OG0009366	Hsap	KAK2556603.1	DYLT1_HUMAN
OG0009367	Hsap	KAK2556607.1	MORN1_HUMAN
OG0009367	Nvec	KAK2556607.1	NV2t025710001.1
OG0009368	Hsap	KAK2556622.1	SELT_HUMAN
OG0009368	Mmus	KAK2556622.1	SELT_MOUSE
OG0009369	Hsap	KAK2556659.1	DOT1L_HUMAN
OG0009369	Nvec	KAK2556659.1	NV2t001233001.1
OG0009370	Nvec	KAK2556692.1	NV2t001035001.1, NV2t001035002.1
OG0009371	Mmus	KAK2556732.1	RPAB1_MOUSE
OG0009371	Hsap	KAK2556732.1	RPAB1_HUMAN
OG0009373	Hsap	KAK2556767.1	DCA15_HUMAN
OG0009373	Mmus	KAK2556767.1	DCA15_MOUSE
OG0009374	Nvec	KAK2556854.1	NV2t004343001.1, NV2t004343002.1
OG0009376	Hsap	KAK2556863.1	PRP16_HUMAN
OG0009376	Nvec	KAK2556863.1	NV2t004790001.1
OG0009377	Nvec	KAK2556876.1	NV2t005002001.1, NV2t005002002.1
OG0009378	Nvec	KAK2556956.1	NV2t006603001.1
OG0009378	Hsap	KAK2556956.1	RPC1_HUMAN
OG0009380	Nvec	KAK2557106.1	NV2t007254001.1, NV2t007254002.1
OG0009381	Nvec	KAK2557110.1	NV2t007255001.1, NV2t007255002.1
OG0009383	Mmus	KAK2557135.1	RRS1_MOUSE
OG0009383	Hsap	KAK2557135.1	RRS1_HUMAN
OG0009384	Mmus	KAK2557181.1	RAI1_MOUSE
OG0009384	Hsap	KAK2557181.1	RAI1_HUMAN
OG0009385	Hsap	KAK2557190.1	IQCK_HUMAN
OG0009385	Nvec	KAK2557190.1	NV2t007412001.1
OG0009386	Hsap	KAK2557213.1	LYRM7_HUMAN
OG0009386	Mmus	KAK2557213.1	LYRM7_MOUSE
OG0009387	Nvec	KAK2557214.1	NV2t007327001.1, NV2t007313001.1
OG0009388	Nvec	KAK2557223.1	NV2t008032002.1, NV2t008032003.1
OG0009389	Nvec	KAK2557231.1	NV2t007524001.1, NV2t007524002.1
OG0009390	Nvec	KAK2557240.1	NV2t007020002.1, NV2t007020001.1
OG0009391	Nvec	KAK2557259.1	NV2t007647001.1, NV2t007647002.1
OG0009392	Nvec	KAK2557267.1	NV2t014302002.1, NV2t014302003.1
OG0009393	Nvec	KAK2557308.1	NV2t014207002.1, NV2t014207001.1
OG0009394	Nvec	KAK2557351.1	NV2t014302001.1, NV2t014302004.1
OG0009395	Nvec	KAK2557358.1	NV2t013821001.1, NV2t013823001.1
OG0009396	Hsap	KAK2557368.1	FANCE_HUMAN
OG0009396	Nvec	KAK2557368.1	NV2t010368001.1
OG0009397	Nvec	KAK2557402.1	NV2t014126002.1, NV2t014126001.1
OG0009398	Mmus	KAK2557403.1	ADPRM_MOUSE
OG0009398	Hsap	KAK2557403.1	ADPRM_HUMAN
OG0009399	Hsap	KAK2557417.1	STK40_HUMAN
OG0009399	Mmus	KAK2557417.1	STK40_MOUSE
OG0009400	Nvec	KAK2557427.1	NV2t013714001.1, NV2t013702001.1
OG0009401	Nvec	KAK2557624.1	NV2t003004001.1, NV2t003004002.1
OG0009402	Nvec	KAK2557660.1	NV2t013293002.1, NV2t013293001.1
OG0009405	Nvec	KAK2557742.1	NV2t014496001.1
OG0009405	Hsap	KAK2557742.1	LEKR1_HUMAN
OG0009407	Nvec	KAK2557756.1	NV2t013369002.1, NV2t013369001.1
OG0009408	Nvec	KAK2557777.1	NV2t014319002.1, NV2t014319001.1
OG0009409	Nvec	KAK2557779.1	NV2t006640001.1, NV2t006640002.1
OG0009410	Nvec	KAK2557858.1	NV2t005818001.1, NV2t005818002.1
OG0009411	Nvec	KAK2557934.1	NV2t005977001.1, NV2t005977002.1
OG0009412	Nvec	KAK2557972.1	NV2t008552003.1, NV2t008552002.1
OG0009413	Nvec	KAK2557992.1, KAK2557997.1	NV2t008417001.1
OG0009414	Nvec	KAK2558021.1	NV2t008347001.1, NV2t008347002.1
OG0009415	Hsap	KAK2558029.1	TM181_HUMAN
OG0009415	Nvec	KAK2558029.1	NV2t008346001.1
OG0009416	Nvec	KAK2558035.1	NV2t008382002.1, NV2t008382001.1
OG0009417	Nvec	KAK2558103.1, KAK2558117.1	NV2t008380001.1
OG0009418	Nvec	KAK2558142.1	NV2t008258002.1, NV2t008258001.1
OG0009419	Hsap	KAK2558167.1	POP1_HUMAN
OG0009419	Nvec	KAK2558167.1	NV2t015843001.1
OG0009420	Mmus	KAK2558212.1	OST4_MOUSE
OG0009420	Hsap	KAK2558212.1	OST4_HUMAN
OG0009421	Nvec	KAK2558225.1, KAK2567224.1	NV2t024163001.1
OG0009422	Nvec	KAK2558274.1	NV2t016747002.1, NV2t016747001.1
OG0009423	Nvec	KAK2558278.1	NV2t017046002.1, NV2t017046001.1
OG0009424	Nvec	KAK2558296.1	NV2t016848001.1, NV2t016848002.1
OG0009425	Nvec	KAK2558299.1	NV2t016099002.1, NV2t016099001.1
OG0009426	Hsap	KAK2558318.1	HEM6_HUMAN
OG0009426	Mmus	KAK2558318.1	HEM6_MOUSE
OG0009427	Nvec	KAK2562938.1, KAK2558331.1	NV2t016955001.1
OG0009428	Nvec	KAK2558392.1	NV2t018645002.1, NV2t018645001.1
OG0009429	Nvec	KAK2558465.1	NV2t017645001.1
OG0009429	Hsap	KAK2558465.1	PRS47_HUMAN
OG0009430	Mmus	KAK2558501.1	ZFY27_MOUSE
OG0009430	Hsap	KAK2558501.1	ZFY27_HUMAN
OG0009431	Mmus	KAK2558537.1	KCTD9_MOUSE
OG0009431	Hsap	KAK2558537.1	KCTD9_HUMAN
OG0009432	Nvec	KAK2558540.1	NV2t018585001.1, NV2t018585002.1
OG0009433	Nvec	KAK2558655.1	NV2t018066001.1, NV2t013758001.1
OG0009435	Mmus	KAK2558975.1	GPX4_MOUSE
OG0009435	Hsap	KAK2558975.1	GPX4_HUMAN
OG0009436	Nvec	KAK2559120.1	NV2t010076002.1, NV2t024983001.1
OG0009437	Nvec	KAK2559146.1	NV2t019188001.1, NV2t019188002.1
OG0009438	Nvec	KAK2565670.1, KAK2559192.1	NV2t015630001.1
OG0009439	Mmus	KAK2559335.1	RM14_MOUSE
OG0009439	Hsap	KAK2559335.1	RM14_HUMAN
OG0009440	Hsap	KAK2559368.1	MIEN1_HUMAN
OG0009440	Mmus	KAK2559368.1	MIEN1_MOUSE
OG0009442	Nvec	KAK2559469.1	NV2t013265001.1, NV2t013268001.1
OG0009443	Nvec	KAK2559537.1	NV2t013489002.1, NV2t013489001.1
OG0009444	Nvec	KAK2559573.1	NV2t004300001.1, NV2t004300002.1
OG0009445	Nvec	KAK2559582.1, KAK2559579.1	NV2t004794001.1
OG0009446	Nvec	KAK2559595.1	NV2t005086002.1
OG0009446	Hsap	KAK2559595.1	CE192_HUMAN
OG0009447	Nvec	KAK2559689.1	NV2t024659001.1, NV2t024659002.1
OG0009448	Hsap	KAK2559692.1	FBX15_HUMAN
OG0009448	Mmus	KAK2559692.1	FBX15_MOUSE
OG0009449	Hsap	KAK2559709.1	MBTP1_HUMAN
OG0009449	Mmus	KAK2559709.1	MBTP1_MOUSE
OG0009450	Hsap	KAK2559799.1	PRP6_HUMAN
OG0009450	Mmus	KAK2559799.1	PRP6_MOUSE
OG0009451	Nvec	KAK2559858.1	NV2t006402001.1, NV2t006402002.1
OG0009452	Nvec	KAK2559892.1	NV2t005899024.1
OG0009452	Hsap	KAK2559892.1	PAP1M_HUMAN
OG0009455	Mmus	KAK2560014.1	EXOC3_MOUSE
OG0009455	Hsap	KAK2560014.1	EXOC3_HUMAN
OG0009456	Nvec	KAK2560111.1	NV2t006534002.1, NV2t006534001.1
OG0009457	Hsap	KAK2560116.1	NTCP7_HUMAN
OG0009457	Mmus	KAK2560116.1	NTCP7_MOUSE
OG0009458	Nvec	KAK2560214.1	NV2t006122001.1
OG0009458	Hsap	KAK2560214.1	FA8A1_HUMAN
OG0009459	Hsap	KAK2560240.1	ADA_HUMAN
OG0009459	Mmus	KAK2560240.1	ADA_MOUSE
OG0009460	Mmus	KAK2560243.1	MPV17_MOUSE
OG0009460	Hsap	KAK2560243.1	MPV17_HUMAN
OG0009462	Mmus	KAK2560382.1	DHI1_MOUSE
OG0009462	Hsap	KAK2560382.1	DHI1_HUMAN
OG0009463	Nvec	KAK2560406.1	NV2t010854002.1, NV2t010854001.1
OG0009464	Mmus	KAK2560436.1	DI3L2_MOUSE
OG0009464	Hsap	KAK2560436.1	DI3L2_HUMAN
OG0009465	Mmus	KAK2560442.1	KGUA_MOUSE
OG0009465	Hsap	KAK2560442.1	KGUA_HUMAN
OG0009466	Hsap	KAK2560498.1	SC61B_HUMAN
OG0009466	Mmus	KAK2560498.1	SC61B_MOUSE
OG0009467	Nvec	KAK2560553.1, KAK2560555.1	NV2t011628001.1
OG0009468	Nvec	KAK2560580.1	NV2t012247001.1, NV2t012247002.1
OG0009469	Hsap	KAK2560586.1	AAMP_HUMAN
OG0009469	Nvec	KAK2560586.1	NV2t012760001.1
OG0009470	Hsap	KAK2560607.1	CEP89_HUMAN
OG0009470	Mmus	KAK2560607.1	CEP89_MOUSE
OG0009471	Nvec	KAK2560613.1, KAK2560612.1	NV2t012346001.1
OG0009472	Hsap	KAK2560626.1	CD109_HUMAN
OG0009472	Mmus	KAK2560626.1	CD109_MOUSE
OG0009473	Hsap	KAK2560665.1	JARD2_HUMAN
OG0009473	Mmus	KAK2560665.1	JARD2_MOUSE
OG0009474	Nvec	KAK2560794.1	NV2t004432002.1, NV2t004432001.1
OG0009475	Nvec	KAK2560825.1	NV2t004341001.1, NV2t004341002.1
OG0009476	Nvec	KAK2560863.1	NV2t019676002.1, NV2t019676001.1
OG0009477	Nvec	KAK2560882.1	NV2t020575001.1, NV2t020575002.1
OG0009478	Mmus	KAK2560902.1	RM49_MOUSE
OG0009478	Hsap	KAK2560902.1	RM49_HUMAN
OG0009479	Nvec	KAK2560931.1	NV2t021034001.1, NV2t021034002.1
OG0009480	Mmus	KAK2560935.1	WDR27_MOUSE
OG0009480	Hsap	KAK2560935.1	WDR27_HUMAN
OG0009481	Hsap	KAK2560967.1	SF3B2_HUMAN
OG0009481	Mmus	KAK2560967.1	SF3B2_MOUSE
OG0009482	Nvec	KAK2560980.1	NV2t019525002.1, NV2t019525001.1
OG0009483	Nvec	KAK2561038.1, KAK2561188.1	NV2t020536001.1
OG0009484	Nvec	KAK2561041.1, KAK2561040.1	NV2t020393001.1
OG0009485	Nvec	KAK2561071.1	NV2t019759002.1, NV2t019759001.1
OG0009486	Nvec	KAK2561086.1	NV2t016171002.1, NV2t016171001.1
OG0009487	Nvec	KAK2561099.1	NV2t018772001.1, NV2t018772002.1
OG0009488	Hsap	KAK2561106.1	UVSSA_HUMAN
OG0009488	Mmus	KAK2561106.1	UVSSA_MOUSE
OG0009489	Nvec	KAK2561132.1, KAK2561133.1	NV2t015194001.1
OG0009490	Mmus	KAK2561164.1	QPCT_MOUSE
OG0009490	Hsap	KAK2561164.1	QPCT_HUMAN
OG0009491	Hsap	KAK2561176.1	COA4_HUMAN
OG0009491	Mmus	KAK2561176.1	COA4_MOUSE
OG0009494	Mmus	KAK2561321.1	MMAD_MOUSE
OG0009494	Hsap	KAK2561321.1	MMAD_HUMAN
OG0009495	Nvec	KAK2561323.1	NV2t011688002.1, NV2t011688001.1
OG0009496	Nvec	KAK2561357.1	NV2t012217002.1, NV2t012217001.1
OG0009497	Nvec	KAK2561366.1	NV2t014581001.1, NV2t014581002.1
OG0009498	Nvec	KAK2561427.1	NV2t011487001.1, NV2t011487002.1
OG0009499	Nvec	KAK2561428.1	NV2t011529001.1, NV2t011525001.1
OG0009500	Nvec	KAK2561431.1, KAK2561430.1	NV2t012817001.1
OG0009501	Mmus	KAK2561504.1	MTHSD_MOUSE
OG0009501	Hsap	KAK2561504.1	MTHSD_HUMAN
OG0009502	Nvec	KAK2561587.1	NV2t012144002.1, NV2t012144001.1
OG0009503	Nvec	KAK2561616.1	NV2t012969001.1
OG0009503	Hsap	KAK2561616.1	DJC13_HUMAN
OG0009504	Nvec	KAK2561623.1	NV2t012696001.1, NV2t012696002.1
OG0009507	Nvec	KAK2561838.1	NV2t020708001.1, NV2t020708002.1
OG0009508	Hsap	KAK2561941.1	MLH3_HUMAN
OG0009508	Nvec	KAK2561941.1	NV2t020040001.1
OG0009509	Mmus	KAK2561984.1	M3K20_MOUSE
OG0009509	Hsap	KAK2561984.1	M3K20_HUMAN
OG0009510	Nvec	KAK2562020.1	NV2t012226001.1, NV2t010800001.1
OG0009511	Nvec	KAK2562099.1	NV2t012481001.1, NV2t012481002.1
OG0009512	Nvec	KAK2562121.1	NV2t012118002.1, NV2t012118001.1
OG0009513	Nvec	KAK2562146.1	NV2t012525002.1, NV2t012525001.1
OG0009514	Nvec	KAK2562213.1	NV2t010679001.1
OG0009514	Hsap	KAK2562213.1	YAE1_HUMAN
OG0009515	Nvec	KAK2562214.1	NV2t011093001.1, NV2t011093002.1
OG0009516	Nvec	KAK2562222.1	NV2t016650001.1, NV2t016650002.1
OG0009517	Nvec	KAK2562227.1	NV2t015882002.1, NV2t015882001.1
OG0009518	Nvec	KAK2562263.1	NV2t017065002.1, NV2t017065001.1
OG0009519	Mmus	KAK2562279.1	EIPR1_MOUSE
OG0009519	Hsap	KAK2562279.1	EIPR1_HUMAN
OG0009520	Nvec	KAK2562338.1	NV2t016649001.1
OG0009520	Hsap	KAK2562338.1	STYL1_HUMAN
OG0009521	Nvec	KAK2562343.1	NV2t016279001.1, NV2t016279002.1
OG0009522	Hsap	KAK2562389.1	IN80E_HUMAN
OG0009522	Nvec	KAK2562389.1	NV2t016743001.1
OG0009524	Nvec	KAK2562436.1	NV2t011155001.1, NV2t011155002.1
OG0009525	Nvec	KAK2562595.1, KAK2562598.1	NV2t012856001.1
OG0009526	Nvec	KAK2562657.1, KAK2562658.1	NV2t022271004.1
OG0009527	Nvec	KAK2562773.1	NV2t024106001.1, NV2t024106002.1
OG0009528	Mmus	KAK2562782.1	DRC8_MOUSE
OG0009528	Hsap	KAK2562782.1	DRC8_HUMAN
OG0009529	Hsap	KAK2562804.1	TRMO_HUMAN
OG0009529	Mmus	KAK2562804.1	TRMO_MOUSE
OG0009530	Nvec	KAK2562918.1	NV2t024164001.1
OG0009530	Hsap	KAK2562918.1	NBAS_HUMAN
OG0009531	Nvec	KAK2562922.1	NV2t024165002.1, NV2t024165001.1
OG0009532	Nvec	KAK2562935.1	NV2t023866002.1, NV2t023866001.1
OG0009533	Mmus	KAK2562940.1	RM54_MOUSE
OG0009533	Hsap	KAK2562940.1	RM54_HUMAN
OG0009534	Nvec	KAK2562985.1, KAK2562993.1	NV2t024185001.1
OG0009535	Nvec	KAK2563035.1	NV2t023245002.1, NV2t023245001.1
OG0009536	Nvec	KAK2563040.1	NV2t005659002.1, NV2t005659001.1
OG0009537	Mmus	KAK2563049.1	MOC2A_MOUSE
OG0009537	Hsap	KAK2563049.1	MOC2A_HUMAN
OG0009538	Nvec	KAK2563079.1	NV2t003102001.1, NV2t003105001.1
OG0009539	Nvec	KAK2563128.1	NV2t002685002.1, NV2t002685001.1
OG0009540	Nvec	KAK2563144.1	NV2t003330001.1, NV2t003330002.1
OG0009541	Nvec	KAK2563145.1	NV2t002731001.1
OG0009541	Hsap	KAK2563145.1	TBC19_HUMAN
OG0009542	Nvec	KAK2563179.1	NV2t002853001.1
OG0009542	Hsap	KAK2563179.1	VWA3B_HUMAN
OG0009543	Nvec	KAK2563214.1, KAK2563217.1	NV2t002378001.1
OG0009544	Nvec	KAK2563215.1	NV2t003279003.1, NV2t003279002.1
OG0009545	Nvec	KAK2573726.1, KAK2563324.1	NV2t016264001.1
OG0009546	Hsap	KAK2563369.1	RBM41_HUMAN
OG0009546	Mmus	KAK2563369.1	RBM41_MOUSE
OG0009547	Hsap	KAK2563376.1	CPED1_HUMAN
OG0009547	Nvec	KAK2563376.1	NV2t002783001.1
OG0009548	Nvec	KAK2563377.1	NV2t003934001.1, NV2t003934002.1
OG0009549	Mmus	KAK2563387.1	NAGA_MOUSE
OG0009549	Hsap	KAK2563387.1	NAGA_HUMAN
OG0009550	Nvec	KAK2563400.1	NV2t002444001.1, NV2t002444004.1
OG0009551	Nvec	KAK2563406.1	NV2t003337002.1, NV2t003337001.1
OG0009552	Nvec	KAK2563409.1	NV2t003338002.1, NV2t003338001.1
OG0009553	Hsap	KAK2563427.1	AK17A_HUMAN
OG0009553	Mmus	KAK2563427.1	AK17B_MOUSE
OG0009554	Nvec	KAK2563435.1, KAK2563434.1	NV2t003564001.1
OG0009555	Nvec	KAK2563461.1	NV2t003189002.1, NV2t003189001.1
OG0009556	Nvec	KAK2563466.1	NV2t003261001.1, NV2t003261002.1
OG0009557	Nvec	KAK2563508.1	NV2t003893001.1, NV2t003893003.1
OG0009558	Mmus	KAK2563528.1	MD2L2_MOUSE
OG0009558	Hsap	KAK2563528.1	MD2L2_HUMAN
OG0009559	Nvec	KAK2563551.1	NV2t003295001.1, NV2t003295002.1
OG0009560	Nvec	KAK2563562.1, KAK2563563.1	NV2t002644001.1
OG0009561	Nvec	KAK2563567.1, KAK2563565.1	NV2t000887001.1
OG0009562	Hsap	KAK2563601.1	NFXL1_HUMAN
OG0009562	Nvec	KAK2563601.1	NV2t003081001.1
OG0009563	Nvec	KAK2563622.1	NV2t002981001.1, NV2t002981002.1
OG0009564	Nvec	KAK2563674.1	NV2t010207001.1, NV2t010207002.1
OG0009565	Nvec	KAK2563687.1	NV2t018234002.1, NV2t018234001.1
OG0009566	Nvec	KAK2563703.1	NV2t010077001.1, NV2t010077002.1
OG0009567	Mmus	KAK2563723.1	PRUN1_MOUSE
OG0009567	Hsap	KAK2563723.1	PRUN1_HUMAN
OG0009568	Nvec	KAK2563735.1	NV2t009860001.1, NV2t009860002.1
OG0009569	Nvec	KAK2563755.1	NV2t010311001.1, NV2t010312001.1
OG0009570	Hsap	KAK2563771.1	NU205_HUMAN
OG0009570	Nvec	KAK2563771.1	NV2t010562001.1
OG0009572	Nvec	KAK2563866.1	NV2t013183002.1, NV2t013183001.1
OG0009573	Nvec	KAK2563869.1	NV2t014909001.1, NV2t014908001.1
OG0009574	Nvec	KAK2563890.1	NV2t014189001.1, NV2t014189002.1
OG0009575	Nvec	KAK2563930.1	NV2t010388002.1, NV2t010388001.1
OG0009576	Nvec	KAK2563933.1, KAK2563936.1	NV2t001192001.1
OG0009578	Hsap	KAK2564001.1	BPTF_HUMAN
OG0009578	Nvec	KAK2564001.1	NV2t008011001.1
OG0009579	Hsap	KAK2564128.1	ATAD5_HUMAN
OG0009579	Mmus	KAK2564128.1	ATAD5_MOUSE
OG0009580	Nvec	KAK2564139.1	NV2t007441001.1, NV2t007441002.1
OG0009581	Hsap	KAK2564204.1	FONG_HUMAN
OG0009581	Nvec	KAK2564204.1	NV2t008052001.1
OG0009582	Hsap	KAK2564268.1	CH25H_HUMAN
OG0009582	Mmus	KAK2564268.1	CH25H_MOUSE
OG0009583	Mmus	KAK2564284.1	CX6B1_MOUSE
OG0009583	Hsap	KAK2564284.1	CX6B1_HUMAN
OG0009585	Hsap	KAK2564631.1	HAUS6_HUMAN
OG0009585	Nvec	KAK2564631.1	NV2t024257001.1
OG0009586	Nvec	KAK2564636.1	NV2t023216001.1, NV2t023219001.1
OG0009587	Mmus	KAK2564693.1	DDX46_MOUSE
OG0009587	Hsap	KAK2564693.1	DDX46_HUMAN
OG0009588	Hsap	KAK2564727.1	ACLY_HUMAN
OG0009588	Mmus	KAK2564727.1	ACLY_MOUSE
OG0009589	Nvec	KAK2564739.1	NV2t011772001.1, NV2t011772002.1
OG0009590	Nvec	KAK2564744.1	NV2t022332001.1, NV2t022334001.1
OG0009591	Nvec	KAK2564794.1	NV2t022080001.1, NV2t022080002.1
OG0009592	Nvec	KAK2564836.1	NV2t012704001.1, NV2t012704002.1
OG0009593	Mmus	KAK2564840.1	HRG1_MOUSE
OG0009593	Hsap	KAK2564840.1	HRG1_HUMAN
OG0009594	Nvec	KAK2564847.1	NV2t012572001.1, NV2t012572002.1
OG0009595	Nvec	KAK2564870.1	NV2t012681002.1, NV2t012681001.1
OG0009596	Nvec	KAK2564874.1	NV2t021271001.1, NV2t021271002.1
OG0009597	Hsap	KAK2564951.1	SPIT2_HUMAN
OG0009597	Mmus	KAK2564951.1	SPIT2_MOUSE
OG0009598	Nvec	KAK2564969.1	NV2t012830001.1, NV2t012830002.1
OG0009599	Hsap	KAK2564980.1	AVL9_HUMAN
OG0009599	Mmus	KAK2564980.1	AVL9_MOUSE
OG0009600	Nvec	KAK2565008.1	NV2t011570001.1, NV2t011570002.1
