Orthogroup	Mmus	Gfas
OG0006953	CEP78_MOUSE	gfas1.m1.4865.m1
OG0006954	C1D_MOUSE	gfas1.m1.4636.m1
OG0006955	NXNL2_MOUSE	gfas1.m1.4861.m1
OG0006956	MCEE_MOUSE	gfas1.m1.14496.m1
OG0006957	NOC2L_MOUSE	gfas1.m1.10908.m1
OG0006958	C1GLT_MOUSE	gfas1.m1.353.m1
OG0006960	LST8_MOUSE	gfas1.m1.9887.m1
OG0006961	UBXN4_MOUSE	gfas1.m1.4806.m1
OG0006962	CAF17_MOUSE	gfas1.m1.16745.m1
OG0006963	PAF15_MOUSE	gfas1.m1.15934.m1
OG0006964	COX19_MOUSE	gfas1.m1.5645.m1
OG0006965	ATPA_MOUSE	gfas1.m1.8151.m1
OG0006967	PHLP_MOUSE	gfas1.m1.14683.m1
OG0006968	EMC1_MOUSE	gfas1.m1.2526.m1
OG0006969	6PGL_MOUSE	gfas1.m1.5831.m1
OG0006970	SYF1_MOUSE	gfas1.m1.6883.m1
OG0006971	XPP1_MOUSE	gfas1.m1.1168.m1
OG0006972	CBPC5_MOUSE	gfas1.m1.1978.m1
OG0006973	MORC3_MOUSE	gfas1.m1.14241.m1
OG0006974	ARPC2_MOUSE	gfas1.m1.20013.m1
OG0006975	TCPA_MOUSE	gfas1.m1.17767.m1
OG0006976	NOP53_MOUSE	gfas1.m1.1579.m1
OG0006977	MTG1_MOUSE	gfas1.m1.9160.m1
OG0006978	CF300_MOUSE	gfas1.m1.14535.m1
OG0006979	SPF30_MOUSE	gfas1.m1.18694.m1
OG0006980	CUL2_MOUSE	gfas1.m1.21618.m1
OG0006981	EIF3E_MOUSE	gfas1.m1.9300.m1
OG0006982	NGLY1_MOUSE	gfas1.m1.14631.m1
OG0006983	CAPZB_MOUSE	gfas1.m1.5316.m1
OG0006984	KIF11_MOUSE	gfas1.m1.8854.m1
OG0006986	ATMIN_MOUSE	gfas1.m1.8215.m1
OG0006987	ZCHC8_MOUSE	gfas1.m1.13780.m1
OG0006988	DCA13_MOUSE	gfas1.m1.7476.m1
OG0006989	AP2S1_MOUSE	gfas1.m1.14529.m1
OG0006990	GCDH_MOUSE	gfas1.m1.19399.m1
OG0006992	ZC3C1_MOUSE	gfas1.m1.17710.m1
OG0006994	CMTR2_MOUSE	gfas1.m1.19436.m1
OG0006995	GP180_MOUSE	gfas1.m1.14530.m1
OG0006996	LR2BP_MOUSE	gfas1.m1.581.m1
OG0006997	DDX49_MOUSE	gfas1.m1.2162.m1
OG0006998	KATIP_MOUSE	gfas1.m1.18617.m1
OG0007000	ZCHC4_MOUSE	gfas1.m1.15688.m1
OG0007001	BUB1_MOUSE	gfas1.m1.6865.m1
OG0007002	DAAF5_MOUSE	gfas1.m1.10446.m1
OG0007003	PSF2_MOUSE	gfas1.m1.17334.m1
OG0007004	KNL1_MOUSE	gfas1.m1.1033.m1
OG0007006	RL31_MOUSE	gfas1.m1.14213.m1
OG0007007	ATPF1_MOUSE	gfas1.m1.3955.m1
OG0007008	OGFD2_MOUSE	gfas1.m1.7502.m1
OG0007009	NDUAA_MOUSE	gfas1.m1.10633.m1
OG0007010	CCD61_MOUSE	gfas1.m1.15135.m1
OG0007011	MOD5_MOUSE	gfas1.m1.16920.m1
OG0007012	CE350_MOUSE	gfas1.m1.13442.m1
OG0007013	HSDL2_MOUSE	gfas1.m1.3830.m1
OG0007014	RAB21_MOUSE	gfas1.m1.16774.m1
OG0007015	VINC_MOUSE	gfas1.m1.7272.m1
OG0007016	RPP21_MOUSE	gfas1.m1.20953.m1
OG0007017	DCMC_MOUSE	gfas1.m1.10220.m1
OG0007018	C560_MOUSE	gfas1.m1.7467.m1
OG0007019	CTF8_MOUSE	gfas1.m1.14404.m1
OG0007020	GLCE_MOUSE	gfas1.m1.13519.m1
OG0007021	A16A1_MOUSE	gfas1.m1.12997.m1
OG0007022	BSCL2_MOUSE	gfas1.m1.16235.m1
OG0007023	CRNL1_MOUSE	gfas1.m1.5149.m1
OG0007024	DGAT1_MOUSE	gfas1.m1.2986.m1
OG0007025	TAF1C_MOUSE	gfas1.m1.15029.m1
OG0007026	ATG9A_MOUSE	gfas1.m1.997.m1
OG0007028	MDH1B_MOUSE	gfas1.m1.23262.m1
OG0007029	PARP4_MOUSE	gfas1.m1.7566.m1
OG0007030	TM231_MOUSE	gfas1.m1.10228.m1
OG0007031	TCPE_MOUSE	gfas1.m1.18936.m1
OG0007032	RS13_MOUSE	gfas1.m1.13635.m1
OG0007033	PYRD_MOUSE	gfas1.m1.12861.m1
OG0007034	SCAI_MOUSE	gfas1.m1.1539.m1
OG0007035	PP1R8_MOUSE	gfas1.m1.11010.m1
OG0007036	PAQR4_MOUSE	gfas1.m1.8383.m1
OG0007037	CC177_MOUSE	gfas1.m1.4223.m1
OG0007038	LSM8_MOUSE	gfas1.m1.8667.m1
OG0007039	RL8_MOUSE	gfas1.m1.5946.m1
OG0007040	CF20D_MOUSE	gfas1.m1.17668.m1
OG0007041	DDX52_MOUSE	gfas1.m1.20825.m1
OG0007042	IPO4_MOUSE	gfas1.m1.2901.m1
OG0007043	HGS_MOUSE	gfas1.m1.6815.m1
OG0007044	GLCTK_MOUSE	gfas1.m1.17366.m1
OG0007045	NFU1_MOUSE	gfas1.m1.10310.m1
OG0007046	CEP57_MOUSE	gfas1.m1.1399.m1
OG0007047	CDKN3_MOUSE	gfas1.m1.19938.m1, gfas1.m1.19937.m1
OG0007048	TEX30_MOUSE	gfas1.m1.2421.m1
OG0007049	EBP2_MOUSE	gfas1.m1.3827.m1
OG0007050	NAA20_MOUSE	gfas1.m1.3768.m1
OG0007051	CSN6_MOUSE	gfas1.m1.14545.m1
OG0007052	EFCB5_MOUSE	gfas1.m1.17182.m1
OG0007053	AKAP1_MOUSE	gfas1.m1.14728.m1
OG0007055	DNJC8_MOUSE	gfas1.m1.20782.m1
OG0007056	ANO10_MOUSE	gfas1.m1.2352.m1
OG0007057	PRAF1_MOUSE	gfas1.m1.11259.m1
OG0007058	PLRG1_MOUSE	gfas1.m1.7128.m1
OG0007059	RT18B_MOUSE	gfas1.m1.7721.m1
OG0007061	PAHX_MOUSE	gfas1.m1.2242.m1
OG0007062	RPTOR_MOUSE	gfas1.m1.3191.m1
OG0007063	CTU2_MOUSE	gfas1.m1.6080.m1
OG0007064	SAPC2_MOUSE	gfas1.m1.2107.m1
OG0007065	AKTS1_MOUSE	gfas1.m1.2879.m1
OG0007066	DRC3_MOUSE	gfas1.m1.4922.m1
OG0007067	LANC3_MOUSE	gfas1.m1.5501.m1
OG0007068	ZC4H2_MOUSE	gfas1.m1.22044.m1
OG0007069	BDP1_MOUSE	gfas1.m1.13580.m1
OG0007071	EIF3B_MOUSE	gfas1.m1.22242.m1
OG0007072	TBCK_MOUSE	gfas1.m1.16415.m1
OG0007073	XPF_MOUSE	gfas1.m1.5250.m1
OG0007074	KAT5_MOUSE	gfas1.m1.2182.m1
OG0007075	ALG11_MOUSE	gfas1.m1.8876.m1
OG0007076	RNF14_MOUSE	gfas1.m1.13263.m1
OG0007077	THOC7_MOUSE	gfas1.m1.14674.m1
OG0007078	RN170_MOUSE	gfas1.m1.4449.m1
OG0007079	COMD5_MOUSE	gfas1.m1.15281.m1
OG0007080	TRIPC_MOUSE	gfas1.m1.6857.m1
OG0007081	POMT2_MOUSE	gfas1.m1.20995.m1
OG0007082	ALKB8_MOUSE	gfas1.m1.3162.m1
OG0007083	SMYD5_MOUSE	gfas1.m1.13829.m1
OG0007084	EIF3D_MOUSE	gfas1.m1.8295.m1
OG0007086	MSH3_MOUSE	gfas1.m1.5811.m1
OG0007087	PPCS_MOUSE	gfas1.m1.10634.m1
OG0007088	MUTA_MOUSE	gfas1.m1.6680.m1
OG0007089	RAD18_MOUSE	gfas1.m1.14027.m1
OG0007090	COA5_MOUSE	gfas1.m1.2064.m1
OG0007091	PEX7_MOUSE	gfas1.m1.13739.m1
OG0007092	HSBP1_MOUSE	gfas1.m1.2980.m1
OG0007094	CTSRT_MOUSE	gfas1.m1.5011.m1
OG0007095	CEP20_MOUSE	gfas1.m1.19233.m1
OG0007097	DPOE2_MOUSE	gfas1.m1.10192.m1
OG0007098	LRC59_MOUSE	gfas1.m1.23656.m1
OG0007099	IF2M_MOUSE	gfas1.m1.17303.m1
OG0007100	MECR_MOUSE	gfas1.m1.212.m1
OG0007101	UNG_MOUSE	gfas1.m1.2768.m1
OG0007102	TATD3_MOUSE	gfas1.m1.9354.m1
OG0007103	UQCC2_MOUSE	gfas1.m1.15264.m1
OG0007104	ACADS_MOUSE	gfas1.m1.7510.m1
OG0007107	HEMK1_MOUSE	gfas1.m1.3248.m1
OG0007108	SURF2_MOUSE	gfas1.m1.4326.m1
OG0007109	PEX2_MOUSE	gfas1.m1.3229.m1
OG0007110	TPK1_MOUSE	gfas1.m1.13634.m1
OG0007111	PEBB_MOUSE	gfas1.m1.15504.m1
OG0007112	CC169_MOUSE	gfas1.m1.17871.m1
OG0007113	FADS6_MOUSE	gfas1.m1.1176.m1
OG0007114	DOHH_MOUSE	gfas1.m1.7463.m1
OG0007115	HENMT_MOUSE	gfas1.m1.20827.m1
OG0007116	MP2K5_MOUSE	gfas1.m1.20986.m1
OG0007117	TEKL1_MOUSE	gfas1.m1.1053.m1
OG0007118	CUTA_MOUSE	gfas1.m1.15362.m1
OG0007119	TBC31_MOUSE	gfas1.m1.15747.m1
OG0007121	MGMT_MOUSE	gfas1.m1.19157.m1
OG0007122	R3HD4_MOUSE	gfas1.m1.18686.m1
OG0007123	NUP85_MOUSE	gfas1.m1.19172.m1
OG0007124	ADAT1_MOUSE	gfas1.m1.17935.m1
OG0007125	DNJC7_MOUSE	gfas1.m1.17645.m1
OG0007126	DENR_MOUSE	gfas1.m1.8053.m1
OG0007128	HUTI_MOUSE	gfas1.m1.19639.m1
OG0007129	SAMD8_MOUSE	gfas1.m1.19864.m1
OG0007130	DNMT1_MOUSE	gfas1.m1.20696.m1
OG0007131	OXSM_MOUSE	gfas1.m1.7176.m1
OG0007132	TOM70_MOUSE	gfas1.m1.20314.m1
OG0007133	EI2BB_MOUSE	gfas1.m1.16426.m1
OG0007134	XPO6_MOUSE	gfas1.m1.9886.m1
OG0007136	ATP5J_MOUSE	gfas1.m1.3026.m1
OG0007137	RBM28_MOUSE	gfas1.m1.359.m1
OG0007138	RPOM_MOUSE	gfas1.m1.1252.m1
OG0007139	FRITZ_MOUSE	gfas1.m1.15810.m1
OG0007141	OPA3_MOUSE	gfas1.m1.18059.m1
OG0007142	EXOS3_MOUSE	gfas1.m1.3140.m1
OG0007143	PM34_MOUSE	gfas1.m1.17411.m1
OG0007144	ZDHC4_MOUSE	gfas1.m1.7511.m1
OG0007145	DNJC4_MOUSE	gfas1.m1.14019.m1
OG0007146	KIF9_MOUSE	gfas1.m1.5033.m1
OG0007147	HROB_MOUSE	gfas1.m1.5348.m1
OG0007148	RFX6_MOUSE	gfas1.m1.64.m1
OG0007149	PSTK_MOUSE	gfas1.m1.1344.m1
OG0007150	FITM2_MOUSE	gfas1.m1.19795.m1
OG0007151	MCM4_MOUSE	gfas1.m1.2892.m1
OG0007152	VRK1_MOUSE	gfas1.m1.16446.m1
OG0007153	ANR49_MOUSE	gfas1.m1.2268.m1
OG0007154	TGT_MOUSE	gfas1.m1.23444.m1
OG0007155	XYLB_MOUSE	gfas1.m1.5298.m1
OG0007156	NADC_MOUSE	gfas1.m1.7182.m1
OG0007157	HUTH_MOUSE	gfas1.m1.15045.m1
OG0007159	CWC27_MOUSE	gfas1.m1.20656.m1
OG0007160	SPP_MOUSE	gfas1.m1.19361.m1
OG0007161	SCLT1_MOUSE	gfas1.m1.3310.m1
OG0007162	DPTOR_MOUSE	gfas1.m1.1852.m1
OG0007163	THNS2_MOUSE	gfas1.m1.16133.m1
OG0007164	SNP47_MOUSE	gfas1.m1.19543.m1
OG0007165	WDTC1_MOUSE	gfas1.m1.5180.m1
OG0007166	CSTF3_MOUSE	gfas1.m1.7160.m1
OG0007167	RT02_MOUSE	gfas1.m1.16285.m1
OG0007168	CF251_MOUSE	gfas1.m1.14879.m1
OG0007170	CE162_MOUSE	gfas1.m1.6530.m1
OG0007171	RS19_MOUSE	gfas1.m1.6269.m1
OG0007172	DAW1_MOUSE	gfas1.m1.12732.m1
OG0007173	ABRAL_MOUSE	gfas1.m1.10772.m1
OG0007174	RAD17_MOUSE	gfas1.m1.4447.m1
OG0007175	BPHL_MOUSE	gfas1.m1.23210.m1
OG0007176	SPAG7_MOUSE	gfas1.m1.5315.m1
OG0007178	ARMC3_MOUSE	gfas1.m1.181.m1
OG0007179	CTSRB_MOUSE	gfas1.m1.13205.m1
OG0007180	CCD93_MOUSE	gfas1.m1.8627.m1
OG0007181	EIF1A_MOUSE	gfas1.m1.16445.m1, gfas1.m1.11725.m1
OG0007182	MCM10_MOUSE	gfas1.m1.4997.m1
OG0007183	ALKB2_MOUSE	gfas1.m1.8444.m1
OG0007184	NOSIP_MOUSE	gfas1.m1.10703.m1
OG0007185	RA51C_MOUSE	gfas1.m1.1654.m1
OG0007186	LSM4_MOUSE	gfas1.m1.522.m1
OG0007187	SPTCS_MOUSE	gfas1.m1.17523.m1
OG0007188	COPB2_MOUSE	gfas1.m1.13348.m1
OG0007189	UST_MOUSE	gfas1.m1.7562.m1
OG0007190	NSA2_MOUSE	gfas1.m1.4523.m1
OG0007191	MCES_MOUSE	gfas1.m1.18085.m1
OG0007192	NSUN2_MOUSE	gfas1.m1.15284.m1
OG0007193	TUSC2_MOUSE	gfas1.m1.2959.m1
OG0007194	ISCA1_MOUSE	gfas1.m1.4871.m1
OG0007195	DPM2_MOUSE	gfas1.m1.10356.m1
OG0007196	SMCR8_MOUSE	gfas1.m1.14604.m1
OG0007197	CRLF3_MOUSE	gfas1.m1.16430.m1
OG0007198	UBE2N_MOUSE	gfas1.m1.18873.m1
OG0007199	OTU1_MOUSE	gfas1.m1.7009.m1
OG0007200	TM208_MOUSE	gfas1.m1.21932.m1
OG0007201	SPEE_MOUSE	gfas1.m1.10599.m1
OG0007202	RECQ5_MOUSE	gfas1.m1.17098.m1
OG0007204	FAF2_MOUSE	gfas1.m1.4142.m1
OG0007205	RN168_MOUSE	gfas1.m1.8655.m1
OG0007206	HIKES_MOUSE	gfas1.m1.1097.m1
OG0007207	DDX42_MOUSE	gfas1.m1.15561.m1
OG0007208	IMB1_MOUSE	gfas1.m1.13996.m1
OG0007209	ITFG2_MOUSE	gfas1.m1.815.m1
OG0007210	AR2BP_MOUSE	gfas1.m1.18084.m1
OG0007211	RPB11_MOUSE	gfas1.m1.1126.m1
OG0007212	S38A9_MOUSE	gfas1.m1.4453.m1
OG0007213	SYK_MOUSE	gfas1.m1.17932.m1
OG0007214	CDT1_MOUSE	gfas1.m1.15503.m1
OG0007215	BAKOR_MOUSE	gfas1.m1.19688.m1
OG0007216	UBP8_MOUSE	gfas1.m1.18850.m1
OG0007217	RBM19_MOUSE	gfas1.m1.13526.m1
OG0007218	SEC63_MOUSE	gfas1.m1.6539.m1
OG0007219	ITPA_MOUSE	gfas1.m1.7681.m1
OG0007220	DOLK_MOUSE	gfas1.m1.14776.m1
OG0007221	S75A1_MOUSE	gfas1.m1.7676.m1
OG0007222	ABCF1_MOUSE	gfas1.m1.14591.m1
OG0007223	FXL15_MOUSE	gfas1.m1.15813.m1
OG0007224	SYJ2B_MOUSE	gfas1.m1.4117.m1
OG0007225	ODO2_MOUSE	gfas1.m1.5567.m1
OG0007226	UBR5_MOUSE	gfas1.m1.15940.m1
OG0007227	RF1ML_MOUSE	gfas1.m1.6809.m1
OG0007228	NOL8_MOUSE	gfas1.m1.15160.m1
OG0007229	MKKS_MOUSE	gfas1.m1.17046.m1
OG0007230	NALCN_MOUSE	gfas1.m1.9546.m1
OG0007231	GLOD4_MOUSE	gfas1.m1.8443.m1
OG0007232	AK1A1_MOUSE	gfas1.m1.4932.m1
OG0007233	RS16_MOUSE	gfas1.m1.1890.m1
OG0007234	PDE12_MOUSE	gfas1.m1.15492.m1
OG0007235	THOC2_MOUSE	gfas1.m1.3168.m1
OG0007236	RRP15_MOUSE	gfas1.m1.13165.m1
OG0007237	GRN_MOUSE	gfas1.m1.6195.m1
OG0007238	VMA22_MOUSE	gfas1.m1.2792.m1
OG0007239	RM43_MOUSE	gfas1.m1.872.m1
OG0007240	S35F5_MOUSE	gfas1.m1.23470.m1
OG0007241	DCTN2_MOUSE	gfas1.m1.15576.m1
OG0007243	TYW3_MOUSE	gfas1.m1.2934.m1
OG0007244	CSTP1_MOUSE	gfas1.m1.17401.m1
OG0007246	TRNT1_MOUSE	gfas1.m1.992.m1
OG0007248	OTC_MOUSE	gfas1.m1.18801.m1
OG0007249	TOM20_MOUSE	gfas1.m1.3701.m1
OG0007250	GET3_MOUSE	gfas1.m1.3962.m1
OG0007251	UBE2K_MOUSE	gfas1.m1.1828.m1
OG0007252	EFTU_MOUSE	gfas1.m1.5859.m1
OG0007253	RRAS2_MOUSE	gfas1.m1.9113.m1
OG0007254	UBE2T_MOUSE	gfas1.m1.2763.m1
OG0007255	NUDT7_MOUSE	gfas1.m1.6410.m1
OG0007256	DOK7_MOUSE	gfas1.m1.13251.m1
OG0007257	GAMT_MOUSE	gfas1.m1.7163.m1
OG0007258	DJC17_MOUSE	gfas1.m1.4129.m1
OG0007259	ARMC6_MOUSE	gfas1.m1.21017.m1
OG0007260	NAGS_MOUSE	gfas1.m1.9644.m1
OG0007261	THUM3_MOUSE	gfas1.m1.10195.m1
OG0007262	GUAA_MOUSE	gfas1.m1.143.m1
OG0007263	DCA11_MOUSE	gfas1.m1.2353.m1
OG0007264	UBE4B_MOUSE	gfas1.m1.8127.m1
OG0007265	CDV3_MOUSE	gfas1.m1.9439.m1
OG0007266	CHRC1_MOUSE	gfas1.m1.7139.m1
OG0007267	ITPK1_MOUSE	gfas1.m1.13783.m1
OG0007268	VATD_MOUSE	gfas1.m1.21641.m1
OG0007269	DDX59_MOUSE	gfas1.m1.14272.m1
OG0007270	C2CD3_MOUSE	gfas1.m1.15857.m1
OG0007271	IQAK1_MOUSE	gfas1.m1.2378.m1
OG0007272	SPN1_MOUSE	gfas1.m1.10529.m1
OG0007273	UBE3B_MOUSE	gfas1.m1.248.m1
OG0007274	EMRE_MOUSE	gfas1.m1.15774.m1
OG0007275	CFA91_MOUSE	gfas1.m1.7980.m1
OG0007276	DDX10_MOUSE	gfas1.m1.4832.m1
OG0007277	PCNP_MOUSE	gfas1.m1.6532.m1
OG0007278	EIF3M_MOUSE	gfas1.m1.15758.m1
OG0007279	HDDC2_MOUSE	gfas1.m1.18373.m1
OG0007280	STX8_MOUSE	gfas1.m1.16213.m1
OG0007282	HPBP1_MOUSE	gfas1.m1.8259.m1
OG0007283	PRS10_MOUSE	gfas1.m1.13724.m1
OG0007284	ASAH1_MOUSE	gfas1.m1.14207.m1
OG0007285	TCPH_MOUSE	gfas1.m1.563.m1
OG0007286	SLX9_MOUSE	gfas1.m1.1025.m1
OG0007287	VPS29_MOUSE	gfas1.m1.598.m1
OG0007288	PIGM_MOUSE	gfas1.m1.2345.m1
OG0007289	4ET_MOUSE	gfas1.m1.18321.m1
OG0007290	WDR70_MOUSE	gfas1.m1.4237.m1
OG0007291	EIF3I_MOUSE	gfas1.m1.256.m1
OG0007292	MRP7_MOUSE	gfas1.m1.3124.m1
OG0007293	XRCC5_MOUSE	gfas1.m1.20542.m1
OG0007294	IPO11_MOUSE	gfas1.m1.7628.m1
OG0007295	DESI2_MOUSE	gfas1.m1.16608.m1
OG0007296	F174A_MOUSE	gfas1.m1.15540.m1
OG0007297	CACL1_MOUSE	gfas1.m1.3395.m1
OG0007298	RPKL1_MOUSE	gfas1.m1.17984.m1
OG0007299	MEI4_MOUSE	gfas1.m1.21104.m1
OG0007300	SRF_MOUSE	gfas1.m1.8894.m1
OG0007301	RL24_MOUSE	gfas1.m1.18898.m1
OG0007302	ENKUR_MOUSE	gfas1.m1.7741.m1
OG0007303	S35B3_MOUSE	gfas1.m1.6486.m1
OG0007304	HPPD_MOUSE	gfas1.m1.5481.m1
OG0007305	DTWD2_MOUSE	gfas1.m1.13979.m1
OG0007306	APC4_MOUSE	gfas1.m1.7954.m1
OG0007307	ACSF2_MOUSE	gfas1.m1.6793.m1
OG0007308	HAP28_MOUSE	gfas1.m1.20572.m1
OG0007309	ZN706_MOUSE	gfas1.m1.7458.m1
OG0007310	DHSD_MOUSE	gfas1.m1.7472.m1
OG0007311	SUCB1_MOUSE	gfas1.m1.13867.m1
OG0007312	SPN90_MOUSE	gfas1.m1.6074.m1
OG0007313	GMPPA_MOUSE	gfas1.m1.2913.m1
OG0007314	RN185_MOUSE	gfas1.m1.16010.m1
OG0007315	SYYC_MOUSE	gfas1.m1.16258.m1
OG0007316	ARP6_MOUSE	gfas1.m1.4065.m1
OG0007317	CDC73_MOUSE	gfas1.m1.21443.m1
OG0007318	RPB1_MOUSE	gfas1.m1.707.m1
OG0007319	NDUS5_MOUSE	gfas1.m1.7030.m1
OG0007320	SPRY7_MOUSE	gfas1.m1.6351.m1
OG0007321	LPPRC_MOUSE	gfas1.m1.6026.m1
OG0007322	MEIOB_MOUSE	gfas1.m1.15555.m1
OG0007323	ZNT2_MOUSE	gfas1.m1.17235.m1
OG0007324	SCAP_MOUSE	gfas1.m1.6378.m1
OG0007326	CJ053_MOUSE	gfas1.m1.3077.m1
OG0007327	PGES2_MOUSE	gfas1.m1.3845.m1
OG0007328	RAD51_MOUSE	gfas1.m1.13488.m1
OG0007329	TRM61_MOUSE	gfas1.m1.14372.m1
OG0007330	CECR2_MOUSE	gfas1.m1.15665.m1
OG0007331	MPPE1_MOUSE	gfas1.m1.4368.m1
OG0007332	CL056_MOUSE	gfas1.m1.15678.m1
OG0007333	RNH2C_MOUSE	gfas1.m1.6691.m1
OG0007334	ODAD3_MOUSE	gfas1.m1.4670.m1
OG0007335	PA1B3_MOUSE	gfas1.m1.902.m1
OG0007337	PG2IP_MOUSE	gfas1.m1.10578.m1
OG0007338	CB068_MOUSE	gfas1.m1.13566.m1
OG0007339	DBR1_MOUSE	gfas1.m1.10255.m1
OG0007340	MFS11_MOUSE	gfas1.m1.17064.m1
OG0007341	NUP50_MOUSE	gfas1.m1.15144.m1
OG0007342	RIF1_MOUSE	gfas1.m1.4276.m1
OG0007343	CFA54_MOUSE	gfas1.m1.14617.m1
OG0007344	ADSSP_MOUSE	gfas1.m1.2481.m1
OG0007345	ORC5_MOUSE	gfas1.m1.5760.m1
OG0007346	BBOF1_MOUSE	gfas1.m1.8068.m1
OG0007347	MTMR9_MOUSE	gfas1.m1.15272.m1
OG0007348	KIF23_MOUSE	gfas1.m1.15878.m1
OG0007349	SOX_MOUSE	gfas1.m1.833.m1
OG0007350	PGPS1_MOUSE	gfas1.m1.13408.m1
OG0007351	MAP12_MOUSE	gfas1.m1.18116.m1
OG0007352	TDH_MOUSE	gfas1.m1.8052.m1
OG0007353	EFCB6_MOUSE	gfas1.m1.7940.m1
OG0007354	NCBP1_MOUSE	gfas1.m1.17448.m1
OG0007356	PXK_MOUSE	gfas1.m1.16086.m1
OG0007357	MK67I_MOUSE	gfas1.m1.23275.m1
OG0007358	ABCF2_MOUSE	gfas1.m1.5390.m1
OG0007359	EIF3F_MOUSE	gfas1.m1.21109.m1
OG0007360	ADAS_MOUSE	gfas1.m1.5700.m1
OG0007361	TDIF1_MOUSE	gfas1.m1.8446.m1
OG0007362	E2AK1_MOUSE	gfas1.m1.17740.m1
OG0007363	SPCS1_MOUSE	gfas1.m1.13337.m1
OG0007364	LHPL2_MOUSE	gfas1.m1.7238.m1
OG0007365	TM186_MOUSE	gfas1.m1.23079.m1
OG0007366	CCD18_MOUSE	gfas1.m1.17095.m1
OG0007368	SRP54_MOUSE	gfas1.m1.790.m1
OG0007370	FYB1_MOUSE	gfas1.m1.2536.m1
OG0007371	PYGO1_MOUSE	gfas1.m1.21304.m1
OG0007372	ASTER_MOUSE	gfas1.m1.4847.m1
OG0007373	THIL_MOUSE	gfas1.m1.18992.m1
OG0007374	CENPC_MOUSE	gfas1.m1.1950.m1
OG0007375	POMP_MOUSE	gfas1.m1.4540.m1
OG0007376	MED24_MOUSE	gfas1.m1.5339.m1
OG0007377	CLP1L_MOUSE	gfas1.m1.20629.m1
OG0007378	DYHC2_MOUSE	gfas1.m1.8176.m1
OG0007379	ANKS3_MOUSE	gfas1.m1.3443.m1
OG0007380	ATTY_MOUSE	gfas1.m1.348.m1
OG0007381	NDK8_MOUSE	gfas1.m1.14526.m1
OG0007382	CK016_MOUSE	gfas1.m1.1508.m1
OG0007383	LRC56_MOUSE	gfas1.m1.15771.m1
OG0007384	VPS39_MOUSE	gfas1.m1.6136.m1
OG0007385	ANMY1_MOUSE	gfas1.m1.714.m1
OG0007386	IAH1_MOUSE	gfas1.m1.9473.m1
OG0007387	HIRA_MOUSE	gfas1.m1.224.m1
OG0007388	S67A2_MOUSE	gfas1.m1.13742.m1
OG0007389	EIF3K_MOUSE	gfas1.m1.1023.m1
OG0007390	ECHD1_MOUSE	gfas1.m1.17044.m1
OG0007391	PT100_MOUSE	gfas1.m1.18682.m1
OG0007392	DIC_MOUSE	gfas1.m1.22625.m1
OG0007393	HVCN1_MOUSE	gfas1.m1.8298.m1
OG0007394	M3K1_MOUSE	gfas1.m1.3818.m1
OG0007395	BIRC5_MOUSE	gfas1.m1.8204.m1
OG0007396	TBD_MOUSE	gfas1.m1.2488.m1
OG0007397	K2013_MOUSE	gfas1.m1.6729.m1
OG0007398	NSMF_MOUSE	gfas1.m1.20186.m1
OG0007399	MEST_MOUSE	gfas1.m1.13904.m1
OG0007400	HGD_MOUSE	gfas1.m1.2567.m1
OG0007401	STIMA_MOUSE	gfas1.m1.4207.m1
OG0007402	CCD22_MOUSE	gfas1.m1.8592.m1
OG0007403	PYM1_MOUSE	gfas1.m1.6776.m1
OG0007404	SANBR_MOUSE	gfas1.m1.1073.m1
OG0007406	EXD1_MOUSE	gfas1.m1.13226.m1
OG0007407	NDUAD_MOUSE	gfas1.m1.18854.m1
OG0007408	NUDC1_MOUSE	gfas1.m1.14287.m1
OG0007409	SENP8_MOUSE	gfas1.m1.3350.m1
OG0007410	PHYD1_MOUSE	gfas1.m1.4429.m1
OG0007411	TM234_MOUSE	gfas1.m1.23203.m1
OG0007412	RT09_MOUSE	gfas1.m1.18839.m1
OG0007413	RL37A_MOUSE	gfas1.m1.986.m1
OG0007414	MCM5_MOUSE	gfas1.m1.498.m1
OG0007415	FKB15_MOUSE	gfas1.m1.18447.m1
OG0007416	HTSF1_MOUSE	gfas1.m1.13727.m1
OG0007417	VSX2_MOUSE	gfas1.m1.2160.m1
OG0007418	S35B1_MOUSE	gfas1.m1.23263.m1
OG0007419	RBFA_MOUSE	gfas1.m1.15708.m1
OG0007420	SSNA1_MOUSE	gfas1.m1.3093.m1
OG0007421	RT4I1_MOUSE	gfas1.m1.9574.m1
OG0007423	RRP12_MOUSE	gfas1.m1.2406.m1
OG0007424	METL2_MOUSE	gfas1.m1.23266.m1
OG0007425	ZFPL1_MOUSE	gfas1.m1.491.m1
OG0007426	TICRR_MOUSE	gfas1.m1.4882.m1
OG0007427	LMBR1_MOUSE	gfas1.m1.14909.m1
OG0007429	TPGS2_MOUSE	gfas1.m1.7172.m1
OG0007431	KLF5_MOUSE	gfas1.m1.18879.m1
OG0007432	TPIS_MOUSE	gfas1.m1.22300.m1
OG0007433	PUR8_MOUSE	gfas1.m1.17521.m1
OG0007434	CFA52_MOUSE	gfas1.m1.17049.m1
OG0007435	MEIG1_MOUSE	gfas1.m1.7513.m1
OG0007436	S12A8_MOUSE	gfas1.m1.16705.m1
