Orthogroup	Mmus	Nvec
OG0002583	UTP15_MOUSE	NV2t024219003.1, NV2t024219004.1, NV2t024219001.1, NV2t024219002.1
OG0002584	YIPF5_MOUSE, YIPF7_MOUSE	NV2t003171001.1, NV2t001921001.1
OG0002585	TDRD7_MOUSE	NV2t005946002.1, NV2t005946003.1, NV2t005946001.1, NV2t005946004.1
OG0002586	PWP3A_MOUSE, PWP3B_MOUSE	NV2t024084001.1
OG0002587	ENSA_MOUSE, ARP19_MOUSE	NV2t023777001.1, NV2t023777002.1
OG0002588	CC14A_MOUSE, CC14B_MOUSE	NV2t000181001.1
OG0002590	NSMA_MOUSE	NV2t010548001.1, NV2t014404001.1, NV2t014404002.1, NV2t014404003.1
OG0002591	P4R3A_MOUSE, P4R3B_MOUSE	NV2t019750001.1, NV2t019750003.1
OG0002592	I23O2_MOUSE, I23O1_MOUSE	NV2t007898001.1, NV2t007898002.1
OG0002593	RN103_MOUSE	NV2t017867001.1, NV2t017867002.1, NV2t017867003.1, NV2t017867004.1
OG0002595	INT7_MOUSE	NV2t019297001.1, NV2t019388001.1, NV2t019388002.1, NV2t019388003.1
OG0002596	SYVM_MOUSE, SYVC_MOUSE	NV2t025616001.1, NV2t025616002.1
OG0002597	DPH2_MOUSE	NV2t014927001.1, NV2t014927002.1, NV2t014927003.1, NV2t014927004.1
OG0002598	RUFY4_MOUSE, FYCO1_MOUSE	NV2t012992001.1, NV2t012992002.1
OG0002600	ABCG1_MOUSE, ABCG4_MOUSE	NV2t022283001.1, NV2t022283002.1
OG0002601	CATA_MOUSE	NV2t009516004.1, NV2t009516001.1, NV2t009516003.1
OG0002602	ZC11A_MOUSE	NV2t019035001.1
OG0002603	RSBN1_MOUSE	NV2t002630001.1, NV2t002630002.1, NV2t002630003.1
OG0002604	TTLL4_MOUSE	NV2t012822003.1, NV2t012822002.1, NV2t012822001.1, NV2t012822004.1
OG0002605	ABRX2_MOUSE, ABRX1_MOUSE	NV2t018492001.1, NV2t018492002.1
OG0002606	ARI3C_MOUSE	NV2t023307002.1, NV2t023307003.1, NV2t023307001.1, NV2t023307004.1
OG0002607	RPN2_MOUSE	NV2t006368003.1, NV2t006368004.1, NV2t006368001.1, NV2t006368002.1
OG0002608	MRM2_MOUSE	NV2t019408002.1, NV2t019408001.1, NV2t019408003.1, NV2t019408004.1
OG0002609	N42L2_MOUSE, N42L1_MOUSE	NV2t003258001.1
OG0002610	MCM7_MOUSE	NV2t022694003.1, NV2t022694001.1, NV2t022694002.1, NV2t022694004.1
OG0002616	CIAO1_MOUSE	NV2t025430004.1, NV2t025430005.1, NV2t025430001.1, NV2t025430003.1, NV2t025430002.1
OG0002631	ITA3_MOUSE, ITA6_MOUSE, ITA7_MOUSE	NV2t011909001.1
OG0002634	TM102_MOUSE, M21D2_MOUSE	NV2t009647001.1, NV2t010350001.1, NV2t010350002.1
OG0002636	MIRO1_MOUSE, MIRO2_MOUSE	NV2t007702003.1, NV2t007702004.1, NV2t007702002.1
OG0002638	NACAM_MOUSE, NACA_MOUSE	NV2t011252001.1
OG0002640	RHOB_MOUSE, RHOC_MOUSE, RHOA_MOUSE	NV2t001709001.1
OG0002642	SFRP2_MOUSE, SFRP5_MOUSE, SFRP1_MOUSE	NV2t014654001.1
OG0002649	U2AFM_MOUSE, U2AFL_MOUSE	NV2t022276001.1, NV2t022276002.1, NV2t022276003.1
OG0002650	ZBTB3_MOUSE, ZBT18_MOUSE, ZBT42_MOUSE	NV2t008626001.1
OG0002677	NETR_MOUSE	NV2t017200001.1, NV2t017199001.1, NV2t024546001.1
OG0002678	XBP1_MOUSE	NV2t017242001.1
OG0002679	EDIL3_MOUSE, MFGM_MOUSE	NV2t001006001.1
OG0002680	BSPH2_MOUSE, BSPH1_MOUSE	NV2t024359001.1, NV2t024359002.1
OG0002681	DYH12_MOUSE	NV2t003693001.1, NV2t003692001.1
OG0002682	DYH17_MOUSE	NV2t007016001.1
OG0002683	DYH3_MOUSE	NV2t003517001.1, NV2t007297001.1
OG0002684	CD63_MOUSE	NV2t012439001.1, NV2t012439002.1, NV2t012439003.1
OG0002687	WNT3_MOUSE, WNT3A_MOUSE	NV2t012463001.1
OG0002688	DYRK2_MOUSE, DYRK3_MOUSE	NV2t002265001.1
OG0002689	ACTZ_MOUSE, ACTY_MOUSE	NV2t018814001.1
OG0002692	ATS12_MOUSE, ATS7_MOUSE	NV2t024253001.1
OG0002693	AT8A1_MOUSE, AT8A2_MOUSE	NV2t002753003.1
OG0002694	FOXL1_MOUSE	NV2t007345001.1, NV2t030003001.1
OG0002695	FOXC1_MOUSE, FOXC2_MOUSE	NV2t030002001.1
OG0002696	TBX2_MOUSE, TBX3_MOUSE	NV2t016221002.1
OG0002697	TBX5_MOUSE, TBX4_MOUSE	NV2t016222001.1, NV2t016222002.1
OG0002698	CCND1_MOUSE, CCND2_MOUSE	NV2t010401001.1
OG0002699	CCNB3_MOUSE	NV2t022531001.1, NV2t022531003.1, NV2t022531002.1
OG0002700	GALT2_MOUSE	NV2t020739001.1, NV2t020739002.1
OG0002701	GLT11_MOUSE, GLTL5_MOUSE	NV2t011084001.1
OG0002702	SOX21_MOUSE, SOX14_MOUSE	NV2t021749001.1
OG0002703	TFPI1_MOUSE	NV2t016216001.1
OG0002704	HSP7C_MOUSE	NV2t012640001.1, NV2t012885001.1
OG0002705	DRGX_MOUSE	NV2t008029001.1, NV2t008029002.1
OG0002706	FLI1_MOUSE, ERG_MOUSE	NV2t022508001.1
OG0002707	DMTA2_MOUSE, DMRTA_MOUSE	NV2t001086001.1
OG0002709	MYO1E_MOUSE, MYO1F_MOUSE	NV2t022890001.1
OG0002710	MYO1C_MOUSE, MYO1H_MOUSE	NV2t016975001.1
OG0002711	IMA4_MOUSE, IMA3_MOUSE	NV2t021174001.1
OG0002712	NANOG_MOUSE	NV2t011804001.1
OG0002713	1433E_MOUSE	NV2t017004001.1
OG0002714	MS3L2_MOUSE, MS3L1_MOUSE	NV2t003587001.1
OG0002715	ERAP1_MOUSE	NV2t015546001.1
OG0002716	ANO4_MOUSE, ANO3_MOUSE	NV2t009919001.1
OG0002717	NCKX2_MOUSE, NCKX1_MOUSE	NV2t023861001.1
OG0002718	PRDM9_MOUSE	NV2t025726001.1
OG0002719	MPP2_MOUSE, PALS2_MOUSE	NV2t012652001.1
OG0002721	KLHL3_MOUSE, KLHL2_MOUSE	NV2t014608001.1
OG0002722	KIF3C_MOUSE, KIF3B_MOUSE	NV2t013511001.1
OG0002723	KPSH1_MOUSE	NV2t004804001.1, NV2t004804002.1
OG0002724	KCRM_MOUSE, KCRB_MOUSE	NV2t001961001.1
OG0002725	ARF5_MOUSE, ARF4_MOUSE	NV2t000792002.1
OG0002726	ARF1_MOUSE, ARF2_MOUSE, ARF3_MOUSE	NV2t011925001.1
OG0002727	VAMP4_MOUSE, VAMP5_MOUSE	NV2t003729001.1
OG0002728	CD109_MOUSE	NV2t023810001.1
OG0002729	TES_MOUSE	NV2t003467001.1, NV2t003467002.1, NV2t003469001.1
OG0002730	DOCK3_MOUSE, DOCK4_MOUSE	NV2t002631001.1
OG0002731	PPR3C_MOUSE, PPR3B_MOUSE	NV2t019163001.1
OG0002732	CR3L3_MOUSE, CR3L4_MOUSE	NV2t023891001.1
OG0002733	STK10_MOUSE, SLK_MOUSE	NV2t018951001.1
OG0002734	PP2AB_MOUSE, PP2AA_MOUSE	NV2t009563001.1
OG0002735	CDK3_MOUSE, CDK2_MOUSE	NV2t013008001.1
OG0002736	EGFL8_MOUSE, EGFL7_MOUSE	NV2t025171001.1, NV2t025171002.1
OG0002737	RAB31_MOUSE, RB22A_MOUSE	NV2t004479001.1
OG0002738	VW5B2_MOUSE, VW5B1_MOUSE	NV2t015230001.1
OG0002739	ING4_MOUSE, ING5_MOUSE	NV2t015242001.1
OG0002740	HCLS1_MOUSE, SRC8_MOUSE	NV2t009977002.1
OG0002741	BMAL1_MOUSE, BMAL2_MOUSE	NV2t018659001.1
OG0002742	OSBP1_MOUSE, OSBP2_MOUSE	NV2t015612001.1
OG0002743	KCY_MOUSE	NV2t001818001.1, NV2t001818002.1
OG0002744	HOIL1_MOUSE, SHRPN_MOUSE	NV2t004723001.1
OG0002745	REXO1_MOUSE	NV2t001869001.1, NV2t001869002.1
OG0002746	KCNKD_MOUSE	NV2t021014001.1, NV2t018425001.1
OG0002747	L2GL1_MOUSE, L2GL2_MOUSE	NV2t009238003.1
OG0002748	SET1B_MOUSE, SET1A_MOUSE	NV2t016085001.1
OG0002749	SIX2_MOUSE, SIX1_MOUSE	NV2t011090001.1
OG0002750	SIX3_MOUSE, SIX6_MOUSE	NV2t012726001.1
OG0002752	LORF2_MOUSE	NV2t025369001.1, NV2t022146001.1, NV2t024441001.1
OG0002753	SCRT1_MOUSE, SCRT2_MOUSE	NV2t004494001.1
OG0002754	SNAI1_MOUSE	NV2t015216001.1, NV2t000472001.1, NV2t011657001.1
OG0002755	ASB1_MOUSE, ASB12_MOUSE	NV2t021568001.1
OG0002756	STT3B_MOUSE	NV2t011795001.1, NV2t011795002.1, NV2t011795003.1
OG0002757	SIK2_MOUSE, SIK1_MOUSE	NV2t021168001.1
OG0002758	RAB38_MOUSE, RAB32_MOUSE	NV2t006095001.1
OG0002759	COPT2_MOUSE	NV2t025442001.1, NV2t025442002.1, NV2t025063001.1
OG0002760	SFXN3_MOUSE, SFXN1_MOUSE	NV2t018793001.1
OG0002761	RT30_MOUSE	NV2t023919001.1, NV2t023919002.1, NV2t023915001.1
OG0002762	CHP2_MOUSE, CHP1_MOUSE	NV2t021132001.1
OG0002765	PIWL4_MOUSE, PIWL1_MOUSE	NV2t016321001.1
OG0002766	GBRL1_MOUSE, GBRAP_MOUSE	NV2t013455001.1
OG0002767	XRRA1_MOUSE	NV2t021186001.1
OG0002768	DCR1B_MOUSE	NV2t004870001.1, NV2t004870002.1, NV2t004870003.1
OG0002769	CCNG1_MOUSE, CCNG2_MOUSE	NV2t003242001.1
OG0002770	CDKL1_MOUSE, CDKL4_MOUSE	NV2t012148001.1
OG0002771	IMP2L_MOUSE	NV2t001523001.1, NV2t001543001.1, NV2t001543002.1, NV2t001543003.1
OG0002772	IDHG2_MOUSE, IDHG1_MOUSE	NV2t002742001.1, NV2t002742002.1
OG0002773	SYN1_MOUSE, SYN2_MOUSE	NV2t002778001.1
OG0002774	CKS1_MOUSE	NV2t024072001.1, NV2t024072002.1, NV2t023726001.1
OG0002776	S2548_MOUSE, S2545_MOUSE	NV2t019526001.1
OG0002777	HDAC1_MOUSE, HDAC2_MOUSE	NV2t016294001.1
OG0002778	ZN219_MOUSE, ZBT8A_MOUSE	NV2t008939001.1, NV2t013923001.1
OG0002779	SLX4_MOUSE	NV2t002987002.1, NV2t002987003.1, NV2t002987001.1
OG0002780	CABL2_MOUSE, CABL1_MOUSE	NV2t015985001.1
OG0002782	RCBT2_MOUSE, RCBT1_MOUSE	NV2t021270001.1
OG0002783	EPDR1_MOUSE	NV2t019645001.1, NV2t019646001.1, NV2t019646002.1
OG0002784	TPST1_MOUSE, TPST2_MOUSE	NV2t025612001.1
OG0002785	RRN3_MOUSE	NV2t007035001.1
OG0002786	CG057_MOUSE	NV2t011561001.1, NV2t011561002.1, NV2t011562001.1
OG0002787	FANK1_MOUSE	NV2t018043001.1, NV2t014678001.1
OG0002788	BACE2_MOUSE, BACE1_MOUSE	NV2t022331001.1
OG0002789	USH1G_MOUSE, ANS4B_MOUSE	NV2t006856001.1
OG0002790	ATE1_MOUSE	NV2t008674001.1, NV2t008674002.1, NV2t008674003.1
OG0002791	COPA_MOUSE	NV2t010085002.1, NV2t010085001.1, NV2t010085003.1
OG0002792	HTR5A_MOUSE, HTR5B_MOUSE	NV2t020772001.1
OG0002793	SNX7_MOUSE, SNX30_MOUSE	NV2t000655001.1
OG0002794	DEP1B_MOUSE, DEP1A_MOUSE	NV2t002055001.1
OG0002795	DCOR_MOUSE	NV2t015563002.1, NV2t015563001.1, NV2t015563003.1
OG0002796	VATA_MOUSE	NV2t021853003.1, NV2t021853001.1, NV2t021853002.1
OG0002797	RIPP2_MOUSE, RIPP1_MOUSE	NV2t008324001.1
OG0002798	TOP1_MOUSE, TOP1M_MOUSE	NV2t005390001.1
OG0002799	ANM8_MOUSE, ANM1_MOUSE	NV2t018507001.1
OG0002800	WASC4_MOUSE	NV2t001390001.1, NV2t001390002.1, NV2t001390003.1
OG0002801	EEPD1_MOUSE	NV2t004045001.1, NV2t004045002.1
OG0002802	NCK1_MOUSE, NCK2_MOUSE	NV2t021865001.1
OG0002803	C2D1B_MOUSE, C2D1A_MOUSE	NV2t016969001.1
OG0002804	SCAF4_MOUSE, SCAF8_MOUSE	NV2t008722001.1
OG0002805	DTD1_MOUSE	NV2t011602001.1, NV2t011602002.1, NV2t011602003.1
OG0002806	ATF5_MOUSE, ATF4_MOUSE	NV2t007614001.1
OG0002807	EXOS2_MOUSE	NV2t025745002.1, NV2t025745003.1, NV2t025745004.1
OG0002808	DEN10_MOUSE	NV2t017415001.1, NV2t017427001.1
OG0002809	YTDC1_MOUSE	NV2t001727003.1, NV2t001727001.1, NV2t001727002.1
OG0002810	RASF5_MOUSE, RASF1_MOUSE	NV2t003117001.1
OG0002811	SMAG2_MOUSE, SMAG1_MOUSE	NV2t020356001.1
OG0002814	MYBPP_MOUSE	NV2t015299001.1, NV2t015299002.1, NV2t015299003.1
OG0002815	HYCC2_MOUSE, HYCCI_MOUSE	NV2t012043001.1
OG0002817	DLGP5_MOUSE	NV2t017090003.1, NV2t017090001.1, NV2t017090002.1
OG0002818	RTKN_MOUSE, RTKN2_MOUSE	NV2t017342001.1
OG0002821	CP141_MOUSE	NV2t023450001.1, NV2t011880001.1
OG0002822	TUTLA_MOUSE, TUTLB_MOUSE	NV2t021328001.1
OG0002823	VKOR1_MOUSE	NV2t010830001.1, NV2t015409001.1
OG0002824	PIGO_MOUSE	NV2t023618002.1, NV2t023618004.1, NV2t023618003.1
OG0002825	CCHCR_MOUSE	NV2t016679001.1, NV2t016675001.1, NV2t016679002.1
OG0002827	ZMIZ2_MOUSE, ZMIZ1_MOUSE	NV2t010330001.1
OG0002828	TAF7_MOUSE, TAF7L_MOUSE	NV2t003209001.1
OG0002829	CAYP2_MOUSE	NV2t009916001.1, NV2t009916002.1, NV2t009916003.1
OG0002831	OSB10_MOUSE, OSB11_MOUSE	NV2t014421001.1
OG0002832	TTL_MOUSE	NV2t020912002.1, NV2t020912003.1, NV2t020912001.1
OG0002833	TWST2_MOUSE, TWST1_MOUSE	NV2t010864001.1
OG0002834	UBP13_MOUSE, UBP5_MOUSE	NV2t014747001.1
OG0002835	LYSM2_MOUSE, LYSM1_MOUSE	NV2t014560001.1
OG0002836	MPU1_MOUSE	NV2t022441001.1, NV2t022441002.1
OG0002837	CCZ1_MOUSE	NV2t007094001.1
OG0002838	MBD3_MOUSE, MBD2_MOUSE	NV2t023685001.1
OG0002839	NTPCR_MOUSE	NV2t011107001.1, NV2t011107002.1, NV2t011107003.1
OG0002840	ACBG1_MOUSE, ACBG2_MOUSE	NV2t023849001.1
OG0002841	FBX40_MOUSE, FBX30_MOUSE	NV2t013926001.1
OG0002842	TM177_MOUSE	NV2t014381001.1, NV2t014380001.1
OG0002843	RPA1_MOUSE	NV2t001725001.1
OG0002845	LMLN_MOUSE	NV2t000118001.1, NV2t012712001.1
OG0002846	TM1L2_MOUSE, TOM1_MOUSE	NV2t007349001.1
OG0002847	PHF24_MOUSE	NV2t000670001.1, NV2t000933001.1
OG0002848	FA98B_MOUSE, FA98A_MOUSE	NV2t019670001.1
OG0002849	NOL9_MOUSE	NV2t002199001.1, NV2t002199002.1
OG0002850	DC1I1_MOUSE, DC1I2_MOUSE	NV2t011651001.1
OG0002851	CUL4A_MOUSE, CUL4B_MOUSE	NV2t022168001.1
OG0002852	RNF24_MOUSE, RN122_MOUSE	NV2t018036001.1
OG0002853	RM04_MOUSE	NV2t020355003.1, NV2t020355002.1, NV2t020355001.1
OG0002854	PGK1_MOUSE, PGK2_MOUSE	NV2t002539001.1
OG0002855	SIL1_MOUSE	NV2t018714002.1, NV2t018714001.1, NV2t018714003.1
OG0002856	HM20A_MOUSE	NV2t013643001.1, NV2t025170001.1
OG0002857	RBM26_MOUSE, RBM27_MOUSE	NV2t003115001.1
OG0002858	GDIR2_MOUSE, GDIR1_MOUSE	NV2t007717001.1
OG0002859	PK2L1_MOUSE, PKD2_MOUSE	NV2t002930001.1
OG0002860	ZDHC5_MOUSE, ZDHC8_MOUSE	NV2t015435001.1
OG0002861	PDS5A_MOUSE, PDS5B_MOUSE	NV2t003340001.1
OG0002862	CAP1_MOUSE, CAP2_MOUSE	NV2t006248002.1
OG0002865	SMAP2_MOUSE, SMAP1_MOUSE	NV2t015351001.1
OG0002866	RPC3_MOUSE	NV2t023503001.1, NV2t023503002.1, NV2t023508001.1
OG0002867	SNX3_MOUSE, SNX12_MOUSE	NV2t009039001.1
OG0002868	GUCD1_MOUSE	NV2t016467001.1, NV2t016460001.1, NV2t016460002.1
OG0002869	VILI_MOUSE, AVIL_MOUSE	NV2t003597001.1
OG0002870	G6PC1_MOUSE, G6PC2_MOUSE	NV2t019593001.1
OG0002871	P2R3D_MOUSE	NV2t022258001.1, NV2t022258003.1, NV2t022258002.1
OG0002872	KITH_MOUSE	NV2t007472001.1, NV2t007472002.1, NV2t007472003.1
OG0002873	TM216_MOUSE, TMM80_MOUSE	NV2t003050002.1
OG0002874	MABP1_MOUSE, WDR62_MOUSE	NV2t020346001.1
OG0002875	TV23B_MOUSE	NV2t007547001.1, NV2t007547002.1
OG0002876	GCP3_MOUSE	NV2t021842001.1, NV2t021842002.1, NV2t021842003.1
OG0002877	LETM1_MOUSE	NV2t019046001.1, NV2t019046002.1, NV2t019046003.1
OG0002878	MCFD2_MOUSE	NV2t019878001.1
OG0002880	RS27L_MOUSE, RS27_MOUSE	NV2t014167001.1
OG0002881	CE034_MOUSE	NV2t021819001.1, NV2t021790001.1, NV2t021818001.1
OG0002882	LMAN2_MOUSE	NV2t018877002.1, NV2t018881001.1, NV2t018881002.1
OG0002883	GIT1_MOUSE, GIT2_MOUSE	NV2t015592001.1
OG0002884	CMTD1_MOUSE	NV2t003915001.1, NV2t019126001.1
OG0002885	ATP5S_MOUSE	NV2t019422002.1, NV2t019417001.1, NV2t019417002.1
OG0002886	NOM1_MOUSE	NV2t011055001.1, NV2t011055002.1, NV2t011055003.1
OG0002887	COQ8B_MOUSE, COQ8A_MOUSE	NV2t019321002.1
OG0002888	TCPZ_MOUSE, TCPW_MOUSE	NV2t016599001.1
OG0002889	ACL6A_MOUSE, ACL6B_MOUSE	NV2t014769001.1
OG0002890	LARP6_MOUSE	NV2t023310001.1, NV2t023310003.1, NV2t023310002.1
OG0002893	P20D2_MOUSE	NV2t005160002.1, NV2t005376001.1
OG0002894	C102A_MOUSE	NV2t004363001.1, NV2t004363002.1
OG0002895	RAB2B_MOUSE, RAB2A_MOUSE	NV2t004212001.1
OG0002896	PTK7_MOUSE	NV2t020268001.1
OG0002897	RRAGC_MOUSE, RRAGD_MOUSE	NV2t006356001.1
OG0002898	SFI1_MOUSE	NV2t018295001.1, NV2t018295002.1
OG0002899	VATB2_MOUSE, VATB1_MOUSE	NV2t017639001.1
OG0002900	BCR_MOUSE, ABR_MOUSE	NV2t016515001.1
OG0002901	SP17_MOUSE	NV2t021428001.1, NV2t022110001.1
OG0002902	SPT20_MOUSE	NV2t006857002.1, NV2t006857001.1, NV2t006857003.1
OG0002903	UBE2A_MOUSE, UBE2B_MOUSE	NV2t002580001.1
OG0002904	ODPB_MOUSE	NV2t001997001.1, NV2t001997002.1
OG0002905	AP3B2_MOUSE, AP3B1_MOUSE	NV2t022855001.1
OG0002906	CKAP2_MOUSE, CKP2L_MOUSE	NV2t002557001.1
OG0002907	T185A_MOUSE, T185B_MOUSE	NV2t002588001.1
OG0002908	SEPT3_MOUSE, SEPT9_MOUSE	NV2t007063001.1
OG0002909	GPN3_MOUSE	NV2t017077003.1, NV2t017077004.1, NV2t017077005.1
OG0002910	S35A2_MOUSE	NV2t001456001.1, NV2t000171001.1
OG0002911	G3P_MOUSE, G3PT_MOUSE	NV2t013531001.1
OG0002912	HPS5_MOUSE	NV2t018021001.1, NV2t018021003.1, NV2t018021002.1
OG0002913	DXO_MOUSE	NV2t007918001.1, NV2t007919001.1, NV2t007920001.1
OG0002914	RMD5A_MOUSE, RMD5B_MOUSE	NV2t018218001.1
OG0002915	KAT7_MOUSE	NV2t021205001.1, NV2t021205002.1, NV2t021205003.1
OG0002917	NUDT6_MOUSE	NV2t003529001.1, NV2t003529002.1, NV2t003529003.1
OG0002919	CF97D_MOUSE, C97D2_MOUSE	NV2t022481001.1
OG0002920	COQ3_MOUSE	NV2t009259003.1, NV2t009259001.1, NV2t009259002.1
OG0002921	FDXA1_MOUSE	NV2t002529001.1, NV2t002529002.1
OG0002922	LCA5L_MOUSE, LCA5_MOUSE	NV2t009403001.1
OG0002923	BAP29_MOUSE, BAP31_MOUSE	NV2t000468001.1
OG0002924	CE112_MOUSE	NV2t008173001.1, NV2t008173002.1
OG0002927	RNF8_MOUSE	NV2t020509003.1, NV2t020509001.1, NV2t020509002.1
OG0002928	DHX15_MOUSE	NV2t018666001.1, NV2t018666002.1, NV2t018666003.1
OG0002930	UBTD1_MOUSE, UBTD2_MOUSE	NV2t017979001.1
OG0002931	CB069_MOUSE	NV2t010618002.1, NV2t010618001.1, NV2t010618003.1
OG0002933	SFT2B_MOUSE, SFT2A_MOUSE	NV2t008582001.1
OG0002934	ACINU_MOUSE	NV2t004459003.1, NV2t004459001.1, NV2t004459002.1
OG0002936	VNN1_MOUSE, VNN3_MOUSE	NV2t015402001.1
OG0002937	GOPC_MOUSE	NV2t008343004.1, NV2t008343006.1, NV2t008343005.1
OG0002941	ZZEF1_MOUSE	NV2t006965001.1
OG0002942	TACAN_MOUSE, T120B_MOUSE	NV2t017265001.1
OG0002944	RPB3_MOUSE	NV2t005310001.1, NV2t005310002.1, NV2t005310003.1
OG0002945	S35D2_MOUSE, S35D1_MOUSE	NV2t000337001.1
OG0002946	RWD2A_MOUSE, RWD2B_MOUSE	NV2t025280001.1
OG0002947	TRAF7_MOUSE	NV2t007002001.1, NV2t007002003.1, NV2t007002004.1
OG0002949	BOLL_MOUSE	NV2t018156001.1, NV2t001767001.1, NV2t001767002.1
OG0002952	TOP3A_MOUSE	NV2t007514001.1, NV2t007514002.1
OG0002953	ARFP2_MOUSE	NV2t003484003.1, NV2t003484001.1, NV2t003484002.1
OG0002955	ATP7B_MOUSE, ATP7A_MOUSE	NV2t002902001.1
OG0002956	FBLL1_MOUSE, FBRL_MOUSE	NV2t022514001.1
OG0002957	TOP2B_MOUSE, TOP2A_MOUSE	NV2t011546001.1
OG0002958	OPLA_MOUSE	NV2t005264001.1
OG0002959	DOP1B_MOUSE, DOP1A_MOUSE	NV2t009029001.1
OG0002960	RGPA2_MOUSE, RGPA1_MOUSE	NV2t020300001.1
OG0002962	CXXC1_MOUSE	NV2t002196003.1, NV2t002196002.1, NV2t002196001.1
OG0002964	SAC2_MOUSE	NV2t019042001.1, NV2t019042002.1, NV2t019042003.1
OG0002965	TTC36_MOUSE	NV2t014457001.1, NV2t014457002.1
OG0002968	ICE2_MOUSE	NV2t011693002.1, NV2t011693004.1, NV2t011693003.1
OG0002970	P3C2A_MOUSE	NV2t004674001.1, NV2t004674002.1
OG0002971	GOGA3_MOUSE	NV2t017081001.1, NV2t017081002.1, NV2t017081003.1
OG0002973	VANG2_MOUSE, VANG1_MOUSE	NV2t022604001.1
OG0002974	CUED1_MOUSE	NV2t016961001.1, NV2t016961002.1, NV2t016961003.1
OG0002976	FHI1B_MOUSE, FHI1A_MOUSE	NV2t002721001.1
OG0002978	AMFR_MOUSE	NV2t005085001.1, NV2t005085002.1, NV2t005085003.1
OG0002979	MPIP1_MOUSE, MPIP2_MOUSE	NV2t017367001.1
OG0002980	TTBK2_MOUSE, TTBK1_MOUSE	NV2t020086001.1
OG0002981	NBEL2_MOUSE	NV2t025957001.1, NV2t011150001.1
OG0002983	CHFR_MOUSE	NV2t016219001.1, NV2t016219002.1, NV2t016219003.1
OG0002985	RBPMS_MOUSE, RBPS2_MOUSE	NV2t014860001.1
OG0002986	PKHB1_MOUSE, PKHB2_MOUSE	NV2t019522001.1
OG0002988	NAA15_MOUSE, NAA16_MOUSE	NV2t003926001.1
OG0002989	KTBL1_MOUSE	NV2t019881001.1, NV2t019881002.1
OG0002990	SPEF1_MOUSE	NV2t005583003.1, NV2t005583001.1, NV2t005583002.1
OG0002991	CYTIP_MOUSE, GRASP_MOUSE	NV2t012046001.1
OG0002992	PIMT_MOUSE	NV2t012898002.1, NV2t016804001.1
OG0002993	PSB10_MOUSE, PSB7_MOUSE	NV2t025700001.1
OG0002994	PR40B_MOUSE, PR40A_MOUSE	NV2t009550001.1
OG0002997	RL10L_MOUSE, RL10_MOUSE	NV2t007077001.1
OG0002998	ZC3H8_MOUSE, ZC3H6_MOUSE	NV2t014768001.1
OG0002999	GSK3A_MOUSE, GSK3B_MOUSE	NV2t021615001.1
OG0003001	BOK_MOUSE	NV2t025218001.1, NV2t024727001.1
OG0003002	RU2B_MOUSE, SNRPA_MOUSE	NV2t014328002.1
OG0003003	GYS1_MOUSE, GYS2_MOUSE	NV2t019016001.1
OG0003004	M2GD_MOUSE	NV2t024195001.1, NV2t024194001.1, NV2t024194002.1
OG0003005	UBN1_MOUSE, UBN2_MOUSE	NV2t003727001.1
OG0003006	GCN1_MOUSE	NV2t015815001.1, NV2t015816001.1
OG0003008	NXP20_MOUSE, F1142_MOUSE	NV2t003231001.1
OG0003010	STOX2_MOUSE, STOX1_MOUSE	NV2t002925001.1
OG0003011	AHSA2_MOUSE, AHSA1_MOUSE	NV2t019736001.1
OG0003012	EIF1B_MOUSE, EIF1_MOUSE	NV2t010746001.1
OG0003013	P5CS_MOUSE	NV2t017433001.1, NV2t017433003.1, NV2t017433004.1
OG0003014	RNF26_MOUSE	NV2t025448001.1
OG0003015	CC157_MOUSE	NV2t017284001.1, NV2t017284002.1, NV2t017284003.1
OG0003016	CRKL_MOUSE, CRK_MOUSE	NV2t013426001.1
OG0003018	CASP7_MOUSE, CASP3_MOUSE	NV2t013850001.1
OG0003020	SCP2_MOUSE	NV2t020318001.1, NV2t002060001.1
OG0003021	PARVA_MOUSE, PARVB_MOUSE	NV2t009764001.1
OG0003022	TBE_MOUSE	NV2t006198003.1, NV2t006198001.1, NV2t006198002.1
OG0003024	GRD2I_MOUSE	NV2t007066001.1, NV2t007068001.1
OG0003025	CALX_MOUSE, CLGN_MOUSE	NV2t003419001.1
OG0003026	HMCS1_MOUSE, HMCS2_MOUSE	NV2t001103001.1
OG0003027	MTEF4_MOUSE, MTEF3_MOUSE	NV2t023467001.1
OG0003028	AL7A1_MOUSE	NV2t024295001.1, NV2t024295002.1, NV2t024295003.1
OG0003029	SMG1_MOUSE	NV2t007243001.1, NV2t007243002.1
OG0003030	PP2D1_MOUSE	NV2t015803001.1, NV2t011661001.1
OG0003033	FCSD1_MOUSE, FCSD2_MOUSE	NV2t002841001.1
OG0003034	RAB9B_MOUSE, RAB9A_MOUSE	NV2t003545001.1
OG0003035	LAGE3_MOUSE	NV2t000871001.1
OG0003036	ATP9A_MOUSE, ATP9B_MOUSE	NV2t004431001.1
OG0003038	SWP70_MOUSE, DEFI6_MOUSE	NV2t016831001.1
OG0003039	ACY2_MOUSE, ACY3_MOUSE	NV2t001740001.1
OG0003040	SART3_MOUSE	NV2t015936001.1, NV2t015936002.1
OG0003042	RT05_MOUSE	NV2t020039003.1, NV2t020039001.1, NV2t020039002.1
