Orthogroup	Mmus	Pdam
OG0006469	FZD4_MOUSE	pdam_00007315-RA
OG0006470	FZR1_MOUSE	pdam_00002260-RA
OG0006471	G6PI_MOUSE	pdam_00004838-RA
OG0006473	GAK_MOUSE	pdam_00005337-RA
OG0006474	GAL3A_MOUSE	pdam_00009077-RA
OG0006475	GALD1_MOUSE	pdam_00009382-RA
OG0006476	GALE_MOUSE	pdam_00003712-RA
OG0006477	GALK1_MOUSE	pdam_00023199-RA
OG0006478	GALK2_MOUSE	pdam_00009363-RA
OG0006479	GALM_MOUSE	pdam_00015060-RA
OG0006481	GALT_MOUSE	pdam_00017060-RA
OG0006482	GAMT_MOUSE	pdam_00019292-RA
OG0006483	GAPD1_MOUSE	pdam_00000190-RA
OG0006484	GAR1_MOUSE	pdam_00015921-RA
OG0006486	GATD1_MOUSE	pdam_00014663-RA
OG0006487	GBG13_MOUSE	pdam_00000526-RA
OG0006488	GBRL2_MOUSE	pdam_00017491-RA
OG0006489	GCC1_MOUSE	pdam_00005136-RA
OG0006490	GCDH_MOUSE	pdam_00010795-RA
OG0006491	GCKR_MOUSE	pdam_00011818-RA
OG0006493	GCP2_MOUSE	pdam_00001899-RA
OG0006494	GCP4_MOUSE	pdam_00000796-RA
OG0006495	GCP5_MOUSE	pdam_00013614-RA
OG0006496	GCP60_MOUSE	pdam_00015382-RA
OG0006497	GCP6_MOUSE	pdam_00023341-RA
OG0006498	GCSP_MOUSE	pdam_00008484-RA
OG0006500	GDAP2_MOUSE	pdam_00013309-RA
OG0006501	GDPP1_MOUSE	pdam_00008385-RA
OG0006503	GEMI2_MOUSE	pdam_00006190-RA
OG0006504	GEMI6_MOUSE	pdam_00023092-RA
OG0006505	GEMI7_MOUSE	pdam_00007158-RA
OG0006506	GEMI8_MOUSE	pdam_00022871-RA
OG0006507	GEN_MOUSE	pdam_00020293-RA
OG0006508	GEPH_MOUSE	pdam_00015461-RA
OG0006509	GET3_MOUSE	pdam_00018540-RA
OG0006510	GGACT_MOUSE	pdam_00001504-RA
OG0006511	GGCT_MOUSE	pdam_00012213-RA
OG0006512	GHDC_MOUSE	pdam_00012666-RA, pdam_00009572-RA
OG0006513	GHITM_MOUSE	pdam_00013345-RA
OG0006514	GID4_MOUSE	pdam_00025895-RA
OG0006515	GID8_MOUSE	pdam_00007405-RA
OG0006516	GILT_MOUSE	pdam_00003644-RA
OG0006517	GLCTK_MOUSE	pdam_00007498-RA
OG0006518	GLE1_MOUSE	pdam_00014264-RA
OG0006520	GLIS2_MOUSE	pdam_00004286-RA
OG0006521	GLOD4_MOUSE	pdam_00006957-RA
OG0006523	GLRX3_MOUSE	pdam_00002156-RA
OG0006524	GLRX5_MOUSE	pdam_00013470-RA
OG0006525	GLTP_MOUSE	pdam_00009637-RA
OG0006526	GMPPA_MOUSE	pdam_00000710-RA
OG0006527	GMPPB_MOUSE	pdam_00010969-RA
OG0006528	GNA1_MOUSE	pdam_00007798-RA
OG0006529	GNB5_MOUSE	pdam_00000168-RA
OG0006530	GNL1_MOUSE	pdam_00016737-RA
OG0006531	GNMT_MOUSE	pdam_00022364-RA
OG0006532	GNPAT_MOUSE	pdam_00020988-RA
OG0006533	GNS_MOUSE	pdam_00008724-RA
OG0006534	GO45_MOUSE	pdam_00006288-RA
OG0006535	GOGA1_MOUSE	pdam_00007000-RA
OG0006536	GOGA5_MOUSE	pdam_00013111-RA
OG0006537	GOLI4_MOUSE	pdam_00003122-RA
OG0006538	GOSR2_MOUSE	pdam_00016319-RA
OG0006539	GP180_MOUSE	pdam_00001764-RA
OG0006540	GPAA1_MOUSE	pdam_00018805-RA
OG0006541	GPAM1_MOUSE	pdam_00001211-RA
OG0006542	GPAN1_MOUSE	pdam_00005433-RA
OG0006543	GPAT1_MOUSE	pdam_00019040-RA
OG0006544	GPDM_MOUSE	pdam_00013696-RA
OG0006545	GPI8_MOUSE	pdam_00007842-RA
OG0006546	GPKOW_MOUSE	pdam_00017731-RA
OG0006547	GPN1_MOUSE	pdam_00005701-RA
OG0006548	GPN2_MOUSE	pdam_00001518-RA
OG0006549	GPTC1_MOUSE	pdam_00018792-RA
OG0006550	GPT_MOUSE	pdam_00007144-RA
OG0006551	GRAP1_MOUSE	pdam_00010954-RA
OG0006552	GRAP_MOUSE	pdam_00019506-RA
OG0006554	GRPE1_MOUSE	pdam_00000187-RA
OG0006556	GRWD1_MOUSE	pdam_00014617-RA
OG0006557	GSAP_MOUSE	pdam_00016358-RA
OG0006558	GSH0_MOUSE	pdam_00016180-RA
OG0006559	GSHR_MOUSE	pdam_00015501-RA
OG0006560	GSKIP_MOUSE	pdam_00001074-RA
OG0006561	GSTK1_MOUSE	pdam_00005978-RA
OG0006562	GTPB4_MOUSE	pdam_00005595-RA
OG0006563	GTPB6_MOUSE	pdam_00004105-RA
OG0006564	GTPB8_MOUSE	pdam_00001750-RA
OG0006565	GUAA_MOUSE	pdam_00003398-RA
OG0006566	GUAD_MOUSE	pdam_00016767-RA, pdam_00016762-RA
OG0006567	GUF1_MOUSE	pdam_00013084-RA
OG0006568	GWL_MOUSE	pdam_00014772-RA
OG0006569	H1BP3_MOUSE	pdam_00019683-RA
OG0006570	HACD3_MOUSE	pdam_00014040-RA
OG0006571	HACL1_MOUSE	pdam_00015542-RA
OG0006572	HAP28_MOUSE	pdam_00023196-RA
OG0006573	HAP40_MOUSE	pdam_00009656-RA
OG0006574	HAT1_MOUSE	pdam_00008453-RA
OG0006575	HAUS1_MOUSE	pdam_00014070-RA
OG0006576	HAUS4_MOUSE	pdam_00014550-RA
OG0006577	HAUS7_MOUSE	pdam_00013271-RA
OG0006578	HAUS8_MOUSE	pdam_00011186-RA
OG0006579	HBAP1_MOUSE	pdam_00013003-RA
OG0006580	HBP1_MOUSE	pdam_00011541-RA
OG0006581	HCDH_MOUSE	pdam_00009464-RA
OG0006582	HCFC2_MOUSE	pdam_00011918-RA
OG0006583	HDAC8_MOUSE	pdam_00017517-RA
OG0006585	HDDC2_MOUSE	pdam_00004349-RA
OG0006586	HDHD1_MOUSE	pdam_00006291-RA
OG0006587	HDHD2_MOUSE	pdam_00013685-RA
OG0006588	HD_MOUSE	pdam_00015217-RA
OG0006590	HEAT6_MOUSE	pdam_00000395-RA
OG0006591	HEAT9_MOUSE	pdam_00019827-RA
OG0006594	HELB_MOUSE	pdam_00008039-RA
OG0006595	HELLS_MOUSE	pdam_00017237-RA
OG0006596	HELQ_MOUSE	pdam_00009872-RA
OG0006597	HEM2_MOUSE	pdam_00015997-RA
OG0006598	HEM3_MOUSE	pdam_00007985-RA
OG0006599	HEM4_MOUSE	pdam_00002200-RA
OG0006600	HEMH_MOUSE	pdam_00011233-RA
OG0006601	HEMK1_MOUSE	pdam_00001406-RA
OG0006602	HEMK2_MOUSE	pdam_00013625-RA
OG0006603	HENMT_MOUSE	pdam_00007839-RA
OG0006605	HGD_MOUSE	pdam_00011468-RA
OG0006606	HGS_MOUSE	pdam_00022692-RA
OG0006607	HID1_MOUSE	pdam_00010920-RA
OG0006608	HIF1N_MOUSE	pdam_00003237-RA
OG0006609	HIKES_MOUSE	pdam_00004057-RA
OG0006610	HINT1_MOUSE	pdam_00013935-RA
OG0006611	HIRA_MOUSE	pdam_00018431-RA
OG0006612	HIRP3_MOUSE	pdam_00005524-RA
OG0006613	HM20A_MOUSE	pdam_00007649-RA
OG0006614	HMDH_MOUSE	pdam_00000795-RA
OG0006615	HMHA1_MOUSE	pdam_00015841-RA
OG0006616	HMMR_MOUSE	pdam_00009541-RA
OG0006617	HMX3_MOUSE	pdam_00007211-RA
OG0006618	HNRPK_MOUSE	pdam_00000794-RA
OG0006619	HOGA1_MOUSE	pdam_00003537-RA
OG0006620	HOP2_MOUSE	pdam_00004877-RA
OG0006621	HOT_MOUSE	pdam_00025152-RA
OG0006622	HPBP1_MOUSE	pdam_00011807-RA
OG0006623	HPDL_MOUSE	pdam_00012363-RA
OG0006624	HPPD_MOUSE	pdam_00013906-RA
OG0006625	HPRT_MOUSE	pdam_00008149-RA
OG0006626	HROB_MOUSE	pdam_00005799-RA
OG0006627	HS2ST_MOUSE	pdam_00019959-RA
OG0006628	HSC20_MOUSE	pdam_00003698-RA
OG0006629	HSDL2_MOUSE	pdam_00002231-RA
OG0006630	HSF2B_MOUSE	pdam_00017943-RA
OG0006631	HSP13_MOUSE	pdam_00015460-RA
OG0006632	HTSF1_MOUSE	pdam_00002026-RA
OG0006633	HUNK_MOUSE	pdam_00018915-RA
OG0006634	HUTH_MOUSE	pdam_00010932-RA
OG0006635	HUTI_MOUSE	pdam_00009491-RA
OG0006636	HUTU_MOUSE	pdam_00010933-RA
OG0006637	HVCN1_MOUSE	pdam_00020073-RA
OG0006638	HYAL1_MOUSE	pdam_00019021-RA
OG0006639	HYLS1_MOUSE	pdam_00006503-RA
OG0006640	HYOU1_MOUSE	pdam_00001830-RA
OG0006641	I5P1_MOUSE	pdam_00004973-RA
OG0006642	IAH1_MOUSE	pdam_00014123-RA
OG0006643	ICT1_MOUSE	pdam_00024743-RA
OG0006644	IDE_MOUSE	pdam_00003566-RA
OG0006645	IDH3A_MOUSE	pdam_00009049-RA
OG0006646	IDLC_MOUSE	pdam_00006833-RA
OG0006647	IDUA_MOUSE	pdam_00022105-RA
OG0006648	IF140_MOUSE	pdam_00005737-RA
OG0006649	IF172_MOUSE	pdam_00006608-RA
OG0006650	IF2A_MOUSE	pdam_00008939-RA
OG0006651	IF2B_MOUSE	pdam_00004830-RA
OG0006652	IF2M_MOUSE	pdam_00021028-RA
OG0006653	IF2P_MOUSE	pdam_00018988-RA
OG0006654	IF4B_MOUSE	pdam_00021476-RA
OG0006655	IF4E3_MOUSE	pdam_00022913-RA
OG0006656	IF4H_MOUSE	pdam_00012919-RA
OG0006657	IF6_MOUSE	pdam_00002564-RA
OG0006658	IFT20_MOUSE	pdam_00000411-RA
OG0006659	IFT27_MOUSE	pdam_00004535-RA
OG0006660	IFT46_MOUSE	pdam_00023650-RA
OG0006661	IFT52_MOUSE	pdam_00012906-RA
OG0006662	IFT80_MOUSE	pdam_00016369-RA
OG0006663	IFT81_MOUSE	pdam_00003457-RA
OG0006664	IFTAP_MOUSE	pdam_00002974-RA
OG0006666	IKBL1_MOUSE	pdam_00023572-RA
OG0006667	ILK_MOUSE	pdam_00011929-RA
OG0006668	IMB1_MOUSE	pdam_00016618-RA
OG0006669	IMP1L_MOUSE	pdam_00008610-RA
OG0006670	IMP3_MOUSE	pdam_00024227-RA
OG0006671	IMP4_MOUSE	pdam_00013717-RA
OG0006672	IMPCT_MOUSE	pdam_00018351-RA
OG0006673	IN80B_MOUSE	pdam_00006585-RA
OG0006674	INCE_MOUSE	pdam_00007447-RA
OG0006675	INF2_MOUSE	pdam_00009562-RA
OG0006676	INO80_MOUSE	pdam_00010031-RA
OG0006677	INPP_MOUSE	pdam_00004874-RA
OG0006679	INT11_MOUSE	pdam_00006394-RA
OG0006680	INT12_MOUSE	pdam_00003175-RA
OG0006681	INT13_MOUSE	pdam_00017758-RA
OG0006682	INT14_MOUSE	pdam_00021401-RA
OG0006683	INT15_MOUSE	pdam_00007318-RA
OG0006684	INT4_MOUSE	pdam_00001787-RA
OG0006685	INT5_MOUSE	pdam_00012791-RA
OG0006686	INT7_MOUSE	pdam_00013450-RA
OG0006687	INT9_MOUSE	pdam_00004321-RA
OG0006688	IPMK_MOUSE	pdam_00007163-RA
OG0006689	IPO11_MOUSE	pdam_00008330-RA
OG0006690	IPO4_MOUSE	pdam_00004673-RA
OG0006691	IPO9_MOUSE	pdam_00004315-RA
OG0006692	IPPK_MOUSE	pdam_00018057-RA
OG0006693	IQCB1_MOUSE	pdam_00014822-RA
OG0006694	IQCC_MOUSE	pdam_00013628-RA
OG0006695	IQCH_MOUSE	pdam_00016976-RA
OG0006696	IQUB_MOUSE	pdam_00019100-RA
OG0006697	IR3IP_MOUSE	pdam_00017309-RA
OG0006698	ISCA1_MOUSE	pdam_00012518-RA
OG0006699	ISCU_MOUSE	pdam_00008962-RA
OG0006701	IST1_MOUSE	pdam_00019664-RA
OG0006702	ITFG2_MOUSE	pdam_00009485-RA
OG0006703	ITPK1_MOUSE	pdam_00024124-RA
OG0006704	IVD_MOUSE	pdam_00005090-RA
OG0006705	IWS1_MOUSE	pdam_00000944-RA
OG0006706	JAGN1_MOUSE	pdam_00011166-RA
OG0006707	JARD2_MOUSE	pdam_00003596-RA, pdam_00003594-RA
OG0006708	JAZF1_MOUSE	pdam_00009844-RA
OG0006709	JHY_MOUSE	pdam_00024135-RA
OG0006710	JMJD4_MOUSE	pdam_00023552-RA
OG0006711	JMJD6_MOUSE	pdam_00003196-RA
OG0006712	JMJD7_MOUSE	pdam_00005909-RA
OG0006713	K0513_MOUSE	pdam_00015294-RA
OG0006714	K0930_MOUSE	pdam_00005135-RA
OG0006715	K1143_MOUSE	pdam_00002489-RA
OG0006716	K1328_MOUSE	pdam_00010559-RA
OG0006717	K2013_MOUSE	pdam_00004104-RA
OG0006718	KAD2_MOUSE	pdam_00022864-RA
OG0006719	KAD3_MOUSE	pdam_00005328-RA
OG0006720	KAD6_MOUSE	pdam_00014987-RA
OG0006721	KAD7_MOUSE	pdam_00016982-RA
OG0006722	KAD9_MOUSE	pdam_00013332-RA
OG0006723	KANL2_MOUSE	pdam_00010613-RA
OG0006724	KAT5_MOUSE	pdam_00016987-RA
OG0006725	KAT8_MOUSE	pdam_00000362-RA
OG0006726	KATIP_MOUSE	pdam_00023677-RA
OG0006727	KATL2_MOUSE	pdam_00000022-RA
OG0006728	KBL_MOUSE	pdam_00000731-RA
OG0006729	KBP_MOUSE	pdam_00016561-RA
OG0006730	KCC4_MOUSE	pdam_00004767-RA
OG0006732	KCTD5_MOUSE	pdam_00005442-RA
OG0006733	KDM1B_MOUSE	pdam_00017800-RA
OG0006734	KDM7A_MOUSE	pdam_00017995-RA
OG0006735	KDM8_MOUSE	pdam_00019077-RA
OG0006736	KFA_MOUSE	pdam_00001169-RA
OG0006737	KGD4_MOUSE	pdam_00009053-RA
OG0006738	KI13A_MOUSE	pdam_00021088-RA
OG0006739	KI18A_MOUSE	pdam_00005144-RA
OG0006740	KI67_MOUSE	pdam_00019565-RA
OG0006741	KIF11_MOUSE	pdam_00012372-RA
OG0006742	KIF12_MOUSE	pdam_00008126-RA
OG0006743	KIF14_MOUSE	pdam_00019081-RA
OG0006744	KIF15_MOUSE	pdam_00002552-RA
OG0006745	KIF19_MOUSE	pdam_00012704-RA
OG0006746	KIF22_MOUSE	pdam_00014198-RA
OG0006747	KIF23_MOUSE	pdam_00001163-RA
OG0006749	KIF27_MOUSE	pdam_00015908-RA
OG0006750	KIFA3_MOUSE	pdam_00007019-RA
OG0006751	KIFC1_MOUSE	pdam_00011752-RA
OG0006752	KIME_MOUSE	pdam_00006963-RA
OG0006753	KISHA_MOUSE	pdam_00006592-RA
OG0006754	KLDC9_MOUSE	pdam_00016300-RA
OG0006755	KLF13_MOUSE	pdam_00004769-RA
OG0006756	KLF5_MOUSE	pdam_00008696-RA
OG0006757	KLH12_MOUSE	pdam_00023128-RA
OG0006759	KLH18_MOUSE	pdam_00009654-RA
OG0006760	KLH28_MOUSE	pdam_00002935-RA
OG0006762	KLHL8_MOUSE	pdam_00008254-RA
OG0006764	KMT5A_MOUSE	pdam_00016927-RA
OG0006765	KNDC1_MOUSE	pdam_00003529-RA
OG0006766	KNTC1_MOUSE	pdam_00016563-RA
OG0006772	KRR1_MOUSE	pdam_00010856-RA
OG0006773	KTAP2_MOUSE	pdam_00000799-RA
OG0006774	KTHY_MOUSE	pdam_00001348-RA
OG0006775	KTI12_MOUSE	pdam_00017930-RA
OG0006776	KTNB1_MOUSE	pdam_00018555-RA
OG0006778	KXDL1_MOUSE	pdam_00000873-RA
OG0006779	KYNU_MOUSE	pdam_00013355-RA
OG0006780	LACB2_MOUSE	pdam_00017122-RA
OG0006781	LACTB_MOUSE	pdam_00010222-RA
OG0006782	LANC3_MOUSE	pdam_00004031-RA
OG0006783	LARP7_MOUSE	pdam_00018853-RA
OG0006784	LAS1L_MOUSE	pdam_00022039-RA
OG0006785	LECT2_MOUSE	pdam_00004360-RA, pdam_00004359-RA
OG0006786	LEG1H_MOUSE	pdam_00002279-RA
OG0006789	LENG8_MOUSE	pdam_00024167-RA
OG0006790	LENG9_MOUSE	pdam_00003017-RA
OG0006791	LEO1_MOUSE	pdam_00009858-RA
OG0006793	LGMN_MOUSE	pdam_00016688-RA
OG0006794	LGUL_MOUSE	pdam_00002859-RA
OG0006795	LHPL2_MOUSE	pdam_00014503-RA
OG0006796	LHPL7_MOUSE	pdam_00016911-RA
OG0006797	LIAS_MOUSE	pdam_00008253-RA
OG0006798	LIN52_MOUSE	pdam_00018622-RA
OG0006799	LIN54_MOUSE	pdam_00002721-RA
OG0006800	LIN9_MOUSE	pdam_00004520-RA
OG0006801	LIPS_MOUSE	pdam_00001853-RA
OG0006802	LIPT2_MOUSE	pdam_00006292-RA
OG0006803	LIPT_MOUSE	pdam_00005142-RA
OG0006804	LIS1_MOUSE	pdam_00008124-RA
OG0006805	LIX1L_MOUSE	pdam_00004116-RA
OG0006806	LKAM1_MOUSE	pdam_00009438-RA
OG0006807	LKHA4_MOUSE	pdam_00019849-RA
OG0006808	LLPH_MOUSE	pdam_00003703-RA
OG0006809	LLR1_MOUSE	pdam_00015827-RA
OG0006810	LMBD2_MOUSE	pdam_00010792-RA
OG0006811	LMF1_MOUSE	pdam_00004246-RA
OG0006812	LMF2_MOUSE	pdam_00004543-RA
OG0006813	LMLN_MOUSE	pdam_00002292-RA
OG0006814	LNP_MOUSE	pdam_00009862-RA
OG0006815	LONF3_MOUSE	pdam_00004319-RA
OG0006816	LOXH1_MOUSE	pdam_00020252-RA
OG0006818	LPPRC_MOUSE	pdam_00017068-RA
OG0006819	LRC23_MOUSE	pdam_00013504-RA
OG0006820	LRC39_MOUSE	pdam_00025978-RA, pdam_00015685-RA
OG0006821	LRC42_MOUSE	pdam_00010818-RA
OG0006822	LRC43_MOUSE	pdam_00003697-RA
OG0006823	LRC45_MOUSE	pdam_00001503-RA
OG0006824	LRC46_MOUSE	pdam_00005765-RA
OG0006825	LRC47_MOUSE	pdam_00000604-RA
OG0006826	LRC51_MOUSE	pdam_00015927-RA
OG0006827	LRC56_MOUSE	pdam_00008581-RA
OG0006828	LRC58_MOUSE	pdam_00014272-RA
OG0006829	LRC59_MOUSE	pdam_00004278-RA
OG0006830	LRC61_MOUSE	pdam_00007536-RA
OG0006831	LRC63_MOUSE	pdam_00003414-RA
OG0006834	LRRC9_MOUSE	pdam_00013592-RA
OG0006835	LRRK1_MOUSE	pdam_00014990-RA
OG0006836	LRRK2_MOUSE	pdam_00012423-RA
OG0006837	LSG1_MOUSE	pdam_00000455-RA
OG0006838	LSM10_MOUSE	pdam_00020889-RA
OG0006839	LSM11_MOUSE	pdam_00023858-RA
OG0006840	LSM12_MOUSE	pdam_00010643-RA
OG0006841	LSM1_MOUSE	pdam_00001322-RA
OG0006842	LSM2_MOUSE	pdam_00012774-RA
OG0006843	LSM3_MOUSE	pdam_00011026-RA
OG0006844	LSM4_MOUSE	pdam_00017220-RA
OG0006845	LSM5_MOUSE	pdam_00005997-RA
OG0006846	LSM7_MOUSE	pdam_00010525-RA
OG0006847	LSM8_MOUSE	pdam_00004963-RA
OG0006848	LST8_MOUSE	pdam_00012713-RA
OG0006849	LTAP1_MOUSE	pdam_00000842-RA
OG0006850	LTMD1_MOUSE	pdam_00016434-RA
OG0006851	LTN1_MOUSE	pdam_00001559-RA
OG0006852	LTOR1_MOUSE	pdam_00009745-RA
OG0006853	LTOR2_MOUSE	pdam_00000506-RA
OG0006854	LTOR3_MOUSE	pdam_00011675-RA
OG0006855	LTOR4_MOUSE	pdam_00001776-RA
OG0006856	LTOR5_MOUSE	pdam_00001390-RA
OG0006857	LYAR_MOUSE	pdam_00011183-RA
OG0006858	LYRM2_MOUSE	pdam_00023169-RA
OG0006859	LYRM4_MOUSE	pdam_00002413-RA
OG0006860	LYST_MOUSE	pdam_00015073-RA
OG0006861	LZTL1_MOUSE	pdam_00012661-RA
OG0006862	LZTR1_MOUSE	pdam_00021696-RA
OG0006863	M18BP_MOUSE	pdam_00015427-RA
OG0006864	M2OM_MOUSE	pdam_00006390-RA
OG0006866	M3K1_MOUSE	pdam_00017438-RA
OG0006867	MA1B1_MOUSE	pdam_00024288-RA
OG0006868	MA2B1_MOUSE	pdam_00016808-RA
OG0006869	MA2C1_MOUSE	pdam_00006792-RA
OG0006870	MAAI_MOUSE	pdam_00006535-RA
OG0006871	MAEA_MOUSE	pdam_00019447-RA
OG0006872	MAF1_MOUSE	pdam_00022663-RA
OG0006873	MAIP1_MOUSE	pdam_00023719-RA
OG0006874	MAJIN_MOUSE	pdam_00002846-RA
OG0006875	MAK16_MOUSE	pdam_00016052-RA
OG0006876	MALT1_MOUSE	pdam_00010292-RA
OG0006877	MANBA_MOUSE	pdam_00011074-RA
OG0006878	MAP10_MOUSE	pdam_00024125-RA
OG0006879	MAPK5_MOUSE	pdam_00009599-RA
OG0006880	MARF1_MOUSE	pdam_00023683-RA
OG0006881	MARH5_MOUSE	pdam_00008533-RA
OG0006882	MARH6_MOUSE	pdam_00004709-RA
OG0006883	MASU1_MOUSE	pdam_00000697-RA
OG0006884	MAT2B_MOUSE	pdam_00013094-RA
OG0006885	MBD6_MOUSE	pdam_00004868-RA
OG0006886	MBIP1_MOUSE	pdam_00006496-RA
OG0006887	MBLC2_MOUSE	pdam_00014887-RA
OG0006888	MBTP2_MOUSE	pdam_00023175-RA
OG0006889	MCE1_MOUSE	pdam_00011766-RA
OG0006890	MCES_MOUSE	pdam_00002410-RA
OG0006892	MCM10_MOUSE	pdam_00012208-RA
OG0006893	MCM2_MOUSE	pdam_00013734-RA
OG0006894	MCM3_MOUSE	pdam_00018322-RA
OG0006895	MCM4_MOUSE	pdam_00004672-RA
OG0006896	MCM6_MOUSE	pdam_00020612-RA
OG0006897	MCM8_MOUSE	pdam_00021143-RA
OG0006898	MCM9_MOUSE	pdam_00014485-RA
OG0006899	MCMBP_MOUSE	pdam_00005830-RA
OG0006900	MCMD2_MOUSE	pdam_00002031-RA
OG0006901	MCPH1_MOUSE	pdam_00018230-RA
OG0006902	MCRS1_MOUSE	pdam_00011619-RA
OG0006903	MD1L1_MOUSE	pdam_00019816-RA
OG0006904	MD2BP_MOUSE	pdam_00002850-RA
OG0006905	MD2L1_MOUSE	pdam_00005272-RA
OG0006906	MDH1B_MOUSE	pdam_00005754-RA
OG0006907	MDHM_MOUSE	pdam_00012092-RA
OG0006908	MECR_MOUSE	pdam_00000336-RA
OG0006909	MED10_MOUSE	pdam_00002532-RA
OG0006910	MED11_MOUSE	pdam_00003024-RA
OG0006911	MED17_MOUSE	pdam_00014235-RA
OG0006912	MED18_MOUSE	pdam_00005242-RA
OG0006913	MED19_MOUSE	pdam_00018426-RA
OG0006914	MED21_MOUSE	pdam_00016914-RA
OG0006915	MED22_MOUSE	pdam_00007821-RA
OG0006916	MED23_MOUSE	pdam_00006865-RA
OG0006917	MED24_MOUSE	pdam_00015224-RA
OG0006918	MED25_MOUSE	pdam_00008601-RA
OG0006919	MED26_MOUSE	pdam_00022429-RA
OG0006920	MED30_MOUSE	pdam_00021084-RA
OG0006921	MED31_MOUSE	pdam_00012920-RA
OG0006922	MED4_MOUSE	pdam_00001337-RA
OG0006923	MED6_MOUSE	pdam_00021024-RA
OG0006924	MEGF8_MOUSE	pdam_00001009-RA
OG0006925	MEI4_MOUSE	pdam_00021605-RA
OG0006926	MEIG1_MOUSE	pdam_00010924-RA
OG0006927	MEIOB_MOUSE	pdam_00004203-RA
OG0006928	MEMO1_MOUSE	pdam_00016979-RA
OG0006929	MEN1_MOUSE	pdam_00006489-RA
OG0006930	MESD_MOUSE	pdam_00001125-RA
OG0006931	MEST_MOUSE	pdam_00018159-RA
OG0006932	MET14_MOUSE	pdam_00007955-RA
OG0006933	MET16_MOUSE	pdam_00014187-RA
OG0006934	MET18_MOUSE	pdam_00009349-RA
OG0006935	MET23_MOUSE	pdam_00005429-RA
OG0006936	MET24_MOUSE	pdam_00021505-RA
OG0006937	MET25_MOUSE	pdam_00001947-RA
OG0006938	METL4_MOUSE	pdam_00005344-RA
OG0006939	METL5_MOUSE	pdam_00020666-RA
OG0006940	METL9_MOUSE	pdam_00002547-RA
OG0006941	MEX3B_MOUSE	pdam_00014032-RA
OG0006942	MFHA1_MOUSE	pdam_00011569-RA
OG0006943	MFS11_MOUSE	pdam_00008776-RA
OG0006944	MGAT2_MOUSE	pdam_00006775-RA
OG0006945	MGDP1_MOUSE	pdam_00021753-RA
OG0006946	MGMT_MOUSE	pdam_00019890-RA
OG0006947	MIA40_MOUSE	pdam_00017730-RA
OG0006948	MIB1_MOUSE	pdam_00008393-RA
OG0006949	MIC10_MOUSE	pdam_00024708-RA
OG0006950	MIC13_MOUSE	pdam_00010533-RA
OG0006951	MIC60_MOUSE	pdam_00012412-RA
OG0006952	MICU1_MOUSE	pdam_00004042-RA
OG0006953	MIF_MOUSE	pdam_00014195-RA
OG0006954	MIIP_MOUSE	pdam_00016097-RA
OG0006955	MINY4_MOUSE	pdam_00009475-RA
OG0006956	MIOS_MOUSE	pdam_00011659-RA
OG0006957	MIOX_MOUSE	pdam_00021588-RA
OG0006958	MIPEP_MOUSE	pdam_00014262-RA
OG0006959	MIPO1_MOUSE	pdam_00018626-RA
OG0006960	MIS12_MOUSE	pdam_00022147-RA
OG0006961	MITD1_MOUSE	pdam_00018485-RA
OG0006962	MITOK_MOUSE	pdam_00016433-RA
OG0006963	MIX23_MOUSE	pdam_00008078-RA
OG0006964	MK67I_MOUSE	pdam_00005753-RA
OG0006965	MKKS_MOUSE	pdam_00015607-RA
OG0006966	MKLN1_MOUSE	pdam_00006185-RA
OG0006968	MKS3_MOUSE	pdam_00017786-RA
OG0006969	MLH1_MOUSE	pdam_00020453-RA
OG0006970	MMAA_MOUSE	pdam_00011928-RA
OG0006971	MMAB_MOUSE	pdam_00016916-RA
OG0006972	MMAC_MOUSE	pdam_00017445-RA
OG0006974	MMTA2_MOUSE	pdam_00012603-RA
OG0006975	MND1_MOUSE	pdam_00003705-RA
OG0006976	MNT_MOUSE	pdam_00008103-RA
OG0006977	MO4L1_MOUSE	pdam_00001711-RA
OG0006978	MOB2_MOUSE	pdam_00020385-RA
OG0006979	MOD5_MOUSE	pdam_00018299-RA
OG0006981	MOGS_MOUSE	pdam_00009092-RA
OG0006982	MON1A_MOUSE	pdam_00018633-RA
OG0006983	MON2_MOUSE	pdam_00014010-RA
OG0006984	MORC3_MOUSE	pdam_00008973-RA
OG0006985	MORN3_MOUSE	pdam_00009395-RA
OG0006986	MOV10_MOUSE	pdam_00010955-RA
OG0006987	MP2K4_MOUSE	pdam_00010930-RA
OG0006988	MP2K5_MOUSE	pdam_00003241-RA
OG0006989	MPDZ_MOUSE	pdam_00002285-RA
OG0006990	MPH6_MOUSE	pdam_00002545-RA
OG0006991	MPI_MOUSE	pdam_00001316-RA
OG0006992	MPP10_MOUSE	pdam_00000172-RA
OG0006993	MPP9_MOUSE	pdam_00014204-RA
OG0006994	MPPA_MOUSE	pdam_00021293-RA
OG0006995	MPPE1_MOUSE	pdam_00017021-RA
OG0006996	MPRI_MOUSE	pdam_00001595-RA
OG0006997	MRGBP_MOUSE	pdam_00000282-RA
OG0006998	MRM3_MOUSE	pdam_00006959-RA
OG0006999	MRNIP_MOUSE	pdam_00007320-RA
OG0007000	MRP7_MOUSE	pdam_00018768-RA
OG0007001	MRT4_MOUSE	pdam_00014133-RA
OG0007002	MSH2_MOUSE	pdam_00001568-RA
OG0007003	MSH3_MOUSE	pdam_00000757-RA
