Orthogroup	Mmus	Nvec
OG0003835	UBN1_MOUSE, UBN2_MOUSE	NV2t003727001.1
OG0003836	UBP46_MOUSE, UBP12_MOUSE	NV2t003752001.1
OG0003837	UBP13_MOUSE, UBP5_MOUSE	NV2t014747001.1
OG0003838	UBP16_MOUSE, UBP45_MOUSE	NV2t008795001.1
OG0003839	UBP33_MOUSE, UBP20_MOUSE	NV2t024875001.1
OG0003840	UBP2_MOUSE	NV2t021781003.1, NV2t021781001.1, NV2t021781002.1
OG0003841	UBP39_MOUSE	NV2t013193001.1, NV2t013193002.1, NV2t013192001.1
OG0003842	UBP48_MOUSE	NV2t014017002.1, NV2t014017001.1, NV2t014018001.1
OG0003843	UBP7_MOUSE	NV2t007286001.1, NV2t007286002.1, NV2t007286003.1
OG0003844	UBTD1_MOUSE, UBTD2_MOUSE	NV2t017979001.1
OG0003845	UCK2_MOUSE, UCK1_MOUSE	NV2t024477001.1
OG0003846	UCRI_MOUSE	NV2t005326001.1, NV2t005326002.1
OG0003847	UHRF2_MOUSE, UHRF1_MOUSE	NV2t003937001.1
OG0003848	UNK_MOUSE, UNKL_MOUSE	NV2t006949001.1
OG0003849	USP9X_MOUSE, USP9Y_MOUSE	NV2t021429001.1
OG0003850	UT14B_MOUSE, UT14A_MOUSE	NV2t008752001.1
OG0003851	UVRAG_MOUSE	NV2t021240001.1, NV2t021240002.1, NV2t021240003.1
OG0003852	VA0E2_MOUSE, VA0E1_MOUSE	NV2t017502001.1
OG0003853	VANG2_MOUSE, VANG1_MOUSE	NV2t022604001.1
OG0003854	VAPA_MOUSE, VAPB_MOUSE	NV2t004727001.1
OG0003855	VATA_MOUSE	NV2t021853003.1, NV2t021853001.1, NV2t021853002.1
OG0003856	VATB1_MOUSE, VATB2_MOUSE	NV2t017639001.1
OG0003857	VATE1_MOUSE, VATE2_MOUSE	NV2t009710001.1
OG0003858	VDAC1_MOUSE, VDAC2_MOUSE	NV2t009631001.1
OG0003859	VIGLN_MOUSE	NV2t015188001.1, NV2t015193001.1, NV2t015193002.1, NV2t015328001.1
OG0003860	VMP1_MOUSE	NV2t015513002.1, NV2t015513003.1, NV2t015513001.1
OG0003862	VP26A_MOUSE, VP26B_MOUSE	NV2t015021002.1
OG0003863	VPS4A_MOUSE, VPS4B_MOUSE	NV2t004178001.1
OG0003864	VPS50_MOUSE	NV2t011427003.1, NV2t011427001.1, NV2t011427002.1
OG0003865	VW5B2_MOUSE, VW5B1_MOUSE	NV2t015230001.1
OG0003866	WASC5_MOUSE	NV2t016820003.1, NV2t016820001.1, NV2t016820002.1
OG0003867	WASP_MOUSE, WASL_MOUSE	NV2t012520001.1
OG0003868	WDR37_MOUSE	NV2t011771002.1, NV2t011771001.1, NV2t011771003.1
OG0003869	WDR38_MOUSE	NV2t024747001.1, NV2t024747002.1
OG0003870	WEE2_MOUSE, WEE1_MOUSE	NV2t009848001.1
OG0003871	WFS1_MOUSE	NV2t017468001.1, NV2t017468003.1, NV2t017468002.1
OG0003872	WN10B_MOUSE, WN10A_MOUSE	NV2t011032001.1
OG0003873	XPO1_MOUSE	NV2t019302003.1, NV2t019302001.1, NV2t019302002.1
OG0003874	XPO2_MOUSE	NV2t016913003.1, NV2t016913001.1, NV2t016913002.1
OG0003875	XPP1_MOUSE	NV2t024023001.1, NV2t017557006.1
OG0003876	XRCC4_MOUSE	NV2t022477001.1, NV2t022477002.1, NV2t022477003.1
OG0003877	XYLT2_MOUSE, XYLT1_MOUSE	NV2t007733001.1
OG0003878	YIPF2_MOUSE, YIPF1_MOUSE	NV2t000016001.1
OG0003879	YTDC1_MOUSE	NV2t001727003.1, NV2t001727002.1, NV2t001727001.1
OG0003881	ZC21A_MOUSE, ZC21B_MOUSE	NV2t006228001.1
OG0003882	ZCH18_MOUSE	NV2t011158001.1, NV2t004384001.1
OG0003883	ZCHC7_MOUSE	NV2t015154001.1, NV2t015154002.1, NV2t015154003.1
OG0003884	ZDH13_MOUSE, ZDH17_MOUSE	NV2t018140001.1
OG0003885	ZDHC3_MOUSE, ZDHC7_MOUSE	NV2t005070001.1
OG0003886	ZDHC5_MOUSE, ZDHC8_MOUSE	NV2t015435001.1
OG0003887	ZFY16_MOUSE	NV2t001816001.1, NV2t001816002.1
OG0003888	ZFY26_MOUSE	NV2t020573001.1, NV2t020575001.1, NV2t020575002.1
OG0003889	ZFYV1_MOUSE	NV2t019416002.1
OG0003890	ZMIZ2_MOUSE, ZMIZ1_MOUSE	NV2t010330001.1
OG0003891	ZMY10_MOUSE	NV2t003187002.1, NV2t003187003.1, NV2t003187001.1
OG0003892	ZN703_MOUSE, ZN503_MOUSE	NV2t005550001.1
OG0003893	ZY11B_MOUSE, ZY11A_MOUSE	NV2t001140001.1
OG0004033	TCF19_MOUSE	NV2t001155001.1, NV2t014494001.1
OG0004036	ZN363_MOUSE	NV2t024636001.1
OG0004037	MAMC2_MOUSE	NV2t015900001.1
OG0004041	CMBL_MOUSE	NV2t024963001.1
OG0004043	PPN_MOUSE	NV2t020821001.1, NV2t020821002.1
OG0004045	GNB1L_MOUSE	NV2t016130004.1
OG0004048	DYH2_MOUSE	NV2t022773001.1, NV2t022772001.1
OG0004049	DYH1_MOUSE	NV2t010475001.1, NV2t010477001.1
OG0004050	DYH12_MOUSE	NV2t003692001.1, NV2t003691001.1
OG0004051	TFPI2_MOUSE	NV2t008165001.1
OG0004052	PCD16_MOUSE	NV2t003927001.1, NV2t003927002.1
OG0004053	GABR2_MOUSE	NV2t009060001.1
OG0004054	PAR12_MOUSE	NV2t013669001.1
OG0004055	RX_MOUSE	NV2t023101001.1
OG0004056	DRGX_MOUSE	NV2t008029001.1, NV2t008029002.1
OG0004057	PPIG_MOUSE	NV2t005541001.1
OG0004058	ANO4_MOUSE, ANO3_MOUSE	NV2t009919001.1
OG0004059	VISL1_MOUSE, HPCL4_MOUSE	NV2t016432003.1
OG0004060	BCL3_MOUSE	NV2t021778001.1, NV2t021778002.1
OG0004061	NEK1_MOUSE	NV2t003524001.1, NV2t003524002.1
OG0004062	BRDT_MOUSE	NV2t014915001.1
OG0004063	NCKX5_MOUSE	NV2t007147001.1
OG0004064	RPA12_MOUSE	NV2t023498001.1, NV2t023504001.1
OG0004065	ASB3_MOUSE	NV2t018282001.1, NV2t018282002.1
OG0004066	ATM_MOUSE	NV2t008657001.1, NV2t008657002.1
OG0004067	ANXA7_MOUSE	NV2t009562001.1, NV2t009562002.1
OG0004068	DYH8_MOUSE	NV2t022787001.1, NV2t022789001.1
OG0004069	CDK1_MOUSE	NV2t009785002.1, NV2t009785003.1
OG0004070	KCTD6_MOUSE	NV2t006452001.1
OG0004071	PP4C_MOUSE	NV2t016327001.1, NV2t016327002.1
OG0004072	TDRKH_MOUSE	NV2t013792001.1, NV2t013792002.1
OG0004073	AK1A1_MOUSE	NV2t000411001.1
OG0004074	CBPM_MOUSE	NV2t004882001.1, NV2t004882002.1
OG0004075	IKBP1_MOUSE	NV2t008816001.1, NV2t008816002.1
OG0004076	2A5G_MOUSE	NV2t020681001.1
OG0004077	DDX4_MOUSE	NV2t000574002.1
OG0004078	E2AK3_MOUSE	NV2t018791001.1, NV2t018791002.1
OG0004079	GLD2_MOUSE	NV2t024142001.1, NV2t024142002.1
OG0004080	REXO1_MOUSE	NV2t001869001.1, NV2t001869002.1
OG0004081	HIG2A_MOUSE	NV2t017641002.1
OG0004083	UBB_MOUSE, UBC_MOUSE	NV2t009341001.1, NV2t009345001.1
OG0004084	LYAG_MOUSE	NV2t013892001.1, NV2t013297001.1
OG0004085	PRKX_MOUSE	NV2t021265001.1
OG0004086	POLK_MOUSE	NV2t019345001.1, NV2t019348001.1
OG0004087	TBX20_MOUSE	NV2t002422001.1, NV2t002421001.1
OG0004088	ACD10_MOUSE	NV2t016198001.1, NV2t016198002.1
OG0004089	ARF5_MOUSE, ARF4_MOUSE	NV2t000792002.1
OG0004090	E41LA_MOUSE	NV2t023855001.1, NV2t023855002.1
OG0004091	SHOX2_MOUSE	NV2t021664001.1
OG0004092	WSDU1_MOUSE	NV2t024747003.1, NV2t010635001.1
OG0004093	SIK3_MOUSE	NV2t022112001.1, NV2t022112002.1
OG0004094	STT3A_MOUSE	NV2t006188001.1, NV2t006188002.1
OG0004095	MSRB2_MOUSE	NV2t012524001.1, NV2t012524002.1
OG0004096	MSRB3_MOUSE	NV2t002298001.1, NV2t002298002.1
OG0004098	TSTD3_MOUSE	NV2t022770001.1, NV2t022770002.1
OG0004099	CD11B_MOUSE	NV2t013530001.1
OG0004100	CDN1B_MOUSE	NV2t022014001.1, NV2t021896001.1
OG0004101	DMC1_MOUSE	NV2t007895001.1, NV2t007895002.1
OG0004102	DPY30_MOUSE	NV2t020125001.1, NV2t020125002.1, NV2t020125003.1
OG0004103	EBP_MOUSE	NV2t018277001.1, NV2t018277002.1
OG0004104	EF1D_MOUSE	NV2t006628001.1
OG0004105	EGFLA_MOUSE	NV2t000707001.1, NV2t006047001.1
OG0004106	FBXW7_MOUSE	NV2t024379001.1, NV2t024379002.1
OG0004107	GDC_MOUSE	NV2t006486001.1, NV2t006090001.1
OG0004108	GLRX2_MOUSE	NV2t003057001.1, NV2t003057002.1
OG0004109	IDHC_MOUSE	NV2t013874001.1, NV2t013874002.1
OG0004110	NVL_MOUSE	NV2t020694001.1, NV2t020694002.1
OG0004111	P5CR1_MOUSE, P5CR2_MOUSE	NV2t011163001.1
OG0004112	PEBP4_MOUSE	NV2t007250001.1, NV2t007251001.1
OG0004113	RPC2_MOUSE	NV2t014603001.1, NV2t014607001.1
OG0004115	TI8AB_MOUSE, TIM8A_MOUSE	NV2t002840001.1
OG0004116	CTSR1_MOUSE	NV2t009923001.1, NV2t009923002.1
OG0004117	FAAH1_MOUSE	NV2t024732001.1, NV2t024732002.1
OG0004118	STIP1_MOUSE	NV2t017275001.1, NV2t021121001.1
OG0004119	ZCPW2_MOUSE	NV2t010825001.1, NV2t010828001.1
OG0004120	3HAO_MOUSE	NV2t020561001.1, NV2t020561002.1
OG0004122	5NT1A_MOUSE, 5NT1B_MOUSE	NV2t025485001.1
OG0004124	AAAS_MOUSE	NV2t010863001.1, NV2t010863002.1
OG0004125	AACS_MOUSE	NV2t015958001.1, NV2t015958002.1
OG0004126	AAGAB_MOUSE	NV2t023999001.1
OG0004127	AAR2_MOUSE	NV2t020538001.1, NV2t020538002.1
OG0004128	ABD12_MOUSE	NV2t018844001.1
OG0004129	AB1IP_MOUSE	NV2t012811001.1
OG0004130	ABCAH_MOUSE, ABCA3_MOUSE	NV2t006908001.1
OG0004131	ABCB6_MOUSE	NV2t010928001.1, NV2t010928003.1
OG0004132	ABCB7_MOUSE	NV2t008668001.1, NV2t008668002.1
OG0004133	ABCD3_MOUSE	NV2t002151002.1, NV2t002151003.1
OG0004134	ABCD4_MOUSE	NV2t023914001.1, NV2t024292001.1
OG0004135	ABHD3_MOUSE	NV2t006299001.1, NV2t006299002.1
OG0004136	ABHD6_MOUSE	NV2t017303006.1, NV2t017303007.1
OG0004137	ABHD8_MOUSE	NV2t023501001.1, NV2t023506001.1
OG0004138	ABHGA_MOUSE	NV2t025586001.1, NV2t025586002.1
OG0004139	ACPH_MOUSE	NV2t002045001.1, NV2t002045002.1
OG0004140	ACSF2_MOUSE	NV2t003462001.1
OG0004141	ADAL_MOUSE	NV2t022893001.1, NV2t022893002.1
OG0004142	ADAP2_MOUSE	NV2t007017001.1
OG0004143	ADK_MOUSE	NV2t009780001.1, NV2t009780002.1
OG0004144	AEDO_MOUSE	NV2t017058001.1, NV2t017058002.1
OG0004145	AF9_MOUSE	NV2t023329001.1
OG0004146	AFAD_MOUSE	NV2t008621001.1, NV2t008621002.1
OG0004147	AFG31_MOUSE, AFG32_MOUSE	NV2t004463001.1
OG0004148	AG10B_MOUSE	NV2t001689001.1
OG0004149	ALG1_MOUSE	NV2t007414001.1
OG0004150	AGT1_MOUSE	NV2t008959001.1
OG0004151	ANR40_MOUSE	NV2t021332001.1
OG0004152	AKIB1_MOUSE	NV2t011626001.1, NV2t011626002.1
OG0004153	AKIR1_MOUSE, AKIR2_MOUSE	NV2t008759001.1
OG0004154	ALKB1_MOUSE	NV2t012574001.1
OG0004155	ALS2_MOUSE	NV2t010847001.1, NV2t010847002.1
OG0004156	AMNLS_MOUSE	NV2t006288002.1, NV2t006288003.1
OG0004157	AMRP_MOUSE	NV2t024213001.1, NV2t024217001.1
OG0004158	ANC2_MOUSE	NV2t024540001.1, NV2t024540002.1
OG0004160	ANKE1_MOUSE	NV2t024591001.1, NV2t024591002.1
OG0004161	ANR11_MOUSE	NV2t005352001.1
OG0004164	AP2M1_MOUSE	NV2t013861001.1, NV2t013861002.1
OG0004165	APAF_MOUSE	NV2t018566001.1, NV2t018566002.1
OG0004166	APC10_MOUSE	NV2t007649001.1, NV2t007654001.1
OG0004167	APC5_MOUSE	NV2t025057001.1, NV2t025057002.1
OG0004168	APCD1_MOUSE	NV2t004190001.1
OG0004169	APMAP_MOUSE	NV2t020858001.1
OG0004170	ARB2A_MOUSE	NV2t023459001.1
OG0004171	ARI2_MOUSE	NV2t000984001.1, NV2t000984002.1
OG0004172	ARID2_MOUSE	NV2t009695001.1, NV2t009695002.1
OG0004173	ARL1_MOUSE	NV2t017592002.1, NV2t017592001.1
OG0004174	ARMC1_MOUSE	NV2t015509001.1, NV2t015509002.1
OG0004175	ARP2_MOUSE	NV2t019498001.1, NV2t019498002.1
OG0004176	ARV1_MOUSE	NV2t003733001.1, NV2t003733003.1, NV2t003733002.1
OG0004177	AS3MT_MOUSE	NV2t018116001.1, NV2t018116002.1
OG0004178	ASH2L_MOUSE	NV2t014910001.1, NV2t014910002.1
OG0004179	ASPC1_MOUSE	NV2t007989001.1, NV2t007990001.1
OG0004180	ASPG_MOUSE	NV2t003251001.1, NV2t003251002.1
OG0004181	ATP5L_MOUSE	NV2t022513001.1
OG0004182	ATAD1_MOUSE	NV2t013310001.1, NV2t013310002.1
OG0004183	ATG12_MOUSE	NV2t006988001.1
OG0004184	ATG13_MOUSE	NV2t017410002.1, NV2t017410003.1
OG0004185	ATIF1_MOUSE	NV2t005519003.1, NV2t005519001.1, NV2t005519002.1
OG0004186	ATOSB_MOUSE	NV2t014166001.1, NV2t014166002.1
OG0004187	ATOX1_MOUSE	NV2t002373001.1, NV2t002373002.1
OG0004188	ATP5I_MOUSE	NV2t017800002.1, NV2t017800003.1
OG0004189	ATP5S_MOUSE	NV2t019422002.1, NV2t019417001.1, NV2t019417002.1
OG0004190	ATPD_MOUSE	NV2t002051001.1, NV2t002052001.1
OG0004191	ATRX_MOUSE	NV2t003802001.1, NV2t003802002.1
OG0004192	ATS19_MOUSE	NV2t023275001.1
OG0004193	AVEN_MOUSE	NV2t020422001.1, NV2t020422002.1
OG0004194	B3GL2_MOUSE	NV2t004808001.1, NV2t004808002.1
OG0004195	B3GLT_MOUSE	NV2t016972001.1, NV2t016972002.1
OG0004196	B4GA1_MOUSE	NV2t015048001.1, NV2t015058001.1
OG0004197	BACH_MOUSE	NV2t015096001.1
OG0004198	BAG1_MOUSE	NV2t022377001.1, NV2t022377002.1
OG0004200	BAX_MOUSE	NV2t017730001.1, NV2t017730002.1
OG0004201	BBS4_MOUSE	NV2t004873001.1, NV2t004873002.1
OG0004203	BCAS3_MOUSE	NV2t016172001.1, NV2t016172002.1
OG0004204	BCD1_MOUSE	NV2t021931001.1, NV2t021931002.1
OG0004205	BOD1_MOUSE	NV2t018134001.1
OG0004206	BIEA_MOUSE	NV2t022100001.1, NV2t012884001.1
OG0004207	BLMH_MOUSE	NV2t016552002.1, NV2t016552003.1
OG0004208	BLT3B_MOUSE	NV2t019084002.1
OG0004209	BLTP2_MOUSE	NV2t016166001.1, NV2t016166002.1
OG0004210	BOP1_MOUSE	NV2t004714001.1, NV2t004714002.1
OG0004211	BORC5_MOUSE	NV2t010031001.1, NV2t010032001.1
OG0004213	BRAT1_MOUSE	NV2t007834001.1, NV2t007834002.1
OG0004214	BRC3L_MOUSE, BRCC3_MOUSE	NV2t021243001.1
OG0004215	BROMI_MOUSE	NV2t005388001.1, NV2t005389001.1
OG0004216	BTBD1_MOUSE	NV2t023382001.1
OG0004217	BUD31_MOUSE	NV2t007372001.1, NV2t007372002.1
OG0004218	BYST_MOUSE	NV2t014107001.1, NV2t014107002.1
OG0004219	C19L2_MOUSE	NV2t002956001.1, NV2t002956002.1
OG0004222	CA087_MOUSE	NV2t025966001.1, NV2t000894001.1
OG0004223	CAB45_MOUSE	NV2t013846001.1, NV2t013846002.1
OG0004225	CAN15_MOUSE	NV2t003696001.1, NV2t003696002.1
OG0004226	CAN7_MOUSE	NV2t011226001.1, NV2t011226002.1
OG0004228	CAPON_MOUSE	NV2t024929001.1, NV2t024929002.1
OG0004229	CAPSL_MOUSE	NV2t002168001.1, NV2t002165001.1
OG0004230	CARTF_MOUSE	NV2t010484001.1, NV2t010484002.1
OG0004231	CASC3_MOUSE	NV2t012048001.1, NV2t012048002.1
OG0004232	CB081_MOUSE	NV2t006600001.1, NV2t006600002.1
OG0004233	HAKAI_MOUSE	NV2t000097001.1
OG0004234	CBPQ_MOUSE	NV2t010306001.1
OG0004235	CBX7_MOUSE	NV2t021095001.1, NV2t021137001.1
OG0004236	CBY1_MOUSE	NV2t007239001.1, NV2t007239002.1
OG0004237	CC020_MOUSE	NV2t000921001.1, NV2t000921002.1
OG0004238	CC038_MOUSE	NV2t001213001.1, NV2t001213002.1
OG0004239	CC28B_MOUSE	NV2t008991001.1
OG0004241	CCD33_MOUSE	NV2t007496001.1, NV2t007496002.1
OG0004242	CCD83_MOUSE	NV2t009040001.1, NV2t009040002.1
OG0004243	CCD86_MOUSE	NV2t015370001.1, NV2t015370002.1
OG0004244	CCD87_MOUSE	NV2t023581001.1, NV2t023581002.1
OG0004245	CCDB1_MOUSE	NV2t004577001.1, NV2t004577002.1
OG0004246	CCNC_MOUSE	NV2t013815001.1, NV2t013815002.1
OG0004247	CCNQ_MOUSE	NV2t023325001.1, NV2t023325002.1
OG0004248	CCZ1_MOUSE	NV2t007094001.1
OG0004249	CD158_MOUSE	NV2t002979001.1, NV2t002979002.1
OG0004250	CDIPT_MOUSE	NV2t017085001.1, NV2t017085002.1
OG0004251	CE022_MOUSE	NV2t005419001.1, NV2t005419002.1
OG0004252	CE112_MOUSE	NV2t008173001.1, NV2t008173002.1
OG0004253	CE164_MOUSE	NV2t022255001.1
OG0004254	CE350_MOUSE	NV2t025113001.1, NV2t025114001.1
OG0004255	CENPU_MOUSE	NV2t005892001.1, NV2t005892002.1
OG0004256	CENPV_MOUSE	NV2t017182002.1
OG0004257	CEP41_MOUSE	NV2t002093001.1, NV2t002093002.1
OG0004258	CEP95_MOUSE	NV2t007055001.1, NV2t007055002.1
OG0004259	CEP97_MOUSE	NV2t008880001.1, NV2t008880002.1
OG0004260	CERS1_MOUSE	NV2t014781001.1
OG0004261	TSAP1_MOUSE	NV2t015390001.1
OG0004262	CF120_MOUSE	NV2t019839001.1, NV2t019839002.1
OG0004263	CF144_MOUSE	NV2t000449001.1
OG0004264	CFA36_MOUSE	NV2t019751001.1, NV2t019751002.1
OG0004265	CFA53_MOUSE	NV2t023176001.1, NV2t023181001.1
OG0004266	CFA57_MOUSE	NV2t001073001.1, NV2t001080001.1
OG0004267	CFA61_MOUSE	NV2t012611001.1, NV2t012611002.1
OG0004268	CFA65_MOUSE	NV2t012976001.1, NV2t012986002.1
OG0004269	CFA70_MOUSE	NV2t011615001.1, NV2t011615002.1
OG0004270	CG025_MOUSE	NV2t007312001.1, NV2t007326001.1
OG0004272	CHCH7_MOUSE	NV2t020168001.1, NV2t020173001.1
OG0004273	CHDH_MOUSE	NV2t017458001.1
OG0004274	CHFR_MOUSE	NV2t016219001.1, NV2t016219002.1, NV2t016219003.1
OG0004275	CHK1_MOUSE	NV2t022793001.1, NV2t022796001.1
OG0004276	CH1B2_MOUSE, CH1B1_MOUSE	NV2t008273001.1
OG0004277	CHM2A_MOUSE	NV2t010811001.1, NV2t010811002.1
OG0004278	CHSS2_MOUSE	NV2t011548001.1
OG0004279	CISY_MOUSE	NV2t011611001.1, NV2t011611002.1
OG0004280	CJ090_MOUSE	NV2t025977001.1, NV2t017548001.1
OG0004281	CKAP2_MOUSE, CKP2L_MOUSE	NV2t002557001.1
OG0004282	CKAP5_MOUSE	NV2t019039001.1, NV2t019039002.1
OG0004284	CLH1_MOUSE	NV2t016086001.1
OG0004285	CLHC1_MOUSE	NV2t021997001.1
OG0004286	CLP1_MOUSE	NV2t012119001.1, NV2t012119004.1
OG0004287	CLPT1_MOUSE	NV2t019967001.1, NV2t019967002.1
OG0004288	CLU_MOUSE	NV2t016330001.1, NV2t016330002.1
OG0004289	CLYBL_MOUSE	NV2t016625001.1, NV2t016625002.1
OG0004290	CMI2C_MOUSE	NV2t004053001.1, NV2t018657001.1
OG0004291	CND1_MOUSE	NV2t014307001.1, NV2t014307002.1
OG0004292	CNO10_MOUSE	NV2t004486001.1, NV2t004486002.1
OG0004293	CNOT3_MOUSE	NV2t006858002.1, NV2t006858003.1
OG0004294	CNST_MOUSE	NV2t019547001.1, NV2t019547002.1
OG0004295	COG6_MOUSE	NV2t022219001.1, NV2t022221001.1
OG0004296	COMD6_MOUSE	NV2t003911001.1, NV2t003911002.1
OG0004297	COMD8_MOUSE	NV2t003785001.1, NV2t003785002.1
OG0004298	COMDA_MOUSE	NV2t022857001.1, NV2t022862002.1
OG0004299	COQ2_MOUSE	NV2t003283001.1, NV2t003284001.1
OG0004300	COQ6_MOUSE	NV2t019312001.1, NV2t019312003.1
OG0004301	COX18_MOUSE	NV2t013829001.1, NV2t013829002.1
OG0004302	COX20_MOUSE	NV2t020566001.1, NV2t020566002.1
OG0004303	CP141_MOUSE	NV2t011880001.1, NV2t023450001.1
OG0004304	CPEB1_MOUSE	NV2t014589001.1, NV2t014589002.1
OG0004305	CPSF4_MOUSE	NV2t007466001.1
OG0004306	CPSF2_MOUSE	NV2t004869001.1, NV2t004869002.1
OG0004307	CPSF3_MOUSE	NV2t013974001.1, NV2t013979001.1
OG0004308	CPSF5_MOUSE	NV2t005176001.1, NV2t005176002.1
OG0004309	CPT2_MOUSE	NV2t001995001.1, NV2t001995002.1
OG0004310	CQ10B_MOUSE	NV2t010876001.1
OG0004311	CRIP1_MOUSE	NV2t006558001.1, NV2t006556001.1
OG0004312	CRML_MOUSE	NV2t002759001.1, NV2t002759002.1
OG0004313	CS012_MOUSE	NV2t004035001.1
OG0004315	CSKP_MOUSE	NV2t022317001.1, NV2t022317002.1
OG0004317	CSN9_MOUSE	NV2t021617001.1, NV2t021617002.1, NV2t021617003.1
OG0004318	CTIP_MOUSE	NV2t005617001.1
OG0004319	CTSL2_MOUSE	NV2t000913001.1, NV2t000913002.1
OG0004320	CTU1_MOUSE	NV2t008648001.1, NV2t008648002.1
OG0004321	CUL3_MOUSE	NV2t021269001.1, NV2t021269002.1
OG0004322	CUL5_MOUSE	NV2t009127001.1, NV2t009127002.1
OG0004323	CUTC_MOUSE	NV2t018334001.1, NV2t018334002.1
OG0004324	CWC27_MOUSE	NV2t002260001.1, NV2t002260002.1
OG0004326	CY24A_MOUSE	NV2t005343001.1, NV2t005343002.1
OG0004327	CYLD_MOUSE	NV2t005231001.1
OG0004329	D42E1_MOUSE	NV2t007245001.1
OG0004330	DCAF1_MOUSE	NV2t000441001.1, NV2t000447001.1
OG0004331	DCAF5_MOUSE	NV2t021041002.1, NV2t021041001.1, NV2t021133001.1
OG0004332	DCP2_MOUSE	NV2t023617001.1, NV2t023617002.1
OG0004333	DCPS_MOUSE	NV2t013563001.1, NV2t013563002.1
OG0004334	DCR1B_MOUSE	NV2t004870001.1, NV2t004870002.1, NV2t004870003.1
OG0004335	DCR1C_MOUSE	NV2t000985001.1, NV2t000985002.1
OG0004336	DCTN1_MOUSE	NV2t017846001.1, NV2t017846002.1
OG0004337	DCTN4_MOUSE	NV2t006526001.1, NV2t006526002.1
OG0004338	DDX24_MOUSE	NV2t000823001.1
OG0004339	DDX27_MOUSE	NV2t004724001.1, NV2t004724002.1
OG0004340	DECR2_MOUSE	NV2t008089001.1
OG0004341	SWP70_MOUSE, DEFI6_MOUSE	NV2t016831001.1
OG0004342	DEK_MOUSE	NV2t015486001.1, NV2t015486002.1
OG0004343	DEN11_MOUSE	NV2t004507001.1, NV2t004507002.1
OG0004344	DEOC_MOUSE	NV2t010081001.1, NV2t010081002.1
OG0004345	DEPD5_MOUSE	NV2t016240001.1, NV2t016240002.1
OG0004346	DESI1_MOUSE	NV2t007253001.1, NV2t007253002.1
OG0004347	DGCR6_MOUSE	NV2t008372001.1
OG0004348	DGKQ_MOUSE	NV2t006460001.1
OG0004349	DGLB_MOUSE	NV2t007995001.1, NV2t007995002.1
OG0004350	DHDH_MOUSE	NV2t011118001.1, NV2t012684001.1
OG0004351	DHE3_MOUSE	NV2t010326001.1
OG0004352	DHTK1_MOUSE	NV2t020916001.1, NV2t020916002.1
OG0004353	DHX8_MOUSE	NV2t012274001.1, NV2t012274002.1
OG0004354	DHYS_MOUSE	NV2t025647001.1, NV2t025647002.1
OG0004355	DIC_MOUSE	NV2t007395001.1
OG0004357	DJB11_MOUSE	NV2t011575001.1, NV2t011575002.1
OG0004358	DJC11_MOUSE	NV2t015144001.1
OG0004359	DJC24_MOUSE	NV2t020983001.1, NV2t020999001.1
OG0004360	DLDH_MOUSE	NV2t003401001.1, NV2t003401002.1
OG0004361	DNAI4_MOUSE	NV2t000032001.1, NV2t000032002.1
OG0004362	DNAL4_MOUSE	NV2t007651001.1, NV2t007656001.1
OG0004363	DNJA3_MOUSE	NV2t002746001.1, NV2t002746002.1
OG0004364	DNM1L_MOUSE	NV2t000257001.1, NV2t000257002.1
OG0004365	DNPH1_MOUSE	NV2t018453001.1, NV2t018453002.1
OG0004366	DPH3_MOUSE	NV2t002589001.1
OG0004367	DPM1_MOUSE	NV2t004755002.1, NV2t004755003.1
OG0004368	DPOD3_MOUSE	NV2t022020001.1, NV2t022020002.1
OG0004369	DPOG1_MOUSE	NV2t023111001.1, NV2t023114001.1
OG0004371	DPP2_MOUSE	NV2t000959001.1
OG0004372	DPP3_MOUSE	NV2t020846001.1, NV2t020846002.1
OG0004373	DTWD1_MOUSE	NV2t012947001.1, NV2t012947002.1
OG0004374	DUS19_MOUSE	NV2t005404001.1, NV2t005404002.1
OG0004375	DUS1L_MOUSE	NV2t007790001.1
OG0004376	DYT2B_MOUSE	NV2t022703001.1
OG0004377	EAF6_MOUSE	NV2t009047001.1, NV2t009047002.1
OG0004378	ECHA_MOUSE	NV2t017264001.1, NV2t017264002.1
OG0004379	ECI1_MOUSE	NV2t007533001.1, NV2t008006001.1
OG0004380	ECI2_MOUSE, ECI3_MOUSE	NV2t004758001.1
OG0004381	EDEM1_MOUSE	NV2t000572001.1, NV2t000572002.1
OG0004382	EEA1_MOUSE	NV2t001471001.1, NV2t001470001.1
OG0004384	EID3_MOUSE	NV2t018848001.1
OG0004385	EI3JA_MOUSE, EI3JB_MOUSE	NV2t023335001.1
OG0004386	ELMD2_MOUSE	NV2t002747001.1, NV2t002747002.1
OG0004387	ELOA1_MOUSE	NV2t006637001.1
OG0004388	ELP5_MOUSE	NV2t014255001.1
OG0004389	MMGT2_MOUSE, EMC5_MOUSE	NV2t022001001.1
OG0004390	EMC7_MOUSE	NV2t003387001.1, NV2t003387002.1
OG0004391	EMSY_MOUSE	NV2t022482001.1, NV2t022482002.1
OG0004392	ENASE_MOUSE	NV2t007715001.1, NV2t007715002.1
OG0004393	ENKD1_MOUSE	NV2t006621001.1, NV2t006621002.1
OG0004394	ENO4_MOUSE	NV2t018787001.1, NV2t018787002.1
