Orthogroup	Species	Gfas	Orthologs
OG0005907	Nvec	gfas1.m1.10710.m1	NV2t001288001.1, NV2t001288002.1, NV2t001288003.1
OG0005908	Hsap	gfas1.m1.5206.m1	ASPH_HUMAN
OG0005908	Mmus	gfas1.m1.5206.m1	ASPH_MOUSE
OG0005908	Nvec	gfas1.m1.5206.m1	NV2t006530001.1
OG0005909	Hsap	gfas1.m1.7770.m1	AF10_HUMAN
OG0005909	Mmus	gfas1.m1.7770.m1	AF10_MOUSE
OG0005909	Nvec	gfas1.m1.7770.m1	NV2t012485001.1
OG0005910	Hsap	gfas1.m1.17288.m1	ERLEC_HUMAN
OG0005910	Mmus	gfas1.m1.17288.m1	ERLEC_MOUSE
OG0005910	Nvec	gfas1.m1.17288.m1	NV2t010895001.1
OG0005911	Hsap	gfas1.m1.6354.m1	FAD1_HUMAN
OG0005911	Mmus	gfas1.m1.6354.m1	FAD1_MOUSE
OG0005911	Nvec	gfas1.m1.6354.m1	NV2t021946001.1
OG0005912	Hsap	gfas1.m1.2289.m1	COMD9_HUMAN
OG0005912	Mmus	gfas1.m1.2289.m1	COMD9_MOUSE
OG0005912	Nvec	gfas1.m1.2289.m1	NV2t017745001.1
OG0005913	Hsap	gfas1.m1.3948.m1	ABCBA_HUMAN
OG0005913	Mmus	gfas1.m1.3948.m1	ABCBA_MOUSE
OG0005913	Nvec	gfas1.m1.3948.m1	NV2t019846001.1
OG0005914	Hsap	gfas1.m1.14672.m1	PRP18_HUMAN
OG0005914	Mmus	gfas1.m1.14672.m1	PRP18_MOUSE
OG0005914	Nvec	gfas1.m1.14672.m1	NV2t001473001.1
OG0005915	Hsap	gfas1.m1.14787.m1	BLTP1_HUMAN
OG0005915	Mmus	gfas1.m1.14787.m1	BLTP1_MOUSE
OG0005915	Nvec	gfas1.m1.14787.m1	NV2t002451001.1
OG0005916	Hsap	gfas1.m1.17324.m1	ZDH16_HUMAN
OG0005916	Mmus	gfas1.m1.17324.m1	ZDH16_MOUSE
OG0005916	Nvec	gfas1.m1.17324.m1	NV2t018250001.1
OG0005917	Hsap	gfas1.m1.4037.m1	TRM44_HUMAN
OG0005917	Mmus	gfas1.m1.4037.m1	TRM44_MOUSE
OG0005917	Nvec	gfas1.m1.4037.m1	NV2t016013001.1
OG0005918	Hsap	gfas1.m1.470.m1	GLRX5_HUMAN
OG0005918	Mmus	gfas1.m1.470.m1	GLRX5_MOUSE
OG0005918	Nvec	gfas1.m1.470.m1	NV2t020145001.1
OG0005919	Hsap	gfas1.m1.11721.m1	DPP2_HUMAN
OG0005919	Mmus	gfas1.m1.11721.m1	DPP2_MOUSE
OG0005919	Nvec	gfas1.m1.11721.m1	NV2t000959001.1
OG0005920	Hsap	gfas1.m1.17094.m1	CASP8_HUMAN
OG0005920	Mmus	gfas1.m1.17094.m1	CASP8_MOUSE
OG0005920	Nvec	gfas1.m1.17094.m1	NV2t005595001.1
OG0005921	Hsap	gfas1.m1.16195.m1	RL19_HUMAN
OG0005921	Mmus	gfas1.m1.16195.m1	RL19_MOUSE
OG0005921	Nvec	gfas1.m1.16195.m1	NV2t006672001.1
OG0005922	Hsap	gfas1.m1.4336.m1	INP5E_HUMAN
OG0005922	Mmus	gfas1.m1.4336.m1	INP5E_MOUSE
OG0005922	Nvec	gfas1.m1.4336.m1	NV2t025353001.1
OG0005923	Hsap	gfas1.m1.2590.m1	GPAM1_HUMAN
OG0005923	Mmus	gfas1.m1.2590.m1	GPAM1_MOUSE
OG0005923	Nvec	gfas1.m1.2590.m1	NV2t021608001.1
OG0005924	Hsap	gfas1.m1.6411.m1	PSF3_HUMAN
OG0005924	Mmus	gfas1.m1.6411.m1	PSF3_MOUSE
OG0005924	Nvec	gfas1.m1.6411.m1	NV2t004391001.1
OG0005925	Hsap	gfas1.m1.16119.m1	SENP1_HUMAN
OG0005925	Mmus	gfas1.m1.16119.m1	SENP1_MOUSE
OG0005925	Nvec	gfas1.m1.16119.m1	NV2t011831002.1
OG0005926	Hsap	gfas1.m1.6379.m1	DLEC1_HUMAN
OG0005926	Mmus	gfas1.m1.6379.m1	DLEC1_MOUSE
OG0005926	Nvec	gfas1.m1.6379.m1	NV2t011203001.1
OG0005927	Hsap	gfas1.m1.1732.m1	UBC12_HUMAN
OG0005927	Mmus	gfas1.m1.1732.m1	UBC12_MOUSE
OG0005927	Nvec	gfas1.m1.1732.m1	NV2t018992001.1
OG0005928	Hsap	gfas1.m1.1735.m1	K0930_HUMAN
OG0005928	Mmus	gfas1.m1.1735.m1	K0930_MOUSE
OG0005928	Nvec	gfas1.m1.1735.m1	NV2t018554001.1
OG0005929	Hsap	gfas1.m1.3933.m1	REV1_HUMAN
OG0005929	Mmus	gfas1.m1.3933.m1	REV1_MOUSE
OG0005929	Nvec	gfas1.m1.3933.m1	NV2t014799001.1
OG0005931	Hsap	gfas1.m1.17610.m1	TGS1_HUMAN
OG0005931	Mmus	gfas1.m1.17610.m1	TGS1_MOUSE
OG0005931	Nvec	gfas1.m1.17610.m1	NV2t015827001.1
OG0005932	Hsap	gfas1.m1.6138.m1	FAAA_HUMAN
OG0005932	Mmus	gfas1.m1.6138.m1	FAAA_MOUSE
OG0005932	Nvec	gfas1.m1.6138.m1	NV2t010744001.1
OG0005933	Hsap	gfas1.m1.19820.m1	CRYM_HUMAN
OG0005933	Mmus	gfas1.m1.19820.m1	CRYM_MOUSE
OG0005933	Nvec	gfas1.m1.19820.m1	NV2t007306001.1
OG0005934	Hsap	gfas1.m1.2418.m1	CSN2_HUMAN
OG0005934	Mmus	gfas1.m1.2418.m1	CSN2_MOUSE
OG0005934	Nvec	gfas1.m1.2418.m1	NV2t023609001.1
OG0005935	Hsap	gfas1.m1.410.m1	TMX2_HUMAN
OG0005935	Mmus	gfas1.m1.410.m1	TMX2_MOUSE
OG0005935	Nvec	gfas1.m1.410.m1	NV2t012465001.1
OG0005936	Hsap	gfas1.m1.2159.m1	BTBD9_HUMAN
OG0005936	Mmus	gfas1.m1.2159.m1	BTBD9_MOUSE
OG0005936	Nvec	gfas1.m1.2159.m1	NV2t019850001.1
OG0005937	Hsap	gfas1.m1.3121.m1	PARP1_HUMAN
OG0005937	Mmus	gfas1.m1.3121.m1	PARP1_MOUSE
OG0005937	Nvec	gfas1.m1.3121.m1	NV2t019989001.1
OG0005938	Hsap	gfas1.m1.16307.m1	3HIDH_HUMAN
OG0005938	Mmus	gfas1.m1.16307.m1	3HIDH_MOUSE
OG0005938	Nvec	gfas1.m1.16307.m1	NV2t011705001.1
OG0005939	Hsap	gfas1.m1.13822.m1	SUV3_HUMAN
OG0005939	Mmus	gfas1.m1.13822.m1	SUV3_MOUSE
OG0005939	Nvec	gfas1.m1.13822.m1	NV2t018623001.1
OG0005940	Hsap	gfas1.m1.4079.m1	SESD1_HUMAN
OG0005940	Mmus	gfas1.m1.4079.m1	SESD1_MOUSE
OG0005940	Nvec	gfas1.m1.4079.m1	NV2t012271001.1
OG0005941	Hsap	gfas1.m1.2054.m1	CMKMT_HUMAN
OG0005941	Mmus	gfas1.m1.2054.m1	CMKMT_MOUSE
OG0005941	Nvec	gfas1.m1.2054.m1	NV2t020435001.1
OG0005942	Hsap	gfas1.m1.4924.m1	LEG1H_HUMAN
OG0005942	Mmus	gfas1.m1.4924.m1	LEG1H_MOUSE
OG0005942	Nvec	gfas1.m1.4924.m1	NV2t001410001.1
OG0005943	Hsap	gfas1.m1.534.m1	S35B4_HUMAN
OG0005943	Mmus	gfas1.m1.534.m1	S35B4_MOUSE
OG0005943	Nvec	gfas1.m1.534.m1	NV2t001248001.1
OG0005944	Hsap	gfas1.m1.14299.m1	SOAT1_HUMAN
OG0005944	Mmus	gfas1.m1.14299.m1	SOAT1_MOUSE
OG0005944	Nvec	gfas1.m1.14299.m1	NV2t012080001.1
OG0005946	Hsap	gfas1.m1.2537.m1	NDC1_HUMAN
OG0005946	Mmus	gfas1.m1.2537.m1	NDC1_MOUSE
OG0005946	Nvec	gfas1.m1.2537.m1	NV2t000634001.1
OG0005948	Hsap	gfas1.m1.17904.m1	CSK2B_HUMAN
OG0005948	Mmus	gfas1.m1.17904.m1	CSK2B_MOUSE
OG0005948	Nvec	gfas1.m1.17904.m1	NV2t024765001.1
OG0005949	Hsap	gfas1.m1.14697.m1	RM19_HUMAN
OG0005949	Mmus	gfas1.m1.14697.m1	RM19_MOUSE
OG0005949	Nvec	gfas1.m1.14697.m1	NV2t009051001.1
OG0005950	Hsap	gfas1.m1.16654.m1	CERS1_HUMAN
OG0005950	Mmus	gfas1.m1.16654.m1	CERS1_MOUSE
OG0005950	Nvec	gfas1.m1.16654.m1	NV2t014781001.1
OG0005951	Hsap	gfas1.m1.19349.m1	RS9_HUMAN
OG0005951	Mmus	gfas1.m1.19349.m1	RS9_MOUSE
OG0005951	Nvec	gfas1.m1.19349.m1	NV2t007821001.1
OG0005952	Nvec	gfas1.m1.560.m1, gfas1.m1.21499.m1, gfas1.m1.15163.m1	NV2t012900001.1
OG0005953	Hsap	gfas1.m1.819.m1	NADE_HUMAN
OG0005953	Mmus	gfas1.m1.819.m1	NADE_MOUSE
OG0005953	Nvec	gfas1.m1.819.m1	NV2t006539001.1
OG0005954	Hsap	gfas1.m1.9008.m1	ALKB1_HUMAN
OG0005954	Mmus	gfas1.m1.9008.m1	ALKB1_MOUSE
OG0005954	Nvec	gfas1.m1.9008.m1	NV2t012574001.1
OG0005955	Hsap	gfas1.m1.17765.m1	ECHD3_HUMAN
OG0005955	Mmus	gfas1.m1.17765.m1	ECHD3_MOUSE
OG0005955	Nvec	gfas1.m1.17765.m1	NV2t006394001.1
OG0005956	Hsap	gfas1.m1.14712.m1	ERIC3_HUMAN
OG0005956	Mmus	gfas1.m1.14712.m1	ERIC3_MOUSE
OG0005956	Nvec	gfas1.m1.14712.m1	NV2t006420001.1
OG0005957	Nvec	gfas1.m1.1349.m1, gfas1.m1.18079.m1	NV2t018821001.1, NV2t018821002.1
OG0005958	Hsap	gfas1.m1.13462.m1	APMAP_HUMAN
OG0005958	Mmus	gfas1.m1.13462.m1	APMAP_MOUSE
OG0005958	Nvec	gfas1.m1.13462.m1	NV2t020858001.1
OG0005959	Hsap	gfas1.m1.20670.m1	VTA1_HUMAN
OG0005959	Mmus	gfas1.m1.20670.m1	VTA1_MOUSE
OG0005959	Nvec	gfas1.m1.20670.m1	NV2t008530001.1
OG0005960	Hsap	gfas1.m1.2482.m1	WDR6_HUMAN
OG0005960	Mmus	gfas1.m1.2482.m1	WDR6_MOUSE
OG0005960	Nvec	gfas1.m1.2482.m1	NV2t017718001.1
OG0005961	Hsap	gfas1.m1.13443.m1	TM237_HUMAN
OG0005961	Mmus	gfas1.m1.13443.m1	TM237_MOUSE
OG0005961	Nvec	gfas1.m1.13443.m1	NV2t025489001.1
OG0005962	Hsap	gfas1.m1.5500.m1	GPN2_HUMAN
OG0005962	Mmus	gfas1.m1.5500.m1	GPN2_MOUSE
OG0005962	Nvec	gfas1.m1.5500.m1	NV2t008257001.1
OG0005963	Hsap	gfas1.m1.7286.m1	CB5D1_HUMAN
OG0005963	Mmus	gfas1.m1.7286.m1	CB5D1_MOUSE
OG0005963	Nvec	gfas1.m1.7286.m1	NV2t014617001.1
OG0005964	Hsap	gfas1.m1.23379.m1	NDUB3_HUMAN
OG0005964	Mmus	gfas1.m1.23379.m1	NDUB3_MOUSE
OG0005964	Nvec	gfas1.m1.23379.m1	NV2t012041001.1
OG0005965	Nvec	gfas1.m1.14434.m1, gfas1.m1.2890.m1, gfas1.m1.20543.m1	NV2t006585001.1
OG0005966	Hsap	gfas1.m1.2458.m1	MEGF8_HUMAN
OG0005966	Mmus	gfas1.m1.2458.m1	MEGF8_MOUSE
OG0005966	Nvec	gfas1.m1.2458.m1	NV2t021926001.1
OG0005967	Hsap	gfas1.m1.9700.m1	COX7C_HUMAN
OG0005967	Mmus	gfas1.m1.9700.m1	COX7C_MOUSE
OG0005967	Nvec	gfas1.m1.9700.m1	NV2t014660001.1
OG0005968	Hsap	gfas1.m1.23335.m1	MTFP1_HUMAN
OG0005968	Mmus	gfas1.m1.23335.m1	MTFP1_MOUSE
OG0005968	Nvec	gfas1.m1.23335.m1	NV2t016873001.1
OG0005969	Hsap	gfas1.m1.1181.m1	CBCO1_HUMAN
OG0005969	Mmus	gfas1.m1.1181.m1	CBCO1_MOUSE
OG0005969	Nvec	gfas1.m1.1181.m1	NV2t018327001.1
OG0005970	Hsap	gfas1.m1.5719.m1	TF3C6_HUMAN
OG0005970	Mmus	gfas1.m1.5719.m1	TF3C6_MOUSE
OG0005970	Nvec	gfas1.m1.5719.m1	NV2t000272001.1
OG0005971	Hsap	gfas1.m1.16988.m1	MI4GD_HUMAN
OG0005971	Mmus	gfas1.m1.16988.m1	MI4GD_MOUSE
OG0005971	Nvec	gfas1.m1.16988.m1	NV2t014217001.1
OG0005972	Hsap	gfas1.m1.7984.m1	CFA68_HUMAN
OG0005972	Mmus	gfas1.m1.7984.m1	CFA68_MOUSE
OG0005972	Nvec	gfas1.m1.7984.m1	NV2t021653001.1
OG0005973	Nvec	gfas1.m1.13563.m1, gfas1.m1.7000.m1, gfas1.m1.682.m1	NV2t003393001.1
OG0005974	Hsap	gfas1.m1.7327.m1	BPNT1_HUMAN
OG0005974	Mmus	gfas1.m1.7327.m1	BPNT1_MOUSE
OG0005974	Nvec	gfas1.m1.7327.m1	NV2t020759001.1
OG0005975	Hsap	gfas1.m1.18820.m1	CDCA7_HUMAN
OG0005975	Mmus	gfas1.m1.18820.m1	CDCA7_MOUSE
OG0005975	Nvec	gfas1.m1.18820.m1	NV2t004167001.1
OG0005976	Hsap	gfas1.m1.11497.m1	RPAP2_HUMAN
OG0005976	Mmus	gfas1.m1.11497.m1	RPAP2_MOUSE
OG0005976	Nvec	gfas1.m1.11497.m1	NV2t025408001.1
OG0005977	Hsap	gfas1.m1.21771.m1	TTC29_HUMAN
OG0005977	Mmus	gfas1.m1.21771.m1	TTC29_MOUSE
OG0005977	Nvec	gfas1.m1.21771.m1	NV2t002903001.1
OG0005978	Hsap	gfas1.m1.16660.m1	SQOR_HUMAN
OG0005978	Mmus	gfas1.m1.16660.m1	SQOR_MOUSE
OG0005978	Nvec	gfas1.m1.16660.m1	NV2t014777001.1
OG0005979	Hsap	gfas1.m1.4776.m1	CL16A_HUMAN
OG0005979	Mmus	gfas1.m1.4776.m1	CL16A_MOUSE
OG0005979	Nvec	gfas1.m1.4776.m1	NV2t006878001.1
OG0005980	Hsap	gfas1.m1.6784.m1	VMA21_HUMAN
OG0005980	Mmus	gfas1.m1.6784.m1	VMA21_MOUSE
OG0005980	Nvec	gfas1.m1.6784.m1	NV2t003460001.1
OG0005981	Hsap	gfas1.m1.4159.m1	TEFM_HUMAN
OG0005981	Mmus	gfas1.m1.4159.m1	TEFM_MOUSE
OG0005981	Nvec	gfas1.m1.4159.m1	NV2t007376001.1
OG0005982	Hsap	gfas1.m1.6259.m1	SDHB_HUMAN
OG0005982	Mmus	gfas1.m1.6259.m1	SDHB_MOUSE
OG0005982	Nvec	gfas1.m1.6259.m1	NV2t013208001.1
OG0005983	Hsap	gfas1.m1.3743.m1	GAL3A_HUMAN
OG0005983	Mmus	gfas1.m1.3743.m1	GAL3A_MOUSE
OG0005983	Nvec	gfas1.m1.3743.m1	NV2t018031001.1
OG0005984	Hsap	gfas1.m1.3323.m1	T184C_HUMAN
OG0005984	Mmus	gfas1.m1.3323.m1	T184C_MOUSE
OG0005984	Nvec	gfas1.m1.3323.m1	NV2t002953001.1
OG0005985	Hsap	gfas1.m1.11820.m1	SEN34_HUMAN
OG0005985	Mmus	gfas1.m1.11820.m1	SEN34_MOUSE
OG0005985	Nvec	gfas1.m1.11820.m1	NV2t019567001.1
OG0005986	Hsap	gfas1.m1.7712.m1	KDM1B_HUMAN
OG0005986	Mmus	gfas1.m1.7712.m1	KDM1B_MOUSE
OG0005986	Nvec	gfas1.m1.7712.m1	NV2t006630001.1
OG0005987	Hsap	gfas1.m1.6446.m1	TTC27_HUMAN
OG0005987	Mmus	gfas1.m1.6446.m1	TTC27_MOUSE
OG0005987	Nvec	gfas1.m1.6446.m1	NV2t020116001.1
OG0005988	Hsap	gfas1.m1.15489.m1	ABD18_HUMAN
OG0005988	Mmus	gfas1.m1.15489.m1	ABD18_MOUSE
OG0005988	Nvec	gfas1.m1.15489.m1	NV2t011738001.1
OG0005989	Hsap	gfas1.m1.5765.m1	CPPED_HUMAN
OG0005989	Mmus	gfas1.m1.5765.m1	CPPED_MOUSE
OG0005989	Nvec	gfas1.m1.5765.m1	NV2t019228001.1
OG0005990	Hsap	gfas1.m1.23206.m1	PA24A_HUMAN
OG0005990	Mmus	gfas1.m1.23206.m1	PA24A_MOUSE
OG0005990	Nvec	gfas1.m1.23206.m1	NV2t008511001.1
OG0005991	Hsap	gfas1.m1.17790.m1	OTUD3_HUMAN
OG0005991	Mmus	gfas1.m1.17790.m1	OTUD3_MOUSE
OG0005991	Nvec	gfas1.m1.17790.m1	NV2t025068001.1
OG0005992	Hsap	gfas1.m1.22288.m1	DDX47_HUMAN
OG0005992	Mmus	gfas1.m1.22288.m1	DDX47_MOUSE
OG0005992	Nvec	gfas1.m1.22288.m1	NV2t019898001.1
OG0005993	Hsap	gfas1.m1.7389.m1	AIMP2_HUMAN
OG0005993	Mmus	gfas1.m1.7389.m1	AIMP2_MOUSE
OG0005993	Nvec	gfas1.m1.7389.m1	NV2t008009001.1
OG0005994	Nvec	gfas1.m1.1825.m1, gfas1.m1.1827.m1, gfas1.m1.1835.m1	NV2t002994001.1
OG0005995	Hsap	gfas1.m1.15110.m1	RU1C_HUMAN
OG0005995	Mmus	gfas1.m1.15110.m1	RU1C_MOUSE
OG0005995	Nvec	gfas1.m1.15110.m1	NV2t015081001.1
OG0005996	Hsap	gfas1.m1.15704.m1	SNUT1_HUMAN
OG0005996	Mmus	gfas1.m1.15704.m1	SNUT1_MOUSE
OG0005996	Nvec	gfas1.m1.15704.m1	NV2t011045001.1
OG0005997	Hsap	gfas1.m1.4974.m1	ANKL2_HUMAN
OG0005997	Mmus	gfas1.m1.4974.m1	ANKL2_MOUSE
OG0005997	Nvec	gfas1.m1.4974.m1	NV2t010758001.1
OG0005998	Hsap	gfas1.m1.1106.m1	SPT5H_HUMAN
OG0005998	Mmus	gfas1.m1.1106.m1	SPT5H_MOUSE
OG0005998	Nvec	gfas1.m1.1106.m1	NV2t014942002.1
OG0006000	Hsap	gfas1.m1.8882.m1	SLX1_HUMAN
OG0006000	Mmus	gfas1.m1.8882.m1	SLX1_MOUSE
OG0006000	Nvec	gfas1.m1.8882.m1	NV2t016391001.1
OG0006001	Hsap	gfas1.m1.1442.m1	NENF_HUMAN
OG0006001	Mmus	gfas1.m1.1442.m1	NENF_MOUSE
OG0006001	Nvec	gfas1.m1.1442.m1	NV2t019753001.1
OG0006002	Hsap	gfas1.m1.4180.m1	VPS36_HUMAN
OG0006002	Mmus	gfas1.m1.4180.m1	VPS36_MOUSE
OG0006002	Nvec	gfas1.m1.4180.m1	NV2t003022001.1
OG0006003	Hsap	gfas1.m1.9396.m1	ESF1_HUMAN
OG0006003	Mmus	gfas1.m1.9396.m1	ESF1_MOUSE
OG0006003	Nvec	gfas1.m1.9396.m1	NV2t012425001.1
OG0006004	Hsap	gfas1.m1.16824.m1	CC178_HUMAN
OG0006004	Mmus	gfas1.m1.16824.m1	CC178_MOUSE
OG0006004	Nvec	gfas1.m1.16824.m1	NV2t016582001.1
OG0006005	Hsap	gfas1.m1.2888.m1	ACSS3_HUMAN
OG0006005	Mmus	gfas1.m1.2888.m1	ACSS3_MOUSE
OG0006005	Nvec	gfas1.m1.2888.m1	NV2t018013001.1
OG0006006	Hsap	gfas1.m1.18434.m1	KNTC1_HUMAN
OG0006006	Mmus	gfas1.m1.18434.m1	KNTC1_MOUSE
OG0006006	Nvec	gfas1.m1.18434.m1	NV2t020924001.1
OG0006007	Hsap	gfas1.m1.23374.m1	EIF3L_HUMAN
OG0006007	Mmus	gfas1.m1.23374.m1	EIF3L_MOUSE
OG0006007	Nvec	gfas1.m1.23374.m1	NV2t007903001.1
OG0006008	Hsap	gfas1.m1.9666.m1	SHOC2_HUMAN
OG0006008	Mmus	gfas1.m1.9666.m1	SHOC2_MOUSE
OG0006008	Nvec	gfas1.m1.9666.m1	NV2t015243001.1
OG0006009	Hsap	gfas1.m1.6542.m1	SRRM2_HUMAN
OG0006009	Mmus	gfas1.m1.6542.m1	SRRM2_MOUSE
OG0006009	Nvec	gfas1.m1.6542.m1	NV2t016555001.1
OG0006010	Hsap	gfas1.m1.2422.m1	GNA1_HUMAN
OG0006010	Mmus	gfas1.m1.2422.m1	GNA1_MOUSE
OG0006010	Nvec	gfas1.m1.2422.m1	NV2t021131001.1
OG0006011	Hsap	gfas1.m1.6575.m1	EIF2D_HUMAN
OG0006011	Mmus	gfas1.m1.6575.m1	EIF2D_MOUSE
OG0006011	Nvec	gfas1.m1.6575.m1	NV2t000348001.1
OG0006012	Hsap	gfas1.m1.8445.m1	ALKB4_HUMAN
OG0006012	Mmus	gfas1.m1.8445.m1	ALKB4_MOUSE
OG0006012	Nvec	gfas1.m1.8445.m1	NV2t016455001.1
OG0006013	Hsap	gfas1.m1.6459.m1	ECSIT_HUMAN
OG0006013	Mmus	gfas1.m1.6459.m1	ECSIT_MOUSE
OG0006013	Nvec	gfas1.m1.6459.m1	NV2t006920001.1
OG0006014	Hsap	gfas1.m1.18230.m1	AIFM1_HUMAN
OG0006014	Mmus	gfas1.m1.18230.m1	AIFM1_MOUSE
OG0006014	Nvec	gfas1.m1.18230.m1	NV2t003384001.1
OG0006015	Hsap	gfas1.m1.15529.m1	TMM70_HUMAN
OG0006015	Mmus	gfas1.m1.15529.m1	TMM70_MOUSE
OG0006015	Nvec	gfas1.m1.15529.m1	NV2t004383001.1
OG0006016	Hsap	gfas1.m1.4361.m1	DPOE4_HUMAN
OG0006016	Mmus	gfas1.m1.4361.m1	DPOE4_MOUSE
OG0006016	Nvec	gfas1.m1.4361.m1	NV2t001901001.1
OG0006017	Hsap	gfas1.m1.15139.m1	COG2_HUMAN
OG0006017	Mmus	gfas1.m1.15139.m1	COG2_MOUSE
OG0006017	Nvec	gfas1.m1.15139.m1	NV2t020494001.1
OG0006018	Hsap	gfas1.m1.6511.m1	LTN1_HUMAN
OG0006018	Mmus	gfas1.m1.6511.m1	LTN1_MOUSE
OG0006018	Nvec	gfas1.m1.6511.m1	NV2t008387001.1
OG0006019	Hsap	gfas1.m1.11822.m1	MED17_HUMAN
OG0006019	Mmus	gfas1.m1.11822.m1	MED17_MOUSE
OG0006019	Nvec	gfas1.m1.11822.m1	NV2t019570001.1
OG0006020	Hsap	gfas1.m1.23372.m1	ZTRF1_HUMAN
OG0006020	Mmus	gfas1.m1.23372.m1	ZTRF1_MOUSE
OG0006020	Nvec	gfas1.m1.23372.m1	NV2t004544001.1
OG0006022	Hsap	gfas1.m1.3883.m1	FICD_HUMAN
OG0006022	Mmus	gfas1.m1.3883.m1	FICD_MOUSE
OG0006022	Nvec	gfas1.m1.3883.m1	NV2t013491001.1
OG0006023	Hsap	gfas1.m1.2014.m1	ERP44_HUMAN
OG0006023	Mmus	gfas1.m1.2014.m1	ERP44_MOUSE
OG0006023	Nvec	gfas1.m1.2014.m1	NV2t012609001.1
OG0006024	Hsap	gfas1.m1.8603.m1	NT5D1_HUMAN
OG0006024	Mmus	gfas1.m1.8603.m1	NT5D1_MOUSE
OG0006024	Nvec	gfas1.m1.8603.m1	NV2t008787001.1
OG0006025	Hsap	gfas1.m1.17703.m1	PUR6_HUMAN
OG0006025	Mmus	gfas1.m1.17703.m1	PUR6_MOUSE
OG0006025	Nvec	gfas1.m1.17703.m1	NV2t003046001.1
OG0006026	Hsap	gfas1.m1.14342.m1	PCH2_HUMAN
OG0006026	Mmus	gfas1.m1.14342.m1	PCH2_MOUSE
OG0006026	Nvec	gfas1.m1.14342.m1	NV2t004693001.1
OG0006027	Hsap	gfas1.m1.6078.m1	FUCT1_HUMAN
OG0006027	Mmus	gfas1.m1.6078.m1	FUCT1_MOUSE
OG0006027	Nvec	gfas1.m1.6078.m1	NV2t013470001.1
OG0006028	Hsap	gfas1.m1.13948.m1	CCD89_HUMAN
OG0006028	Mmus	gfas1.m1.13948.m1	CCD89_MOUSE
OG0006028	Nvec	gfas1.m1.13948.m1	NV2t010813001.1
OG0006029	Hsap	gfas1.m1.5410.m1	SEP15_HUMAN
OG0006029	Mmus	gfas1.m1.5410.m1	SEP15_MOUSE
OG0006029	Nvec	gfas1.m1.5410.m1	NV2t024980001.1
OG0006030	Nvec	gfas1.m1.3280.m1	NV2t007136005.1, NV2t012444001.1, NV2t012444002.1
OG0006031	Hsap	gfas1.m1.3202.m1	WHR1_HUMAN
OG0006031	Mmus	gfas1.m1.3202.m1	WHR1_MOUSE
OG0006031	Nvec	gfas1.m1.3202.m1	NV2t022298001.1
OG0006032	Hsap	gfas1.m1.17933.m1	S66A2_HUMAN
OG0006032	Mmus	gfas1.m1.17933.m1	S66A2_MOUSE
OG0006032	Nvec	gfas1.m1.17933.m1	NV2t003968001.1
OG0006033	Hsap	gfas1.m1.3066.m1	MBLC2_HUMAN
OG0006033	Mmus	gfas1.m1.3066.m1	MBLC2_MOUSE
OG0006033	Nvec	gfas1.m1.3066.m1	NV2t023610001.1
OG0006034	Hsap	gfas1.m1.8920.m1	EHBP1_HUMAN
OG0006034	Mmus	gfas1.m1.8920.m1	EHBP1_MOUSE
OG0006034	Nvec	gfas1.m1.8920.m1	NV2t025014001.1
OG0006035	Hsap	gfas1.m1.15920.m1	RUVB1_HUMAN
OG0006035	Mmus	gfas1.m1.15920.m1	RUVB1_MOUSE
OG0006035	Nvec	gfas1.m1.15920.m1	NV2t003912001.1
OG0006036	Nvec	gfas1.m1.8985.m1	NV2t001755003.1, NV2t001755001.1, NV2t001755002.1
OG0006037	Nvec	gfas1.m1.2037.m1	NV2t009600001.1, NV2t009600002.1, NV2t009600003.1
OG0006038	Hsap	gfas1.m1.14461.m1	T2FB_HUMAN
OG0006038	Mmus	gfas1.m1.14461.m1	T2FB_MOUSE
OG0006038	Nvec	gfas1.m1.14461.m1	NV2t021601001.1
OG0006039	Hsap	gfas1.m1.14730.m1	ANKUB_HUMAN
OG0006039	Mmus	gfas1.m1.14730.m1	ANKUB_MOUSE
OG0006039	Nvec	gfas1.m1.14730.m1	NV2t015403001.1
OG0006040	Hsap	gfas1.m1.4061.m1	NDK5_HUMAN
OG0006040	Mmus	gfas1.m1.4061.m1	NDK5_MOUSE
OG0006040	Nvec	gfas1.m1.4061.m1	NV2t009720001.1
OG0006041	Hsap	gfas1.m1.660.m1	RS12_HUMAN
OG0006041	Mmus	gfas1.m1.660.m1	RS12_MOUSE
OG0006041	Nvec	gfas1.m1.660.m1	NV2t015684003.1
OG0006042	Hsap	gfas1.m1.3290.m1	TRMB_HUMAN
OG0006042	Mmus	gfas1.m1.3290.m1	TRMB_MOUSE
OG0006042	Nvec	gfas1.m1.3290.m1	NV2t015160001.1
OG0006043	Hsap	gfas1.m1.7316.m1	RM12_HUMAN
OG0006043	Mmus	gfas1.m1.7316.m1	RM12_MOUSE
OG0006043	Nvec	gfas1.m1.7316.m1	NV2t007760001.1
OG0006044	Hsap	gfas1.m1.2904.m1	SCLY_HUMAN
OG0006044	Mmus	gfas1.m1.2904.m1	SCLY_MOUSE
OG0006044	Nvec	gfas1.m1.2904.m1	NV2t004508001.1
OG0006045	Hsap	gfas1.m1.5328.m1	POC5_HUMAN
OG0006045	Mmus	gfas1.m1.5328.m1	POC5_MOUSE
OG0006045	Nvec	gfas1.m1.5328.m1	NV2t014276001.1
