Orthogroup	Pdam	Nvec
OG0003595	pdam_00012421-RA	NV2t018218001.1
OG0003596	pdam_00000818-RA	NV2t023836001.1
OG0003597	pdam_00019514-RA	NV2t018036001.1
OG0003598	pdam_00018857-RA	NV2t017074003.1, NV2t017074001.1, NV2t017074002.1
OG0003599	pdam_00013129-RA	NV2t020061001.1
OG0003599	pdam_00019668-RA	NV2t012555001.1
OG0003600	pdam_00007996-RA	NV2t021598001.1
OG0003601	pdam_00014129-RA	NV2t006674001.1
OG0003602	pdam_00009296-RA	NV2t001235001.1, NV2t001235002.1, NV2t001235003.1
OG0003603	pdam_00005358-RA	NV2t001990001.1, NV2t001990002.1, NV2t001990003.1
OG0003604	pdam_00021636-RA	NV2t020509003.1, NV2t020509001.1, NV2t020509002.1
OG0003605	pdam_00005338-RA	NV2t000892001.1
OG0003606	pdam_00011649-RA	NV2t010954001.1
OG0003607	pdam_00020529-RA	NV2t001833003.1, NV2t001833001.1, NV2t001833002.1
OG0003608	pdam_00009160-RA	NV2t005310001.1, NV2t005310002.1, NV2t005310003.1
OG0003609	pdam_00000804-RA	NV2t023503001.1, NV2t023503002.1, NV2t023508001.1
OG0003610	pdam_00015014-RA	NV2t022994001.1
OG0003611	pdam_00008146-RA, pdam_00008143-RA	NV2t012257001.1
OG0003612	pdam_00003203-RA	NV2t013891001.1, NV2t013891002.1
OG0003613	pdam_00000946-RA	NV2t022683001.1
OG0003614	pdam_00023209-RA	NV2t006356001.1
OG0003615	pdam_00001841-RA	NV2t022143001.1
OG0003616	pdam_00000256-RA	NV2t015684001.1, NV2t015684002.1, NV2t015684003.1
OG0003617	pdam_00011422-RA	NV2t023452002.1, NV2t023452003.1, NV2t023452001.1
OG0003618	pdam_00016756-RA	NV2t014167001.1
OG0003619	pdam_00001537-RA	NV2t008478001.1
OG0003620	pdam_00018048-RA	NV2t020039003.1, NV2t020039001.1, NV2t020039002.1
OG0003621	pdam_00002812-RA	NV2t020984001.1, NV2t020998001.1, NV2t020984002.1
OG0003622	pdam_00022089-RA	NV2t019415001.1, NV2t019415002.1, NV2t019415003.1
OG0003623	pdam_00009774-RA	NV2t017342001.1
OG0003624	pdam_00002728-RA	NV2t009721001.1, NV2t009721002.1, NV2t009721003.1
OG0003625	pdam_00018835-RA	NV2t025280001.1
OG0003627	pdam_00020894-RA, pdam_00011623-RA	NV2t012727001.1, NV2t012727002.1
OG0003628	pdam_00012192-RA	NV2t014575001.1, NV2t014200001.1, NV2t014200002.1
OG0003629	pdam_00017384-RA	NV2t004739003.1, NV2t004739002.1, NV2t004739001.1
OG0003630	pdam_00018353-RA	NV2t005593001.1
OG0003631	pdam_00015314-RA	NV2t011393001.1
OG0003632	pdam_00014664-RA	NV2t010780001.1
OG0003633	pdam_00018361-RA	NV2t005529001.1
OG0003634	pdam_00019479-RA	NV2t001456001.1
OG0003634	pdam_00001478-RA	NV2t000171001.1
OG0003635	pdam_00022603-RA, pdam_00022602-RA	NV2t000414001.1, NV2t000414002.1
OG0003636	pdam_00009000-RA	NV2t007082001.1, NV2t007082002.1, NV2t007082003.1
OG0003637	pdam_00013376-RA	NV2t023460001.1
OG0003638	pdam_00010037-RA	NV2t020091001.1
OG0003640	pdam_00023838-RA	NV2t019042002.1, NV2t019042001.1, NV2t019042003.1
OG0003641	pdam_00012039-RA	NV2t019825001.1
OG0003642	pdam_00010483-RA, pdam_00010480-RA, pdam_00010482-RA	NV2t017191001.1
OG0003644	pdam_00005853-RA	NV2t024933001.1, NV2t024933003.1, NV2t024933002.1
OG0003645	pdam_00022605-RA	NV2t000412001.1, NV2t000412002.1, NV2t000412003.1
OG0003646	pdam_00018567-RA	NV2t016608001.1
OG0003647	pdam_00016939-RA, pdam_00003892-RA	NV2t013648001.1
OG0003648	pdam_00003914-RA	NV2t013841001.1
OG0003649	pdam_00021827-RA, pdam_00016915-RA	NV2t016600001.1, NV2t016600002.1
OG0003650	pdam_00012294-RA	NV2t013642001.1
OG0003651	pdam_00010115-RA	NV2t025203001.1
OG0003652	pdam_00015189-RA	NV2t019823001.1
OG0003653	pdam_00015438-RA	NV2t010439001.1, NV2t010437001.1, NV2t010437002.1
OG0003654	pdam_00015374-RA	NV2t020318001.1
OG0003654	pdam_00005308-RA	NV2t002060001.1
OG0003655	pdam_00022222-RA	NV2t002728002.1, NV2t002728001.1, NV2t002728003.1
OG0003656	pdam_00007627-RA	NV2t020155002.1, NV2t020155001.1, NV2t020155003.1
OG0003657	pdam_00000320-RA	NV2t015609001.1
OG0003658	pdam_00018038-RA	NV2t019533001.1, NV2t019533002.1, NV2t019533004.1
OG0003660	pdam_00000581-RA	NV2t007063001.1
OG0003661	pdam_00001317-RA	NV2t022692001.1
OG0003662	pdam_00010169-RA	NV2t008599001.1
OG0003663	pdam_00002696-RA	NV2t010523001.1, NV2t010523003.1, NV2t010523002.1
OG0003664	pdam_00000188-RA	NV2t025501001.1, NV2t025501002.1
OG0003665	pdam_00007328-RA	NV2t008582001.1
OG0003666	pdam_00007956-RA	NV2t014791001.1
OG0003668	pdam_00013442-RA	NV2t019313001.1
OG0003669	pdam_00023700-RA	NV2t003952001.1, NV2t003952002.1, NV2t003952003.1
OG0003670	pdam_00014482-RA	NV2t012733001.1
OG0003671	pdam_00006024-RA	NV2t003273001.1
OG0003673	pdam_00012813-RA	NV2t003745001.1
OG0003674	pdam_00001228-RA	NV2t021893001.1
OG0003675	pdam_00019035-RA	NV2t018714002.1, NV2t018714001.1, NV2t018714003.1
OG0003676	pdam_00003870-RA	NV2t014227001.1
OG0003677	pdam_00007689-RA	NV2t011090001.1
OG0003678	pdam_00007690-RA	NV2t012726001.1
OG0003679	pdam_00011879-RA	NV2t013866001.1
OG0003680	pdam_00004356-RA	NV2t025704001.1
OG0003681	pdam_00003567-RA	NV2t019162004.1, NV2t019162001.1, NV2t019162002.1
OG0003682	pdam_00018300-RA, pdam_00006892-RA	NV2t016177001.1, NV2t016177002.1
OG0003684	pdam_00019136-RA	NV2t018951001.1
OG0003685	pdam_00008367-RA	NV2t020935001.1
OG0003685	pdam_00022043-RA	NV2t002988001.1
OG0003686	pdam_00022438-RA	NV2t013963001.1
OG0003687	pdam_00012017-RA	NV2t020356001.1
OG0003688	pdam_00000280-RA	NV2t015351001.1
OG0003689	pdam_00005515-RA	NV2t003245001.1
OG0003690	pdam_00023373-RA	NV2t025975001.1, NV2t017553001.1, NV2t017553002.1
OG0003691	pdam_00020473-RA	NV2t002670002.1
OG0003692	pdam_00012274-RA	NV2t000946001.1
OG0003693	pdam_00022583-RA	NV2t016459001.1, NV2t016466002.1, NV2t016466001.1
OG0003694	pdam_00012988-RA	NV2t012243001.1
OG0003694	pdam_00020581-RA	NV2t010045001.1, NV2t010045002.1
OG0003695	pdam_00014430-RA	NV2t019275001.1, NV2t019275002.1, NV2t019275003.1
OG0003696	pdam_00013107-RA	NV2t020174001.1
OG0003697	pdam_00000693-RA	NV2t010980001.1
OG0003698	pdam_00016937-RA	NV2t013645003.1, NV2t013645001.1, NV2t013645002.1
OG0003699	pdam_00017673-RA	NV2t004344001.1
OG0003700	pdam_00002068-RA	NV2t009039001.1
OG0003701	pdam_00021894-RA	NV2t000655001.1
OG0003702	pdam_00018619-RA	NV2t012769001.1
OG0003703	pdam_00007801-RA	NV2t020287001.1
OG0003704	pdam_00007072-RA	NV2t012678001.1
OG0003705	pdam_00019764-RA	NV2t003796001.1
OG0003706	pdam_00023878-RA, pdam_00023877-RA	NV2t002250001.1, NV2t002251001.1
OG0003707	pdam_00008675-RA	NV2t003750002.1
OG0003708	pdam_00010374-RA	NV2t005583001.1, NV2t005583003.1, NV2t005583002.1
OG0003709	pdam_00021346-RA, pdam_00013303-RA, pdam_00021345-RA	NV2t009316001.1
OG0003710	pdam_00010068-RA	NV2t007516001.1
OG0003711	pdam_00013245-RA, pdam_00022601-RA	NV2t000255001.1, NV2t000255002.1, NV2t000255003.1
OG0003712	pdam_00024939-RA	NV2t016723001.1
OG0003713	pdam_00008114-RA	NV2t015893003.1, NV2t015893001.1, NV2t015893002.1
OG0003714	pdam_00002699-RA	NV2t009987001.1
OG0003715	pdam_00022960-RA	NV2t001401001.1
OG0003716	pdam_00007351-RA, pdam_00011451-RA	NV2t009267001.1, NV2t009267002.1
OG0003717	pdam_00010730-RA	NV2t024718002.1
OG0003718	pdam_00001678-RA	NV2t003838001.1
OG0003719	pdam_00002603-RA	NV2t005990001.1
OG0003720	pdam_00018937-RA	NV2t003062001.1, NV2t003062002.1, NV2t003062003.1
OG0003721	pdam_00012533-RA	NV2t001038001.1, NV2t001038002.1, NV2t001038003.1
OG0003722	pdam_00018855-RA	NV2t016555001.1
OG0003723	pdam_00021809-RA	NV2t015336001.1, NV2t015336002.1, NV2t015336003.1
OG0003724	pdam_00016725-RA	NV2t004542001.1, NV2t004542003.1, NV2t004542002.1
OG0003725	pdam_00012184-RA	NV2t014334001.1, NV2t014334002.1
OG0003726	pdam_00009381-RA	NV2t017655001.1
OG0003727	pdam_00007488-RA	NV2t002641001.1
OG0003728	pdam_00013201-RA	NV2t011000001.1
OG0003729	pdam_00011294-RA	NV2t006225001.1
OG0003730	pdam_00009454-RA	NV2t006350001.1
OG0003731	pdam_00012264-RA	NV2t001144001.1, NV2t001144002.1, NV2t001144003.1
OG0003732	pdam_00021090-RA	NV2t005847001.1
OG0003733	pdam_00008733-RA	NV2t002925001.1
OG0003734	pdam_00010477-RA	NV2t016148001.1
OG0003735	pdam_00013421-RA	NV2t004275001.1, NV2t004275002.1, NV2t004275003.1
OG0003736	pdam_00022114-RA	NV2t025301001.1
OG0003737	pdam_00011922-RA	NV2t003360001.1, NV2t003360002.1, NV2t003360003.1
OG0003738	pdam_00007865-RA	NV2t000385001.1, NV2t000385002.1, NV2t000385003.1
OG0003739	pdam_00003009-RA	NV2t007351001.1, NV2t007351003.1, NV2t007351002.1
OG0003740	pdam_00010664-RA	NV2t025261002.1, NV2t025261001.1, NV2t025261003.1
OG0003741	pdam_00002521-RA	NV2t004221001.1
OG0003742	pdam_00003975-RA	NV2t008968002.1, NV2t008968001.1, NV2t008968003.1
OG0003743	pdam_00010226-RA	NV2t015879001.1
OG0003744	pdam_00014481-RA, pdam_00023793-RA, pdam_00023794-RA	NV2t011098001.1
OG0003745	pdam_00009391-RA	NV2t017265001.1
OG0003746	pdam_00004824-RA	NV2t004001001.1
OG0003747	pdam_00000530-RA	NV2t007361001.1
OG0003748	pdam_00009560-RA	NV2t002588001.1
OG0003749	pdam_00017389-RA	NV2t005465001.1
OG0003750	pdam_00011625-RA, pdam_00011624-RA, pdam_00011627-RA	NV2t012728002.1
OG0003751	pdam_00006027-RA	NV2t003209001.1
OG0003752	pdam_00001338-RA	NV2t022036001.1
OG0003754	pdam_00007494-RA	NV2t002508007.1, NV2t002508001.1, NV2t002508002.1
OG0003755	pdam_00007421-RA	NV2t018296001.1
OG0003756	pdam_00016782-RA	NV2t000266001.1, NV2t000266002.1, NV2t000268001.1
OG0003757	pdam_00021770-RA	NV2t014867001.1
OG0003758	pdam_00019254-RA	NV2t016756002.1, NV2t016756005.1, NV2t016756004.1
OG0003759	pdam_00008698-RA	NV2t003896001.1
OG0003760	pdam_00003181-RA	NV2t023690001.1, NV2t023690002.1, NV2t023690003.1
OG0003761	pdam_00008754-RA, pdam_00008756-RA	NV2t007765001.1, NV2t007765002.1
OG0003762	pdam_00002619-RA	NV2t006198003.1, NV2t006198001.1, NV2t006198002.1
OG0003763	pdam_00004875-RA	NV2t012407001.1
OG0003764	pdam_00000366-RA	NV2t017313001.1
OG0003765	pdam_00016931-RA	NV2t016599001.1
OG0003766	pdam_00014299-RA	NV2t022728001.1
OG0003767	pdam_00008297-RA	NV2t013510001.1
OG0003768	pdam_00000134-RA	NV2t025614002.1, NV2t025614003.1, NV2t025614004.1
OG0003770	pdam_00000523-RA	NV2t007789001.1, NV2t007789002.1
OG0003771	pdam_00003694-RA	NV2t016439001.1
OG0003772	pdam_00013912-RA	NV2t016597001.1
OG0003774	pdam_00012596-RA	NV2t012633001.1
OG0003775	pdam_00014226-RA	NV2t014371001.1
OG0003776	pdam_00004496-RA	NV2t017491001.1
OG0003776	pdam_00001563-RA	NV2t009420001.1
OG0003777	pdam_00008923-RA	NV2t016428001.1
OG0003778	pdam_00001733-RA	NV2t003642001.1, NV2t003642002.1, NV2t003642003.1
OG0003779	pdam_00013713-RA, pdam_00001683-RA, pdam_00001685-RA	NV2t003602001.1
OG0003780	pdam_00015292-RA	NV2t004396001.1
OG0003780	pdam_00005557-RA	NV2t010769001.1
OG0003781	pdam_00003011-RA	NV2t007349001.1
OG0003782	pdam_00008871-RA	NV2t016733003.1, NV2t016733001.1, NV2t016733002.1
OG0003783	pdam_00025211-RA	NV2t021522001.1
OG0003784	pdam_00000665-RA	NV2t011002001.1
OG0003785	pdam_00018885-RA	NV2t011431001.1
OG0003786	pdam_00002582-RA	NV2t006715001.1, NV2t006715002.1, NV2t006715003.1
OG0003787	pdam_00004081-RA	NV2t014916001.1
OG0003788	pdam_00007181-RA	NV2t017777001.1
OG0003789	pdam_00006630-RA	NV2t010384001.1
OG0003790	pdam_00002762-RA	NV2t009993001.1, NV2t009993002.1, NV2t009993003.1
OG0003791	pdam_00005003-RA, pdam_00005490-RA	NV2t018323001.1, NV2t018323002.1
OG0003792	pdam_00020981-RA	NV2t007685002.1, NV2t007685003.1, NV2t007685001.1
OG0003793	pdam_00009661-RA	NV2t010781001.1
OG0003794	pdam_00009085-RA	NV2t018470001.1
OG0003795	pdam_00013158-RA	NV2t001974001.1
OG0003796	pdam_00003247-RA	NV2t010284002.1, NV2t010284006.1, NV2t010284004.1
OG0003797	pdam_00000554-RA	NV2t007700001.1
OG0003798	pdam_00002483-RA	NV2t005390001.1
OG0003799	pdam_00011595-RA	NV2t011546001.1
OG0003800	pdam_00024300-RA	NV2t015713003.1, NV2t015713001.1, NV2t015713002.1
OG0003801	pdam_00020755-RA, pdam_00020758-RA, pdam_00020756-RA	NV2t023404001.1
OG0003802	pdam_00024127-RA	NV2t006258001.1, NV2t006258003.1, NV2t006258002.1
OG0003803	pdam_00003085-RA	NV2t015273001.1
OG0003804	pdam_00017986-RA	NV2t001692003.1, NV2t001692001.1, NV2t001692002.1
OG0003805	pdam_00000136-RA	NV2t025612001.1
OG0003806	pdam_00009334-RA	NV2t007002001.1, NV2t007002003.1, NV2t007002004.1
OG0003807	pdam_00006316-RA	NV2t010212001.1
OG0003809	pdam_00002654-RA	NV2t005855001.1
OG0003810	pdam_00013915-RA	NV2t016624001.1, NV2t016624003.1, NV2t016624002.1
OG0003812	pdam_00007168-RA	NV2t006586003.1, NV2t006586001.1, NV2t006586002.1
OG0003813	pdam_00018770-RA	NV2t020086001.1
OG0003814	pdam_00020871-RA	NV2t024910001.1, NV2t024910002.1, NV2t024910003.1
OG0003815	pdam_00019330-RA	NV2t023713001.1
OG0003816	pdam_00014005-RA	NV2t000134001.1
OG0003818	pdam_00017848-RA	NV2t020912002.1, NV2t020912003.1, NV2t020912001.1
OG0003819	pdam_00013175-RA	NV2t001428001.1
OG0003820	pdam_00003489-RA	NV2t021328001.1
OG0003822	pdam_00010970-RA	NV2t001226001.1
OG0003823	pdam_00004912-RA	NV2t010864001.1
OG0003824	pdam_00014191-RA	NV2t015529001.1, NV2t015529002.1, NV2t015529003.1
OG0003825	pdam_00018345-RA	NV2t006466001.1, NV2t006466002.1, NV2t006466003.1
OG0003826	pdam_00017659-RA	NV2t005333003.1, NV2t005333001.1, NV2t005333002.1
OG0003827	pdam_00008167-RA	NV2t012862002.1, NV2t012862001.1, NV2t012862003.1
OG0003828	pdam_00018272-RA	NV2t023707001.1
OG0003829	pdam_00017059-RA	NV2t023750001.1
OG0003830	pdam_00010711-RA	NV2t024827003.1, NV2t024827001.1, NV2t024827002.1
OG0003831	pdam_00013836-RA	NV2t007097001.1
OG0003832	pdam_00021584-RA	NV2t002580001.1
OG0003833	pdam_00005410-RA	NV2t006981003.1, NV2t006981001.1, NV2t006981002.1
OG0003834	pdam_00011945-RA	NV2t003544001.1, NV2t003544002.1, NV2t003544003.1
OG0003835	pdam_00008719-RA	NV2t003727001.1
OG0003836	pdam_00008676-RA	NV2t003752001.1
OG0003837	pdam_00005183-RA	NV2t014747001.1
OG0003838	pdam_00004001-RA	NV2t008795001.1
OG0003839	pdam_00017464-RA	NV2t024875001.1
OG0003840	pdam_00015490-RA	NV2t021781003.1, NV2t021781001.1, NV2t021781002.1
OG0003841	pdam_00017248-RA	NV2t013193001.1, NV2t013193002.1, NV2t013192001.1
OG0003842	pdam_00014581-RA	NV2t014017002.1, NV2t014017001.1, NV2t014018001.1
OG0003843	pdam_00011831-RA	NV2t007286001.1, NV2t007286002.1, NV2t007286003.1
OG0003844	pdam_00019889-RA	NV2t017979001.1
OG0003845	pdam_00004341-RA	NV2t024477001.1
OG0003846	pdam_00007728-RA	NV2t005326001.1, NV2t005326002.1
OG0003847	pdam_00011065-RA	NV2t003937001.1
OG0003848	pdam_00009385-RA	NV2t006949001.1
OG0003849	pdam_00019276-RA	NV2t021429001.1
OG0003850	pdam_00001610-RA	NV2t008752001.1
OG0003851	pdam_00000934-RA	NV2t021240001.1, NV2t021240002.1, NV2t021240003.1
OG0003852	pdam_00003515-RA	NV2t017502001.1
OG0003853	pdam_00001862-RA	NV2t022604001.1
OG0003854	pdam_00017254-RA	NV2t004727001.1
OG0003855	pdam_00017959-RA	NV2t021853003.1, NV2t021853001.1, NV2t021853002.1
OG0003856	pdam_00012877-RA	NV2t017639001.1
OG0003857	pdam_00002790-RA	NV2t009710001.1
OG0003858	pdam_00020582-RA	NV2t009631001.1
OG0003860	pdam_00013999-RA	NV2t015513002.1, NV2t015513003.1, NV2t015513001.1
OG0003861	pdam_00016456-RA	NV2t014209004.1, NV2t014209001.1, NV2t014209002.1, NV2t014209003.1
OG0003862	pdam_00020140-RA	NV2t015021002.1
OG0003863	pdam_00002396-RA	NV2t004178001.1
OG0003864	pdam_00012684-RA	NV2t011427003.1, NV2t011427001.1, NV2t011427002.1
OG0003865	pdam_00003346-RA	NV2t015230001.1
OG0003866	pdam_00013270-RA	NV2t016820003.1, NV2t016820001.1, NV2t016820002.1
OG0003867	pdam_00005789-RA	NV2t012520001.1
OG0003868	pdam_00014824-RA	NV2t011771002.1, NV2t011771001.1, NV2t011771003.1
OG0003869	pdam_00025940-RA, pdam_00007891-RA	NV2t024747001.1, NV2t024747002.1
OG0003870	pdam_00006644-RA	NV2t009848001.1
OG0003871	pdam_00017741-RA	NV2t017468001.1, NV2t017468003.1, NV2t017468002.1
OG0003872	pdam_00000636-RA	NV2t011032001.1
OG0003873	pdam_00013448-RA	NV2t019302003.1, NV2t019302001.1, NV2t019302002.1
OG0003874	pdam_00010259-RA	NV2t016913003.1, NV2t016913001.1, NV2t016913002.1
OG0003875	pdam_00018932-RA	NV2t024023001.1
OG0003875	pdam_00005020-RA	NV2t017557006.1
OG0003876	pdam_00015161-RA	NV2t022477001.1, NV2t022477002.1, NV2t022477003.1
OG0003877	pdam_00004521-RA	NV2t007733001.1
OG0003878	pdam_00015859-RA	NV2t000016001.1
OG0003879	pdam_00018016-RA	NV2t001727003.1, NV2t001727002.1, NV2t001727001.1
OG0003881	pdam_00017147-RA	NV2t006228001.1
OG0003882	pdam_00025686-RA	NV2t011158001.1
OG0003882	pdam_00015405-RA	NV2t004384001.1
OG0003883	pdam_00021772-RA	NV2t015154001.1, NV2t015154002.1, NV2t015154003.1
OG0003884	pdam_00002970-RA	NV2t018140001.1
OG0003885	pdam_00013433-RA	NV2t005070001.1
OG0003886	pdam_00022449-RA	NV2t015435001.1
OG0003887	pdam_00017698-RA	NV2t001816001.1, NV2t001816002.1
OG0003888	pdam_00015422-RA	NV2t020573001.1, NV2t020575001.1, NV2t020575002.1
OG0003889	pdam_00003739-RA, pdam_00003740-RA, pdam_00022090-RA	NV2t019416002.1
OG0003890	pdam_00003223-RA	NV2t010330001.1
OG0003891	pdam_00008713-RA	NV2t003187002.1, NV2t003187003.1, NV2t003187001.1
OG0003892	pdam_00011802-RA	NV2t005550001.1
OG0003893	pdam_00020631-RA	NV2t001140001.1
OG0003896	pdam_00019227-RA	NV2t008267002.1, NV2t008267001.1, NV2t008267004.1, NV2t008267006.1, NV2t008267005.1
OG0003897	pdam_00003573-RA	NV2t019168001.1
OG0003897	pdam_00003645-RA, pdam_00010903-RA, pdam_00021178-RA	NV2t008314001.1
OG0003898	pdam_00004598-RA	NV2t008454001.1
OG0003898	pdam_00021972-RA, pdam_00001375-RA, pdam_00003378-RA	NV2t014505001.1
OG0003899	pdam_00022064-RA, pdam_00011069-RA, pdam_00022381-RA	NV2t008551001.1, NV2t008524001.1, NV2t001611001.1
OG0003901	pdam_00008081-RA, pdam_00013413-RA, pdam_00017344-RA, pdam_00006880-RA, pdam_00017348-RA	NV2t008766001.1
OG0003902	pdam_00025207-RA, pdam_00009253-RA, pdam_00009252-RA	NV2t008770001.1, NV2t008772001.1, NV2t008772002.1
OG0003903	pdam_00001178-RA, pdam_00021114-RA, pdam_00021134-RA, pdam_00025248-RA, pdam_00025247-RA	NV2t008839001.1
OG0003904	pdam_00002039-RA, pdam_00021148-RA, pdam_00002036-RA, pdam_00002038-RA	NV2t008942001.1, NV2t008942002.1
OG0003907	pdam_00007038-RA, pdam_00007022-RA, pdam_00020661-RA, pdam_00023566-RA	NV2t009252001.1, NV2t016833001.1
OG0003909	pdam_00018850-RA	NV2t011628001.1
OG0003909	pdam_00018845-RA, pdam_00018844-RA, pdam_00018843-RA	NV2t009556001.1
OG0003911	pdam_00010416-RA, pdam_00011191-RA, pdam_00011197-RA, pdam_00011198-RA	NV2t009719001.1, NV2t009719002.1
OG0003913	pdam_00018634-RA, pdam_00018635-RA, pdam_00007511-RA, pdam_00012568-RA, pdam_00012569-RA	NV2t009940001.1
OG0003914	pdam_00018175-RA	NV2t021912001.1, NV2t002136001.1, NV2t010480001.1, NV2t000299001.1, NV2t000299002.1
OG0003915	pdam_00001913-RA	NV2t010485001.1, NV2t010485003.1, NV2t010485002.1, NV2t010485004.1, NV2t010485005.1
OG0003918	pdam_00013347-RA, pdam_00010154-RA, pdam_00014181-RA, pdam_00008389-RA, pdam_00008388-RA	NV2t005836001.1
OG0003919	pdam_00014903-RA	NV2t005885001.1
OG0003919	pdam_00014898-RA, pdam_00014899-RA, pdam_00014902-RA	NV2t005893001.1
OG0003920	pdam_00002579-RA, pdam_00002595-RA	NV2t006126001.1, NV2t006126002.1, NV2t005996001.1, NV2t006698001.1
OG0003921	pdam_00002323-RA, pdam_00012537-RA, pdam_00012536-RA, pdam_00010667-RA, pdam_00011281-RA	NV2t005999001.1
OG0003922	pdam_00015472-RA	NV2t006219001.1, NV2t006219002.1, NV2t006219003.1, NV2t006219004.1, NV2t006219005.1
OG0003925	pdam_00009456-RA, pdam_00015243-RA, pdam_00015244-RA, pdam_00015246-RA, pdam_00015245-RA	NV2t006346001.1
OG0003927	pdam_00016514-RA, pdam_00004317-RA	NV2t002383001.1, NV2t006685001.1, NV2t003282001.1, NV2t002655001.1
OG0003928	pdam_00017094-RA, pdam_00013611-RA	NV2t007056001.1, NV2t007056002.1, NV2t007056003.1, NV2t007056004.1
OG0003929	pdam_00009387-RA	NV2t007114001.1, NV2t007114003.1, NV2t007114005.1, NV2t007114002.1, NV2t007114004.1
OG0003931	pdam_00023602-RA, pdam_00008739-RA, pdam_00003127-RA, pdam_00003129-RA, pdam_00003128-RA	NV2t007186001.1
OG0003932	pdam_00009821-RA, pdam_00012117-RA, pdam_00025305-RA, pdam_00024457-RA, pdam_00024527-RA	NV2t008073001.1
OG0003933	pdam_00025256-RA, pdam_00007919-RA, pdam_00025257-RA, pdam_00007915-RA	NV2t002436001.1, NV2t002436002.1
OG0003934	pdam_00000075-RA	NV2t023926001.1
OG0003934	pdam_00004732-RA	NV2t003123001.1, NV2t002546001.1, NV2t025177001.1
OG0003938	pdam_00006786-RA, pdam_00006791-RA, pdam_00006790-RA, pdam_00006787-RA, pdam_00006788-RA	NV2t002936001.1
OG0003939	pdam_00002767-RA, pdam_00002770-RA, pdam_00002768-RA, pdam_00016346-RA, pdam_00016347-RA	NV2t003309001.1
OG0003941	pdam_00004362-RA	NV2t003977004.1, NV2t003977003.1, NV2t003977001.1, NV2t003977002.1, NV2t003977005.1
OG0003942	pdam_00008513-RA	NV2t000291001.1
OG0003942	pdam_00003422-RA, pdam_00006127-RA, pdam_00001631-RA	NV2t003994001.1
OG0003943	pdam_00013408-RA	NV2t004247001.1, NV2t005024003.1, NV2t005024002.1, NV2t005024001.1, NV2t005028001.1
OG0003946	pdam_00004701-RA	NV2t004742001.1, NV2t004742005.1
OG0003946	pdam_00004703-RA, pdam_00004702-RA	NV2t004743001.1
OG0003947	pdam_00004688-RA, pdam_00004690-RA, pdam_00004687-RA, pdam_00004686-RA	NV2t005001001.1, NV2t005001002.1
OG0003948	pdam_00010311-RA	NV2t005019003.1, NV2t005019005.1, NV2t005019001.1, NV2t005019002.1, NV2t005019004.1
OG0003949	pdam_00003613-RA	NV2t005141002.1, NV2t005141001.1, NV2t005141003.1, NV2t005141004.1, NV2t005141005.1
OG0003950	pdam_00013584-RA, pdam_00013585-RA, pdam_00013589-RA	NV2t005143001.1, NV2t005143002.1, NV2t014383001.1
OG0003951	pdam_00017013-RA	NV2t005459001.1
OG0003951	pdam_00017014-RA, pdam_00006544-RA, pdam_00019089-RA	NV2t020278001.1
OG0003954	pdam_00023172-RA, pdam_00023173-RA	NV2t021799001.1, NV2t021825001.1, NV2t021803001.1, NV2t021814001.1
OG0003957	pdam_00001937-RA	NV2t019739002.1, NV2t021141001.1, NV2t016140001.1, NV2t020591001.1, NV2t022091001.1
OG0003958	pdam_00001237-RA	NV2t022339001.1, NV2t022338003.1, NV2t022338004.1, NV2t022338001.1, NV2t022338002.1
OG0003959	pdam_00006205-RA, pdam_00000783-RA, pdam_00006226-RA, pdam_00006225-RA	NV2t022431001.1, NV2t022431002.1
OG0003960	pdam_00001865-RA	NV2t022603001.1, NV2t022603002.1, NV2t022603003.1, NV2t022603005.1, NV2t022603004.1
OG0003961	pdam_00011315-RA	NV2t011966001.1, NV2t011966002.1, NV2t022947001.1, NV2t011965001.1, NV2t016928001.1
OG0003962	pdam_00025982-RA	NV2t023050001.1, NV2t023295001.1, NV2t023031001.1, NV2t022982001.1, NV2t022982002.1
OG0003963	pdam_00004429-RA	NV2t023164001.1, NV2t023164002.1, NV2t024229003.1, NV2t024229002.1, NV2t024229001.1
OG0003965	pdam_00006275-RA, pdam_00006276-RA	NV2t023225002.1, NV2t023225001.1, NV2t023228001.1, NV2t023225003.1
OG0003966	pdam_00000216-RA, pdam_00013874-RA, pdam_00001917-RA, pdam_00013875-RA, pdam_00001916-RA	NV2t023572001.1
OG0003968	pdam_00006073-RA, pdam_00017533-RA, pdam_00005423-RA, pdam_00023840-RA	NV2t001480001.1, NV2t024322001.1
OG0003969	pdam_00017350-RA, pdam_00023940-RA	NV2t025553001.1, NV2t024970001.1, NV2t024544001.1, NV2t025551002.1
OG0003972	pdam_00005864-RA	NV2t025332001.1, NV2t025332006.1, NV2t025332004.1, NV2t025332005.1, NV2t025332007.1
OG0003973	pdam_00000453-RA	NV2t013147001.1, NV2t013147002.1, NV2t013147003.1, NV2t013147004.1, NV2t013147005.1
OG0003974	pdam_00012034-RA, pdam_00012033-RA, pdam_00012032-RA	NV2t013249001.1, NV2t013553001.1, NV2t015875001.1
OG0003975	pdam_00010982-RA	NV2t013270001.1
OG0003975	pdam_00010981-RA	NV2t013934001.1, NV2t013930001.1, NV2t013930002.1
