Orthogroup	Pdam	Hsap
OG0006210	pdam_00012080-RA	DNAI2_HUMAN
OG0006211	pdam_00013136-RA	DNAI3_HUMAN
OG0006212	pdam_00002975-RA	DNAI7_HUMAN
OG0006213	pdam_00016162-RA	DNAL1_HUMAN
OG0006214	pdam_00005564-RA	DNHD1_HUMAN
OG0006215	pdam_00014330-RA	DNJB9_HUMAN
OG0006216	pdam_00013708-RA	DNJC2_HUMAN
OG0006217	pdam_00003454-RA	DNJC3_HUMAN
OG0006218	pdam_00018886-RA	DNJC4_HUMAN
OG0006219	pdam_00000695-RA	DNJC7_HUMAN
OG0006220	pdam_00012597-RA	DNJC9_HUMAN
OG0006221	pdam_00000552-RA	DNLI1_HUMAN
OG0006222	pdam_00003336-RA	DNLI3_HUMAN
OG0006223	pdam_00006836-RA	DNLI4_HUMAN
OG0006224	pdam_00005820-RA	DNLZ_HUMAN
OG0006225	pdam_00005872-RA	DNMT1_HUMAN
OG0006226	pdam_00024955-RA	DNPEP_HUMAN
OG0006227	pdam_00011306-RA	DOHH_HUMAN
OG0006228	pdam_00020905-RA	DOK7_HUMAN
OG0006229	pdam_00025724-RA	DONS_HUMAN
OG0006230	pdam_00018298-RA	DPCD_HUMAN
OG0006231	pdam_00025666-RA	DPH1_HUMAN
OG0006232	pdam_00024228-RA	DPH5_HUMAN
OG0006233	pdam_00023086-RA	DPH6_HUMAN
OG0006234	pdam_00002878-RA	DPOA2_HUMAN
OG0006235	pdam_00014691-RA	DPOD1_HUMAN
OG0006236	pdam_00000596-RA	DPOD2_HUMAN
OG0006237	pdam_00006586-RA	DPOD4_HUMAN
OG0006238	pdam_00001015-RA	DPOE1_HUMAN
OG0006239	pdam_00015959-RA	DPOE2_HUMAN
OG0006240	pdam_00012772-RA	DPOE3_HUMAN
OG0006241	pdam_00008483-RA	DPOE4_HUMAN
OG0006242	pdam_00020872-RA	DPOG2_HUMAN
OG0006243	pdam_00003418-RA	DPOLA_HUMAN
OG0006244	pdam_00014889-RA	DPOLB_HUMAN
OG0006245	pdam_00002160-RA	DPOLN_HUMAN
OG0006246	pdam_00013318-RA	DPOLQ_HUMAN
OG0006247	pdam_00005590-RA	DPS1_HUMAN
OG0006248	pdam_00006576-RA	DPTOR_HUMAN
OG0006249	pdam_00023238-RA	DPYD_HUMAN
OG0006250	pdam_00005702-RA	DRC10_HUMAN
OG0006251	pdam_00016921-RA	DRC2_HUMAN
OG0006252	pdam_00018500-RA	DRC3_HUMAN
OG0006253	pdam_00002514-RA	DRC4_HUMAN
OG0006254	pdam_00011570-RA	DRC5_HUMAN
OG0006255	pdam_00002860-RA	DRC7_HUMAN
OG0006256	pdam_00000821-RA	DRC8_HUMAN
OG0006257	pdam_00018793-RA	DRC9_HUMAN
OG0006260	pdam_00013451-RA	DTL_HUMAN
OG0006261	pdam_00000866-RA	DTWD2_HUMAN
OG0006262	pdam_00004988-RA	DUS11_HUMAN
OG0006263	pdam_00021551-RA	DUS12_HUMAN
OG0006264	pdam_00015137-RA	DUS14_HUMAN
OG0006267	pdam_00002425-RA	DUS3_HUMAN
OG0006268	pdam_00011025-RA	DUS4L_HUMAN
OG0006269	pdam_00017270-RA	DUSTY_HUMAN
OG0006270	pdam_00024773-RA	DYDC2_HUMAN, DYDC1_HUMAN
OG0006271	pdam_00012965-RA	DYHC1_HUMAN
OG0006272	pdam_00012861-RA	DYHC2_HUMAN
OG0006273	pdam_00012623-RA	DZAN1_HUMAN
OG0006274	pdam_00007726-RA	E2AK1_HUMAN
OG0006275	pdam_00022294-RA	EAPP_HUMAN
OG0006276	pdam_00002266-RA	EBP2_HUMAN
OG0006277	pdam_00022383-RA	ECH1_HUMAN
OG0006278	pdam_00008936-RA	ECHB_HUMAN
OG0006279	pdam_00015609-RA	ECHD1_HUMAN
OG0006280	pdam_00002651-RA	ECHD3_HUMAN
OG0006281	pdam_00018511-RA	ECHM_HUMAN
OG0006282	pdam_00016600-RA	ECM29_HUMAN
OG0006283	pdam_00005397-RA	ECSIT_HUMAN
OG0006284	pdam_00001785-RA	ECT2_HUMAN
OG0006285	pdam_00025131-RA	EDAR_HUMAN
OG0006286	pdam_00004685-RA	EDC4_HUMAN
OG0006287	pdam_00017666-RA	EDEM2_HUMAN
OG0006288	pdam_00021160-RA	EDEM3_HUMAN
OG0006289	pdam_00023573-RA	EDF1_HUMAN
OG0006290	pdam_00020892-RA	EED_HUMAN
OG0006292	pdam_00022104-RA	EF2K_HUMAN
OG0006293	pdam_00004329-RA	EFC11_HUMAN
OG0006294	pdam_00009299-RA	EFC14_HUMAN
OG0006295	pdam_00000384-RA	EFCB5_HUMAN
OG0006296	pdam_00003245-RA	EFCB6_HUMAN
OG0006297	pdam_00023159-RA	EFGM_HUMAN
OG0006298	pdam_00016624-RA	EFHB_HUMAN
OG0006299	pdam_00002685-RA	EFHC1_HUMAN
OG0006300	pdam_00003485-RA	EFHC2_HUMAN
OG0006301	pdam_00019335-RA	EFL1_HUMAN
OG0006302	pdam_00004949-RA	EFMT2_HUMAN
OG0006303	pdam_00016449-RA	EFMT4_HUMAN
OG0006304	pdam_00001165-RA	EFNMT_HUMAN
OG0006305	pdam_00008054-RA	EFTS_HUMAN
OG0006306	pdam_00008377-RA	EFTU_HUMAN
OG0006307	pdam_00004380-RA	EHBP1_HUMAN
OG0006308	pdam_00001011-RA	EI24_HUMAN
OG0006309	pdam_00002290-RA	EI2BB_HUMAN
OG0006310	pdam_00011267-RA	EI2BD_HUMAN
OG0006311	pdam_00000965-RA	EIF2A_HUMAN
OG0006312	pdam_00002259-RA	EIF2D_HUMAN
OG0006313	pdam_00003025-RA	EIF3B_HUMAN
OG0006314	pdam_00008984-RA	EIF3D_HUMAN
OG0006315	pdam_00008401-RA	EIF3E_HUMAN
OG0006316	pdam_00023586-RA	EIF3F_HUMAN
OG0006317	pdam_00000127-RA	EIF3G_HUMAN
OG0006318	pdam_00019945-RA	EIF3I_HUMAN
OG0006319	pdam_00010189-RA	EIF3K_HUMAN
OG0006320	pdam_00004497-RA	EIF3M_HUMAN
OG0006321	pdam_00002995-RA	ELMD3_HUMAN
OG0006322	pdam_00025064-RA	ELOB_HUMAN
OG0006323	pdam_00012748-RA	ELOC_HUMAN
OG0006324	pdam_00000849-RA	ELP1_HUMAN
OG0006325	pdam_00006257-RA	ELP2_HUMAN
OG0006326	pdam_00003716-RA	ELP3_HUMAN
OG0006327	pdam_00020266-RA	ELP6_HUMAN
OG0006328	pdam_00010804-RA	EMC1_HUMAN
OG0006329	pdam_00000076-RA	EMC2_HUMAN
OG0006330	pdam_00008240-RA	EMC3_HUMAN
OG0006331	pdam_00013428-RA	EMC4_HUMAN
OG0006332	pdam_00004509-RA	EMC6_HUMAN
OG0006333	pdam_00004646-RA	EMC8_HUMAN
OG0006334	pdam_00000572-RA	EME1_HUMAN
OG0006335	pdam_00008580-RA	EMRE_HUMAN
OG0006337	pdam_00011647-RA	ENKUR_HUMAN
OG0006338	pdam_00010202-RA	ENPP5_HUMAN
OG0006339	pdam_00017377-RA	ENY2_HUMAN
OG0006340	pdam_00018338-RA	EPN2_HUMAN
OG0006341	pdam_00019566-RA	EPN4_HUMAN
OG0006342	pdam_00019404-RA	ER6L2_HUMAN
OG0006343	pdam_00020986-RA	ERCC2_HUMAN
OG0006344	pdam_00005790-RA	ERCC3_HUMAN
OG0006345	pdam_00020955-RA	ERG24_HUMAN
OG0006346	pdam_00009785-RA	ERGI1_HUMAN
OG0006347	pdam_00002652-RA	ERGI3_HUMAN
OG0006348	pdam_00017582-RA	ERH_HUMAN
OG0006349	pdam_00007750-RA	ERIC3_HUMAN
OG0006350	pdam_00016521-RA	ERLEC_HUMAN
OG0006351	pdam_00022362-RA	ERMP1_HUMAN
OG0006352	pdam_00020805-RA	ERP29_HUMAN
OG0006353	pdam_00000688-RA	ERP44_HUMAN
OG0006355	pdam_00000253-RA	ESCO2_HUMAN
OG0006356	pdam_00005273-RA	ESF1_HUMAN
OG0006357	pdam_00010648-RA	ESPL1_HUMAN
OG0006358	pdam_00016912-RA	EST1A_HUMAN
OG0006360	pdam_00013937-RA	ETFA_HUMAN
OG0006361	pdam_00023648-RA	ETFB_HUMAN
OG0006362	pdam_00009535-RA	ETFD_HUMAN
OG0006363	pdam_00010828-RA	EVG1_HUMAN
OG0006364	pdam_00015925-RA	EXD1_HUMAN
OG0006365	pdam_00005051-RA	EXOC1_HUMAN
OG0006366	pdam_00015415-RA	EXOC2_HUMAN
OG0006367	pdam_00020072-RA	EXOC5_HUMAN
OG0006368	pdam_00013837-RA	EXOC7_HUMAN
OG0006369	pdam_00003118-RA	EXOC8_HUMAN
OG0006370	pdam_00002340-RA	EXOG_HUMAN
OG0006371	pdam_00015039-RA	EXOS1_HUMAN
OG0006372	pdam_00014378-RA	EXOS3_HUMAN
OG0006373	pdam_00021212-RA	EXOS4_HUMAN
OG0006374	pdam_00007805-RA	EXOS5_HUMAN
OG0006375	pdam_00017663-RA	EXOS7_HUMAN
OG0006376	pdam_00019763-RA	EXOS8_HUMAN
OG0006377	pdam_00018360-RA	EXTL3_HUMAN
OG0006378	pdam_00015231-RA	F10C1_HUMAN
OG0006379	pdam_00015024-RA	F136A_HUMAN
OG0006380	pdam_00009268-RA	F151B_HUMAN
OG0006381	pdam_00013455-RA	F161B_HUMAN
OG0006382	pdam_00004351-RA	F174A_HUMAN
OG0006383	pdam_00015594-RA	F185A_HUMAN
OG0006384	pdam_00003172-RA	F199X_HUMAN
OG0006385	pdam_00011382-RA	F210B_HUMAN
OG0006386	pdam_00000198-RA	F221B_HUMAN
OG0006390	pdam_00002522-RA	FA2H_HUMAN
OG0006391	pdam_00014073-RA	FA81A_HUMAN
OG0006392	pdam_00018187-RA	FAAA_HUMAN
OG0006393	pdam_00003609-RA	FABD_HUMAN
OG0006394	pdam_00015249-RA	FACD2_HUMAN
OG0006395	pdam_00004601-RA	FACE1_HUMAN
OG0006396	pdam_00008829-RA	FADS6_HUMAN
OG0006397	pdam_00017435-RA	FAF1_HUMAN
OG0006398	pdam_00014757-RA	FAF2_HUMAN
OG0006399	pdam_00015020-RA	FAHD1_HUMAN
OG0006400	pdam_00002217-RA	FAIM1_HUMAN
OG0006401	pdam_00008953-RA	FAK1_HUMAN
OG0006402	pdam_00000874-RA	FAN1_HUMAN
OG0006403	pdam_00011367-RA	FANCA_HUMAN
OG0006404	pdam_00015042-RA	FANCI_HUMAN
OG0006405	pdam_00000387-RA	FANCJ_HUMAN
OG0006406	pdam_00012014-RA	FANCL_HUMAN
OG0006407	pdam_00013818-RA	FANCM_HUMAN
OG0006408	pdam_00001749-RA	FAT4_HUMAN
OG0006409	pdam_00011140-RA	FBW12_HUMAN
OG0006410	pdam_00013338-RA	FBX16_HUMAN
OG0006411	pdam_00003693-RA	FBX21_HUMAN
OG0006412	pdam_00018900-RA	FBX31_HUMAN
OG0006413	pdam_00006371-RA	FBX42_HUMAN
OG0006414	pdam_00000615-RA	FBX48_HUMAN
OG0006415	pdam_00019383-RA	FBX9_HUMAN
OG0006417	pdam_00007593-RA	FBXL8_HUMAN
OG0006418	pdam_00025498-RA	FBXW4_HUMAN
OG0006419	pdam_00004373-RA	FBXW5_HUMAN
OG0006420	pdam_00022450-RA	FBXW8_HUMAN
OG0006422	pdam_00015279-RA	FEN1_HUMAN
OG0006423	pdam_00004508-RA	FERY3_HUMAN
OG0006424	pdam_00002235-RA	FGGY_HUMAN
OG0006425	pdam_00008620-RA	FGOP2_HUMAN
OG0006426	pdam_00012418-RA	FHI2A_HUMAN
OG0006427	pdam_00015275-RA	FHOD3_HUMAN
OG0006428	pdam_00006525-RA	FIBP_HUMAN
OG0006429	pdam_00018487-RA	FICD_HUMAN
OG0006430	pdam_00019564-RA	FIGL1_HUMAN
OG0006431	pdam_00012129-RA	FIP1_HUMAN
OG0006432	pdam_00005871-RA	FIRRM_HUMAN
OG0006433	pdam_00017810-RA	FKB15_HUMAN
OG0006434	pdam_00013917-RA	FKBP6_HUMAN
OG0006435	pdam_00014068-RA	FKBP8_HUMAN
OG0006436	pdam_00001939-RA	FKBPL_HUMAN
OG0006437	pdam_00009269-RA	FKTN_HUMAN
OG0006438	pdam_00025166-RA	FLCN_HUMAN
OG0006439	pdam_00024006-RA	FLOT2_HUMAN
OG0006440	pdam_00014538-RA	FLTOP_HUMAN
OG0006442	pdam_00007067-RA	FMC1_HUMAN
OG0006443	pdam_00010524-RA	FMT_HUMAN
OG0006444	pdam_00011748-RA	FNBP4_HUMAN
OG0006445	pdam_00012367-RA	FNTA_HUMAN
OG0006446	pdam_00013010-RA	FNTB_HUMAN
OG0006447	pdam_00007824-RA	FOLC_HUMAN
OG0006448	pdam_00006533-RA	FOXG1_HUMAN
OG0006449	pdam_00011889-RA	FOXJ3_HUMAN
OG0006451	pdam_00013314-RA	FP100_HUMAN
OG0006452	pdam_00017005-RA	FPGT_HUMAN
OG0006453	pdam_00003136-RA	FPPS_HUMAN
OG0006455	pdam_00013120-RA	FRG1_HUMAN
OG0006456	pdam_00015699-RA	FRITZ_HUMAN
OG0006457	pdam_00017976-RA	FSAF1_HUMAN
OG0006458	pdam_00024617-RA	FSIP1_HUMAN
OG0006459	pdam_00001355-RA	FSTL1_HUMAN
OG0006460	pdam_00003650-RA	FTM_HUMAN
OG0006461	pdam_00012234-RA	FUCT1_HUMAN
OG0006462	pdam_00008611-RA	FUZZY_HUMAN
OG0006463	pdam_00005342-RA	FXL12_HUMAN
OG0006464	pdam_00023147-RA	FXL13_HUMAN
OG0006465	pdam_00006715-RA	FXL14_HUMAN
OG0006466	pdam_00015696-RA	FXL15_HUMAN
OG0006467	pdam_00003945-RA	FXL17_HUMAN
OG0006468	pdam_00004340-RA	FXRD1_HUMAN
OG0006469	pdam_00007315-RA	FZD4_HUMAN
OG0006470	pdam_00002260-RA	FZR1_HUMAN
OG0006471	pdam_00004838-RA	G6PI_HUMAN
OG0006473	pdam_00005337-RA	GAK_HUMAN
OG0006474	pdam_00009077-RA	GAL3A_HUMAN
OG0006475	pdam_00009382-RA	GALD1_HUMAN
OG0006476	pdam_00003712-RA	GALE_HUMAN
OG0006477	pdam_00023199-RA	GALK1_HUMAN
OG0006478	pdam_00009363-RA	GALK2_HUMAN
OG0006479	pdam_00015060-RA	GALM_HUMAN
OG0006481	pdam_00017060-RA	GALT_HUMAN
OG0006482	pdam_00019292-RA	GAMT_HUMAN
OG0006483	pdam_00000190-RA	GAPD1_HUMAN
OG0006484	pdam_00015921-RA	GAR1_HUMAN
OG0006486	pdam_00014663-RA	GATD1_HUMAN
OG0006487	pdam_00000526-RA	GBG13_HUMAN
OG0006488	pdam_00017491-RA	GBRL2_HUMAN
OG0006489	pdam_00005136-RA	GCC1_HUMAN
OG0006490	pdam_00010795-RA	GCDH_HUMAN
OG0006491	pdam_00011818-RA	GCKR_HUMAN
OG0006493	pdam_00001899-RA	GCP2_HUMAN
OG0006494	pdam_00000796-RA	GCP4_HUMAN
OG0006495	pdam_00013614-RA	GCP5_HUMAN
OG0006496	pdam_00015382-RA	GCP60_HUMAN
OG0006497	pdam_00023341-RA	GCP6_HUMAN
OG0006498	pdam_00008484-RA	GCSP_HUMAN
OG0006500	pdam_00013309-RA	GDAP2_HUMAN
OG0006501	pdam_00008385-RA	GDPP1_HUMAN
OG0006503	pdam_00006190-RA	GEMI2_HUMAN
OG0006504	pdam_00023092-RA	GEMI6_HUMAN
OG0006505	pdam_00007158-RA	GEMI7_HUMAN
OG0006506	pdam_00022871-RA	GEMI8_HUMAN
OG0006507	pdam_00020293-RA	GEN_HUMAN
OG0006508	pdam_00015461-RA	GEPH_HUMAN
OG0006509	pdam_00018540-RA	GET3_HUMAN
OG0006510	pdam_00001504-RA	GGACT_HUMAN
OG0006511	pdam_00012213-RA	GGCT_HUMAN
OG0006512	pdam_00012666-RA, pdam_00009572-RA	GHDC_HUMAN
OG0006513	pdam_00013345-RA	GHITM_HUMAN
OG0006514	pdam_00025895-RA	GID4_HUMAN
OG0006515	pdam_00007405-RA	GID8_HUMAN
OG0006516	pdam_00003644-RA	GILT_HUMAN
OG0006517	pdam_00007498-RA	GLCTK_HUMAN
OG0006518	pdam_00014264-RA	GLE1_HUMAN
OG0006520	pdam_00004286-RA	GLIS2_HUMAN
OG0006521	pdam_00006957-RA	GLOD4_HUMAN
OG0006523	pdam_00002156-RA	GLRX3_HUMAN
OG0006524	pdam_00013470-RA	GLRX5_HUMAN
OG0006525	pdam_00009637-RA	GLTP_HUMAN
OG0006526	pdam_00000710-RA	GMPPA_HUMAN
OG0006527	pdam_00010969-RA	GMPPB_HUMAN
OG0006528	pdam_00007798-RA	GNA1_HUMAN
OG0006529	pdam_00000168-RA	GNB5_HUMAN
OG0006530	pdam_00016737-RA	GNL1_HUMAN
OG0006531	pdam_00022364-RA	GNMT_HUMAN
OG0006532	pdam_00020988-RA	GNPAT_HUMAN
OG0006533	pdam_00008724-RA	GNS_HUMAN
OG0006534	pdam_00006288-RA	GO45_HUMAN
OG0006535	pdam_00007000-RA	GOGA1_HUMAN
OG0006536	pdam_00013111-RA	GOGA5_HUMAN
OG0006537	pdam_00003122-RA	GOLI4_HUMAN
OG0006538	pdam_00016319-RA	GOSR2_HUMAN
OG0006539	pdam_00001764-RA	GP180_HUMAN
OG0006540	pdam_00018805-RA	GPAA1_HUMAN
OG0006541	pdam_00001211-RA	GPAM1_HUMAN
OG0006542	pdam_00005433-RA	GPAN1_HUMAN
OG0006543	pdam_00019040-RA	GPAT1_HUMAN
OG0006544	pdam_00013696-RA	GPDM_HUMAN
OG0006545	pdam_00007842-RA	GPI8_HUMAN
OG0006546	pdam_00017731-RA	GPKOW_HUMAN
OG0006547	pdam_00005701-RA	GPN1_HUMAN
OG0006548	pdam_00001518-RA	GPN2_HUMAN
OG0006549	pdam_00018792-RA	GPTC1_HUMAN
OG0006550	pdam_00007144-RA	GPT_HUMAN
OG0006551	pdam_00010954-RA	GRAP1_HUMAN
OG0006552	pdam_00019506-RA	GRAPL_HUMAN, GRAP_HUMAN
OG0006554	pdam_00000187-RA	GRPE1_HUMAN
OG0006555	pdam_00021704-RA	GRRE1_HUMAN
OG0006556	pdam_00014617-RA	GRWD1_HUMAN
OG0006557	pdam_00016358-RA	GSAP_HUMAN
OG0006558	pdam_00016180-RA	GSH0_HUMAN
OG0006559	pdam_00015501-RA	GSHR_HUMAN
OG0006560	pdam_00001074-RA	GSKIP_HUMAN
OG0006561	pdam_00005978-RA	GSTK1_HUMAN
OG0006562	pdam_00005595-RA	GTPB4_HUMAN
OG0006563	pdam_00004105-RA	GTPB6_HUMAN
OG0006564	pdam_00001750-RA	GTPB8_HUMAN
OG0006565	pdam_00003398-RA	GUAA_HUMAN
OG0006566	pdam_00016767-RA, pdam_00016762-RA	GUAD_HUMAN
OG0006567	pdam_00013084-RA	GUF1_HUMAN
OG0006568	pdam_00014772-RA	GWL_HUMAN
OG0006569	pdam_00019683-RA	H1BP3_HUMAN
OG0006570	pdam_00014040-RA	HACD3_HUMAN
OG0006571	pdam_00015542-RA	HACL1_HUMAN
OG0006572	pdam_00023196-RA	HAP28_HUMAN
OG0006573	pdam_00009656-RA	HAP40_HUMAN
OG0006574	pdam_00008453-RA	HAT1_HUMAN
OG0006575	pdam_00014070-RA	HAUS1_HUMAN
OG0006576	pdam_00014550-RA	HAUS4_HUMAN
OG0006577	pdam_00013271-RA	HAUS7_HUMAN
OG0006578	pdam_00011186-RA	HAUS8_HUMAN
OG0006579	pdam_00013003-RA	HBAP1_HUMAN
OG0006580	pdam_00011541-RA	HBP1_HUMAN
OG0006581	pdam_00009464-RA	HCDH_HUMAN
OG0006582	pdam_00011918-RA	HCFC2_HUMAN
OG0006583	pdam_00017517-RA	HDAC8_HUMAN
OG0006584	pdam_00003976-RA	HDC_HUMAN
OG0006585	pdam_00004349-RA	HDDC2_HUMAN
OG0006586	pdam_00006291-RA	HDHD1_HUMAN
OG0006587	pdam_00013685-RA	HDHD2_HUMAN
OG0006588	pdam_00015217-RA	HD_HUMAN
OG0006589	pdam_00001548-RA, pdam_00020682-RA	HEAT4_HUMAN
OG0006590	pdam_00000395-RA	HEAT6_HUMAN
OG0006591	pdam_00019827-RA	HEAT9_HUMAN
OG0006593	pdam_00008900-RA	HECD4_HUMAN
OG0006594	pdam_00008039-RA	HELB_HUMAN
OG0006595	pdam_00017237-RA	HELLS_HUMAN
OG0006596	pdam_00009872-RA	HELQ_HUMAN
OG0006597	pdam_00015997-RA	HEM2_HUMAN
OG0006598	pdam_00007985-RA	HEM3_HUMAN
OG0006599	pdam_00002200-RA	HEM4_HUMAN
OG0006600	pdam_00011233-RA	HEMH_HUMAN
OG0006601	pdam_00001406-RA	HEMK1_HUMAN
OG0006602	pdam_00013625-RA	HEMK2_HUMAN
OG0006603	pdam_00007839-RA	HENMT_HUMAN
OG0006605	pdam_00011468-RA	HGD_HUMAN
OG0006606	pdam_00022692-RA	HGS_HUMAN
OG0006607	pdam_00010920-RA	HID1_HUMAN
OG0006608	pdam_00003237-RA	HIF1N_HUMAN
OG0006609	pdam_00004057-RA	HIKES_HUMAN
OG0006610	pdam_00013935-RA	HINT1_HUMAN
OG0006611	pdam_00018431-RA	HIRA_HUMAN
OG0006612	pdam_00005524-RA	HIRP3_HUMAN
OG0006613	pdam_00007649-RA	HM20A_HUMAN
OG0006614	pdam_00000795-RA	HMDH_HUMAN
OG0006615	pdam_00015841-RA	HMHA1_HUMAN
OG0006616	pdam_00009541-RA	HMMR_HUMAN
OG0006617	pdam_00007211-RA	HMX3_HUMAN
OG0006618	pdam_00000794-RA	HNRPK_HUMAN
OG0006619	pdam_00003537-RA	HOGA1_HUMAN
OG0006620	pdam_00004877-RA	HOP2_HUMAN
OG0006621	pdam_00025152-RA	HOT_HUMAN
OG0006622	pdam_00011807-RA	HPBP1_HUMAN
OG0006623	pdam_00012363-RA	HPDL_HUMAN
OG0006624	pdam_00013906-RA	HPPD_HUMAN
OG0006625	pdam_00008149-RA	HPRT_HUMAN
OG0006626	pdam_00005799-RA	HROB_HUMAN
OG0006627	pdam_00019959-RA	HS2ST_HUMAN
OG0006628	pdam_00003698-RA	HSC20_HUMAN
OG0006629	pdam_00002231-RA	HSDL2_HUMAN
OG0006630	pdam_00017943-RA	HSF2B_HUMAN
OG0006631	pdam_00015460-RA	HSP13_HUMAN
OG0006632	pdam_00002026-RA	HTSF1_HUMAN
OG0006633	pdam_00018915-RA	HUNK_HUMAN
OG0006634	pdam_00010932-RA	HUTH_HUMAN
OG0006635	pdam_00009491-RA	HUTI_HUMAN
OG0006636	pdam_00010933-RA	HUTU_HUMAN
OG0006637	pdam_00020073-RA	HVCN1_HUMAN
OG0006638	pdam_00019021-RA	HYAL1_HUMAN
OG0006639	pdam_00006503-RA	HYLS1_HUMAN
OG0006640	pdam_00001830-RA	HYOU1_HUMAN
OG0006641	pdam_00004973-RA	I5P1_HUMAN
OG0006642	pdam_00014123-RA	IAH1_HUMAN
OG0006643	pdam_00024743-RA	ICT1_HUMAN
OG0006644	pdam_00003566-RA	IDE_HUMAN
OG0006645	pdam_00009049-RA	IDH3A_HUMAN
OG0006646	pdam_00006833-RA	IDLC_HUMAN
OG0006647	pdam_00022105-RA	IDUA_HUMAN
OG0006648	pdam_00005737-RA	IF140_HUMAN
OG0006649	pdam_00006608-RA	IF172_HUMAN
OG0006650	pdam_00008939-RA	IF2A_HUMAN
OG0006651	pdam_00004830-RA	IF2B_HUMAN
OG0006652	pdam_00021028-RA	IF2M_HUMAN
OG0006653	pdam_00018988-RA	IF2P_HUMAN
OG0006654	pdam_00021476-RA	IF4B_HUMAN
OG0006655	pdam_00022913-RA	IF4E3_HUMAN
OG0006656	pdam_00012919-RA	IF4H_HUMAN
OG0006657	pdam_00002564-RA	IF6_HUMAN
OG0006658	pdam_00000411-RA	IFT20_HUMAN
OG0006659	pdam_00004535-RA	IFT27_HUMAN
OG0006660	pdam_00023650-RA	IFT46_HUMAN
OG0006661	pdam_00012906-RA	IFT52_HUMAN
OG0006662	pdam_00016369-RA	IFT80_HUMAN
OG0006663	pdam_00003457-RA	IFT81_HUMAN
OG0006664	pdam_00002974-RA	IFTAP_HUMAN
OG0006666	pdam_00023572-RA	IKBL1_HUMAN
OG0006667	pdam_00011929-RA	ILK_HUMAN
OG0006668	pdam_00016618-RA	IMB1_HUMAN
OG0006669	pdam_00008610-RA	IMP1L_HUMAN
OG0006670	pdam_00024227-RA	IMP3_HUMAN
OG0006671	pdam_00013717-RA	IMP4_HUMAN
OG0006672	pdam_00018351-RA	IMPCT_HUMAN
OG0006673	pdam_00006585-RA	IN80B_HUMAN
OG0006674	pdam_00007447-RA	INCE_HUMAN
OG0006675	pdam_00009562-RA	INF2_HUMAN
OG0006676	pdam_00010031-RA	INO80_HUMAN
OG0006677	pdam_00004874-RA	INPP_HUMAN
OG0006679	pdam_00006394-RA	INT11_HUMAN
OG0006680	pdam_00003175-RA	INT12_HUMAN
OG0006681	pdam_00017758-RA	INT13_HUMAN
OG0006682	pdam_00021401-RA	INT14_HUMAN
OG0006683	pdam_00007318-RA	INT15_HUMAN
OG0006684	pdam_00001787-RA	INT4_HUMAN
OG0006685	pdam_00012791-RA	INT5_HUMAN
OG0006686	pdam_00013450-RA	INT7_HUMAN
OG0006687	pdam_00004321-RA	INT9_HUMAN
OG0006688	pdam_00007163-RA	IPMK_HUMAN
OG0006689	pdam_00008330-RA	IPO11_HUMAN
OG0006690	pdam_00004673-RA	IPO4_HUMAN
OG0006691	pdam_00004315-RA	IPO9_HUMAN
OG0006692	pdam_00018057-RA	IPPK_HUMAN
OG0006693	pdam_00014822-RA	IQCB1_HUMAN
OG0006694	pdam_00013628-RA	IQCC_HUMAN
OG0006695	pdam_00016976-RA	IQCH_HUMAN
OG0006696	pdam_00019100-RA	IQUB_HUMAN
OG0006697	pdam_00017309-RA	IR3IP_HUMAN
OG0006698	pdam_00012518-RA	ISCA1_HUMAN
OG0006699	pdam_00008962-RA	ISCU_HUMAN
OG0006701	pdam_00019664-RA	IST1_HUMAN
OG0006702	pdam_00009485-RA	ITFG2_HUMAN
OG0006703	pdam_00024124-RA	ITPK1_HUMAN
OG0006704	pdam_00005090-RA	IVD_HUMAN
OG0006705	pdam_00000944-RA	IWS1_HUMAN
OG0006706	pdam_00011166-RA	JAGN1_HUMAN
OG0006707	pdam_00003596-RA, pdam_00003594-RA	JARD2_HUMAN
OG0006708	pdam_00009844-RA	JAZF1_HUMAN
OG0006709	pdam_00024135-RA	JHY_HUMAN
OG0006710	pdam_00023552-RA	JMJD4_HUMAN
OG0006711	pdam_00003196-RA	JMJD6_HUMAN
OG0006712	pdam_00005909-RA	JMJD7_HUMAN
OG0006713	pdam_00015294-RA	K0513_HUMAN
OG0006714	pdam_00005135-RA	K0930_HUMAN
OG0006715	pdam_00002489-RA	K1143_HUMAN
OG0006716	pdam_00010559-RA	K1328_HUMAN
OG0006717	pdam_00004104-RA	K2013_HUMAN
OG0006718	pdam_00022864-RA	KAD2_HUMAN
OG0006719	pdam_00005328-RA	KAD3_HUMAN
OG0006720	pdam_00014987-RA	KAD6_HUMAN
OG0006721	pdam_00016982-RA	KAD7_HUMAN
OG0006722	pdam_00013332-RA	KAD9_HUMAN
OG0006723	pdam_00010613-RA	KANL2_HUMAN
OG0006724	pdam_00016987-RA	KAT5_HUMAN
OG0006725	pdam_00000362-RA	KAT8_HUMAN
OG0006726	pdam_00023677-RA	KATIP_HUMAN
OG0006727	pdam_00000022-RA	KATL2_HUMAN
OG0006728	pdam_00000731-RA	KBL_HUMAN
OG0006729	pdam_00016561-RA	KBP_HUMAN
OG0006730	pdam_00004767-RA	KCC4_HUMAN
OG0006732	pdam_00005442-RA	KCTD5_HUMAN
