Orthogroup	Pdam	Mmus
OG0005673	pdam_00012679-RA	ASNS_MOUSE
OG0005674	pdam_00016922-RA	ASPDH_MOUSE
OG0005675	pdam_00013595-RA	ASPH_MOUSE
OG0005676	pdam_00007829-RA	ASPM_MOUSE
OG0005677	pdam_00010263-RA	ASSY_MOUSE
OG0005678	pdam_00006117-RA	ASTER_MOUSE
OG0005679	pdam_00021553-RA	AT131_MOUSE
OG0005682	pdam_00018638-RA	AT5F1_MOUSE
OG0005683	pdam_00014825-RA	AT7L3_MOUSE
OG0005684	pdam_00017408-RA	ATAT_MOUSE
OG0005685	pdam_00002334-RA	ATG10_MOUSE
OG0005686	pdam_00015379-RA	ATG2B_MOUSE
OG0005687	pdam_00021429-RA	ATG3_MOUSE
OG0005688	pdam_00012789-RA	ATG5_MOUSE
OG0005689	pdam_00006045-RA	ATG7_MOUSE
OG0005690	pdam_00004924-RA	ATG9A_MOUSE
OG0005691	pdam_00018217-RA	ATMIN_MOUSE
OG0005692	pdam_00017789-RA	ATOH8_MOUSE
OG0005693	pdam_00016123-RA	ATP23_MOUSE
OG0005694	pdam_00011817-RA	ATP5H_MOUSE
OG0005695	pdam_00007986-RA	ATP5J_MOUSE
OG0005696	pdam_00025796-RA	ATPA_MOUSE
OG0005697	pdam_00005794-RA	ATPB_MOUSE
OG0005698	pdam_00017441-RA	ATPF1_MOUSE
OG0005699	pdam_00025216-RA	ATPG_MOUSE
OG0005700	pdam_00002134-RA	ATPMK_MOUSE
OG0005701	pdam_00007321-RA	ATPO_MOUSE
OG0005702	pdam_00013115-RA	ATRIP_MOUSE
OG0005704	pdam_00014785-RA	ATTY_MOUSE
OG0005705	pdam_00003513-RA	AUP1_MOUSE
OG0005706	pdam_00016197-RA	AXDN1_MOUSE
OG0005707	pdam_00006772-RA	B3GA3_MOUSE
OG0005708	pdam_00011182-RA	B4GT7_MOUSE
OG0005709	pdam_00005736-RA	B9D1_MOUSE
OG0005710	pdam_00015829-RA	B9D2_MOUSE
OG0005711	pdam_00022399-RA	BABA1_MOUSE
OG0005712	pdam_00012001-RA	BAF_MOUSE
OG0005713	pdam_00009206-RA	BAHD1_MOUSE
OG0005714	pdam_00018333-RA	BAIP3_MOUSE
OG0005715	pdam_00024968-RA	BAKOR_MOUSE
OG0005716	pdam_00010513-RA	BAP18_MOUSE
OG0005717	pdam_00009518-RA	BAP1_MOUSE
OG0005718	pdam_00008176-RA	BARD1_MOUSE
OG0005720	pdam_00016165-RA	BAZ1A_MOUSE
OG0005721	pdam_00004078-RA	BAZ1B_MOUSE
OG0005722	pdam_00004449-RA	BAZ2B_MOUSE
OG0005723	pdam_00019665-RA	BBOF1_MOUSE
OG0005724	pdam_00002541-RA	BBS10_MOUSE
OG0005725	pdam_00005763-RA	BBS12_MOUSE
OG0005726	pdam_00003413-RA	BBS1_MOUSE
OG0005727	pdam_00011666-RA	BBS5_MOUSE
OG0005728	pdam_00013074-RA	BBS7_MOUSE
OG0005729	pdam_00021751-RA	BL1S4_MOUSE
OG0005730	pdam_00007178-RA	BCCIP_MOUSE
OG0005733	pdam_00000342-RA	BCS1_MOUSE
OG0005734	pdam_00000743-RA	BDP1_MOUSE
OG0005735	pdam_00021275-RA	BET1L_MOUSE
OG0005736	pdam_00000732-RA	BET1_MOUSE
OG0005738	pdam_00018180-RA	BI1_MOUSE
OG0005739	pdam_00005087-RA	BICC1_MOUSE
OG0005740	pdam_00004608-RA	BIG3_MOUSE
OG0005741	pdam_00002204-RA	BIN3_MOUSE
OG0005742	pdam_00023684-RA	BIRC5_MOUSE
OG0005743	pdam_00018100-RA	BIRC6_MOUSE
OG0005744	pdam_00018442-RA	BIVM_MOUSE
OG0005745	pdam_00010489-RA	BKGD_MOUSE
OG0005746	pdam_00001491-RA	BL1S1_MOUSE
OG0005747	pdam_00002941-RA	BL1S2_MOUSE
OG0005748	pdam_00001079-RA	BL1S6_MOUSE
OG0005749	pdam_00022048-RA	BLTP1_MOUSE
OG0005750	pdam_00008660-RA	BMPER_MOUSE
OG0005751	pdam_00006562-RA	BOLA2_MOUSE
OG0005752	pdam_00009133-RA	BOLA3_MOUSE
OG0005753	pdam_00017980-RA	BORA_MOUSE
OG0005754	pdam_00018612-RA	BORC7_MOUSE
OG0005755	pdam_00008867-RA	BPHL_MOUSE
OG0005756	pdam_00002017-RA	BPL1_MOUSE
OG0005757	pdam_00015192-RA	BPNT1_MOUSE
OG0005758	pdam_00008361-RA	BRAP_MOUSE
OG0005759	pdam_00009711-RA	BRCA2_MOUSE
OG0005760	pdam_00007428-RA	BRD8_MOUSE
OG0005761	pdam_00008777-RA	BRI3_MOUSE
OG0005762	pdam_00003301-RA	BRK1_MOUSE
OG0005764	pdam_00023918-RA	BROX_MOUSE
OG0005765	pdam_00012268-RA	BRX1_MOUSE
OG0005766	pdam_00015376-RA	BSCL2_MOUSE
OG0005767	pdam_00014732-RA	BSDC1_MOUSE
OG0005768	pdam_00015091-RA	BT3L4_MOUSE
OG0005769	pdam_00006493-RA	BTBD9_MOUSE
OG0005771	pdam_00003773-RA	BUB1_MOUSE
OG0005772	pdam_00007833-RA	BUB3_MOUSE
OG0005773	pdam_00004561-RA	BUD13_MOUSE
OG0005774	pdam_00018386-RA	BUD23_MOUSE
OG0005775	pdam_00015893-RA	C19L1_MOUSE
OG0005776	pdam_00020338-RA	C1D_MOUSE
OG0005777	pdam_00014788-RA	C1GLT_MOUSE
OG0005778	pdam_00003686-RA	C1QBP_MOUSE
OG0005779	pdam_00005525-RA	C2CD3_MOUSE
OG0005780	pdam_00009028-RA	C2D2A_MOUSE
OG0005781	pdam_00017932-RA	C42S2_MOUSE
OG0005782	pdam_00011460-RA	C8AP2_MOUSE
OG0005783	pdam_00001273-RA	C97D2_MOUSE
OG0005784	pdam_00004173-RA	CA050_MOUSE
OG0005785	pdam_00015182-RA	CA074_MOUSE
OG0005786	pdam_00018039-RA	CA198_MOUSE
OG0005787	pdam_00012256-RA	CAAP1_MOUSE
OG0005789	pdam_00007179-RA	CACL1_MOUSE
OG0005790	pdam_00009865-RA	CACO2_MOUSE
OG0005791	pdam_00014183-RA	CAF17_MOUSE
OG0005792	pdam_00000817-RA	CAF1A_MOUSE
OG0005794	pdam_00009009-RA	CANT1_MOUSE
OG0005795	pdam_00005211-RA	CAPZB_MOUSE
OG0005796	pdam_00015640-RA	CARM1_MOUSE
OG0005797	pdam_00010557-RA	CARME_MOUSE
OG0005798	pdam_00008645-RA	CASD1_MOUSE
OG0005799	pdam_00022190-RA	CASP8_MOUSE
OG0005800	pdam_00001835-RA	CATAC_MOUSE
OG0005801	pdam_00014169-RA	CATB_MOUSE
OG0005802	pdam_00008851-RA, pdam_00008853-RA	CATC_MOUSE
OG0005803	pdam_00009889-RA	CATIN_MOUSE
OG0005804	pdam_00008187-RA	CATIP_MOUSE
OG0005805	pdam_00010029-RA	CB042_MOUSE
OG0005806	pdam_00015581-RA	CB068_MOUSE
OG0005807	pdam_00005760-RA	CB076_MOUSE
OG0005808	pdam_00011894-RA	CB5D1_MOUSE
OG0005809	pdam_00004990-RA	CBCO1_MOUSE
OG0005810	pdam_00013296-RA	CBPC6_MOUSE
OG0005811	pdam_00006584-RA	CBPD_MOUSE
OG0005812	pdam_00000202-RA	CC112_MOUSE
OG0005814	pdam_00007268-RA	CC125_MOUSE
OG0005815	pdam_00008693-RA	CC134_MOUSE
OG0005816	pdam_00018699-RA	CC138_MOUSE
OG0005817	pdam_00004986-RA	CC142_MOUSE
OG0005818	pdam_00016359-RA	CC146_MOUSE
OG0005819	pdam_00021496-RA	CC148_MOUSE
OG0005820	pdam_00003349-RA	CC150_MOUSE
OG0005821	pdam_00015951-RA	CC167_MOUSE
OG0005822	pdam_00016124-RA	CC169_MOUSE
OG0005823	pdam_00020752-RA	CC171_MOUSE
OG0005824	pdam_00004618-RA	CC174_MOUSE
OG0005825	pdam_00021614-RA	CC177_MOUSE
OG0005826	pdam_00014726-RA	CC178_MOUSE
OG0005829	pdam_00013015-RA	CCD12_MOUSE
OG0005830	pdam_00017614-RA	CCD13_MOUSE
OG0005831	pdam_00015017-RA	CCD15_MOUSE
OG0005832	pdam_00006128-RA	CCD17_MOUSE
OG0005833	pdam_00020966-RA	CCD18_MOUSE
OG0005834	pdam_00007229-RA	CCD22_MOUSE
OG0005835	pdam_00010220-RA	CCD25_MOUSE
OG0005836	pdam_00002761-RA	CCD34_MOUSE
OG0005837	pdam_00010917-RA	CCD40_MOUSE
OG0005838	pdam_00018350-RA	CCD43_MOUSE
OG0005839	pdam_00011304-RA	CCD60_MOUSE
OG0005840	pdam_00002862-RA	CCD61_MOUSE
OG0005841	pdam_00016229-RA	CCD73_MOUSE
OG0005842	pdam_00020097-RA	CCD77_MOUSE
OG0005843	pdam_00004477-RA	CCD89_MOUSE
OG0005844	pdam_00018928-RA	CCD91_MOUSE
OG0005845	pdam_00012651-RA	CCD93_MOUSE
OG0005846	pdam_00002842-RA	CCD97_MOUSE
OG0005847	pdam_00015248-RA	CCDC9_MOUSE
OG0005852	pdam_00004531-RA	CCNF_MOUSE
OG0005853	pdam_00016766-RA	CCNH_MOUSE
OG0005854	pdam_00015962-RA	CCNK_MOUSE
OG0005855	pdam_00018066-RA	CCSAP_MOUSE
OG0005857	pdam_00003126-RA	CD033_MOUSE
OG0005858	pdam_00011917-RA	CD123_MOUSE
OG0005859	pdam_00021695-RA	CD2B2_MOUSE
OG0005860	pdam_00005907-RA	CDC16_MOUSE
OG0005861	pdam_00023261-RA	CDC20_MOUSE
OG0005862	pdam_00014450-RA	CDC23_MOUSE
OG0005863	pdam_00016415-RA	CDC27_MOUSE
OG0005864	pdam_00019595-RA	CDC37_MOUSE
OG0005865	pdam_00005092-RA	CDC45_MOUSE
OG0005866	pdam_00003998-RA	CDC5L_MOUSE
OG0005867	pdam_00013686-RA	CDC6_MOUSE
OG0005868	pdam_00010727-RA	CDC73_MOUSE
OG0005869	pdam_00017807-RA	CDC7_MOUSE
OG0005870	pdam_00006028-RA	CDD_MOUSE
OG0005871	pdam_00010038-RA	CDIN1_MOUSE
OG0005872	pdam_00001463-RA	CDK20_MOUSE
OG0005873	pdam_00000790-RA	CDK7_MOUSE
OG0005874	pdam_00010121-RA	CDK9_MOUSE
OG0005875	pdam_00020532-RA	CDKA1_MOUSE
OG0005876	pdam_00010996-RA	CDKAL_MOUSE
OG0005877	pdam_00018558-RA	CDT1_MOUSE
OG0005878	pdam_00001505-RA	CDV3_MOUSE
OG0005880	pdam_00000823-RA	CE120_MOUSE
OG0005881	pdam_00014511-RA	CE152_MOUSE
OG0005882	pdam_00021175-RA	CE162_MOUSE
OG0005883	pdam_00003250-RA	CE290_MOUSE
OG0005884	pdam_00012230-RA	CEBPG_MOUSE
OG0005885	pdam_00018055-RA	CEBPZ_MOUSE
OG0005886	pdam_00004510-RA	CECR2_MOUSE
OG0005888	pdam_00002246-RA	CENPC_MOUSE
OG0005889	pdam_00001320-RA	CENPI_MOUSE
OG0005890	pdam_00011540-RA	CENPK_MOUSE
OG0005891	pdam_00016834-RA	CENPL_MOUSE
OG0005892	pdam_00020980-RA	CENPM_MOUSE
OG0005893	pdam_00018215-RA	CENPN_MOUSE
OG0005894	pdam_00002232-RA	CENPP_MOUSE
OG0005895	pdam_00007459-RA	CENPS_MOUSE
OG0005896	pdam_00017379-RA	CENPT_MOUSE
OG0005897	pdam_00021292-RA	CENPW_MOUSE
OG0005898	pdam_00013557-RA	CEP19_MOUSE
OG0005899	pdam_00012307-RA	CEP20_MOUSE
OG0005900	pdam_00001567-RA	CEP43_MOUSE
OG0005901	pdam_00019687-RA	CEP44_MOUSE
OG0005902	pdam_00018912-RA	CEP57_MOUSE
OG0005903	pdam_00015417-RA	CEP72_MOUSE
OG0005904	pdam_00004796-RA	CEP76_MOUSE
OG0005905	pdam_00012531-RA	CEP78_MOUSE
OG0005906	pdam_00020372-RA	CEP83_MOUSE
OG0005907	pdam_00010233-RA	CF062_MOUSE
OG0005908	pdam_00005976-RA	CF107_MOUSE
OG0005910	pdam_00020533-RA	CF119_MOUSE
OG0005911	pdam_00012784-RA	CF157_MOUSE
OG0005912	pdam_00011403-RA	CF161_MOUSE
OG0005913	pdam_00009337-RA	CF184_MOUSE
OG0005914	pdam_00005641-RA	CF20D_MOUSE
OG0005915	pdam_00016472-RA	CF210_MOUSE
OG0005916	pdam_00008125-RA	CF251_MOUSE
OG0005917	pdam_00003289-RA	CF276_MOUSE
OG0005918	pdam_00017527-RA	CF298_MOUSE
OG0005919	pdam_00020652-RA	CF299_MOUSE
OG0005920	pdam_00001783-RA	CF300_MOUSE
OG0005921	pdam_00014826-RA	CF410_MOUSE
OG0005922	pdam_00002563-RA	CF418_MOUSE
OG0005923	pdam_00015278-RA	CFA20_MOUSE
OG0005924	pdam_00015032-RA	CFA43_MOUSE
OG0005925	pdam_00001772-RA	CFA44_MOUSE
OG0005926	pdam_00001857-RA	CFA45_MOUSE
OG0005927	pdam_00011832-RA	CFA52_MOUSE
OG0005928	pdam_00016830-RA	CFA54_MOUSE
OG0005929	pdam_00019510-RA	CFA58_MOUSE
OG0005930	pdam_00008018-RA	CFA68_MOUSE
OG0005931	pdam_00005199-RA	CFA74_MOUSE
OG0005932	pdam_00019195-RA	CFA77_MOUSE
OG0005933	pdam_00007460-RA	CFA90_MOUSE
OG0005934	pdam_00002009-RA	CFA95_MOUSE
OG0005935	pdam_00009531-RA	CFA97_MOUSE
OG0005936	pdam_00016712-RA	CFDP1_MOUSE
OG0005937	pdam_00025694-RA	CGL_MOUSE
OG0005938	pdam_00012016-RA	CGRF1_MOUSE
OG0005939	pdam_00005967-RA	CH033_MOUSE
OG0005940	pdam_00011783-RA	CH034_MOUSE
OG0005941	pdam_00011925-RA	CH048_MOUSE
OG0005943	pdam_00018554-RA	CH082_MOUSE
OG0005944	pdam_00005770-RA	CH10_MOUSE
OG0005945	pdam_00005769-RA	CH60_MOUSE
OG0005946	pdam_00014695-RA	CHAC2_MOUSE
OG0005947	pdam_00007952-RA	CHCH1_MOUSE
OG0005948	pdam_00012086-RA	CHD1L_MOUSE
OG0005949	pdam_00010794-RA	CHERP_MOUSE
OG0005950	pdam_00019315-RA	CHID1_MOUSE
OG0005951	pdam_00017024-RA	CHM1A_MOUSE
OG0005952	pdam_00003991-RA	CHM2B_MOUSE
OG0005953	pdam_00007260-RA	CHMP3_MOUSE
OG0005954	pdam_00012990-RA	CHMP5_MOUSE
OG0005955	pdam_00022716-RA	CHMP6_MOUSE
OG0005956	pdam_00019561-RA	CHMP7_MOUSE
OG0005957	pdam_00010057-RA	CHOLN_MOUSE
OG0005958	pdam_00007159-RA	CHRC1_MOUSE
OG0005959	pdam_00008076-RA	CHRD1_MOUSE
OG0005960	pdam_00005239-RA	CHRD_MOUSE
OG0005961	pdam_00022552-RA	CHUR_MOUSE
OG0005962	pdam_00017046-RA	CIA2A_MOUSE
OG0005963	pdam_00011352-RA	CIA2B_MOUSE
OG0005964	pdam_00007759-RA	CIA30_MOUSE
OG0005965	pdam_00020422-RA	CIAO3_MOUSE
OG0005966	pdam_00003836-RA	CINP_MOUSE
OG0005967	pdam_00015730-RA	CIP1_MOUSE
OG0005968	pdam_00009645-RA	CIR1_MOUSE
OG0005969	pdam_00019929-RA	CISD2_MOUSE
OG0005970	pdam_00014891-RA	CJ053_MOUSE
OG0005971	pdam_00019934-RA	CK016_MOUSE
OG0005972	pdam_00011458-RA	CK097_MOUSE
OG0005973	pdam_00010106-RA	CK098_MOUSE
OG0005974	pdam_00019078-RA	CK5P2_MOUSE
OG0005975	pdam_00007078-RA	CK5P3_MOUSE
OG0005976	pdam_00017477-RA	CL056_MOUSE
OG0005977	pdam_00003023-RA	CL16A_MOUSE
OG0005980	pdam_00012250-RA	CLCC1_MOUSE
OG0005982	pdam_00005969-RA	CLCN6_MOUSE
OG0005983	pdam_00004239-RA	CLCN7_MOUSE
OG0005986	pdam_00009157-RA	CLP1L_MOUSE
OG0005987	pdam_00012843-RA	CLPB_MOUSE
OG0005988	pdam_00002241-RA	CLPP_MOUSE
OG0005989	pdam_00013960-RA	CLPX_MOUSE
OG0005990	pdam_00017576-RA	CLSPN_MOUSE
OG0005991	pdam_00011835-RA	CLUA1_MOUSE
OG0005992	pdam_00018599-RA	CLXN_MOUSE
OG0005993	pdam_00023067-RA	CMAP2_MOUSE
OG0005994	pdam_00001547-RA	CMAP3_MOUSE
OG0005995	pdam_00016739-RA	CMI2B_MOUSE
OG0005996	pdam_00004534-RA	CMIP6_MOUSE
OG0005997	pdam_00014783-RA	CMIP_MOUSE
OG0005998	pdam_00021480-RA	CMKMT_MOUSE
OG0005999	pdam_00008047-RA	CMTD1_MOUSE
OG0006000	pdam_00000655-RA	CMTR1_MOUSE
OG0006001	pdam_00019075-RA	CMTR2_MOUSE
OG0006002	pdam_00013007-RA	CNBD2_MOUSE
OG0006003	pdam_00024391-RA	CNDG2_MOUSE
OG0006004	pdam_00003102-RA	CNEP1_MOUSE
OG0006005	pdam_00015952-RA	CNIH1_MOUSE
OG0006006	pdam_00013454-RA	CNIH4_MOUSE
OG0006008	pdam_00012166-RA	CNO11_MOUSE
OG0006009	pdam_00019776-RA	CNOT1_MOUSE
OG0006010	pdam_00006627-RA	CNOT2_MOUSE
OG0006011	pdam_00015197-RA	CNOT9_MOUSE
OG0006012	pdam_00000630-RA	CNPD1_MOUSE
OG0006013	pdam_00010611-RA	CNPY2_MOUSE
OG0006014	pdam_00019239-RA	CNRP1_MOUSE
OG0006015	pdam_00018874-RA	CNTD1_MOUSE
OG0006016	pdam_00022148-RA	CNTRB_MOUSE
OG0006019	pdam_00009566-RA	COA5_MOUSE
OG0006020	pdam_00002861-RA	COA6_MOUSE
OG0006021	pdam_00005912-RA	COA7_MOUSE
OG0006022	pdam_00018035-RA	COA8_MOUSE
OG0006023	pdam_00000844-RA	COAC_MOUSE
OG0006024	pdam_00009479-RA	COASY_MOUSE
OG0006025	pdam_00014033-RA	COG1_MOUSE
OG0006026	pdam_00002851-RA	COG2_MOUSE
OG0006027	pdam_00003472-RA	COG3_MOUSE
OG0006028	pdam_00011034-RA	COG5_MOUSE
OG0006029	pdam_00021161-RA	COG7_MOUSE
OG0006030	pdam_00009384-RA	COIL_MOUSE
OG0006031	pdam_00013444-RA	COMD1_MOUSE
OG0006032	pdam_00005908-RA	COMD2_MOUSE
OG0006033	pdam_00013534-RA	COMD3_MOUSE
OG0006035	pdam_00004318-RA	COMD5_MOUSE
OG0006036	pdam_00019115-RA	COMD7_MOUSE
OG0006037	pdam_00014947-RA	COMD9_MOUSE
OG0006038	pdam_00018129-RA	COP1_MOUSE
OG0006039	pdam_00003082-RA	COPB2_MOUSE
OG0006040	pdam_00020420-RA	COPB_MOUSE
OG0006041	pdam_00001851-RA	COPD_MOUSE
OG0006042	pdam_00007552-RA	COPE_MOUSE
OG0006043	pdam_00020361-RA	COPZ1_MOUSE
OG0006044	pdam_00003689-RA	COQ5_MOUSE
OG0006045	pdam_00022835-RA	COQ7_MOUSE
OG0006046	pdam_00002575-RA	COQ9_MOUSE
OG0006047	pdam_00013069-RA	CORO7_MOUSE
OG0006048	pdam_00003627-RA	COTL1_MOUSE
OG0006049	pdam_00013840-RA	COX10_MOUSE
OG0006050	pdam_00006220-RA	COX11_MOUSE
OG0006051	pdam_00014439-RA	COX15_MOUSE
OG0006053	pdam_00008986-RA	COX19_MOUSE
OG0006054	pdam_00009056-RA	COX5A_MOUSE
OG0006056	pdam_00000357-RA	COX6C_MOUSE
OG0006057	pdam_00003946-RA	COX7C_MOUSE
OG0006058	pdam_00011298-RA	COXM1_MOUSE
OG0006059	pdam_00003440-RA	COXM2_MOUSE
OG0006060	pdam_00017674-RA	CP087_MOUSE
OG0006061	pdam_00009492-RA	CP100_MOUSE
OG0006062	pdam_00003047-RA	CP110_MOUSE
OG0006063	pdam_00010831-RA	CP131_MOUSE
OG0006064	pdam_00024470-RA	CPAP_MOUSE
OG0006065	pdam_00016714-RA	CPIN1_MOUSE
OG0006066	pdam_00020857-RA	CPLN1_MOUSE
OG0006067	pdam_00008574-RA	CPPED_MOUSE
OG0006069	pdam_00002593-RA	CRBL2_MOUSE
OG0006070	pdam_00018293-RA	CRERF_MOUSE
OG0006071	pdam_00010843-RA	CRIM1_MOUSE
OG0006072	pdam_00021107-RA	CRIPT_MOUSE
OG0006073	pdam_00005659-RA	CRLF3_MOUSE
OG0006074	pdam_00007760-RA	CRLS1_MOUSE
OG0006075	pdam_00025798-RA	CRNL1_MOUSE
OG0006076	pdam_00021363-RA	CRYL1_MOUSE
OG0006077	pdam_00018506-RA	CRYM_MOUSE
OG0006078	pdam_00020632-RA	CS044_MOUSE
OG0006079	pdam_00015370-RA	CS047_MOUSE
OG0006081	pdam_00012773-RA	CSK2B_MOUSE
OG0006082	pdam_00007790-RA	CSN2_MOUSE
OG0006083	pdam_00002847-RA	CSN3_MOUSE
OG0006084	pdam_00014635-RA	CSN4_MOUSE
OG0006085	pdam_00018234-RA	CSN5_MOUSE
OG0006086	pdam_00001788-RA	CSN6_MOUSE
OG0006087	pdam_00020646-RA	CSN8_MOUSE
OG0006088	pdam_00021777-RA	CSTF1_MOUSE
OG0006089	pdam_00002757-RA	CSTF3_MOUSE
OG0006090	pdam_00005180-RA	CSTP1_MOUSE
OG0006092	pdam_00014996-RA	CTC1_MOUSE
OG0006093	pdam_00004684-RA	CTDP1_MOUSE
OG0006094	pdam_00016308-RA	CTF18_MOUSE
OG0006095	pdam_00007707-RA	CTF8_MOUSE
OG0006096	pdam_00009368-RA	CTR9_MOUSE
OG0006097	pdam_00019265-RA	CTRO_MOUSE
OG0006098	pdam_00000800-RA	CTSR2_MOUSE
OG0006099	pdam_00014752-RA	CTSR4_MOUSE
OG0006100	pdam_00015038-RA	CTSRB_MOUSE
OG0006101	pdam_00014391-RA	CTSRQ_MOUSE
OG0006102	pdam_00012995-RA	CTSRT_MOUSE
OG0006103	pdam_00012235-RA	CTU2_MOUSE
OG0006104	pdam_00002780-RA	CUED2_MOUSE
OG0006105	pdam_00010584-RA	CUL2_MOUSE
OG0006106	pdam_00001253-RA	CWC15_MOUSE
OG0006107	pdam_00010205-RA	CWC22_MOUSE
OG0006108	pdam_00021315-RA	CWC25_MOUSE
OG0006109	pdam_00016370-RA	CX058_MOUSE
OG0006110	pdam_00018807-RA	CY1_MOUSE
OG0006111	pdam_00014784-RA	CYB5_MOUSE
OG0006112	pdam_00014500-RA	CYBP_MOUSE
OG0006113	pdam_00010673-RA	CYC_MOUSE
OG0006114	pdam_00022401-RA	CZIB_MOUSE
OG0006115	pdam_00004615-RA	D19L3_MOUSE
OG0006116	pdam_00003647-RA	D39U1_MOUSE
OG0006117	pdam_00013132-RA	DAA10_MOUSE
OG0006118	pdam_00015456-RA	DAA11_MOUSE
OG0006119	pdam_00021320-RA	DAA19_MOUSE
OG0006120	pdam_00020289-RA	DAAF1_MOUSE
OG0006121	pdam_00016735-RA	DAAF5_MOUSE
OG0006122	pdam_00005057-RA	DAAF6_MOUSE
OG0006123	pdam_00009105-RA	DAD1_MOUSE
OG0006124	pdam_00004970-RA	DALD3_MOUSE
OG0006125	pdam_00009236-RA	DAP1_MOUSE
OG0006126	pdam_00014923-RA	DAW1_MOUSE
OG0006127	pdam_00005860-RA	DAXX_MOUSE
OG0006128	pdam_00007069-RA	DAZP2_MOUSE
OG0006129	pdam_00006277-RA	DBNL_MOUSE
OG0006130	pdam_00015010-RA	DBR1_MOUSE
OG0006131	pdam_00017036-RA	DC2I1_MOUSE
OG0006132	pdam_00014447-RA	DC2I2_MOUSE
OG0006133	pdam_00013429-RA	DCA11_MOUSE
OG0006134	pdam_00009437-RA	DCA13_MOUSE
OG0006135	pdam_00012486-RA	DCA17_MOUSE
OG0006136	pdam_00019020-RA	DCAKD_MOUSE
OG0006137	pdam_00002082-RA	DCMC_MOUSE
OG0006138	pdam_00005733-RA	DCNL3_MOUSE
OG0006139	pdam_00004982-RA	DCR1A_MOUSE
OG0006140	pdam_00004331-RA	DCTD_MOUSE
OG0006141	pdam_00009841-RA	DCTN2_MOUSE
OG0006142	pdam_00007822-RA	DCTN3_MOUSE
OG0006143	pdam_00010825-RA	DCTN5_MOUSE
OG0006144	pdam_00017239-RA	DCTN6_MOUSE
OG0006145	pdam_00012249-RA	DCUP_MOUSE
OG0006146	pdam_00000820-RA	DDA1_MOUSE
OG0006147	pdam_00016147-RA	DDB1_MOUSE
OG0006148	pdam_00000699-RA	DDHD1_MOUSE
OG0006149	pdam_00008731-RA	DDIAS_MOUSE
OG0006150	pdam_00019507-RA	DDRGK_MOUSE
OG0006151	pdam_00008079-RA	DDX10_MOUSE
OG0006152	pdam_00017872-RA	DDX1_MOUSE
OG0006153	pdam_00003761-RA	DDX28_MOUSE
OG0006154	pdam_00015948-RA	DDX41_MOUSE
OG0006155	pdam_00014486-RA	DDX42_MOUSE
OG0006156	pdam_00019825-RA	DDX47_MOUSE
OG0006157	pdam_00001852-RA	DDX51_MOUSE
OG0006158	pdam_00018575-RA	DDX52_MOUSE
OG0006159	pdam_00015469-RA	DDX54_MOUSE
OG0006160	pdam_00013982-RA	DDX55_MOUSE
OG0006161	pdam_00009074-RA	DDX56_MOUSE
OG0006162	pdam_00021459-RA	DDX59_MOUSE
OG0006163	pdam_00006665-RA	DEAF1_MOUSE
OG0006164	pdam_00002403-RA	DECR_MOUSE
OG0006165	pdam_00002448-RA	DEFM_MOUSE
OG0006166	pdam_00001655-RA	DELE1_MOUSE
OG0006167	pdam_00017352-RA	DENR_MOUSE
OG0006168	pdam_00019791-RA	DERL1_MOUSE
OG0006169	pdam_00002841-RA	DESI2_MOUSE
OG0006170	pdam_00000798-RA	DET1_MOUSE
OG0006171	pdam_00000451-RA	DFFB_MOUSE
OG0006172	pdam_00004794-RA	DGAT1_MOUSE
OG0006173	pdam_00005378-RA	DGCR8_MOUSE
OG0006174	pdam_00009323-RA	DGKE_MOUSE
OG0006176	pdam_00000403-RA	DHB4_MOUSE
OG0006177	pdam_00012586-RA	DHB8_MOUSE
OG0006178	pdam_00002055-RA	DHDDS_MOUSE
OG0006179	pdam_00017744-RA	DHPR_MOUSE
OG0006180	pdam_00009112-RA	DHRS1_MOUSE
OG0006181	pdam_00011033-RA	DHRS6_MOUSE
OG0006182	pdam_00003431-RA	DHSD_MOUSE
OG0006183	pdam_00001603-RA	DHSO_MOUSE
OG0006184	pdam_00007711-RA	DHX33_MOUSE
OG0006185	pdam_00003575-RA	DHX34_MOUSE
OG0006186	pdam_00016997-RA	DHX57_MOUSE
OG0006187	pdam_00009030-RA	DI3L1_MOUSE
OG0006188	pdam_00004071-RA	DIAC_MOUSE
OG0006189	pdam_00000353-RA	DIESL_MOUSE
OG0006190	pdam_00018557-RA	DIK1C_MOUSE
OG0006191	pdam_00008180-RA	DIK2A_MOUSE
OG0006192	pdam_00002303-RA	DIM1_MOUSE
OG0006193	pdam_00011605-RA	DISC1_MOUSE
OG0006194	pdam_00003411-RA	DISP3_MOUSE
OG0006195	pdam_00007134-RA	DIXC1_MOUSE
OG0006196	pdam_00004565-RA	DJB13_MOUSE
OG0006197	pdam_00002284-RA	DJC14_MOUSE
OG0006198	pdam_00003408-RA	DJC16_MOUSE
OG0006199	pdam_00001274-RA	DJC21_MOUSE
OG0006200	pdam_00000605-RA	DJC22_MOUSE
OG0006201	pdam_00023239-RA	DJC25_MOUSE
OG0006202	pdam_00024841-RA	DJC27_MOUSE
OG0006203	pdam_00018726-RA	DJC28_MOUSE
OG0006204	pdam_00009674-RA	DLEC1_MOUSE
OG0006206	pdam_00003963-RA	DLP1_MOUSE
OG0006207	pdam_00015293-RA	DLRB2_MOUSE
