Orthogroup	Gfas	Mmus
OG0005634	gfas1.m1.16296.m1	LIPS_MOUSE
OG0005635	gfas1.m1.6695.m1	SRBD1_MOUSE
OG0005637	gfas1.m1.1833.m1	SIM20_MOUSE
OG0005638	gfas1.m1.396.m1	WLS_MOUSE
OG0005639	gfas1.m1.6650.m1	CATIP_MOUSE
OG0005640	gfas1.m1.5207.m1	SUMF2_MOUSE
OG0005641	gfas1.m1.2430.m1	TM175_MOUSE
OG0005643	gfas1.m1.1604.m1	SAYS1_MOUSE
OG0005644	gfas1.m1.5210.m1	SYFB_MOUSE
OG0005646	gfas1.m1.2006.m1	STX17_MOUSE
OG0005647	gfas1.m1.13490.m1	TCPD_MOUSE
OG0005648	gfas1.m1.4760.m1	M10L1_MOUSE
OG0005649	gfas1.m1.2274.m1	SRPRB_MOUSE
OG0005650	gfas1.m1.2130.m1	TPC13_MOUSE
OG0005651	gfas1.m1.12511.m1	HEM2_MOUSE
OG0005652	gfas1.m1.8336.m1	GWL_MOUSE
OG0005653	gfas1.m1.17619.m1	CF107_MOUSE
OG0005655	gfas1.m1.2808.m1	CSN5_MOUSE
OG0005656	gfas1.m1.7952.m1	PSMG1_MOUSE
OG0005657	gfas1.m1.16856.m1	ATP5H_MOUSE
OG0005658	gfas1.m1.6777.m1	COX5A_MOUSE
OG0005659	gfas1.m1.20952.m1	STA10_MOUSE
OG0005660	gfas1.m1.13131.m1	CBPQ_MOUSE
OG0005661	gfas1.m1.14904.m1	DPS1_MOUSE
OG0005663	gfas1.m1.1918.m1	EIF3H_MOUSE
OG0005664	gfas1.m1.16035.m1	RBX2_MOUSE
OG0005665	gfas1.m1.16655.m1	GSKIP_MOUSE
OG0005667	gfas1.m1.1460.m1	IF2P_MOUSE
OG0005668	gfas1.m1.15525.m1	ZCH18_MOUSE
OG0005669	gfas1.m1.16605.m1	CCD97_MOUSE
OG0005670	gfas1.m1.6683.m1	MYO10_MOUSE
OG0005671	gfas1.m1.18615.m1	KLDC9_MOUSE
OG0005672	gfas1.m1.13895.m1	UMPS_MOUSE
OG0005673	gfas1.m1.19283.m1	CCD43_MOUSE
OG0005674	gfas1.m1.11422.m1	IQUB_MOUSE
OG0005675	gfas1.m1.16050.m1	RT21_MOUSE
OG0005676	gfas1.m1.4771.m1	LENG9_MOUSE
OG0005677	gfas1.m1.4068.m1	LIN54_MOUSE
OG0005678	gfas1.m1.10774.m1	KLH18_MOUSE
OG0005680	gfas1.m1.8034.m1	SIMC1_MOUSE
OG0005682	gfas1.m1.14542.m1	INT4_MOUSE
OG0005683	gfas1.m1.7592.m1	ECM29_MOUSE
OG0005684	gfas1.m1.1878.m1	DOPP1_MOUSE
OG0005685	gfas1.m1.17330.m1	HYPK_MOUSE
OG0005686	gfas1.m1.8011.m1	VPS18_MOUSE
OG0005687	gfas1.m1.1603.m1	CIA30_MOUSE
OG0005688	gfas1.m1.23272.m1	BBS12_MOUSE
OG0005689	gfas1.m1.3508.m1	NUFP1_MOUSE
OG0005690	gfas1.m1.20818.m1	ACKMT_MOUSE
OG0005691	gfas1.m1.1689.m1	CC146_MOUSE
OG0005692	gfas1.m1.17045.m1	TM115_MOUSE
OG0005693	gfas1.m1.17624.m1	NUDT8_MOUSE
OG0005695	gfas1.m1.2002.m1	S7A6O_MOUSE
OG0005696	gfas1.m1.1840.m1	PPID_MOUSE
OG0005697	gfas1.m1.8614.m1	ILK_MOUSE
OG0005698	gfas1.m1.14454.m1	HBP1_MOUSE
OG0005699	gfas1.m1.3104.m1	TTLL9_MOUSE
OG0005700	gfas1.m1.1461.m1	STK16_MOUSE
OG0005701	gfas1.m1.3091.m1	STMP1_MOUSE
OG0005703	gfas1.m1.21023.m1	RM22_MOUSE
OG0005704	gfas1.m1.5062.m1	CLCC1_MOUSE
OG0005705	gfas1.m1.14288.m1	RPR1B_MOUSE
OG0005706	gfas1.m1.8202.m1	MARF1_MOUSE
OG0005707	gfas1.m1.1792.m1	IF4H_MOUSE
OG0005708	gfas1.m1.2139.m1	T2AG_MOUSE
OG0005709	gfas1.m1.15955.m1	MIB1_MOUSE
OG0005710	gfas1.m1.16095.m1	TPRA1_MOUSE
OG0005711	gfas1.m1.17332.m1	ELP2_MOUSE
OG0005712	gfas1.m1.21348.m1	RWDD4_MOUSE
OG0005713	gfas1.m1.16563.m1	5NTC_MOUSE
OG0005714	gfas1.m1.20627.m1	RT31_MOUSE
OG0005716	gfas1.m1.19156.m1	DGKQ_MOUSE
OG0005717	gfas1.m1.7722.m1	PP1RA_MOUSE
OG0005718	gfas1.m1.4235.m1	NPHP4_MOUSE
OG0005719	gfas1.m1.375.m1	EFC14_MOUSE
OG0005720	gfas1.m1.23595.m1	DLRB2_MOUSE
OG0005721	gfas1.m1.13188.m1	GOT1B_MOUSE
OG0005722	gfas1.m1.2187.m1	PNO1_MOUSE
OG0005723	gfas1.m1.5699.m1	METL5_MOUSE
OG0005724	gfas1.m1.23439.m1	DPOG2_MOUSE
OG0005725	gfas1.m1.4189.m1	ADPPT_MOUSE
OG0005726	gfas1.m1.20376.m1	CBPC6_MOUSE
OG0005727	gfas1.m1.4452.m1	YIPF1_MOUSE
OG0005728	gfas1.m1.4645.m1	IPPK_MOUSE
OG0005730	gfas1.m1.1050.m1	WIF1_MOUSE
OG0005731	gfas1.m1.13200.m1	FANCI_MOUSE
OG0005732	gfas1.m1.1098.m1	DIAC_MOUSE
OG0005734	gfas1.m1.4134.m1	WDR41_MOUSE
OG0005735	gfas1.m1.6082.m1	CEBPG_MOUSE
OG0005736	gfas1.m1.15030.m1	GPKOW_MOUSE
OG0005737	gfas1.m1.14165.m1	TCHP_MOUSE
OG0005738	gfas1.m1.13287.m1	ZPR1_MOUSE
OG0005739	gfas1.m1.6627.m1	PRPKB_MOUSE
OG0005740	gfas1.m1.16093.m1	ALG12_MOUSE
OG0005741	gfas1.m1.6847.m1	YJU2_MOUSE
OG0005742	gfas1.m1.20493.m1	3BP5L_MOUSE
OG0005743	gfas1.m1.15891.m1	ABCE1_MOUSE
OG0005744	gfas1.m1.17627.m1	HDA10_MOUSE
OG0005746	gfas1.m1.650.m1	WDFY3_MOUSE
OG0005748	gfas1.m1.19208.m1	CTF18_MOUSE
OG0005751	gfas1.m1.1350.m1	AUP1_MOUSE
OG0005752	gfas1.m1.14835.m1	UBAC2_MOUSE
OG0005753	gfas1.m1.8187.m1	PPIL1_MOUSE
OG0005754	gfas1.m1.13451.m1	FPGT_MOUSE
OG0005755	gfas1.m1.17958.m1	SURF1_MOUSE
OG0005756	gfas1.m1.8038.m1	FNTA_MOUSE
OG0005757	gfas1.m1.18291.m1	RPB4_MOUSE
OG0005758	gfas1.m1.17795.m1	FIRRM_MOUSE
OG0005759	gfas1.m1.14448.m1	XPC_MOUSE
OG0005760	gfas1.m1.2049.m1	AN13C_MOUSE
OG0005761	gfas1.m1.8866.m1	ALKB6_MOUSE
OG0005762	gfas1.m1.10628.m1	SCYL1_MOUSE
OG0005763	gfas1.m1.21410.m1	TALDO_MOUSE
OG0005764	gfas1.m1.5655.m1	XPO5_MOUSE
OG0005767	gfas1.m1.6973.m1	TPX2_MOUSE
OG0005769	gfas1.m1.15275.m1	CEP44_MOUSE
OG0005770	gfas1.m1.7424.m1	CCNK_MOUSE
OG0005771	gfas1.m1.13413.m1	IFT27_MOUSE
OG0005772	gfas1.m1.10060.m1	TM254_MOUSE
OG0005773	gfas1.m1.20411.m1	CPT2_MOUSE
OG0005774	gfas1.m1.5281.m1	PWP2_MOUSE
OG0005775	gfas1.m1.5069.m1	EVG1_MOUSE
OG0005778	gfas1.m1.10294.m1	RM33_MOUSE
OG0005779	gfas1.m1.15596.m1	HELQ_MOUSE
OG0005781	gfas1.m1.10543.m1	S35B2_MOUSE
OG0005782	gfas1.m1.3552.m1	MKS3_MOUSE
OG0005783	gfas1.m1.4451.m1	MUSK_MOUSE
OG0005784	gfas1.m1.13842.m1	PMYT1_MOUSE
OG0005785	gfas1.m1.8263.m1	ZNRD2_MOUSE
OG0005787	gfas1.m1.7317.m1	TMLH_MOUSE
OG0005788	gfas1.m1.20321.m1	ODAD4_MOUSE
OG0005789	gfas1.m1.6419.m1	ATG2B_MOUSE
OG0005790	gfas1.m1.14859.m1	AR13B_MOUSE
OG0005791	gfas1.m1.18840.m1	PICAL_MOUSE
OG0005793	gfas1.m1.4395.m1	MTREX_MOUSE
OG0005795	gfas1.m1.16157.m1	RABEK_MOUSE
OG0005796	gfas1.m1.3675.m1	CF157_MOUSE
OG0005797	gfas1.m1.1714.m1	CC138_MOUSE
OG0005798	gfas1.m1.19920.m1	EXOC2_MOUSE
OG0005799	gfas1.m1.18331.m1	SMD1_MOUSE
OG0005800	gfas1.m1.3477.m1	TBXT_MOUSE
OG0005801	gfas1.m1.17612.m1	NEUFC_MOUSE
OG0005802	gfas1.m1.3109.m1	CCD40_MOUSE
OG0005803	gfas1.m1.4335.m1	ASPM_MOUSE
OG0005805	gfas1.m1.16912.m1	SNX13_MOUSE
OG0005808	gfas1.m1.9178.m1	ICLN_MOUSE
OG0005809	gfas1.m1.7396.m1	RNZ1_MOUSE
OG0005810	gfas1.m1.20492.m1	RL23_MOUSE
OG0005811	gfas1.m1.5920.m1	RN145_MOUSE
OG0005814	gfas1.m1.9518.m1	DCTN5_MOUSE
OG0005815	gfas1.m1.3270.m1	WDR3_MOUSE
OG0005816	gfas1.m1.17447.m1	SAXO4_MOUSE
OG0005817	gfas1.m1.16423.m1	MT21D_MOUSE
OG0005819	gfas1.m1.18679.m1	DAAF6_MOUSE
OG0005820	gfas1.m1.4511.m1	CF410_MOUSE
OG0005821	gfas1.m1.2777.m1	GPAT1_MOUSE
OG0005822	gfas1.m1.7814.m1	CMTR1_MOUSE
OG0005823	gfas1.m1.15652.m1, gfas1.m1.15653.m1	SMIP8_MOUSE
OG0005824	gfas1.m1.3344.m1	SEC13_MOUSE
OG0005825	gfas1.m1.1195.m1	GCC2_MOUSE
OG0005826	gfas1.m1.2595.m1	GO45_MOUSE
OG0005827	gfas1.m1.4805.m1	ZN622_MOUSE
OG0005828	gfas1.m1.23192.m1	TPP2_MOUSE
OG0005829	gfas1.m1.1928.m1	ENDOU_MOUSE
OG0005830	gfas1.m1.14507.m1	DAAF4_MOUSE
OG0005831	gfas1.m1.17895.m1	VPS8_MOUSE
OG0005832	gfas1.m1.2264.m1	NSUN6_MOUSE
OG0005833	gfas1.m1.18026.m1	SYCP1_MOUSE
OG0005834	gfas1.m1.4400.m1	WAC_MOUSE
OG0005835	gfas1.m1.5969.m1	VPS11_MOUSE
OG0005836	gfas1.m1.3328.m1	NPA1P_MOUSE
OG0005837	gfas1.m1.19982.m1	ADPGK_MOUSE
OG0005838	gfas1.m1.2772.m1	MIC60_MOUSE
OG0005839	gfas1.m1.9505.m1	MRM3_MOUSE
OG0005840	gfas1.m1.5248.m1	TLCD4_MOUSE
OG0005841	gfas1.m1.2793.m1	EFL1_MOUSE
OG0005842	gfas1.m1.8515.m1	TMIE_MOUSE
OG0005843	gfas1.m1.16842.m1	SMN_MOUSE
OG0005844	gfas1.m1.1784.m1	GNL1_MOUSE
OG0005846	gfas1.m1.18538.m1	MSL2_MOUSE
OG0005847	gfas1.m1.13213.m1	DUS11_MOUSE
OG0005848	gfas1.m1.2780.m1	TM128_MOUSE
OG0005849	gfas1.m1.18916.m1	S2540_MOUSE
OG0005850	gfas1.m1.3658.m1	PADC1_MOUSE
OG0005851	gfas1.m1.1283.m1	FANCM_MOUSE
OG0005853	gfas1.m1.1558.m1, gfas1.m1.11939.m1	VCAM1_MOUSE
OG0005854	gfas1.m1.1017.m1	DZAN1_MOUSE
OG0005855	gfas1.m1.22689.m1	TCPQ_MOUSE
OG0005857	gfas1.m1.8518.m1	CS012_MOUSE
OG0005858	gfas1.m1.1505.m1	CISD2_MOUSE
OG0005859	gfas1.m1.1066.m1	PXMP2_MOUSE
OG0005860	gfas1.m1.6544.m1	RM44_MOUSE
OG0005862	gfas1.m1.14499.m1	APC11_MOUSE
OG0005863	gfas1.m1.2954.m1	OTUD4_MOUSE
OG0005864	gfas1.m1.23348.m1	ADIP_MOUSE
OG0005865	gfas1.m1.15256.m1	EXTL3_MOUSE
OG0005866	gfas1.m1.17608.m1	UBE2S_MOUSE
OG0005867	gfas1.m1.7099.m1	SFSWA_MOUSE
OG0005868	gfas1.m1.16495.m1	MGDP1_MOUSE
OG0005869	gfas1.m1.11864.m1	DPH5_MOUSE
OG0005871	gfas1.m1.5021.m1	NUF2_MOUSE
OG0005872	gfas1.m1.19808.m1	NEUL4_MOUSE
OG0005873	gfas1.m1.13292.m1	TOM40_MOUSE
OG0005874	gfas1.m1.14002.m1	DRC5_MOUSE
OG0005875	gfas1.m1.19821.m1	ARC1A_MOUSE
OG0005876	gfas1.m1.18289.m1	TM196_MOUSE
OG0005878	gfas1.m1.6458.m1	ZN598_MOUSE
OG0005879	gfas1.m1.6980.m1	ENY2_MOUSE
OG0005880	gfas1.m1.7977.m1	LAS1L_MOUSE
OG0005882	gfas1.m1.23323.m1	ZC3HD_MOUSE
OG0005883	gfas1.m1.8881.m1	TMM17_MOUSE
OG0005884	gfas1.m1.18233.m1	TM9S1_MOUSE
OG0005885	gfas1.m1.2311.m1	NDUA1_MOUSE
OG0005886	gfas1.m1.6965.m1	COTL1_MOUSE
OG0005889	gfas1.m1.8308.m1	ZN207_MOUSE
OG0005890	gfas1.m1.16126.m1	DFFB_MOUSE
OG0005892	gfas1.m1.4407.m1	NDUA6_MOUSE
OG0005893	gfas1.m1.3430.m1	RM13_MOUSE
OG0005894	gfas1.m1.1627.m1	SRFB1_MOUSE
OG0005895	gfas1.m1.5534.m1	RNPS1_MOUSE
OG0005897	gfas1.m1.20795.m1	S40A1_MOUSE
OG0005898	gfas1.m1.5342.m1	TP53B_MOUSE
OG0005899	gfas1.m1.13510.m1	6PGD_MOUSE
OG0005900	gfas1.m1.2402.m1	UBCP1_MOUSE
OG0005902	gfas1.m1.16806.m1	YETS2_MOUSE
OG0005903	gfas1.m1.13435.m1	CDC7_MOUSE
OG0005904	gfas1.m1.1275.m1	NDUF7_MOUSE
OG0005905	gfas1.m1.6689.m1	S38AC_MOUSE
OG0005908	gfas1.m1.5206.m1	ASPH_MOUSE
OG0005909	gfas1.m1.7770.m1	AF10_MOUSE
OG0005910	gfas1.m1.17288.m1	ERLEC_MOUSE
OG0005911	gfas1.m1.6354.m1	FAD1_MOUSE
OG0005912	gfas1.m1.2289.m1	COMD9_MOUSE
OG0005913	gfas1.m1.3948.m1	ABCBA_MOUSE
OG0005914	gfas1.m1.14672.m1	PRP18_MOUSE
OG0005915	gfas1.m1.14787.m1	BLTP1_MOUSE
OG0005916	gfas1.m1.17324.m1	ZDH16_MOUSE
OG0005917	gfas1.m1.4037.m1	TRM44_MOUSE
OG0005918	gfas1.m1.470.m1	GLRX5_MOUSE
OG0005919	gfas1.m1.11721.m1	DPP2_MOUSE
OG0005920	gfas1.m1.17094.m1	CASP8_MOUSE
OG0005921	gfas1.m1.16195.m1	RL19_MOUSE
OG0005922	gfas1.m1.4336.m1	INP5E_MOUSE
OG0005923	gfas1.m1.2590.m1	GPAM1_MOUSE
OG0005924	gfas1.m1.6411.m1	PSF3_MOUSE
OG0005925	gfas1.m1.16119.m1	SENP1_MOUSE
OG0005926	gfas1.m1.6379.m1	DLEC1_MOUSE
OG0005927	gfas1.m1.1732.m1	UBC12_MOUSE
OG0005928	gfas1.m1.1735.m1	K0930_MOUSE
OG0005929	gfas1.m1.3933.m1	REV1_MOUSE
OG0005931	gfas1.m1.17610.m1	TGS1_MOUSE
OG0005932	gfas1.m1.6138.m1	FAAA_MOUSE
OG0005933	gfas1.m1.19820.m1	CRYM_MOUSE
OG0005934	gfas1.m1.2418.m1	CSN2_MOUSE
OG0005935	gfas1.m1.410.m1	TMX2_MOUSE
OG0005936	gfas1.m1.2159.m1	BTBD9_MOUSE
OG0005937	gfas1.m1.3121.m1	PARP1_MOUSE
OG0005938	gfas1.m1.16307.m1	3HIDH_MOUSE
OG0005939	gfas1.m1.13822.m1	SUV3_MOUSE
OG0005940	gfas1.m1.4079.m1	SESD1_MOUSE
OG0005941	gfas1.m1.2054.m1	CMKMT_MOUSE
OG0005942	gfas1.m1.4924.m1	LEG1H_MOUSE
OG0005943	gfas1.m1.534.m1	S35B4_MOUSE
OG0005944	gfas1.m1.14299.m1	SOAT1_MOUSE
OG0005946	gfas1.m1.2537.m1	NDC1_MOUSE
OG0005948	gfas1.m1.17904.m1	CSK2B_MOUSE
OG0005949	gfas1.m1.14697.m1	RM19_MOUSE
OG0005950	gfas1.m1.16654.m1	CERS1_MOUSE
OG0005951	gfas1.m1.19349.m1	RS9_MOUSE
OG0005953	gfas1.m1.819.m1	NADE_MOUSE
OG0005954	gfas1.m1.9008.m1	ALKB1_MOUSE
OG0005955	gfas1.m1.17765.m1	ECHD3_MOUSE
OG0005956	gfas1.m1.14712.m1	ERIC3_MOUSE
OG0005958	gfas1.m1.13462.m1	APMAP_MOUSE
OG0005959	gfas1.m1.20670.m1	VTA1_MOUSE
OG0005960	gfas1.m1.2482.m1	WDR6_MOUSE
OG0005961	gfas1.m1.13443.m1	TM237_MOUSE
OG0005962	gfas1.m1.5500.m1	GPN2_MOUSE
OG0005963	gfas1.m1.7286.m1	CB5D1_MOUSE
OG0005964	gfas1.m1.23379.m1	NDUB3_MOUSE
OG0005966	gfas1.m1.2458.m1	MEGF8_MOUSE
OG0005967	gfas1.m1.9700.m1	COX7C_MOUSE
OG0005968	gfas1.m1.23335.m1	MTFP1_MOUSE
OG0005969	gfas1.m1.1181.m1	CBCO1_MOUSE
OG0005970	gfas1.m1.5719.m1	TF3C6_MOUSE
OG0005971	gfas1.m1.16988.m1	MI4GD_MOUSE
OG0005972	gfas1.m1.7984.m1	CFA68_MOUSE
OG0005974	gfas1.m1.7327.m1	BPNT1_MOUSE
OG0005975	gfas1.m1.18820.m1	CDCA7_MOUSE
OG0005976	gfas1.m1.11497.m1	RPAP2_MOUSE
OG0005977	gfas1.m1.21771.m1	TTC29_MOUSE
OG0005978	gfas1.m1.16660.m1	SQOR_MOUSE
OG0005979	gfas1.m1.4776.m1	CL16A_MOUSE
OG0005980	gfas1.m1.6784.m1	VMA21_MOUSE
OG0005981	gfas1.m1.4159.m1	TEFM_MOUSE
OG0005982	gfas1.m1.6259.m1	SDHB_MOUSE
OG0005983	gfas1.m1.3743.m1	GAL3A_MOUSE
OG0005984	gfas1.m1.3323.m1	T184C_MOUSE
OG0005985	gfas1.m1.11820.m1	SEN34_MOUSE
OG0005986	gfas1.m1.7712.m1	KDM1B_MOUSE
OG0005987	gfas1.m1.6446.m1	TTC27_MOUSE
OG0005988	gfas1.m1.15489.m1	ABD18_MOUSE
OG0005989	gfas1.m1.5765.m1	CPPED_MOUSE
OG0005990	gfas1.m1.23206.m1	PA24A_MOUSE
OG0005991	gfas1.m1.17790.m1	OTUD3_MOUSE
OG0005992	gfas1.m1.22288.m1	DDX47_MOUSE
OG0005993	gfas1.m1.7389.m1	AIMP2_MOUSE
OG0005995	gfas1.m1.15110.m1	RU1C_MOUSE
OG0005996	gfas1.m1.15704.m1	SNUT1_MOUSE
OG0005997	gfas1.m1.4974.m1	ANKL2_MOUSE
OG0005998	gfas1.m1.1106.m1	SPT5H_MOUSE
OG0006000	gfas1.m1.8882.m1	SLX1_MOUSE
OG0006001	gfas1.m1.1442.m1	NENF_MOUSE
OG0006002	gfas1.m1.4180.m1	VPS36_MOUSE
OG0006003	gfas1.m1.9396.m1	ESF1_MOUSE
OG0006004	gfas1.m1.16824.m1	CC178_MOUSE
OG0006005	gfas1.m1.2888.m1	ACSS3_MOUSE
OG0006006	gfas1.m1.18434.m1	KNTC1_MOUSE
OG0006007	gfas1.m1.23374.m1	EIF3L_MOUSE
OG0006008	gfas1.m1.9666.m1	SHOC2_MOUSE
OG0006009	gfas1.m1.6542.m1	SRRM2_MOUSE
OG0006010	gfas1.m1.2422.m1	GNA1_MOUSE
OG0006011	gfas1.m1.6575.m1	EIF2D_MOUSE
OG0006012	gfas1.m1.8445.m1	ALKB4_MOUSE
OG0006013	gfas1.m1.6459.m1	ECSIT_MOUSE
OG0006014	gfas1.m1.18230.m1	AIFM1_MOUSE
OG0006015	gfas1.m1.15529.m1	TMM70_MOUSE
OG0006016	gfas1.m1.4361.m1	DPOE4_MOUSE
OG0006017	gfas1.m1.15139.m1	COG2_MOUSE
OG0006018	gfas1.m1.6511.m1	LTN1_MOUSE
OG0006019	gfas1.m1.11822.m1	MED17_MOUSE
OG0006020	gfas1.m1.23372.m1	ZTRF1_MOUSE
OG0006022	gfas1.m1.3883.m1	FICD_MOUSE
OG0006023	gfas1.m1.2014.m1	ERP44_MOUSE
OG0006024	gfas1.m1.8603.m1	NT5D1_MOUSE
OG0006025	gfas1.m1.17703.m1	PUR6_MOUSE
OG0006026	gfas1.m1.14342.m1	PCH2_MOUSE
OG0006027	gfas1.m1.6078.m1	FUCT1_MOUSE
OG0006028	gfas1.m1.13948.m1	CCD89_MOUSE
OG0006029	gfas1.m1.5410.m1	SEP15_MOUSE
OG0006031	gfas1.m1.3202.m1	WHR1_MOUSE
OG0006032	gfas1.m1.17933.m1	S66A2_MOUSE
OG0006033	gfas1.m1.3066.m1	MBLC2_MOUSE
OG0006034	gfas1.m1.8920.m1	EHBP1_MOUSE
OG0006035	gfas1.m1.15920.m1	RUVB1_MOUSE
OG0006038	gfas1.m1.14461.m1	T2FB_MOUSE
OG0006039	gfas1.m1.14730.m1	ANKUB_MOUSE
OG0006040	gfas1.m1.4061.m1	NDK5_MOUSE
OG0006041	gfas1.m1.660.m1	RS12_MOUSE
OG0006042	gfas1.m1.3290.m1	TRMB_MOUSE
OG0006043	gfas1.m1.7316.m1	RM12_MOUSE
OG0006044	gfas1.m1.2904.m1	SCLY_MOUSE
OG0006045	gfas1.m1.5328.m1	POC5_MOUSE
OG0006046	gfas1.m1.16970.m1	RBM33_MOUSE
OG0006047	gfas1.m1.16147.m1	TM258_MOUSE
OG0006048	gfas1.m1.1909.m1	SIM14_MOUSE
OG0006050	gfas1.m1.4800.m1	TACO1_MOUSE
OG0006053	gfas1.m1.5828.m1	DDX1_MOUSE
OG0006054	gfas1.m1.8640.m1	PANK4_MOUSE
OG0006056	gfas1.m1.20220.m1	AMACR_MOUSE
OG0006057	gfas1.m1.9450.m1	KANL2_MOUSE
OG0006058	gfas1.m1.4581.m1	G6PE_MOUSE
OG0006059	gfas1.m1.16985.m1	SMU1_MOUSE
OG0006060	gfas1.m1.17828.m1	LIPT2_MOUSE
OG0006061	gfas1.m1.2835.m1	ANKZ1_MOUSE
OG0006063	gfas1.m1.334.m1	ARPC4_MOUSE
OG0006064	gfas1.m1.8010.m1	PSMD2_MOUSE
OG0006065	gfas1.m1.14595.m1	SPCS2_MOUSE
OG0006066	gfas1.m1.13916.m1	TFPT_MOUSE
OG0006067	gfas1.m1.7071.m1	NB5R4_MOUSE
OG0006068	gfas1.m1.20017.m1	MRNIP_MOUSE
OG0006069	gfas1.m1.15966.m1	DUS1L_MOUSE
OG0006071	gfas1.m1.14270.m1	RLP24_MOUSE
OG0006073	gfas1.m1.15186.m1	GNB5_MOUSE
OG0006074	gfas1.m1.15978.m1	FXRD1_MOUSE
OG0006075	gfas1.m1.3904.m1	ANLN_MOUSE
OG0006076	gfas1.m1.3540.m1	NDUA8_MOUSE
OG0006077	gfas1.m1.13567.m1	TM101_MOUSE
OG0006078	gfas1.m1.17812.m1	UBP24_MOUSE
OG0006079	gfas1.m1.2876.m1	TTC5_MOUSE
OG0006080	gfas1.m1.13461.m1	PPR36_MOUSE
OG0006081	gfas1.m1.17351.m1	LYRM4_MOUSE
OG0006082	gfas1.m1.1764.m1	INCE_MOUSE
OG0006083	gfas1.m1.16671.m1	UQCC1_MOUSE
OG0006084	gfas1.m1.5885.m1	RL13_MOUSE
OG0006085	gfas1.m1.17271.m1	AP5S1_MOUSE
OG0006086	gfas1.m1.18827.m1	PKHM2_MOUSE
OG0006087	gfas1.m1.17127.m1	RTF2_MOUSE
OG0006088	gfas1.m1.244.m1	CF119_MOUSE
OG0006090	gfas1.m1.545.m1	ALG2_MOUSE
OG0006091	gfas1.m1.8348.m1	NUP42_MOUSE
OG0006092	gfas1.m1.17510.m1	ATG12_MOUSE
OG0006093	gfas1.m1.2746.m1	KIF14_MOUSE
OG0006094	gfas1.m1.19431.m1	NDUA3_MOUSE
OG0006095	gfas1.m1.2681.m1	PHAF1_MOUSE
OG0006096	gfas1.m1.20903.m1	MPPA_MOUSE
OG0006097	gfas1.m1.17309.m1	ACS2L_MOUSE
OG0006098	gfas1.m1.16901.m1	PIGX_MOUSE
OG0006099	gfas1.m1.18573.m1	USPL1_MOUSE
OG0006100	gfas1.m1.1808.m1	MED31_MOUSE
OG0006101	gfas1.m1.17622.m1	GSTK1_MOUSE
OG0006102	gfas1.m1.13719.m1	UFC1_MOUSE
OG0006103	gfas1.m1.7942.m1	IQCH_MOUSE
OG0006104	gfas1.m1.1365.m1	STX6_MOUSE
OG0006105	gfas1.m1.13849.m1	BORA_MOUSE
OG0006106	gfas1.m1.20300.m1	U1SBP_MOUSE
OG0006108	gfas1.m1.5353.m1	AAKG1_MOUSE
OG0006110	gfas1.m1.8767.m1	CF062_MOUSE
OG0006111	gfas1.m1.6409.m1	PRI2_MOUSE
OG0006112	gfas1.m1.14661.m1	RA51B_MOUSE
OG0006113	gfas1.m1.4973.m1	JAZF1_MOUSE
OG0006114	gfas1.m1.15220.m1	COG3_MOUSE
OG0006115	gfas1.m1.13837.m1	ARMD3_MOUSE
OG0006116	gfas1.m1.16192.m1	MRT4_MOUSE
OG0006117	gfas1.m1.14608.m1	C8AP2_MOUSE
OG0006118	gfas1.m1.6953.m1	ERG24_MOUSE
OG0006119	gfas1.m1.10145.m1	RHG15_MOUSE
OG0006120	gfas1.m1.15441.m1	TYW5_MOUSE
OG0006121	gfas1.m1.15063.m1	DNAI7_MOUSE
OG0006122	gfas1.m1.14850.m1	RS2_MOUSE
OG0006123	gfas1.m1.20858.m1	ICT1_MOUSE
OG0006124	gfas1.m1.2641.m1	DDRGK_MOUSE
OG0006125	gfas1.m1.14655.m1	KCC4_MOUSE
OG0006126	gfas1.m1.3603.m1	RPAP3_MOUSE
OG0006127	gfas1.m1.4369.m1	CHM1A_MOUSE
OG0006128	gfas1.m1.11724.m1	RM11_MOUSE
OG0006129	gfas1.m1.15893.m1	NUP58_MOUSE
OG0006130	gfas1.m1.5649.m1	NEK9_MOUSE
OG0006131	gfas1.m1.15493.m1	PSMD7_MOUSE
OG0006132	gfas1.m1.7835.m1	CDC45_MOUSE
OG0006133	gfas1.m1.13554.m1	ARAID_MOUSE
OG0006134	gfas1.m1.11261.m1	CFA45_MOUSE
OG0006135	gfas1.m1.10705.m1	ECHM_MOUSE
OG0006136	gfas1.m1.7141.m1	GEMI7_MOUSE
OG0006137	gfas1.m1.3899.m1	VPS35_MOUSE
OG0006139	gfas1.m1.7763.m1	MAF1_MOUSE
OG0006141	gfas1.m1.5038.m1	YIPF6_MOUSE
OG0006142	gfas1.m1.367.m1	WDR18_MOUSE
OG0006143	gfas1.m1.1702.m1	SAP18_MOUSE
OG0006144	gfas1.m1.23435.m1	ABT1_MOUSE
OG0006145	gfas1.m1.1592.m1	ABCD4_MOUSE
OG0006146	gfas1.m1.985.m1	TXTP_MOUSE
OG0006147	gfas1.m1.15082.m1	BIVM_MOUSE
OG0006148	gfas1.m1.2117.m1	OSBL9_MOUSE
OG0006149	gfas1.m1.9176.m1	AMERL_MOUSE
OG0006150	gfas1.m1.5308.m1	CH033_MOUSE
OG0006151	gfas1.m1.2789.m1	RL36_MOUSE
