Orthogroup	Gfas	Hsap
OG0007586	gfas1.m1.15302.m1	DIM1_HUMAN
OG0007587	gfas1.m1.17606.m1	NUBP2_HUMAN
OG0007588	gfas1.m1.13968.m1	ELP1_HUMAN
OG0007589	gfas1.m1.15206.m1	FBX9_HUMAN
OG0007590	gfas1.m1.11120.m1	RM20_HUMAN
OG0007591	gfas1.m1.8887.m1	DCTP1_HUMAN
OG0007592	gfas1.m1.17855.m1	CNDG2_HUMAN
OG0007593	gfas1.m1.3413.m1	SYCC_HUMAN
OG0007594	gfas1.m1.21075.m1, gfas1.m1.17174.m1	EFCB9_HUMAN
OG0007595	gfas1.m1.8681.m1	CDAN1_HUMAN
OG0007596	gfas1.m1.9262.m1	MKLN1_HUMAN
OG0007597	gfas1.m1.8059.m1	KISHB_HUMAN
OG0007598	gfas1.m1.14315.m1	BET1L_HUMAN
OG0007599	gfas1.m1.1791.m1	RS21_HUMAN
OG0007600	gfas1.m1.7350.m1	GNPAT_HUMAN
OG0007601	gfas1.m1.23292.m1	PNPH_HUMAN
OG0007602	gfas1.m1.277.m1	BROMI_HUMAN
OG0007603	gfas1.m1.18757.m1	MTA70_HUMAN
OG0007604	gfas1.m1.17112.m1	BRD8_HUMAN
OG0007605	gfas1.m1.1370.m1	CMBL_HUMAN
OG0007606	gfas1.m1.19715.m1	PMM2_HUMAN
OG0007607	gfas1.m1.21526.m1	TM230_HUMAN
OG0007609	gfas1.m1.14082.m1	SEC20_HUMAN
OG0007610	gfas1.m1.22362.m1	F241B_HUMAN
OG0007611	gfas1.m1.10375.m1	STKL1_HUMAN
OG0007612	gfas1.m1.17908.m1	WDR82_HUMAN
OG0007613	gfas1.m1.14221.m1	BMPER_HUMAN
OG0007614	gfas1.m1.18176.m1	SRP72_HUMAN
OG0007615	gfas1.m1.3608.m1	CC74A_HUMAN, CC74B_HUMAN
OG0007616	gfas1.m1.4185.m1	PCF11_HUMAN
OG0007617	gfas1.m1.3855.m1	QOR_HUMAN
OG0007618	gfas1.m1.1850.m1	SELH_HUMAN
OG0007619	gfas1.m1.13609.m1	LRC58_HUMAN
OG0007620	gfas1.m1.14770.m1	STK36_HUMAN
OG0007622	gfas1.m1.19268.m1	ZUP1_HUMAN
OG0007623	gfas1.m1.19002.m1	HDC_HUMAN
OG0007624	gfas1.m1.8035.m1	OAT_HUMAN
OG0007625	gfas1.m1.539.m1	S35A3_HUMAN
OG0007626	gfas1.m1.3009.m1	BUD13_HUMAN
OG0007627	gfas1.m1.9947.m1	PAF1_HUMAN
OG0007628	gfas1.m1.1031.m1	ACSF3_HUMAN
OG0007629	gfas1.m1.5636.m1	ALPK1_HUMAN
OG0007630	gfas1.m1.16078.m1	LSG1_HUMAN
OG0007631	gfas1.m1.15937.m1	CC171_HUMAN
OG0007632	gfas1.m1.3689.m1	RT28_HUMAN
OG0007633	gfas1.m1.2045.m1	CTSRQ_HUMAN
OG0007634	gfas1.m1.13914.m1	ADCY9_HUMAN
OG0007635	gfas1.m1.23274.m1	CY561_HUMAN
OG0007636	gfas1.m1.16453.m1	ZFAN1_HUMAN
OG0007638	gfas1.m1.459.m1	CNIH4_HUMAN
OG0007639	gfas1.m1.6505.m1	TTLL5_HUMAN
OG0007640	gfas1.m1.21052.m1	NUD19_HUMAN
OG0007641	gfas1.m1.17192.m1	SPB1_HUMAN
OG0007642	gfas1.m1.15273.m1	H1BP3_HUMAN
OG0007643	gfas1.m1.2788.m1	PTN9_HUMAN
OG0007644	gfas1.m1.19976.m1	FKBPL_HUMAN
OG0007645	gfas1.m1.11194.m1	EDEM2_HUMAN
OG0007646	gfas1.m1.20548.m1	LTAP1_HUMAN
OG0007647	gfas1.m1.15455.m1	CDC16_HUMAN
OG0007648	gfas1.m1.313.m1	OXA1L_HUMAN
OG0007650	gfas1.m1.16217.m1	LTOR2_HUMAN
OG0007651	gfas1.m1.18800.m1	TM242_HUMAN
OG0007652	gfas1.m1.5641.m1	CANT1_HUMAN
OG0007653	gfas1.m1.10753.m1	RL7_HUMAN
OG0007654	gfas1.m1.18200.m1	PX11C_HUMAN
OG0007655	gfas1.m1.19796.m1	TIM21_HUMAN
OG0007656	gfas1.m1.15130.m1	DCTD_HUMAN
OG0007657	gfas1.m1.7244.m1	ANM9_HUMAN
OG0007658	gfas1.m1.7809.m1	RL9_HUMAN
OG0007659	gfas1.m1.1556.m1	FABD_HUMAN
OG0007660	gfas1.m1.2084.m1	S2543_HUMAN
OG0007661	gfas1.m1.18470.m1	CHMP7_HUMAN
OG0007662	gfas1.m1.16589.m1	FTM_HUMAN
OG0007663	gfas1.m1.4616.m1	PUM3_HUMAN
OG0007664	gfas1.m1.13745.m1	DJC28_HUMAN
OG0007665	gfas1.m1.16755.m1	TOPK_HUMAN
OG0007666	gfas1.m1.11244.m1	IQCB1_HUMAN
OG0007667	gfas1.m1.14801.m1	SMCE1_HUMAN
OG0007668	gfas1.m1.20783.m1	QKI_HUMAN
OG0007669	gfas1.m1.2491.m1	SPCS_HUMAN
OG0007670	gfas1.m1.2492.m1	ACDSB_HUMAN
OG0007671	gfas1.m1.14888.m1	PDC10_HUMAN
OG0007672	gfas1.m1.8578.m1	STML2_HUMAN
OG0007673	gfas1.m1.17211.m1	NUP93_HUMAN
OG0007674	gfas1.m1.1982.m1	CENPQ_HUMAN
OG0007675	gfas1.m1.1081.m1	TM9S4_HUMAN
OG0007677	gfas1.m1.15248.m1	LSM7_HUMAN
OG0007678	gfas1.m1.3404.m1	RU17_HUMAN
OG0007679	gfas1.m1.8637.m1	TM9S2_HUMAN
OG0007680	gfas1.m1.5651.m1	ADAT3_HUMAN
OG0007681	gfas1.m1.5319.m1	PP1R7_HUMAN
OG0007682	gfas1.m1.18119.m1	PEPL1_HUMAN
OG0007684	gfas1.m1.15532.m1	TF2AA_HUMAN
OG0007685	gfas1.m1.13992.m1	MFHA1_HUMAN
OG0007686	gfas1.m1.14186.m1	TAF6L_HUMAN
OG0007687	gfas1.m1.5134.m1	NDOR1_HUMAN
OG0007688	gfas1.m1.760.m1	DISC1_HUMAN
OG0007689	gfas1.m1.22517.m1	LRC61_HUMAN
OG0007690	gfas1.m1.1084.m1	PGAM5_HUMAN
OG0007691	gfas1.m1.8248.m1	HAT1_HUMAN
OG0007693	gfas1.m1.18208.m1	CEP72_HUMAN
OG0007694	gfas1.m1.16074.m1	TRAIP_HUMAN
OG0007695	gfas1.m1.4688.m1	DGCR8_HUMAN
OG0007696	gfas1.m1.6299.m1	OSER1_HUMAN
OG0007697	gfas1.m1.10259.m1	INT12_HUMAN
OG0007698	gfas1.m1.4028.m1	EED_HUMAN
OG0007699	gfas1.m1.234.m1	PLBL2_HUMAN
OG0007700	gfas1.m1.15575.m1	OFUT2_HUMAN
OG0007701	gfas1.m1.19164.m1	SNPC3_HUMAN
OG0007702	gfas1.m1.13740.m1	CF118_HUMAN
OG0007703	gfas1.m1.13890.m1	GEMI2_HUMAN
OG0007704	gfas1.m1.7595.m1	RB27A_HUMAN
OG0007705	gfas1.m1.18794.m1	PEDS1_HUMAN
OG0007706	gfas1.m1.2366.m1	DIESL_HUMAN
OG0007708	gfas1.m1.14761.m1	TMED2_HUMAN
OG0007709	gfas1.m1.14945.m1	LRIQ1_HUMAN
OG0007710	gfas1.m1.19674.m1	THEM6_HUMAN
OG0007711	gfas1.m1.15146.m1	SPT2_HUMAN
OG0007712	gfas1.m1.3435.m1	NUP35_HUMAN
OG0007713	gfas1.m1.2926.m1	CDK9_HUMAN
OG0007714	gfas1.m1.2583.m1	ARL6_HUMAN
OG0007716	gfas1.m1.322.m1	CY1_HUMAN
OG0007717	gfas1.m1.6383.m1	DCTN6_HUMAN
OG0007718	gfas1.m1.15188.m1	RL28_HUMAN
OG0007719	gfas1.m1.5085.m1	NU153_HUMAN
OG0007720	gfas1.m1.5786.m1	PHOCN_HUMAN
OG0007721	gfas1.m1.8649.m1	UTP20_HUMAN
OG0007722	gfas1.m1.1470.m1	MICU3_HUMAN
OG0007723	gfas1.m1.21762.m1	TBC24_HUMAN
OG0007724	gfas1.m1.20942.m1	PPCE_HUMAN
OG0007725	gfas1.m1.9553.m1	NDC80_HUMAN
OG0007726	gfas1.m1.1836.m1	SP30L_HUMAN
OG0007727	gfas1.m1.18108.m1	PSME3_HUMAN
OG0007728	gfas1.m1.5588.m1	TECR_HUMAN
OG0007729	gfas1.m1.4339.m1	MED22_HUMAN
OG0007730	gfas1.m1.23430.m1	ALG8_HUMAN
OG0007731	gfas1.m1.10283.m1	MET23_HUMAN
OG0007732	gfas1.m1.7938.m1	TERB1_HUMAN
OG0007733	gfas1.m1.4257.m1	GLE1_HUMAN
OG0007734	gfas1.m1.578.m1	NKX12_HUMAN
OG0007735	gfas1.m1.1113.m1	AFG2B_HUMAN
OG0007736	gfas1.m1.2341.m1	HPS4_HUMAN
OG0007737	gfas1.m1.5012.m1	CNBD2_HUMAN
OG0007739	gfas1.m1.3460.m1	SYNRG_HUMAN
OG0007740	gfas1.m1.23394.m1	MANBA_HUMAN
OG0007741	gfas1.m1.1889.m1	DNPH1_HUMAN
OG0007742	gfas1.m1.7391.m1	MET18_HUMAN
OG0007743	gfas1.m1.16151.m1	TM129_HUMAN
OG0007744	gfas1.m1.804.m1	HCDH_HUMAN
OG0007745	gfas1.m1.15501.m1	DIK1C_HUMAN
OG0007746	gfas1.m1.23270.m1	CB076_HUMAN
OG0007747	gfas1.m1.19158.m1	MCE1_HUMAN
OG0007748	gfas1.m1.13211.m1	CC142_HUMAN
OG0007749	gfas1.m1.6004.m1	ETFR1_HUMAN
OG0007750	gfas1.m1.620.m1	PDIP2_HUMAN
OG0007751	gfas1.m1.5622.m1	CF184_HUMAN
OG0007752	gfas1.m1.128.m1	DJC16_HUMAN
OG0007753	gfas1.m1.8555.m1	DLP1_HUMAN
OG0007754	gfas1.m1.5919.m1	MAEA_HUMAN
OG0007755	gfas1.m1.10021.m1	FGOP2_HUMAN
OG0007756	gfas1.m1.21316.m1	VPS53_HUMAN
OG0007758	gfas1.m1.3504.m1	NCBP2_HUMAN
OG0007759	gfas1.m1.15830.m1	LIAS_HUMAN
OG0007760	gfas1.m1.1779.m1	CMI2B_HUMAN
OG0007761	gfas1.m1.7495.m1	RUSD4_HUMAN
OG0007762	gfas1.m1.1422.m1	SYSC_HUMAN
OG0007764	gfas1.m1.11262.m1	MAEL_HUMAN
OG0007765	gfas1.m1.7810.m1	ZCH10_HUMAN
OG0007766	gfas1.m1.2802.m1	RM15_HUMAN
OG0007767	gfas1.m1.4773.m1	UBC9_HUMAN
OG0007768	gfas1.m1.3462.m1	PLAP_HUMAN
OG0007769	gfas1.m1.9001.m1	COMD3_HUMAN
OG0007770	gfas1.m1.9397.m1	MD2L1_HUMAN
OG0007771	gfas1.m1.7322.m1	CLCN7_HUMAN
OG0007772	gfas1.m1.16858.m1	RINT1_HUMAN
OG0007773	gfas1.m1.13224.m1	TCRG1_HUMAN
OG0007774	gfas1.m1.6860.m1	TRM5_HUMAN
OG0007775	gfas1.m1.13411.m1	DNAI2_HUMAN
OG0007777	gfas1.m1.927.m1	RNF41_HUMAN
OG0007779	gfas1.m1.2593.m1	CE164_HUMAN
OG0007780	gfas1.m1.14332.m1	CEP76_HUMAN
OG0007782	gfas1.m1.4438.m1	LTMD1_HUMAN
OG0007783	gfas1.m1.14531.m1	WDR53_HUMAN
OG0007784	gfas1.m1.18477.m1	AJM1_HUMAN
OG0007786	gfas1.m1.7905.m1	SDHF3_HUMAN
OG0007787	gfas1.m1.18266.m1	RPA2_HUMAN
OG0007788	gfas1.m1.16099.m1	SE1L3_HUMAN
OG0007789	gfas1.m1.1586.m1	SLIRP_HUMAN
OG0007790	gfas1.m1.77.m1	MET14_HUMAN
OG0007791	gfas1.m1.16072.m1	WBP4_HUMAN
OG0007792	gfas1.m1.14788.m1	PCP_HUMAN
OG0007793	gfas1.m1.13951.m1	MTHFS_HUMAN
OG0007794	gfas1.m1.6377.m1	ANKAR_HUMAN
OG0007795	gfas1.m1.14303.m1	KIF24_HUMAN
OG0007796	gfas1.m1.92.m1	TBATA_HUMAN
OG0007797	gfas1.m1.2080.m1	IDS_HUMAN
OG0007798	gfas1.m1.10938.m1	RM03_HUMAN
OG0007799	gfas1.m1.6546.m1	RT63_HUMAN
OG0007800	gfas1.m1.5076.m1	WDR90_HUMAN
OG0007801	gfas1.m1.18105.m1	RNPC3_HUMAN
OG0007802	gfas1.m1.5881.m1	OVCA2_HUMAN
OG0007803	gfas1.m1.3546.m1	SPAG1_HUMAN
OG0007804	gfas1.m1.20862.m1	OSTC_HUMAN
OG0007805	gfas1.m1.4895.m1	CE152_HUMAN
OG0007806	gfas1.m1.263.m1	NSRP1_HUMAN
OG0007807	gfas1.m1.18320.m1	MDHM_HUMAN
OG0007808	gfas1.m1.4830.m1	MIX23_HUMAN
OG0007809	gfas1.m1.11720.m1	DNAI3_HUMAN
OG0007810	gfas1.m1.20583.m1	PSA6_HUMAN
OG0007812	gfas1.m1.9135.m1	CSN4_HUMAN
OG0007813	gfas1.m1.15093.m1	DNJC3_HUMAN
OG0007815	gfas1.m1.20109.m1	AT131_HUMAN
OG0007816	gfas1.m1.19285.m1	TMM60_HUMAN
OG0007818	gfas1.m1.13573.m1	BET1_HUMAN
OG0007819	gfas1.m1.15121.m1	DRC4_HUMAN
OG0007820	gfas1.m1.5367.m1	UBP53_HUMAN
OG0007821	gfas1.m1.8315.m1	TRM13_HUMAN
OG0007822	gfas1.m1.4754.m1	COPB_HUMAN
OG0007823	gfas1.m1.206.m1	CCD25_HUMAN
OG0007825	gfas1.m1.2380.m1	BCS1_HUMAN
OG0007826	gfas1.m1.9676.m1	DUSTY_HUMAN
OG0007827	gfas1.m1.16928.m1	MYO6_HUMAN
OG0007828	gfas1.m1.2750.m1	RS11_HUMAN
OG0007829	gfas1.m1.23319.m1	DDX55_HUMAN
OG0007830	gfas1.m1.9237.m1	LSM3_HUMAN
OG0007832	gfas1.m1.4146.m1	PIGV_HUMAN
OG0007833	gfas1.m1.18302.m1	SMC4_HUMAN
OG0007834	gfas1.m1.17314.m1	SRSF9_HUMAN
OG0007835	gfas1.m1.17817.m1	SH2B2_HUMAN
OG0007836	gfas1.m1.20133.m1	EPN2_HUMAN
OG0007837	gfas1.m1.18404.m1	SMD2_HUMAN
OG0007838	gfas1.m1.22461.m1	SPG17_HUMAN
OG0007839	gfas1.m1.21612.m1	NAT9_HUMAN
OG0007840	gfas1.m1.14406.m1	WDR59_HUMAN
OG0007841	gfas1.m1.9064.m1	CCD91_HUMAN
OG0007842	gfas1.m1.5637.m1	RL18_HUMAN
OG0007843	gfas1.m1.2254.m1	CHRD_HUMAN
OG0007844	gfas1.m1.5980.m1	RIOK1_HUMAN
OG0007845	gfas1.m1.644.m1	SNX17_HUMAN
OG0007846	gfas1.m1.2629.m1	OARD1_HUMAN
OG0007847	gfas1.m1.13704.m1	MED4_HUMAN
OG0007848	gfas1.m1.20545.m1	XPA_HUMAN
OG0007849	gfas1.m1.14771.m1	RM18_HUMAN
OG0007850	gfas1.m1.15631.m1	PSD11_HUMAN
OG0007851	gfas1.m1.9395.m1	SNX27_HUMAN
OG0007852	gfas1.m1.2630.m1	TTI1_HUMAN
OG0007853	gfas1.m1.16077.m1	NOP2_HUMAN
OG0007854	gfas1.m1.14952.m1	SCYL2_HUMAN
OG0007855	gfas1.m1.4703.m1	ACOX3_HUMAN
OG0007856	gfas1.m1.13714.m1	CNTRB_HUMAN
OG0007857	gfas1.m1.4626.m1	ALG6_HUMAN
OG0007858	gfas1.m1.18895.m1	NDUS4_HUMAN
OG0007859	gfas1.m1.17151.m1	KIF19_HUMAN
OG0007860	gfas1.m1.2398.m1	B3GA3_HUMAN
OG0007861	gfas1.m1.1171.m1	GLRX3_HUMAN
OG0007862	gfas1.m1.21531.m1	T2EB_HUMAN
OG0007863	gfas1.m1.18965.m1	RS15A_HUMAN
OG0007864	gfas1.m1.19658.m1	AR6P4_HUMAN
OG0007865	gfas1.m1.684.m1	RAE1L_HUMAN
OG0007866	gfas1.m1.8850.m1	DNLZ_HUMAN
OG0007867	gfas1.m1.3831.m1	SARAF_HUMAN
OG0007868	gfas1.m1.10635.m1	VATF_HUMAN
OG0007869	gfas1.m1.6685.m1	NDUS1_HUMAN
OG0007870	gfas1.m1.4330.m1	BUB3_HUMAN
OG0007871	gfas1.m1.3444.m1	RNH2A_HUMAN
OG0007872	gfas1.m1.8901.m1	NBN_HUMAN
OG0007873	gfas1.m1.15740.m1	RT17_HUMAN
OG0007874	gfas1.m1.23225.m1	RBX1_HUMAN
OG0007875	gfas1.m1.23306.m1	EXOC7_HUMAN
OG0007876	gfas1.m1.17227.m1	COG1_HUMAN
OG0007877	gfas1.m1.13687.m1	PSD13_HUMAN
OG0007878	gfas1.m1.20900.m1	DDX41_HUMAN
OG0007879	gfas1.m1.16807.m1	COG7_HUMAN
OG0007880	gfas1.m1.7018.m1	OFD1_HUMAN
OG0007881	gfas1.m1.1386.m1	TOM22_HUMAN
OG0007882	gfas1.m1.3353.m1	TM168_HUMAN
OG0007884	gfas1.m1.2350.m1	PDCD6_HUMAN
OG0007885	gfas1.m1.16504.m1	EFHC1_HUMAN
OG0007886	gfas1.m1.15845.m1	LCMT1_HUMAN
OG0007887	gfas1.m1.4280.m1	YBEY_HUMAN
OG0007888	gfas1.m1.18006.m1	GDC_HUMAN
OG0007889	gfas1.m1.18666.m1	NRBF2_HUMAN
OG0007891	gfas1.m1.15432.m1	EDEM3_HUMAN
OG0007892	gfas1.m1.14528.m1	FACC1_HUMAN
OG0007893	gfas1.m1.16424.m1	MPDZ_HUMAN
OG0007894	gfas1.m1.22074.m1	TCPR1_HUMAN
OG0007895	gfas1.m1.20225.m1	LYCHS_HUMAN
OG0007896	gfas1.m1.21020.m1	COQ7_HUMAN
OG0007897	gfas1.m1.19028.m1	MED23_HUMAN
OG0007899	gfas1.m1.16032.m1	CWC15_HUMAN
OG0007900	gfas1.m1.16767.m1	EXOC1_HUMAN
OG0007901	gfas1.m1.2305.m1	SL9A8_HUMAN
OG0007902	gfas1.m1.19615.m1	KI67_HUMAN
OG0007904	gfas1.m1.2577.m1	AFG1L_HUMAN
OG0007905	gfas1.m1.6887.m1	UB2J2_HUMAN
OG0007906	gfas1.m1.21300.m1	PAAF1_HUMAN
OG0007907	gfas1.m1.1527.m1	ANR45_HUMAN
OG0007908	gfas1.m1.7069.m1	CRYL1_HUMAN
OG0007909	gfas1.m1.16505.m1	RM53_HUMAN
OG0007910	gfas1.m1.1444.m1	ARL2_HUMAN
OG0007911	gfas1.m1.669.m1	ECHB_HUMAN
OG0007912	gfas1.m1.21922.m1	CH074_HUMAN
OG0007914	gfas1.m1.1455.m1	EAPP_HUMAN
OG0007915	gfas1.m1.3989.m1	CCD13_HUMAN
OG0007916	gfas1.m1.3214.m1	CEP43_HUMAN
OG0007917	gfas1.m1.9958.m1	CARME_HUMAN
OG0007919	gfas1.m1.17111.m1	SLBP_HUMAN
OG0007920	gfas1.m1.2312.m1	PPR35_HUMAN
OG0007921	gfas1.m1.14428.m1	PMGT2_HUMAN
OG0007922	gfas1.m1.19686.m1	PSA3_HUMAN
OG0007923	gfas1.m1.23440.m1	PSMD5_HUMAN
OG0007924	gfas1.m1.7390.m1	DGKE_HUMAN
OG0007925	gfas1.m1.14144.m1	WASC3_HUMAN
OG0007926	gfas1.m1.7501.m1	APBP2_HUMAN
OG0007927	gfas1.m1.2695.m1	GALT_HUMAN
OG0007928	gfas1.m1.13324.m1	SIR2_HUMAN
OG0007929	gfas1.m1.16107.m1	PRS6B_HUMAN
OG0007930	gfas1.m1.2806.m1	TPR_HUMAN
OG0007931	gfas1.m1.6158.m1	RS8_HUMAN
OG0007932	gfas1.m1.20885.m1	CEP83_HUMAN
OG0007933	gfas1.m1.11810.m1	DRC7_HUMAN
OG0007934	gfas1.m1.8602.m1	TM127_HUMAN
OG0007936	gfas1.m1.15784.m1	FAK1_HUMAN
OG0007937	gfas1.m1.2356.m1	NOP10_HUMAN
OG0007938	gfas1.m1.17079.m1	PCGF3_HUMAN
OG0007939	gfas1.m1.15640.m1	HEM4_HUMAN
OG0007940	gfas1.m1.2181.m1	MEN1_HUMAN
OG0007941	gfas1.m1.15176.m1	SPAG8_HUMAN
OG0007942	gfas1.m1.23075.m1	FBXL8_HUMAN
OG0007943	gfas1.m1.16262.m1	NSUN4_HUMAN
OG0007944	gfas1.m1.15191.m1	ATAT_HUMAN
OG0007945	gfas1.m1.17799.m1	NU160_HUMAN
OG0007946	gfas1.m1.16665.m1	NDUF3_HUMAN
OG0007947	gfas1.m1.9492.m1	NDUF2_HUMAN
OG0007948	gfas1.m1.7054.m1	TTC38_HUMAN
OG0007949	gfas1.m1.6739.m1	KAT8_HUMAN
OG0007950	gfas1.m1.5347.m1	ERCC3_HUMAN
OG0007951	gfas1.m1.9122.m1	MD1L1_HUMAN
OG0007952	gfas1.m1.15361.m1	CFA77_HUMAN
OG0007953	gfas1.m1.19473.m1	UBIA1_HUMAN
OG0007955	gfas1.m1.11078.m1	ERGI3_HUMAN
OG0007956	gfas1.m1.14424.m1	NAA30_HUMAN
OG0007958	gfas1.m1.5144.m1	TM41A_HUMAN
OG0007959	gfas1.m1.13813.m1	TIP_HUMAN
OG0007960	gfas1.m1.5943.m1	TOLIP_HUMAN
OG0007961	gfas1.m1.3502.m1	B3GT6_HUMAN
OG0007962	gfas1.m1.7433.m1	EF1G_HUMAN
OG0007963	gfas1.m1.9263.m1	RT12_HUMAN
OG0007964	gfas1.m1.22503.m1	CSPP1_HUMAN
OG0007965	gfas1.m1.17425.m1	AGT2_HUMAN
OG0007966	gfas1.m1.17142.m1	NRDC_HUMAN
OG0007967	gfas1.m1.5692.m1	PEX6_HUMAN
OG0007968	gfas1.m1.20461.m1	RUBIC_HUMAN
OG0007969	gfas1.m1.7624.m1	FA81A_HUMAN
OG0007970	gfas1.m1.7342.m1	CHUR_HUMAN
OG0007971	gfas1.m1.14628.m1	NC2A_HUMAN
OG0007972	gfas1.m1.4275.m1	SPMA1_HUMAN
OG0007973	gfas1.m1.13610.m1	ORN_HUMAN
OG0007974	gfas1.m1.16906.m1	MIF_HUMAN
OG0007975	gfas1.m1.60.m1	TRDMT_HUMAN
OG0007976	gfas1.m1.3307.m1	ODFP2_HUMAN
OG0007977	gfas1.m1.15542.m1	TSC1_HUMAN
OG0007978	gfas1.m1.5153.m1	YIPF4_HUMAN
OG0007979	gfas1.m1.20626.m1	PLK4_HUMAN
OG0007980	gfas1.m1.8254.m1	HINT1_HUMAN
OG0007981	gfas1.m1.16389.m1	DECR_HUMAN
OG0007982	gfas1.m1.20489.m1	RNFT2_HUMAN
OG0007983	gfas1.m1.5472.m1	KNDC1_HUMAN
OG0007984	gfas1.m1.13631.m1	SC61G_HUMAN
OG0007985	gfas1.m1.325.m1	GPAA1_HUMAN
OG0007986	gfas1.m1.8683.m1	GEMI8_HUMAN
OG0007987	gfas1.m1.2562.m1	GMPPB_HUMAN
OG0007988	gfas1.m1.14791.m1	EXOS8_HUMAN
OG0007989	gfas1.m1.2013.m1	SP5_HUMAN
OG0007991	gfas1.m1.18484.m1	GHITM_HUMAN
OG0007992	gfas1.m1.13307.m1	ADCK1_HUMAN
OG0007993	gfas1.m1.18540.m1	PCCB_HUMAN
OG0007994	gfas1.m1.4837.m1	TTLL2_HUMAN
OG0007995	gfas1.m1.13550.m1	ARPC3_HUMAN
OG0007996	gfas1.m1.15320.m1	AIRIM_HUMAN
OG0007997	gfas1.m1.23217.m1	GUF1_HUMAN
OG0007998	gfas1.m1.7790.m1	CDKAL_HUMAN
OG0007999	gfas1.m1.1063.m1	ABH15_HUMAN
OG0008000	gfas1.m1.20544.m1	KLH12_HUMAN
OG0008001	gfas1.m1.983.m1	INPP_HUMAN
OG0008002	gfas1.m1.16152.m1	FBXW4_HUMAN
OG0008003	gfas1.m1.3759.m1	FBW12_HUMAN
OG0008004	gfas1.m1.22765.m1	PELP1_HUMAN
OG0008005	gfas1.m1.44.m1	DAAF1_HUMAN
OG0008006	gfas1.m1.4433.m1	MITOK_HUMAN
OG0008007	gfas1.m1.6977.m1	LDHD_HUMAN
OG0008008	gfas1.m1.1986.m1	RFESD_HUMAN
OG0008009	gfas1.m1.16399.m1	INO80_HUMAN
OG0008010	gfas1.m1.15883.m1	HDHD2_HUMAN
OG0008011	gfas1.m1.5984.m1	RABL6_HUMAN
OG0008012	gfas1.m1.21142.m1	DUS14_HUMAN
OG0008013	gfas1.m1.5737.m1	IR3IP_HUMAN
OG0008015	gfas1.m1.9174.m1	GPTC1_HUMAN
OG0008016	gfas1.m1.13920.m1	CORO7_HUMAN
OG0008017	gfas1.m1.7400.m1	DHX34_HUMAN
OG0008018	gfas1.m1.2243.m1	SND1_HUMAN
OG0008019	gfas1.m1.14882.m1	LIS1_HUMAN
OG0008020	gfas1.m1.9725.m1	PSF1_HUMAN
OG0008021	gfas1.m1.15058.m1	IFTAP_HUMAN
OG0008022	gfas1.m1.5101.m1	DDX28_HUMAN
OG0008024	gfas1.m1.15428.m1	SC22B_HUMAN
OG0008025	gfas1.m1.4560.m1	WDR12_HUMAN
OG0008026	gfas1.m1.19704.m1	NGDN_HUMAN
OG0008027	gfas1.m1.6333.m1	RIOK2_HUMAN
OG0008028	gfas1.m1.2081.m1	INF2_HUMAN
OG0008029	gfas1.m1.989.m1	WDR24_HUMAN
OG0008030	gfas1.m1.20902.m1	TBC13_HUMAN
OG0008031	gfas1.m1.4737.m1	B4GT7_HUMAN
OG0008032	gfas1.m1.13371.m1	UB2G1_HUMAN
OG0008033	gfas1.m1.7179.m1	OS9_HUMAN
OG0008035	gfas1.m1.896.m1	RBBP5_HUMAN
OG0008037	gfas1.m1.13537.m1	CNTD1_HUMAN
OG0008038	gfas1.m1.5894.m1	CHID1_HUMAN
OG0008039	gfas1.m1.18350.m1	RM24_HUMAN
OG0008040	gfas1.m1.5286.m1	PK1IP_HUMAN
OG0008041	gfas1.m1.15545.m1	TTL11_HUMAN
OG0008042	gfas1.m1.16992.m1	PWP1_HUMAN
OG0008043	gfas1.m1.18498.m1	AKTIP_HUMAN
OG0008044	gfas1.m1.17960.m1	PFD6_HUMAN
OG0008045	gfas1.m1.15765.m1	NAT10_HUMAN
OG0008046	gfas1.m1.14187.m1	PDCD2_HUMAN
OG0008047	gfas1.m1.13597.m1	ZSWM8_HUMAN
OG0008048	gfas1.m1.17030.m1	MON1A_HUMAN
OG0008049	gfas1.m1.7596.m1	CCNH_HUMAN
OG0008050	gfas1.m1.18606.m1	ERCC2_HUMAN
OG0008051	gfas1.m1.10293.m1	ARP10_HUMAN
OG0008052	gfas1.m1.13486.m1	SDHF1_HUMAN
OG0008053	gfas1.m1.264.m1	MPP9_HUMAN
OG0008054	gfas1.m1.21161.m1	RPP29_HUMAN
OG0008055	gfas1.m1.9430.m1	TMM64_HUMAN
OG0008056	gfas1.m1.16325.m1	OFUT1_HUMAN
OG0008057	gfas1.m1.18506.m1	CPIN1_HUMAN
OG0008058	gfas1.m1.6287.m1	FNTB_HUMAN
OG0008059	gfas1.m1.874.m1	HPRT_HUMAN
OG0008060	gfas1.m1.17980.m1	BUD23_HUMAN
OG0008061	gfas1.m1.13552.m1	FBXW8_HUMAN
OG0008062	gfas1.m1.2063.m1	PUR4_HUMAN
OG0008063	gfas1.m1.19581.m1	NUDC2_HUMAN
OG0008064	gfas1.m1.6818.m1	RPC5_HUMAN
OG0008065	gfas1.m1.15987.m1	LARP7_HUMAN
OG0008066	gfas1.m1.16489.m1	SNRK_HUMAN
OG0008067	gfas1.m1.3999.m1	SRPRA_HUMAN
OG0008068	gfas1.m1.17677.m1	STYX_HUMAN
