Orthogroup	Nvec	Hsap
OG0002185	NV2t023708001.1, NV2t023708002.1	FRMD3_HUMAN, FRMD5_HUMAN
OG0002204	NV2t005718001.1, NV2t005726001.1, NV2t005725001.1, NV2t021313001.1	ZRAB3_HUMAN
OG0002220	NV2t005614001.1	KCNK3_HUMAN, KCNKF_HUMAN, KCNK9_HUMAN
OG0002250	NV2t003615001.1, NV2t003615002.1	ERC2_HUMAN, RB6I2_HUMAN
OG0002266	NV2t000239001.1	FA72B_HUMAN, FA72A_HUMAN, FA72C_HUMAN, FA72D_HUMAN
OG0002283	NV2t025940001.1, NV2t002118001.1	SUV92_HUMAN, SUV91_HUMAN
OG0002301	NV2t024972001.1, NV2t004321001.1	GFOD2_HUMAN, GFOD1_HUMAN
OG0002341	NV2t017465001.1, NV2t006656001.1, NV2t006656002.1	RAD21_HUMAN
OG0002358	NV2t024997001.1, NV2t005237001.1, NV2t021527001.1, NV2t023320001.1, NV2t023322001.1	LRC72_HUMAN
OG0002007	NV2t014768001.1	ZC3H4_HUMAN, ZC3H8_HUMAN, ZC3H6_HUMAN
OG0002024	NV2t021097001.1, NV2t021097002.1, NV2t021097003.1	BRMS1_HUMAN, BRM1L_HUMAN
OG0002041	NV2t014642001.1	TLX3_HUMAN, TLX2_HUMAN, TLX1_HUMAN
OG0002059	NV2t001717001.1	KDM7A_HUMAN, PHF2_HUMAN, PHF8_HUMAN
OG0002076	NV2t019149001.1	PANK1_HUMAN, PANK2_HUMAN, PANK3_HUMAN
OG0002093	NV2t021955002.1, NV2t021955001.1, NV2t021961001.1	SHIP1_HUMAN, SHIP2_HUMAN
OG0002110	NV2t017253001.1	DYST_HUMAN, K0754_HUMAN, MACF1_HUMAN
OG0002128	NV2t018495001.1, NV2t018491001.1, NV2t018489001.1, NV2t018489002.1	IFI44_HUMAN, IF44L_HUMAN
OG0002194	NV2t016889001.1, NV2t016889002.1, NV2t016889003.1	KS6B2_HUMAN, KS6B1_HUMAN
OG0002211	NV2t018788002.1, NV2t018788001.1	LRC28_HUMAN, LRC27_HUMAN
OG0002226	NV2t000561001.1, NV2t000720001.1, NV2t000720002.1	EPHX4_HUMAN, EPHX3_HUMAN
OG0002277	NV2t016177001.1, NV2t016177002.1	SLF1_HUMAN
OG0002329	NV2t004649005.1, NV2t004649006.1, NV2t004649003.1, NV2t004649004.1	DEFI8_HUMAN
OG0002348	NV2t024873001.1, NV2t024873002.1	MB12A_HUMAN, MB12B_HUMAN
OG0002365	NV2t005160001.1, NV2t005160002.1, NV2t005376001.1, NV2t001183001.1	P20D2_HUMAN
OG0002040	NV2t012676002.1	ETV4_HUMAN, ETV5_HUMAN, ETV1_HUMAN
OG0002054	NV2t008957001.1	BRWD1_HUMAN, PHIP_HUMAN, BRWD3_HUMAN
OG0002071	NV2t006927001.1	RFNG_HUMAN, LFNG_HUMAN, MFNG_HUMAN
OG0002089	NV2t013647001.1	TFE2_HUMAN, HTF4_HUMAN, ITF2_HUMAN
OG0002106	NV2t016698001.1	BACD1_HUMAN, BACD2_HUMAN, BACD3_HUMAN
OG0002123	NV2t021559001.1, NV2t022619001.1, NV2t022668001.1, NV2t022668002.1	GLBL2_HUMAN, GLBL3_HUMAN
OG0002139	NV2t008939001.1, NV2t013923001.1	ZBT8A_HUMAN, ZN784_HUMAN, ZN219_HUMAN
OG0002177	NV2t011643003.1, NV2t011643001.1, NV2t011643002.1	ACVR1_HUMAN, ACVL1_HUMAN
OG0002193	NV2t023607001.1, NV2t023607002.1	AL1B1_HUMAN, ALDH2_HUMAN
OG0002199	NV2t019847001.1, NV2t019847002.1	BMP4_HUMAN, BMP2_HUMAN
OG0002216	NV2t022403001.1, NV2t022403002.1	IF4A1_HUMAN, IF4A2_HUMAN
OG0002231	NV2t013122004.1, NV2t013122001.1, NV2t013122002.1, NV2t013122003.1	BAG3_HUMAN
OG0002265	NV2t000556001.1, NV2t000556002.1	FA50A_HUMAN, FA50B_HUMAN
OG0002300	NV2t005308001.1, NV2t005309001.1, NV2t005308002.1, NV2t005309002.1	LRC69_HUMAN
OG0002335	NV2t023803005.1, NV2t023803004.1, NV2t023803002.1, NV2t023803003.1	NUD17_HUMAN
OG0002354	NV2t011477001.1	SPTB1_HUMAN, SPTN2_HUMAN, SPTB2_HUMAN
OG0002384	NV2t020508001.1, NV2t020508002.1	EMAL5_HUMAN, EMAL6_HUMAN
OG0002081	NV2t018713001.1	JHD2C_HUMAN, KDM3B_HUMAN, KDM3A_HUMAN
OG0002099	NV2t022420003.1, NV2t022420002.1, NV2t022420001.1	ATG4A_HUMAN, ATG4B_HUMAN
OG0002166	NV2t016584001.1, NV2t015900001.1, NV2t023818001.1	MAMC2_HUMAN
OG0002182	NV2t006577001.1, NV2t022531001.1, NV2t022531003.1, NV2t022531002.1	CCNB3_HUMAN
OG0002197	NV2t012745001.1	KCNH7_HUMAN, KCNH6_HUMAN, KCNH2_HUMAN
OG0002213	NV2t011776001.1, NV2t011776003.1	WIPF2_HUMAN, WIPF1_HUMAN
OG0002228	NV2t014938001.1	MLP3A_HUMAN, MLP3B_HUMAN, MP3B2_HUMAN
OG0002262	NV2t006400004.1, NV2t006400003.1, NV2t006400002.1, NV2t006400001.1	PASK_HUMAN
OG0002279	NV2t017245001.1, NV2t017245002.1	PELO_HUMAN
OG0002297	NV2t012449001.1, NV2t004203001.1	S52A3_HUMAN
OG0002315	NV2t005369001.1, NV2t005369002.1, NV2t005369003.1, NV2t005369004.1	NFS1_HUMAN
OG0002333	NV2t002428001.1	WWC3_HUMAN, KIBRA_HUMAN, WWC2_HUMAN
OG0002352	NV2t011537001.1	DIP2B_HUMAN, DIP2C_HUMAN, DIP2A_HUMAN
OG0002369	NV2t019413001.1, NV2t022902003.1, NV2t022902008.1	CSK_HUMAN
OG0002385	NV2t021929001.1, NV2t020985001.1, NV2t020997001.1	TSSP_HUMAN
OG0002112	NV2t017224001.1	ALDOB_HUMAN, ALDOC_HUMAN, ALDOA_HUMAN
OG0002195	NV2t005946004.1, NV2t005946001.1, NV2t005946002.1, NV2t005946003.1	TDRD7_HUMAN
OG0002212	NV2t001814001.1	KAPCG_HUMAN, KAPCB_HUMAN, KAPCA_HUMAN
OG0002227	NV2t000935004.1	PRDX3_HUMAN, PRDX1_HUMAN, PRDX2_HUMAN
OG0002244	NV2t025436001.1	RAD50_HUMAN
OG0002261	NV2t023631001.1	UBP2L_HUMAN, UBAP2_HUMAN
OG0002295	NV2t003639004.1, NV2t003639003.1, NV2t003639001.1, NV2t003639002.1	PTPC1_HUMAN
OG0002313	NV2t004516001.1, NV2t004571001.1	GPX2_HUMAN, GPX1_HUMAN
OG0002330	NV2t015137003.1, NV2t015137002.1, NV2t015137001.1	ACAP3_HUMAN, ACAP2_HUMAN
OG0002350	NV2t002972001.1, NV2t002972002.1	PPE1_HUMAN, PPE2_HUMAN
OG0002367	NV2t025546001.1, NV2t025546002.1	KAD5_HUMAN, KAD1_HUMAN
OG0002382	NV2t015453001.1, NV2t019837001.1, NV2t020954001.1	PGGHG_HUMAN
OG0002387	NV2t020595001.1	TGRM2_HUMAN, TGRM1_HUMAN
OG0002391	NV2t021105003.1, NV2t021105002.1, NV2t021105001.1	MOK_HUMAN
OG0002406	NV2t004503001.1, NV2t004503002.1	FAP24_HUMAN
OG0002087	NV2t009902003.1, NV2t009902001.1, NV2t009902002.1	PLD2_HUMAN, PLD1_HUMAN
OG0002104	NV2t015449001.1, NV2t015449002.1	RIPL2_HUMAN, RIPL1_HUMAN
OG0002120	NV2t021007001.1, NV2t021007003.1, NV2t021007002.1, NV2t021007004.1	GRDN_HUMAN, DAPLE_HUMAN
OG0002175	NV2t022916001.1, NV2t022916002.1	PAX3_HUMAN, PAX7_HUMAN
OG0002192	NV2t004077001.1, NV2t004077002.1	WWP1_HUMAN, WWP2_HUMAN
OG0002210	NV2t020821001.1, NV2t020821002.1	ATS18_HUMAN, ATS16_HUMAN
OG0002272	NV2t015402001.1	VNN1_HUMAN, VNN2_HUMAN
OG0002306	NV2t008489003.1, NV2t008489001.1, NV2t008489002.1, NV2t008489004.1	PUS7_HUMAN
OG0002343	NV2t014393001.1	UAP1_HUMAN, UAP1L_HUMAN
OG0002359	NV2t023175004.1, NV2t023175002.1, NV2t023175003.1, NV2t023175006.1	DNAI1_HUMAN
OG0002375	NV2t000605001.1, NV2t005841001.1, NV2t005841002.1	MCCB_HUMAN
OG0002393	NV2t012594002.1, NV2t012594001.1, NV2t012594003.1	F133A_HUMAN, F133B_HUMAN
OG0002411	NV2t000296001.1, NV2t000296002.1	RD23A_HUMAN, RD23B_HUMAN
OG0002188	NV2t014138001.1, NV2t014138002.1, NV2t014138003.1	COR2B_HUMAN, COR2A_HUMAN
OG0002207	NV2t007360003.1, NV2t007360005.1, NV2t007360001.1, NV2t007360002.1, NV2t007360004.1	REXO5_HUMAN
OG0002222	NV2t019053001.1, NV2t019053002.1	FKBP4_HUMAN, FKBP5_HUMAN
OG0002257	NV2t010914001.1	ODAD4_HUMAN
OG0002273	NV2t005905001.1	UBFL1_HUMAN, UBFL6_HUMAN, UBF1_HUMAN
OG0002291	NV2t003047001.1, NV2t003047003.1, NV2t003047004.1, NV2t003047005.1	DHR11_HUMAN
OG0002309	NV2t008421001.1, NV2t009123001.1, NV2t009123002.1	PRD13_HUMAN
OG0002314	NV2t005175003.1, NV2t005175001.1, NV2t005175002.1	ADCK5_HUMAN
OG0002349	NV2t010643001.1, NV2t022882001.1, NV2t022881001.1	SWET1_HUMAN
OG0002364	NV2t004941001.1, NV2t004941002.1	HNF4A_HUMAN, HNF4G_HUMAN
OG0002379	NV2t024915001.1	NDUF5_HUMAN
OG0002396	NV2t004382001.1, NV2t004382002.1	PLCG2_HUMAN, PLCG1_HUMAN
OG0002414	NV2t000376001.1, NV2t000376003.1, NV2t000376002.1, NV2t000376004.1	RU2A_HUMAN
OG0002205	NV2t004194001.1, NV2t004980001.1	IOD2_HUMAN
OG0002221	NV2t015118001.1, NV2t015118003.1	DNJC5_HUMAN, DNJ5B_HUMAN
OG0002254	NV2t000829003.1, NV2t000829004.1, NV2t000829001.1, NV2t000829002.1	FGD6_HUMAN
OG0002271	NV2t005666001.1, NV2t005666002.1	IRS1_HUMAN, IRS2_HUMAN
OG0002287	NV2t000192001.1, NV2t004063001.1	COLL1_HUMAN, COL_HUMAN
OG0002327	NV2t004227004.1, NV2t004227002.1, NV2t004227001.1, NV2t004227003.1	MET17_HUMAN
OG0002332	NV2t002703001.1	CETN2_HUMAN, CETN1_HUMAN
OG0002351	NV2t013367002.1, NV2t013367001.1	PARK7_HUMAN
OG0002383	NV2t020108001.1, NV2t020109001.1, NV2t016095001.1	DISP1_HUMAN
OG0002400	NV2t004563003.1, NV2t004563001.1, NV2t004563002.1	KIFC3_HUMAN
OG0002418	NV2t020331001.1, NV2t020331002.1, NV2t020331003.1	TAF1L_HUMAN, TAF1_HUMAN
OG0002435	NV2t004352001.1, NV2t004352003.1, NV2t004352002.1, NV2t004352004.1	IMPA1_HUMAN
OG0002209	NV2t011925001.1	ARF1_HUMAN, ARF3_HUMAN
OG0002224	NV2t019004001.1, NV2t019005001.1, NV2t018807001.1	SYCC_HUMAN
OG0002255	NV2t021135001.1, NV2t021039004.1, NV2t021039001.1, NV2t021039003.1	ZNT6_HUMAN
OG0002270	NV2t006338001.1, NV2t006342001.1	FNIP1_HUMAN, FNIP2_HUMAN
OG0002275	NV2t006546004.1, NV2t006546001.1, NV2t006546002.1, NV2t006546003.1	PTSS1_HUMAN
OG0002292	NV2t016906004.1, NV2t016906005.1	ARK72_HUMAN, ARK73_HUMAN, ARK74_HUMAN
OG0002307	NV2t009240001.1, NV2t009240002.1	GPR45_HUMAN, GPR63_HUMAN
OG0002322	NV2t003523001.1	ANR50_HUMAN, TANC2_HUMAN, TANC1_HUMAN
OG0002339	NV2t006368002.1, NV2t006368001.1, NV2t006368003.1, NV2t006368004.1	RPN2_HUMAN
OG0002357	NV2t006482001.1	CF299_HUMAN
OG0002371	NV2t003173001.1	PRAF2_HUMAN, PRAF3_HUMAN
OG0002386	NV2t020635001.1, NV2t020635002.1	KCNK1_HUMAN, KCNK6_HUMAN
OG0002401	NV2t023307001.1, NV2t023307002.1, NV2t023307003.1, NV2t023307004.1	ARI3C_HUMAN
OG0002419	NV2t003482001.1, NV2t003482002.1	STIM1_HUMAN, STIM2_HUMAN
OG0002438	NV2t007300002.1, NV2t007300001.1, NV2t007300003.1	CDRT1_HUMAN, FBW10_HUMAN
OG0002198	NV2t000211002.1, NV2t000211003.1, NV2t000211004.1	TRXR3_HUMAN, TRXR1_HUMAN
OG0002214	NV2t001523001.1, NV2t001543001.1, NV2t001543002.1, NV2t001543003.1	IMP2L_HUMAN
OG0002229	NV2t024535001.1, NV2t024535002.1	COOA1_HUMAN, CORA1_HUMAN
OG0002263	NV2t014750001.1, NV2t014750002.1	LMIP_HUMAN, CLDN2_HUMAN
OG0002280	NV2t010690001.1, NV2t010690002.1, NV2t010690003.1, NV2t010690004.1	DNJC1_HUMAN
OG0002298	NV2t005373001.1, NV2t005373002.1	ATX1L_HUMAN, ATX1_HUMAN
OG0002353	NV2t006356001.1	RRAGC_HUMAN, RRAGD_HUMAN
OG0002370	NV2t008878001.1	SH3K1_HUMAN, CD2AP_HUMAN
OG0002388	NV2t002037001.1, NV2t002037002.1	BRPF1_HUMAN, BRPF3_HUMAN
OG0002408	NV2t017774001.1, NV2t017774002.1, NV2t017774003.1, NV2t017774004.1	EIF3A_HUMAN
OG0002423	NV2t016539001.1	NCOR1_HUMAN, CT191_HUMAN, NCOR2_HUMAN
OG0002440	NV2t006819001.1, NV2t006819002.1	RAIN_HUMAN, RADIL_HUMAN
OG0002474	NV2t004459003.1, NV2t004459002.1, NV2t004459001.1	ACINU_HUMAN
OG0002230	NV2t025571001.1, NV2t025412001.1, NV2t025412002.1	GFI1B_HUMAN
OG0002264	NV2t014148003.1, NV2t014148004.1	CLCN1_HUMAN, CLCN2_HUMAN
OG0002281	NV2t023450001.1, NV2t011880001.1	CP141_HUMAN
OG0002299	NV2t005464001.1	SNX21_HUMAN, SNX20_HUMAN
OG0002319	NV2t020542001.1, NV2t020542002.1	SHKB1_HUMAN, KCTD3_HUMAN
OG0002337	NV2t024038001.1, NV2t024038002.1	HTAI2_HUMAN
OG0002373	NV2t005904004.1, NV2t005904001.1, NV2t005904002.1, NV2t005904003.1	CCDC6_HUMAN
OG0002390	NV2t002039001.1, NV2t002039002.1	COPG1_HUMAN, COPG2_HUMAN
OG0002407	NV2t005210001.1, NV2t005209001.1	ESRP1_HUMAN, ESRP2_HUMAN
OG0002424	NV2t015188001.1, NV2t015328001.1, NV2t015193002.1, NV2t015193001.1	VIGLN_HUMAN
OG0002441	NV2t013675003.1, NV2t013675001.1, NV2t013675002.1, NV2t013675004.1	WDR33_HUMAN
OG0002457	NV2t018340001.1, NV2t018276001.1	LBN_HUMAN
OG0002475	NV2t005445001.1	DHRS4_HUMAN, DR4L1_HUMAN, DR4L2_HUMAN
OG0002492	NV2t004440001.1, NV2t004440003.1	ZNRF1_HUMAN, ZNRF2_HUMAN
OG0002508	NV2t011620001.1, NV2t011620002.1	SORCN_HUMAN, GRAN_HUMAN
OG0002362	NV2t022932001.1	FBN1_HUMAN, FBN3_HUMAN, FBN2_HUMAN
OG0002377	NV2t016759001.1, NV2t016759004.1, NV2t016759002.1, NV2t016759003.1	NDK6_HUMAN
OG0002395	NV2t005331001.1, NV2t005330001.1	NKD1_HUMAN, NKD2_HUMAN
OG0002429	NV2t013804001.1, NV2t013804002.1, NV2t013804004.1, NV2t013804003.1	UGDH_HUMAN
OG0002447	NV2t022726002.1, NV2t022726003.1	DZI1L_HUMAN, DZIP1_HUMAN
OG0002463	NV2t023560001.1, NV2t023560003.1, NV2t023560005.1, NV2t023560002.1	DEND3_HUMAN
OG0002480	NV2t006292001.1, NV2t006292002.1, NV2t006292003.1	CFA96_HUMAN
OG0002498	NV2t019573003.1, NV2t019573004.1, NV2t019573001.1, NV2t019573002.1	RBM25_HUMAN
OG0002516	NV2t018208001.1, NV2t018205001.1, NV2t018205002.1, NV2t017062001.1	ENDOU_HUMAN
OG0002521	NV2t003713001.1, NV2t003711001.1	NDKB_HUMAN, NDKA_HUMAN
OG0002169	NV2t011523001.1, NV2t011524001.1, NV2t011528005.1	TBA3C_HUMAN, TBA3D_HUMAN, TBA3E_HUMAN
OG0002203	NV2t006802001.1	DHB11_HUMAN, DHB13_HUMAN
OG0002219	NV2t011862001.1, NV2t012304001.1	CSKI2_HUMAN, CSKI1_HUMAN
OG0002234	NV2t016705001.1	SETD6_HUMAN
OG0002252	NV2t016969001.1	C2D1B_HUMAN, C2D1A_HUMAN
OG0002302	NV2t004162001.1, NV2t004162002.1	CCNE2_HUMAN, CCNE1_HUMAN
OG0002320	NV2t019406001.1, NV2t019406002.1, NV2t019406003.1	DCAF4_HUMAN, DC4L2_HUMAN, DC4L1_HUMAN
OG0002344	NV2t014625001.1, NV2t014625002.1, NV2t014625003.1	VWA1_HUMAN
OG0002360	NV2t023983001.1, NV2t023981001.1, NV2t023991001.1	SKI3_HUMAN
OG0002376	NV2t005609001.1	BEND4_HUMAN
OG0002412	NV2t000614001.1	SCOT1_HUMAN, SCOT2_HUMAN
OG0002428	NV2t024284004.1, NV2t024284001.1, NV2t024284003.1, NV2t024284002.1	RAI14_HUMAN
OG0002445	NV2t022669002.1, NV2t022669001.1, NV2t022669003.1	CTSR3_HUMAN
OG0002461	NV2t021848001.1	FARP1_HUMAN, FARP2_HUMAN
OG0002478	NV2t004046001.1, NV2t004046002.1	GNAL_HUMAN, GNAS2_HUMAN
OG0002495	NV2t019467001.1	ERG24_HUMAN, LBR_HUMAN
OG0002510	NV2t012197001.1, NV2t012197004.1	TT21A_HUMAN, TT21B_HUMAN
OG0002530	NV2t002990001.1, NV2t002990002.1	GNPI1_HUMAN, GNPI2_HUMAN
OG0002288	NV2t019889001.1	NXF3_HUMAN, NXF2_HUMAN, NXF5_HUMAN, NXF1_HUMAN
OG0002305	NV2t009206001.1, NV2t009244004.1	CDK8_HUMAN, CDK19_HUMAN
OG0002323	NV2t003285001.1, NV2t003285002.1	KLHL5_HUMAN, KLHL4_HUMAN, KLHL1_HUMAN
OG0002340	NV2t005827001.1, NV2t005827002.1	RIMS4_HUMAN, RIMS3_HUMAN
OG0002345	NV2t014721003.1, NV2t014721004.1, NV2t014721001.1, NV2t014721002.1	LIMD2_HUMAN
OG0002361	NV2t023576001.1	CHSS1_HUMAN, CHSS3_HUMAN
OG0002366	NV2t000205001.1, NV2t000733001.1	ANR63_HUMAN
OG0002381	NV2t015394001.1, NV2t015394002.1	ROCK1_HUMAN, ROCK2_HUMAN
OG0002399	NV2t004375001.1	PCKGC_HUMAN, PCKGM_HUMAN
OG0002417	NV2t000665001.1, NV2t000665002.1	DEN6A_HUMAN, DEN6B_HUMAN
OG0002450	NV2t006313002.1, NV2t006313001.1, NV2t006313003.1	TI23B_HUMAN, TIM23_HUMAN
OG0002467	NV2t014591001.1, NV2t014591004.1, NV2t014591002.1, NV2t014591003.1	PCSK7_HUMAN
OG0002484	NV2t011833001.1, NV2t011833002.1	SPS2L_HUMAN, SPAS2_HUMAN
OG0002502	NV2t012046001.1	GRASP_HUMAN, CYTIP_HUMAN
OG0002519	NV2t024245001.1, NV2t024245002.1	P66B_HUMAN, P66A_HUMAN
OG0002537	NV2t010217001.1, NV2t010217002.1, NV2t010217003.1, NV2t010217004.1	DHCR7_HUMAN
OG0002346	NV2t014855002.1, NV2t014855003.1	RING2_HUMAN, RING1_HUMAN
OG0002363	NV2t013456002.1, NV2t013456001.1	FHAD1_HUMAN
OG0002378	NV2t016856001.1, NV2t016857001.1	TGIF1_HUMAN, TGIF2_HUMAN
OG0002397	NV2t005273001.1, NV2t005273003.1	MTSS2_HUMAN, MTSS1_HUMAN
OG0002415	NV2t022944002.1, NV2t022944003.1, NV2t022944004.1, NV2t022944001.1	SKA1_HUMAN
OG0002431	NV2t001597001.1, NV2t001597004.1, NV2t001597002.1, NV2t001597003.1	NIPBL_HUMAN
OG0002448	NV2t013149002.1, NV2t013149005.1, NV2t013149004.1, NV2t013149001.1	NADK_HUMAN
OG0002465	NV2t013893001.1, NV2t013893004.1, NV2t013893002.1, NV2t013893003.1	ADA10_HUMAN
OG0002482	NV2t006077001.1, NV2t006077002.1	UN45B_HUMAN, UN45A_HUMAN
OG0002500	NV2t021026001.1	F161B_HUMAN, F161A_HUMAN
OG0002518	NV2t016750001.1, NV2t016750002.1	SGK3_HUMAN, SGK1_HUMAN
OG0002535	NV2t003006004.1, NV2t003006003.1, NV2t003006001.1, NV2t003006002.1	ATX10_HUMAN
OG0002552	NV2t023308001.1, NV2t023309003.1, NV2t023309001.1, NV2t023309002.1	HERC1_HUMAN
OG0002356	NV2t003340001.1	PDS5A_HUMAN, PDS5B_HUMAN
OG0002372	NV2t006758001.1	AAK1_HUMAN, BM2KL_HUMAN, BMP2K_HUMAN
OG0002389	NV2t000368001.1, NV2t000368002.1	S41A1_HUMAN, S41A2_HUMAN
OG0002410	NV2t017556001.1, NV2t017556004.1, NV2t017556003.1, NV2t017556002.1	EXOC4_HUMAN
OG0002426	NV2t013945001.1, NV2t013945002.1, NV2t013945003.1, NV2t013945004.1	ILKAP_HUMAN
OG0002443	NV2t013980003.1, NV2t013980004.1	PTN6_HUMAN, PTN11_HUMAN
OG0002459	NV2t011036001.1, NV2t011036003.1, NV2t011036002.1, NV2t011036004.1	CEP70_HUMAN
OG0002464	NV2t013413001.1	DIK1A_HUMAN, DIK1B_HUMAN
OG0002481	NV2t006383001.1, NV2t006584001.1	ACOX1_HUMAN, ACOX2_HUMAN
OG0002497	NV2t020850001.1, NV2t020850002.1	PKHH1_HUMAN, PKHH2_HUMAN
OG0002511	NV2t012756001.1, NV2t012756002.1	PI42B_HUMAN, PI42A_HUMAN
OG0002529	NV2t003258001.1	N42L1_HUMAN, N4BP2_HUMAN, N42L2_HUMAN
OG0002546	NV2t008136002.1, NV2t008136004.1, NV2t008136001.1, NV2t008136003.1	ECD_HUMAN
OG0002563	NV2t023289001.1, NV2t012520001.1	WASL_HUMAN, WASP_HUMAN
OG0002416	NV2t025429002.1, NV2t025429001.1, NV2t025429003.1	MED27_HUMAN
OG0002432	NV2t001413001.1, NV2t001413002.1, NV2t001413003.1, NV2t001413004.1	RPF1_HUMAN
OG0002488	NV2t004356001.1, NV2t004356002.1	HERP1_HUMAN, HERP2_HUMAN
OG0002494	NV2t019312002.1, NV2t019312004.1, NV2t019312001.1, NV2t019312003.1	COQ6_HUMAN
OG0002512	NV2t011555001.1, NV2t017338001.1	F124A_HUMAN, F124B_HUMAN
OG0002528	NV2t002386001.1, NV2t002386002.1, NV2t002386003.1, NV2t002386004.1	CRBN_HUMAN
OG0002532	NV2t002882001.1, NV2t002882002.1	PGRC1_HUMAN, PGRC2_HUMAN
OG0002547	NV2t024219001.1, NV2t024219002.1, NV2t024219003.1, NV2t024219004.1	UTP15_HUMAN
OG0002580	NV2t021959001.1	ARRB2_HUMAN, ARRB1_HUMAN
OG0002597	NV2t021423003.1, NV2t021423001.1, NV2t021423002.1	UNC80_HUMAN
OG0002402	NV2t023552001.1, NV2t023552004.1	ISL1_HUMAN, ISL2_HUMAN
OG0002421	NV2t002371003.1, NV2t002371004.1	CNOT8_HUMAN, CNOT7_HUMAN
OG0002437	NV2t006627001.1	TOM34_HUMAN, SPAG1_HUMAN
OG0002454	NV2t015985001.1	CABL2_HUMAN, CABL1_HUMAN
OG0002473	NV2t005231001.1	CYLD_HUMAN
OG0002489	NV2t004435001.1, NV2t004435004.1, NV2t004435003.1, NV2t004435002.1	SYS1_HUMAN
OG0002505	NV2t011610001.1, NV2t011610002.1	SOSB1_HUMAN, SOSB2_HUMAN
OG0002520	NV2t021428001.1, NV2t022110001.1	SP17_HUMAN
OG0002536	NV2t009844005.1, NV2t009844002.1, NV2t009844001.1, NV2t009844004.1	UBP47_HUMAN
OG0002553	NV2t022904002.1, NV2t022904001.1	RGRF2_HUMAN, RGRF1_HUMAN
OG0002570	NV2t010057001.1, NV2t010057003.1, NV2t010057002.1, NV2t010057004.1	F149A_HUMAN
OG0002586	NV2t013687001.1, NV2t013692001.1	AT2L2_HUMAN, AT2L1_HUMAN
OG0002603	NV2t025648004.1, NV2t025648001.1, NV2t025648003.1, NV2t025648002.1	COQ4_HUMAN
OG0002618	NV2t003064001.1, NV2t003064002.1, NV2t003064004.1, NV2t003064003.1	RAGP1_HUMAN
OG0002374	NV2t006416001.1, NV2t006416002.1	SULF2_HUMAN, SULF1_HUMAN
OG0002409	NV2t017433002.1, NV2t017433001.1, NV2t017433003.1, NV2t017433004.1	P5CS_HUMAN
OG0002425	NV2t014381001.1, NV2t014380001.1	TM177_HUMAN
OG0002442	NV2t014305001.1, NV2t014305002.1, NV2t014305003.1, NV2t014305004.1	CC033_HUMAN
OG0002458	NV2t011436002.1, NV2t011436001.1, NV2t011438001.1	CP20A_HUMAN
OG0002476	NV2t004586001.1, NV2t004587001.1	COX41_HUMAN, COX42_HUMAN
OG0002493	NV2t020472001.1, NV2t020472002.1	HIPL2_HUMAN, HIPL1_HUMAN
OG0002509	NV2t012039001.1, NV2t012039002.1	LANC1_HUMAN, LANC2_HUMAN
OG0002526	NV2t002630001.1, NV2t002630002.1, NV2t002630003.1	RSBNL_HUMAN, RSBN1_HUMAN
OG0002556	NV2t012256001.1	CBR3_HUMAN, CBR1_HUMAN
OG0002571	NV2t018991001.1, NV2t018991002.1	BCAT2_HUMAN, BCAT1_HUMAN
OG0002587	NV2t013690001.1, NV2t013688001.1, NV2t013693001.1	PARG_HUMAN
OG0002602	NV2t025011001.1, NV2t025011002.1	PIPNA_HUMAN, PIPNB_HUMAN
OG0002619	NV2t023961001.1, NV2t023965001.1, NV2t023959001.1	MALT1_HUMAN
OG0002403	NV2t025935002.1, NV2t001345001.1, NV2t025935001.1, NV2t025933001.1	PAIP1_HUMAN
OG0002420	NV2t003817001.1, NV2t003817004.1, NV2t003817002.1, NV2t003817003.1	MSPD2_HUMAN
OG0002451	NV2t009090003.1, NV2t009090004.1, NV2t009090001.1, NV2t009090002.1	CCD81_HUMAN
OG0002469	NV2t004900001.1	S47A1_HUMAN, S47A2_HUMAN
OG0002501	NV2t012222001.1, NV2t012222003.1	SPOP_HUMAN, SPOPL_HUMAN
OG0002514	NV2t016249001.1, NV2t016254001.1	BIG1_HUMAN, BIG2_HUMAN
OG0002531	NV2t002957001.1, NV2t002957002.1, NV2t022116001.1	POTE1_HUMAN
OG0002549	NV2t023135002.1	IQGA3_HUMAN, IQGA2_HUMAN, IQGA1_HUMAN
OG0002566	NV2t009516004.1, NV2t009516001.1, NV2t009516003.1	CATA_HUMAN
OG0002582	NV2t014874001.1, NV2t014874002.1	SNX33_HUMAN, SNX18_HUMAN
OG0002588	NV2t005057001.1, NV2t005057002.1	SPA2L_HUMAN, SPAT2_HUMAN
OG0002604	NV2t023388001.1, NV2t023388002.1, NV2t023388003.1	PK3C3_HUMAN
OG0002621	NV2t003003001.1, NV2t003003002.1, NV2t003003003.1, NV2t003003004.1	ASZ1_HUMAN
OG0002422	NV2t014572001.1	DUT_HUMAN
OG0002439	NV2t007494001.1, NV2t007494002.1, NV2t007495001.1	RNZ2_HUMAN
OG0002455	NV2t018134001.1	BD1L2_HUMAN, BOD1_HUMAN, BD1L1_HUMAN
OG0002471	NV2t024948001.1, NV2t004828001.1, NV2t004828002.1	ANR60_HUMAN
OG0002487	NV2t022494001.1, NV2t022494003.1, NV2t022494004.1, NV2t022494002.1	KMO_HUMAN
