Orthogroup	Nvec	Acer
OG0001919	NV2t004148002.1, NV2t004148001.1, NV2t004148004.1	KAK2560714.1
OG0001935	NV2t018156001.1	KAK2572239.1
OG0001935	NV2t001767001.1, NV2t001767002.1	KAK2571502.1
OG0001939	NV2t023443001.1, NV2t023443002.1, NV2t023443003.1	KAK2562817.1
OG0001955	NV2t010684001.1	KAK2564811.1
OG0001972	NV2t024951001.1, NV2t024951003.1, NV2t024951002.1	KAK2565764.1
OG0001988	NV2t021980001.1, NV2t021980002.1, NV2t021859001.1	KAK2566815.1
OG0002004	NV2t002506003.1, NV2t002506002.1, NV2t002506001.1	KAK2567976.1
OG0002021	NV2t020097001.1	KAK2568639.1
OG0002037	NV2t000216004.1, NV2t000216006.1, NV2t000216007.1, NV2t000216001.1, NV2t000216002.1, NV2t000216005.1, NV2t000216003.1	KAK2569938.1
OG0002052	NV2t008299004.1, NV2t008299002.1, NV2t008299001.1, NV2t008299003.1, NV2t008299005.1	KAK2570586.1
OG0002069	NV2t018122004.1, NV2t018122002.1, NV2t018122001.1, NV2t018122003.1	KAK2571834.1, KAK2571837.1
OG0001893	NV2t018873005.1, NV2t018873001.1, NV2t018873002.1, NV2t018873003.1, NV2t018873004.1	KAK2558488.1
OG0001913	NV2t012161001.1	KAK2560356.1
OG0001926	NV2t011398001.1	KAK2561367.1
OG0001930	NV2t012164001.1, NV2t012164002.1	KAK2570400.1
OG0001930	NV2t011319001.1, NV2t011319002.1	KAK2561982.1
OG0001945	NV2t002661001.1, NV2t018837001.1	KAK2563633.1
OG0001945	NV2t005224001.1	KAK2563634.1, KAK2563632.1, KAK2563370.1, KAK2563635.1
OG0001961	NV2t021204001.1	KAK2564952.1
OG0001961	NV2t021870001.1	KAK2569353.1
OG0001976	NV2t014187001.1, NV2t014187003.1, NV2t014187002.1	KAK2565978.1
OG0001992	NV2t024928001.1	KAK2567249.1
OG0002010	NV2t015235002.1, NV2t015235001.1, NV2t015235004.1, NV2t015235005.1, NV2t015235003.1	KAK2568259.1
OG0002015	NV2t013092001.1, NV2t013092006.1, NV2t013092002.1, NV2t013092004.1, NV2t013092005.1, NV2t013092003.1, NV2t013092007.1	KAK2568452.1
OG0002032	NV2t017630001.1	KAK2569342.1
OG0002048	NV2t012688001.1	KAK2570412.1
OG0002064	NV2t008134001.1	KAK2571642.1
OG0002083	NV2t009541004.1, NV2t009541001.1, NV2t009541002.1, NV2t009541003.1	KAK2572897.1
OG0002097	NV2t022276001.1, NV2t022276002.1, NV2t022276003.1	KAK2573557.1
OG0001910	NV2t006646001.1	KAK2560274.1
OG0001916	NV2t010923003.1, NV2t010923002.1, NV2t010923001.1	KAK2560597.1
OG0001932	NV2t012785001.1	KAK2562137.1, KAK2562139.1
OG0001949	NV2t007169001.1	KAK2564165.1
OG0001967	NV2t014563004.1, NV2t014563005.1, NV2t014563001.1, NV2t014563002.1, NV2t014563003.1	KAK2565301.1
OG0001981	NV2t014376001.1, NV2t014376002.1, NV2t014376003.1, NV2t014376005.1, NV2t014376004.1	KAK2566171.1
OG0001997	NV2t019669001.1	KAK2567500.1
OG0002013	NV2t013891001.1, NV2t013891002.1, NV2t013891003.1, NV2t013891004.1	KAK2568320.1
OG0002029	NV2t018760002.1, NV2t018760001.1, NV2t018760003.1	KAK2569201.1
OG0002045	NV2t011480001.1	KAK2570230.1
OG0002063	NV2t007521001.1, NV2t007521002.1, NV2t007521004.1, NV2t007521005.1, NV2t007521003.1	KAK2571558.1
OG0002082	NV2t015306001.1, NV2t015303001.1, NV2t015303002.1	KAK2572827.1
OG0002100	NV2t022479001.1	KAK2573823.1
OG0001931	NV2t012988001.1	KAK2562034.1
OG0001931	NV2t012987001.1, NV2t012987002.1	KAK2562135.1, KAK2562033.1
OG0001947	NV2t003551001.1, NV2t003551002.1, NV2t003551004.1, NV2t003551007.1, NV2t003551006.1, NV2t003551003.1, NV2t003551005.1	KAK2563467.1
OG0001962	NV2t010620001.1	KAK2564955.1, KAK2564960.1, KAK2564958.1, KAK2564957.1, KAK2564961.1
OG0001978	NV2t005038001.1, NV2t005038002.1	KAK2566104.1
OG0001978	NV2t005039001.1	KAK2566101.1, KAK2566106.1
OG0001993	NV2t024021001.1	KAK2567271.1
OG0002009	NV2t013942001.1	KAK2568232.1
OG0002026	NV2t009157001.1	KAK2569014.1
OG0002031	NV2t018070001.1	KAK2569250.1
OG0002046	NV2t010821002.1, NV2t010821001.1, NV2t010821003.1	KAK2570237.1
OG0002061	NV2t001891001.1, NV2t001891002.1, NV2t001891003.1	KAK2571439.1
OG0002077	NV2t017430005.1, NV2t017430001.1, NV2t017430002.1, NV2t017430003.1, NV2t017430004.1	KAK2572455.1
OG0002092	NV2t022423001.1, NV2t022421001.1, NV2t022421002.1	KAK2573249.1
OG0002108	NV2t015429001.1	KAK2574240.1
OG0002173	NV2t016222001.1, NV2t016222002.1	KAK2574570.1
OG0001977	NV2t025306001.1, NV2t025309001.1, NV2t025311001.1	KAK2566020.1
OG0001994	NV2t023808001.1, NV2t023808002.1, NV2t023808003.1, NV2t023808004.1, NV2t023808005.1	KAK2567274.1
OG0002012	NV2t014146002.1, NV2t014146001.1, NV2t014146004.1, NV2t014146003.1, NV2t014146005.1	KAK2568312.1
OG0002028	NV2t014179001.1, NV2t018634001.1, NV2t018634002.1	KAK2569131.1
OG0002044	NV2t011697001.1	KAK2570205.1
OG0002060	NV2t001885002.1, NV2t001885005.1, NV2t001885001.1, NV2t001885004.1, NV2t001885003.1	KAK2571437.1
OG0002080	NV2t010185003.1, NV2t010185001.1, NV2t010185002.1	KAK2572736.1
OG0002096	NV2t022592001.1	KAK2573810.1
OG0002096	NV2t021988001.1	KAK2573404.1
OG0002113	NV2t016143005.1, NV2t016143003.1, NV2t016143004.1, NV2t016143001.1, NV2t016143002.1	KAK2574574.1
OG0002165	NV2t006267001.1	KAK2560031.1
OG0002181	NV2t002481001.1, NV2t002481002.1	KAK2563061.1
OG0001946	NV2t003213001.1, NV2t003213002.1	KAK2563432.1
OG0001963	NV2t010483001.1	KAK2565090.1
OG0001968	NV2t013918003.1, NV2t013918001.1, NV2t013918005.1	KAK2565363.1
OG0001983	NV2t017847001.1, NV2t013419001.1, NV2t013420001.1	KAK2566280.1
OG0001999	NV2t020866001.1, NV2t020866002.1, NV2t020866004.1, NV2t020866005.1, NV2t020866003.1	KAK2567681.1
OG0002016	NV2t009647001.1, NV2t010350001.1, NV2t010350002.1	KAK2568456.1
OG0002033	NV2t017780001.1, NV2t017780002.1	KAK2573137.1, KAK2569422.1
OG0002049	NV2t008563001.1, NV2t008563002.1, NV2t008565001.1, NV2t008565002.1, NV2t008565003.1, NV2t008565004.1	KAK2570502.1, KAK2570664.1
OG0002066	NV2t007890002.1, NV2t007890001.1, NV2t007890004.1	KAK2571777.1
OG0002085	NV2t010401001.1	KAK2573026.1
OG0002102	NV2t017135004.1, NV2t017135003.1, NV2t017135002.1, NV2t017135001.1	KAK2573902.1, KAK2574412.1
OG0002170	NV2t003300001.1	KAK2569141.1, KAK2569142.1
OG0002170	NV2t003792001.1	KAK2563081.1
OG0002187	NV2t023652001.1, NV2t023652002.1, NV2t023652003.1, NV2t023652004.1	KAK2564461.1
OG0001918	NV2t004319001.1	KAK2560696.1
OG0001918	NV2t005281001.1	KAK2569117.1, KAK2560756.1
OG0001948	NV2t010546003.1, NV2t010546001.1, NV2t010546002.1	KAK2563705.1
OG0001965	NV2t010145001.1	KAK2573230.1
OG0001965	NV2t010158001.1	KAK2565200.1
OG0001979	NV2t014202002.1, NV2t014202003.1, NV2t014202001.1	KAK2566109.1
OG0001995	NV2t019973001.1, NV2t019973003.1, NV2t019973002.1	KAK2567462.1
OG0002011	NV2t014193001.1, NV2t014741005.1, NV2t014741003.1, NV2t014741002.1, NV2t014741001.1, NV2t014741004.1, NV2t014741006.1	KAK2568306.1
OG0002027	NV2t017734002.1, NV2t017734001.1, NV2t017734003.1	KAK2569118.1
OG0002043	NV2t011909001.1	KAK2570174.1
OG0002058	NV2t000699001.1	KAK2571239.1
OG0002062	NV2t001768002.1	KAK2571501.1
OG0002079	NV2t018785001.1, NV2t018785005.1, NV2t018785004.1, NV2t018785002.1, NV2t018785003.1	KAK2572614.1
OG0002094	NV2t022803002.1	KAK2573373.1
OG0002109	NV2t015606001.1	KAK2574284.1
OG0002176	NV2t013851001.1, NV2t013851002.1	KAK2568360.1
OG0002191	NV2t022971003.1, NV2t022971001.1, NV2t022971004.1, NV2t022971002.1	KAK2567985.1
OG0001952	NV2t010722001.1	KAK2564704.1
OG0001970	NV2t013529001.1, NV2t013529002.1, NV2t007703001.1, NV2t007703002.1, NV2t000980001.1	KAK2565539.1, KAK2565459.1, KAK2569009.1
OG0001986	NV2t022613002.1, NV2t022613001.1, NV2t022614001.1, NV2t022615001.1, NV2t022612001.1	KAK2566799.1
OG0002003	NV2t003643001.1	KAK2567874.1
OG0002020	NV2t018784001.1	KAK2573056.1, KAK2573055.1, KAK2572683.1, KAK2573050.1, KAK2573049.1, KAK2568507.1, KAK2574388.1
OG0002035	NV2t000057001.1, NV2t000057002.1, NV2t000057003.1	KAK2569526.1
OG0002039	NV2t011252001.1	KAK2570056.1
OG0002055	NV2t008663001.1	KAK2570808.1
OG0002072	NV2t017831001.1, NV2t017833001.1, NV2t017834001.1	KAK2572106.1, KAK2572102.1, KAK2572099.1
OG0002090	NV2t009631001.1	KAK2573219.1
OG0002107	NV2t015719001.1, NV2t015726001.1, NV2t015718001.1, NV2t015724001.1, NV2t015724002.1	KAK2574184.1
OG0002178	NV2t014619001.1, NV2t014619002.1	KAK2568493.1
OG0002200	NV2t003177003.1	KAK2563167.1
OG0002215	NV2t017588002.1, NV2t017588003.1	KAK2558507.1
OG0002215	NV2t002761001.1	KAK2551162.1
OG0002001	NV2t019923001.1	KAK2567739.1
OG0002001	NV2t019922003.1, NV2t019922001.1, NV2t019922002.1	KAK2567736.1
OG0002018	NV2t013150001.1, NV2t013150002.1, NV2t013150003.1	KAK2568470.1
OG0002056	NV2t009261001.1, NV2t009261002.1	KAK2570977.1, KAK2570933.1
OG0002073	NV2t022339001.1, NV2t022338003.1, NV2t022338004.1, NV2t022338001.1, NV2t022338002.1	KAK2572138.1, KAK2573280.1, KAK2573281.1
OG0002078	NV2t018420001.1	KAK2572571.1
OG0002095	NV2t021756001.1	KAK2573394.1
OG0002111	NV2t017256001.1, NV2t017260001.1	KAK2574442.1
OG0002162	NV2t005967001.1, NV2t005967002.1	KAK2553837.1
OG0002167	NV2t013994001.1	KAK2569011.1, KAK2557378.1
OG0002202	NV2t004238001.1, NV2t004238002.1	KAK2556832.1
OG0002218	NV2t015204004.1, NV2t015204001.1, NV2t015204002.1, NV2t015204003.1	KAK2556426.1
OG0002233	NV2t025191001.1	KAK2566993.1
OG0002267	NV2t012107001.1, NV2t012107003.1, NV2t012107002.1, NV2t012107004.1	KAK2548007.1
OG0002284	NV2t024481001.1, NV2t024481002.1, NV2t016059001.1, NV2t016060001.1, NV2t016061001.1	KAK2548967.1, KAK2572542.1
OG0002047	NV2t010933001.1, NV2t010933002.1	KAK2570349.1, KAK2570352.1
OG0002065	NV2t007002004.1, NV2t007002001.1, NV2t007002003.1, NV2t007002002.1	KAK2571770.1, KAK2571765.1
OG0002084	NV2t019271005.1, NV2t019271001.1, NV2t019271002.1, NV2t019271006.1, NV2t019271007.1, NV2t019271004.1, NV2t019271003.1	KAK2572964.1
OG0002101	NV2t022088002.1, NV2t022088005.1, NV2t022088004.1, NV2t022088001.1, NV2t022088003.1	KAK2573848.1
OG0002174	NV2t003168001.1, NV2t003168002.1	KAK2568070.1
OG0002190	NV2t003467001.1, NV2t003467002.1, NV2t003469001.1	KAK2567867.1, KAK2568023.1
OG0002196	NV2t010663001.1, NV2t010663002.1	KAK2560468.1
OG0002201	NV2t014173001.1	KAK2560056.1, KAK2552675.1
OG0002217	NV2t011334003.1, NV2t011334002.1, NV2t011334001.1, NV2t011334004.1	KAK2560491.1
OG0002232	NV2t007832001.1, NV2t007832002.1, NV2t007832003.1, NV2t007832004.1	KAK2571748.1
OG0002253	NV2t001645004.1, NV2t001645001.1, NV2t001645003.1, NV2t001645005.1, NV2t001645006.1, NV2t001645002.1	KAK2547494.1
OG0002269	NV2t010275001.1, NV2t010275002.1	KAK2548137.1
OG0002321	NV2t021024001.1, NV2t021024002.1	KAK2550780.1
OG0001984	NV2t021876001.1	KAK2566540.1
OG0002002	NV2t023445001.1	KAK2567796.1
OG0002019	NV2t025103001.1	KAK2568471.1
OG0002036	NV2t001812001.1, NV2t001812003.1, NV2t001812002.1, NV2t001812004.1	KAK2569863.1, KAK2569682.1
OG0002051	NV2t009107001.1	KAK2570625.1, KAK2570624.1, KAK2570630.1, KAK2570631.1, KAK2570626.1, KAK2570568.1, KAK2570570.1
OG0002067	NV2t007960001.1	KAK2571816.1
OG0002086	NV2t010096001.1, NV2t010096003.1, NV2t010096002.1	KAK2573029.1
OG0002103	NV2t016878001.1	KAK2573962.1
OG0002171	NV2t008376001.1, NV2t008376002.1	KAK2570739.1
OG0002206	NV2t014472001.1, NV2t014472002.1	KAK2568167.1
OG0002223	NV2t009976001.1, NV2t009976002.1	KAK2565295.1
OG0002258	NV2t011565004.1, NV2t011565001.1, NV2t011565002.1, NV2t011565003.1	KAK2547750.1
OG0002276	NV2t006683001.1, NV2t006683002.1, NV2t006683003.1, NV2t006683004.1	KAK2548459.1
OG0002310	NV2t009062003.1, NV2t009062004.1, NV2t009062001.1, NV2t009062002.1	KAK2550360.1
OG0002328	NV2t003967002.1, NV2t003967001.1, NV2t003967003.1, NV2t003967004.1	KAK2550991.1
OG0002038	NV2t000082001.1	KAK2569988.1
OG0002053	NV2t009380001.1, NV2t009380005.1, NV2t009380003.1, NV2t009380002.1, NV2t009380004.1	KAK2570706.1
OG0002070	NV2t007185003.1, NV2t007185002.1, NV2t007185004.1, NV2t007185001.1, NV2t007185005.1	KAK2571934.1
OG0002088	NV2t017899002.1, NV2t017899001.1, NV2t017899003.1	KAK2573089.1
OG0002105	NV2t015696001.1	KAK2574093.1
OG0002172	NV2t016221001.1, NV2t016221002.1	KAK2574571.1
OG0002189	NV2t014333001.1, NV2t014333002.1	KAK2562118.1
OG0002208	NV2t020935001.1	KAK2574118.1
OG0002208	NV2t012014001.1, NV2t012014002.1	KAK2570160.1
OG0002225	NV2t001787001.1, NV2t001787003.1	KAK2569541.1
OG0002259	NV2t024005001.1, NV2t020228001.1	KAK2554127.1, KAK2547758.1, KAK2554126.1, KAK2549583.1, KAK2557085.1
OG0002274	NV2t003335001.1	KAK2561697.1, KAK2548593.1, KAK2564622.1, KAK2549669.1, KAK2548391.1, KAK2559691.1
OG0002290	NV2t003394003.1, NV2t003394001.1, NV2t003394002.1, NV2t003394004.1	KAK2549653.1
OG0002308	NV2t008588001.1, NV2t008588002.1	KAK2550276.1
OG0002342	NV2t011389003.1, NV2t011389001.1, NV2t011389002.1, NV2t011389004.1	KAK2551700.1
OG0002034	NV2t017348001.1	KAK2569471.1
OG0002050	NV2t008464001.1	KAK2570521.1
OG0002068	NV2t004078001.1, NV2t004078002.1, NV2t004078003.1, NV2t004078004.1	KAK2571832.1, KAK2571828.1, KAK2571831.1, KAK2571830.1
OG0002074	NV2t018890001.1, NV2t018890004.1, NV2t018890002.1, NV2t018890003.1	KAK2572288.1, KAK2572575.1
OG0002091	NV2t021472001.1	KAK2573239.1
OG0002098	NV2t021173003.1	KAK2573634.1
OG0002114	NV2t015863001.1, NV2t015863003.1, NV2t015863002.1	KAK2574632.1
OG0002168	NV2t012498001.1, NV2t012498002.1	KAK2569649.1, KAK2569974.1, KAK2569970.1, KAK2569972.1, KAK2561988.1
OG0002185	NV2t023708001.1, NV2t023708002.1	KAK2567937.1
OG0002204	NV2t005718001.1, NV2t005726001.1, NV2t005725001.1, NV2t021313001.1	KAK2560194.1
OG0002220	NV2t005614001.1	KAK2559826.1
OG0002250	NV2t003615001.1, NV2t003615002.1	KAK2547328.1
OG0002266	NV2t000239001.1	KAK2547988.1
OG0002283	NV2t025940001.1, NV2t002118001.1	KAK2548816.1
OG0002301	NV2t024972001.1, NV2t004321001.1	KAK2550001.1
OG0002318	NV2t010498001.1	KAK2552155.1
OG0002318	NV2t018997001.1, NV2t018997002.1	KAK2550712.1, KAK2558518.1, KAK2561935.1
OG0002336	NV2t000453001.1, NV2t018588001.1, NV2t018588002.1, NV2t018589001.1, NV2t018589002.1	KAK2551321.1, KAK2556722.1
OG0002341	NV2t017465001.1	KAK2572606.1
OG0002341	NV2t006656001.1, NV2t006656002.1	KAK2551507.1
OG0002358	NV2t024997001.1, NV2t005237001.1, NV2t021527001.1, NV2t023320001.1, NV2t023322001.1	KAK2552832.1
OG0002007	NV2t014768001.1	KAK2568222.1
OG0002024	NV2t021097001.1, NV2t021097002.1, NV2t021097003.1	KAK2568776.1
OG0002041	NV2t014642001.1	KAK2570098.1
OG0002059	NV2t001717001.1	KAK2571305.1
OG0002076	NV2t019149001.1	KAK2572351.1
OG0002093	NV2t021955002.1, NV2t021955001.1, NV2t021961001.1	KAK2573287.1
OG0002110	NV2t017253001.1	KAK2574441.1
OG0002211	NV2t018788002.1, NV2t018788001.1	KAK2572141.1
OG0002260	NV2t016286001.1, NV2t016286003.1, NV2t016286002.1, NV2t016286004.1, NV2t016286005.1, NV2t016286006.1	KAK2547802.1
OG0002277	NV2t016177001.1, NV2t016177002.1	KAK2548570.1, KAK2548577.1, KAK2548576.1
OG0002294	NV2t017512001.1, NV2t017512002.1, NV2t017513001.1	KAK2561437.1, KAK2549794.1, KAK2549799.1, KAK2549822.1
OG0002312	NV2t025102001.1	KAK2561905.1, KAK2564868.1, KAK2563683.1, KAK2550387.1, KAK2550391.1, KAK2550392.1
OG0002329	NV2t004649005.1, NV2t004649006.1, NV2t004649003.1, NV2t004649004.1	KAK2551013.1
OG0002348	NV2t024873001.1, NV2t024873002.1	KAK2551890.1
OG0002365	NV2t005160001.1, NV2t005160002.1, NV2t005376001.1, NV2t001183001.1	KAK2553144.1
OG0002040	NV2t012676002.1	KAK2570074.1
OG0002054	NV2t008957001.1	KAK2570732.1
OG0002071	NV2t006927001.1	KAK2572044.1
OG0002089	NV2t013647001.1	KAK2573217.1
OG0002106	NV2t016698001.1	KAK2574140.1
OG0002193	NV2t023607001.1, NV2t023607002.1	KAK2563156.1
OG0002199	NV2t019847001.1, NV2t019847002.1	KAK2567517.1
OG0002216	NV2t022403001.1, NV2t022403002.1	KAK2573650.1
OG0002231	NV2t013122004.1, NV2t013122001.1, NV2t013122002.1, NV2t013122003.1	KAK2568302.1
OG0002265	NV2t000556001.1, NV2t000556002.1	KAK2547968.1
OG0002300	NV2t005308001.1, NV2t005309001.1, NV2t005308002.1, NV2t005309002.1	KAK2550000.1
OG0002335	NV2t023803005.1, NV2t023803004.1, NV2t023803002.1, NV2t023803003.1	KAK2551318.1
OG0002354	NV2t011477001.1	KAK2552536.1
OG0002384	NV2t020508001.1, NV2t020508002.1	KAK2553771.1
OG0002081	NV2t018713001.1	KAK2572770.1
OG0002099	NV2t022420003.1, NV2t022420002.1, NV2t022420001.1	KAK2573814.1
OG0002166	NV2t016584001.1	KAK2574480.1
OG0002166	NV2t015900001.1	KAK2574478.1
OG0002182	NV2t006577001.1, NV2t022531001.1, NV2t022531003.1, NV2t022531002.1	KAK2573256.1
OG0002197	NV2t012745001.1	KAK2564721.1
OG0002213	NV2t011776001.1, NV2t011776003.1	KAK2564754.1
OG0002228	NV2t014938001.1	KAK2551803.1
OG0002245	NV2t001520001.1	KAK2548870.1, KAK2563826.1, KAK2557080.1, KAK2547196.1, KAK2547455.1, KAK2573069.1
OG0002262	NV2t006400004.1, NV2t006400003.1, NV2t006400002.1, NV2t006400001.1	KAK2547847.1
OG0002279	NV2t017245001.1, NV2t017245002.1	KAK2548742.1, KAK2548733.1, KAK2548739.1
OG0002297	NV2t012449001.1	KAK2560365.1
OG0002297	NV2t004203001.1	KAK2549960.1, KAK2559747.1
OG0002315	NV2t005369001.1, NV2t005369002.1, NV2t005369003.1, NV2t005369004.1	KAK2550489.1
OG0002333	NV2t002428001.1	KAK2551303.1
OG0002352	NV2t011537001.1	KAK2552274.1
OG0002369	NV2t019413001.1	KAK2553854.1
OG0002369	NV2t022902003.1, NV2t022902008.1	KAK2553281.1
OG0002385	NV2t021929001.1	KAK2553817.1
OG0002385	NV2t020985001.1, NV2t020997001.1	KAK2567556.1
OG0002112	NV2t017224001.1	KAK2574463.1
OG0002180	NV2t024180004.1, NV2t024180005.1, NV2t024180003.1, NV2t024180002.1, NV2t024180001.1	KAK2568052.1
OG0002195	NV2t005946004.1, NV2t005946001.1, NV2t005946002.1, NV2t005946003.1	KAK2548436.1
OG0002212	NV2t001814001.1	KAK2569982.1
OG0002244	NV2t025436001.1	KAK2547077.1, KAK2555425.1, KAK2547082.1, KAK2555433.1
OG0002261	NV2t023631001.1	KAK2547809.1, KAK2547808.1
OG0002295	NV2t003639004.1, NV2t003639003.1, NV2t003639001.1, NV2t003639002.1	KAK2549902.1
OG0002313	NV2t004516001.1, NV2t004571001.1	KAK2550449.1
OG0002330	NV2t015137003.1, NV2t015137002.1, NV2t015137001.1	KAK2551169.1
OG0002350	NV2t002972001.1, NV2t002972002.1	KAK2552089.1
OG0002367	NV2t025546001.1, NV2t025546002.1	KAK2553198.1
OG0002382	NV2t015453001.1	KAK2574281.1
OG0002382	NV2t019837001.1, NV2t020954001.1	KAK2553759.1
OG0002387	NV2t020595001.1	KAK2553847.1, KAK2553846.1
OG0002391	NV2t021105003.1, NV2t021105002.1, NV2t021105001.1	KAK2554031.1, KAK2554030.1
OG0002406	NV2t004503001.1, NV2t004503002.1	KAK2566369.1, KAK2554751.1, KAK2554812.1
OG0002087	NV2t009902003.1, NV2t009902001.1, NV2t009902002.1	KAK2573033.1
OG0002104	NV2t015449001.1, NV2t015449002.1	KAK2573996.1, KAK2573995.1
OG0002175	NV2t022916001.1, NV2t022916002.1	KAK2564447.1
OG0002192	NV2t004077001.1, NV2t004077002.1	KAK2554358.1
OG0002210	NV2t020821001.1, NV2t020821002.1	KAK2568728.1
OG0002272	NV2t015402001.1	KAK2548264.1, KAK2573121.1
OG0002289	NV2t020217001.1	KAK2567660.1, KAK2567659.1, KAK2553597.1, KAK2556869.1, KAK2549557.1, KAK2553421.1
OG0002306	NV2t008489003.1, NV2t008489001.1, NV2t008489002.1, NV2t008489004.1	KAK2550266.1
OG0002325	NV2t001941001.1, NV2t001941002.1, NV2t001941003.1, NV2t001941004.1, NV2t001941005.1, NV2t001941006.1	KAK2550921.1
OG0002343	NV2t014393001.1	KAK2551775.1, KAK2551778.1
OG0002359	NV2t023175004.1, NV2t023175002.1, NV2t023175003.1, NV2t023175006.1	KAK2552909.1
OG0002375	NV2t000605001.1	KAK2569525.1
OG0002375	NV2t005841001.1, NV2t005841002.1	KAK2553494.1
OG0002393	NV2t012594002.1, NV2t012594001.1, NV2t012594003.1	KAK2554243.1
OG0002411	NV2t000296001.1, NV2t000296002.1	KAK2555005.1
OG0002207	NV2t007360003.1, NV2t007360005.1, NV2t007360001.1, NV2t007360002.1, NV2t007360004.1	KAK2571575.1
OG0002222	NV2t019053001.1, NV2t019053002.1	KAK2569190.1
OG0002257	NV2t010914001.1	KAK2547755.1, KAK2547756.1, KAK2551764.1, KAK2547741.1
OG0002273	NV2t005905001.1	KAK2548341.1
OG0002291	NV2t003047001.1, NV2t003047003.1, NV2t003047004.1, NV2t003047005.1	KAK2549659.1
OG0002296	NV2t004670001.1, NV2t004670004.1, NV2t004670002.1, NV2t004670003.1	KAK2549955.1, KAK2549957.1, KAK2549989.1
OG0002309	NV2t008421001.1	KAK2557991.1
OG0002309	NV2t009123001.1, NV2t009123002.1	KAK2550289.1
OG0002314	NV2t005175003.1, NV2t005175001.1, NV2t005175002.1	KAK2550470.1, KAK2550473.1
OG0002349	NV2t010643001.1	KAK2564911.1
OG0002349	NV2t022882001.1, NV2t022881001.1	KAK2551905.1
OG0002364	NV2t004941001.1, NV2t004941002.1	KAK2553132.1
OG0002379	NV2t024915001.1	KAK2560459.1, KAK2567667.1, KAK2553666.1, KAK2553718.1
OG0002396	NV2t004382001.1, NV2t004382002.1	KAK2554354.1
OG0002414	NV2t000376001.1, NV2t000376003.1, NV2t000376002.1, NV2t000376004.1	KAK2555046.1
OG0002430	NV2t009469001.1, NV2t025903001.1, NV2t009499001.1	KAK2562753.1, KAK2565127.1, KAK2556625.1, KAK2574170.1
OG0002205	NV2t004194001.1	KAK2560826.1
OG0002205	NV2t004980001.1	KAK2560739.1
OG0002221	NV2t015118001.1, NV2t015118003.1	KAK2566217.1
OG0002254	NV2t000829003.1, NV2t000829004.1, NV2t000829001.1, NV2t000829002.1	KAK2547495.1
OG0002271	NV2t005666001.1, NV2t005666002.1	KAK2548250.1
OG0002287	NV2t000192001.1	KAK2549340.1
OG0002287	NV2t004063001.1	KAK2549343.1
OG0002327	NV2t004227004.1, NV2t004227002.1, NV2t004227001.1, NV2t004227003.1	KAK2550969.1
OG0002332	NV2t002703001.1	KAK2551284.1
OG0002351	NV2t013367002.1	KAK2552191.1
OG0002351	NV2t013367001.1	KAK2552188.1, KAK2569493.1
OG0002368	NV2t025496001.1, NV2t025496002.1, NV2t025496003.1, NV2t025496005.1, NV2t025496006.1, NV2t025496004.1	KAK2553203.1
OG0002383	NV2t020108001.1, NV2t020109001.1	KAK2553761.1
OG0002383	NV2t016095001.1	KAK2574006.1
OG0002400	NV2t004563003.1, NV2t004563001.1, NV2t004563002.1	KAK2554468.1, KAK2554469.1
OG0002418	NV2t020331001.1, NV2t020331002.1, NV2t020331003.1	KAK2556002.1
OG0002435	NV2t004352001.1, NV2t004352003.1, NV2t004352002.1, NV2t004352004.1	KAK2556851.1
OG0002209	NV2t011925001.1	KAK2570311.1
OG0002224	NV2t019004001.1, NV2t019005001.1, NV2t018807001.1	KAK2569503.1, KAK2569096.1
OG0002255	NV2t021135001.1, NV2t021039004.1, NV2t021039001.1, NV2t021039003.1	KAK2547511.1
OG0002270	NV2t006338001.1, NV2t006342001.1	KAK2548235.1
OG0002275	NV2t006546004.1, NV2t006546001.1, NV2t006546002.1, NV2t006546003.1	KAK2548440.1
OG0002292	NV2t016906004.1, NV2t016906005.1	KAK2549748.1
OG0002307	NV2t009240001.1, NV2t009240002.1	KAK2550273.1
OG0002322	NV2t003523001.1	KAK2550836.1
OG0002339	NV2t006368002.1, NV2t006368001.1, NV2t006368003.1, NV2t006368004.1	KAK2551439.1
OG0002357	NV2t006482001.1	KAK2552823.1, KAK2552826.1, KAK2567211.1, KAK2571045.1
OG0002371	NV2t003173001.1	KAK2553340.1, KAK2553360.1
OG0002386	NV2t020635001.1, NV2t020635002.1	KAK2553820.1
OG0002401	NV2t023307001.1, NV2t023307002.1, NV2t023307003.1, NV2t023307004.1	KAK2554496.1
OG0002419	NV2t003482001.1, NV2t003482002.1	KAK2556021.1
OG0002438	NV2t007300002.1, NV2t007300001.1, NV2t007300003.1	KAK2557116.1
OG0002214	NV2t001523001.1, NV2t001543001.1, NV2t001543002.1, NV2t001543003.1	KAK2550648.1
OG0002229	NV2t024535001.1, NV2t024535002.1	KAK2565996.1
OG0002246	NV2t003393001.1	KAK2553747.1, KAK2553744.1, KAK2547207.1, KAK2547206.1, KAK2547208.1, KAK2547201.1
OG0002263	NV2t014750001.1, NV2t014750002.1	KAK2547965.1
OG0002280	NV2t010690001.1, NV2t010690002.1, NV2t010690003.1, NV2t010690004.1	KAK2548778.1
OG0002298	NV2t005373001.1, NV2t005373002.1	KAK2549975.1
