Orthogroup	Nvec	Pdam
OG0003950	NV2t005143001.1, NV2t005143002.1, NV2t014383001.1	pdam_00013584-RA, pdam_00013585-RA, pdam_00013589-RA
OG0003951	NV2t005459001.1	pdam_00017013-RA
OG0003951	NV2t020278001.1	pdam_00017014-RA, pdam_00006544-RA, pdam_00019089-RA
OG0003954	NV2t021799001.1, NV2t021825001.1, NV2t021803001.1, NV2t021814001.1	pdam_00023172-RA, pdam_00023173-RA
OG0003957	NV2t019739002.1, NV2t021141001.1, NV2t016140001.1, NV2t020591001.1, NV2t022091001.1	pdam_00001937-RA
OG0003958	NV2t022339001.1, NV2t022338003.1, NV2t022338004.1, NV2t022338001.1, NV2t022338002.1	pdam_00001237-RA
OG0003959	NV2t022431001.1, NV2t022431002.1	pdam_00006205-RA, pdam_00000783-RA, pdam_00006226-RA, pdam_00006225-RA
OG0003960	NV2t022603001.1, NV2t022603002.1, NV2t022603003.1, NV2t022603005.1, NV2t022603004.1	pdam_00001865-RA
OG0003961	NV2t011966001.1, NV2t011966002.1, NV2t022947001.1, NV2t011965001.1, NV2t016928001.1	pdam_00011315-RA
OG0003962	NV2t023050001.1, NV2t023295001.1, NV2t023031001.1, NV2t022982001.1, NV2t022982002.1	pdam_00025982-RA
OG0003963	NV2t023164001.1, NV2t023164002.1, NV2t024229003.1, NV2t024229002.1, NV2t024229001.1	pdam_00004429-RA
OG0003965	NV2t023225002.1, NV2t023225001.1, NV2t023228001.1, NV2t023225003.1	pdam_00006275-RA, pdam_00006276-RA
OG0003966	NV2t023572001.1	pdam_00000216-RA, pdam_00013874-RA, pdam_00001917-RA, pdam_00013875-RA, pdam_00001916-RA
OG0003968	NV2t001480001.1, NV2t024322001.1	pdam_00006073-RA, pdam_00017533-RA, pdam_00005423-RA, pdam_00023840-RA
OG0003969	NV2t025553001.1, NV2t024970001.1, NV2t024544001.1, NV2t025551002.1	pdam_00017350-RA, pdam_00023940-RA
OG0003972	NV2t025332001.1, NV2t025332006.1, NV2t025332004.1, NV2t025332005.1, NV2t025332007.1	pdam_00005864-RA
OG0003973	NV2t013147001.1, NV2t013147002.1, NV2t013147003.1, NV2t013147004.1, NV2t013147005.1	pdam_00000453-RA
OG0003974	NV2t013249001.1, NV2t013553001.1, NV2t015875001.1	pdam_00012034-RA, pdam_00012033-RA, pdam_00012032-RA
OG0003975	NV2t013270001.1	pdam_00010982-RA
OG0003975	NV2t013934001.1, NV2t013930001.1, NV2t013930002.1	pdam_00010981-RA
OG0003976	NV2t013457001.1	pdam_00001158-RA, pdam_00001534-RA, pdam_00001532-RA, pdam_00025241-RA, pdam_00001116-RA
OG0003977	NV2t013521001.1, NV2t013461001.1, NV2t012209001.1	pdam_00019070-RA, pdam_00011324-RA, pdam_00011319-RA
OG0003979	NV2t013831001.1, NV2t013834001.1	pdam_00003206-RA
OG0003979	NV2t013832001.1, NV2t013836001.1	pdam_00003207-RA
OG0003981	NV2t014033001.1, NV2t014033002.1, NV2t014033004.1, NV2t014033003.1	pdam_00003144-RA, pdam_00003152-RA
OG0003982	NV2t014204003.1, NV2t014204004.1, NV2t014204002.1, NV2t014204001.1	pdam_00000437-RA, pdam_00019177-RA
OG0003983	NV2t014488001.1, NV2t014489001.1	pdam_00020910-RA, pdam_00011273-RA, pdam_00015907-RA, pdam_00015909-RA
OG0003984	NV2t014510004.1, NV2t014510005.1, NV2t014510002.1, NV2t014510001.1, NV2t014510003.1	pdam_00003902-RA
OG0003985	NV2t014538003.1	pdam_00011429-RA
OG0003985	NV2t019468001.1, NV2t019469001.1, NV2t019469002.1	pdam_00016573-RA
OG0003987	NV2t016336001.1	pdam_00006581-RA
OG0003987	NV2t016338002.1, NV2t016338001.1	pdam_00008379-RA, pdam_00008380-RA
OG0003988	NV2t016483006.1, NV2t016483001.1, NV2t016483003.1, NV2t016483005.1, NV2t016483002.1	pdam_00010255-RA
OG0003992	NV2t017705001.1	pdam_00015033-RA
OG0003992	NV2t016881001.1	pdam_00020539-RA, pdam_00007175-RA, pdam_00009404-RA
OG0003993	NV2t016892002.1, NV2t016892003.1, NV2t016892004.1	pdam_00018865-RA, pdam_00014185-RA, pdam_00014186-RA
OG0003995	NV2t017227001.1, NV2t017227002.1, NV2t017227004.1, NV2t017227003.1	pdam_00013919-RA, pdam_00013920-RA
OG0003996	NV2t017303004.1, NV2t017303002.1, NV2t017303005.1, NV2t017303003.1, NV2t017303001.1	pdam_00008932-RA
OG0003997	NV2t017424001.1	pdam_00014960-RA, pdam_00014952-RA, pdam_00014954-RA, pdam_00014957-RA, pdam_00014958-RA
OG0003998	NV2t017614001.1, NV2t017614003.1, NV2t017614002.1	pdam_00005459-RA, pdam_00011773-RA, pdam_00008673-RA
OG0004000	NV2t018394001.1, NV2t018394002.1, NV2t018394003.1, NV2t018394004.1, NV2t018394005.1	pdam_00003543-RA
OG0004001	NV2t020021001.1, NV2t019484001.1, NV2t020023002.1, NV2t020023001.1, NV2t020023003.1	pdam_00003792-RA
OG0004003	NV2t019910001.1, NV2t019910003.1, NV2t019910004.1, NV2t019910005.1, NV2t019910002.1	pdam_00016564-RA
OG0004004	NV2t020151001.1	pdam_00007631-RA, pdam_00023832-RA, pdam_00017953-RA, pdam_00017952-RA, pdam_00017950-RA
OG0004005	NV2t020393001.1	pdam_00012238-RA, pdam_00012240-RA, pdam_00012239-RA, pdam_00015372-RA, pdam_00019309-RA
OG0004007	NV2t000280001.1, NV2t000280002.1, NV2t000280003.1, NV2t000280004.1	pdam_00000454-RA, pdam_00017182-RA
OG0004008	NV2t000371001.1	pdam_00024051-RA, pdam_00017230-RA, pdam_00012265-RA, pdam_00001629-RA, pdam_00001628-RA
OG0004009	NV2t000391001.1, NV2t000687001.1, NV2t000690001.1	pdam_00017954-RA, pdam_00024929-RA, pdam_00023225-RA
OG0004011	NV2t001089001.1	pdam_00013728-RA
OG0004011	NV2t002295001.1, NV2t002295002.1	pdam_00018156-RA, pdam_00022251-RA
OG0004013	NV2t002059001.1, NV2t002059003.1, NV2t002059005.1, NV2t002059002.1	pdam_00005310-RA, pdam_00005309-RA
OG0004015	NV2t002314001.1, NV2t002314002.1, NV2t002314003.1, NV2t002314004.1	pdam_00001380-RA, pdam_00001381-RA
OG0004016	NV2t010701002.1, NV2t010701005.1, NV2t010701001.1, NV2t010701004.1, NV2t010701003.1	pdam_00005284-RA
OG0004017	NV2t011123001.1, NV2t011125001.1, NV2t011127001.1, NV2t011129001.1	pdam_00005600-RA, pdam_00005602-RA
OG0004018	NV2t011846001.1, NV2t011846003.1, NV2t011846004.1, NV2t011846005.1, NV2t011846002.1	pdam_00024503-RA
OG0004019	NV2t012098001.1, NV2t012098003.1, NV2t012098004.1, NV2t012098005.1, NV2t012098002.1	pdam_00015305-RA
OG0004032	NV2t007004001.1	pdam_00021369-RA, pdam_00019376-RA, pdam_00023917-RA, pdam_00009016-RA
OG0004033	NV2t001155001.1, NV2t014494001.1	pdam_00010976-RA
OG0004034	NV2t024993001.1	pdam_00007250-RA
OG0004034	NV2t021362001.1	pdam_00013390-RA, pdam_00007257-RA
OG0004036	NV2t024636001.1	pdam_00007678-RA, pdam_00024270-RA
OG0004037	NV2t015900001.1	pdam_00008383-RA, pdam_00008384-RA
OG0004040	NV2t013894001.1, NV2t013894003.1	pdam_00010539-RA, pdam_00010538-RA, pdam_00010537-RA
OG0004041	NV2t024963001.1	pdam_00021926-RA, pdam_00005851-RA
OG0004043	NV2t020821001.1, NV2t020821002.1	pdam_00017833-RA
OG0004044	NV2t020607001.1, NV2t020607002.1	pdam_00013051-RA, pdam_00013049-RA
OG0004045	NV2t016130004.1	pdam_00005379-RA, pdam_00005380-RA
OG0004048	NV2t022773001.1, NV2t022772001.1	pdam_00001033-RA
OG0004049	NV2t010475001.1, NV2t010477001.1	pdam_00007458-RA
OG0004050	NV2t003692001.1, NV2t003691001.1	pdam_00005508-RA
OG0004051	NV2t008165001.1	pdam_00004142-RA, pdam_00004143-RA
OG0004052	NV2t003927001.1, NV2t003927002.1	pdam_00018698-RA
OG0004053	NV2t009060001.1	pdam_00004029-RA, pdam_00004025-RA
OG0004054	NV2t013669001.1	pdam_00004186-RA, pdam_00004185-RA
OG0004055	NV2t023101001.1	pdam_00004757-RA
OG0004056	NV2t008029001.1, NV2t008029002.1	pdam_00013850-RA
OG0004057	NV2t005541001.1	pdam_00008182-RA, pdam_00014263-RA
OG0004060	NV2t021778001.1, NV2t021778002.1	pdam_00015491-RA
OG0004061	NV2t003524001.1, NV2t003524002.1	pdam_00013082-RA
OG0004062	NV2t014915001.1	pdam_00004080-RA
OG0004063	NV2t007147001.1	pdam_00023263-RA, pdam_00023262-RA
OG0004064	NV2t023498001.1, NV2t023504001.1	pdam_00001181-RA
OG0004065	NV2t018282001.1, NV2t018282002.1	pdam_00011754-RA
OG0004066	NV2t008657001.1, NV2t008657002.1	pdam_00025297-RA
OG0004067	NV2t009562001.1, NV2t009562002.1	pdam_00014621-RA
OG0004068	NV2t022787001.1, NV2t022789001.1	pdam_00007145-RA
OG0004069	NV2t009785002.1, NV2t009785003.1	pdam_00001988-RA
OG0004070	NV2t006452001.1	pdam_00013876-RA, pdam_00009484-RA
OG0004071	NV2t016327001.1, NV2t016327002.1	pdam_00025063-RA
OG0004072	NV2t013792001.1, NV2t013792002.1	pdam_00001087-RA
OG0004073	NV2t000411001.1	pdam_00002273-RA, pdam_00009210-RA
OG0004074	NV2t004882001.1, NV2t004882002.1	pdam_00017250-RA
OG0004075	NV2t008816001.1, NV2t008816002.1	pdam_00011167-RA
OG0004076	NV2t020681001.1	pdam_00015452-RA
OG0004077	NV2t000574002.1	pdam_00023236-RA, pdam_00012517-RA
OG0004078	NV2t018791001.1, NV2t018791002.1	pdam_00015021-RA
OG0004079	NV2t024142001.1, NV2t024142002.1	pdam_00007540-RA
OG0004080	NV2t001869001.1, NV2t001869002.1	pdam_00022743-RA
OG0004081	NV2t017641002.1	pdam_00006278-RA
OG0004084	NV2t013892001.1, NV2t013297001.1	pdam_00014496-RA
OG0004085	NV2t021265001.1	pdam_00020402-RA
OG0004086	NV2t019345001.1, NV2t019348001.1	pdam_00015206-RA
OG0004087	NV2t002422001.1, NV2t002421001.1	pdam_00012145-RA
OG0004088	NV2t016198001.1, NV2t016198002.1	pdam_00017335-RA
OG0004090	NV2t023855001.1, NV2t023855002.1	pdam_00010290-RA
OG0004091	NV2t021664001.1	pdam_00003493-RA
OG0004092	NV2t024747003.1, NV2t010635001.1	pdam_00017032-RA
OG0004093	NV2t022112001.1, NV2t022112002.1	pdam_00018146-RA
OG0004094	NV2t006188001.1, NV2t006188002.1	pdam_00002689-RA
OG0004095	NV2t012524001.1, NV2t012524002.1	pdam_00022133-RA
OG0004096	NV2t002298001.1, NV2t002298002.1	pdam_00001403-RA
OG0004098	NV2t022770001.1, NV2t022770002.1	pdam_00001036-RA
OG0004099	NV2t013530001.1	pdam_00003362-RA
OG0004100	NV2t022014001.1, NV2t021896001.1	pdam_00001844-RA
OG0004101	NV2t007895001.1, NV2t007895002.1	pdam_00003034-RA
OG0004103	NV2t018277001.1, NV2t018277002.1	pdam_00002969-RA
OG0004104	NV2t006628001.1	pdam_00017797-RA
OG0004105	NV2t000707001.1, NV2t006047001.1	pdam_00015679-RA
OG0004106	NV2t024379001.1, NV2t024379002.1	pdam_00007009-RA
OG0004107	NV2t006486001.1, NV2t006090001.1	pdam_00018358-RA
OG0004108	NV2t003057001.1, NV2t003057002.1	pdam_00018824-RA
OG0004109	NV2t013874001.1, NV2t013874002.1	pdam_00023242-RA
OG0004110	NV2t020694001.1, NV2t020694002.1	pdam_00015450-RA
OG0004112	NV2t007250001.1, NV2t007251001.1	pdam_00015219-RA
OG0004113	NV2t014603001.1, NV2t014607001.1	pdam_00020254-RA
OG0004114	NV2t003175001.1, NV2t003175002.1	pdam_00022873-RA
OG0004115	NV2t002840001.1	pdam_00006701-RA
OG0004116	NV2t009923001.1, NV2t009923002.1	pdam_00018049-RA
OG0004117	NV2t024732001.1, NV2t024732002.1	pdam_00000131-RA
OG0004118	NV2t017275001.1, NV2t021121001.1	pdam_00006558-RA
OG0004119	NV2t010825001.1, NV2t010828001.1	pdam_00021676-RA
OG0004120	NV2t020561001.1, NV2t020561002.1	pdam_00016582-RA
OG0004124	NV2t010863001.1, NV2t010863002.1	pdam_00014484-RA
OG0004125	NV2t015958001.1, NV2t015958002.1	pdam_00023779-RA
OG0004126	NV2t023999001.1	pdam_00016977-RA, pdam_00014051-RA
OG0004127	NV2t020538001.1, NV2t020538002.1	pdam_00018775-RA
OG0004128	NV2t018844001.1	pdam_00024066-RA
OG0004129	NV2t012811001.1	pdam_00010621-RA
OG0004130	NV2t006908001.1	pdam_00023717-RA
OG0004131	NV2t010928001.1, NV2t010928003.1	pdam_00012675-RA
OG0004132	NV2t008668001.1, NV2t008668002.1	pdam_00010163-RA
OG0004133	NV2t002151002.1, NV2t002151003.1	pdam_00002224-RA
OG0004134	NV2t023914001.1, NV2t024292001.1	pdam_00016678-RA
OG0004135	NV2t006299001.1, NV2t006299002.1	pdam_00009453-RA
OG0004136	NV2t017303006.1, NV2t017303007.1	pdam_00008933-RA
OG0004137	NV2t023501001.1, NV2t023506001.1	pdam_00000803-RA
OG0004138	NV2t025586001.1, NV2t025586002.1	pdam_00005837-RA
OG0004139	NV2t002045001.1, NV2t002045002.1	pdam_00010942-RA
OG0004140	NV2t003462001.1	pdam_00012542-RA, pdam_00012541-RA
OG0004141	NV2t022893001.1, NV2t022893002.1	pdam_00000200-RA
OG0004142	NV2t007017001.1	pdam_00018255-RA
OG0004143	NV2t009780001.1, NV2t009780002.1	pdam_00011512-RA
OG0004144	NV2t017058001.1, NV2t017058002.1	pdam_00021596-RA
OG0004145	NV2t023329001.1	pdam_00011392-RA
OG0004146	NV2t008621001.1, NV2t008621002.1	pdam_00007299-RA
OG0004147	NV2t004463001.1	pdam_00002494-RA
OG0004148	NV2t001689001.1	pdam_00017989-RA
OG0004149	NV2t007414001.1	pdam_00005406-RA
OG0004150	NV2t008959001.1	pdam_00002011-RA, pdam_00002013-RA
OG0004151	NV2t021332001.1	pdam_00013023-RA
OG0004152	NV2t011626001.1, NV2t011626002.1	pdam_00018851-RA
OG0004154	NV2t012574001.1	pdam_00019711-RA, pdam_00005742-RA
OG0004155	NV2t010847001.1, NV2t010847002.1	pdam_00016903-RA
OG0004156	NV2t006288002.1, NV2t006288003.1	pdam_00011777-RA
OG0004157	NV2t024213001.1, NV2t024217001.1	pdam_00000722-RA
OG0004158	NV2t024540001.1, NV2t024540002.1	pdam_00005886-RA
OG0004160	NV2t024591001.1, NV2t024591002.1	pdam_00015605-RA
OG0004161	NV2t005352001.1	pdam_00003626-RA
OG0004164	NV2t013861001.1, NV2t013861002.1	pdam_00011887-RA
OG0004165	NV2t018566001.1, NV2t018566002.1	pdam_00004549-RA
OG0004166	NV2t007649001.1, NV2t007654001.1	pdam_00003044-RA
OG0004167	NV2t025057001.1, NV2t025057002.1	pdam_00017461-RA
OG0004168	NV2t004190001.1	pdam_00015399-RA
OG0004169	NV2t020858001.1	pdam_00007807-RA, pdam_00012046-RA
OG0004170	NV2t023459001.1	pdam_00013377-RA
OG0004171	NV2t000984001.1, NV2t000984002.1	pdam_00015257-RA
OG0004172	NV2t009695001.1, NV2t009695002.1	pdam_00020423-RA
OG0004173	NV2t017592002.1, NV2t017592001.1	pdam_00014693-RA
OG0004174	NV2t015509001.1, NV2t015509002.1	pdam_00008948-RA
OG0004175	NV2t019498001.1, NV2t019498002.1	pdam_00012043-RA
OG0004177	NV2t018116001.1, NV2t018116002.1	pdam_00012885-RA
OG0004178	NV2t014910001.1, NV2t014910002.1	pdam_00004076-RA
OG0004179	NV2t007989001.1, NV2t007990001.1	pdam_00022691-RA
OG0004180	NV2t003251001.1, NV2t003251002.1	pdam_00005512-RA
OG0004181	NV2t022513001.1	pdam_00008021-RA
OG0004182	NV2t013310001.1, NV2t013310002.1	pdam_00005080-RA
OG0004183	NV2t006988001.1	pdam_00010069-RA, pdam_00023549-RA
OG0004184	NV2t017410002.1, NV2t017410003.1	pdam_00005108-RA
OG0004186	NV2t014166001.1, NV2t014166002.1	pdam_00016757-RA
OG0004187	NV2t002373001.1, NV2t002373002.1	pdam_00001740-RA
OG0004188	NV2t017800002.1, NV2t017800003.1	pdam_00004979-RA
OG0004190	NV2t002051001.1, NV2t002052001.1	pdam_00012251-RA
OG0004191	NV2t003802001.1, NV2t003802002.1	pdam_00019801-RA
OG0004192	NV2t023275001.1	pdam_00009895-RA
OG0004193	NV2t020422001.1, NV2t020422002.1	pdam_00020206-RA
OG0004194	NV2t004808001.1, NV2t004808002.1	pdam_00009132-RA
OG0004195	NV2t016972001.1, NV2t016972002.1	pdam_00008119-RA
OG0004196	NV2t015048001.1, NV2t015058001.1	pdam_00000735-RA
OG0004197	NV2t015096001.1	pdam_00013639-RA
OG0004198	NV2t022377001.1, NV2t022377002.1	pdam_00016380-RA
OG0004200	NV2t017730001.1, NV2t017730002.1	pdam_00019537-RA
OG0004201	NV2t004873001.1, NV2t004873002.1	pdam_00003623-RA
OG0004203	NV2t016172001.1, NV2t016172002.1	pdam_00008139-RA
OG0004204	NV2t021931001.1, NV2t021931002.1	pdam_00014929-RA
OG0004205	NV2t018134001.1	pdam_00005001-RA
OG0004206	NV2t022100001.1, NV2t012884001.1	pdam_00014790-RA
OG0004207	NV2t016552002.1, NV2t016552003.1	pdam_00018961-RA
OG0004208	NV2t019084002.1	pdam_00011809-RA
OG0004209	NV2t016166001.1, NV2t016166002.1	pdam_00010221-RA
OG0004210	NV2t004714001.1, NV2t004714002.1	pdam_00007730-RA
OG0004211	NV2t010031001.1, NV2t010032001.1	pdam_00002758-RA
OG0004213	NV2t007834001.1, NV2t007834002.1	pdam_00005739-RA
OG0004214	NV2t021243001.1	pdam_00000953-RA
OG0004215	NV2t005388001.1, NV2t005389001.1	pdam_00002485-RA
OG0004216	NV2t023382001.1	pdam_00000233-RA
OG0004217	NV2t007372001.1, NV2t007372002.1	pdam_00005660-RA
OG0004218	NV2t014107001.1, NV2t014107002.1	pdam_00007390-RA
OG0004219	NV2t002956001.1, NV2t002956002.1	pdam_00009534-RA
OG0004222	NV2t025966001.1, NV2t000894001.1	pdam_00015842-RA
OG0004223	NV2t013846001.1, NV2t013846002.1	pdam_00003066-RA
OG0004225	NV2t003696001.1, NV2t003696002.1	pdam_00006733-RA
OG0004226	NV2t011226001.1, NV2t011226002.1	pdam_00016803-RA
OG0004228	NV2t024929001.1, NV2t024929002.1	pdam_00005895-RA
OG0004229	NV2t002168001.1, NV2t002165001.1	pdam_00013250-RA
OG0004230	NV2t010484001.1, NV2t010484002.1	pdam_00001874-RA
OG0004231	NV2t012048001.1, NV2t012048002.1	pdam_00009243-RA
OG0004232	NV2t006600001.1, NV2t006600002.1	pdam_00017783-RA
OG0004233	NV2t000097001.1	pdam_00012214-RA
OG0004234	NV2t010306001.1	pdam_00002756-RA, pdam_00002755-RA
OG0004235	NV2t021095001.1, NV2t021137001.1	pdam_00016694-RA
OG0004236	NV2t007239001.1, NV2t007239002.1	pdam_00009012-RA
OG0004237	NV2t000921001.1, NV2t000921002.1	pdam_00006208-RA
OG0004238	NV2t001213001.1, NV2t001213002.1	pdam_00009046-RA
OG0004239	NV2t008991001.1	pdam_00021366-RA
OG0004241	NV2t007496001.1, NV2t007496002.1	pdam_00022831-RA
OG0004242	NV2t009040001.1, NV2t009040002.1	pdam_00002067-RA
OG0004243	NV2t015370001.1, NV2t015370002.1	pdam_00022701-RA
OG0004244	NV2t023581001.1, NV2t023581002.1	pdam_00008320-RA
OG0004245	NV2t004577001.1, NV2t004577002.1	pdam_00018552-RA
OG0004246	NV2t013815001.1, NV2t013815002.1	pdam_00004085-RA
OG0004247	NV2t023325001.1, NV2t023325002.1	pdam_00014031-RA
OG0004248	NV2t007094001.1	pdam_00013839-RA
OG0004249	NV2t002979001.1, NV2t002979002.1	pdam_00014877-RA
OG0004250	NV2t017085001.1, NV2t017085002.1	pdam_00003679-RA
OG0004251	NV2t005419001.1, NV2t005419002.1	pdam_00014802-RA
OG0004252	NV2t008173001.1, NV2t008173002.1	pdam_00016314-RA
OG0004253	NV2t022255001.1	pdam_00001771-RA, pdam_00001770-RA
OG0004254	NV2t025113001.1, NV2t025114001.1	pdam_00010105-RA
OG0004255	NV2t005892001.1, NV2t005892002.1	pdam_00014901-RA
OG0004256	NV2t017182002.1	pdam_00005365-RA, pdam_00005364-RA
OG0004257	NV2t002093001.1, NV2t002093002.1	pdam_00018160-RA
OG0004258	NV2t007055001.1, NV2t007055002.1	pdam_00008613-RA
OG0004259	NV2t008880001.1, NV2t008880002.1	pdam_00016238-RA
OG0004260	NV2t014781001.1	pdam_00001078-RA, pdam_00001120-RA
OG0004261	NV2t015390001.1	pdam_00009627-RA
OG0004262	NV2t019839001.1, NV2t019839002.1	pdam_00020205-RA
OG0004263	NV2t000449001.1	pdam_00002223-RA
OG0004264	NV2t019751001.1, NV2t019751002.1	pdam_00023806-RA
OG0004265	NV2t023176001.1, NV2t023181001.1	pdam_00000221-RA
OG0004266	NV2t001073001.1, NV2t001080001.1	pdam_00018534-RA
OG0004267	NV2t012611001.1, NV2t012611002.1	pdam_00025357-RA
OG0004268	NV2t012976001.1, NV2t012986002.1	pdam_00000613-RA
OG0004269	NV2t011615001.1, NV2t011615002.1	pdam_00016509-RA
OG0004270	NV2t007312001.1, NV2t007326001.1	pdam_00006375-RA
OG0004272	NV2t020168001.1, NV2t020173001.1	pdam_00013112-RA
OG0004273	NV2t017458001.1	pdam_00005453-RA, pdam_00005452-RA
OG0004275	NV2t022793001.1, NV2t022796001.1	pdam_00007143-RA
OG0004276	NV2t008273001.1	pdam_00013327-RA
OG0004277	NV2t010811001.1, NV2t010811002.1	pdam_00000704-RA
OG0004278	NV2t011548001.1	pdam_00004450-RA
OG0004279	NV2t011611001.1, NV2t011611002.1	pdam_00005771-RA
OG0004280	NV2t025977001.1, NV2t017548001.1	pdam_00007182-RA
OG0004282	NV2t019039001.1, NV2t019039002.1	pdam_00005151-RA
OG0004284	NV2t016086001.1	pdam_00013922-RA
OG0004285	NV2t021997001.1	pdam_00009703-RA, pdam_00020027-RA
OG0004286	NV2t012119001.1, NV2t012119004.1	pdam_00017194-RA
OG0004287	NV2t019967001.1, NV2t019967002.1	pdam_00006485-RA
OG0004289	NV2t016625001.1, NV2t016625002.1	pdam_00013924-RA
OG0004290	NV2t004053001.1, NV2t018657001.1	pdam_00010841-RA
OG0004291	NV2t014307001.1, NV2t014307002.1	pdam_00004164-RA
OG0004292	NV2t004486001.1, NV2t004486002.1	pdam_00020045-RA
OG0004293	NV2t006858002.1, NV2t006858003.1	pdam_00013845-RA
OG0004294	NV2t019547001.1, NV2t019547002.1	pdam_00018101-RA
OG0004295	NV2t022219001.1, NV2t022221001.1	pdam_00006294-RA
OG0004296	NV2t003911001.1, NV2t003911002.1	pdam_00004323-RA
OG0004297	NV2t003785001.1, NV2t003785002.1	pdam_00017281-RA
OG0004298	NV2t022857001.1, NV2t022862002.1	pdam_00022505-RA
OG0004299	NV2t003283001.1, NV2t003284001.1	pdam_00008718-RA
OG0004300	NV2t019312001.1, NV2t019312003.1	pdam_00013443-RA
OG0004301	NV2t013829001.1, NV2t013829002.1	pdam_00003208-RA
OG0004302	NV2t020566001.1, NV2t020566002.1	pdam_00002840-RA
OG0004303	NV2t011880001.1, NV2t023450001.1	pdam_00025228-RA
OG0004304	NV2t014589001.1, NV2t014589002.1	pdam_00010528-RA
OG0004305	NV2t007466001.1	pdam_00023197-RA
OG0004306	NV2t004869001.1, NV2t004869002.1	pdam_00013407-RA
OG0004307	NV2t013974001.1, NV2t013979001.1	pdam_00015917-RA
OG0004308	NV2t005176001.1, NV2t005176002.1	pdam_00018809-RA
OG0004309	NV2t001995001.1, NV2t001995002.1	pdam_00006179-RA
OG0004310	NV2t010876001.1	pdam_00005764-RA
OG0004311	NV2t006558001.1, NV2t006556001.1	pdam_00009449-RA
OG0004312	NV2t002759001.1, NV2t002759002.1	pdam_00007502-RA
OG0004313	NV2t004035001.1	pdam_00011865-RA, pdam_00011866-RA
OG0004315	NV2t022317001.1, NV2t022317002.1	pdam_00014529-RA
OG0004318	NV2t005617001.1	pdam_00018312-RA
OG0004319	NV2t000913001.1, NV2t000913002.1	pdam_00009292-RA
OG0004320	NV2t008648001.1, NV2t008648002.1	pdam_00004605-RA
OG0004321	NV2t021269001.1, NV2t021269002.1	pdam_00001356-RA
OG0004322	NV2t009127001.1, NV2t009127002.1	pdam_00001550-RA
OG0004323	NV2t018334001.1, NV2t018334002.1	pdam_00009094-RA
OG0004324	NV2t002260001.1, NV2t002260002.1	pdam_00005348-RA
OG0004326	NV2t005343001.1, NV2t005343002.1	pdam_00018559-RA
OG0004327	NV2t005231001.1	pdam_00025922-RA, pdam_00024071-RA
OG0004329	NV2t007245001.1	pdam_00010060-RA, pdam_00022333-RA
OG0004330	NV2t000441001.1, NV2t000447001.1	pdam_00025830-RA
OG0004332	NV2t023617001.1, NV2t023617002.1	pdam_00017311-RA
OG0004333	NV2t013563001.1, NV2t013563002.1	pdam_00010436-RA
OG0004335	NV2t000985001.1, NV2t000985002.1	pdam_00015256-RA
OG0004336	NV2t017846001.1, NV2t017846002.1	pdam_00015228-RA
OG0004337	NV2t006526001.1, NV2t006526002.1	pdam_00002599-RA
OG0004338	NV2t000823001.1	pdam_00025748-RA, pdam_00026052-RA
OG0004339	NV2t004724001.1, NV2t004724002.1	pdam_00009125-RA
OG0004340	NV2t008089001.1	pdam_00010061-RA, pdam_00010064-RA
OG0004342	NV2t015486001.1, NV2t015486002.1	pdam_00012735-RA
OG0004343	NV2t004507001.1, NV2t004507002.1	pdam_00004676-RA
OG0004344	NV2t010081001.1, NV2t010081002.1	pdam_00001909-RA
OG0004345	NV2t016240001.1, NV2t016240002.1	pdam_00006958-RA
OG0004346	NV2t007253001.1, NV2t007253002.1	pdam_00008780-RA
OG0004347	NV2t008372001.1	pdam_00001992-RA
OG0004348	NV2t006460001.1	pdam_00024626-RA, pdam_00024627-RA
OG0004349	NV2t007995001.1, NV2t007995002.1	pdam_00010928-RA
OG0004350	NV2t011118001.1, NV2t012684001.1	pdam_00018632-RA
OG0004351	NV2t010326001.1	pdam_00003222-RA
OG0004352	NV2t020916001.1, NV2t020916002.1	pdam_00016681-RA
OG0004353	NV2t012274001.1, NV2t012274002.1	pdam_00014654-RA
OG0004354	NV2t025647001.1, NV2t025647002.1	pdam_00012779-RA
OG0004355	NV2t007395001.1	pdam_00000509-RA, pdam_00016568-RA
OG0004357	NV2t011575001.1, NV2t011575002.1	pdam_00009251-RA
OG0004358	NV2t015144001.1	pdam_00021785-RA, pdam_00021784-RA
OG0004359	NV2t020983001.1, NV2t020999001.1	pdam_00002810-RA
OG0004360	NV2t003401001.1, NV2t003401002.1	pdam_00005065-RA
OG0004361	NV2t000032001.1, NV2t000032002.1	pdam_00002310-RA
OG0004362	NV2t007651001.1, NV2t007656001.1	pdam_00003042-RA
OG0004363	NV2t002746001.1, NV2t002746002.1	pdam_00022050-RA
OG0004364	NV2t000257001.1, NV2t000257002.1	pdam_00001459-RA
OG0004365	NV2t018453001.1, NV2t018453002.1	pdam_00015751-RA
OG0004366	NV2t002589001.1	pdam_00009561-RA
OG0004367	NV2t004755002.1, NV2t004755003.1	pdam_00010306-RA
OG0004368	NV2t022020001.1, NV2t022020002.1	pdam_00021437-RA
OG0004369	NV2t023111001.1, NV2t023114001.1	pdam_00013384-RA
OG0004371	NV2t000959001.1	pdam_00024800-RA, pdam_00024799-RA
OG0004372	NV2t020846001.1, NV2t020846002.1	pdam_00002811-RA
