Orthogroup	Nvec	Mmus
OG0002810	NV2t003117001.1	RASF5_MOUSE, RASF1_MOUSE
OG0002811	NV2t020356001.1	SMAG2_MOUSE, SMAG1_MOUSE
OG0002814	NV2t015299001.1, NV2t015299002.1, NV2t015299003.1	MYBPP_MOUSE
OG0002815	NV2t012043001.1	HYCC2_MOUSE, HYCCI_MOUSE
OG0002817	NV2t017090003.1, NV2t017090001.1, NV2t017090002.1	DLGP5_MOUSE
OG0002818	NV2t017342001.1	RTKN_MOUSE, RTKN2_MOUSE
OG0002821	NV2t023450001.1, NV2t011880001.1	CP141_MOUSE
OG0002822	NV2t021328001.1	TUTLA_MOUSE, TUTLB_MOUSE
OG0002823	NV2t010830001.1, NV2t015409001.1	VKOR1_MOUSE
OG0002824	NV2t023618002.1, NV2t023618004.1, NV2t023618003.1	PIGO_MOUSE
OG0002825	NV2t016679001.1, NV2t016675001.1, NV2t016679002.1	CCHCR_MOUSE
OG0002827	NV2t010330001.1	ZMIZ2_MOUSE, ZMIZ1_MOUSE
OG0002828	NV2t003209001.1	TAF7_MOUSE, TAF7L_MOUSE
OG0002829	NV2t009916001.1, NV2t009916002.1, NV2t009916003.1	CAYP2_MOUSE
OG0002831	NV2t014421001.1	OSB10_MOUSE, OSB11_MOUSE
OG0002832	NV2t020912002.1, NV2t020912003.1, NV2t020912001.1	TTL_MOUSE
OG0002833	NV2t010864001.1	TWST2_MOUSE, TWST1_MOUSE
OG0002834	NV2t014747001.1	UBP13_MOUSE, UBP5_MOUSE
OG0002835	NV2t014560001.1	LYSM2_MOUSE, LYSM1_MOUSE
OG0002836	NV2t022441001.1, NV2t022441002.1	MPU1_MOUSE
OG0002837	NV2t007094001.1	CCZ1_MOUSE
OG0002838	NV2t023685001.1	MBD3_MOUSE, MBD2_MOUSE
OG0002839	NV2t011107001.1, NV2t011107002.1, NV2t011107003.1	NTPCR_MOUSE
OG0002840	NV2t023849001.1	ACBG1_MOUSE, ACBG2_MOUSE
OG0002841	NV2t013926001.1	FBX40_MOUSE, FBX30_MOUSE
OG0002842	NV2t014381001.1, NV2t014380001.1	TM177_MOUSE
OG0002843	NV2t001725001.1	RPA1_MOUSE
OG0002845	NV2t000118001.1, NV2t012712001.1	LMLN_MOUSE
OG0002846	NV2t007349001.1	TM1L2_MOUSE, TOM1_MOUSE
OG0002847	NV2t000670001.1, NV2t000933001.1	PHF24_MOUSE
OG0002848	NV2t019670001.1	FA98B_MOUSE, FA98A_MOUSE
OG0002849	NV2t002199001.1, NV2t002199002.1	NOL9_MOUSE
OG0002850	NV2t011651001.1	DC1I1_MOUSE, DC1I2_MOUSE
OG0002851	NV2t022168001.1	CUL4A_MOUSE, CUL4B_MOUSE
OG0002852	NV2t018036001.1	RNF24_MOUSE, RN122_MOUSE
OG0002853	NV2t020355003.1, NV2t020355002.1, NV2t020355001.1	RM04_MOUSE
OG0002854	NV2t002539001.1	PGK1_MOUSE, PGK2_MOUSE
OG0002855	NV2t018714002.1, NV2t018714001.1, NV2t018714003.1	SIL1_MOUSE
OG0002856	NV2t013643001.1, NV2t025170001.1	HM20A_MOUSE
OG0002857	NV2t003115001.1	RBM26_MOUSE, RBM27_MOUSE
OG0002858	NV2t007717001.1	GDIR2_MOUSE, GDIR1_MOUSE
OG0002859	NV2t002930001.1	PK2L1_MOUSE, PKD2_MOUSE
OG0002860	NV2t015435001.1	ZDHC5_MOUSE, ZDHC8_MOUSE
OG0002861	NV2t003340001.1	PDS5A_MOUSE, PDS5B_MOUSE
OG0002862	NV2t006248002.1	CAP1_MOUSE, CAP2_MOUSE
OG0002865	NV2t015351001.1	SMAP2_MOUSE, SMAP1_MOUSE
OG0002866	NV2t023503001.1, NV2t023503002.1, NV2t023508001.1	RPC3_MOUSE
OG0002867	NV2t009039001.1	SNX3_MOUSE, SNX12_MOUSE
OG0002868	NV2t016467001.1, NV2t016460001.1, NV2t016460002.1	GUCD1_MOUSE
OG0002869	NV2t003597001.1	VILI_MOUSE, AVIL_MOUSE
OG0002870	NV2t019593001.1	G6PC1_MOUSE, G6PC2_MOUSE
OG0002871	NV2t022258001.1, NV2t022258003.1, NV2t022258002.1	P2R3D_MOUSE
OG0002872	NV2t007472001.1, NV2t007472002.1, NV2t007472003.1	KITH_MOUSE
OG0002873	NV2t003050002.1	TM216_MOUSE, TMM80_MOUSE
OG0002874	NV2t020346001.1	MABP1_MOUSE, WDR62_MOUSE
OG0002875	NV2t007547001.1, NV2t007547002.1	TV23B_MOUSE
OG0002876	NV2t021842001.1, NV2t021842002.1, NV2t021842003.1	GCP3_MOUSE
OG0002877	NV2t019046001.1, NV2t019046002.1, NV2t019046003.1	LETM1_MOUSE
OG0002878	NV2t019878001.1	MCFD2_MOUSE
OG0002880	NV2t014167001.1	RS27L_MOUSE, RS27_MOUSE
OG0002881	NV2t021819001.1, NV2t021790001.1, NV2t021818001.1	CE034_MOUSE
OG0002882	NV2t018877002.1, NV2t018881001.1, NV2t018881002.1	LMAN2_MOUSE
OG0002883	NV2t015592001.1	GIT1_MOUSE, GIT2_MOUSE
OG0002884	NV2t003915001.1, NV2t019126001.1	CMTD1_MOUSE
OG0002885	NV2t019422002.1, NV2t019417001.1, NV2t019417002.1	ATP5S_MOUSE
OG0002886	NV2t011055001.1, NV2t011055002.1, NV2t011055003.1	NOM1_MOUSE
OG0002887	NV2t019321002.1	COQ8B_MOUSE, COQ8A_MOUSE
OG0002888	NV2t016599001.1	TCPZ_MOUSE, TCPW_MOUSE
OG0002889	NV2t014769001.1	ACL6A_MOUSE, ACL6B_MOUSE
OG0002890	NV2t023310001.1, NV2t023310003.1, NV2t023310002.1	LARP6_MOUSE
OG0002893	NV2t005160002.1, NV2t005376001.1	P20D2_MOUSE
OG0002894	NV2t004363001.1, NV2t004363002.1	C102A_MOUSE
OG0002895	NV2t004212001.1	RAB2B_MOUSE, RAB2A_MOUSE
OG0002896	NV2t020268001.1	PTK7_MOUSE
OG0002897	NV2t006356001.1	RRAGC_MOUSE, RRAGD_MOUSE
OG0002898	NV2t018295001.1, NV2t018295002.1	SFI1_MOUSE
OG0002899	NV2t017639001.1	VATB2_MOUSE, VATB1_MOUSE
OG0002900	NV2t016515001.1	BCR_MOUSE, ABR_MOUSE
OG0002901	NV2t021428001.1, NV2t022110001.1	SP17_MOUSE
OG0002902	NV2t006857002.1, NV2t006857001.1, NV2t006857003.1	SPT20_MOUSE
OG0002903	NV2t002580001.1	UBE2A_MOUSE, UBE2B_MOUSE
OG0002904	NV2t001997001.1, NV2t001997002.1	ODPB_MOUSE
OG0002905	NV2t022855001.1	AP3B2_MOUSE, AP3B1_MOUSE
OG0002906	NV2t002557001.1	CKAP2_MOUSE, CKP2L_MOUSE
OG0002907	NV2t002588001.1	T185A_MOUSE, T185B_MOUSE
OG0002908	NV2t007063001.1	SEPT3_MOUSE, SEPT9_MOUSE
OG0002909	NV2t017077003.1, NV2t017077004.1, NV2t017077005.1	GPN3_MOUSE
OG0002910	NV2t001456001.1, NV2t000171001.1	S35A2_MOUSE
OG0002911	NV2t013531001.1	G3P_MOUSE, G3PT_MOUSE
OG0002912	NV2t018021001.1, NV2t018021003.1, NV2t018021002.1	HPS5_MOUSE
OG0002913	NV2t007918001.1, NV2t007919001.1, NV2t007920001.1	DXO_MOUSE
OG0002914	NV2t018218001.1	RMD5A_MOUSE, RMD5B_MOUSE
OG0002915	NV2t021205001.1, NV2t021205002.1, NV2t021205003.1	KAT7_MOUSE
OG0002917	NV2t003529001.1, NV2t003529002.1, NV2t003529003.1	NUDT6_MOUSE
OG0002919	NV2t022481001.1	CF97D_MOUSE, C97D2_MOUSE
OG0002920	NV2t009259003.1, NV2t009259001.1, NV2t009259002.1	COQ3_MOUSE
OG0002921	NV2t002529001.1, NV2t002529002.1	FDXA1_MOUSE
OG0002922	NV2t009403001.1	LCA5L_MOUSE, LCA5_MOUSE
OG0002923	NV2t000468001.1	BAP29_MOUSE, BAP31_MOUSE
OG0002924	NV2t008173001.1, NV2t008173002.1	CE112_MOUSE
OG0002927	NV2t020509003.1, NV2t020509001.1, NV2t020509002.1	RNF8_MOUSE
OG0002928	NV2t018666001.1, NV2t018666002.1, NV2t018666003.1	DHX15_MOUSE
OG0002930	NV2t017979001.1	UBTD1_MOUSE, UBTD2_MOUSE
OG0002931	NV2t010618002.1, NV2t010618001.1, NV2t010618003.1	CB069_MOUSE
OG0002933	NV2t008582001.1	SFT2B_MOUSE, SFT2A_MOUSE
OG0002934	NV2t004459003.1, NV2t004459001.1, NV2t004459002.1	ACINU_MOUSE
OG0002936	NV2t015402001.1	VNN1_MOUSE, VNN3_MOUSE
OG0002937	NV2t008343004.1, NV2t008343006.1, NV2t008343005.1	GOPC_MOUSE
OG0002941	NV2t006965001.1	ZZEF1_MOUSE
OG0002942	NV2t017265001.1	TACAN_MOUSE, T120B_MOUSE
OG0002944	NV2t005310001.1, NV2t005310002.1, NV2t005310003.1	RPB3_MOUSE
OG0002945	NV2t000337001.1	S35D2_MOUSE, S35D1_MOUSE
OG0002946	NV2t025280001.1	RWD2A_MOUSE, RWD2B_MOUSE
OG0002947	NV2t007002001.1, NV2t007002003.1, NV2t007002004.1	TRAF7_MOUSE
OG0002949	NV2t018156001.1, NV2t001767001.1, NV2t001767002.1	BOLL_MOUSE
OG0002952	NV2t007514001.1, NV2t007514002.1	TOP3A_MOUSE
OG0002953	NV2t003484003.1, NV2t003484001.1, NV2t003484002.1	ARFP2_MOUSE
OG0002955	NV2t002902001.1	ATP7B_MOUSE, ATP7A_MOUSE
OG0002956	NV2t022514001.1	FBLL1_MOUSE, FBRL_MOUSE
OG0002957	NV2t011546001.1	TOP2B_MOUSE, TOP2A_MOUSE
OG0002958	NV2t005264001.1	OPLA_MOUSE
OG0002959	NV2t009029001.1	DOP1B_MOUSE, DOP1A_MOUSE
OG0002960	NV2t020300001.1	RGPA2_MOUSE, RGPA1_MOUSE
OG0002962	NV2t002196003.1, NV2t002196002.1, NV2t002196001.1	CXXC1_MOUSE
OG0002964	NV2t019042001.1, NV2t019042002.1, NV2t019042003.1	SAC2_MOUSE
OG0002965	NV2t014457001.1, NV2t014457002.1	TTC36_MOUSE
OG0002968	NV2t011693002.1, NV2t011693004.1, NV2t011693003.1	ICE2_MOUSE
OG0002970	NV2t004674001.1, NV2t004674002.1	P3C2A_MOUSE
OG0002971	NV2t017081001.1, NV2t017081002.1, NV2t017081003.1	GOGA3_MOUSE
OG0002973	NV2t022604001.1	VANG2_MOUSE, VANG1_MOUSE
OG0002974	NV2t016961001.1, NV2t016961002.1, NV2t016961003.1	CUED1_MOUSE
OG0002976	NV2t002721001.1	FHI1B_MOUSE, FHI1A_MOUSE
OG0002978	NV2t005085001.1, NV2t005085002.1, NV2t005085003.1	AMFR_MOUSE
OG0002979	NV2t017367001.1	MPIP1_MOUSE, MPIP2_MOUSE
OG0002980	NV2t020086001.1	TTBK2_MOUSE, TTBK1_MOUSE
OG0002981	NV2t025957001.1, NV2t011150001.1	NBEL2_MOUSE
OG0002983	NV2t016219001.1, NV2t016219002.1, NV2t016219003.1	CHFR_MOUSE
OG0002985	NV2t014860001.1	RBPMS_MOUSE, RBPS2_MOUSE
OG0002986	NV2t019522001.1	PKHB1_MOUSE, PKHB2_MOUSE
OG0002988	NV2t003926001.1	NAA15_MOUSE, NAA16_MOUSE
OG0002989	NV2t019881001.1, NV2t019881002.1	KTBL1_MOUSE
OG0002990	NV2t005583003.1, NV2t005583001.1, NV2t005583002.1	SPEF1_MOUSE
OG0002991	NV2t012046001.1	CYTIP_MOUSE, GRASP_MOUSE
OG0002992	NV2t012898002.1, NV2t016804001.1	PIMT_MOUSE
OG0002993	NV2t025700001.1	PSB10_MOUSE, PSB7_MOUSE
OG0002994	NV2t009550001.1	PR40B_MOUSE, PR40A_MOUSE
OG0002997	NV2t007077001.1	RL10L_MOUSE, RL10_MOUSE
OG0002998	NV2t014768001.1	ZC3H8_MOUSE, ZC3H6_MOUSE
OG0002999	NV2t021615001.1	GSK3A_MOUSE, GSK3B_MOUSE
OG0003001	NV2t025218001.1, NV2t024727001.1	BOK_MOUSE
OG0003002	NV2t014328002.1	RU2B_MOUSE, SNRPA_MOUSE
OG0003003	NV2t019016001.1	GYS1_MOUSE, GYS2_MOUSE
OG0003004	NV2t024195001.1, NV2t024194001.1, NV2t024194002.1	M2GD_MOUSE
OG0003005	NV2t003727001.1	UBN1_MOUSE, UBN2_MOUSE
OG0003006	NV2t015815001.1, NV2t015816001.1	GCN1_MOUSE
OG0003008	NV2t003231001.1	NXP20_MOUSE, F1142_MOUSE
OG0003010	NV2t002925001.1	STOX2_MOUSE, STOX1_MOUSE
OG0003011	NV2t019736001.1	AHSA2_MOUSE, AHSA1_MOUSE
OG0003012	NV2t010746001.1	EIF1B_MOUSE, EIF1_MOUSE
OG0003013	NV2t017433001.1, NV2t017433003.1, NV2t017433004.1	P5CS_MOUSE
OG0003014	NV2t025448001.1	RNF26_MOUSE
OG0003015	NV2t017284001.1, NV2t017284002.1, NV2t017284003.1	CC157_MOUSE
OG0003016	NV2t013426001.1	CRKL_MOUSE, CRK_MOUSE
OG0003018	NV2t013850001.1	CASP7_MOUSE, CASP3_MOUSE
OG0003020	NV2t020318001.1, NV2t002060001.1	SCP2_MOUSE
OG0003021	NV2t009764001.1	PARVA_MOUSE, PARVB_MOUSE
OG0003022	NV2t006198003.1, NV2t006198001.1, NV2t006198002.1	TBE_MOUSE
OG0003024	NV2t007066001.1, NV2t007068001.1	GRD2I_MOUSE
OG0003025	NV2t003419001.1	CALX_MOUSE, CLGN_MOUSE
OG0003026	NV2t001103001.1	HMCS1_MOUSE, HMCS2_MOUSE
OG0003027	NV2t023467001.1	MTEF4_MOUSE, MTEF3_MOUSE
OG0003028	NV2t024295001.1, NV2t024295002.1, NV2t024295003.1	AL7A1_MOUSE
OG0003029	NV2t007243001.1, NV2t007243002.1	SMG1_MOUSE
OG0003030	NV2t015803001.1, NV2t011661001.1	PP2D1_MOUSE
OG0003033	NV2t002841001.1	FCSD1_MOUSE, FCSD2_MOUSE
OG0003034	NV2t003545001.1	RAB9B_MOUSE, RAB9A_MOUSE
OG0003035	NV2t000871001.1	LAGE3_MOUSE
OG0003036	NV2t004431001.1	ATP9A_MOUSE, ATP9B_MOUSE
OG0003038	NV2t016831001.1	SWP70_MOUSE, DEFI6_MOUSE
OG0003039	NV2t001740001.1	ACY2_MOUSE, ACY3_MOUSE
OG0003040	NV2t015936001.1, NV2t015936002.1	SART3_MOUSE
OG0003042	NV2t020039003.1, NV2t020039001.1, NV2t020039002.1	RT05_MOUSE
OG0003043	NV2t003838001.1	SRBP2_MOUSE, SRBP1_MOUSE
OG0003044	NV2t001170001.1	CREL1_MOUSE, CREL2_MOUSE
OG0003046	NV2t019780001.1, NV2t020000001.1	CTSEL_MOUSE, CTSRE_MOUSE
OG0003047	NV2t021570001.1	DGKD_MOUSE, DGKH_MOUSE
OG0003048	NV2t025429002.1, NV2t025429001.1, NV2t025429003.1	MED27_MOUSE
OG0003049	NV2t002306001.1	AL1L1_MOUSE, AL1L2_MOUSE
OG0003050	NV2t006955001.1	KPRA_MOUSE, KPRB_MOUSE
OG0003051	NV2t008458001.1	AAKB1_MOUSE, AAKB2_MOUSE
OG0003052	NV2t017954001.1, NV2t017954002.1, NV2t017954003.1	CBPC2_MOUSE
OG0003053	NV2t004552001.1	DC1L2_MOUSE, DC1L1_MOUSE
OG0003054	NV2t016375001.1	HIP1_MOUSE, HIP1R_MOUSE
OG0003055	NV2t006934001.1	ERF3A_MOUSE, ERF3B_MOUSE
OG0003056	NV2t012996001.1	NAB1_MOUSE, NAB2_MOUSE
OG0003057	NV2t013963001.1	SMAD7_MOUSE, SMAD6_MOUSE
OG0003058	NV2t003752001.1	UBP46_MOUSE, UBP12_MOUSE
OG0003059	NV2t000265001.1, NV2t000265002.1, NV2t000265003.1	HFM1_MOUSE
OG0003060	NV2t020737002.1, NV2t020255001.1	ACP7_MOUSE
OG0003061	NV2t011488001.1, NV2t011490001.1, NV2t011490002.1	ISPD_MOUSE
OG0003062	NV2t006703001.1	FBX5_MOUSE, FBX43_MOUSE
OG0003063	NV2t013413001.1	DIK1A_MOUSE, DIK1B_MOUSE
OG0003064	NV2t003603001.1	MCTS2_MOUSE, MCTS1_MOUSE
OG0003065	NV2t006429001.1	ASAP2_MOUSE, ASAP1_MOUSE
OG0003066	NV2t023836001.1	RN126_MOUSE, RN115_MOUSE
OG0003067	NV2t018012001.1, NV2t018012003.1, NV2t018012002.1	TF2H1_MOUSE
OG0003068	NV2t021206003.1, NV2t021206001.1, NV2t021206002.1	NFRKB_MOUSE
OG0003070	NV2t018705001.1, NV2t018705002.1, NV2t018705003.1	AMRA1_MOUSE
OG0003071	NV2t017783001.1	CEPT1_MOUSE, CHPT1_MOUSE
OG0003072	NV2t005663001.1	H2AW_MOUSE, H2AY_MOUSE
OG0003073	NV2t006586002.1, NV2t006586001.1, NV2t006586003.1	TT39C_MOUSE
OG0003076	NV2t003360001.1, NV2t003360002.1, NV2t003360003.1	STXB4_MOUSE
OG0003078	NV2t019036001.1	CNDP1_MOUSE, CNDP2_MOUSE
OG0003080	NV2t016330001.1, NV2t016330002.1	CLU_MOUSE
OG0003081	NV2t015996001.1	DYL1_MOUSE, DYL2_MOUSE
OG0003082	NV2t001235001.1, NV2t001235002.1, NV2t001235003.1	RN220_MOUSE
OG0003083	NV2t001833001.1, NV2t001833003.1, NV2t001833002.1	RPAB2_MOUSE
OG0003084	NV2t014853001.1	IF4E_MOUSE, I4E1B_MOUSE
OG0003085	NV2t000231003.1, NV2t000231001.1, NV2t000231002.1	KIN17_MOUSE
OG0003087	NV2t011610002.1	SOSB1_MOUSE, SOSB2_MOUSE
OG0003088	NV2t010969001.1	CCNT2_MOUSE, CCNT1_MOUSE
OG0003089	NV2t014227001.1	SIN3B_MOUSE, SIN3A_MOUSE
OG0003090	NV2t003240001.1	T23O_MOUSE
OG0003091	NV2t011390001.1	INSI2_MOUSE, INSI1_MOUSE
OG0003092	NV2t010523001.1, NV2t010523003.1, NV2t010523002.1	SETD3_MOUSE
OG0003094	NV2t011238001.1	FMN1_MOUSE, FMN2_MOUSE
OG0003095	NV2t022943003.1, NV2t022943001.1, NV2t022943002.1	ANO8_MOUSE
OG0003097	NV2t021595001.1	ACSL3_MOUSE, ACSL4_MOUSE
OG0003099	NV2t016367001.1	LYPA2_MOUSE, LYPA1_MOUSE
OG0003100	NV2t009427001.1	IF1AX_MOUSE, IF1A_MOUSE
OG0003101	NV2t012435001.1	ASNS_MOUSE
OG0003102	NV2t021593001.1	RAB6B_MOUSE, RAB6A_MOUSE
OG0003103	NV2t012727001.1, NV2t012727002.1	S15A2_MOUSE
OG0003104	NV2t004825001.1	PAR6B_MOUSE, PAR6G_MOUSE
OG0003105	NV2t013506001.1	DDI2_MOUSE, DDI1_MOUSE
OG0003106	NV2t002117001.1	NAA10_MOUSE, NAA11_MOUSE
OG0003107	NV2t011331001.1	MYO1G_MOUSE, MYO1D_MOUSE
OG0003108	NV2t012686001.1	RED2_MOUSE, RED1_MOUSE
OG0003109	NV2t019666001.1	FEZ1_MOUSE, FEZ2_MOUSE
OG0003110	NV2t003368001.1	G3BP2_MOUSE, G3BP1_MOUSE
OG0003111	NV2t001401001.1	SPS1_MOUSE, SPS2_MOUSE
OG0003112	NV2t007565001.1	RFIP4_MOUSE, RFIP3_MOUSE
OG0003113	NV2t004869001.1, NV2t004869002.1	CPSF2_MOUSE
OG0003114	NV2t007611001.1	CSDC2_MOUSE, CHSP1_MOUSE
OG0003115	NV2t004051001.1	LS14B_MOUSE, LS14A_MOUSE
OG0003116	NV2t003514001.1	RB15B_MOUSE, RBM15_MOUSE
OG0003117	NV2t005337001.1, NV2t005337002.1, NV2t005338001.1	CPLN2_MOUSE
OG0003118	NV2t013363001.1, NV2t013364001.1, NV2t013363002.1	MEPCE_MOUSE
OG0003119	NV2t002404001.1	CHIC2_MOUSE, CHIC1_MOUSE
OG0003120	NV2t001613001.1, NV2t001613002.1, NV2t001613003.1	EP15R_MOUSE
OG0003121	NV2t018409001.1	GPAT4_MOUSE, GPAT3_MOUSE
OG0003122	NV2t002064001.1	FCHO1_MOUSE, FCHO2_MOUSE
OG0003123	NV2t015566001.1	RAB34_MOUSE, RAB36_MOUSE
OG0003124	NV2t008820001.1	KBRS2_MOUSE, KBRS1_MOUSE
OG0003125	NV2t019148001.1, NV2t019147001.1, NV2t019147002.1	KANL3_MOUSE
OG0003126	NV2t008263001.1, NV2t009120001.1	NUPR1_MOUSE
OG0003127	NV2t014017001.1, NV2t014017002.1, NV2t014018001.1	UBP48_MOUSE
OG0003128	NV2t023112001.1, NV2t023112002.1, NV2t023112003.1	SYNC_MOUSE
OG0003129	NV2t020984001.1, NV2t020998001.1, NV2t020984002.1	RT10_MOUSE
OG0003130	NV2t016597001.1	TLC3B_MOUSE, TLC3A_MOUSE
OG0003131	NV2t011753001.1	SERHL_MOUSE
OG0003132	NV2t014348001.1	PAPS1_MOUSE, PAPS2_MOUSE
OG0003133	NV2t002138001.1	GPX7_MOUSE, GPX8_MOUSE
OG0003134	NV2t005907001.1	GCM1_MOUSE, GCM2_MOUSE
OG0003135	NV2t018374001.1, NV2t018373001.1	PCGF5_MOUSE
OG0003136	NV2t001757001.1	FEZF2_MOUSE, FEZF1_MOUSE
OG0003137	NV2t005550001.1	ZN703_MOUSE, ZN503_MOUSE
OG0003138	NV2t025092001.1	PRRX1_MOUSE, PRRX2_MOUSE
OG0003139	NV2t018635001.1	RCN1_MOUSE, CALU_MOUSE
OG0003140	NV2t017974001.1, NV2t017974002.1	KLDC1_MOUSE
OG0003141	NV2t017152001.1	SESQ2_MOUSE, SESQ1_MOUSE
OG0003142	NV2t018397001.1	ABCD2_MOUSE, ABCD1_MOUSE
OG0003144	NV2t001275001.1	C56D1_MOUSE, C56D2_MOUSE
OG0003145	NV2t014415001.1	FES_MOUSE, FER_MOUSE
OG0003146	NV2t024981001.1	DNJA4_MOUSE, DNJA1_MOUSE
OG0003147	NV2t008968002.1, NV2t008968001.1, NV2t008968003.1	SYAP1_MOUSE
OG0003148	NV2t015776001.1	EP400_MOUSE
OG0003149	NV2t025033002.1, NV2t025033001.1, NV2t025033003.1	HMCES_MOUSE
OG0003150	NV2t024775001.1, NV2t024775003.1, NV2t024775002.1	PTPA_MOUSE
OG0003151	NV2t001136001.1	HOOK1_MOUSE, HOOK3_MOUSE
OG0003152	NV2t008471001.1	MACA1_MOUSE, MACA2_MOUSE
OG0003153	NV2t000412001.1, NV2t000412002.1, NV2t000412003.1	SAS6_MOUSE
OG0003154	NV2t019164001.1, NV2t019164002.1, NV2t019164003.1	F204A_MOUSE
OG0003155	NV2t018350001.1	PRR5L_MOUSE, PRR5_MOUSE
OG0003156	NV2t007090001.1, NV2t007090002.1, NV2t007090003.1	CC154_MOUSE
OG0003157	NV2t013791001.1, NV2t013791002.1, NV2t013791003.1	NOLC1_MOUSE
OG0003158	NV2t025508001.1, NV2t025508002.1, NV2t025508003.1	CACP_MOUSE
OG0003159	NV2t015513002.1, NV2t015513003.1, NV2t015513001.1	VMP1_MOUSE
OG0003160	NV2t011312002.1, NV2t011312001.1, NV2t011312003.1	MOCS1_MOUSE
OG0003161	NV2t017655001.1	STK38_MOUSE, ST38L_MOUSE
OG0003163	NV2t017313001.1	TCEA1_MOUSE, TCEA2_MOUSE
OG0003164	NV2t012862002.1, NV2t012862001.1, NV2t012862003.1	U5S1_MOUSE
OG0003165	NV2t024826001.1, NV2t024826002.1, NV2t024826003.1	FLOWR_MOUSE
OG0003166	NV2t017453003.1	FACR1_MOUSE, FACR2_MOUSE
OG0003169	NV2t010384001.1	TMEM9_MOUSE, TMM9B_MOUSE
OG0003170	NV2t016470002.1, NV2t016463001.1, NV2t016470001.1	YDJC_MOUSE
OG0003171	NV2t018384001.1	RHBT2_MOUSE, RHBT1_MOUSE
OG0003172	NV2t018952001.1	RBP17_MOUSE, XPO7_MOUSE
OG0003173	NV2t019823001.1	SC23B_MOUSE, SC23A_MOUSE
OG0003176	NV2t004278001.1, NV2t004278002.1, NV2t004278003.1	ANKS6_MOUSE
OG0003177	NV2t025975001.1, NV2t017553001.1, NV2t017553002.1	SMC3_MOUSE
OG0003178	NV2t016834001.1	CILK1_MOUSE, MAK_MOUSE
OG0003179	NV2t010771001.1	STAR3_MOUSE, STR3N_MOUSE
OG0003180	NV2t021341001.1, NV2t021341002.1, NV2t021341003.1	FIS1_MOUSE
OG0003181	NV2t012309001.1, NV2t012309002.1, NV2t012309003.1	SMAL1_MOUSE
OG0003182	NV2t008176002.1, NV2t008176001.1, NV2t008176003.1	MYO15_MOUSE
OG0003183	NV2t004727001.1	VAPB_MOUSE, VAPA_MOUSE
OG0003184	NV2t007516001.1	SPHK2_MOUSE, SPHK1_MOUSE
OG0003185	NV2t004756001.1	GMPR1_MOUSE, GMPR2_MOUSE
OG0003186	NV2t025012002.1, NV2t025012001.1, NV2t025012003.1	RABX5_MOUSE
OG0003187	NV2t019172001.1	SOX30_MOUSE
OG0003189	NV2t003952001.1, NV2t003952002.1, NV2t003952003.1	SGT1_MOUSE
OG0003190	NV2t011002001.1	TM50A_MOUSE, TM50B_MOUSE
OG0003191	NV2t010789001.1	MYO3B_MOUSE, MYO3A_MOUSE
OG0003192	NV2t024827003.1, NV2t024827001.1, NV2t024827002.1	UBAC1_MOUSE
OG0003193	NV2t007246001.1	KAP1_MOUSE, KAP0_MOUSE
OG0003195	NV2t016733003.1, NV2t016733001.1, NV2t016733002.1	TM214_MOUSE
OG0003197	NV2t020155002.1, NV2t020155001.1, NV2t020155003.1	SDE2_MOUSE
OG0003198	NV2t006981003.1, NV2t006981001.1, NV2t006981002.1	UBE2O_MOUSE
OG0003199	NV2t002974001.1, NV2t002974002.1	OBI1_MOUSE
OG0003200	NV2t010153001.1	NARF_MOUSE, CIAO3_MOUSE
OG0003201	NV2t024394002.1, NV2t024394001.1, NV2t024394003.1	C10_MOUSE
OG0003203	NV2t002641001.1	ST7L_MOUSE, ST7_MOUSE
OG0003204	NV2t022669002.1, NV2t022669001.1, NV2t022669003.1	CTSR3_MOUSE
OG0003205	NV2t010954001.1	RP25L_MOUSE, RPP25_MOUSE
OG0003206	NV2t012129001.1	HECW2_MOUSE, HECW1_MOUSE
OG0003207	NV2t003173001.1	PRAF2_MOUSE, PRAF3_MOUSE
OG0003208	NV2t021477003.1, NV2t021477001.1, NV2t021477002.1	CIC_MOUSE
OG0003210	NV2t007729002.1, NV2t007729003.1, NV2t007729004.1	CSN1_MOUSE
OG0003211	NV2t025321001.1, NV2t025321002.1, NV2t025321003.1	ODR4_MOUSE
OG0003212	NV2t016428001.1	TM14C_MOUSE
OG0003214	NV2t016697002.1, NV2t016697001.1, NV2t016697003.1	BCKD_MOUSE
OG0003215	NV2t001825001.1, NV2t001825003.1, NV2t001825002.1	CSR2B_MOUSE
OG0003216	NV2t001692003.1, NV2t001692001.1, NV2t001692002.1	TPRKB_MOUSE
OG0003217	NV2t011451001.1	BECN1_MOUSE, BECN2_MOUSE
OG0003218	NV2t003937001.1	UHRF2_MOUSE, UHRF1_MOUSE
OG0003219	NV2t024468001.1	ACO12_MOUSE, ACO11_MOUSE
OG0003220	NV2t013371001.1, NV2t013371002.1, NV2t013371003.1	CE104_MOUSE
OG0003222	NV2t003404002.1, NV2t003404001.1, NV2t003404003.1	RHG06_MOUSE
OG0003223	NV2t014916001.1	TMED1_MOUSE, TMED5_MOUSE
OG0003224	NV2t003763001.1	MBTD1_MOUSE, LMBL2_MOUSE
OG0003225	NV2t008712001.1, NV2t008712002.1, NV2t008713002.1	SODC_MOUSE
