Orthogroup	Nvec	Gfas
OG0003684	NV2t009003001.1	gfas1.m1.14242.m1
OG0003685	NV2t001156001.1	gfas1.m1.5763.m1
OG0003686	NV2t000598001.1, NV2t000584001.1, NV2t000594001.1, NV2t000595002.1, NV2t000581003.1	gfas1.m1.5255.m1
OG0003687	NV2t018856001.1	gfas1.m1.18610.m1
OG0003688	NV2t016921001.1	gfas1.m1.1061.m1
OG0003689	NV2t022688001.1	gfas1.m1.719.m1
OG0003690	NV2t004686001.1, NV2t004686002.1, NV2t004686003.1	gfas1.m1.17180.m1
OG0003691	NV2t003187002.1, NV2t003187001.1, NV2t003187003.1	gfas1.m1.2965.m1
OG0003692	NV2t007055001.1, NV2t007055002.1	gfas1.m1.19725.m1, gfas1.m1.17486.m1
OG0003693	NV2t007935001.1	gfas1.m1.5530.m1
OG0003694	NV2t011205001.1	gfas1.m1.15574.m1
OG0003695	NV2t005333003.1, NV2t005333001.1, NV2t005333002.1	gfas1.m1.16630.m1
OG0003696	NV2t005433001.1, NV2t005433002.1	gfas1.m1.13528.m1, gfas1.m1.22103.m1
OG0003697	NV2t017667001.1	gfas1.m1.9044.m1
OG0003698	NV2t007125001.1, NV2t007122001.1, NV2t007122002.1	gfas1.m1.4958.m1
OG0003699	NV2t016437001.1, NV2t025946001.1, NV2t016319001.1	gfas1.m1.7496.m1
OG0003700	NV2t025166001.1	gfas1.m1.18478.m1
OG0003701	NV2t023713001.1	gfas1.m1.13392.m1
OG0003702	NV2t019313001.1	gfas1.m1.13481.m1
OG0003703	NV2t006949001.1	gfas1.m1.14848.m1
OG0003704	NV2t020174001.1	gfas1.m1.13794.m1
OG0003705	NV2t003872001.1, NV2t003872002.1, NV2t003872003.1	gfas1.m1.1416.m1
OG0003706	NV2t010987001.1, NV2t010988001.1, NV2t010988002.1	gfas1.m1.16700.m1
OG0003707	NV2t005178001.1	gfas1.m1.6384.m1
OG0003708	NV2t002708002.1, NV2t002708001.1, NV2t002708003.1	gfas1.m1.12969.m1
OG0003709	NV2t014021005.1, NV2t014021007.1, NV2t014021009.1	gfas1.m1.5431.m1
OG0003710	NV2t017077001.1	gfas1.m1.23318.m1
OG0003711	NV2t009721001.1, NV2t009721002.1, NV2t009721003.1	gfas1.m1.4059.m1
OG0003712	NV2t005210001.1	gfas1.m1.5827.m1
OG0003713	NV2t006253001.1	gfas1.m1.19442.m1
OG0003714	NV2t023690001.1, NV2t023690002.1, NV2t023690003.1	gfas1.m1.20555.m1
OG0003715	NV2t021038002.1, NV2t021038001.1, NV2t021136001.1	gfas1.m1.22596.m1
OG0003716	NV2t007781001.1, NV2t007781003.1, NV2t007781002.1	gfas1.m1.18129.m1
OG0003717	NV2t003516001.1	gfas1.m1.8060.m1
OG0003718	NV2t018471003.1, NV2t018471002.1, NV2t018471001.1	gfas1.m1.19219.m1
OG0003719	NV2t015158001.1, NV2t015158002.1, NV2t015247001.1	gfas1.m1.10261.m1
OG0003720	NV2t016723001.1	gfas1.m1.15785.m1
OG0003721	NV2t018891001.1, NV2t018891002.1, NV2t018891003.1	gfas1.m1.583.m1
OG0003722	NV2t019038001.1, NV2t019038002.1, NV2t019038003.1	gfas1.m1.1738.m1
OG0003723	NV2t007027002.1, NV2t007027001.1, NV2t007027003.1	gfas1.m1.21764.m1
OG0003724	NV2t007108001.1	gfas1.m1.14853.m1
OG0003725	NV2t008037001.1	gfas1.m1.6456.m1
OG0003726	NV2t025721001.1	gfas1.m1.21493.m1
OG0003727	NV2t002485001.1, NV2t002485003.1, NV2t002485002.1	gfas1.m1.10104.m1
OG0003728	NV2t002675001.1	gfas1.m1.1666.m1
OG0003729	NV2t009876001.1, NV2t009876002.1	gfas1.m1.5941.m1, gfas1.m1.3378.m1
OG0003730	NV2t024875001.1	gfas1.m1.1381.m1
OG0003731	NV2t004966001.1	gfas1.m1.2990.m1
OG0003732	NV2t010640001.1	gfas1.m1.5784.m1
OG0003733	NV2t008397001.1	gfas1.m1.14602.m1
OG0003734	NV2t011550001.1	gfas1.m1.4720.m1
OG0003735	NV2t023313002.1, NV2t023313001.1, NV2t023313003.1	gfas1.m1.9143.m1
OG0003736	NV2t002584001.1	gfas1.m1.2087.m1
OG0003737	NV2t024910001.1, NV2t024910002.1, NV2t024910003.1	gfas1.m1.23437.m1
OG0003738	NV2t018246001.1, NV2t018246004.1, NV2t018246005.1	gfas1.m1.1175.m1
OG0003739	NV2t024395001.1	gfas1.m1.17006.m1
OG0003740	NV2t003170001.1	gfas1.m1.7808.m1
OG0003741	NV2t017924001.1	gfas1.m1.1744.m1
OG0003742	NV2t009845001.1, NV2t009845002.1	gfas1.m1.7228.m1
OG0003743	NV2t015581001.1	gfas1.m1.17541.m1
OG0003744	NV2t001226001.1	gfas1.m1.2557.m1
OG0003745	NV2t008877001.1, NV2t008877002.1, NV2t008877003.1	gfas1.m1.16886.m1
OG0003746	NV2t019533001.1, NV2t019533002.1, NV2t019533004.1	gfas1.m1.485.m1
OG0003747	NV2t005139003.1, NV2t005139002.1, NV2t005139001.1	gfas1.m1.13928.m1
OG0003748	NV2t000264001.1	gfas1.m1.5721.m1
OG0003749	NV2t014958002.1, NV2t020639001.1, NV2t014279001.1, NV2t014279002.1, NV2t014279003.1	gfas1.m1.15873.m1
OG0003750	NV2t000134001.1	gfas1.m1.14582.m1
OG0003751	NV2t025227001.1	gfas1.m1.16334.m1
OG0003752	NV2t020400001.1, NV2t020397001.1, NV2t020400002.1	gfas1.m1.3120.m1
OG0003753	NV2t001914001.1	gfas1.m1.4627.m1
OG0003754	NV2t003821001.1	gfas1.m1.22692.m1
OG0003755	NV2t013257001.1	gfas1.m1.5878.m1
OG0003757	NV2t011751001.1	gfas1.m1.12534.m1
OG0003758	NV2t021781003.1, NV2t021781001.1, NV2t021781002.1	gfas1.m1.14841.m1
OG0003759	NV2t011000001.1	gfas1.m1.8933.m1
OG0003760	NV2t009066001.1	gfas1.m1.14863.m1
OG0003761	NV2t003273001.1	gfas1.m1.8231.m1
OG0003762	NV2t023529001.1	gfas1.m1.14516.m1
OG0003763	NV2t014623001.1	gfas1.m1.19893.m1
OG0003764	NV2t010421001.1, NV2t010434001.1, NV2t010434002.1	gfas1.m1.14140.m1
OG0003765	NV2t014791001.1	gfas1.m1.69.m1
OG0003766	NV2t009424001.1, NV2t009424002.1, NV2t009424003.1	gfas1.m1.6515.m1
OG0003767	NV2t022036001.1	gfas1.m1.13709.m1
OG0003768	NV2t021429001.1	gfas1.m1.20832.m1
OG0003769	NV2t009901003.1, NV2t009901001.1, NV2t009901002.1	gfas1.m1.14111.m1
OG0003770	NV2t013308001.1	gfas1.m1.20090.m1
OG0003771	NV2t010781001.1	gfas1.m1.10780.m1
OG0003772	NV2t020283001.1	gfas1.m1.2413.m1
OG0003773	NV2t009657001.1	gfas1.m1.1511.m1
OG0003774	NV2t017777001.1	gfas1.m1.3393.m1
OG0003775	NV2t004860003.1, NV2t004860001.1, NV2t004860002.1	gfas1.m1.14138.m1
OG0003776	NV2t013925001.1	gfas1.m1.6277.m1
OG0003777	NV2t018841001.1	gfas1.m1.1167.m1
OG0003778	NV2t007685002.1, NV2t007685003.1, NV2t007685001.1	gfas1.m1.4956.m1
OG0003779	NV2t000946001.1	gfas1.m1.1149.m1
OG0003780	NV2t023388002.1, NV2t023388001.1, NV2t023388003.1	gfas1.m1.15182.m1
OG0003781	NV2t017672001.1, NV2t017672002.1, NV2t022483001.1	gfas1.m1.698.m1
OG0003782	NV2t015185001.1, NV2t015330002.1, NV2t015330003.1	gfas1.m1.2660.m1
OG0003783	NV2t015830001.1, NV2t015830002.1, NV2t015830003.1	gfas1.m1.16016.m1
OG0003784	NV2t004563003.1, NV2t004563001.1, NV2t004563002.1	gfas1.m1.317.m1
OG0003785	NV2t021105003.1, NV2t021105002.1, NV2t021105001.1	gfas1.m1.15141.m1
OG0003786	NV2t016439001.1	gfas1.m1.9752.m1
OG0003787	NV2t003796001.1	gfas1.m1.14795.m1
OG0003788	NV2t014371001.1	gfas1.m1.18367.m1
OG0003789	NV2t000453001.1, NV2t018588001.1, NV2t018588002.1, NV2t018589001.1, NV2t018589002.1	gfas1.m1.16341.m1
OG0003790	NV2t008030001.1, NV2t008030002.1, NV2t008030004.1	gfas1.m1.17517.m1
OG0003791	NV2t003190001.1	gfas1.m1.2970.m1
OG0003792	NV2t003075001.1	gfas1.m1.13265.m1
OG0003793	NV2t011701001.1	gfas1.m1.19621.m1
OG0003794	NV2t010278001.1, NV2t010278002.1, NV2t010278003.1	gfas1.m1.16776.m1
OG0003795	NV2t013841001.1	gfas1.m1.10007.m1
OG0003796	NV2t018042001.1	gfas1.m1.1189.m1
OG0003797	NV2t007690002.1, NV2t007690001.1, NV2t007690003.1	gfas1.m1.16952.m1
OG0003910	NV2t006197001.1	gfas1.m1.23119.m1
OG0003910	NV2t005314001.1	gfas1.m1.10664.m1, gfas1.m1.14343.m1
OG0003911	NV2t010250001.1, NV2t004041001.1	gfas1.m1.2726.m1
OG0003912	NV2t010477001.1, NV2t010475001.1	gfas1.m1.16735.m1
OG0003913	NV2t022773001.1, NV2t022772001.1	gfas1.m1.2322.m1
OG0003914	NV2t004788001.1, NV2t004787001.1	gfas1.m1.7365.m1
OG0003915	NV2t001167001.1, NV2t001167002.1	gfas1.m1.5753.m1
OG0003918	NV2t016442001.1, NV2t016442002.1	gfas1.m1.15783.m1
OG0003922	NV2t002422001.1, NV2t002421001.1	gfas1.m1.5273.m1
OG0003923	NV2t002481001.1, NV2t002481002.1	gfas1.m1.18418.m1
OG0003924	NV2t008846001.1	gfas1.m1.21100.m1, gfas1.m1.21380.m1
OG0003925	NV2t015900001.1	gfas1.m1.2724.m1
OG0003925	NV2t016584001.1	gfas1.m1.2722.m1, gfas1.m1.18244.m1
OG0003926	NV2t014400001.1	gfas1.m1.21673.m1, gfas1.m1.18298.m1
OG0003927	NV2t019488001.1	gfas1.m1.11385.m1, gfas1.m1.10924.m1
OG0003928	NV2t010812001.1, NV2t011598001.1	gfas1.m1.9006.m1
OG0003929	NV2t023101001.1	gfas1.m1.17558.m1
OG0003930	NV2t015870001.1	gfas1.m1.15954.m1
OG0003931	NV2t017228001.1, NV2t017228002.1	gfas1.m1.1646.m1
OG0003934	NV2t001169001.1, NV2t001169003.1	gfas1.m1.5762.m1
OG0003935	NV2t021646002.1, NV2t021646003.1, NV2t021646004.1	gfas1.m1.2450.m1
OG0003936	NV2t015567001.1, NV2t015567002.1	gfas1.m1.13360.m1
OG0003937	NV2t012793001.1	gfas1.m1.442.m1, gfas1.m1.445.m1, gfas1.m1.447.m1
OG0003938	NV2t013564001.1, NV2t013565001.1	gfas1.m1.12.m1
OG0003939	NV2t018377001.1, NV2t018377002.1	gfas1.m1.17128.m1
OG0003940	NV2t016327001.1, NV2t016327002.1	gfas1.m1.16009.m1
OG0003941	NV2t009785002.1, NV2t009785003.1	gfas1.m1.20863.m1
OG0003943	NV2t006452001.1	gfas1.m1.14119.m1, gfas1.m1.821.m1
OG0003945	NV2t017578001.1, NV2t013618001.1	gfas1.m1.15700.m1
OG0003946	NV2t013070001.1, NV2t013069001.1	gfas1.m1.19230.m1
OG0003947	NV2t017641002.1	gfas1.m1.15637.m1
OG0003949	NV2t004937001.1	gfas1.m1.7889.m1, gfas1.m1.8904.m1
OG0003950	NV2t012274001.1, NV2t012274002.1	gfas1.m1.20241.m1
OG0003951	NV2t013648001.1	gfas1.m1.2151.m1
OG0003952	NV2t018282001.1, NV2t018282002.1	gfas1.m1.3407.m1
OG0003953	NV2t020681001.1	gfas1.m1.3705.m1
OG0003955	NV2t003524001.1, NV2t003524002.1	gfas1.m1.23218.m1
OG0003956	NV2t003927001.1, NV2t003927002.1	gfas1.m1.1710.m1
OG0003957	NV2t007493001.1	gfas1.m1.11047.m1, gfas1.m1.22156.m1
OG0003958	NV2t023218001.1, NV2t023218002.1	gfas1.m1.15465.m1
OG0003959	NV2t021265001.1	gfas1.m1.15293.m1
OG0003960	NV2t016111001.1	gfas1.m1.15952.m1
OG0003960	NV2t016111002.1	gfas1.m1.15951.m1
OG0003961	NV2t006188001.1, NV2t006188002.1	gfas1.m1.16508.m1
OG0003962	NV2t022112002.1, NV2t022112001.1	gfas1.m1.13285.m1
OG0003963	NV2t001014001.1, NV2t001017001.1	gfas1.m1.3360.m1
OG0003964	NV2t025062001.1	gfas1.m1.22092.m1, gfas1.m1.18150.m1
OG0003967	NV2t010924001.1, NV2t010924002.1	gfas1.m1.14519.m1
OG0003968	NV2t016198001.1, NV2t016198002.1	gfas1.m1.6547.m1
OG0003970	NV2t006304001.1, NV2t006304002.1	gfas1.m1.16674.m1
OG0003971	NV2t020694001.1, NV2t020694002.1	gfas1.m1.9355.m1
OG0003972	NV2t010825001.1, NV2t010828001.1	gfas1.m1.9003.m1
OG0003973	NV2t013530001.1	gfas1.m1.157.m1
OG0003974	NV2t018683001.1	gfas1.m1.7268.m1, gfas1.m1.13191.m1
OG0003975	NV2t008089001.1	gfas1.m1.22851.m1, gfas1.m1.11110.m1
OG0003977	NV2t013874001.1, NV2t013874002.1	gfas1.m1.14323.m1
OG0003979	NV2t003057001.1, NV2t003057002.1	gfas1.m1.8846.m1
OG0003980	NV2t019345001.1, NV2t019348001.1	gfas1.m1.16599.m1
OG0003981	NV2t019130001.1	gfas1.m1.12233.m1, gfas1.m1.13869.m1
OG0003982	NV2t007250001.1, NV2t007251001.1	gfas1.m1.5336.m1
OG0003984	NV2t018791001.1, NV2t018791002.1	gfas1.m1.7949.m1
OG0003985	NV2t001026001.1, NV2t001026002.1	gfas1.m1.1959.m1
OG0003986	NV2t013451001.1, NV2t013451002.1	gfas1.m1.10621.m1
OG0003989	NV2t014183001.1, NV2t014183002.1	gfas1.m1.17020.m1
OG0003990	NV2t024732001.1, NV2t024732002.1	gfas1.m1.2109.m1
OG0003991	NV2t018277001.1, NV2t018277002.1	gfas1.m1.15061.m1
OG0003992	NV2t020756001.1, NV2t005087001.1	gfas1.m1.23297.m1
OG0003993	NV2t019790001.1, NV2t019790002.1, NV2t019790003.1	gfas1.m1.14917.m1, gfas1.m1.21195.m1
OG0003994	NV2t006291001.1, NV2t006291002.1	gfas1.m1.15314.m1
OG0003995	NV2t016708001.1	gfas1.m1.13542.m1, gfas1.m1.21112.m1
OG0003996	NV2t004226001.1, NV2t004226002.1	gfas1.m1.6414.m1
OG0003997	NV2t004589001.1, NV2t004589002.1	gfas1.m1.11394.m1, gfas1.m1.12680.m1
OG0003998	NV2t010860001.1, NV2t010859001.1	gfas1.m1.16310.m1
OG0003999	NV2t019660001.1	gfas1.m1.4262.m1, gfas1.m1.16360.m1
OG0004000	NV2t023335001.1	gfas1.m1.8343.m1
OG0004001	NV2t002589001.1	gfas1.m1.2071.m1
OG0004002	NV2t013302001.1	gfas1.m1.4889.m1
OG0004003	NV2t000012001.1	gfas1.m1.2545.m1, gfas1.m1.10689.m1
OG0004004	NV2t025587001.1, NV2t025587002.1	gfas1.m1.16669.m1
OG0004005	NV2t006470001.1	gfas1.m1.14751.m1, gfas1.m1.14755.m1
OG0004006	NV2t023780001.1	gfas1.m1.20520.m1, gfas1.m1.17675.m1
OG0004007	NV2t006558001.1, NV2t006556001.1	gfas1.m1.16575.m1
OG0004008	NV2t011029001.1, NV2t011029002.1, NV2t011029004.1, NV2t011029003.1	gfas1.m1.19487.m1
OG0004010	NV2t009940001.1	gfas1.m1.6099.m1, gfas1.m1.18817.m1, gfas1.m1.18819.m1, gfas1.m1.18815.m1
OG0004011	NV2t016240001.1, NV2t016240002.1	gfas1.m1.7913.m1
OG0004012	NV2t001251001.1	gfas1.m1.20673.m1, gfas1.m1.20333.m1, gfas1.m1.8531.m1, gfas1.m1.10405.m1
OG0004013	NV2t013792001.1, NV2t013792002.1	gfas1.m1.18669.m1
OG0004015	NV2t000535001.1	gfas1.m1.17144.m1, gfas1.m1.16480.m1
OG0004016	NV2t015850001.1	gfas1.m1.20490.m1, gfas1.m1.9625.m1
OG0004017	NV2t000324001.1	gfas1.m1.2554.m1, gfas1.m1.2544.m1
OG0004019	NV2t023583001.1, NV2t023583002.1	gfas1.m1.14653.m1
OG0004020	NV2t021450001.1, NV2t021450002.1	gfas1.m1.921.m1
OG0004021	NV2t006463001.1, NV2t006463002.1	gfas1.m1.7663.m1
OG0004022	NV2t011342001.1, NV2t011340001.1	gfas1.m1.15594.m1
OG0004023	NV2t008311003.1, NV2t008311004.1	gfas1.m1.4024.m1
OG0004024	NV2t017650001.1, NV2t017650002.1	gfas1.m1.18626.m1
OG0004025	NV2t013086004.1, NV2t013085001.1, NV2t013086002.1, NV2t013086003.1	gfas1.m1.31.m1
OG0004026	NV2t013657001.1	gfas1.m1.4266.m1
OG0004026	NV2t020151001.1	gfas1.m1.22234.m1, gfas1.m1.7194.m1
OG0004027	NV2t010982001.1	gfas1.m1.6143.m1
OG0004028	NV2t010031001.1, NV2t010032001.1	gfas1.m1.7164.m1
OG0004029	NV2t008374004.1, NV2t008374001.1, NV2t008374002.1, NV2t008374003.1	gfas1.m1.9765.m1
OG0004030	NV2t012557001.1	gfas1.m1.7729.m1, gfas1.m1.7733.m1
OG0004031	NV2t002048001.1, NV2t002048002.1	gfas1.m1.4157.m1
OG0004032	NV2t008093002.1, NV2t008093003.1	gfas1.m1.6688.m1
OG0004033	NV2t009228001.1	gfas1.m1.23208.m1, gfas1.m1.12844.m1, gfas1.m1.9098.m1, gfas1.m1.17550.m1
OG0004034	NV2t015326001.1	gfas1.m1.3499.m1, gfas1.m1.22616.m1, gfas1.m1.12690.m1, gfas1.m1.1342.m1
OG0004035	NV2t014206001.1, NV2t014206002.1	gfas1.m1.16821.m1, gfas1.m1.7062.m1, gfas1.m1.11098.m1
OG0004036	NV2t016751001.1, NV2t016751002.1	gfas1.m1.1972.m1
OG0004037	NV2t011054001.1, NV2t011054002.1	gfas1.m1.9626.m1
OG0004038	NV2t012559001.1	gfas1.m1.7728.m1
OG0004039	NV2t021898001.1	gfas1.m1.3995.m1, gfas1.m1.21215.m1, gfas1.m1.13097.m1, gfas1.m1.13086.m1
OG0004041	NV2t005352001.1	gfas1.m1.6974.m1
OG0004042	NV2t013938001.1, NV2t013938002.1	gfas1.m1.6265.m1
OG0004043	NV2t008032002.1, NV2t008032003.1	gfas1.m1.8454.m1
OG0004044	NV2t014204001.1, NV2t014204002.1, NV2t014204004.1, NV2t014204003.1	gfas1.m1.19236.m1
OG0004045	NV2t017439001.1, NV2t017439002.1	gfas1.m1.19781.m1
OG0004046	NV2t019513001.1	gfas1.m1.14199.m1, gfas1.m1.14198.m1, gfas1.m1.13455.m1, gfas1.m1.13453.m1
OG0004047	NV2t020353001.1	gfas1.m1.21563.m1
OG0004048	NV2t003489001.1, NV2t003489002.1	gfas1.m1.18804.m1
OG0004051	NV2t023709001.1, NV2t023709003.1	gfas1.m1.5680.m1
OG0004052	NV2t017989001.1	gfas1.m1.21465.m1, gfas1.m1.19334.m1
OG0004053	NV2t004088001.1	gfas1.m1.3195.m1, gfas1.m1.17956.m1
OG0004054	NV2t021239001.1, NV2t021239003.1	gfas1.m1.8828.m1
OG0004055	NV2t003552001.1	gfas1.m1.14389.m1, gfas1.m1.14390.m1
OG0004056	NV2t019475001.1	gfas1.m1.11490.m1
OG0004056	NV2t019475002.1, NV2t019475003.1	gfas1.m1.3581.m1
OG0004057	NV2t025670003.1, NV2t025670006.1	gfas1.m1.17914.m1
OG0004058	NV2t014010001.1, NV2t014007003.1, NV2t014007001.1, NV2t014007002.1	gfas1.m1.14745.m1
OG0004059	NV2t010388001.1, NV2t010388002.1	gfas1.m1.4476.m1, gfas1.m1.4475.m1, gfas1.m1.4479.m1
OG0004060	NV2t020884001.1, NV2t022323001.1	gfas1.m1.8387.m1
OG0004061	NV2t000985001.1, NV2t000985002.1	gfas1.m1.8102.m1
OG0004062	NV2t025641002.1, NV2t025641001.1	gfas1.m1.3681.m1
OG0004063	NV2t015239001.1, NV2t015239002.1	gfas1.m1.14317.m1
OG0004064	NV2t010747001.1, NV2t010747002.1, NV2t010747003.1, NV2t010747004.1	gfas1.m1.14905.m1
OG0004065	NV2t020147002.1, NV2t020147003.1	gfas1.m1.473.m1
OG0004066	NV2t023456001.1	gfas1.m1.4375.m1
OG0004067	NV2t004190001.1	gfas1.m1.9059.m1
OG0004068	NV2t020629001.1, NV2t020629002.1, NV2t020629004.1	gfas1.m1.16369.m1
OG0004069	NV2t002049001.1, NV2t002049002.1	gfas1.m1.4163.m1
OG0004070	NV2t014200001.1, NV2t014200002.1	gfas1.m1.93.m1
OG0004071	NV2t025247001.1, NV2t025247002.1	gfas1.m1.5411.m1
OG0004072	NV2t010847001.1, NV2t010847002.1	gfas1.m1.4167.m1
OG0004073	NV2t011098001.1	gfas1.m1.9487.m1, gfas1.m1.22691.m1
OG0004074	NV2t017245001.1, NV2t017245002.1	gfas1.m1.17778.m1
OG0004075	NV2t018348001.1	gfas1.m1.1353.m1
OG0004076	NV2t006612001.1	gfas1.m1.19696.m1, gfas1.m1.19697.m1
OG0004076	NV2t004131001.1	gfas1.m1.2680.m1
OG0004077	NV2t015958001.1, NV2t015958002.1	gfas1.m1.13553.m1
OG0004078	NV2t013575001.1, NV2t015278001.1	gfas1.m1.17339.m1
OG0004079	NV2t019084002.1	gfas1.m1.3806.m1
OG0004080	NV2t002373001.1, NV2t002373002.1	gfas1.m1.14204.m1
OG0004082	NV2t015390001.1	gfas1.m1.12870.m1
OG0004084	NV2t012049001.1, NV2t012050001.1	gfas1.m1.6606.m1
OG0004085	NV2t019766001.1, NV2t019766002.1	gfas1.m1.7190.m1
OG0004086	NV2t002053001.1	gfas1.m1.4391.m1, gfas1.m1.5056.m1, gfas1.m1.4630.m1, gfas1.m1.5066.m1
OG0004087	NV2t007688001.1	gfas1.m1.10012.m1, gfas1.m1.18551.m1
OG0004088	NV2t020817001.1, NV2t020817002.1	gfas1.m1.13499.m1
OG0004089	NV2t025216001.1	gfas1.m1.2099.m1, gfas1.m1.2098.m1
OG0004090	NV2t007239001.1, NV2t007239002.1	gfas1.m1.18550.m1
OG0004091	NV2t004403001.1, NV2t004405001.1, NV2t004397001.1, NV2t004398001.1	gfas1.m1.2679.m1
OG0004092	NV2t022592001.1, NV2t021988001.1	gfas1.m1.731.m1
OG0004095	NV2t019607001.1, NV2t019607002.1	gfas1.m1.5099.m1
OG0004096	NV2t013815001.1, NV2t013815002.1	gfas1.m1.7269.m1
OG0004097	NV2t022750001.1, NV2t022750002.1	gfas1.m1.15289.m1
OG0004098	NV2t017436001.1	gfas1.m1.19782.m1, gfas1.m1.16915.m1
OG0004099	NV2t017033001.1, NV2t017033002.1	gfas1.m1.668.m1
OG0004100	NV2t020226001.1, NV2t020226002.1	gfas1.m1.19597.m1
OG0004101	NV2t020868001.1	gfas1.m1.1435.m1, gfas1.m1.9971.m1
OG0004102	NV2t013563001.1, NV2t013563002.1	gfas1.m1.9.m1
OG0004103	NV2t025977001.1, NV2t017548001.1	gfas1.m1.3392.m1
OG0004104	NV2t018944001.1, NV2t018944002.1	gfas1.m1.5471.m1
OG0004105	NV2t011779001.1	gfas1.m1.10222.m1, gfas1.m1.23093.m1
OG0004106	NV2t025955001.1, NV2t010919001.1	gfas1.m1.441.m1
OG0004107	NV2t021023001.1, NV2t021023002.1	gfas1.m1.6502.m1
OG0004110	NV2t002785001.1, NV2t002785002.1, NV2t002785003.1	gfas1.m1.14914.m1, gfas1.m1.19372.m1
OG0004111	NV2t000890001.1, NV2t000890002.1	gfas1.m1.2528.m1
OG0004113	NV2t007056001.1, NV2t007056002.1, NV2t007056003.1, NV2t007056004.1	gfas1.m1.17294.m1
OG0004114	NV2t001232001.1, NV2t001232002.1	gfas1.m1.17601.m1
OG0004115	NV2t014899001.1, NV2t014899002.1	gfas1.m1.14320.m1, gfas1.m1.8132.m1, gfas1.m1.6700.m1
OG0004116	NV2t015959001.1, NV2t015959002.1	gfas1.m1.13541.m1
OG0004117	NV2t012037004.1, NV2t012037002.1, NV2t012037001.1, NV2t012037003.1	gfas1.m1.1009.m1
OG0004118	NV2t000362001.1, NV2t000362002.1	gfas1.m1.18189.m1
OG0004119	NV2t004149001.1, NV2t004149002.1	gfas1.m1.17735.m1
OG0004120	NV2t022940001.1, NV2t022940002.1	gfas1.m1.15583.m1
OG0004122	NV2t014447001.1, NV2t014447002.1	gfas1.m1.18672.m1
OG0004123	NV2t024497001.1	gfas1.m1.21192.m1, gfas1.m1.7682.m1
OG0004124	NV2t011746001.1, NV2t011746002.1	gfas1.m1.16040.m1
OG0004126	NV2t012436001.1	gfas1.m1.17466.m1, gfas1.m1.23504.m1, gfas1.m1.23503.m1, gfas1.m1.23502.m1
OG0004127	NV2t006445001.1, NV2t006445002.1	gfas1.m1.4049.m1
OG0004128	NV2t002759001.1, NV2t002759002.1	gfas1.m1.18592.m1
OG0004129	NV2t016713001.1, NV2t016713002.1	gfas1.m1.1069.m1
OG0004130	NV2t003906001.1	gfas1.m1.16734.m1
OG0004131	NV2t008138001.1, NV2t008138002.1	gfas1.m1.5007.m1
OG0004132	NV2t017292001.1	gfas1.m1.10575.m1, gfas1.m1.17819.m1
OG0004134	NV2t015541001.1, NV2t015541002.1	gfas1.m1.9297.m1
OG0004135	NV2t001737001.1	gfas1.m1.18677.m1, gfas1.m1.21550.m1
OG0004136	NV2t013861001.1, NV2t013861002.1	gfas1.m1.21216.m1
OG0004137	NV2t004853001.1	gfas1.m1.2297.m1, gfas1.m1.2296.m1
OG0004138	NV2t008320001.1, NV2t008320002.1	gfas1.m1.1697.m1
OG0004139	NV2t019227001.1, NV2t019227002.1	gfas1.m1.5771.m1, gfas1.m1.5768.m1, gfas1.m1.5767.m1
OG0004140	NV2t008882001.1, NV2t008882002.1	gfas1.m1.4026.m1
OG0004141	NV2t002090001.1, NV2t002090002.1	gfas1.m1.13903.m1
OG0004142	NV2t010326001.1	gfas1.m1.8835.m1
OG0004143	NV2t018787001.1, NV2t018787002.1	gfas1.m1.7725.m1
OG0004144	NV2t000537001.1, NV2t000542001.1	gfas1.m1.6573.m1
OG0004145	NV2t010681001.1, NV2t010681002.1	gfas1.m1.8247.m1
OG0004146	NV2t018531001.1, NV2t018531002.1	gfas1.m1.10394.m1
OG0004147	NV2t011966001.1, NV2t011966002.1, NV2t022947001.1, NV2t016928001.1	gfas1.m1.16814.m1
OG0004148	NV2t007765001.1, NV2t007765002.1	gfas1.m1.18219.m1
OG0004149	NV2t017674004.1, NV2t017674001.1, NV2t017674003.1, NV2t017674002.1	gfas1.m1.3386.m1
OG0004150	NV2t022100001.1, NV2t012884001.1	gfas1.m1.360.m1
OG0004151	NV2t002315001.1, NV2t002315002.1, NV2t002315003.1, NV2t002315004.1	gfas1.m1.18761.m1
OG0004152	NV2t013383001.1, NV2t013383002.1, NV2t013383003.1, NV2t013383004.1	gfas1.m1.19472.m1
OG0004153	NV2t023490001.1	gfas1.m1.2685.m1, gfas1.m1.2701.m1, gfas1.m1.2688.m1, gfas1.m1.2700.m1
OG0004154	NV2t006382001.1, NV2t006382002.1	gfas1.m1.6233.m1
OG0004155	NV2t015719001.1, NV2t015726001.1	gfas1.m1.1862.m1
OG0004156	NV2t013813001.1, NV2t013813002.1	gfas1.m1.13861.m1
OG0004157	NV2t005966002.1, NV2t005966003.1, NV2t005966001.1, NV2t005966004.1	gfas1.m1.7975.m1
OG0004158	NV2t023111001.1, NV2t023114001.1	gfas1.m1.2791.m1
OG0004159	NV2t022793001.1, NV2t022796001.1	gfas1.m1.5841.m1
OG0004160	NV2t007989001.1, NV2t007990001.1	gfas1.m1.6816.m1
OG0004161	NV2t004873001.1, NV2t004873002.1	gfas1.m1.1560.m1
