Orthogroup	Mmus	Nvec
OG0003281	SESQ2_MOUSE, SESQ1_MOUSE	NV2t017152001.1
OG0003296	FANK1_MOUSE	NV2t018043001.1, NV2t014678001.1
OG0003314	PIGO_MOUSE	NV2t023618002.1, NV2t023618004.1, NV2t023618003.1
OG0003333	STK4_MOUSE, STK3_MOUSE	NV2t005847001.1
OG0003350	RWD2A_MOUSE, RWD2B_MOUSE	NV2t025280001.1
OG0003368	MACD1_MOUSE	NV2t020434001.1, NV2t020434002.1, NV2t020434003.1
OG0003385	GANC_MOUSE, GANAB_MOUSE	NV2t020375001.1
OG0003400	COFA1_MOUSE, COIA1_MOUSE	NV2t011420001.1
OG0003416	HIBCH_MOUSE	NV2t011690001.1, NV2t011690002.1, NV2t011690003.1
OG0003432	CDKA2_MOUSE, CDKA1_MOUSE	NV2t016630001.1
OG0003450	MCTS2_MOUSE, MCTS1_MOUSE	NV2t003603001.1
OG0003467	SDA1_MOUSE	NV2t002728002.1, NV2t002728001.1, NV2t002728003.1
OG0003483	CAYP2_MOUSE	NV2t009916001.1, NV2t009916002.1, NV2t009916003.1
OG0003516	FIS1_MOUSE	NV2t021341001.1, NV2t021341002.1, NV2t021341003.1
OG0003522	AP4E1_MOUSE	NV2t014794001.1
OG0003527	TLN2_MOUSE, TLN1_MOUSE	NV2t014371001.1
OG0003139	CCHCR_MOUSE	NV2t016679001.1, NV2t016675001.1, NV2t016679002.1
OG0003155	FBX7_MOUSE	NV2t002090001.1, NV2t002090002.1
OG0003171	VATO_MOUSE	NV2t002327001.1, NV2t002327002.1, NV2t002327003.1
OG0003188	ANO8_MOUSE	NV2t022943003.1, NV2t022943001.1, NV2t022943002.1
OG0003207	NUP98_MOUSE	NV2t018707001.1, NV2t003181001.1, NV2t003181002.1
OG0003226	GLU2B_MOUSE	NV2t001108001.1, NV2t001108002.1, NV2t001108003.1
OG0003245	NECP1_MOUSE, NECP2_MOUSE	NV2t013334001.1
OG0003259	H2AW_MOUSE, H2AY_MOUSE	NV2t005663001.1
OG0003272	COQ3_MOUSE	NV2t009259002.1, NV2t009259001.1, NV2t009259003.1
OG0003289	XPO2_MOUSE	NV2t016913003.1, NV2t016913001.1, NV2t016913002.1
OG0003319	PSB4_MOUSE	NV2t014057001.1, NV2t014062001.1, NV2t014062002.1
OG0003335	LDAH_MOUSE	NV2t006160001.1, NV2t006306001.1
OG0003352	SIX2_MOUSE, SIX1_MOUSE	NV2t011090001.1
OG0003370	TRAF3_MOUSE	NV2t012066001.1
OG0003388	EPOP_MOUSE, SKDA1_MOUSE	NV2t011712001.1
OG0003405	ATP5S_MOUSE	NV2t019422002.1, NV2t019417001.1, NV2t019417002.1
OG0003420	AN13B_MOUSE, AN13D_MOUSE	NV2t015664001.1
OG0003437	ADCY6_MOUSE, ADCY5_MOUSE	NV2t011250001.1
OG0003454	NXP20_MOUSE, F1142_MOUSE	NV2t003231001.1
OG0003470	SH24B_MOUSE, SH24A_MOUSE	NV2t003273001.1
OG0003487	AP3S1_MOUSE, AP3S2_MOUSE	NV2t014979001.1
OG0003505	INT3_MOUSE	NV2t024218001.1, NV2t024218002.1, NV2t024218004.1
OG0003521	CDAC1_MOUSE	NV2t018401001.1, NV2t018445001.1, NV2t018445002.1
OG0003538	TM117_MOUSE	NV2t009420001.1, NV2t017491001.1
OG0003555	TTK_MOUSE	NV2t024910001.1, NV2t024910002.1, NV2t024910003.1
OG0003185	SNX30_MOUSE, SNX7_MOUSE	NV2t000655001.1
OG0003204	S2536_MOUSE	NV2t003430001.1, NV2t003496001.1
OG0003222	SRP19_MOUSE	NV2t001038001.1, NV2t001038002.1, NV2t001038003.1
OG0003237	FSCN1_MOUSE, FSCN2_MOUSE	NV2t008037001.1
OG0003252	FOXL2_MOUSE	NV2t014459001.1, NV2t014459003.1, NV2t014459002.1
OG0003265	UT14B_MOUSE, UT14A_MOUSE	NV2t008752001.1
OG0003279	PAXI_MOUSE	NV2t016851003.1, NV2t016851001.1, NV2t016851002.1
OG0003307	ODR4_MOUSE	NV2t025321001.1, NV2t025321002.1, NV2t025321003.1
OG0003311	AGGF1_MOUSE	NV2t023313001.1, NV2t023313002.1, NV2t023313003.1
OG0003326	AMFR_MOUSE	NV2t005085001.1, NV2t005085002.1, NV2t005085003.1
OG0003344	UBP53_MOUSE, UBP54_MOUSE	NV2t006284001.1
OG0003359	LONP2_MOUSE	NV2t014122001.1, NV2t014122002.1, NV2t014122003.1
OG0003375	AP5M1_MOUSE	NV2t019532002.1, NV2t019532001.1, NV2t019532003.1
OG0003407	TTC9A_MOUSE, TTC9C_MOUSE	NV2t020893001.1
OG0003423	TBCC1_MOUSE	NV2t016756002.1, NV2t016756005.1, NV2t016756004.1
OG0003438	GRL1A_MOUSE	NV2t024113002.1, NV2t024113005.1, NV2t024113004.1
OG0003455	SYHM_MOUSE, HARS1_MOUSE	NV2t003148001.1
OG0003471	UBN1_MOUSE, UBN2_MOUSE	NV2t003727001.1
OG0003488	MA2A2_MOUSE, MA2A1_MOUSE	NV2t013590001.1
OG0003504	CF263_MOUSE	NV2t005042001.1, NV2t005042004.1, NV2t005042002.1
OG0003520	PDE3B_MOUSE, PDE3A_MOUSE	NV2t009900001.1
OG0003552	STXB1_MOUSE, STXB2_MOUSE	NV2t025301001.1
OG0003571	TBATA_MOUSE	NV2t014618001.1
OG0003588	UBP2_MOUSE	NV2t021781003.1, NV2t021781001.1, NV2t021781002.1
OG0003236	UBE2O_MOUSE	NV2t006981003.1, NV2t006981001.1, NV2t006981002.1
OG0003241	MBOA5_MOUSE	NV2t013201001.1, NV2t011850001.1
OG0003255	SKI_MOUSE, SKIL_MOUSE	NV2t013866001.1
OG0003270	PPIL6_MOUSE	NV2t008311002.1, NV2t008311003.1, NV2t008311004.1
OG0003286	SH2B2_MOUSE, SH2B1_MOUSE	NV2t017117001.1
OG0003301	DHX8_MOUSE	NV2t012274002.1, NV2t012274001.1
OG0003306	F16P2_MOUSE, F16P1_MOUSE	NV2t007276001.1
OG0003323	LRCC1_MOUSE	NV2t004826001.1, NV2t004826002.1
OG0003340	TXND5_MOUSE	NV2t006466001.1, NV2t006466002.1, NV2t006466003.1
OG0003357	C102A_MOUSE	NV2t004363001.1, NV2t004363002.1
OG0003376	SELN_MOUSE	NV2t019533001.1, NV2t019533002.1, NV2t019533004.1
OG0003393	RPP25_MOUSE, RP25L_MOUSE	NV2t010954001.1
OG0003411	COMD3_MOUSE	NV2t011735001.1
OG0003427	TCEA1_MOUSE, TCEA2_MOUSE	NV2t017313001.1
OG0003444	TF3A_MOUSE	NV2t002474001.1, NV2t003166001.1
OG0003477	RB15B_MOUSE, RBM15_MOUSE	NV2t003514001.1
OG0003494	RHDF2_MOUSE, RHDF1_MOUSE	NV2t007108001.1
OG0003498	LCTL_MOUSE	NV2t011347001.1
OG0003530	LYSM2_MOUSE, LYSM1_MOUSE	NV2t014560001.1
OG0003545	ANS1B_MOUSE, ANS1A_MOUSE	NV2t018194001.1
OG0003563	HMCES_MOUSE	NV2t025033002.1, NV2t025033001.1, NV2t025033003.1
OG0003579	SSRA_MOUSE	NV2t004542001.1, NV2t004542003.1, NV2t004542002.1
OG0003596	AMMR1_MOUSE, AMERL_MOUSE	NV2t022149001.1
OG0003612	PINK1_MOUSE	NV2t025090001.1, NV2t025090002.1, NV2t025090003.1
OG0003206	TM165_MOUSE	NV2t003642001.1, NV2t003642002.1, NV2t003642003.1
OG0003224	WLS_MOUSE	NV2t001854002.1, NV2t001854001.1, NV2t001855001.1
OG0003257	PTRD1_MOUSE	NV2t005808003.1, NV2t005808001.1, NV2t005808002.1
OG0003287	CASP_MOUSE, CUX1_MOUSE	NV2t017292001.1
OG0003300	PUR9_MOUSE	NV2t011037001.1, NV2t011037002.1, NV2t011037004.1
OG0003317	IQCE_MOUSE	NV2t013160003.1, NV2t013160001.1, NV2t013160002.1
OG0003369	ISCA2_MOUSE	NV2t020147002.1, NV2t020147003.1
OG0003401	HYCC2_MOUSE, HYCCI_MOUSE	NV2t012043001.1
OG0003417	TBG2_MOUSE, TBG1_MOUSE	NV2t012407001.1
OG0003434	ASXL2_MOUSE, ASXL1_MOUSE	NV2t016005001.1
OG0003452	MELK_MOUSE	NV2t003816003.1, NV2t003816002.1, NV2t003816001.1
OG0003456	SRBP2_MOUSE, SRBP1_MOUSE	NV2t003838001.1
OG0003472	ZMY10_MOUSE	NV2t003187003.1, NV2t003187002.1, NV2t003187001.1
OG0003489	ANKF1_MOUSE	NV2t007812001.1, NV2t007812002.1, NV2t007812003.1
OG0003506	ICE2_MOUSE	NV2t011693003.1, NV2t011693002.1, NV2t011693004.1
OG0003523	SBP1_MOUSE, SBP2_MOUSE	NV2t013648001.1
OG0003539	AMRA1_MOUSE	NV2t018705001.1, NV2t018705002.1, NV2t018705003.1
OG0003561	SC16B_MOUSE, SC16A_MOUSE	NV2t025203001.1
OG0003581	RIC8B_MOUSE, RIC8A_MOUSE	NV2t004551001.1
OG0003584	A1CF_MOUSE	NV2t014621003.1, NV2t014621001.1, NV2t014621002.1
OG0003601	NKAP_MOUSE, NKAPL_MOUSE	NV2t022003001.1
OG0003618	VAMP8_MOUSE, VAMP4_MOUSE	NV2t003729001.1
OG0003308	AL7A1_MOUSE	NV2t024295001.1, NV2t024295002.1, NV2t024295003.1
OG0003324	KPSH1_MOUSE	NV2t004804001.1, NV2t004804002.1
OG0003342	ZN704_MOUSE	NV2t005529001.1
OG0003377	ACP7_MOUSE	NV2t020737002.1, NV2t020255001.1
OG0003394	CDK6_MOUSE, CDK4_MOUSE	NV2t012663001.1
OG0003412	SGTB_MOUSE, SGTA_MOUSE	NV2t012733001.1
OG0003428	DCOR_MOUSE	NV2t015563002.1, NV2t015563001.1, NV2t015563003.1
OG0003446	PORCN_MOUSE	NV2t003872001.1, NV2t003872002.1, NV2t003872003.1
OG0003463	ARXS1_MOUSE, ARXS2_MOUSE, SPCS3_MOUSE	NV2t003750002.1
OG0003479	RASF5_MOUSE, RASF1_MOUSE	NV2t003117001.1
OG0003495	RL10_MOUSE, RL10L_MOUSE	NV2t007077001.1
OG0003511	F221A_MOUSE	NV2t010836002.1, NV2t010836003.1, NV2t010836001.1
OG0003529	MGN_MOUSE, MGN2_MOUSE	NV2t014507001.1
OG0003546	LC7L3_MOUSE	NV2t007781001.1, NV2t007781003.1, NV2t007781002.1
OG0003564	S27A1_MOUSE, S27A4_MOUSE	NV2t025329001.1
OG0003580	ZCHC7_MOUSE	NV2t015154001.1, NV2t015154002.1, NV2t015154003.1
OG0003597	TUTLA_MOUSE, TUTLB_MOUSE	NV2t021328001.1
OG0003613	MIGA2_MOUSE, MIGA1_MOUSE	NV2t025361001.1
OG0003630	S5A2_MOUSE, S5A1_MOUSE	NV2t020091001.1
OG0003645	PARVA_MOUSE, PARVB_MOUSE	NV2t009764001.1
OG0003663	PURA1_MOUSE, PURA2_MOUSE	NV2t020178001.1
OG0003406	PININ_MOUSE	NV2t019423001.1, NV2t019423002.1
OG0003421	GIT1_MOUSE, GIT2_MOUSE	NV2t015592001.1
OG0003436	NOM1_MOUSE	NV2t011055001.1, NV2t011055002.1, NV2t011055003.1
OG0003453	IDHG2_MOUSE, IDHG1_MOUSE	NV2t002742001.1, NV2t002742002.1
OG0003469	NNTM_MOUSE	NV2t002485001.1, NV2t002485003.1, NV2t002485002.1
OG0003486	DEPD7_MOUSE	NV2t009845001.1, NV2t009845002.1
OG0003503	MBD3_MOUSE, MBD2_MOUSE	NV2t023685001.1
OG0003518	RED2_MOUSE, RED1_MOUSE	NV2t012686001.1
OG0003534	ANGE1_MOUSE, ANGE2_MOUSE	NV2t019545001.1
OG0003550	POMT1_MOUSE	NV2t024914003.1, NV2t024914001.1, NV2t024914002.1
OG0003569	UBP33_MOUSE, UBP20_MOUSE	NV2t024875001.1
OG0003585	SGCE_MOUSE, SGCA_MOUSE	NV2t014791001.1
OG0003600	RRP1B_MOUSE, RRP1_MOUSE	NV2t022143001.1
OG0003616	FLOWR_MOUSE	NV2t024826001.1, NV2t024826002.1, NV2t024826003.1
OG0003632	CGRF1_MOUSE	NV2t020358001.1
OG0003648	TMED1_MOUSE, TMED5_MOUSE	NV2t014916001.1
OG0003665	S39A9_MOUSE	NV2t020551001.1, NV2t020551002.1
OG0003679	XYLT2_MOUSE, XYLT1_MOUSE	NV2t007733001.1
OG0003693	ANM8_MOUSE, ANM1_MOUSE	NV2t018507001.1
OG0003708	PGM5_MOUSE, PGM1_MOUSE	NV2t000215001.1
OG0003721	5MP2_MOUSE, 5MP1_MOUSE	NV2t010960001.1
OG0003379	CANB1_MOUSE, CANB2_MOUSE	NV2t020373001.1
OG0003396	NBEL2_MOUSE	NV2t025957001.1, NV2t011150001.1
OG0003414	INSI2_MOUSE, INSI1_MOUSE	NV2t011390001.1
OG0003431	GPN3_MOUSE	NV2t017077003.1, NV2t017077004.1, NV2t017077005.1
OG0003449	MS3L2_MOUSE, MS3L1_MOUSE	NV2t003587001.1
OG0003466	ZFN2A_MOUSE, ZFN2B_MOUSE	NV2t003192001.1
OG0003484	ERLN2_MOUSE, ERLN1_MOUSE	NV2t010587001.1
OG0003501	ERAL1_MOUSE	NV2t007482001.1, NV2t007474001.1, NV2t007474002.1
OG0003517	HEXI2_MOUSE, HEXI1_MOUSE	NV2t011592001.1
OG0003535	KPYM_MOUSE, KPYR_MOUSE	NV2t014841001.1
OG0003553	ABHGA_MOUSE	NV2t025586001.1, NV2t025586003.1, NV2t025586002.1
OG0003573	TBC9B_MOUSE, TBCD9_MOUSE	NV2t014867001.1
OG0003590	DPOD3_MOUSE	NV2t022020001.1, NV2t022020002.1
OG0003605	ACO12_MOUSE, ACO11_MOUSE	NV2t024468001.1
OG0003621	NPC2_MOUSE	NV2t019607001.1, NV2t019607002.1
OG0003638	SMAG2_MOUSE, SMAG1_MOUSE	NV2t020356001.1
OG0003658	ETHE1_MOUSE	NV2t008162001.1, NV2t013312001.1, NV2t013312002.1
OG0003674	HTR5A_MOUSE, HTR5B_MOUSE	NV2t020772001.1
OG0003691	HPS5_MOUSE	NV2t018021003.1, NV2t018021001.1, NV2t018021002.1
OG0003707	ASF1A_MOUSE, ASF1B_MOUSE	NV2t001029001.1
OG0003722	SOST_MOUSE, SOSD1_MOUSE	NV2t012678001.1
OG0003429	KLF10_MOUSE, KLF11_MOUSE	NV2t016532001.1
OG0003447	ATP7B_MOUSE, ATP7A_MOUSE	NV2t002902001.1
OG0003464	UBP46_MOUSE, UBP12_MOUSE	NV2t003752001.1
OG0003480	EP300_MOUSE, CBP_MOUSE	NV2t002637001.1
OG0003496	CEP95_MOUSE	NV2t007055001.1, NV2t007055002.1
OG0003512	SC22C_MOUSE, SC22A_MOUSE	NV2t012851001.1
OG0003531	SMAD7_MOUSE, SMAD6_MOUSE	NV2t013963001.1
OG0003548	SARDH_MOUSE	NV2t024933001.1, NV2t024933003.1, NV2t024933002.1
OG0003568	CLCB_MOUSE, CLCA_MOUSE	NV2t024726001.1
OG0003586	RU2B_MOUSE, SNRPA_MOUSE	NV2t014328002.1
OG0003603	SWT1_MOUSE	NV2t025261002.1, NV2t025261001.1, NV2t025261003.1
OG0003619	ARP5L_MOUSE, ARPC5_MOUSE	NV2t025446001.1
OG0003636	RTN1_MOUSE	NV2t019606003.1, NV2t019606001.1, NV2t019606002.1
OG0003652	ACL6A_MOUSE, ACL6B_MOUSE	NV2t014769001.1
OG0003669	RTF1_MOUSE	NV2t019415001.1, NV2t019415002.1, NV2t019415003.1
OG0003687	NUCB2_MOUSE, NUCB1_MOUSE	NV2t018173001.1
OG0003690	UN13D_MOUSE, BAIP3_MOUSE	NV2t006900001.1
OG0003705	ASND1_MOUSE	NV2t002245001.1, NV2t002248001.1, NV2t002248002.1
OG0003719	U5S1_MOUSE	NV2t012862002.1, NV2t012862001.1, NV2t012862003.1
OG0003734	RS4X_MOUSE	NV2t008478001.1
OG0003751	FA76A_MOUSE, FA76B_MOUSE	NV2t008397001.1
OG0003439	SCC4_MOUSE	NV2t024244003.1, NV2t024244004.1, NV2t024244005.1
OG0003457	VILI_MOUSE, AVIL_MOUSE	NV2t003597001.1
OG0003473	BTG1_MOUSE, BTG2_MOUSE	NV2t003190001.1
OG0003490	KPRA_MOUSE, KPRB_MOUSE	NV2t006955001.1
OG0003507	HECW2_MOUSE, HECW1_MOUSE	NV2t012129001.1
OG0003524	VATE1_MOUSE, VATE2_MOUSE	NV2t009710001.1
OG0003540	GOT1A_MOUSE, GOT1B_MOUSE	NV2t018704001.1
OG0003557	VP13B_MOUSE	NV2t024919001.1, NV2t024920001.1, NV2t024920002.1
OG0003575	IKKA_MOUSE, IKKB_MOUSE	NV2t013673001.1
OG0003608	RABX5_MOUSE	NV2t025012001.1, NV2t025012002.1
OG0003623	RGPA1_MOUSE, RGPA2_MOUSE	NV2t020300001.1
OG0003639	SP20H_MOUSE	NV2t003796001.1
OG0003656	PG12B_MOUSE, PG12A_MOUSE	NV2t013828001.1
OG0003671	PKHB1_MOUSE, PKHB2_MOUSE	NV2t019522001.1
OG0003682	ZDH13_MOUSE, ZDH17_MOUSE	NV2t018140001.1
OG0003698	SUOX_MOUSE	NV2t000385001.1, NV2t000385002.1, NV2t000385003.1
OG0003714	TM38A_MOUSE, TM38B_MOUSE	NV2t001828001.1
OG0003731	CD5R1_MOUSE, CD5R2_MOUSE	NV2t012132001.1
OG0003736	LATS1_MOUSE, LATS2_MOUSE	NV2t008937001.1
OG0003755	RIPP2_MOUSE, RIPP1_MOUSE	NV2t008324001.1
OG0003441	PX11B_MOUSE, PX11A_MOUSE	NV2t023346001.1
OG0003445	G3BP2_MOUSE, G3BP1_MOUSE	NV2t003368001.1
OG0003462	AMPO_MOUSE	NV2t003112002.1, NV2t003112003.1, NV2t003112001.1
OG0003478	UHRF2_MOUSE, UHRF1_MOUSE	NV2t003937001.1
OG0003482	RUXE_MOUSE	NV2t009721001.1, NV2t009721002.1, NV2t009721003.1
OG0003499	GNA12_MOUSE, GNA13_MOUSE	NV2t007033001.1
OG0003515	TRA2B_MOUSE, TRA2A_MOUSE	NV2t011517001.1
OG0003533	ACACA_MOUSE, ACACB_MOUSE	NV2t009898001.1
OG0003551	KAT1_MOUSE, KAT3_MOUSE	NV2t025702002.1
OG0003572	CRKL_MOUSE, CRK_MOUSE	NV2t013426001.1
OG0003589	P2R3D_MOUSE	NV2t022258001.1, NV2t022258003.1, NV2t022258002.1
OG0003606	LRIQ3_MOUSE	NV2t025132002.1, NV2t025132001.1, NV2t025132003.1
OG0003627	SDE2_MOUSE	NV2t020155001.1, NV2t020155002.1, NV2t020155003.1
OG0003643	GOLI_MOUSE, RN150_MOUSE	NV2t003170001.1
OG0003661	DDX31_MOUSE	NV2t002088001.1, NV2t002088003.1, NV2t002088002.1
OG0003677	IDI1_MOUSE, IDI2_MOUSE	NV2t017744001.1
OG0003694	BMAL1_MOUSE, BMAL2_MOUSE	NV2t018659001.1
OG0003710	RCL1_MOUSE	NV2t001834003.1, NV2t001834001.1, NV2t001834002.1
OG0003724	STRAB_MOUSE, STRAA_MOUSE	NV2t012577001.1
OG0003742	SFT2B_MOUSE, SFT2A_MOUSE	NV2t008582001.1
OG0003759	IF1AX_MOUSE, IF1A_MOUSE	NV2t009427001.1
OG0003426	SRR_MOUSE	NV2t015336001.1, NV2t015336002.1, NV2t015336003.1
OG0003443	RPC3_MOUSE	NV2t023503001.1, NV2t023503002.1, NV2t023508001.1
OG0003460	RHG22_MOUSE, RHG24_MOUSE	NV2t003440001.1
OG0003476	IFRD1_MOUSE, IFRD2_MOUSE	NV2t003516001.1
OG0003510	WDR37_MOUSE	NV2t011771001.1, NV2t011771002.1, NV2t011771003.1
OG0003528	SPP2B_MOUSE, SPP2C_MOUSE	NV2t013627001.1
OG0003544	MTMR5_MOUSE, MTMRD_MOUSE	NV2t017404001.1
OG0003562	EEIG2_MOUSE, EEIG1_MOUSE	NV2t025227001.1
OG0003567	S53A1_MOUSE	NV2t024694001.1, NV2t024694002.1, NV2t024694003.1
OG0003583	IF4E_MOUSE, I4E1B_MOUSE	NV2t014853001.1
OG0003599	NOMO1_MOUSE	NV2t021189001.1
OG0003615	UBAC1_MOUSE	NV2t024827003.1, NV2t024827001.1, NV2t024827002.1
OG0003634	MOCS3_MOUSE	NV2t020400001.1, NV2t020397001.1, NV2t020400002.1
OG0003650	DHB12_MOUSE, HSDL1_MOUSE	NV2t014183002.1
OG0003655	VATC2_MOUSE, VATC1_MOUSE	NV2t014467001.1
OG0003672	VRK1_MOUSE, VRK2_MOUSE	NV2t021017001.1
OG0003689	ILRUN_MOUSE	NV2t018564002.1, NV2t018564001.1, NV2t018564003.1
OG0003706	GPX7_MOUSE, GPX8_MOUSE	NV2t002138001.1
OG0003727	DEFI6_MOUSE, SWP70_MOUSE	NV2t016831001.1
OG0003746	SYAP1_MOUSE	NV2t008968002.1, NV2t008968001.1, NV2t008968003.1
OG0003763	SPS1_MOUSE, SPS2_MOUSE	NV2t001401001.1
OG0003780	TTLL3_MOUSE, TTLL8_MOUSE	NV2t000134001.1
OG0003474	TBCD1_MOUSE, TBCD4_MOUSE	NV2t003896001.1
OG0003492	GET4_MOUSE	NV2t007110003.1, NV2t007110001.1, NV2t007110002.1
OG0003509	CB069_MOUSE	NV2t010618003.1, NV2t010618002.1, NV2t010618001.1
OG0003526	AMN1_MOUSE	NV2t009901003.1, NV2t009901001.1, NV2t009901002.1
OG0003542	UBP7_MOUSE	NV2t007286001.1, NV2t007286002.1, NV2t007286003.1
OG0003547	MYRF_MOUSE	NV2t019038001.1, NV2t019038002.1, NV2t019038003.1
OG0003582	TM220_MOUSE	NV2t006936001.1, NV2t006936002.1
OG0003614	SPTA1_MOUSE, SPTN1_MOUSE	NV2t024718002.1
OG0003631	SPTSA_MOUSE, SPTSB_MOUSE	NV2t020940001.1
OG0003647	HAND2_MOUSE, HAND1_MOUSE	NV2t002675001.1
OG0003667	DCST1_MOUSE, DCST2_MOUSE	NV2t019569001.1
OG0003685	MET15_MOUSE	NV2t018833001.1, NV2t018833002.1
OG0003702	AP1M2_MOUSE, AP1M1_MOUSE	NV2t000408001.1
OG0003718	STK11_MOUSE	NV2t001144001.1, NV2t001144002.1, NV2t001144003.1
OG0003735	MACA1_MOUSE, MACA2_MOUSE	NV2t008471001.1
OG0003745	PUR2_MOUSE	NV2t009035001.1, NV2t009035002.1, NV2t009035003.1
OG0003762	TBK1_MOUSE, IKKE_MOUSE	NV2t000123001.1
OG0003778	S60A1_MOUSE	NV2t001300001.1, NV2t001299001.1
OG0003794	GRD2I_MOUSE	NV2t007066001.1, NV2t007068001.1
OG0003810	MET22_MOUSE	NV2t006832002.1, NV2t006832004.1, NV2t006832003.1
OG0003828	VA0E2_MOUSE, VA0E1_MOUSE	NV2t017502001.1
OG0003833	ATRN1_MOUSE, ATRN_MOUSE	NV2t018302001.1
OG0003849	STK10_MOUSE, SLK_MOUSE	NV2t018951001.1
OG0003497	UNK_MOUSE, UNKL_MOUSE	NV2t006949001.1
OG0003514	NAB1_MOUSE, NAB2_MOUSE	NV2t012996001.1
OG0003532	HCLS1_MOUSE, SRC8_MOUSE	NV2t009977002.1
OG0003549	RGL1_MOUSE, GNDS_MOUSE	NV2t024473001.1
OG0003570	BOK_MOUSE	NV2t025218001.1, NV2t024727001.1
OG0003587	CRDL1_MOUSE, CRDL2_MOUSE	NV2t022735001.1
OG0003604	LHX6_MOUSE, LHX8_MOUSE	NV2t025048001.1
OG0003620	TPST1_MOUSE, TPST2_MOUSE	NV2t025612001.1
OG0003625	TTBK2_MOUSE, TTBK1_MOUSE	NV2t020086001.1
OG0003641	ST7L_MOUSE, ST7_MOUSE	NV2t002641001.1
OG0003659	TBCD7_MOUSE	NV2t023690001.1, NV2t023690002.1, NV2t023690003.1
OG0003675	RNF8_MOUSE	NV2t020509003.1, NV2t020509001.1, NV2t020509002.1
OG0003683	STK38_MOUSE, ST38L_MOUSE	NV2t017655001.1
OG0003700	ZFY16_MOUSE	NV2t001816001.1, NV2t001816002.1
OG0003715	AP3D1_MOUSE	NV2t000195001.1, NV2t000195002.1, NV2t000195003.1
OG0003732	CHIO_MOUSE, CHIN_MOUSE	NV2t011983001.1
OG0003767	HFM1_MOUSE	NV2t000265002.1, NV2t000265001.1, NV2t000265003.1
OG0003784	NSUN5_MOUSE	NV2t001278001.1
OG0003802	USH1G_MOUSE, ANS4B_MOUSE	NV2t006856001.1
OG0003819	PWP2B_MOUSE, PWP2A_MOUSE	NV2t017484001.1
OG0003837	DEN10_MOUSE	NV2t017415001.1, NV2t017427001.1
OG0003485	EHBP1_MOUSE	NV2t025014001.1
OG0003519	CLAP2_MOUSE, CLAP1_MOUSE	NV2t011578001.1
OG0003537	RCN1_MOUSE, CALU_MOUSE	NV2t018635001.1
OG0003554	VATG1_MOUSE, VATG3_MOUSE	NV2t024634001.1
OG0003559	UCK2_MOUSE, UCK1_MOUSE	NV2t024477001.1
OG0003594	ANR40_MOUSE	NV2t021332001.1
OG0003610	TF2H4_MOUSE	NV2t025614002.1, NV2t025614003.1, NV2t025614004.1
OG0003626	AQR_MOUSE	NV2t001588003.1, NV2t001588001.1, NV2t001588002.1
OG0003642	FHI1B_MOUSE, FHI1A_MOUSE	NV2t002721001.1
OG0003660	FBX40_MOUSE, FBX30_MOUSE	NV2t013926001.1
OG0003676	SNAB_MOUSE, SNAA_MOUSE	NV2t020174001.1
OG0003692	CEPT1_MOUSE, CHPT1_MOUSE	NV2t017783001.1
OG0003709	HOOK1_MOUSE, HOOK3_MOUSE	NV2t001136001.1
OG0003723	KAT2B_MOUSE, KAT2A_MOUSE	NV2t012475001.1
OG0003741	DCAF6_MOUSE	NV2t009424001.1, NV2t009424002.1, NV2t009424003.1
OG0003758	ODPA_MOUSE, ODPAT_MOUSE	NV2t008456001.1
OG0003775	EXD2_MOUSE	NV2t000683001.1, NV2t000683002.1
OG0003791	TV23B_MOUSE	NV2t007547001.1, NV2t007547002.1
OG0003807	NDEL1_MOUSE, NDE1_MOUSE	NV2t007804001.1
OG0003823	SAC2_MOUSE	NV2t019042001.1, NV2t019042002.1, NV2t019042003.1
OG0003840	RCCD1_MOUSE	NV2t017459001.1, NV2t017459003.1, NV2t017459002.1
OG0003859	SBP2L_MOUSE, SEBP2_MOUSE	NV2t013841001.1
OG0003508	KAL1L_MOUSE, KANL1_MOUSE	NV2t011205001.1
OG0003558	NIT1_MOUSE	NV2t025110001.1, NV2t025110002.1, NV2t025110003.1
OG0003576	PAPS1_MOUSE, PAPS2_MOUSE	NV2t014348001.1
OG0003593	PKNX1_MOUSE, PKNX2_MOUSE	NV2t022282001.1
OG0003609	PRR3_MOUSE, PP1RA_MOUSE	NV2t025481001.1
OG0003624	DAAM1_MOUSE, DAAM2_MOUSE	NV2t020653001.1
OG0003640	WIF1_MOUSE	NV2t025579001.1, NV2t025543001.1
OG0003657	NUP62_MOUSE	NV2t015237001.1, NV2t015237002.1
OG0003673	PPR37_MOUSE	NV2t020633002.1, NV2t020633001.1, NV2t020633003.1
OG0003699	PIGW_MOUSE	NV2t000544001.1, NV2t000538001.1, NV2t000544002.1
OG0003713	FBX4_MOUSE	NV2t000197002.1, NV2t000197004.1, NV2t000197005.1
OG0003729	LRRF2_MOUSE, LRRF1_MOUSE	NV2t010822001.1
OG0003748	RB39B_MOUSE, RB39A_MOUSE	NV2t009172001.1
OG0003765	DDX20_MOUSE	NV2t002310001.1, NV2t002310003.1, NV2t002310002.1
OG0003798	NTAN1_MOUSE	NV2t007690003.1, NV2t007690001.1, NV2t007690002.1
OG0003815	PIGY_MOUSE	NV2t008030001.1, NV2t008030002.1, NV2t008030004.1
OG0003834	LBX2_MOUSE, LBX1_MOUSE	NV2t017667001.1
