Orthogroup	Mmus	Acer
OG0002727	ISOC1_MOUSE, ISC2B_MOUSE, ISC2A_MOUSE	KAK2573183.1
OG0002744	MCM7_MOUSE	KAK2573671.1
OG0002760	SVOP_MOUSE	KAK2574513.1, KAK2574443.1
OG0002841	CDK3_MOUSE, CDK2_MOUSE	KAK2548014.1
OG0002857	MYO1D_MOUSE, MYO1G_MOUSE	KAK2570316.1
OG0002862	GBX2_MOUSE, GBX1_MOUSE	KAK2558749.1
OG0002880	PRS7_MOUSE	KAK2556315.1
OG0002894	S16C6_MOUSE, RDHE2_MOUSE	KAK2560232.1
OG0002912	CCNG1_MOUSE, CCNG2_MOUSE	KAK2550099.1
OG0002961	HAKAI_MOUSE	KAK2547973.1
OG0003015	MK15_MOUSE	KAK2549771.1
OG0003031	SMC1B_MOUSE, SMC1A_MOUSE	KAK2550104.1
OG0003048	ATRAP_MOUSE	KAK2550524.1
OG0003065	ICA1L_MOUSE, ICA69_MOUSE	KAK2551048.1
OG0003081	ARFP2_MOUSE	KAK2551632.1
OG0003098	RBM27_MOUSE, RBM26_MOUSE	KAK2552578.1
OG0002677	ARH_MOUSE	KAK2570871.1
OG0002692	NOL11_MOUSE	KAK2571730.1
OG0002708	NSD2_MOUSE, NSD3_MOUSE	KAK2572236.1
OG0002724	AN34B_MOUSE, AN34C_MOUSE	KAK2572987.1
OG0002739	MCF2L_MOUSE	KAK2573587.1
OG0002755	TRI37_MOUSE	KAK2574347.1
OG0002839	ACTZ_MOUSE, ACTY_MOUSE	KAK2563898.1
OG0002856	CENPA_MOUSE	KAK2555977.1
OG0002875	GLT13_MOUSE, GALT1_MOUSE	KAK2555764.1
OG0002891	HELT_MOUSE	KAK2573030.1
OG0002908	DYRK3_MOUSE, DYRK2_MOUSE	KAK2547238.1
OG0002926	EGFL7_MOUSE	KAK2565378.1
OG0002958	EFHD2_MOUSE, EFHD1_MOUSE	KAK2547920.1
OG0002991	NAA10_MOUSE, NAA11_MOUSE	KAK2548814.1
OG0003009	CALX_MOUSE, CLGN_MOUSE	KAK2549677.1
OG0003024	PSMA8_MOUSE, PSA7_MOUSE	KAK2550019.1
OG0003040	SUSD2_MOUSE	KAK2550316.1, KAK2559112.1, KAK2559544.1
OG0003057	STXB4_MOUSE	KAK2550839.1
OG0003074	OCAD2_MOUSE, OCAD1_MOUSE	KAK2551322.1
OG0003090	UB2Q2_MOUSE, UB2Q1_MOUSE	KAK2551862.1
OG0003106	UBE2A_MOUSE, UBE2B_MOUSE	KAK2552650.1
OG0002621	ASZ1_MOUSE	KAK2568071.1
OG0002637	AADAT_MOUSE	KAK2568882.1
OG0002654	NEUL_MOUSE, THOP1_MOUSE	KAK2569551.1
OG0002671	VPS41_MOUSE	KAK2570430.1
OG0002709	BTBDG_MOUSE	KAK2572353.1
OG0002741	DGKH_MOUSE, DGKD_MOUSE	KAK2573611.1
OG0002757	CHK2_MOUSE	KAK2574382.1
OG0002763	MED13_MOUSE, MD13L_MOUSE	KAK2574665.1
OG0002859	SMCA1_MOUSE, SMCA5_MOUSE	KAK2552577.1
OG0002877	GPC3_MOUSE, GPC5_MOUSE	KAK2566760.1
OG0002893	CIB4_MOUSE, CIB1_MOUSE	KAK2574374.1
OG0002911	HDAC2_MOUSE, HDAC1_MOUSE	KAK2549732.1
OG0002927	NENF_MOUSE	KAK2568957.1
OG0002960	RER1_MOUSE	KAK2547935.1
OG0003014	AIPL1_MOUSE, AIP_MOUSE	KAK2549754.1
OG0003030	CSPP1_MOUSE	KAK2558303.1, KAK2558308.1, KAK2550082.1
OG0003046	BIEA_MOUSE	KAK2550465.1, KAK2550466.1
OG0003064	OTU6B_MOUSE, OTU6A_MOUSE	KAK2551024.1
OG0003080	RN19B_MOUSE, RN19A_MOUSE	KAK2551499.1
OG0003097	RGN_MOUSE	KAK2552407.1
OG0003113	RS17_MOUSE	KAK2552942.1
OG0002715	NSMA_MOUSE	KAK2572699.1
OG0002731	ANR42_MOUSE	KAK2573345.1
OG0002747	HAUS5_MOUSE	KAK2573771.1
OG0002835	DYH1_MOUSE	KAK2572660.1, KAK2572644.1
OG0002851	ANKL1_MOUSE	KAK2555384.1
OG0002867	PPR3B_MOUSE, PPR3C_MOUSE	KAK2572565.1
OG0002884	P5CR3_MOUSE	KAK2558003.1, KAK2558007.1, KAK2558136.1
OG0002900	ARF5_MOUSE, ARF4_MOUSE	KAK2573779.1
OG0002918	CDKL1_MOUSE, CDKL4_MOUSE	KAK2561581.1
OG0002950	NTM1A_MOUSE	KAK2547754.1, KAK2558755.1
OG0002966	MYLIP_MOUSE	KAK2548138.1
OG0002982	CFA61_MOUSE	KAK2548589.1, KAK2551081.1
OG0003000	CWC27_MOUSE	KAK2549255.1, KAK2549250.1
OG0003017	EIF3L_MOUSE	KAK2566344.1, KAK2549866.1, KAK2571876.1
OG0003033	RNF11_MOUSE	KAK2550186.1
OG0003049	TTC36_MOUSE	KAK2550555.1, KAK2550557.1
OG0003066	C1TM_MOUSE, C1TC_MOUSE	KAK2551071.1
OG0003082	PGAP2_MOUSE	KAK2551677.1, KAK2551678.1
OG0003099	RB33A_MOUSE, RB33B_MOUSE	KAK2552584.1
OG0003116	GBRAP_MOUSE, GBRL1_MOUSE	KAK2552950.1
OG0003134	FDXA1_MOUSE	KAK2553343.1, KAK2553387.1
OG0003151	SOS1_MOUSE, SOS2_MOUSE	KAK2553869.1
OG0003166	CG057_MOUSE	KAK2554298.1
OG0002749	CCD92_MOUSE	KAK2574094.1
OG0002846	TSN11_MOUSE, CD151_MOUSE	KAK2569289.1
OG0002861	PP2AB_MOUSE, PP2AA_MOUSE	KAK2572701.1
OG0002879	SNPC4_MOUSE	KAK2573015.1
OG0002896	IOD1_MOUSE	KAK2563248.1, KAK2563251.1, KAK2563252.1
OG0002931	ECI1_MOUSE	KAK2546860.1, KAK2571710.1
OG0002946	MAML1_MOUSE	KAK2547618.1
OG0002963	PLD3A_MOUSE, PLD3B_MOUSE	KAK2548115.1
OG0002999	SMCA2_MOUSE, SMCA4_MOUSE	KAK2549242.1
OG0003032	FCHO1_MOUSE, FCHO2_MOUSE	KAK2550144.1
OG0003047	PP4P1_MOUSE, PP4P2_MOUSE	KAK2550485.1
OG0003052	LRMDA_MOUSE	KAK2550678.1, KAK2550682.1, KAK2565147.1
OG0003069	NIPA2_MOUSE, NIPA3_MOUSE	KAK2551135.1
OG0003085	ARMC8_MOUSE	KAK2551717.1
OG0003102	F181B_MOUSE	KAK2572026.1, KAK2552624.1
OG0003123	RB22A_MOUSE, RAB31_MOUSE	KAK2553080.1
OG0003140	SMAP2_MOUSE, SMAP1_MOUSE	KAK2553661.1
OG0003170	TNPO2_MOUSE, TNPO1_MOUSE	KAK2554609.1
OG0003187	CAZA2_MOUSE, CAZA1_MOUSE	KAK2555151.1
OG0002873	MBTD1_MOUSE, LMBL2_MOUSE	KAK2563299.1
OG0002889	GABR1_MOUSE	KAK2568257.1
OG0002906	ANXA5_MOUSE, ANXA4_MOUSE	KAK2572762.1
OG0002910	KCD12_MOUSE	KAK2550219.1, KAK2563351.1
OG0002914	RAB9B_MOUSE, RAB9A_MOUSE	KAK2550831.1
OG0002947	PP2D1_MOUSE	KAK2552533.1, KAK2547730.1
OG0002964	PP4R1_MOUSE	KAK2548124.1
OG0002969	H2AV_MOUSE, H2AZ_MOUSE	KAK2548191.1
OG0003002	SESD1_MOUSE, OBSCN_MOUSE	KAK2549531.1
OG0003019	TAF7_MOUSE, TAF7L_MOUSE	KAK2549906.1
OG0003034	LN28A_MOUSE, LN28B_MOUSE	KAK2550217.1
OG0003050	AAKB1_MOUSE, AAKB2_MOUSE	KAK2550561.1
OG0003067	NXT1_MOUSE, NXT2_MOUSE	KAK2551106.1
OG0003083	TYW5_MOUSE	KAK2552291.1, KAK2551686.1, KAK2552333.1
OG0003100	STOX2_MOUSE, STOX1_MOUSE	KAK2552586.1
OG0003115	SYNC_MOUSE	KAK2552949.1
OG0003133	NNRD_MOUSE	KAK2553337.1
OG0003150	LPP60_MOUSE	KAK2553868.1, KAK2553863.1
OG0003165	TM87A_MOUSE, TM87B_MOUSE	KAK2554290.1
OG0003182	CSR2B_MOUSE	KAK2554971.1
OG0003201	ISPD_MOUSE	KAK2555763.1
OG0003218	HMCS1_MOUSE, HMCS2_MOUSE	KAK2556619.1
OG0002860	PPP5_MOUSE	KAK2554288.1, KAK2554291.1
OG0002878	IMA4_MOUSE, IMA3_MOUSE	KAK2555932.1
OG0002895	SMAL1_MOUSE	KAK2561994.1
OG0002913	GLD2_MOUSE	KAK2558095.1, KAK2558098.1, KAK2550223.1
OG0002945	CEBOS_MOUSE	KAK2547514.1
OG0002962	UBL4A_MOUSE, UBL4B_MOUSE	KAK2547985.1
OG0002979	CFA70_MOUSE	KAK2548407.1, KAK2548406.1
OG0003007	PK2L1_MOUSE, PKD2_MOUSE	KAK2549642.1
OG0003023	GMPR1_MOUSE, GMPR2_MOUSE	KAK2549976.1
OG0003039	CCD87_MOUSE	KAK2550301.1, KAK2559100.1
OG0003056	UBL3_MOUSE	KAK2550830.1
OG0003071	OPA1_MOUSE	KAK2551236.1
OG0003089	VP26A_MOUSE, VP26B_MOUSE	KAK2551806.1
OG0003105	T185A_MOUSE, T185B_MOUSE	KAK2552642.1
OG0003138	ADA17_MOUSE	KAK2553480.1
OG0003172	GLIS1_MOUSE, GLIS3_MOUSE	KAK2554643.1
OG0003189	ASB7_MOUSE	KAK2555295.1
OG0003208	AOFA_MOUSE, AOFB_MOUSE	KAK2556114.1
OG0003227	RAVR1_MOUSE, RAVR2_MOUSE	KAK2556759.1
OG0003246	CE104_MOUSE	KAK2557626.1
OG0003260	SESN3_MOUSE, SESN1_MOUSE	KAK2557951.1
OG0003274	LCA5L_MOUSE, LCA5_MOUSE	KAK2558138.1
OG0003291	PCMD1_MOUSE, PCMD2_MOUSE	KAK2558357.1
OG0002959	UBP13_MOUSE, UBP5_MOUSE	KAK2547921.1
OG0002976	IPYR_MOUSE, IPYR2_MOUSE	KAK2548347.1
OG0002995	EDEM1_MOUSE	KAK2548856.1, KAK2553880.1
OG0003013	POP5_MOUSE	KAK2549726.1
OG0003029	KAD4_MOUSE, KAD3_MOUSE	KAK2550065.1
OG0003045	FCSK_MOUSE	KAK2550454.1
OG0003063	P3C2A_MOUSE	KAK2551004.1
OG0003079	RLA1_MOUSE	KAK2551486.1
OG0003095	FCSD1_MOUSE, FCSD2_MOUSE	KAK2552086.1
OG0003112	KCC4_MOUSE	KAK2552939.1
OG0003129	GLMN_MOUSE	KAK2553200.1
OG0003160	ANM2_MOUSE	KAK2554181.1
OG0003173	RBL2_MOUSE, RBL1_MOUSE	KAK2554688.1
OG0003177	CTBL1_MOUSE	KAK2554749.1
OG0003193	EVI5_MOUSE	KAK2555418.1
OG0003197	DCR1B_MOUSE	KAK2555519.1
OG0003213	VW5B2_MOUSE, VW5B1_MOUSE	KAK2556462.1
OG0003249	PEX10_MOUSE	KAK2557637.1
OG0003263	SCAF4_MOUSE, SCAF8_MOUSE	KAK2558036.1
OG0003278	LYPA2_MOUSE, LYPA1_MOUSE	KAK2558166.1
OG0003295	MFRN2_MOUSE, MFRN1_MOUSE	KAK2558422.1
OG0003313	HM20A_MOUSE	KAK2573016.1, KAK2559282.1
OG0003330	STAM2_MOUSE, STAM1_MOUSE	KAK2559846.1
OG0003363	RPR1A_MOUSE, RPR1B_MOUSE	KAK2560832.1
OG0003005	PLEK2_MOUSE, PLEK_MOUSE	KAK2549612.1
OG0003021	COG4_MOUSE	KAK2549966.1
OG0003038	IF2H_MOUSE, IF2G_MOUSE	KAK2550285.1
OG0003055	TTL_MOUSE	KAK2550820.1
OG0003072	RL22L_MOUSE, RL22_MOUSE	KAK2551240.1
OG0003087	ANPRB_MOUSE, ANPRA_MOUSE	KAK2551754.1
OG0003103	GPIX_MOUSE, GP1BB_MOUSE	KAK2552630.1
OG0003120	ING4_MOUSE, ING5_MOUSE	KAK2553055.1
OG0003137	DIDO1_MOUSE	KAK2553438.1
OG0003154	BICD1_MOUSE, BICD2_MOUSE	KAK2553931.1
OG0003169	EP15R_MOUSE	KAK2554584.1
OG0003186	PHF24_MOUSE	KAK2569987.1, KAK2555056.1
OG0003205	RFC3_MOUSE	KAK2556041.1
OG0003223	PI4KA_MOUSE	KAK2556707.1
OG0003256	STAU1_MOUSE, STAU2_MOUSE	KAK2557845.1
OG0003271	MYO6_MOUSE	KAK2558100.1, KAK2562437.1, KAK2562647.1
OG0003288	SPIR1_MOUSE, SPIR2_MOUSE	KAK2558332.1
OG0003302	MEIOC_MOUSE	KAK2558812.1, KAK2558681.1
OG0003320	VIP2_MOUSE, VIP1_MOUSE	KAK2559497.1
OG0003337	TT39C_MOUSE	KAK2560118.1
OG0003355	EIF1B_MOUSE, EIF1_MOUSE	KAK2560546.1
OG0003371	DEGS2_MOUSE, DEGS1_MOUSE	KAK2560925.1
OG0003389	PGAP3_MOUSE	KAK2561258.1
OG0003036	MPPD2_MOUSE, MPPD1_MOUSE	KAK2550254.1
OG0003053	KCMA1_MOUSE	KAK2550715.1
OG0003070	CMTA2_MOUSE, CMTA1_MOUSE	KAK2551233.1
OG0003086	PIMT_MOUSE	KAK2551748.1, KAK2574225.1
OG0003092	TTLL6_MOUSE, TTL13_MOUSE	KAK2551889.1
OG0003108	MTEF4_MOUSE, MTEF3_MOUSE	KAK2552858.1
OG0003126	ANKS6_MOUSE	KAK2553134.1
OG0003142	AHI1_MOUSE	KAK2553692.1
OG0003147	TRIM9_MOUSE, TRI67_MOUSE	KAK2553810.1
OG0003162	TM50B_MOUSE, TM50A_MOUSE	KAK2554271.1
OG0003178	PAPD5_MOUSE, PAPD7_MOUSE	KAK2554752.1
OG0003194	EXOS2_MOUSE	KAK2555451.1
OG0003199	KCNT2_MOUSE, KCNT1_MOUSE	KAK2555540.1
OG0003217	ICMT_MOUSE	KAK2556582.1
OG0003235	TM1L2_MOUSE, TOM1_MOUSE	KAK2557186.1
OG0003251	TPRGL_MOUSE, TPRG1_MOUSE	KAK2557669.1
OG0003266	GOPC_MOUSE	KAK2558055.1
OG0003282	MY18A_MOUSE	KAK2558249.1
OG0003299	DHX15_MOUSE	KAK2558556.1
OG0003318	MYBPP_MOUSE	KAK2559432.1
OG0003336	ATIF1_MOUSE	KAK2560054.1
OG0003353	CE128_MOUSE	KAK2560529.1
OG0003410	S2512_MOUSE, S2513_MOUSE	KAK2561991.1
OG0003026	LS14A_MOUSE, LS14B_MOUSE	KAK2550026.1
OG0003042	BORC8_MOUSE	KAK2550362.1
OG0003060	TWF2_MOUSE, TWF1_MOUSE	KAK2550931.1
OG0003076	TMA16_MOUSE	KAK2551428.1
OG0003125	DC1L2_MOUSE, DC1L1_MOUSE	KAK2553114.1
OG0003130	SET_MOUSE	KAK2553241.1
OG0003146	G137A_MOUSE, G137B_MOUSE	KAK2553799.1
OG0003161	ENTP6_MOUSE, ENTP5_MOUSE	KAK2554231.1
OG0003176	UCRI_MOUSE	KAK2554723.1
OG0003192	ATF6A_MOUSE, ATF6B_MOUSE	KAK2555342.1
OG0003211	MVP_MOUSE	KAK2556301.1
OG0003230	U2QL1_MOUSE	KAK2556921.1
OG0003248	NU188_MOUSE	KAK2557628.1
OG0003262	KTNA1_MOUSE, KATL1_MOUSE	KAK2558024.1
OG0003276	MPC1_MOUSE	KAK2558156.1
OG0003293	CPEB3_MOUSE, CPEB2_MOUSE	KAK2558387.1
OG0003310	MBB1A_MOUSE	KAK2559225.1
OG0003327	BRD7_MOUSE	KAK2559710.1
OG0003345	RB3GP_MOUSE	KAK2560352.1
OG0003361	BBS4_MOUSE	KAK2560762.1, KAK2560763.1
OG0003378	MABP1_MOUSE, WDR62_MOUSE	KAK2561059.1
OG0003395	IGB1B_MOUSE, IGBP1_MOUSE	KAK2561407.1
OG0003413	DC1I1_MOUSE, DC1I2_MOUSE	KAK2562043.1
OG0003088	MALR1_MOUSE	KAK2551845.1, KAK2551776.1
OG0003104	AKA7A_MOUSE, AKA7G_MOUSE	KAK2552636.1
OG0003119	RPGP2_MOUSE, RPGP1_MOUSE	KAK2553005.1
OG0003136	DACH2_MOUSE, DACH1_MOUSE	KAK2553396.1
OG0003152	C56D1_MOUSE, C56D2_MOUSE	KAK2553902.1
OG0003168	LARP6_MOUSE	KAK2554540.1
OG0003183	DAB1_MOUSE, DAB2_MOUSE	KAK2554995.1
OG0003200	TNR27_MOUSE, TNR19_MOUSE	KAK2555543.1
OG0003216	DDI2_MOUSE, DDI1_MOUSE	KAK2556506.1
OG0003232	DXO_MOUSE	KAK2557112.1
OG0003277	S15A2_MOUSE	KAK2558159.1, KAK2560358.1
OG0003294	LETM1_MOUSE	KAK2558394.1
OG0003312	LONM_MOUSE	KAK2559264.1
OG0003328	AP1G2_MOUSE, AP1G1_MOUSE	KAK2559736.1
OG0003332	DJB14_MOUSE, DJB12_MOUSE	KAK2559887.1
OG0003349	PLAK_MOUSE, CTNB1_MOUSE	KAK2560454.1
OG0003366	XPO1_MOUSE	KAK2560869.1
OG0003383	SRTD2_MOUSE, CDCA4_MOUSE	KAK2561083.1
OG0003399	MPP2_MOUSE, PALS2_MOUSE	KAK2561571.1
OG0003404	SAFB1_MOUSE, SAFB2_MOUSE	KAK2561801.1
OG0003422	BRE1A_MOUSE, BRE1B_MOUSE	KAK2562230.1
OG0002955	AIG1_MOUSE	KAK2547862.1
OG0002972	PHTF2_MOUSE, PHTF1_MOUSE	KAK2548245.1
OG0003025	S18L2_MOUSE	KAK2550025.1
OG0003041	AP3B2_MOUSE, AP3B1_MOUSE	KAK2550352.1
OG0003059	CHIC2_MOUSE, CHIC1_MOUSE	KAK2550857.1
OG0003075	UVRAG_MOUSE	KAK2551402.1
OG0003124	ZDHC3_MOUSE, ZDHC7_MOUSE	KAK2553085.1
OG0003190	GBA1_MOUSE	KAK2555298.1
OG0003209	MTMR4_MOUSE, MTMR3_MOUSE	KAK2556194.1
OG0003247	CPLN2_MOUSE	KAK2557627.1
OG0003261	REV3L_MOUSE	KAK2557954.1, KAK2557955.1
OG0003275	F162A_MOUSE, F162B_MOUSE	KAK2558154.1
OG0003292	CNNM2_MOUSE, CNNM4_MOUSE	KAK2558383.1
OG0003309	KHDC4_MOUSE	KAK2559223.1
OG0003325	PGDH_MOUSE	KAK2559688.1
OG0003343	DDX50_MOUSE, DDX21_MOUSE	KAK2560277.1
OG0003360	ATP9A_MOUSE, ATP9B_MOUSE	KAK2560742.1
OG0003365	KIZ_MOUSE	KAK2560865.1, KAK2561063.1
OG0003381	UBR1_MOUSE, UBR2_MOUSE	KAK2561073.1
OG0003397	CTNL1_MOUSE	KAK2561524.1
OG0003402	MOCS1_MOUSE	KAK2561612.1
OG0003419	RALB_MOUSE, RALA_MOUSE	KAK2562220.1
OG0003435	STA5A_MOUSE, STA5B_MOUSE	KAK2562479.1
OG0003051	ZN703_MOUSE, ZN503_MOUSE	KAK2550677.1
OG0003068	SGT1_MOUSE	KAK2551107.1
OG0003084	CD180_MOUSE, TLR4_MOUSE	KAK2551715.1, KAK2551718.1
OG0003101	DDX11_MOUSE	KAK2552603.1
OG0003135	RHG26_MOUSE, RHG10_MOUSE	KAK2553381.1
OG0003153	RBNS5_MOUSE	KAK2553925.1
OG0003167	TOP1_MOUSE, TOP1M_MOUSE	KAK2554436.1
OG0003184	CALR_MOUSE	KAK2555003.1
OG0003203	FREM3_MOUSE, FREM2_MOUSE	KAK2555980.1
OG0003221	APOB_MOUSE	KAK2567954.1, KAK2556666.1
OG0003240	CCNL1_MOUSE, CCNL2_MOUSE	KAK2557354.1
OG0003268	OCRL_MOUSE, I5P2_MOUSE	KAK2558078.1
OG0003283	ARFG1_MOUSE	KAK2558257.1
OG0003297	TDRD1_MOUSE	KAK2558500.1
OG0003315	EI2BE_MOUSE	KAK2559316.1
OG0003329	KPBB_MOUSE	KAK2559790.1
OG0003346	SOCS4_MOUSE, SOCS5_MOUSE	KAK2560361.1
OG0003362	ENTR1_MOUSE	KAK2560783.1
OG0003367	SGPP2_MOUSE, SGPP1_MOUSE	KAK2560876.1
OG0003387	RHG23_MOUSE, RHG21_MOUSE	KAK2561195.1
OG0003403	EXO1_MOUSE	KAK2561700.1
OG0003418	TWST2_MOUSE, TWST1_MOUSE	KAK2562191.1
OG0003433	CLU_MOUSE	KAK2562383.1
OG0003451	KLHL8_MOUSE	KAK2563173.1, KAK2563312.1
OG0003110	S39A1_MOUSE, S39A3_MOUSE	KAK2552882.1
OG0003127	DBND2_MOUSE, DTBP1_MOUSE	KAK2553171.1
OG0003159	PPM1A_MOUSE, PPM1B_MOUSE	KAK2554048.1
OG0003175	E2AK1_MOUSE	KAK2568106.1, KAK2554720.1, KAK2561501.1
OG0003191	ACBG1_MOUSE, ACBG2_MOUSE	KAK2555330.1
OG0003210	TCPZ_MOUSE, TCPW_MOUSE	KAK2556283.1
OG0003229	OSGEP_MOUSE	KAK2556919.1
OG0003233	ABCAH_MOUSE, ABCA3_MOUSE	KAK2557161.1
OG0003238	BAHC1_MOUSE, TNC18_MOUSE	KAK2557241.1
OG0003253	PK3CB_MOUSE, PK3CD_MOUSE	KAK2557684.1
OG0003269	SODC_MOUSE	KAK2558081.1
OG0003285	ULK2_MOUSE, ULK1_MOUSE	KAK2558291.1
OG0003305	DNJA4_MOUSE, DNJA1_MOUSE	KAK2559122.1
OG0003322	LYAG_MOUSE	KAK2573221.1, KAK2559545.1
OG0003339	SPEF1_MOUSE	KAK2560139.1
OG0003356	CASC3_MOUSE	KAK2560569.1
OG0003374	RT05_MOUSE	KAK2560994.1
OG0003409	AHSA2_MOUSE, AHSA1_MOUSE	KAK2561965.1
OG0003425	FBX36_MOUSE	KAK2564763.1, KAK2562285.1
OG0003440	FST_MOUSE, FSTL3_MOUSE	KAK2562859.1
OG0003458	GATA3_MOUSE, GATA2_MOUSE	KAK2563297.1
OG0003114	DPOG1_MOUSE	KAK2552946.1, KAK2552945.1
OG0003148	CHP2_MOUSE, CHP1_MOUSE	KAK2553830.1
OG0003163	FUT8_MOUSE	KAK2554278.1
OG0003179	RAB2B_MOUSE, RAB2A_MOUSE	KAK2554805.1
OG0003195	SC22B_MOUSE	KAK2555481.1
OG0003212	UBP48_MOUSE	KAK2556341.1
OG0003215	G3PT_MOUSE, G3P_MOUSE	KAK2556487.1
OG0003234	SUZ12_MOUSE	KAK2557183.1
OG0003250	CSN7A_MOUSE, CSN7B_MOUSE	KAK2557638.1
OG0003264	PLCC_MOUSE, PLCD_MOUSE	KAK2558053.1
OG0003280	ATAD2_MOUSE	KAK2558204.1
OG0003284	FAK2_MOUSE, FAK1_MOUSE	KAK2558262.1
OG0003298	RTKN_MOUSE, RTKN2_MOUSE	KAK2558504.1
OG0003331	HMGC2_MOUSE, HMGCL_MOUSE	KAK2559854.1
OG0003348	SIX6_MOUSE, SIX3_MOUSE	KAK2560448.1
OG0003364	RCAF1_MOUSE	KAK2560853.1
OG0003384	PROP1_MOUSE	KAK2571986.1, KAK2561100.1
OG0003398	MTMRC_MOUSE, MTMRA_MOUSE	KAK2561570.1
OG0003415	MYD88_MOUSE	KAK2562132.1
OG0003430	GTR12_MOUSE, GTR10_MOUSE	KAK2562364.1
OG0003448	PPA5_MOUSE	KAK2563151.1
OG0003465	TIRR_MOUSE, NUD16_MOUSE	KAK2563378.1
OG0003131	C10_MOUSE	KAK2553269.1
OG0003149	SC23B_MOUSE, SC23A_MOUSE	KAK2553852.1
OG0003164	WN10B_MOUSE, WN10A_MOUSE	KAK2554281.1
OG0003180	AP5B1_MOUSE	KAK2554896.1, KAK2554900.1, KAK2554897.1
OG0003196	PTPA_MOUSE	KAK2555491.1
OG0003202	GCP3_MOUSE	KAK2555959.1
OG0003219	ATG4C_MOUSE, ATG4D_MOUSE	KAK2556635.1
OG0003225	SAS6_MOUSE	KAK2556738.1
OG0003244	FUND2_MOUSE, FUND1_MOUSE	KAK2557566.1
OG0003258	GCM1_MOUSE, GCM2_MOUSE	KAK2557917.1
OG0003273	NGBR_MOUSE	KAK2558121.1
OG0003290	SOX_MOUSE	KAK2558341.1, KAK2574144.1
OG0003321	SLUR1_MOUSE, LYPD2_MOUSE	KAK2559541.1
OG0003338	CILP2_MOUSE, CILP1_MOUSE	KAK2560134.1
OG0003354	NUMBL_MOUSE, NUMB_MOUSE	KAK2560541.1
OG0003373	RT10_MOUSE	KAK2560987.1
OG0003408	FEZ1_MOUSE, FEZ2_MOUSE	KAK2561945.1
OG0003424	BCS1_MOUSE	KAK2562265.1
OG0003442	DMXL2_MOUSE, DMXL1_MOUSE	KAK2563032.1
OG0003459	CKAP2_MOUSE, CKP2L_MOUSE	KAK2563310.1
OG0003475	TPPC2_MOUSE	KAK2563536.1
OG0003491	AXIN2_MOUSE, AXIN1_MOUSE	KAK2564019.1
OG0003111	OTU7B_MOUSE, OTU7A_MOUSE	KAK2552935.1
OG0003128	STX16_MOUSE	KAK2553177.1
OG0003144	TCF23_MOUSE	KAK2553738.1
OG0003181	P4K2B_MOUSE, P4K2A_MOUSE	KAK2554903.1
OG0003198	TM163_MOUSE	KAK2561638.1, KAK2555524.1, KAK2555527.1
OG0003214	HPS3_MOUSE	KAK2556466.1
OG0003220	IPO13_MOUSE	KAK2556661.1
OG0003239	MEPCE_MOUSE	KAK2557352.1
OG0003267	CAF1B_MOUSE	KAK2558074.1
OG0003281	SESQ2_MOUSE, SESQ1_MOUSE	KAK2558219.1
OG0003296	FANK1_MOUSE	KAK2558458.1, KAK2566310.1
OG0003314	PIGO_MOUSE	KAK2559284.1
OG0003333	STK4_MOUSE, STK3_MOUSE	KAK2559950.1
OG0003350	RWD2A_MOUSE, RWD2B_MOUSE	KAK2560461.1
OG0003368	MACD1_MOUSE	KAK2560886.1
OG0003385	GANC_MOUSE, GANAB_MOUSE	KAK2561165.1
OG0003400	COFA1_MOUSE, COIA1_MOUSE	KAK2561573.1
OG0003416	HIBCH_MOUSE	KAK2562133.1
OG0003432	CDKA2_MOUSE, CDKA1_MOUSE	KAK2562374.1
OG0003450	MCTS2_MOUSE, MCTS1_MOUSE	KAK2563163.1
OG0003467	SDA1_MOUSE	KAK2563401.1
OG0003483	CAYP2_MOUSE	KAK2563766.1
OG0003516	FIS1_MOUSE	KAK2564917.1
OG0003522	AP4E1_MOUSE	KAK2565271.1, KAK2565268.1, KAK2565072.1
OG0003527	TLN2_MOUSE, TLN1_MOUSE	KAK2565228.1
OG0003139	CCHCR_MOUSE	KAK2553652.1
OG0003155	FBX7_MOUSE	KAK2553953.1, KAK2553951.1
OG0003171	VATO_MOUSE	KAK2554642.1
OG0003188	ANO8_MOUSE	KAK2555289.1
OG0003207	NUP98_MOUSE	KAK2556110.1
OG0003226	GLU2B_MOUSE	KAK2556758.1
OG0003245	NECP1_MOUSE, NECP2_MOUSE	KAK2557593.1
OG0003259	H2AW_MOUSE, H2AY_MOUSE	KAK2557935.1
OG0003272	COQ3_MOUSE	KAK2558120.1
OG0003289	XPO2_MOUSE	KAK2558340.1
OG0003319	PSB4_MOUSE	KAK2559483.1
OG0003335	LDAH_MOUSE	KAK2560038.1, KAK2560159.1
OG0003352	SIX2_MOUSE, SIX1_MOUSE	KAK2560526.1
OG0003370	TRAF3_MOUSE	KAK2573688.1, KAK2560916.1, KAK2560917.1
OG0003388	EPOP_MOUSE, SKDA1_MOUSE	KAK2561203.1
OG0003405	ATP5S_MOUSE	KAK2561887.1
OG0003420	AN13B_MOUSE, AN13D_MOUSE	KAK2562228.1
OG0003437	ADCY6_MOUSE, ADCY5_MOUSE	KAK2562702.1
OG0003454	NXP20_MOUSE, F1142_MOUSE	KAK2563218.1
OG0003470	SH24B_MOUSE, SH24A_MOUSE	KAK2563452.1
