Orthogroup	Hsap	Nvec
OG0002482	MED12_HUMAN, MD12L_HUMAN	NV2t022500001.1, NV2t022500002.1
OG0002483	MED13_HUMAN, MD13L_HUMAN	NV2t016204001.1, NV2t016204002.1
OG0002484	MED27_HUMAN	NV2t025429002.1, NV2t025429001.1, NV2t025429003.1
OG0002485	MED8_HUMAN	NV2t000008002.1, NV2t000008001.1, NV2t000008003.1, NV2t000008004.1
OG0002486	MGRN1_HUMAN, RN157_HUMAN	NV2t007528001.1, NV2t007530001.1
OG0002487	MIB2_HUMAN	NV2t015204004.1, NV2t015204001.1, NV2t015204002.1, NV2t015204003.1
OG0002488	MIC26_HUMAN, MIC27_HUMAN	NV2t005977001.1, NV2t005977002.1
OG0002489	MICU2_HUMAN, MICU3_HUMAN	NV2t003723001.1
OG0002490	MIER1_HUMAN, MIER3_HUMAN	NV2t001104001.1, NV2t001104002.1
OG0002491	MINP1_HUMAN	NV2t020526001.1, NV2t018607001.1
OG0002492	MINY3_HUMAN	NV2t011495004.1, NV2t011495001.1, NV2t011495003.1, NV2t011495002.1
OG0002494	MOGT1_HUMAN, MOGT2_HUMAN	NV2t022592001.1, NV2t020204001.1
OG0002495	MP2K1_HUMAN, MP2K2_HUMAN	NV2t023366001.1, NV2t023366002.1
OG0002496	MPND_HUMAN	NV2t011565003.1, NV2t011565001.1, NV2t011565002.1, NV2t011565004.1
OG0002497	QCR1_HUMAN, MPPB_HUMAN	NV2t001708003.1, NV2t001708004.1
OG0002498	MPRIP_HUMAN, TARA_HUMAN	NV2t007909001.1, NV2t007908001.1
OG0002499	MRM2_HUMAN	NV2t019408002.1, NV2t019408001.1, NV2t019408003.1, NV2t019408004.1
OG0002500	MS18A_HUMAN	NV2t009062003.1, NV2t009062004.1, NV2t009062001.1, NV2t009062002.1
OG0002501	MSPD2_HUMAN	NV2t003817001.1, NV2t003817004.1, NV2t003817002.1, NV2t003817003.1
OG0002502	MSX2_HUMAN, MSX1_HUMAN	NV2t018729001.1
OG0002503	MTFR1_HUMAN, MTFR2_HUMAN	NV2t015508001.1, NV2t015508002.1
OG0002504	MTSS1_HUMAN, MTSS2_HUMAN	NV2t005273001.1, NV2t005273003.1
OG0002505	MVP_HUMAN	NV2t017069001.1, NV2t017069002.1, NV2t017069003.1
OG0002506	MY18B_HUMAN, MY18A_HUMAN	NV2t017061002.1, NV2t017061001.1, NV2t017061003.1
OG0002507	MYB_HUMAN, MYBA_HUMAN	NV2t014672001.1, NV2t014672002.1
OG0002508	N4BP2_HUMAN, N42L1_HUMAN, N42L2_HUMAN	NV2t003258001.1
OG0002509	NACA2_HUMAN, NACA_HUMAN, NACP4_HUMAN	NV2t011252001.1
OG0002510	NADK_HUMAN	NV2t013149004.1, NV2t013149002.1, NV2t013149001.1, NV2t013149005.1
OG0002511	NAPEP_HUMAN	NV2t001706001.1, NV2t001706002.1, NV2t001703001.1
OG0002512	NASP_HUMAN	NV2t001812002.1, NV2t001812004.1, NV2t001812001.1, NV2t001812003.1
OG0002513	NCKPL_HUMAN, NCKP1_HUMAN	NV2t013172001.1, NV2t013172004.1
OG0002514	NDK6_HUMAN	NV2t016759001.1, NV2t016759004.1, NV2t016759002.1, NV2t016759003.1
OG0002515	NEK11_HUMAN	NV2t003987003.1, NV2t003987001.1, NV2t003987004.1, NV2t003987002.1
OG0002516	NEUL_HUMAN, THOP1_HUMAN	NV2t001026001.1, NV2t001026002.1
OG0002517	NFS1_HUMAN	NV2t005369001.1, NV2t005369002.1, NV2t005369003.1, NV2t005369004.1
OG0002518	NFYA_HUMAN	NV2t018882001.1, NV2t018882002.1, NV2t018882003.1, NV2t018878001.1
OG0002519	NFYC_HUMAN	NV2t016043003.1, NV2t016040001.1, NV2t016043001.1, NV2t016043002.1
OG0002520	NIBA3_HUMAN, NIBA2_HUMAN, NIBA1_HUMAN	NV2t025127001.1
OG0002521	NIPBL_HUMAN	NV2t001597001.1, NV2t001597004.1, NV2t001597002.1, NV2t001597003.1
OG0002522	NIPS2_HUMAN, NIPS1_HUMAN	NV2t017066001.1, NV2t017066002.1
OG0002523	NKD1_HUMAN, NKD2_HUMAN	NV2t005331001.1, NV2t005330001.1
OG0002524	NMNA3_HUMAN, NMNA1_HUMAN	NV2t018944001.1, NV2t018944002.1
OG0002525	NOGG_HUMAN	NV2t007394002.1, NV2t007394001.1, NV2t007394004.1, NV2t007394003.1
OG0002526	NOL11_HUMAN	NV2t007637004.1, NV2t007637001.1, NV2t007637003.1, NV2t007637002.1
OG0002527	NPL4_HUMAN	NV2t007301001.1, NV2t007301003.1
OG0002528	NSD2_HUMAN, NSD3_HUMAN	NV2t018158001.1, NV2t018158002.1
OG0002529	NSMA_HUMAN	NV2t010548001.1, NV2t014404001.1, NV2t014404002.1, NV2t014404003.1
OG0002530	NUD17_HUMAN	NV2t023803005.1, NV2t023803004.1, NV2t023803003.1, NV2t023803002.1
OG0002531	NUP37_HUMAN	NV2t010444001.1, NV2t010448001.1, NV2t010448002.1, NV2t010448003.1
OG0002532	NXF3_HUMAN, NXF2_HUMAN, NXF5_HUMAN, NXF1_HUMAN	NV2t019889001.1
OG0002533	ODBB_HUMAN	NV2t009149001.1, NV2t009149003.1, NV2t009149004.1, NV2t009150001.1
OG0002534	P4R3B_HUMAN, P4R3A_HUMAN	NV2t019750001.1, NV2t019750003.1
OG0002535	P5CS_HUMAN	NV2t017433002.1, NV2t017433001.1, NV2t017433003.1, NV2t017433004.1
OG0002536	PAG15_HUMAN	NV2t005247001.1, NV2t025960001.1, NV2t011147001.1
OG0002537	PAIP1_HUMAN	NV2t025933001.1, NV2t025935001.1, NV2t025935002.1, NV2t001345001.1
OG0002539	PAR6B_HUMAN, PAR6G_HUMAN	NV2t004825001.1, NV2t004825002.1
OG0002540	PASK_HUMAN	NV2t006400004.1, NV2t006400001.1, NV2t006400003.1, NV2t006400002.1
OG0002541	PCKGM_HUMAN, PCKGC_HUMAN	NV2t004375001.1
OG0002542	PCSK7_HUMAN	NV2t014591001.1, NV2t014591004.1, NV2t014591002.1, NV2t014591003.1
OG0002543	PDCL2_HUMAN, PDCL3_HUMAN	NV2t006369001.1, NV2t006369002.1
OG0002544	PDIA2_HUMAN, PDIA1_HUMAN	NV2t007716002.1, NV2t007716003.1
OG0002545	PDXD1_HUMAN, PDXD2_HUMAN	NV2t008091001.1, NV2t008091002.1, NV2t008091003.1
OG0002546	PEAK3_HUMAN, PRAG1_HUMAN, PEAK1_HUMAN	NV2t014796001.1
OG0002547	PGGHG_HUMAN	NV2t015453001.1, NV2t019837001.1, NV2t020954001.1
OG0002548	PGM2L_HUMAN, PGM2_HUMAN	NV2t003781002.1, NV2t003781003.1
OG0002549	PGTA_HUMAN	NV2t003967002.1, NV2t003967001.1, NV2t003967003.1, NV2t003967004.1
OG0002550	PHS_HUMAN, PHS2_HUMAN	NV2t020572001.1
OG0002551	PI42B_HUMAN, PI42A_HUMAN	NV2t012756001.1, NV2t012756002.1
OG0002552	PIGS_HUMAN	NV2t016471001.1, NV2t016464001.1, NV2t016471002.1
OG0002553	PIGW_HUMAN	NV2t000544001.1, NV2t000538001.1, NV2t000544002.1
OG0002554	PIPNB_HUMAN, PIPNA_HUMAN	NV2t025011001.1, NV2t025011002.1
OG0002556	PKHH1_HUMAN, PKHH2_HUMAN	NV2t020850001.1, NV2t020850002.1
OG0002557	PLS1_HUMAN, PLS2_HUMAN	NV2t022052001.1
OG0002558	PNPT1_HUMAN	NV2t021144001.1, NV2t020066001.1, NV2t020066002.1, NV2t021144003.1
OG0002559	POTE1_HUMAN	NV2t002957001.1, NV2t002957002.1, NV2t022116001.1
OG0002560	PP4R4_HUMAN	NV2t012841005.1, NV2t012841002.1, NV2t012841001.1, NV2t012841006.1
OG0002561	PPE1_HUMAN, PPE2_HUMAN	NV2t002972001.1, NV2t002972002.1
OG0002562	PRAF2_HUMAN, PRAF3_HUMAN	NV2t003173001.1, NV2t002474001.1
OG0002563	PRDM7_HUMAN, PRDM9_HUMAN	NV2t025726001.1
OG0002564	PTC1_HUMAN, PTC2_HUMAN	NV2t000986001.1
OG0002565	PTN6_HUMAN, PTN11_HUMAN	NV2t013980003.1, NV2t013980004.1
OG0002566	PTN14_HUMAN, PTN21_HUMAN	NV2t011770001.1, NV2t011770002.1
OG0002567	PTPC1_HUMAN	NV2t003639004.1, NV2t003639002.1, NV2t003639001.1, NV2t003639003.1
OG0002568	PTSS1_HUMAN	NV2t006546001.1, NV2t006546002.1, NV2t006546003.1, NV2t006546004.1
OG0002569	PTSS2_HUMAN	NV2t018732001.1, NV2t018732002.1, NV2t018732003.1
OG0002570	PUF60_HUMAN	NV2t018246002.1, NV2t018246001.1, NV2t018246004.1, NV2t018246005.1
OG0002571	PUS1_HUMAN	NV2t018890001.1, NV2t018890002.1, NV2t018890003.1, NV2t018890004.1
OG0002572	PYC_HUMAN	NV2t020511002.1, NV2t020511003.1, NV2t020512001.1, NV2t020512002.1
OG0002573	R3HCL_HUMAN	NV2t018883003.1, NV2t018883001.1, NV2t018883004.1, NV2t018883002.1
OG0002574	RAB1A_HUMAN, RAB1B_HUMAN, RAB1C_HUMAN	NV2t023095001.1
OG0002575	RAGP1_HUMAN	NV2t003064001.1, NV2t003064002.1, NV2t003064004.1, NV2t003064003.1
OG0002576	RAI14_HUMAN	NV2t024284004.1, NV2t024284001.1, NV2t024284002.1, NV2t024284003.1
OG0002577	RBM24_HUMAN, RBM38_HUMAN	NV2t005759001.1, NV2t005759002.1
OG0002578	RBM25_HUMAN	NV2t019573003.1, NV2t019573004.1, NV2t019573001.1, NV2t019573002.1
OG0002579	RCC1_HUMAN	NV2t020301001.1, NV2t020301003.1, NV2t020301002.1, NV2t020301004.1
OG0002580	RD23A_HUMAN, RD23B_HUMAN	NV2t000296001.1, NV2t000296002.1
OG0002582	RGN_HUMAN	NV2t010796001.1, NV2t020959001.1, NV2t020959002.1
OG0002583	RGRF2_HUMAN, RGRF1_HUMAN	NV2t022904002.1, NV2t022904001.1
OG0002584	RGS6_HUMAN, RGS7_HUMAN	NV2t011094001.1, NV2t011094002.1
OG0002585	RHG28_HUMAN, RHG18_HUMAN	NV2t005967001.1, NV2t005967002.1
OG0002586	RHPN1_HUMAN, RHN2P_HUMAN, RHPN2_HUMAN	NV2t005078001.1
OG0002587	RL3L_HUMAN, RL3_HUMAN	NV2t007636001.1, NV2t007636003.1
OG0002588	RN103_HUMAN	NV2t017867001.1, NV2t017867002.1, NV2t017867003.1, NV2t017867004.1
OG0002589	RN217_HUMAN	NV2t021015001.1, NV2t006121001.1, NV2t006121002.1, NV2t021016001.1
OG0002590	RNF37_HUMAN	NV2t018552001.1, NV2t018552002.1, NV2t018552003.1, NV2t018552004.1
OG0002591	RNF4_HUMAN	NV2t019272001.1, NV2t019272004.1, NV2t019272002.1, NV2t019272003.1
OG0002592	RPF1_HUMAN	NV2t001413001.1, NV2t001413002.1, NV2t001413003.1, NV2t001413004.1
OG0002593	RPGF4_HUMAN	NV2t011057004.1, NV2t011057001.1, NV2t011057002.1, NV2t011057003.1
OG0002594	RPN2_HUMAN	NV2t006368003.1, NV2t006368004.1, NV2t006368002.1, NV2t006368001.1
OG0002595	RSBNL_HUMAN, RSBN1_HUMAN	NV2t002630001.1, NV2t002630002.1, NV2t002630003.1
OG0002596	RT26_HUMAN	NV2t018803001.1, NV2t018805001.1, NV2t018805002.1, NV2t018805003.1
OG0002597	RU2A_HUMAN	NV2t000376001.1, NV2t000376003.1, NV2t000376002.1, NV2t000376004.1
OG0002598	RUND1_HUMAN	NV2t014351002.1, NV2t014351003.1, NV2t014351004.1, NV2t014351001.1
OG0002599	S2533_HUMAN, S2536_HUMAN	NV2t003430001.1, NV2t003496001.1
OG0002600	S2544_HUMAN	NV2t014978001.1, NV2t013840001.1
OG0002602	S47A1_HUMAN, S47A2_HUMAN	NV2t004900001.1
OG0002603	S4A11_HUMAN	NV2t001989001.1, NV2t001989004.1, NV2t001989002.1, NV2t001989003.1
OG0002604	S52A3_HUMAN	NV2t004203001.1, NV2t012449001.1
OG0002605	SC5A7_HUMAN	NV2t014656001.1
OG0002606	SCOT1_HUMAN, SCOT2_HUMAN	NV2t000614001.1
OG0002607	SDCB1_HUMAN, SDCB2_HUMAN	NV2t015541001.1, NV2t015541002.1
OG0002608	SELK_HUMAN	NV2t013415001.1, NV2t025959001.1, NV2t022978001.1, NV2t017110001.1
OG0002609	SGCB_HUMAN	NV2t003137002.1, NV2t003137001.1, NV2t003137003.1, NV2t003137004.1
OG0002610	SGSM2_HUMAN, SGSM1_HUMAN	NV2t016130001.1, NV2t016130003.1
OG0002611	SHLB2_HUMAN, SHLB1_HUMAN	NV2t024436001.1, NV2t024436002.1
OG0002613	SIAH2_HUMAN, SIAH1_HUMAN	NV2t013223001.1
OG0002614	SMC6_HUMAN	NV2t022589001.1, NV2t022589004.1, NV2t022589002.1, NV2t022589003.1
OG0002615	SMIP4_HUMAN	NV2t012988001.1, NV2t012987001.1, NV2t012987002.1
OG0002616	SNX33_HUMAN, SNX18_HUMAN	NV2t014874001.1, NV2t014874002.1
OG0002617	SNX21_HUMAN, SNX20_HUMAN	NV2t005464001.1
OG0002618	SNX8_HUMAN	NV2t008088001.1, NV2t008088003.1, NV2t008088002.1, NV2t008088004.1
OG0002619	SOSB1_HUMAN, SOSB2_HUMAN	NV2t011610001.1, NV2t011610002.1
OG0002620	SPS2L_HUMAN, SPAS2_HUMAN	NV2t011833001.1, NV2t011833002.1
OG0002621	SPD2A_HUMAN, SPD2B_HUMAN	NV2t018627001.1
OG0002622	SPOP_HUMAN, SPOPL_HUMAN	NV2t012222001.1, NV2t012222003.1
OG0002623	SPTC2_HUMAN, SPTC3_HUMAN	NV2t020914001.1
OG0002624	SRBD1_HUMAN	NV2t020266001.1, NV2t020264001.1, NV2t020264002.1, NV2t020264003.1
OG0002625	STAB1_HUMAN, STAB2_HUMAN	NV2t001696001.1, NV2t001696002.1
OG0002626	STXB5_HUMAN, STB5L_HUMAN	NV2t009238001.1, NV2t009238002.1
OG0002627	STIM1_HUMAN, STIM2_HUMAN	NV2t003482001.1, NV2t003482002.1
OG0002628	STRN_HUMAN, STRN3_HUMAN	NV2t020382001.1, NV2t020387001.1
OG0002629	STRP1_HUMAN, STRP2_HUMAN	NV2t000471001.1, NV2t000471002.1
OG0002630	SUCHY_HUMAN	NV2t011908002.1, NV2t011908003.1, NV2t011908001.1, NV2t011908004.1
OG0002631	SULF2_HUMAN, SULF1_HUMAN	NV2t006416001.1, NV2t006416002.1
OG0002632	SUV91_HUMAN, SUV92_HUMAN	NV2t025940001.1, NV2t002118001.1
OG0002633	SWET1_HUMAN	NV2t010643001.1, NV2t022882001.1, NV2t022881001.1
OG0002634	SYT14_HUMAN, SY14L_HUMAN, SYT16_HUMAN	NV2t020231001.1
OG0002635	SYNJ2_HUMAN, SYNJ1_HUMAN	NV2t011152002.1, NV2t011152001.1
OG0002636	SYS1_HUMAN	NV2t004435001.1, NV2t004435002.1, NV2t004435003.1, NV2t004435004.1
OG0002637	SYVM_HUMAN, SYVC_HUMAN	NV2t025616001.1, NV2t025616002.1
OG0002638	TAB3_HUMAN, TAB2_HUMAN	NV2t008597001.1, NV2t008597002.1
OG0002639	TACC1_HUMAN	NV2t017696002.1, NV2t017696003.1, NV2t017696001.1, NV2t017696004.1
OG0002640	TAF1A_HUMAN	NV2t006467002.1, NV2t006467001.1
OG0002641	TAF1B_HUMAN	NV2t018873001.1, NV2t018873002.1, NV2t018873003.1, NV2t018873004.1
OG0002642	TAZ_HUMAN	NV2t021069001.1, NV2t021087001.1, NV2t021073001.1, NV2t021091001.1
OG0002643	TB10A_HUMAN, TB10B_HUMAN	NV2t015897001.1, NV2t015897002.1
OG0002644	TBCE_HUMAN	NV2t015490001.1, NV2t015490002.1, NV2t015490003.1, NV2t015490004.1
OG0002645	TBP_HUMAN, TBPL2_HUMAN	NV2t019411002.1, NV2t019411003.1
OG0002646	TBRG1_HUMAN	NV2t022509001.1, NV2t022509002.1, NV2t022509004.1, NV2t022509003.1
OG0002649	TCPG_HUMAN	NV2t024274001.1, NV2t024274002.1, NV2t024274003.1, NV2t024274004.1
OG0002650	TDRD1_HUMAN	NV2t017733001.1, NV2t017733002.1, NV2t017031001.1
OG0002651	TF2B_HUMAN	NV2t024393001.1
OG0002653	THIO_HUMAN, TXND2_HUMAN	NV2t001200001.1
OG0002654	TI23B_HUMAN, TIM23_HUMAN	NV2t006313002.1, NV2t006313001.1, NV2t006313003.1
OG0002655	TM138_HUMAN	NV2t009773001.1, NV2t009773002.1, NV2t009773003.1, NV2t009773004.1
OG0002656	TM177_HUMAN	NV2t014380001.1, NV2t014381001.1
OG0002657	TM39B_HUMAN, TM39A_HUMAN	NV2t009261001.1, NV2t009261002.1
OG0002658	TMM59_HUMAN, TM59L_HUMAN	NV2t001258001.1, NV2t001261001.1
OG0002659	TM7S3_HUMAN	NV2t018632001.1, NV2t018632004.1, NV2t018632002.1, NV2t018632003.1
OG0002660	TMTC1_HUMAN	NV2t018891001.1, NV2t018891002.1, NV2t018891003.1
OG0002662	TRI37_HUMAN	NV2t015577004.1, NV2t015577001.1, NV2t015577002.1, NV2t015577003.1
OG0002664	TRIM9_HUMAN, TRI67_HUMAN	NV2t020283001.1
OG0002665	TRM6_HUMAN	NV2t019639002.1, NV2t019638001.1, NV2t019634001.1, NV2t019639001.1
OG0002667	TSSP_HUMAN	NV2t021929001.1, NV2t020985001.1, NV2t020997001.1
OG0002668	TT21A_HUMAN, TT21B_HUMAN	NV2t012197001.1, NV2t012197004.1
OG0002669	TV23A_HUMAN, TV23C_HUMAN, TV23B_HUMAN	NV2t007547001.1, NV2t007547002.1
OG0002670	TXD16_HUMAN	NV2t022272001.1, NV2t022272002.1, NV2t022272003.1, NV2t022272004.1
OG0002671	U119A_HUMAN, U119B_HUMAN	NV2t016619001.1, NV2t016619002.1
OG0002672	U2AF1_HUMAN, U2AF4_HUMAN	NV2t022594002.1, NV2t022594001.1
OG0002673	U2AFL_HUMAN, U2AFM_HUMAN	NV2t022276001.1, NV2t022276002.1, NV2t022276003.1
OG0002674	UB2V2_HUMAN, UB2V1_HUMAN	NV2t004490001.1, NV2t004490002.1
OG0002675	UBA6_HUMAN	NV2t022971003.1, NV2t022971001.1, NV2t022971004.1, NV2t022971002.1
OG0002676	UBFL1_HUMAN, UBFL6_HUMAN, UBF1_HUMAN	NV2t005905001.1
OG0002677	UBP28_HUMAN, UBP25_HUMAN	NV2t021851001.1, NV2t021851002.1
OG0002678	UBXN6_HUMAN	NV2t001369001.1, NV2t001369003.1, NV2t001369004.1, NV2t001369002.1
OG0002679	UN45B_HUMAN, UN45A_HUMAN	NV2t006077001.1, NV2t006077002.1
OG0002680	UNC80_HUMAN	NV2t021423003.1, NV2t021423001.1, NV2t021423002.1
OG0002681	UPP_HUMAN	NV2t008575003.1, NV2t008575004.1, NV2t008575001.1, NV2t008575002.1
OG0002682	UTP15_HUMAN	NV2t024219003.1, NV2t024219004.1, NV2t024219001.1, NV2t024219002.1
OG0002683	VNN1_HUMAN, VNN2_HUMAN	NV2t015402001.1
OG0002684	VP37B_HUMAN, VP37C_HUMAN	NV2t016667001.1, NV2t016667002.1
OG0002685	VPS41_HUMAN	NV2t011384005.1, NV2t011384003.1, NV2t011384001.1, NV2t011384004.1
OG0002686	WDR33_HUMAN	NV2t013675003.1, NV2t013675001.1, NV2t013675002.1, NV2t013675004.1
OG0002687	WDR75_HUMAN	NV2t011430003.1, NV2t011430004.1, NV2t011430001.1, NV2t011430002.1
OG0002688	WDR93_HUMAN	NV2t023345003.1, NV2t023345001.1, NV2t023345002.1, NV2t023345004.1
OG0002689	WWTR1_HUMAN, YAP1_HUMAN	NV2t021461001.1, NV2t021461003.1
OG0002690	YDJC_HUMAN	NV2t016470002.1, NV2t016463001.1, NV2t016470001.1
OG0002691	ZBTB3_HUMAN, ZBT18_HUMAN, ZBT42_HUMAN	NV2t008626001.1
OG0002692	ZCH14_HUMAN, ZCHC2_HUMAN	NV2t003993001.1, NV2t003993002.1
OG0002693	ZDH24_HUMAN	NV2t024581001.1, NV2t002726003.1, NV2t019880001.1, NV2t019880002.1
OG0002694	ZFR_HUMAN	NV2t023108001.1, NV2t023108003.1, NV2t023108002.1, NV2t023108004.1
OG0002695	ZNRF1_HUMAN, ZNRF2_HUMAN	NV2t004440001.1, NV2t004440003.1
OG0002802	ACTZ_HUMAN, ACTY_HUMAN	NV2t018814001.1
OG0002805	WNT3_HUMAN, WNT3A_HUMAN	NV2t012463001.1
OG0002806	CD63_HUMAN	NV2t012439001.1, NV2t012439002.1, NV2t012439003.1
OG0002807	ATS18_HUMAN, ATS16_HUMAN	NV2t017494001.1
OG0002808	DYH3_HUMAN	NV2t007297001.1
OG0002809	DYH6_HUMAN	NV2t012019001.1, NV2t001765001.1, NV2t001764001.1
OG0002810	MESP1_HUMAN, MESP2_HUMAN	NV2t010688001.1
OG0002811	S22AF_HUMAN	NV2t022126001.1
OG0002812	GLT11_HUMAN, GLTL5_HUMAN	NV2t011084001.1
OG0002813	HG2A_HUMAN	NV2t003373001.1, NV2t003373002.1, NV2t003373003.1
OG0002814	SOX21_HUMAN, SOX14_HUMAN	NV2t021749001.1
OG0002815	FOXC1_HUMAN, FOXC2_HUMAN	NV2t030002001.1
OG0002816	RAB10_HUMAN	NV2t016442001.1, NV2t016442002.1
OG0002817	TBX3_HUMAN, TBX2_HUMAN	NV2t016221002.1
OG0002818	WSCD2_HUMAN, WSCD1_HUMAN	NV2t009510001.1
OG0002819	CCNB3_HUMAN	NV2t022531003.1, NV2t022531001.1, NV2t022531002.1
OG0002820	MYLK2_HUMAN, MYLK4_HUMAN	NV2t012261001.1
OG0002821	BMR1A_HUMAN, BMR1B_HUMAN	NV2t013851002.1
OG0002822	CX065_HUMAN	NV2t023314001.1, NV2t020093001.1
OG0002823	UCP2_HUMAN, UCP3_HUMAN	NV2t009973001.1
OG0002824	MEGF6_HUMAN	NV2t013872001.1, NV2t013872002.1
OG0002825	DNJA4_HUMAN, DNJA1_HUMAN	NV2t024981001.1
OG0002826	GPX2_HUMAN, GPX1_HUMAN	NV2t004516001.1, NV2t004571001.1
OG0002828	KCRS_HUMAN, KCRU_HUMAN	NV2t012081001.1
OG0002829	RPGP1_HUMAN, RPGP2_HUMAN	NV2t015133001.1
OG0002830	PSKH2_HUMAN, KPSH1_HUMAN	NV2t004804001.1, NV2t004804002.1
OG0002831	MPP2_HUMAN, PALS2_HUMAN	NV2t012652001.1
OG0002833	DMBX1_HUMAN	NV2t003592001.1
OG0002834	MBTD1_HUMAN, LMBL2_HUMAN	NV2t003763001.1
OG0002835	NCKX2_HUMAN, NCKX1_HUMAN	NV2t023861001.1
OG0002836	NCKX3_HUMAN, NCKX4_HUMAN	NV2t023839001.1
OG0002837	DOCK3_HUMAN, DOCK4_HUMAN	NV2t002631001.1
OG0002838	S17A5_HUMAN	NV2t005662001.1
OG0002839	TYY1_HUMAN, TYY2_HUMAN	NV2t019776001.1
OG0002840	CDK3_HUMAN, CDK2_HUMAN	NV2t013008001.1
OG0002841	IMA4_HUMAN, IMA3_HUMAN	NV2t021174001.1
OG0002842	PP2AB_HUMAN, PP2AA_HUMAN	NV2t009563001.1
OG0002843	PRRT1_HUMAN	NV2t013318001.1, NV2t013069001.1
OG0002844	PARG_HUMAN	NV2t013690001.1, NV2t013689001.1, NV2t013693001.1, NV2t013688001.1
OG0002845	FADD_HUMAN	NV2t015176001.1, NV2t015177001.1
OG0002846	NPAS3_HUMAN, NPAS1_HUMAN	NV2t012503001.1
OG0002847	MYO1C_HUMAN, MYO1H_HUMAN	NV2t016975001.1
OG0002848	PPR3B_HUMAN, PPR3C_HUMAN	NV2t019163001.1
OG0002849	ATG4C_HUMAN, ATG4D_HUMAN	NV2t001280001.1
OG0002850	SET1B_HUMAN, SET1A_HUMAN	NV2t016085001.1
OG0002851	OSBP1_HUMAN, OSBP2_HUMAN	NV2t015612001.1
OG0002852	PI51C_HUMAN, PI51B_HUMAN	NV2t013618001.1
OG0002853	SCRT2_HUMAN, SCRT1_HUMAN	NV2t004494001.1
OG0002854	SMAL1_HUMAN	NV2t012309003.1, NV2t012309001.1, NV2t012309002.1
OG0002855	ACD11_HUMAN	NV2t010924003.1, NV2t010924001.1, NV2t010924002.1
OG0002856	ARF1_HUMAN, ARF3_HUMAN	NV2t011925001.1
OG0002857	E41LB_HUMAN, E41L5_HUMAN	NV2t010931001.1
OG0002858	PRRX1_HUMAN, PRRX2_HUMAN	NV2t025092001.1
OG0002859	SARM1_HUMAN	NV2t024566001.1
OG0002860	SIK2_HUMAN, SIK1_HUMAN	NV2t021168001.1
OG0002861	STT3B_HUMAN	NV2t011795001.1, NV2t011795002.1, NV2t011795003.1
OG0002862	CDKL4_HUMAN, CDKL1_HUMAN	NV2t012148001.1
OG0002863	CIB3_HUMAN, CIB2_HUMAN	NV2t004238002.1
OG0002864	UGDH_HUMAN	NV2t013804001.1, NV2t013804003.1, NV2t013804002.1, NV2t013804004.1
OG0002865	DYRK3_HUMAN, DYRK2_HUMAN	NV2t002265001.1
OG0002866	TEX55_HUMAN	NV2t014762001.1, NV2t020796001.1
OG0002867	EPHX4_HUMAN	NV2t000561001.1, NV2t000720001.1, NV2t000720002.1
OG0002868	HDAC1_HUMAN, HDAC2_HUMAN	NV2t016294001.1
OG0002870	KLHL3_HUMAN, KLHL2_HUMAN	NV2t014608001.1
OG0002871	LYPA2_HUMAN, LYPA1_HUMAN	NV2t016367001.1
OG0002872	PIWL4_HUMAN, PIWL1_HUMAN	NV2t016321001.1
OG0002873	RT30_HUMAN	NV2t023919001.1, NV2t023919002.1, NV2t023915001.1
OG0002874	TS101_HUMAN	NV2t009724001.1, NV2t009724002.1
OG0002875	SFXN3_HUMAN, SFXN1_HUMAN	NV2t018793001.1
OG0002876	TBC15_HUMAN, TBC17_HUMAN	NV2t009976001.1, NV2t009976002.1
OG0002877	CMIP1_HUMAN	NV2t005087001.1, NV2t020756001.1
OG0002878	MET17_HUMAN	NV2t004227004.1, NV2t004227002.1, NV2t004227001.1, NV2t004227003.1
OG0002879	WDR87_HUMAN	NV2t009712001.1, NV2t009712002.1
OG0002880	IDH3G_HUMAN	NV2t002742001.1, NV2t002742002.1
OG0002881	3BP5L_HUMAN	NV2t011264001.1, NV2t012184001.1
OG0002882	5MP2_HUMAN, 5MP1_HUMAN	NV2t010960001.1
OG0002883	A1CF_HUMAN	NV2t014621003.1, NV2t014621001.1, NV2t014621002.1
OG0002884	AAKB1_HUMAN, AAKB2_HUMAN	NV2t008458001.1
OG0002885	AAPK1_HUMAN, AAPK2_HUMAN	NV2t001787003.1
OG0002886	AATC_HUMAN	NV2t017509001.1, NV2t017509003.1, NV2t017509002.1
OG0002887	ABCD2_HUMAN, ABCD1_HUMAN	NV2t018397001.1
OG0002888	BCR_HUMAN, ABR_HUMAN	NV2t016515001.1
OG0002889	ABTB2_HUMAN, ABTB3_HUMAN	NV2t017493001.1
OG0002890	ACACA_HUMAN, ACACB_HUMAN	NV2t009898001.1
OG0002891	ACAD9_HUMAN, ACADV_HUMAN	NV2t022341003.1
OG0002892	ACBD7_HUMAN, ACBP_HUMAN	NV2t012072001.1
OG0002893	ACBG1_HUMAN, ACBG2_HUMAN	NV2t023849001.1
OG0002894	ACINU_HUMAN	NV2t004459003.1, NV2t004459001.1, NV2t004459002.1
OG0002895	ACL6A_HUMAN, ACL6B_HUMAN	NV2t014769001.1
OG0002896	ACO12_HUMAN, ACO11_HUMAN	NV2t024468001.1
OG0002897	ACON_HUMAN	NV2t006935001.1, NV2t006935003.1, NV2t006935002.1
OG0002898	ACSL4_HUMAN, ACSL3_HUMAN	NV2t021595001.1
