Orthogroup	Hsap	Pdam
OG0007530	RETST_HUMAN	pdam_00005572-RA
OG0007531	REV1_HUMAN	pdam_00013503-RA
OG0007532	REXO4_HUMAN	pdam_00018489-RA
OG0007533	RF1ML_HUMAN	pdam_00012387-RA
OG0007534	RFA1_HUMAN	pdam_00021595-RA
OG0007535	RFA3_HUMAN	pdam_00011658-RA
OG0007536	RFC2_HUMAN	pdam_00017338-RA
OG0007537	RFC4_HUMAN	pdam_00007989-RA
OG0007538	RFC5_HUMAN	pdam_00006970-RA
OG0007539	RFESD_HUMAN	pdam_00010250-RA
OG0007540	RFT1_HUMAN	pdam_00004870-RA
OG0007541	RFWD3_HUMAN	pdam_00022706-RA
OG0007542	RFX5_HUMAN	pdam_00016758-RA
OG0007543	RFX6_HUMAN	pdam_00007963-RA
OG0007544	RGAP1_HUMAN	pdam_00010641-RA
OG0007545	RGP1_HUMAN	pdam_00009050-RA
OG0007546	RGS22_HUMAN	pdam_00000335-RA
OG0007547	RGSL_HUMAN	pdam_00013411-RA, pdam_00013412-RA
OG0007548	RHEB_HUMAN	pdam_00010612-RA
OG0007549	RHG15_HUMAN	pdam_00015304-RA
OG0007550	RHG39_HUMAN	pdam_00015170-RA
OG0007551	RIAD1_HUMAN	pdam_00010285-RA
OG0007552	RIBC2_HUMAN	pdam_00019096-RA
OG0007553	RICTR_HUMAN	pdam_00023258-RA
OG0007554	RIF1_HUMAN	pdam_00005548-RA
OG0007556	RIMC1_HUMAN	pdam_00020944-RA
OG0007557	RINT1_HUMAN	pdam_00011819-RA
OG0007558	RIOK1_HUMAN	pdam_00016187-RA
OG0007559	RIOK2_HUMAN	pdam_00014983-RA
OG0007560	RIOX1_HUMAN	pdam_00007764-RA
OG0007561	RIOX2_HUMAN	pdam_00007316-RA
OG0007562	RIP_HUMAN	pdam_00021835-RA
OG0007563	RIR1_HUMAN	pdam_00020902-RA
OG0007564	RITA1_HUMAN	pdam_00014167-RA
OG0007565	RL10A_HUMAN	pdam_00001938-RA
OG0007566	RL11_HUMAN	pdam_00002676-RA
OG0007567	RL12_HUMAN	pdam_00007957-RA
OG0007568	RL13_HUMAN	pdam_00015795-RA
OG0007569	RL14_HUMAN	pdam_00010304-RA
OG0007570	RL15_HUMAN	pdam_00007406-RA
OG0007571	RL18A_HUMAN	pdam_00014008-RA
OG0007572	RL18_HUMAN	pdam_00009001-RA
OG0007573	RL19_HUMAN	pdam_00014132-RA
OG0007574	RL1D1_HUMAN	pdam_00004214-RA
OG0007575	RL21_HUMAN	pdam_00008684-RA
OG0007576	RL22_HUMAN	pdam_00024707-RA
OG0007577	RL23A_HUMAN	pdam_00014180-RA
OG0007578	RL23_HUMAN	pdam_00008183-RA
OG0007579	RL24_HUMAN	pdam_00021365-RA
OG0007580	RL27A_HUMAN	pdam_00014963-RA
OG0007581	RL28_HUMAN	pdam_00017410-RA
OG0007582	RL29_HUMAN	pdam_00012462-RA
OG0007583	RL30_HUMAN	pdam_00002618-RA
OG0007584	RL31_HUMAN	pdam_00001732-RA
OG0007585	RL32_HUMAN	pdam_00015136-RA
OG0007586	RL35A_HUMAN	pdam_00001342-RA
OG0007587	RL36_HUMAN	pdam_00013382-RA
OG0007588	RL37A_HUMAN	pdam_00004878-RA
OG0007589	RL37_HUMAN	pdam_00017436-RA
OG0007590	RL38_HUMAN	pdam_00005431-RA
OG0007591	RL4_HUMAN	pdam_00003887-RA
OG0007592	RL6_HUMAN	pdam_00013985-RA
OG0007593	RL7_HUMAN	pdam_00011277-RA
OG0007594	RL8_HUMAN	pdam_00003459-RA
OG0007595	RL9_HUMAN	pdam_00012825-RA
OG0007596	RLA2_HUMAN	pdam_00016913-RA
OG0007597	RLGPB_HUMAN	pdam_00018766-RA
OG0007598	RLP24_HUMAN	pdam_00008338-RA
OG0007599	RM01_HUMAN	pdam_00013608-RA
OG0007601	RM03_HUMAN	pdam_00017008-RA
OG0007602	RM09_HUMAN	pdam_00003348-RA
OG0007603	RM10_HUMAN	pdam_00013672-RA
OG0007604	RM11_HUMAN	pdam_00019724-RA
OG0007605	RM12_HUMAN	pdam_00004240-RA
OG0007606	RM13_HUMAN	pdam_00007404-RA
OG0007607	RM16_HUMAN	pdam_00004909-RA
OG0007608	RM17_HUMAN	pdam_00015495-RA
OG0007609	RM18_HUMAN	pdam_00020811-RA
OG0007610	RM19_HUMAN	pdam_00003997-RA
OG0007611	RM20_HUMAN	pdam_00000462-RA
OG0007612	RM22_HUMAN	pdam_00004284-RA
OG0007613	RM24_HUMAN	pdam_00013372-RA
OG0007614	RM27_HUMAN	pdam_00017907-RA
OG0007615	RM28_HUMAN	pdam_00014973-RA
OG0007616	RM30_HUMAN	pdam_00022950-RA
OG0007617	RM32_HUMAN	pdam_00009663-RA
OG0007618	RM33_HUMAN	pdam_00003833-RA
OG0007619	RM38_HUMAN	pdam_00015546-RA
OG0007620	RM40_HUMAN	pdam_00002371-RA
OG0007621	RM43_HUMAN	pdam_00008150-RA
OG0007622	RM44_HUMAN	pdam_00017332-RA
OG0007623	RM45_HUMAN	pdam_00008410-RA
OG0007624	RM46_HUMAN	pdam_00011045-RA
OG0007625	RM50_HUMAN	pdam_00022071-RA
OG0007626	RM53_HUMAN	pdam_00002686-RA
OG0007627	RMC1_HUMAN	pdam_00012913-RA
OG0007628	RMI2_HUMAN	pdam_00002329-RA
OG0007629	RMND1_HUMAN	pdam_00014193-RA
OG0007630	RN121_HUMAN	pdam_00009752-RA
OG0007631	RN141_HUMAN	pdam_00004485-RA
OG0007632	RN145_HUMAN	pdam_00019439-RA
OG0007633	RN168_HUMAN	pdam_00003474-RA
OG0007634	RN170_HUMAN	pdam_00015857-RA
OG0007635	RN180_HUMAN	pdam_00010556-RA
OG0007636	RN181_HUMAN	pdam_00002940-RA
OG0007638	RNF10_HUMAN	pdam_00022756-RA
OG0007639	RNF14_HUMAN	pdam_00009573-RA
OG0007640	RNF17_HUMAN	pdam_00004010-RA
OG0007641	RNF31_HUMAN	pdam_00004663-RA
OG0007642	RNF41_HUMAN	pdam_00010199-RA
OG0007643	RNFT2_HUMAN	pdam_00017340-RA
OG0007644	RNH1_HUMAN	pdam_00012747-RA
OG0007645	RNH2A_HUMAN	pdam_00020971-RA
OG0007646	RNH2C_HUMAN	pdam_00018250-RA
OG0007647	RNK_HUMAN	pdam_00016429-RA
OG0007648	RNPC3_HUMAN	pdam_00007187-RA
OG0007649	RNPS1_HUMAN	pdam_00000535-RA
OG0007651	RNZ1_HUMAN	pdam_00019722-RA
OG0007652	RO60_HUMAN	pdam_00015976-RA
OG0007653	ROGDI_HUMAN	pdam_00008118-RA
OG0007654	ROMO1_HUMAN	pdam_00004987-RA
OG0007655	ROP1L_HUMAN	pdam_00010531-RA
OG0007656	RPA1_HUMAN	pdam_00018021-RA
OG0007657	RPA2_HUMAN	pdam_00004864-RA
OG0007658	RPA49_HUMAN	pdam_00011933-RA
OG0007659	RPAB3_HUMAN	pdam_00008007-RA
OG0007660	RPAB4_HUMAN	pdam_00007749-RA
OG0007661	RPAB5_HUMAN	pdam_00014294-RA
OG0007662	RPAP2_HUMAN	pdam_00010732-RA
OG0007663	RPAP3_HUMAN	pdam_00001362-RA
OG0007664	RPB11_HUMAN	pdam_00000816-RA
OG0007665	RPB1_HUMAN	pdam_00001292-RA
OG0007666	RPB9_HUMAN	pdam_00017834-RA
OG0007667	RPC10_HUMAN	pdam_00014116-RA
OG0007668	RPC1_HUMAN	pdam_00017787-RA
OG0007669	RPC5_HUMAN	pdam_00016298-RA
OG0007670	RPC8_HUMAN	pdam_00019824-RA
OG0007671	RPC9_HUMAN	pdam_00022448-RA
OG0007672	RPF2_HUMAN	pdam_00004008-RA
OG0007673	RPGR_HUMAN	pdam_00018734-RA
OG0007674	RPKL1_HUMAN	pdam_00020764-RA
OG0007675	RPOM_HUMAN	pdam_00018709-RA
OG0007676	RPP14_HUMAN	pdam_00021851-RA
OG0007677	RPP21_HUMAN	pdam_00013841-RA
OG0007678	RPP29_HUMAN	pdam_00015276-RA
OG0007679	RPP38_HUMAN	pdam_00013882-RA
OG0007680	RPP40_HUMAN	pdam_00018216-RA
OG0007681	RPR1B_HUMAN	pdam_00011855-RA
OG0007682	RPTOR_HUMAN	pdam_00003007-RA
OG0007683	RRFM_HUMAN	pdam_00004706-RA
OG0007684	RRP12_HUMAN	pdam_00006776-RA
OG0007685	RRP15_HUMAN	pdam_00009365-RA
OG0007686	RRP5_HUMAN	pdam_00018294-RA
OG0007687	RS11_HUMAN	pdam_00015892-RA
OG0007688	RS13_HUMAN	pdam_00004898-RA
OG0007689	RS14_HUMAN	pdam_00005079-RA
OG0007690	RS15A_HUMAN	pdam_00000557-RA
OG0007691	RS15_HUMAN	pdam_00010387-RA
OG0007692	RS16_HUMAN	pdam_00005110-RA
OG0007693	RS18_HUMAN	pdam_00013747-RA
OG0007694	RS19_HUMAN	pdam_00014285-RA
OG0007695	RS20_HUMAN	pdam_00006612-RA
OG0007696	RS21_HUMAN	pdam_00003718-RA
OG0007697	RS25_HUMAN	pdam_00006323-RA
OG0007698	RS27A_HUMAN	pdam_00015396-RA
OG0007699	RS2_HUMAN	pdam_00021718-RA
OG0007700	RS30_HUMAN	pdam_00021105-RA
OG0007701	RS3_HUMAN	pdam_00012840-RA
OG0007702	RS5_HUMAN	pdam_00010671-RA
OG0007703	RS6_HUMAN	pdam_00000797-RA
OG0007704	RS7_HUMAN	pdam_00024937-RA
OG0007705	RS8_HUMAN	pdam_00013603-RA
OG0007706	RS9_HUMAN	pdam_00018266-RA
OG0007707	RSAD2_HUMAN	pdam_00010181-RA
OG0007708	RSP14_HUMAN	pdam_00015118-RA
OG0007709	RSPH9_HUMAN	pdam_00013800-RA
OG0007710	RSU1_HUMAN	pdam_00012606-RA
OG0007711	RT02_HUMAN	pdam_00016003-RA
OG0007712	RT09_HUMAN	pdam_00003971-RA
OG0007713	RT11_HUMAN	pdam_00014024-RA
OG0007714	RT12_HUMAN	pdam_00006184-RA
OG0007716	RT16_HUMAN	pdam_00015608-RA
OG0007717	RT17_HUMAN	pdam_00015802-RA
OG0007718	RT18B_HUMAN	pdam_00013769-RA
OG0007719	RT21_HUMAN	pdam_00022402-RA
OG0007720	RT22_HUMAN	pdam_00023818-RA
OG0007721	RT24_HUMAN	pdam_00011821-RA
OG0007722	RT28_HUMAN	pdam_00011772-RA
OG0007723	RT31_HUMAN	pdam_00012134-RA
OG0007724	RT4I1_HUMAN	pdam_00010139-RA
OG0007725	RT63_HUMAN	pdam_00017333-RA
OG0007726	RTCA_HUMAN	pdam_00021481-RA
OG0007727	RTCB_HUMAN	pdam_00011915-RA
OG0007728	RTEL1_HUMAN	pdam_00003720-RA
OG0007729	RTF2_HUMAN	pdam_00012422-RA
OG0007730	RTTN_HUMAN	pdam_00007729-RA
OG0007731	RU17_HUMAN	pdam_00011758-RA
OG0007732	RU1C_HUMAN	pdam_00003186-RA
OG0007733	RU2B_HUMAN	pdam_00007958-RA
OG0007734	RUBIC_HUMAN	pdam_00014917-RA
OG0007735	RUSD2_HUMAN	pdam_00016713-RA
OG0007736	RUSD4_HUMAN	pdam_00003704-RA
OG0007737	RUVB1_HUMAN	pdam_00024080-RA
OG0007738	RUXF_HUMAN	pdam_00009493-RA
OG0007739	RWDD4_HUMAN	pdam_00014927-RA
OG0007740	RXLT1_HUMAN	pdam_00006136-RA
OG0007741	S12A8_HUMAN	pdam_00006830-RA
OG0007743	S2529_HUMAN	pdam_00015449-RA
OG0007744	S2543_HUMAN	pdam_00021583-RA
OG0007745	S2546_HUMAN	pdam_00021404-RA
OG0007746	S2548_HUMAN	pdam_00006536-RA
OG0007747	S25A3_HUMAN	pdam_00018154-RA
OG0007748	S33A2_HUMAN	pdam_00004965-RA
OG0007749	S35A3_HUMAN	pdam_00022793-RA
OG0007750	S35B1_HUMAN	pdam_00005749-RA
OG0007751	S35B2_HUMAN	pdam_00023093-RA
OG0007752	S35B3_HUMAN	pdam_00010473-RA
OG0007753	S35B4_HUMAN	pdam_00017416-RA
OG0007754	S35D1_HUMAN	pdam_00015077-RA
OG0007755	S35D4_HUMAN	pdam_00023665-RA
OG0007756	S35E3_HUMAN	pdam_00022508-RA
OG0007757	S35F5_HUMAN	pdam_00010203-RA
OG0007758	S35F6_HUMAN	pdam_00014358-RA, pdam_00014351-RA
OG0007759	S35G1_HUMAN	pdam_00020358-RA
OG0007760	S35H1_HUMAN	pdam_00004784-RA
OG0007761	S38A7_HUMAN	pdam_00009107-RA
OG0007762	S38A9_HUMAN	pdam_00015861-RA
OG0007763	S38AC_HUMAN	pdam_00018254-RA
OG0007764	S39A7_HUMAN	pdam_00010099-RA
OG0007765	S39AB_HUMAN	pdam_00009308-RA
OG0007766	S40A1_HUMAN	pdam_00004479-RA
OG0007767	S49A3_HUMAN	pdam_00003517-RA
OG0007768	S66A2_HUMAN	pdam_00017494-RA
OG0007769	S67A2_HUMAN	pdam_00002030-RA
OG0007770	S68A1_HUMAN	pdam_00015027-RA
OG0007771	S75A1_HUMAN	pdam_00004972-RA
OG0007772	S7A6O_HUMAN	pdam_00011611-RA
OG0007773	SAAL1_HUMAN	pdam_00005134-RA
OG0007774	SAC1_HUMAN	pdam_00011856-RA
OG0007775	SAC31_HUMAN	pdam_00003406-RA
OG0007776	SAE1_HUMAN	pdam_00023085-RA
OG0007777	SAHH_HUMAN	pdam_00017020-RA
OG0007778	SAMC_HUMAN	pdam_00024618-RA
OG0007779	SAMD5_HUMAN	pdam_00021176-RA
OG0007780	SAMD8_HUMAN	pdam_00019594-RA
OG0007781	SAMTR_HUMAN	pdam_00016841-RA
OG0007782	SAP18_HUMAN	pdam_00013330-RA
OG0007783	SAPC2_HUMAN	pdam_00000135-RA
OG0007784	SARNP_HUMAN	pdam_00004863-RA
OG0007785	SART3_HUMAN	pdam_00025235-RA
OG0007786	SAS10_HUMAN	pdam_00010312-RA
OG0007787	SAST_HUMAN	pdam_00021697-RA
OG0007788	SAXO4_HUMAN	pdam_00009925-RA
OG0007789	SAYS1_HUMAN	pdam_00016243-RA
OG0007790	SBDS_HUMAN	pdam_00012922-RA
OG0007791	SC61G_HUMAN	pdam_00004903-RA
OG0007793	SCAI_HUMAN	pdam_00013750-RA
OG0007794	SCAP_HUMAN	pdam_00009670-RA
OG0007795	SCFD2_HUMAN	pdam_00011509-RA
OG0007796	SCLT1_HUMAN	pdam_00009542-RA
OG0007797	SCLY_HUMAN	pdam_00004675-RA
OG0007798	SCOC_HUMAN	pdam_00014427-RA
OG0007799	SCPDL_HUMAN	pdam_00021490-RA
OG0007800	SCRB2_HUMAN	pdam_00023402-RA
OG0007801	SCYL1_HUMAN	pdam_00015196-RA
OG0007802	SCYL2_HUMAN	pdam_00005460-RA
OG0007803	SDCG8_HUMAN	pdam_00002339-RA
OG0007804	SDF2_HUMAN	pdam_00018349-RA
OG0007805	SDHB_HUMAN	pdam_00005222-RA
OG0007806	SDHF1_HUMAN	pdam_00020207-RA
OG0007807	SDHF3_HUMAN	pdam_00021612-RA
OG0007808	SDHF4_HUMAN	pdam_00010407-RA
OG0007809	SE1L3_HUMAN	pdam_00001868-RA
OG0007810	SEC12_HUMAN	pdam_00010463-RA
OG0007811	SEC13_HUMAN	pdam_00016833-RA
OG0007812	SEC20_HUMAN	pdam_00002117-RA
OG0007813	SEC62_HUMAN	pdam_00004155-RA
OG0007814	SEC63_HUMAN	pdam_00023992-RA
OG0007815	SEH1_HUMAN	pdam_00011376-RA
OG0007816	SELB_HUMAN	pdam_00018566-RA
OG0007817	SELH_HUMAN	pdam_00018863-RA
OG0007819	SEM1_HUMAN	pdam_00014656-RA
OG0007820	SEN34_HUMAN	pdam_00014233-RA
OG0007821	SENP7_HUMAN	pdam_00010149-RA
OG0007822	SENP8_HUMAN	pdam_00023828-RA
OG0007823	SEP15_HUMAN	pdam_00017458-RA
OG0007824	SEPP1_HUMAN	pdam_00012247-RA
OG0007826	SESD1_HUMAN	pdam_00005990-RA
OG0007827	SETB1_HUMAN	pdam_00017556-RA
OG0007828	SETD4_HUMAN	pdam_00018309-RA
OG0007829	SETD6_HUMAN	pdam_00006606-RA
OG0007830	SETX_HUMAN	pdam_00006626-RA
OG0007831	SF3A1_HUMAN	pdam_00006936-RA
OG0007832	SF3A3_HUMAN	pdam_00002086-RA
OG0007833	SF3B1_HUMAN	pdam_00011648-RA
OG0007834	SF3B2_HUMAN	pdam_00019721-RA
OG0007835	SF3B4_HUMAN	pdam_00014361-RA
OG0007837	SF3B6_HUMAN	pdam_00002688-RA
OG0007838	SFR1_HUMAN	pdam_00009045-RA
OG0007839	SFSWA_HUMAN	pdam_00010224-RA
OG0007840	SFXN5_HUMAN	pdam_00002114-RA
OG0007842	SG196_HUMAN	pdam_00019038-RA
OG0007843	SGF29_HUMAN	pdam_00013911-RA
OG0007844	SGMR1_HUMAN	pdam_00016185-RA
OG0007845	SGO1_HUMAN	pdam_00022127-RA
OG0007846	SGPL1_HUMAN	pdam_00007360-RA
OG0007847	SH2B2_HUMAN	pdam_00021834-RA
OG0007848	SH319_HUMAN	pdam_00004295-RA
OG0007849	SH3L3_HUMAN	pdam_00007349-RA
OG0007850	SHCAF_HUMAN	pdam_00006646-RA
OG0007851	SHCBP_HUMAN	pdam_00017240-RA
OG0007852	SHLD2_HUMAN	pdam_00004388-RA
OG0007853	SHOC2_HUMAN	pdam_00003174-RA
OG0007854	SHOT1_HUMAN	pdam_00003526-RA
OG0007855	SHPK_HUMAN	pdam_00006960-RA
OG0007856	SHQ1_HUMAN	pdam_00001436-RA
OG0007857	SIAE_HUMAN	pdam_00002513-RA
OG0007858	SIM12_HUMAN	pdam_00006774-RA
OG0007860	SIM15_HUMAN	pdam_00010198-RA
OG0007861	SIM20_HUMAN	pdam_00009555-RA
OG0007862	SIN1_HUMAN	pdam_00019845-RA
OG0007863	SIR4_HUMAN	pdam_00006965-RA
OG0007864	SIR5_HUMAN	pdam_00017871-RA
OG0007865	SIR6_HUMAN	pdam_00021852-RA
OG0007866	SIR7_HUMAN	pdam_00014925-RA
OG0007867	SKA2_HUMAN	pdam_00014184-RA
OG0007868	SKI8_HUMAN	pdam_00003947-RA
OG0007869	SKP1_HUMAN	pdam_00009444-RA
OG0007871	SL9A8_HUMAN	pdam_00002566-RA
OG0007872	SL9C1_HUMAN	pdam_00004491-RA
OG0007873	SLBP_HUMAN	pdam_00019133-RA
OG0007874	SLIRP_HUMAN	pdam_00003775-RA
OG0007875	SLU7_HUMAN	pdam_00008830-RA
OG0007876	SLX1_HUMAN	pdam_00000289-RA
OG0007877	SMAD4_HUMAN	pdam_00001142-RA
OG0007878	SMBP2_HUMAN	pdam_00003184-RA
OG0007879	SMC2_HUMAN	pdam_00006145-RA
OG0007880	SMC4_HUMAN	pdam_00012938-RA
OG0007881	SMC5_HUMAN	pdam_00014991-RA
OG0007882	SMCE1_HUMAN	pdam_00015311-RA
OG0007883	SMCR8_HUMAN	pdam_00011459-RA
OG0007884	SMD1_HUMAN	pdam_00014056-RA
OG0007885	SMD2_HUMAN	pdam_00015442-RA
OG0007886	SMG5_HUMAN	pdam_00000834-RA
OG0007887	SMG7_HUMAN	pdam_00018610-RA
OG0007888	SMG8_HUMAN	pdam_00010988-RA
OG0007889	SMI11_HUMAN	pdam_00013012-RA
OG0007891	SMIM8_HUMAN	pdam_00004996-RA
OG0007892	SMIP1_HUMAN	pdam_00022971-RA
OG0007893	SMIP8_HUMAN	pdam_00007733-RA, pdam_00007732-RA
OG0007894	SMN_HUMAN	pdam_00015016-RA
OG0007895	SMU1_HUMAN	pdam_00001091-RA
OG0007897	SMUG1_HUMAN	pdam_00004881-RA
OG0007898	SMYD3_HUMAN	pdam_00009311-RA
OG0007899	SMYD4_HUMAN	pdam_00006600-RA
OG0007900	SNAG_HUMAN	pdam_00015419-RA
OG0007901	SNCAP_HUMAN	pdam_00014508-RA
OG0007902	SND1_HUMAN	pdam_00009938-RA
OG0007903	SNF5_HUMAN	pdam_00000306-RA
OG0007904	SNF8_HUMAN	pdam_00004862-RA
OG0007905	SNIP1_HUMAN	pdam_00022963-RA
OG0007906	SNP29_HUMAN	pdam_00021833-RA
OG0007907	SNP47_HUMAN	pdam_00014479-RA
OG0007908	SNPC1_HUMAN	pdam_00021500-RA
OG0007909	SNPC3_HUMAN	pdam_00000234-RA
OG0007910	SNR27_HUMAN	pdam_00012490-RA
OG0007911	SNR40_HUMAN	pdam_00017148-RA
OG0007912	SNR48_HUMAN	pdam_00011287-RA
OG0007913	SNRK_HUMAN	pdam_00021756-RA
OG0007914	SNUT1_HUMAN	pdam_00012621-RA
OG0007915	SNW1_HUMAN	pdam_00015813-RA
OG0007916	SNX13_HUMAN	pdam_00001490-RA
OG0007917	SNX17_HUMAN	pdam_00002587-RA
OG0007918	SNX19_HUMAN	pdam_00018357-RA
OG0007919	SNX27_HUMAN	pdam_00014060-RA
OG0007920	SNX4_HUMAN	pdam_00004897-RA
OG0007921	SOAT1_HUMAN	pdam_00015522-RA
OG0007922	SOCS6_HUMAN	pdam_00002574-RA
OG0007923	SODM_HUMAN	pdam_00015713-RA
OG0007924	SON_HUMAN	pdam_00011165-RA
OG0007925	SOSSC_HUMAN	pdam_00020635-RA
OG0007926	SOX_HUMAN	pdam_00018570-RA
OG0007927	SP16H_HUMAN	pdam_00014560-RA
OG0007928	SP30L_HUMAN	pdam_00009550-RA
OG0007929	SPAG1_HUMAN	pdam_00017796-RA
OG0007930	SPAG6_HUMAN	pdam_00015303-RA
OG0007931	SPAG7_HUMAN	pdam_00005206-RA
OG0007932	SPAG8_HUMAN	pdam_00000170-RA
OG0007933	SPART_HUMAN	pdam_00005558-RA
OG0007934	SPAST_HUMAN	pdam_00016477-RA
OG0007935	SPAT4_HUMAN	pdam_00011949-RA
OG0007936	SPB1_HUMAN	pdam_00010229-RA
OG0007937	SPC24_HUMAN	pdam_00009460-RA
OG0007938	SPC25_HUMAN	pdam_00011660-RA
OG0007939	SPCS1_HUMAN	pdam_00003064-RA
OG0007940	SPCS_HUMAN	pdam_00016046-RA
OG0007941	SPDLY_HUMAN	pdam_00013083-RA
OG0007942	SPDYA_HUMAN	pdam_00012008-RA
OG0007943	SPEE_HUMAN	pdam_00014337-RA
OG0007944	SPEF2_HUMAN	pdam_00013258-RA
OG0007945	SPF45_HUMAN	pdam_00024616-RA
OG0007946	SPG21_HUMAN	pdam_00000029-RA
OG0007947	SPICE_HUMAN	pdam_00012534-RA
OG0007948	SPIDR_HUMAN	pdam_00015400-RA
OG0007949	SPMA1_HUMAN	pdam_00021196-RA
OG0007950	SPMA2_HUMAN	pdam_00003179-RA
OG0007951	SPN1_HUMAN	pdam_00000014-RA
OG0007952	SPN90_HUMAN	pdam_00012237-RA
OG0007953	SPO11_HUMAN	pdam_00014730-RA
OG0007954	SPP2B_HUMAN	pdam_00010526-RA
OG0007955	SPPL3_HUMAN	pdam_00010508-RA
OG0007956	SPP_HUMAN	pdam_00013289-RA
OG0007957	SPRTN_HUMAN	pdam_00017845-RA
OG0007958	SPRY7_HUMAN	pdam_00000966-RA
OG0007959	SPSB3_HUMAN	pdam_00019360-RA
OG0007960	SPT17_HUMAN	pdam_00005290-RA
OG0007961	SPT20_HUMAN	pdam_00013844-RA
OG0007962	SPT2_HUMAN	pdam_00012053-RA
OG0007963	SPT5H_HUMAN	pdam_00004073-RA
OG0007964	SPT6H_HUMAN	pdam_00024478-RA
OG0007965	SPTC1_HUMAN	pdam_00010797-RA
OG0007966	SPTCS_HUMAN	pdam_00008327-RA
OG0007967	SQOR_HUMAN	pdam_00001077-RA
OG0007968	SR140_HUMAN	pdam_00000962-RA
OG0007969	SR1IP_HUMAN	pdam_00005350-RA
OG0007970	SRF_HUMAN	pdam_00012010-RA
OG0007971	SRP09_HUMAN	pdam_00021862-RA
OG0007972	SRP14_HUMAN	pdam_00019114-RA
OG0007973	SRP54_HUMAN	pdam_00023040-RA
OG0007974	SRP68_HUMAN	pdam_00022032-RA
OG0007975	SRP72_HUMAN	pdam_00012882-RA
OG0007976	SRPRB_HUMAN	pdam_00005195-RA
OG0007978	SRR1L_HUMAN	pdam_00000291-RA
OG0007979	SRXN1_HUMAN	pdam_00019467-RA
OG0007980	SSBP_HUMAN	pdam_00006440-RA
OG0007981	SSDH_HUMAN	pdam_00023148-RA
OG0007982	SSF1_HUMAN	pdam_00010669-RA
OG0007983	SSNA1_HUMAN	pdam_00018901-RA
OG0007984	SSRB_HUMAN	pdam_00000167-RA
OG0007985	SSRD_HUMAN	pdam_00010945-RA
OG0007986	SSRG_HUMAN	pdam_00004177-RA
OG0007987	SSRP1_HUMAN	pdam_00010506-RA
OG0007988	SSU72_HUMAN	pdam_00004179-RA
OG0007989	ST65G_HUMAN	pdam_00003518-RA
OG0007990	STA10_HUMAN	pdam_00025109-RA
OG0007991	STAR7_HUMAN	pdam_00019488-RA
OG0007992	STEEP_HUMAN	pdam_00004719-RA
OG0007993	STIMA_HUMAN	pdam_00022250-RA
OG0007994	STK16_HUMAN	pdam_00016363-RA
OG0007995	STK31_HUMAN	pdam_00011674-RA
OG0007996	STK36_HUMAN	pdam_00020807-RA
OG0007997	STML1_HUMAN	pdam_00013610-RA
OG0007998	STML2_HUMAN	pdam_00017303-RA
OG0007999	STN1_HUMAN	pdam_00012022-RA
OG0008000	STPG1_HUMAN	pdam_00012749-RA
OG0008001	STPG2_HUMAN	pdam_00006439-RA
OG0008002	STPG3_HUMAN	pdam_00018721-RA
OG0008003	STRAA_HUMAN	pdam_00021474-RA
OG0008004	STRAP_HUMAN	pdam_00006432-RA
OG0008005	STX17_HUMAN	pdam_00009222-RA
OG0008006	STX5_HUMAN	pdam_00003809-RA
OG0008007	STX8_HUMAN	pdam_00005728-RA
OG0008008	STYX_HUMAN	pdam_00016247-RA
OG0008009	SUCA_HUMAN	pdam_00015226-RA
OG0008010	SUCB1_HUMAN	pdam_00015654-RA
OG0008011	SUCB2_HUMAN	pdam_00001415-RA
OG0008012	SUFU_HUMAN	pdam_00005000-RA
OG0008013	SUGP1_HUMAN	pdam_00013367-RA
OG0008014	SUMF1_HUMAN	pdam_00023702-RA
OG0008015	SUMF2_HUMAN	pdam_00013505-RA
OG0008016	SURF1_HUMAN	pdam_00010096-RA
OG0008017	SURF2_HUMAN	pdam_00007830-RA
OG0008018	SURF4_HUMAN	pdam_00016196-RA
OG0008019	SUV3_HUMAN	pdam_00008825-RA
OG0008021	SWI5_HUMAN	pdam_00010722-RA
OG0008022	SYCC_HUMAN	pdam_00011761-RA
OG0008023	SYCE2_HUMAN	pdam_00005885-RA
OG0008024	SYCP1_HUMAN	pdam_00006430-RA
OG0008025	SYDC_HUMAN	pdam_00004900-RA
OG0008026	SYF1_HUMAN	pdam_00012769-RA
OG0008027	SYF2_HUMAN	pdam_00008064-RA
OG0008028	SYFB_HUMAN	pdam_00013510-RA
OG0008029	SYFM_HUMAN	pdam_00004773-RA
OG0008030	SYIC_HUMAN	pdam_00006044-RA
OG0008031	SYK_HUMAN	pdam_00017493-RA
OG0008032	SYMPK_HUMAN	pdam_00011964-RA
OG0008033	SYNRG_HUMAN	pdam_00021291-RA
OG0008034	SYQ_HUMAN	pdam_00022970-RA
OG0008035	SYRC_HUMAN	pdam_00012573-RA
OG0008036	SYSC_HUMAN	pdam_00001634-RA
OG0008037	SYT7_HUMAN	pdam_00006460-RA
OG0008038	SYVN1_HUMAN	pdam_00012011-RA
OG0008039	SYWM_HUMAN	pdam_00013326-RA
OG0008040	T10B_HUMAN	pdam_00005514-RA
OG0008041	T170B_HUMAN	pdam_00013202-RA
OG0008042	T184C_HUMAN	pdam_00009536-RA
OG0008044	T23O_HUMAN	pdam_00024440-RA
OG0008046	T2AG_HUMAN	pdam_00003899-RA
