Orthogroup	Acer	Mmus
OG0003434	KAK2562395.1	ASXL2_MOUSE, ASXL1_MOUSE
OG0003452	KAK2563197.1	MELK_MOUSE
OG0003456	KAK2563255.1	SRBP2_MOUSE, SRBP1_MOUSE
OG0003472	KAK2563462.1	ZMY10_MOUSE
OG0003489	KAK2563998.1	ANKF1_MOUSE
OG0003506	KAK2564716.1	ICE2_MOUSE
OG0003523	KAK2565167.1, KAK2572833.1	SBP1_MOUSE, SBP2_MOUSE
OG0003539	KAK2565512.1	AMRA1_MOUSE
OG0003561	KAK2565944.1	SC16B_MOUSE, SC16A_MOUSE
OG0003581	KAK2566334.1	RIC8B_MOUSE, RIC8A_MOUSE
OG0003584	KAK2566387.1	A1CF_MOUSE
OG0003159	KAK2554048.1	PPM1A_MOUSE, PPM1B_MOUSE
OG0003175	KAK2568106.1, KAK2554720.1, KAK2561501.1	E2AK1_MOUSE
OG0003191	KAK2555330.1	ACBG1_MOUSE, ACBG2_MOUSE
OG0003210	KAK2556283.1	TCPZ_MOUSE, TCPW_MOUSE
OG0003229	KAK2556919.1	OSGEP_MOUSE
OG0003233	KAK2557161.1	ABCAH_MOUSE, ABCA3_MOUSE
OG0003238	KAK2557241.1	BAHC1_MOUSE, TNC18_MOUSE
OG0003253	KAK2557684.1	PK3CB_MOUSE, PK3CD_MOUSE
OG0003269	KAK2558081.1	SODC_MOUSE
OG0003285	KAK2558291.1	ULK2_MOUSE, ULK1_MOUSE
OG0003305	KAK2559122.1	DNJA4_MOUSE, DNJA1_MOUSE
OG0003322	KAK2573221.1, KAK2559545.1	LYAG_MOUSE
OG0003339	KAK2560139.1	SPEF1_MOUSE
OG0003356	KAK2560569.1	CASC3_MOUSE
OG0003374	KAK2560994.1	RT05_MOUSE
OG0003409	KAK2561965.1	AHSA2_MOUSE, AHSA1_MOUSE
OG0003425	KAK2564763.1, KAK2562285.1	FBX36_MOUSE
OG0003440	KAK2562859.1	FST_MOUSE, FSTL3_MOUSE
OG0003458	KAK2563297.1	GATA3_MOUSE, GATA2_MOUSE
OG0003474	KAK2563509.1	TBCD1_MOUSE, TBCD4_MOUSE
OG0003492	KAK2564057.1	GET4_MOUSE
OG0003509	KAK2564805.1	CB069_MOUSE
OG0003526	KAK2565196.1	AMN1_MOUSE
OG0003542	KAK2565584.1	UBP7_MOUSE
OG0003547	KAK2565718.1	MYRF_MOUSE
OG0003582	KAK2566343.1, KAK2571877.1	TM220_MOUSE
OG0003614	KAK2567176.1	SPTA1_MOUSE, SPTN1_MOUSE
OG0003155	KAK2553953.1, KAK2553951.1	FBX7_MOUSE
OG0003171	KAK2554642.1	VATO_MOUSE
OG0003188	KAK2555289.1	ANO8_MOUSE
OG0003207	KAK2556110.1	NUP98_MOUSE
OG0003226	KAK2556758.1	GLU2B_MOUSE
OG0003245	KAK2557593.1	NECP1_MOUSE, NECP2_MOUSE
OG0003259	KAK2557935.1	H2AW_MOUSE, H2AY_MOUSE
OG0003272	KAK2558120.1	COQ3_MOUSE
OG0003289	KAK2558340.1	XPO2_MOUSE
OG0003319	KAK2559483.1	PSB4_MOUSE
OG0003335	KAK2560038.1, KAK2560159.1	LDAH_MOUSE
OG0003352	KAK2560526.1	SIX2_MOUSE, SIX1_MOUSE
OG0003370	KAK2573688.1, KAK2560916.1, KAK2560917.1	TRAF3_MOUSE
OG0003388	KAK2561203.1	EPOP_MOUSE, SKDA1_MOUSE
OG0003405	KAK2561887.1	ATP5S_MOUSE
OG0003420	KAK2562228.1	AN13B_MOUSE, AN13D_MOUSE
OG0003437	KAK2562702.1	ADCY6_MOUSE, ADCY5_MOUSE
OG0003454	KAK2563218.1	NXP20_MOUSE, F1142_MOUSE
OG0003470	KAK2563452.1	SH24B_MOUSE, SH24A_MOUSE
OG0003487	KAK2563963.1	AP3S1_MOUSE, AP3S2_MOUSE
OG0003505	KAK2564653.1	INT3_MOUSE
OG0003521	KAK2565067.1	CDAC1_MOUSE
OG0003538	KAK2570557.1, KAK2565432.1	TM117_MOUSE
OG0003555	KAK2565865.1	TTK_MOUSE
OG0003574	KAK2566177.1	PKHF2_MOUSE
OG0003591	KAK2566584.1	NCK1_MOUSE, NCK2_MOUSE
OG0003607	KAK2566966.1	QSOX2_MOUSE, QSOX1_MOUSE
OG0003622	KAK2567304.1	FRMD8_MOUSE
OG0003637	KAK2567670.1	FA98B_MOUSE, FA98A_MOUSE
OG0003168	KAK2554540.1	LARP6_MOUSE
OG0003183	KAK2554995.1	DAB1_MOUSE, DAB2_MOUSE
OG0003200	KAK2555543.1	TNR27_MOUSE, TNR19_MOUSE
OG0003216	KAK2556506.1	DDI2_MOUSE, DDI1_MOUSE
OG0003232	KAK2557112.1	DXO_MOUSE
OG0003277	KAK2558159.1, KAK2560358.1	S15A2_MOUSE
OG0003294	KAK2558394.1	LETM1_MOUSE
OG0003312	KAK2559264.1	LONM_MOUSE
OG0003328	KAK2559736.1	AP1G2_MOUSE, AP1G1_MOUSE
OG0003332	KAK2559887.1	DJB14_MOUSE, DJB12_MOUSE
OG0003349	KAK2560454.1	PLAK_MOUSE, CTNB1_MOUSE
OG0003366	KAK2560869.1	XPO1_MOUSE
OG0003383	KAK2561083.1	SRTD2_MOUSE, CDCA4_MOUSE
OG0003399	KAK2561571.1	MPP2_MOUSE, PALS2_MOUSE
OG0003404	KAK2561801.1	SAFB1_MOUSE, SAFB2_MOUSE
OG0003422	KAK2562230.1	BRE1A_MOUSE, BRE1B_MOUSE
OG0003439	KAK2562828.1	SCC4_MOUSE
OG0003457	KAK2563292.1	VILI_MOUSE, AVIL_MOUSE
OG0003473	KAK2563465.1	BTG1_MOUSE, BTG2_MOUSE
OG0003490	KAK2564003.1	KPRA_MOUSE, KPRB_MOUSE
OG0003507	KAK2564729.1	HECW2_MOUSE, HECW1_MOUSE
OG0003524	KAK2565174.1	VATE1_MOUSE, VATE2_MOUSE
OG0003540	KAK2565517.1	GOT1A_MOUSE, GOT1B_MOUSE
OG0003557	KAK2565901.1	VP13B_MOUSE
OG0003575	KAK2566197.1	IKKA_MOUSE, IKKB_MOUSE
OG0003608	KAK2566980.1, KAK2567045.1	RABX5_MOUSE
OG0003623	KAK2567309.1	RGPA1_MOUSE, RGPA2_MOUSE
OG0003639	KAK2567760.1	SP20H_MOUSE
OG0003656	KAK2568345.1	PG12B_MOUSE, PG12A_MOUSE
OG0003671	KAK2568814.1	PKHB1_MOUSE, PKHB2_MOUSE
OG0003682	KAK2569073.1	ZDH13_MOUSE, ZDH17_MOUSE
OG0003288	KAK2558332.1	SPIR1_MOUSE, SPIR2_MOUSE
OG0003302	KAK2558812.1, KAK2558681.1	MEIOC_MOUSE
OG0003320	KAK2559497.1	VIP2_MOUSE, VIP1_MOUSE
OG0003337	KAK2560118.1	TT39C_MOUSE
OG0003355	KAK2560546.1	EIF1B_MOUSE, EIF1_MOUSE
OG0003371	KAK2560925.1	DEGS2_MOUSE, DEGS1_MOUSE
OG0003389	KAK2561258.1	PGAP3_MOUSE
OG0003406	KAK2561889.1, KAK2561888.1	PININ_MOUSE
OG0003421	KAK2562229.1	GIT1_MOUSE, GIT2_MOUSE
OG0003436	KAK2562695.1	NOM1_MOUSE
OG0003453	KAK2563204.1	IDHG2_MOUSE, IDHG1_MOUSE
OG0003469	KAK2563422.1	NNTM_MOUSE
OG0003486	KAK2563957.1	DEPD7_MOUSE
OG0003503	KAK2564535.1	MBD3_MOUSE, MBD2_MOUSE
OG0003518	KAK2564932.1	RED2_MOUSE, RED1_MOUSE
OG0003534	KAK2565382.1	ANGE1_MOUSE, ANGE2_MOUSE
OG0003550	KAK2565791.1	POMT1_MOUSE
OG0003569	KAK2566028.1	UBP33_MOUSE, UBP20_MOUSE
OG0003585	KAK2566413.1	SGCE_MOUSE, SGCA_MOUSE
OG0003600	KAK2566731.1	RRP1B_MOUSE, RRP1_MOUSE
OG0003616	KAK2567182.1	FLOWR_MOUSE
OG0003632	KAK2567488.1, KAK2567677.1, KAK2567678.1	CGRF1_MOUSE
OG0003648	KAK2568151.1	TMED1_MOUSE, TMED5_MOUSE
OG0003665	KAK2568618.1, KAK2568621.1	S39A9_MOUSE
OG0003679	KAK2569055.1	XYLT2_MOUSE, XYLT1_MOUSE
OG0003693	KAK2569405.1	ANM8_MOUSE, ANM1_MOUSE
OG0003708	KAK2569936.1	PGM5_MOUSE, PGM1_MOUSE
OG0003247	KAK2557627.1	CPLN2_MOUSE
OG0003261	KAK2557954.1, KAK2557955.1	REV3L_MOUSE
OG0003275	KAK2558154.1	F162A_MOUSE, F162B_MOUSE
OG0003292	KAK2558383.1	CNNM2_MOUSE, CNNM4_MOUSE
OG0003309	KAK2559223.1	KHDC4_MOUSE
OG0003325	KAK2559688.1	PGDH_MOUSE
OG0003343	KAK2560277.1	DDX50_MOUSE, DDX21_MOUSE
OG0003360	KAK2560742.1	ATP9A_MOUSE, ATP9B_MOUSE
OG0003365	KAK2560865.1, KAK2561063.1	KIZ_MOUSE
OG0003381	KAK2561073.1	UBR1_MOUSE, UBR2_MOUSE
OG0003397	KAK2561524.1	CTNL1_MOUSE
OG0003402	KAK2561612.1	MOCS1_MOUSE
OG0003419	KAK2562220.1	RALB_MOUSE, RALA_MOUSE
OG0003435	KAK2562479.1	STA5A_MOUSE, STA5B_MOUSE
OG0003441	KAK2563030.1	PX11B_MOUSE, PX11A_MOUSE
OG0003445	KAK2563078.1	G3BP2_MOUSE, G3BP1_MOUSE
OG0003462	KAK2563345.1	AMPO_MOUSE
OG0003478	KAK2563550.1	UHRF2_MOUSE, UHRF1_MOUSE
OG0003482	KAK2563713.1	RUXE_MOUSE
OG0003499	KAK2564228.1	GNA12_MOUSE, GNA13_MOUSE
OG0003515	KAK2564906.1	TRA2B_MOUSE, TRA2A_MOUSE
OG0003533	KAK2565336.1	ACACA_MOUSE, ACACB_MOUSE
OG0003551	KAK2565797.1	KAT1_MOUSE, KAT3_MOUSE
OG0003572	KAK2566156.1	CRKL_MOUSE, CRK_MOUSE
OG0003589	KAK2566527.1	P2R3D_MOUSE
OG0003606	KAK2566961.1	LRIQ3_MOUSE
OG0003627	KAK2567391.1	SDE2_MOUSE
OG0003643	KAK2567878.1	GOLI_MOUSE, RN150_MOUSE
OG0003661	KAK2568490.1	DDX31_MOUSE
OG0003677	KAK2569003.1	IDI1_MOUSE, IDI2_MOUSE
OG0003694	KAK2569441.1	BMAL1_MOUSE, BMAL2_MOUSE
OG0003710	KAK2569949.1	RCL1_MOUSE
OG0003204	KAK2555999.1, KAK2556035.1	S2536_MOUSE
OG0003222	KAK2556689.1	SRP19_MOUSE
OG0003237	KAK2557228.1	FSCN1_MOUSE, FSCN2_MOUSE
OG0003252	KAK2557673.1	FOXL2_MOUSE
OG0003265	KAK2558054.1	UT14B_MOUSE, UT14A_MOUSE
OG0003279	KAK2558177.1	PAXI_MOUSE
OG0003307	KAK2559163.1	ODR4_MOUSE
OG0003311	KAK2559227.1	AGGF1_MOUSE
OG0003326	KAK2559696.1	AMFR_MOUSE
OG0003344	KAK2560338.1	UBP53_MOUSE, UBP54_MOUSE
OG0003359	KAK2560738.1	LONP2_MOUSE
OG0003375	KAK2561002.1	AP5M1_MOUSE
OG0003407	KAK2561930.1	TTC9A_MOUSE, TTC9C_MOUSE
OG0003423	KAK2562252.1	TBCC1_MOUSE
OG0003438	KAK2562825.1	GRL1A_MOUSE
OG0003455	KAK2563227.1	SYHM_MOUSE, HARS1_MOUSE
OG0003471	KAK2563459.1	UBN1_MOUSE, UBN2_MOUSE
OG0003488	KAK2563964.1	MA2A2_MOUSE, MA2A1_MOUSE
OG0003504	KAK2564595.1	CF263_MOUSE
OG0003520	KAK2565066.1	PDE3B_MOUSE, PDE3A_MOUSE
OG0003552	KAK2565802.1	STXB1_MOUSE, STXB2_MOUSE
OG0003571	KAK2566107.1, KAK2566351.1	TBATA_MOUSE
OG0003588	KAK2566511.1	UBP2_MOUSE
OG0003602	KAK2566798.1	VANG2_MOUSE, VANG1_MOUSE
OG0003617	KAK2567190.1	PLPP7_MOUSE, PLPP6_MOUSE
OG0003633	KAK2567507.1	RM04_MOUSE
OG0003684	KAK2569158.1	RASF7_MOUSE, RASF8_MOUSE
OG0003701	KAK2569761.1	DMTA2_MOUSE, DMRTA_MOUSE
OG0003716	KAK2569992.1	YTDC1_MOUSE
OG0003283	KAK2558257.1	ARFG1_MOUSE
OG0003297	KAK2558500.1	TDRD1_MOUSE
OG0003315	KAK2559316.1	EI2BE_MOUSE
OG0003329	KAK2559790.1	KPBB_MOUSE
OG0003346	KAK2560361.1	SOCS4_MOUSE, SOCS5_MOUSE
OG0003362	KAK2560783.1	ENTR1_MOUSE
OG0003367	KAK2560876.1	SGPP2_MOUSE, SGPP1_MOUSE
OG0003387	KAK2561195.1	RHG23_MOUSE, RHG21_MOUSE
OG0003403	KAK2561700.1	EXO1_MOUSE
OG0003418	KAK2562191.1	TWST2_MOUSE, TWST1_MOUSE
OG0003433	KAK2562383.1	CLU_MOUSE
OG0003451	KAK2563173.1, KAK2563312.1	KLHL8_MOUSE
OG0003485	KAK2563900.1, KAK2563910.1, KAK2565877.1	EHBP1_MOUSE
OG0003519	KAK2565032.1	CLAP2_MOUSE, CLAP1_MOUSE
OG0003537	KAK2565411.1	RCN1_MOUSE, CALU_MOUSE
OG0003554	KAK2565845.1	VATG1_MOUSE, VATG3_MOUSE
OG0003559	KAK2565909.1	UCK2_MOUSE, UCK1_MOUSE
OG0003594	KAK2566639.1, KAK2566640.1	ANR40_MOUSE
OG0003610	KAK2567068.1	TF2H4_MOUSE
OG0003626	KAK2567367.1	AQR_MOUSE
OG0003642	KAK2567877.1	FHI1B_MOUSE, FHI1A_MOUSE
OG0003660	KAK2568431.1	FBX40_MOUSE, FBX30_MOUSE
OG0003676	KAK2568950.1	SNAB_MOUSE, SNAA_MOUSE
OG0003692	KAK2569327.1	CEPT1_MOUSE, CHPT1_MOUSE
OG0003709	KAK2569947.1	HOOK1_MOUSE, HOOK3_MOUSE
OG0003723	KAK2570133.1	KAT2B_MOUSE, KAT2A_MOUSE
OG0003393	KAK2561381.1	RPP25_MOUSE, RP25L_MOUSE
OG0003411	KAK2562106.1, KAK2562012.1, KAK2562014.1	COMD3_MOUSE
OG0003427	KAK2562316.1	TCEA1_MOUSE, TCEA2_MOUSE
OG0003444	KAK2563053.1, KAK2563155.1	TF3A_MOUSE
OG0003477	KAK2563544.1	RB15B_MOUSE, RBM15_MOUSE
OG0003494	KAK2564062.1	RHDF2_MOUSE, RHDF1_MOUSE
OG0003498	KAK2564206.1, KAK2564207.1	LCTL_MOUSE
OG0003530	KAK2565298.1	LYSM2_MOUSE, LYSM1_MOUSE
OG0003545	KAK2565649.1	ANS1B_MOUSE, ANS1A_MOUSE
OG0003563	KAK2565971.1	HMCES_MOUSE
OG0003579	KAK2566286.1	SSRA_MOUSE
OG0003596	KAK2566675.1	AMMR1_MOUSE, AMERL_MOUSE
OG0003612	KAK2567147.1	PINK1_MOUSE
OG0003629	KAK2567422.1, KAK2567425.1	KPTN_MOUSE
OG0003646	KAK2568022.1	NEMO_MOUSE, OPTN_MOUSE
OG0003664	KAK2568603.1	PACS2_MOUSE, PACS1_MOUSE
OG0003681	KAK2569066.1	GYS2_MOUSE, GYS1_MOUSE
OG0003696	KAK2569465.1	ABTB2_MOUSE, ABTB3_MOUSE
OG0003728	KAK2570250.1	TLK1_MOUSE, TLK2_MOUSE
OG0003747	KAK2570700.1	MSTO1_MOUSE
OG0003764	KAK2571104.1	OTUD1_MOUSE, OTUD5_MOUSE
OG0003769	KAK2571181.1	TPRKB_MOUSE
OG0003785	KAK2571560.1	SPHK2_MOUSE, SPHK1_MOUSE
OG0003800	KAK2571795.1	UBAD2_MOUSE, UBAD1_MOUSE
OG0003817	KAK2572083.1	CENPM_MOUSE
OG0003835	KAK2572556.1	BNI3L_MOUSE, BNIP3_MOUSE
OG0003867	KAK2573160.1	KAT6B_MOUSE, KAT6A_MOUSE
OG0003883	KAK2573365.1	BCORL_MOUSE, BCOR_MOUSE
OG0003378	KAK2561059.1	MABP1_MOUSE, WDR62_MOUSE
OG0003395	KAK2561407.1	IGB1B_MOUSE, IGBP1_MOUSE
OG0003413	KAK2562043.1	DC1I1_MOUSE, DC1I2_MOUSE
OG0003429	KAK2562348.1	KLF10_MOUSE, KLF11_MOUSE
OG0003447	KAK2563148.1	ATP7B_MOUSE, ATP7A_MOUSE
OG0003464	KAK2563362.1	UBP46_MOUSE, UBP12_MOUSE
OG0003480	KAK2563619.1	EP300_MOUSE, CBP_MOUSE
OG0003496	KAK2564181.1, KAK2564182.1	CEP95_MOUSE
OG0003512	KAK2564849.1	SC22C_MOUSE, SC22A_MOUSE
OG0003531	KAK2565300.1	SMAD7_MOUSE, SMAD6_MOUSE
OG0003548	KAK2565778.1	SARDH_MOUSE
OG0003568	KAK2566017.1	CLCB_MOUSE, CLCA_MOUSE
OG0003586	KAK2566415.1	RU2B_MOUSE, SNRPA_MOUSE
OG0003603	KAK2566894.1	SWT1_MOUSE
OG0003619	KAK2567197.1	ARP5L_MOUSE, ARPC5_MOUSE
OG0003636	KAK2567622.1	RTN1_MOUSE
OG0003652	KAK2568226.1	ACL6A_MOUSE, ACL6B_MOUSE
OG0003669	KAK2568787.1	RTF1_MOUSE
OG0003687	KAK2569203.1	NUCB2_MOUSE, NUCB1_MOUSE
OG0003690	KAK2569238.1	UN13D_MOUSE, BAIP3_MOUSE
OG0003705	KAK2569815.1	ASND1_MOUSE
OG0003719	KAK2570008.1	U5S1_MOUSE
OG0003734	KAK2570504.1	RS4X_MOUSE
OG0003751	KAK2570764.1	FA76A_MOUSE, FA76B_MOUSE
OG0003766	KAK2571172.1	TBC30_MOUSE
OG0003781	KAK2571456.1	BAP29_MOUSE, BAP31_MOUSE
OG0003796	KAK2571761.1	ALRF2_MOUSE, THOC4_MOUSE
OG0003811	KAK2571947.1	ARC1B_MOUSE, ARC1A_MOUSE
OG0003827	KAK2572305.1	PAIP2_MOUSE, PAI2B_MOUSE
OG0003843	KAK2572661.1	RM21_MOUSE
OG0003862	KAK2573063.1	RBP17_MOUSE, XPO7_MOUSE
OG0003895	KAK2573484.1	CIC_MOUSE
OG0003911	KAK2573870.1	CASQ1_MOUSE, CASQ2_MOUSE
OG0003517	KAK2564923.1	HEXI2_MOUSE, HEXI1_MOUSE
OG0003535	KAK2565383.1	KPYM_MOUSE, KPYR_MOUSE
OG0003553	KAK2565829.1	ABHGA_MOUSE
OG0003573	KAK2566167.1	TBC9B_MOUSE, TBCD9_MOUSE
OG0003590	KAK2566534.1, KAK2566535.1	DPOD3_MOUSE
OG0003605	KAK2566938.1	ACO12_MOUSE, ACO11_MOUSE
OG0003621	KAK2567285.1, KAK2567334.1	NPC2_MOUSE
OG0003638	KAK2567679.1	SMAG2_MOUSE, SMAG1_MOUSE
OG0003658	KAK2568353.1	ETHE1_MOUSE
OG0003674	KAK2568914.1	HTR5A_MOUSE, HTR5B_MOUSE
OG0003691	KAK2569317.1	HPS5_MOUSE
OG0003707	KAK2569899.1	ASF1A_MOUSE, ASF1B_MOUSE
OG0003722	KAK2570075.1	SOST_MOUSE, SOSD1_MOUSE
OG0003739	KAK2570543.1	RBBP4_MOUSE, RBBP7_MOUSE
OG0003757	KAK2570880.1	DOP1B_MOUSE, DOP1A_MOUSE
OG0003774	KAK2571297.1, KAK2571296.1, KAK2571489.1	SSUH2_MOUSE
OG0003790	KAK2571674.1, KAK2571678.1	ASTE1_MOUSE
OG0003806	KAK2571826.1	TOB2_MOUSE, TOB1_MOUSE
OG0003822	KAK2572177.1	GPAT4_MOUSE, GPAT3_MOUSE
OG0003839	KAK2572604.1	AATC_MOUSE
OG0003857	KAK2573017.1	SC11C_MOUSE, SC11A_MOUSE
OG0003874	KAK2573254.1	UCP5_MOUSE, KMCP1_MOUSE
OG0003892	KAK2573478.1	GLYG_MOUSE
OG0003910	KAK2573869.1	LHPL1_MOUSE, LHPL6_MOUSE
OG0003927	KAK2573990.1	MED16_MOUSE
OG0003944	KAK2574302.1	ERC6L_MOUSE
OG0003961	KAK2574555.1	WASC5_MOUSE
OG0004073	KAK2563543.1, KAK2557117.1	DYH3_MOUSE
OG0003578	KAK2566284.1	DHB14_MOUSE
OG0003611	KAK2567070.1	PMF1_MOUSE
OG0003628	KAK2567413.1, KAK2567409.1, KAK2567410.1	DDX28_MOUSE
OG0003644	KAK2567934.1	GNTK_MOUSE
OG0003662	KAK2568492.1	P210L_MOUSE, PO210_MOUSE
OG0003678	KAK2569053.1	ATF5_MOUSE, ATF4_MOUSE
OG0003695	KAK2569451.1	GNPTG_MOUSE
OG0003711	KAK2569951.1	RPAB2_MOUSE
OG0003725	KAK2570169.1	LMBRL_MOUSE, LMBR1_MOUSE
OG0003743	KAK2570610.1	TET5C_MOUSE, TET5A_MOUSE
OG0003760	KAK2571011.1, KAK2571122.1, KAK2571123.1	LSM3_MOUSE
OG0003777	KAK2571397.1	POC1B_MOUSE, POC1A_MOUSE
OG0003793	KAK2571736.1	RFIP4_MOUSE, RFIP3_MOUSE
OG0003809	KAK2571878.1	ACON_MOUSE
OG0003844	KAK2572662.1	MEP50_MOUSE
OG0003864	KAK2573102.1	SETD3_MOUSE
OG0003880	KAK2573334.1	RAB6B_MOUSE, RAB6A_MOUSE
OG0003897	KAK2573620.1	PA1B2_MOUSE, PA1B3_MOUSE
OG0003902	KAK2573732.1	BACE2_MOUSE, BACE1_MOUSE
OG0003919	KAK2573931.1	SMD3_MOUSE
OG0003934	KAK2574096.1	ASPH1_MOUSE, ASPH2_MOUSE
OG0003939	KAK2574236.1	CX6A2_MOUSE, CX6A1_MOUSE
OG0003955	KAK2574454.1	CILK1_MOUSE, MAK_MOUSE
OG0004071	KAK2548736.1, KAK2554598.1	APOD_MOUSE
OG0004087	KAK2553338.1	PCD16_MOUSE
OG0004104	KAK2574392.1	ACD10_MOUSE
OG0004121	KAK2573189.1	PCGF1_MOUSE
OG0003528	KAK2565277.1	SPP2B_MOUSE, SPP2C_MOUSE
OG0003544	KAK2565635.1	MTMR5_MOUSE, MTMRD_MOUSE
OG0003562	KAK2565956.1	EEIG2_MOUSE, EEIG1_MOUSE
OG0003567	KAK2565994.1	S53A1_MOUSE
OG0003583	KAK2566354.1	IF4E_MOUSE, I4E1B_MOUSE
OG0003599	KAK2566727.1	NOMO1_MOUSE
OG0003615	KAK2567180.1	UBAC1_MOUSE
OG0003634	KAK2567560.1	MOCS3_MOUSE
OG0003650	KAK2568197.1	DHB12_MOUSE, HSDL1_MOUSE
OG0003655	KAK2568328.1	VATC2_MOUSE, VATC1_MOUSE
OG0003672	KAK2568843.1	VRK1_MOUSE, VRK2_MOUSE
OG0003689	KAK2569234.1	ILRUN_MOUSE
OG0003706	KAK2569871.1	GPX7_MOUSE, GPX8_MOUSE
OG0003727	KAK2570242.1	DEFI6_MOUSE, SWP70_MOUSE
OG0003746	KAK2570692.1	SYAP1_MOUSE
OG0003763	KAK2571095.1	SPS1_MOUSE, SPS2_MOUSE
OG0003780	KAK2571440.1	TTLL3_MOUSE, TTLL8_MOUSE
OG0003797	KAK2571768.1	KITH_MOUSE
OG0003813	KAK2571978.1	T184B_MOUSE, T184A_MOUSE
OG0003831	KAK2572422.1	RGS14_MOUSE, RGS12_MOUSE
OG0003848	KAK2572780.1	JIP1_MOUSE, JIP2_MOUSE
OG0003865	KAK2573120.1	PP6R3_MOUSE, PP6R2_MOUSE
OG0003881	KAK2573336.1	CB39L_MOUSE, CAB39_MOUSE
OG0003898	KAK2573626.1	VATA_MOUSE
OG0003915	KAK2573899.1	RAD9A_MOUSE, RAD9B_MOUSE
OG0003930	KAK2574032.1, KAK2574030.1	AACS_MOUSE
OG0003947	KAK2574324.1	KDM2A_MOUSE, KDM2B_MOUSE
OG0003965	KAK2574647.1	RN146_MOUSE
OG0004096	KAK2554480.1	FOXE3_MOUSE
OG0004112	KAK2560423.1	FZD8_MOUSE, FZD5_MOUSE
OG0004129	KAK2573858.1	SHOX2_MOUSE
OG0003497	KAK2564200.1	UNK_MOUSE, UNKL_MOUSE
OG0003514	KAK2564863.1	NAB1_MOUSE, NAB2_MOUSE
OG0003532	KAK2565317.1	HCLS1_MOUSE, SRC8_MOUSE
OG0003549	KAK2565786.1	RGL1_MOUSE, GNDS_MOUSE
OG0003570	KAK2567206.1, KAK2566052.1	BOK_MOUSE
OG0003587	KAK2566501.1	CRDL1_MOUSE, CRDL2_MOUSE
OG0003604	KAK2566917.1	LHX6_MOUSE, LHX8_MOUSE
OG0003620	KAK2567217.1	TPST1_MOUSE, TPST2_MOUSE
OG0003625	KAK2567351.1	TTBK2_MOUSE, TTBK1_MOUSE
OG0003641	KAK2567841.1	ST7L_MOUSE, ST7_MOUSE
OG0003659	KAK2568419.1	TBCD7_MOUSE
OG0003675	KAK2568936.1	RNF8_MOUSE
OG0003683	KAK2569134.1	STK38_MOUSE, ST38L_MOUSE
OG0003700	KAK2569676.1	ZFY16_MOUSE
OG0003715	KAK2569969.1	AP3D1_MOUSE
OG0003732	KAK2570322.1	CHIO_MOUSE, CHIN_MOUSE
OG0003767	KAK2571173.1	HFM1_MOUSE
OG0003784	KAK2571483.1	NSUN5_MOUSE
OG0003802	KAK2571799.1	USH1G_MOUSE, ANS4B_MOUSE
OG0003819	KAK2572092.1	PWP2B_MOUSE, PWP2A_MOUSE
OG0003837	KAK2572562.1	DEN10_MOUSE
OG0003855	KAK2572986.1	RBPMS_MOUSE, RBPS2_MOUSE
OG0003871	KAK2573204.1	COPA_MOUSE
OG0003889	KAK2573444.1	PLS2_MOUSE, PLS1_MOUSE
OG0003907	KAK2573817.1	GSK3A_MOUSE, GSK3B_MOUSE
OG0003923	KAK2573951.1	TOP2B_MOUSE, TOP2A_MOUSE
OG0003940	KAK2574238.1	PIGS_MOUSE
OG0003958	KAK2574509.1	MCIN_MOUSE, GEMI_MOUSE
OG0004080	KAK2552881.1	RX_MOUSE
OG0004110	KAK2574147.1	BCAS3_MOUSE
OG0004127	KAK2565302.1	SMAD3_MOUSE, SMAD2_MOUSE
OG0004144	KAK2568681.1	NVL_MOUSE
OG0004160	KAK2566320.1	IDHC_MOUSE
OG0003631	KAK2567476.1	SPTSA_MOUSE, SPTSB_MOUSE
OG0003647	KAK2568026.1	HAND2_MOUSE, HAND1_MOUSE
OG0003667	KAK2568693.1	DCST1_MOUSE, DCST2_MOUSE
OG0003685	KAK2569179.1	MET15_MOUSE
OG0003702	KAK2569783.1	AP1M2_MOUSE, AP1M1_MOUSE
OG0003718	KAK2569999.1	STK11_MOUSE
OG0003735	KAK2570509.1	MACA1_MOUSE, MACA2_MOUSE
OG0003740	KAK2570868.1, KAK2570549.1, KAK2570550.1	GNRHR_MOUSE
OG0003745	KAK2570668.1	PUR2_MOUSE
OG0003762	KAK2571078.1	TBK1_MOUSE, IKKE_MOUSE
OG0003778	KAK2571425.1, KAK2571428.1	S60A1_MOUSE
OG0003794	KAK2571744.1, KAK2571747.1	GRD2I_MOUSE
OG0003810	KAK2571940.1	MET22_MOUSE
OG0003828	KAK2572333.1	VA0E2_MOUSE, VA0E1_MOUSE
OG0003833	KAK2572510.1	ATRN1_MOUSE, ATRN_MOUSE
OG0003849	KAK2572793.1	STK10_MOUSE, SLK_MOUSE
OG0003854	KAK2572974.1	RMD5A_MOUSE, RMD5B_MOUSE
OG0003858	KAK2573018.1	SIN3B_MOUSE, SIN3A_MOUSE
OG0003873	KAK2573251.1	CSN9_MOUSE
OG0003891	KAK2573476.1	TCTP_MOUSE
OG0003909	KAK2573827.1	FSP1_MOUSE
OG0003925	KAK2573969.1	TACAN_MOUSE, T120B_MOUSE
OG0003943	KAK2574270.1	TPC11_MOUSE
