Orthogroup	Acer	Hsap
OG0007113	KAK2562983.1	UBL7_HUMAN
OG0007118	KAK2563046.1	MOC2B_HUMAN
OG0007136	KAK2563247.1	MICU3_HUMAN
OG0007152	KAK2563366.1	SCLT1_HUMAN
OG0007169	KAK2563506.1	CC134_HUMAN
OG0006653	KAK2558220.1	PLBL2_HUMAN
OG0006669	KAK2558371.1	NU107_HUMAN
OG0006686	KAK2558463.1	ALLC_HUMAN
OG0006702	KAK2558980.1	ZBBX_HUMAN
OG0006719	KAK2559356.1, KAK2559467.1	TTC1_HUMAN
OG0006735	KAK2559614.1	MVD1_HUMAN
OG0006752	KAK2559721.1	AR2BP_HUMAN
OG0006770	KAK2559947.1	MED30_HUMAN
OG0006786	KAK2560104.1	LACB2_HUMAN
OG0006804	KAK2560177.1	SPF30_HUMAN
OG0006821	KAK2560336.1	NCDN_HUMAN
OG0006838	KAK2560469.1	THNS2_HUMAN
OG0006843	KAK2560530.1	VPS25_HUMAN
OG0006860	KAK2560622.1	HYDIN_HUMAN
OG0006875	KAK2560726.1	ANR27_HUMAN
OG0006895	KAK2560888.1	RAD51_HUMAN
OG0006914	KAK2561013.1	UBXN1_HUMAN
OG0006931	KAK2561119.1	GNPAT_HUMAN
OG0006949	KAK2561327.1	ESPL1_HUMAN
OG0006965	KAK2561491.1	PRLD1_HUMAN
OG0006970	KAK2561542.1	SPT17_HUMAN
OG0006987	KAK2561645.1	ODAD2_HUMAN
OG0007005	KAK2561886.1	FPGT_HUMAN
OG0007024	KAK2562089.1	SMUG1_HUMAN
OG0007040	KAK2562183.1	INPP_HUMAN
OG0007056	KAK2562299.1	DCC1_HUMAN
OG0007070	KAK2562387.1	SPB1_HUMAN
OG0007089	KAK2562786.1	JTB_HUMAN
OG0007106	KAK2562939.1	AFG2B_HUMAN
OG0007123	KAK2563107.1	UBE3A_HUMAN
OG0007128	KAK2563171.1	IPO9_HUMAN
OG0007144	KAK2563274.1	YIPF6_HUMAN
OG0006657	KAK2558252.1	RAB23_HUMAN
OG0006674	KAK2558412.1	ATPMK_HUMAN
OG0006692	KAK2558550.1	TBC24_HUMAN
OG0006711	KAK2559228.1	STML2_HUMAN
OG0006725	KAK2559486.1	NATD1_HUMAN
OG0006740	KAK2559655.1	K0513_HUMAN
OG0006758	KAK2559792.1	PEPL1_HUMAN
OG0006777	KAK2560039.1	VPS11_HUMAN
OG0006793	KAK2560123.1	ZWILC_HUMAN
OG0006810	KAK2560218.1	XRCC5_HUMAN
OG0006826	KAK2560359.1	TAF5_HUMAN
OG0006844	KAK2560532.1	UBE4A_HUMAN
OG0006861	KAK2560625.1	TXIP1_HUMAN
OG0006877	KAK2560767.1	SAHH_HUMAN
OG0006892	KAK2560872.1	COMD1_HUMAN
OG0006913	KAK2561004.1	CA198_HUMAN
OG0006930	KAK2561118.1	CHUR_HUMAN
OG0006947	KAK2561322.1	MIOS_HUMAN
OG0006964	KAK2561473.1	EIF3K_HUMAN
OG0006983	KAK2561618.1	ACSF3_HUMAN
OG0007001	KAK2561851.1	ACTMP_HUMAN
OG0007016	KAK2562035.1	RECK_HUMAN
OG0007035	KAK2562154.1	PSD11_HUMAN
OG0007051	KAK2562290.1	EIF3I_HUMAN
OG0007068	KAK2562381.1	EIF3H_HUMAN
OG0007105	KAK2562936.1	NSA2_HUMAN
OG0007122	KAK2563105.1	STK16_HUMAN
OG0007140	KAK2563260.1	MO4L1_HUMAN
OG0007156	KAK2563410.1	ETFD_HUMAN
OG0007173	KAK2563519.1	SP30L_HUMAN
OG0007190	KAK2563621.1	TFPT_HUMAN
OG0007206	KAK2563727.1	PTCD3_HUMAN
OG0007222	KAK2563873.1	WRN_HUMAN
OG0007238	KAK2563992.1	RBBP6_HUMAN
OG0006800	KAK2560161.1	RITA1_HUMAN
OG0006815	KAK2560279.1	USO1_HUMAN
OG0006831	KAK2560407.1	MCRS1_HUMAN
OG0006847	KAK2560547.1	BI1_HUMAN
OG0006863	KAK2560638.1	FABD_HUMAN
OG0006878	KAK2560770.1	RBM39_HUMAN
OG0006912	KAK2561000.1	CEBPZ_HUMAN
OG0006927	KAK2561104.1	TALD3_HUMAN
OG0006944	KAK2561303.1	NOSTN_HUMAN
OG0006960	KAK2561440.1	THUM1_HUMAN
OG0006978	KAK2561593.1	RM10_HUMAN
OG0006993	KAK2561717.1	VATD_HUMAN
OG0007007	KAK2561939.1	NAA30_HUMAN
OG0007022	KAK2562080.1	SPAG6_HUMAN
OG0007037	KAK2562172.1	TIM_HUMAN
OG0007052	KAK2562293.1	NSRP1_HUMAN
OG0007067	KAK2562376.1	MRGBP_HUMAN
OG0007084	KAK2562701.1	PGAP1_HUMAN
OG0007100	KAK2562893.1	ELP1_HUMAN
OG0007114	KAK2562991.1	RIOK2_HUMAN
OG0007131	KAK2563203.1	EMC3_HUMAN
OG0007147	KAK2563314.1	LIAS_HUMAN
OG0007162	KAK2563470.1	PLK4_HUMAN
OG0007177	KAK2563540.1	CLPB_HUMAN
OG0007194	KAK2563661.1	CSN4_HUMAN
OG0007210	KAK2563783.1	SYCP1_HUMAN
OG0007226	KAK2563896.1	WIPI4_HUMAN
OG0007242	KAK2564040.1	VP35L_HUMAN
OG0007257	KAK2564364.1	SNX27_HUMAN
OG0007261	KAK2564405.1	COG1_HUMAN
OG0007293	KAK2564816.1	TEX10_HUMAN
OG0007308	KAK2564907.1	ANR54_HUMAN
OG0007324	KAK2565016.1	BBS12_HUMAN
OG0006772	KAK2559992.1	MCM3_HUMAN
OG0006788	KAK2560107.1	GSH1_HUMAN
OG0006806	KAK2560202.1	ZGRF1_HUMAN
OG0006823	KAK2560346.1	S7A6O_HUMAN
OG0006840	KAK2560490.1	CWC25_HUMAN
OG0006890	KAK2560860.1	TBC31_HUMAN
OG0006910	KAK2560997.1	COX16_HUMAN
OG0006926	KAK2561075.1	TCPD_HUMAN
OG0006943	KAK2561245.1	ABCF2_HUMAN
OG0006959	KAK2561402.1	PPCS_HUMAN
OG0006977	KAK2561588.1	ZW10_HUMAN
OG0006992	KAK2561716.1	TMEDA_HUMAN
OG0007010	KAK2561995.1	ZN622_HUMAN
OG0007042	KAK2562188.1	WDR24_HUMAN
OG0007075	KAK2562528.1	DCAKD_HUMAN
OG0007093	KAK2562832.1	CTC1_HUMAN
OG0007109	KAK2562972.1	RPB11_HUMAN
OG0007126	KAK2563161.1	VPS36_HUMAN
OG0007143	KAK2563271.1	FANCF_HUMAN
OG0007159	KAK2563433.1	TBCK_HUMAN
OG0007174	KAK2563524.1	PPID_HUMAN
OG0007188	KAK2563613.1	TDRD3_HUMAN
OG0007191	KAK2563629.1	BBS7_HUMAN
OG0007207	KAK2563747.1	SSBP_HUMAN
OG0007223	KAK2563875.1	YJU2_HUMAN
OG0007239	KAK2564000.1	DGKE_HUMAN
OG0007255	KAK2564331.1	RPC5_HUMAN
OG0007271	KAK2564684.1	RLP24_HUMAN
OG0007287	KAK2564787.1	IFT80_HUMAN
OG0007302	KAK2564851.1	MUTA_HUMAN
OG0007318	KAK2564977.1	PHOCN_HUMAN
OG0007335	KAK2565114.1	TMTC2_HUMAN
OG0006753	KAK2559722.1	MCES_HUMAN
OG0006771	KAK2559974.1	KI13A_HUMAN
OG0006787	KAK2560106.1	TRM11_HUMAN
OG0006805	KAK2560189.1	EXTL3_HUMAN
OG0006822	KAK2560341.1	OLA1_HUMAN
OG0006839	KAK2560481.1	DISC1_HUMAN
OG0006856	KAK2560602.1	TCAIM_HUMAN
OG0006872	KAK2560711.1	RM03_HUMAN
OG0006889	KAK2560859.1	RT17_HUMAN
OG0006909	KAK2560989.1	PMVK_HUMAN
OG0006941	KAK2561204.1	RGAP1_HUMAN
OG0006957	KAK2561391.1	AB1IP_HUMAN
OG0006975	KAK2561578.1	BBOF1_HUMAN
OG0006994	KAK2561723.1	RPKL1_HUMAN
OG0007009	KAK2561980.1	BL1S1_HUMAN
OG0007044	KAK2562200.1	SOAT1_HUMAN
OG0007060	KAK2562328.1	IQAK1_HUMAN
OG0007076	KAK2562568.1	CCD13_HUMAN
OG0007094	KAK2562835.1	DOLK_HUMAN
OG0007110	KAK2562979.1	SMN_HUMAN
OG0007127	KAK2563164.1	ADPPT_HUMAN
OG0007145	KAK2563283.1	PCF11_HUMAN
OG0007161	KAK2563468.1	RT31_HUMAN
OG0007178	KAK2563545.1	KISHB_HUMAN
OG0007195	KAK2563667.1	UFSP1_HUMAN
OG0007211	KAK2563787.1	NDK5_HUMAN
OG0007227	KAK2563897.1	MOGS_HUMAN
OG0007243	KAK2564060.1	RS2_HUMAN
OG0007259	KAK2564397.1	GKAP1_HUMAN
OG0007291	KAK2564799.1	S35B1_HUMAN
OG0007323	KAK2565014.1	LRC46_HUMAN
OG0007340	KAK2565158.1	NTAQ1_HUMAN
OG0006827	KAK2560376.1	XRN2_HUMAN
OG0006845	KAK2560535.1	TTC13_HUMAN
OG0006850	KAK2560572.1	COMD7_HUMAN
OG0006886	KAK2560850.1	MSS4_HUMAN
OG0006905	KAK2560937.1	KNTC1_HUMAN
OG0006921	KAK2561042.1	CS047_HUMAN
OG0006938	KAK2561178.1	RM40_HUMAN
OG0006942	KAK2561244.1	PCDP1_HUMAN
OG0006958	KAK2561396.1	HACL1_HUMAN
OG0006976	KAK2561585.1	IST1_HUMAN
OG0006996	KAK2561808.1	UBP34_HUMAN
OG0007013	KAK2562029.1	SYMC_HUMAN
OG0007030	KAK2562126.1	SNP47_HUMAN
OG0007046	KAK2562239.1	PP1R8_HUMAN
OG0007063	KAK2562342.1	INT2_HUMAN
OG0007080	KAK2562675.1	CTSRT_HUMAN
OG0007085	KAK2562715.1	SNX13_HUMAN
OG0007102	KAK2562919.1	CIA2A_HUMAN
OG0007120	KAK2563057.1	DYHC2_HUMAN
OG0007155	KAK2563408.1	T184C_HUMAN
OG0007171	KAK2563510.1	AGK_HUMAN
OG0007189	KAK2563620.1	ADCY9_HUMAN
OG0007205	KAK2563724.1	SNCAP_HUMAN
OG0007221	KAK2563839.1	LYAR_HUMAN
OG0007252	KAK2564306.1	S2611_HUMAN
OG0007269	KAK2564628.1	SDHF4_HUMAN
OG0007303	KAK2564856.1	NDUS1_HUMAN
OG0007319	KAK2564992.1	GLT11_HUMAN
OG0007336	KAK2565118.1	CCNH_HUMAN
OG0007352	KAK2565254.1	TEX9_HUMAN
OG0007386	KAK2565599.1	SRP68_HUMAN
OG0007403	KAK2565792.1	PFD6_HUMAN
OG0006867	KAK2560697.1	ANLN_HUMAN
OG0006883	KAK2560806.1	CFDP1_HUMAN
OG0006900	KAK2560905.1	CRIPT_HUMAN
OG0006917	KAK2561027.1	POMT2_HUMAN
OG0006933	KAK2561137.1	MAAI_HUMAN
OG0006950	KAK2561328.1	3HIDH_HUMAN
OG0006966	KAK2561523.1	GDAH_HUMAN
OG0006984	KAK2561631.1	CDC27_HUMAN
OG0007002	KAK2561855.1	ADAT3_HUMAN
OG0007020	KAK2562074.1	TAM41_HUMAN
OG0007036	KAK2562161.1	SMCE1_HUMAN
OG0007053	KAK2562295.1	MPP9_HUMAN
OG0007069	KAK2562382.1	SIM14_HUMAN
OG0007087	KAK2562780.1	DDA1_HUMAN
OG0007103	KAK2562931.1	KTAP2_HUMAN
OG0007119	KAK2563052.1	MCEE_HUMAN
OG0007135	KAK2563240.1	DUSTY_HUMAN
OG0007151	KAK2563364.1	CHMP7_HUMAN
OG0007168	KAK2563505.1	NUP58_HUMAN
OG0007183	KAK2563596.1	TUSC2_HUMAN
OG0007200	KAK2563691.1	CE152_HUMAN
OG0007215	KAK2563799.1	CDC37_HUMAN
OG0007231	KAK2563940.1	PSD13_HUMAN
OG0007247	KAK2564164.1	NUP85_HUMAN
OG0007264	KAK2564419.1	NCBP1_HUMAN
OG0007282	KAK2564765.1	IQCB1_HUMAN
OG0007300	KAK2564842.1	JAZF1_HUMAN
OG0007316	KAK2564965.1	METL6_HUMAN
OG0007321	KAK2564996.1	ATPB_HUMAN
OG0007338	KAK2565145.1	TXNL1_HUMAN
OG0007353	KAK2565259.1	HEMH_HUMAN
OG0007387	KAK2565621.1	CTR9_HUMAN
OG0007404	KAK2565793.1	SURF1_HUMAN
OG0006796	KAK2560140.1	KAD2_HUMAN
OG0006813	KAK2560269.1	CATB_HUMAN
OG0006829	KAK2560399.1	SRP54_HUMAN
OG0006848	KAK2560560.1	LARP7_HUMAN
OG0006864	KAK2560650.1	PYRD_HUMAN
OG0006880	KAK2560774.1	FTM_HUMAN
OG0006897	KAK2560896.1	PUS10_HUMAN
OG0006901	KAK2560912.1	M18BP_HUMAN
OG0006918	KAK2561029.1	PSF1_HUMAN
OG0006935	KAK2561159.1	CNIH4_HUMAN
OG0006952	KAK2561340.1	ANKZ1_HUMAN
OG0006968	KAK2561535.1	SYEP_HUMAN
OG0006986	KAK2561640.1	ESF1_HUMAN
OG0007021	KAK2562075.1	SMI11_HUMAN
OG0007054	KAK2562297.1	PPM1G_HUMAN
OG0007071	KAK2562396.1	COX6C_HUMAN
OG0007090	KAK2562798.1	NDUA9_HUMAN
OG0007107	KAK2562949.1	PPIE_HUMAN
OG0007124	KAK2563112.1	SYSC_HUMAN
OG0007141	KAK2563261.1	OFUT3_HUMAN
OG0007158	KAK2563429.1	KIF3A_HUMAN
OG0007175	KAK2563534.1	NOL8_HUMAN
OG0007192	KAK2563631.1	RS3_HUMAN
OG0007208	KAK2563748.1	STPG2_HUMAN
OG0007241	KAK2564017.1	CFA52_HUMAN
OG0007277	KAK2564743.1	RAB18_HUMAN
OG0007292	KAK2564801.1	MET2A_HUMAN, MET2B_HUMAN
OG0007309	KAK2564930.1	LNP_HUMAN
OG0007326	KAK2565028.1	CF410_HUMAN
OG0007343	KAK2565164.1	RL4_HUMAN
OG0007359	KAK2565362.1	CEP20_HUMAN
OG0007377	KAK2565521.1	LSM11_HUMAN
OG0007393	KAK2565728.1	RT24_HUMAN
OG0007410	KAK2565807.1	UCHL5_HUMAN
OG0006870	KAK2560706.1	CH074_HUMAN
OG0006887	KAK2560854.1	RL13_HUMAN
OG0006907	KAK2560954.1	ZFY21_HUMAN
OG0006923	KAK2561058.1	ERCC2_HUMAN
OG0006940	KAK2561191.1	CUL2_HUMAN
OG0006956	KAK2561380.1	SF3B1_HUMAN
OG0006974	KAK2561569.1	DZAN1_HUMAN
OG0006980	KAK2561600.1	HDHD2_HUMAN
OG0006998	KAK2561835.1	NEK9_HUMAN
OG0007014	KAK2562030.1	DDX42_HUMAN
OG0007032	KAK2562140.1	MCM9_HUMAN
OG0007049	KAK2562274.1	CF062_HUMAN
OG0007065	KAK2562373.1	MTRFR_HUMAN
OG0007083	KAK2562680.1	PSMD3_HUMAN
OG0007101	KAK2562900.1	CE120_HUMAN
OG0007117	KAK2563031.1	DTWD2_HUMAN
OG0007134	KAK2563239.1	UBP19_HUMAN
OG0007138	KAK2563254.1	TTC29_HUMAN
OG0007154	KAK2563392.1	SLX4_HUMAN
OG0007196	KAK2563675.1	NDUB2_HUMAN
OG0007212	KAK2563792.1	PXL2A_HUMAN
OG0007228	KAK2563904.1	PIGN_HUMAN
OG0007244	KAK2564133.1	CLUA1_HUMAN
OG0007260	KAK2564398.1	RS15_HUMAN
OG0007279	KAK2564755.1	CH10_HUMAN
OG0007296	KAK2564832.1	CAN7_HUMAN
OG0007311	KAK2564933.1	ACKMT_HUMAN
OG0007328	KAK2565040.1	RPAB3_HUMAN
OG0007345	KAK2565177.1	C42S2_HUMAN
OG0007361	KAK2565379.1	RFX5_HUMAN
OG0007366	KAK2565433.1	EIF3M_HUMAN
OG0007382	KAK2565548.1	TM86A_HUMAN
OG0007398	KAK2565768.1	M2OM_HUMAN
OG0007415	KAK2565851.1	BCL10_HUMAN
OG0006871	KAK2560709.1	ULK4_HUMAN
OG0006888	KAK2560855.1	TMX3_HUMAN
OG0006908	KAK2560956.1	CNRP1_HUMAN
OG0006924	KAK2561066.1	PRS4_HUMAN
OG0006929	KAK2561109.1	MCM5_HUMAN
OG0006945	KAK2561305.1	BBS5_HUMAN
OG0006961	KAK2561442.1	NPHP3_HUMAN
OG0006981	KAK2561609.1	NAGS_HUMAN
OG0006999	KAK2561836.1	CINP_HUMAN
OG0007015	KAK2562032.1	NHEJ1_HUMAN
OG0007031	KAK2562129.1	SODM_HUMAN
OG0007047	KAK2562246.1	MUL1_HUMAN
OG0007064	KAK2562360.1	DIESL_HUMAN
OG0007081	KAK2562676.1	HBAP1_HUMAN
OG0007098	KAK2562849.1	DBR1_HUMAN
OG0007133	KAK2563231.1	PUS3_HUMAN
OG0007150	KAK2563360.1	QCR8_HUMAN
OG0007166	KAK2563498.1	ACSF4_HUMAN
OG0007182	KAK2563577.1	WDR19_HUMAN
OG0007199	KAK2563686.1	WDR91_HUMAN
OG0007216	KAK2563802.1	SAMD8_HUMAN
OG0007232	KAK2563945.1	AEBP2_HUMAN
OG0007249	KAK2564266.1	PITH1_HUMAN
OG0007266	KAK2564591.1	SMD1_HUMAN
OG0007284	KAK2564771.1	TOM7_HUMAN
OG0007301	KAK2564848.1	MYO10_HUMAN
OG0007317	KAK2564974.1	UBP40_HUMAN
OG0007333	KAK2565106.1	OARD1_HUMAN
OG0007365	KAK2565431.1	NAT10_HUMAN
OG0007381	KAK2565541.1	GCC1_HUMAN
OG0007397	KAK2565766.1	PPIL1_HUMAN
OG0007401	KAK2565785.1	WDR47_HUMAN
OG0007417	KAK2565866.1	PSMD5_HUMAN
OG0007092	KAK2562829.1	TF2AA_HUMAN
OG0007108	KAK2562969.1	CAF1A_HUMAN
OG0007125	KAK2563149.1, KAK2563150.1	SQSTM_HUMAN
OG0007157	KAK2563424.1	MANBA_HUMAN
OG0007172	KAK2563513.1	WDR82_HUMAN
OG0007187	KAK2563611.1	CFA97_HUMAN
OG0007203	KAK2563715.1	THYN1_HUMAN
OG0007219	KAK2563834.1	NFX1_HUMAN
OG0007251	KAK2564286.1	LENG8_HUMAN
OG0007268	KAK2564625.1	GLMP_HUMAN
OG0007272	KAK2564690.1	DDX59_HUMAN
OG0007289	KAK2564796.1	MDH1B_HUMAN
OG0007294	KAK2564820.1	ZSWM2_HUMAN
OG0007310	KAK2564931.1	LEO1_HUMAN
OG0007327	KAK2565033.1	AT7L3_HUMAN
OG0007344	KAK2565171.1	T2AG_HUMAN
OG0007360	KAK2565367.1	TTI2_HUMAN
OG0007378	KAK2565522.1	ATP5H_HUMAN
OG0007395	KAK2565755.1	RRP15_HUMAN
OG0007412	KAK2565823.1	FBXW5_HUMAN
OG0007430	KAK2565924.1	PGTB2_HUMAN
OG0007447	KAK2566022.1	ALKMO_HUMAN
OG0007464	KAK2566191.1	PRPF3_HUMAN
OG0007483	KAK2566445.1	BDP1_HUMAN
OG0007498	KAK2566548.1	DIXC1_HUMAN
OG0007530	KAK2566828.1	GPTC1_HUMAN
OG0007547	KAK2566957.1	HEM2_HUMAN
OG0007563	KAK2567056.1	TFB2M_HUMAN
OG0007579	KAK2567151.1	FLCN_HUMAN
OG0007594	KAK2567248.1	SC5A7_HUMAN
OG0007609	KAK2567327.1	KAT5_HUMAN
OG0007062	KAK2562336.1	MDHM_HUMAN
OG0007078	KAK2562581.1	TTLL1_HUMAN
OG0007095	KAK2562840.1	NPHP1_HUMAN
OG0007111	KAK2562980.1	CCD15_HUMAN
OG0007129	KAK2563175.1	COMD5_HUMAN
OG0007146	KAK2563291.1	TM9S3_HUMAN
OG0007163	KAK2563472.1	FIP1_HUMAN
OG0007167	KAK2563499.1	ABCE1_HUMAN
OG0007181	KAK2563574.1	TIM16_HUMAN
OG0007185	KAK2563598.1	GNS_HUMAN
OG0007202	KAK2563710.1	UTP20_HUMAN
OG0007217	KAK2563812.1	CDO1_HUMAN
OG0007234	KAK2563965.1	CYBP_HUMAN
OG0007250	KAK2564267.1	PALB2_HUMAN
OG0007267	KAK2564618.1	PYGO1_HUMAN
OG0007285	KAK2564774.1	TATD1_HUMAN
OG0007304	KAK2564866.1, KAK2570179.1	SELO_HUMAN
OG0007320	KAK2564994.1	ERCC3_HUMAN
OG0007337	KAK2565119.1	CARME_HUMAN
OG0007354	KAK2565275.1	FMT_HUMAN
OG0007372	KAK2565485.1	TOM22_HUMAN
OG0007388	KAK2565624.1	PRKDC_HUMAN
OG0007405	KAK2565798.1	TTL11_HUMAN
OG0007423	KAK2565895.1	TADA1_HUMAN
OG0007458	KAK2566088.1	AIRIM_HUMAN
OG0007474	KAK2566298.1	STK31_HUMAN
OG0007490	KAK2566478.1	PMYT1_HUMAN
OG0007507	KAK2566621.1	DYT2B_HUMAN
OG0007524	KAK2566779.1	PRAF1_HUMAN
OG0007541	KAK2566909.1	SYNRG_HUMAN
OG0007558	KAK2567031.1	PPIL3_HUMAN
OG0007574	KAK2567101.1	ABCF1_HUMAN
OG0007591	KAK2567231.1	ODAD3_HUMAN
OG0007608	KAK2567325.1	RPC6_HUMAN
OG0007137	KAK2563253.1	PAN3_HUMAN
OG0007153	KAK2563367.1	HMMR_HUMAN
OG0007170	KAK2563507.1	KLF5_HUMAN
OG0007186	KAK2563607.1	AFG2A_HUMAN
OG0007204	KAK2563719.1	LHPL2_HUMAN
OG0007220	KAK2563835.1	B4GT7_HUMAN
OG0007236	KAK2563978.1	HAUS8_HUMAN
OG0007253	KAK2564328.1	TEDC1_HUMAN
OG0007270	KAK2564660.1	BLM_HUMAN
OG0007288	KAK2564788.1	CX058_HUMAN
OG0007305	KAK2564871.1	HROB_HUMAN
OG0007322	KAK2565011.1	CB076_HUMAN
OG0007339	KAK2565148.1	WDR7_HUMAN
OG0007355	KAK2565276.1	LSM7_HUMAN
OG0007373	KAK2565494.1	RS16_HUMAN
OG0007389	KAK2565639.1	SAAL1_HUMAN
OG0007408	KAK2565804.1	RT16_HUMAN
OG0007427	KAK2565917.1	PAPP1_HUMAN
OG0007431	KAK2565926.1	SCAI_HUMAN
OG0007446	KAK2566016.1	TIM14_HUMAN
OG0007463	KAK2566183.1	REXO4_HUMAN
OG0007480	KAK2566406.1	RFWD3_HUMAN
OG0007496	KAK2566539.1	ERCC5_HUMAN
OG0007529	KAK2566827.1	DRC9_HUMAN
OG0007544	KAK2566942.1	KBP_HUMAN
OG0007560	KAK2567041.1	CR2_HUMAN
OG0007576	KAK2567133.1	CF157_HUMAN
OG0007592	KAK2567232.1	SWI5_HUMAN
OG0007596	KAK2567252.1	UXT_HUMAN
OG0007610	KAK2567329.1	PTK7_HUMAN
OG0007628	KAK2567454.1	AP4S1_HUMAN
OG0007645	KAK2567539.1	CB042_HUMAN
OG0007148	KAK2563339.1	OTUD4_HUMAN
OG0007165	KAK2563492.1	RL21_HUMAN
OG0007180	KAK2563560.1	SYRC_HUMAN
OG0007198	KAK2563681.1	PACRL_HUMAN
OG0007214	KAK2563795.1	ARP6_HUMAN
OG0007246	KAK2564141.1	ATGA1_HUMAN
OG0007263	KAK2564416.1	RT11_HUMAN
OG0007281	KAK2564762.1	OFUT2_HUMAN
OG0007298	KAK2564839.1	LZTL1_HUMAN
OG0007314	KAK2564956.1	WDR12_HUMAN
OG0007331	KAK2565057.1	TIGAR_HUMAN
OG0007347	KAK2565183.1	HSF2B_HUMAN
OG0007363	KAK2565407.1	SETB1_HUMAN
OG0007380	KAK2565524.1	RINT1_HUMAN
OG0007396	KAK2565763.1	GPR19_HUMAN
OG0007414	KAK2565850.1	CUTA_HUMAN
OG0007433	KAK2565931.1	NSMF_HUMAN
OG0007449	KAK2566029.1	CDC7_HUMAN
OG0007466	KAK2566214.1	TYW2_HUMAN
OG0007482	KAK2566421.1	F185A_HUMAN
OG0007499	KAK2566556.1	SE1L3_HUMAN
OG0007516	KAK2566674.1	ICLN_HUMAN
OG0007532	KAK2566848.1	HYOU1_HUMAN
OG0007549	KAK2566973.1	SNPC3_HUMAN
OG0007566	KAK2567082.1	THOC3_HUMAN
OG0007581	KAK2567157.1	EDF1_HUMAN
OG0007586	KAK2567174.1	INT5_HUMAN
OG0007603	KAK2567281.1	CSK2B_HUMAN
OG0007620	KAK2567427.1	SPAST_HUMAN
OG0007637	KAK2567484.1	SYVN1_HUMAN
OG0007654	KAK2567602.1	CHAC1_HUMAN
OG0007671	KAK2567759.1	EXOS8_HUMAN
OG0007694	KAK2568055.1	TPGS2_HUMAN
OG0007149	KAK2563350.1	NOCT_HUMAN
OG0007164	KAK2563477.1	CORO7_HUMAN
OG0007179	KAK2563549.1	ZN277_HUMAN
OG0007197	KAK2563678.1	SYT7_HUMAN
OG0007213	KAK2563793.1	LIN54_HUMAN
OG0007229	KAK2563923.1	PAHX_HUMAN
OG0007245	KAK2564134.1	NDUA3_HUMAN
OG0007262	KAK2564411.1	MEX3B_HUMAN
OG0007280	KAK2564756.1	CH60_HUMAN
OG0007297	KAK2564838.1	CY561_HUMAN
OG0007313	KAK2564945.1	PDC10_HUMAN
OG0007334	KAK2565111.1	GCP2_HUMAN
OG0007350	KAK2565236.1	LMAN1_HUMAN
OG0007369	KAK2565447.1	TM186_HUMAN
OG0007385	KAK2565593.1	MOB2_HUMAN
OG0007402	KAK2565788.1	PRDX6_HUMAN
OG0007419	KAK2565879.1	RAB14_HUMAN
OG0007453	KAK2566050.1	WDR46_HUMAN
OG0007470	KAK2566275.1	CB068_HUMAN
OG0007486	KAK2566449.1	FHOD3_HUMAN
OG0007502	KAK2566571.1	DNJC3_HUMAN
OG0007535	KAK2566852.1	NUFP1_HUMAN
OG0007552	KAK2566995.1	MCMBP_HUMAN
OG0007568	KAK2567087.1	MA1B1_HUMAN
OG0007584	KAK2567163.1	ZCHC9_HUMAN
OG0007601	KAK2567278.1	SYF1_HUMAN
OG0007618	KAK2567406.1	TDRD9_HUMAN
OG0007622	KAK2567433.1	CDIN1_HUMAN
OG0007639	KAK2567486.1	FANCL_HUMAN
OG0007670	KAK2567734.1	STYX_HUMAN
OG0007685	KAK2567884.1	RGP1_HUMAN
OG0007702	KAK2568124.1	COX5A_HUMAN
OG0007184	KAK2563597.1	RS3A_HUMAN
OG0007201	KAK2563698.1	SND1_HUMAN
OG0007218	KAK2563816.1	AOAH_HUMAN
OG0007233	KAK2563946.1	ZC3HA_HUMAN
OG0007248	KAK2564199.1	COIL_HUMAN
OG0007265	KAK2564575.1	SIR6_HUMAN
OG0007283	KAK2564769.1	CCD93_HUMAN
OG0007299	KAK2564841.1	CACO2_HUMAN
OG0007315	KAK2564963.1	HELQ_HUMAN
OG0007332	KAK2565081.1	CUED2_HUMAN
OG0007348	KAK2565186.1	ZBED1_HUMAN, ZBED4_HUMAN
OG0007364	KAK2565413.1	RN141_HUMAN
OG0007368	KAK2565445.1	TCPR1_HUMAN
OG0007384	KAK2565591.1	NDUBA_HUMAN
OG0007400	KAK2565784.1	DAXX_HUMAN
OG0007418	KAK2565867.1	DPOG2_HUMAN
OG0007422	KAK2565888.1	CASP8_HUMAN
OG0007440	KAK2565972.1	CFA77_HUMAN
OG0007456	KAK2566069.1	AT131_HUMAN
OG0007473	KAK2566296.1	LTOR3_HUMAN
OG0007489	KAK2566465.1	CNO11_HUMAN
OG0007505	KAK2566582.1	GSHR_HUMAN
OG0007522	KAK2566766.1	PRS6B_HUMAN
OG0007537	KAK2566862.1	CMI2B_HUMAN
OG0007553	KAK2567003.1	PHP14_HUMAN
OG0007570	KAK2567090.1	DNLZ_HUMAN
OG0007587	KAK2567186.1	FKB15_HUMAN
OG0007604	KAK2567298.1	OPA3_HUMAN
OG0007635	KAK2567478.1	PSA3_HUMAN
OG0007651	KAK2567585.1	T2EB_HUMAN
OG0007667	KAK2567688.1	BTBD9_HUMAN
OG0007683	KAK2567869.1	ACSF2_HUMAN
OG0007699	KAK2568117.1	TXND9_HUMAN
OG0007732	KAK2568296.1	BET1_HUMAN
OG0007254	KAK2564330.1	ICT1_HUMAN
